"","ID","Genotype_rec","Genotype","CMD","DMC","Year","Institutional.source.of.this.variety","Pedigree","CIAT.related","CMD.Resistance","Dry.matter.content..in...","X.1","MATINH","ID.y","X","IDHO","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_C0A","M4B12A1_C0B","M4B12A1_C0C","M4B12A1_C0D","M4B12A2_C1","M4B12A2_C1A","M4B12A2_C1A_GHIRO","M4B12A3_TENTR","M4B12A3_C2","M4B12A3_C3","M4B12A3_C4","M4B12A3_C5","M4B12A3_C6","M4B12A3_C6_GHIRO","M4B12A3_C7","M4B12A3_C8","M4B12A3_C91","M4B12A3_C92","M4B12A3_C93","M4B12A3_C94","M4B12A3_C95","M4B12A3_C10D","M4B12A3_C10M","M4B12A4_C1","M4B12A4_KD","M4B12A4_VD","M4B12A1_MA","M4B12A1_C1","M4B12A1_C1_GHIRO","M4B12A1_C2","M4B12A1_C3","M4B12A1_C4","M4B12A1_C5","M4B12A1_C6","Province_name","Region"
"69","1078","KM419","KM419",FALSE,TRUE,7,"TUAF","BKA900 x (KM98-5 x KM98-5","No","No",NA,736,64,"64-637-24115003011",367,24115003011,637,24115,3,11,3,1,2,2,2,1,1,"","BUÔN JI",1,1,"Cây xanh",2,6,"",6,2,2,1,2,1,1,14,8,NA,NA,NA,1,2,"","Nhà máy tinh bột sắn Gia Lai",24076,3,NA,15300,"Gia lai","Central Highlands"
"70","1079","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,741,64,"64-638-24060012009",379,24060012009,638,24060,12,9,3,2,2,1,2,1,NA,"","RẪY MỲ",1,1,"km94",2,6,"",10,2,1,1,1,1,1,17,8,NA,NA,NA,3,1,"","99",24060,15,NA,14000,"Gia lai","Central Highlands"
"71","1080","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,759,66,"66-645-24207009006",1616,24207009006,645,24207,9,6,4,1,2,2,2,1,NA,"","THÔN BÌNH MINH",1,1,"địa phương",1,6,"",5,2,2,2,2,2,2,17,11,NA,NA,NA,1,2,"","99",24207,5,NA,4800,"Dak Lak","Central Highlands"
"72","1081","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,753,66,"66-645-24184004005",1610,24184004005,645,24184,4,5,4,1,2,2,2,1,NA,"","THÔN 2A",1,1,"địa phương",1,6,"",5,2,1,1,1,2,2,10,11,NA,NA,NA,1,1,"","99",24184,5,NA,23500,"Dak Lak","Central Highlands"
"73","1082","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,764,66,"66-646-24221007003",400,24221007003,646,24221,7,3,3,1,2,2,2,1,NA,"","THÔN 10",1,1,"KM 54",2,6,"",2,2,1,1,1,1,1,15,8,NA,NA,NA,1,1,"","99",24265,3,NA,60000,"Dak Lak","Central Highlands"
"74","1083","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,772,66,"66-645-24207009015",1619,24207009015,645,24207,9,15,4,1,NA,NA,NA,1,NA,"","Thôn Bình Minh",1,1,"Địa phương",1,6,"",3,2,2,2,2,2,2,21,11,NA,NA,NA,1,4,"","",NA,NA,NA,3200,"Dak Lak","Central Highlands"
"75","1083","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,758,66,"66-645-24207009004",1615,24207009004,645,24207,9,4,4,1,2,2,2,1,NA,"","THÔN BÌNH MINH",1,1,"địa phương",1,6,"",3,2,2,2,2,2,1,16,11,NA,NA,NA,1,1,"","99",24207,3,NA,2640,"Dak Lak","Central Highlands"
"76","1084","Other landraces","sắn đỏ",FALSE,FALSE,NA,NA,NA,"No",NA,NA,768,66,"66-649-24313020008",1620,24313020008,649,24313,20,8,4,NA,NA,1,NA,1,NA,"","VƯỜN 1",1,1,"sắn đỏ",1,6,"",5,2,2,2,1,2,1,7,11,NA,NA,NA,3,4,"","",NA,NA,NA,1000,"Dak Lak","Central Highlands"
"77","1085","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,762,66,"66-644-24331020002",1624,24331020002,644,24331,20,2,4,2,2,2,1,1,NA,"","THƯA 1",1,1,"giông sắn thương",1,6,"",2,1,2,2,2,1,1,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dak Lak","Central Highlands"
"78","1086","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,765,66,"66-646-24221007005",405,24221007005,646,24221,7,5,3,1,2,2,2,1,1,"","THÔN 10 IA R VÊ",1,1,"KM 54",2,6,"",3,2,1,1,1,1,1,16,8,NA,NA,NA,1,1,"","99",24373,1,NA,6000,"Dak Lak","Central Highlands"
"79","1087","Unknown","",FALSE,FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","1088","Dịa phương","địa phương/HL23",FALSE,TRUE,NA,NA,NA,"No",NA,NA,761,66,"66-645-24207009014",1618,24207009014,645,24207,9,14,4,1,2,2,2,1,NA,"","THÔN BÌNH MINH",1,1,"địa phương",1,6,"",5,2,2,2,2,2,1,17,11,NA,NA,NA,1,2,"","99",24207,5,NA,14400,"Dak Lak","Central Highlands"
"81","1089","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,766,66,"66-646-24221007009",395,24221007009,646,24221,7,9,3,1,2,2,2,1,NA,"","THÔN 10",2,1,"KM54",2,5,"",2,2,1,1,1,1,1,15,8,NA,NA,NA,1,1,"","99",24265,5,NA,65000,"Dak Lak","Central Highlands"
"82","1090","Dịa phương","địa phương",TRUE,TRUE,NA,NA,NA,"No",NA,NA,755,66,"66-645-24184004014",1612,24184004014,645,24184,4,14,4,1,2,2,2,1,NA,"","THÔN 2B",1,1,"địa phương",1,6,"",3,2,2,2,2,2,1,9,11,NA,NA,NA,1,1,"","99",24340,3,NA,5600,"Dak Lak","Central Highlands"
"83","1091","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,754,66,"66-645-24184004012",1611,24184004012,645,24184,4,12,4,1,2,2,2,1,NA,"","THÔN 2B",1,1,"địa phương",1,6,"",3,2,2,2,2,2,2,9,11,NA,NA,NA,1,1,"","99",24184,4,NA,5000,"Dak Lak","Central Highlands"
"84","1092","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,750,66,"66-644-24331020005",1625,24331020005,644,24331,20,5,4,2,2,2,1,1,NA,"","THƯA 1",1,1,"sắn thương  trồng đê  ăn củ và lá",1,6,"",1,1,1,2,2,1,1,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dak Lak","Central Highlands"
"85","1093","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,756,66,"66-645-24184004015",1613,24184004015,645,24184,4,15,4,NA,NA,1,NA,1,NA,"","Thôn 2A",1,1,"Địa phương",1,6,"",3,2,2,2,2,2,2,10,11,2,NA,NA,3,4,"","",NA,NA,NA,7000,"Dak Lak","Central Highlands"
"86","1095","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,760,66,"66-645-24207009009",1617,24207009009,645,24207,9,9,4,2,2,1,2,1,NA,"","THÔN BÌNH MINH",1,1,"địa phương",1,6,"",5,2,2,2,2,2,2,16,11,NA,NA,NA,3,2,"","99",24207,5,NA,40000,"Dak Lak","Central Highlands"
"87","1096","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,763,66,"66-646-24221007001",397,24221007001,646,24221,7,1,3,1,2,2,2,1,NA,"","THÔN 10",1,1,"KM 54",2,5,"",2,2,1,1,1,1,1,1,8,NA,NA,NA,1,1,"","99",24265,2,NA,42000,"Dak Lak","Central Highlands"
"88","1097","Other landraces","sắn thường để ăn củ và lá",TRUE,TRUE,NA,NA,NA,"No",NA,NA,751,66,"66-644-24331020008",1626,24331020008,644,24331,20,8,4,2,2,2,1,1,NA,"","TRỒNG VEN BỜ RÀO ĐỂ ĂN CỦ VÀ LÁ",1,1,"sắn thường lấy củ và lá ăn",1,6,"",4,2,2,2,2,1,1,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dak Lak","Central Highlands"
"89","1098","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,757,66,"66-645-24207009002",1614,24207009002,645,24207,9,2,4,1,2,2,2,1,NA,"","RẪY THÔN BÌNH MINH",1,1,"sắn trăng",1,6,"",3,2,2,2,2,2,1,16,11,NA,NA,NA,1,1,"","99",24207,3,NA,4000,"Dak Lak","Central Highlands"
"90","1099","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,752,66,"66-644-24331020015",1627,24331020015,644,24331,20,15,4,2,2,2,1,1,NA,"","TRỒNG VEN RẪY ĐỂ ĂN LÁ VÀ CỦ",1,1,"sắn thường để ăn củ và lá",1,6,"",3,2,2,2,1,1,1,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dak Lak","Central Highlands"
"91","11","Cao San","sắn trắng/cao sản",TRUE,TRUE,NA,NA,NA,"No",NA,NA,364,26,"26-253-8851005003",194,8851005003,253,8851,5,3,3,2,2,2,1,1,NA,"","1",1,1,"sắn trắng",2,5,"",14,2,1,1,1,2,1,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vinh Phuc","RRD"
"92","110","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,790,96,"96-973-32245003002",1227,32245003002,973,32245,3,2,1,1,2,2,2,1,NA,NA,"TRỒNG XUNG QUANH NHÀ",1,1,"khoai mì mọi",1,6,NA,10,2,1,2,1,2,1,23,2,NA,NA,NA,1,4,NA,NA,NA,NA,0,840,"Ca Mau","MRD"
"93","1100","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,769,66,"66-649-24313020011",1621,24313020011,649,24313,20,11,4,2,2,1,2,1,NA,"","THỬA RUỘNG 1",1,1,"sắn đỏ",1,6,"",2,2,1,1,1,1,1,8,11,NA,NA,NA,3,4,"","",NA,NA,NA,1600,"Dak Lak","Central Highlands"
"94","1100","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,771,66,"66-649-24313020015",1623,24313020015,649,24313,20,15,4,2,2,1,2,1,NA,"","THỬA RUỘNG 1",1,1,"sắn đỏ",1,6,"",1,2,1,1,1,1,1,13,11,NA,NA,NA,3,4,"","",NA,NA,NA,1040,"Dak Lak","Central Highlands"
"95","1101","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,767,66,"66-646-24221007011",401,24221007011,646,24221,7,11,3,1,2,2,2,1,NA,"","THÔN 10",1,1,"KM54",2,5,"",3,2,1,1,1,1,1,16,8,NA,NA,NA,1,1,"","99",24265,5,NA,34000,"Dak Lak","Central Highlands"
"96","1102","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,773,67,"67-664-24709006014",1215,24709006014,664,24709,6,14,1,2,2,1,2,1,NA,NA,"RẪY ĐAK NANG",1,1,"sắn cao sản",2,7,"hộ tự để giống",5,2,1,1,1,2,1,3,3,NA,NA,NA,3,1,NA,"99",24706,6,NA,28000,"Dac Nong","Central Highlands"
"97","1104","HN2","HN2",TRUE,TRUE,NA,NA,NA,"No",NA,NA,775,72,"72-705-25498012002",409,25498012002,705,25498,12,2,3,1,2,2,2,1,NA,"","THẠNH BÌNH",1,1,"HN2",99,6,"",0,1,1,1,1,2,1,7,8,1,NA,NA,1,1,"","cty Bảo Duy",25510,2,NA,1329,"Tay Ninh","South East"
"98","1111","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","1112","KM7","KM505",FALSE,TRUE,7,"ASINCV","Mother: SM937-26","Yes","No",42,778,72,"72-706-25525002015",819,25525002015,706,25525,2,15,2,1,2,2,2,1,NA,NA,"THỬA A",1,1,"05",99,5,NA,2,1,1,1,1,2,2,17,5,1,NA,NA,1,3,NA,"lò mì cẩm vân",25525,1,NA,30000,"Tay Ninh","South East"
"100","1113","KM7","KM505",FALSE,TRUE,7,"ASINCV","Mother: SM937-26","Yes","No",42,783,72,"72-708-25609006014",1219,25609006014,708,25609,6,14,1,1,2,2,2,1,NA,NA,"THỬA THỨ 1",1,1,"mì 05",2,5,NA,2,1,1,1,1,2,1,17,2,1,NA,NA,1,1,NA,"nhà máy Hữu Đức",25597,8,NA,16000,"Tay Ninh","South East"
"101","1116","KM7","KM505",FALSE,TRUE,7,"ASINCV","Mother: SM937-26","Yes","No",42,774,72,"72-705-25489011004",1217,25489011004,705,25489,11,4,1,1,2,2,2,1,3,"thu rồi","RUỘNG MỲ",1,1,"mỳ lá đỏ",1,6,NA,5,1,2,1,1,1,1,9,3,1,NA,NA,1,4,NA,NA,NA,NA,0,28800,"Tay Ninh","South East"
"102","1116","KM7","KM505",FALSE,TRUE,7,"ASINCV","Mother: SM937-26","Yes","No",42,784,72,"72-705-25507007011",816,25507007011,705,25507,7,11,2,1,2,2,2,1,NA,NA,"ẤP SÂN BAY",1,1,"KM98",1,5,NA,2,1,1,1,1,1,1,27,5,1,NA,NA,1,1,NA,"Lò mì Thái",25549,3,NA,1180000,"Tay Ninh","South East"
"103","1117","KM7","KM505",FALSE,TRUE,7,"ASINCV","Mother: SM937-26","Yes","No",42,776,72,"72-706-25525002007",817,25525002007,706,25525,2,7,2,1,2,2,2,1,NA,NA,"THỬA RUỘNG 1",1,1,"05",2,6,NA,0,1,1,1,1,1,2,17,5,1,NA,NA,1,1,NA,"99",25531,1,NA,70000,"Tay Ninh","South East"
"104","1118","Other landraces","tây mo",FALSE,TRUE,NA,NA,NA,"No",NA,NA,779,72,"72-706-25537008001",412,25537008001,706,25537,8,1,3,1,2,2,2,1,NA,"","A1",1,1,"Thái MO",2,6,"",1,1,1,1,1,1,1,16,8,1,NA,NA,1,1,"","99",25531,1,NA,154000,"Tay Ninh","South East"
"105","112","Unknown","",TRUE,TRUE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","1121","KM7","KM505",FALSE,TRUE,7,"ASINCV","Mother: SM937-26","Yes","No",42,777,72,"72-706-25525002010",818,25525002010,706,25525,2,10,2,1,2,2,2,1,NA,NA,"THỬA A",1,1,"05",2,5,NA,2,1,1,1,1,2,2,17,5,1,NA,NA,1,1,NA,"99",25531,1,NA,170000,"Tay Ninh","South East"
"107","1122","Pirun2","Pirun2",TRUE,TRUE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","1123","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,780,72,"72-706-25537008002",411,25537008002,706,25537,8,2,3,1,2,2,2,1,NA,"","A1",1,1,"HO 01",2,6,"",1,1,1,1,1,1,1,16,8,1,NA,NA,1,1,"","Công ty TNHH sản xuất tinh bột khoai mỳ Việt úc",25537,2,NA,2100000,"Tay Ninh","South East"
"109","1123","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,781,72,"72-706-25537008015",410,25537008015,706,25537,8,15,3,1,2,2,2,1,NA,"","A1",1,1,"05",2,6,"",3,1,1,1,1,1,1,16,8,1,NA,NA,1,1,"","99",25456,1,NA,420000,"Tay Ninh","South East"
"110","113","Other landraces","khoai mì kè",TRUE,TRUE,NA,NA,NA,"No",NA,NA,791,96,"96-973-32245003015",1228,32245003015,973,32245,3,15,1,1,2,2,2,1,NA,NA,"THỬA TRÊN BỜ VUÔNG",1,1,"sắn mọi",1,6,NA,4,2,2,2,1,2,1,22,2,NA,NA,NA,1,4,NA,NA,NA,NA,0,21000,"Ca Mau","MRD"
"111","1130","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,782,72,"72-706-25543026004",413,25543026004,706,25543,26,4,3,1,2,2,2,1,NA,"","THỬA 1",1,1,"km140",2,5,"",2,1,1,1,1,1,1,7,8,1,NA,NA,1,3,"","lò mì thành Thái",25531,15,NA,121500,"Tay Ninh","South East"
"112","1134","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,785,77,"77-750-26590013008",1220,26590013008,750,26590,13,8,1,2,2,1,2,1,NA,NA,"ẤP VĨNH AN",1,1,"hn3",2,2,NA,3,2,1,1,1,1,1,6,3,NA,NA,NA,3,4,NA,NA,NA,NA,500,22500,"Ba Ria-Vung Tau","South East"
"113","1144","Other landraces","khoai mì kè",TRUE,TRUE,NA,NA,NA,"No",NA,NA,788,96,"96-967-32086012004",1225,32086012004,967,32086,12,4,1,2,2,2,1,1,NA,NA,"RẪY 1",1,1,"Khoai mỳ vàng",1,6,NA,2,2,1,2,1,2,1,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ca Mau","MRD"
"114","1145","Other landraces","khoai mì kè",TRUE,TRUE,NA,NA,NA,"No",NA,NA,787,96,"96-967-32086012001",1224,32086012001,967,32086,12,1,1,1,2,2,2,1,NA,NA,NA,NA,1,"khoai mì kè",2,6,NA,1,2,1,2,1,1,1,16,2,NA,NA,NA,1,4,NA,NA,NA,NA,0,400,"Ca Mau","MRD"
"115","1146","Dịa phương","địa phương",TRUE,TRUE,NA,NA,NA,"No",NA,NA,119,11,"11-97-3200005015",479,3200005015,97,3200,5,15,2,1,2,2,2,1,NA,NA,"HỒ CHIM 2",1,1,"địa phương",1,6,NA,3,2,2,2,1,1,1,8,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3080,"Dien Bien","NMMA"
"116","1147","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,118,11,"11-97-3200005013",477,3200005013,97,3200,5,13,2,1,2,2,2,1,1,NA,"HỒ CHIM 2",1,1,"sắn thường",1,6,NA,2,2,1,2,1,1,1,15,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,4340,"Dien Bien","NMMA"
"117","1148","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,117,11,"11-97-3200005011",475,3200005011,97,3200,5,11,2,1,2,2,2,1,NA,NA,"HỒ CHIM 2",1,1,"sắn địa phương",1,6,NA,2,2,2,2,1,2,1,6,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2820,"Dien Bien","NMMA"
"118","1149","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,116,11,"11-97-3200005009",473,3200005009,97,3200,5,9,2,1,2,2,2,1,NA,NA,"GÒ CAO",2,1,"giống 6 tháng",1,6,NA,2,2,1,2,1,2,1,14,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,29400,"Dien Bien","NMMA"
"119","115","Other landraces","sắn thường/sắn đỏ phú thọ",TRUE,TRUE,NA,NA,NA,"No",NA,NA,52,8,"8-71-2299012007",1283,2299012007,71,2299,12,7,4,2,2,2,1,1,NA,"","BẢN CẬU",1,1,"km94",1,2,"",3,2,1,1,1,1,1,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuyen Quang","NMMA"
"120","1150","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,115,11,"11-97-3200005003",468,3200005003,97,3200,5,3,2,1,2,2,2,1,3,"không có lá sắn","Hồ chim 2",1,1,"giống địa phương",1,6,NA,3,2,2,1,1,2,1,17,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1960,"Dien Bien","NMMA"
"121","1154","Other landraces","khoai mì kè",TRUE,TRUE,NA,NA,NA,"No",NA,NA,792,96,"96-967-32092013008",1630,32092013008,967,32092,13,8,4,1,NA,NA,NA,1,NA,"","SAU NHÀ",1,1,"khoai mì kè",2,6,"",2,2,1,1,1,1,2,21,11,NA,NA,NA,1,4,"","",NA,NA,NA,3000,"Ca Mau","MRD"
"122","117","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,58,8,"8-73-2326001017",1291,2326001017,73,2326,1,17,4,2,2,2,1,1,NA,"","KHUỔI TỐM",1,1,"Sắn",1,6,"",2,2,1,2,1,2,1,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuyen Quang","NMMA"
"123","118","Dịa phương","sắn lá tre/địa phương",FALSE,FALSE,NA,NA,NA,"No",NA,NA,67,8,"8-76-2623007009",48,2623007009,76,2623,7,9,3,1,2,2,2,1,NA,"","ĐỒI NHÀ",1,1,"sắn lá tre",1,6,"",5,2,1,1,1,1,1,7,8,NA,NA,NA,1,1,"","99",2623,5,NA,64000,"Tuyen Quang","NMMA"
"124","1187","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","1188","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","1189","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","119","Dịa phương","sắn lá tre/địa phương",FALSE,FALSE,NA,NA,NA,"No",NA,NA,66,8,"8-76-2623007005",50,2623007005,76,2623,7,5,3,2,2,2,1,1,NA,"","GẦN NHÀ",1,1,"sắn lai tre",2,6,"",1,2,1,2,1,2,2,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuyen Quang","NMMA"
"128","1190","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","1191","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","12","Other landraces","sắn nếp",TRUE,TRUE,NA,NA,NA,"No",NA,NA,346,26,"26-247-8896001005",191,8896001005,247,8896,1,5,3,2,2,2,1,1,NA,"","LÚC LÁC",1,1,"hà bắc",1,6,"",5,2,1,1,1,1,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vinh Phuc","RRD"
"131","121","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,57,8,"8-73-2326001009",1290,2326001009,73,2326,1,9,4,2,2,2,1,1,NA,"","KHUỔI TỐM",1,1,"sắn",99,6,"",2,2,1,2,1,2,1,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuyen Quang","NMMA"
"132","123","Dịa phương","sắn lá tre/địa phương",FALSE,FALSE,NA,NA,NA,"No",NA,NA,61,8,"8-75-2452009009",442,2452009009,75,2452,9,9,2,1,2,2,2,1,NA,NA,"ĐỒI NHÀ",1,1,"tăng sản",2,6,NA,3,2,1,1,1,2,1,14,5,NA,NA,NA,1,5,"xưởng chế biến","xưởng chế biến tô văn phong",2452,3,NA,34020,"Tuyen Quang","NMMA"
"133","124","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,49,8,"8-71-2233006003",1276,2233006003,71,2233,6,3,4,2,2,2,1,1,NA,"","BẢM THÀNG",1,1,"km140",1,2,"",2,2,2,1,1,1,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuyen Quang","NMMA"
"134","1257","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","1258","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","1259","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
