"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","STT","M4B11A3_C3","M4B11A3_C41","M4B11A3_C42","M4B11A3_C43","M4B11A3_C499","M4B11A3_C5","M4B11A3_C6","M4B11A3_C8","KYDIEUTRA"
"291","08","076","02542","011","002","02542011002",2,"7;",2,1,2,2,7,1,NA,1
"292","08","076","02542","011","002","02542011002",3,"8;",1,1,2,2,9,1,NA,1
"293","08","076","02542","011","002","02542011002",4,"20;",1,2,2,2,13,1,NA,1
"294","08","076","02542","011","002","02542011002",5,"16;",2,1,2,2,14,1,NA,1
"295","08","076","02542","011","002","02542011002",6,"19;",1,2,2,2,15,1,NA,1
"296","08","076","02542","011","003","02542011003",0,"4;",2,1,2,2,1,1,NA,1
"297","08","076","02542","011","003","02542011003",1,"4;7;",2,1,2,2,6,1,NA,1
"298","08","076","02542","011","003","02542011003",2,"8;",2,1,2,2,8,1,NA,1
"299","08","076","02542","011","003","02542011003",3,"8;26;",2,1,2,2,12,2,NA,1
"300","08","076","02542","011","004","02542011004",0,"4;",1,2,2,2,2,1,NA,1
"301","08","076","02542","011","004","02542011004",1,"4;7;",1,1,2,2,5,1,NA,1
"302","08","076","02542","011","004","02542011004",2,"10;",1,1,2,2,8,1,NA,1
"303","08","076","02542","011","004","02542011004",3,"7;20;",2,1,2,2,11,1,NA,1
"304","08","076","02542","011","004","02542011004",4,"8;20;",1,1,2,2,14,2,NA,1
"305","08","076","02542","011","005","02542011005",0,"7;",2,1,2,2,9,1,NA,1
"306","08","076","02542","011","005","02542011005",1,"14;26;",2,1,2,2,13,1,NA,1
"307","08","076","02542","011","006","02542011006",0,"13;14;",2,1,2,2,9,2,NA,1
"308","08","076","02542","011","006","02542011006",1,"20;",2,1,2,2,13,1,NA,1
"309","08","076","02542","011","009","02542011009",0,"4;7;8;",1,2,2,2,2,3,NA,1
"310","08","076","02542","011","009","02542011009",1,"4;7;8;",2,2,1,2,4,1,NA,1
"311","08","076","02542","011","010","02542011010",0,"4;7;8;",1,2,2,2,1,3,NA,1
"312","08","076","02542","011","010","02542011010",1,"4;7;8;",1,2,2,2,4,3,NA,1
"313","08","076","02542","011","011","02542011011",0,"1;4;7;",1,2,2,2,1,3,NA,1
"314","08","076","02542","011","011","02542011011",1,"7;8;20;",1,2,2,2,4,3,NA,1
"315","08","076","02542","011","011","02542011011",2,"4;16;19;",1,2,2,2,5,3,NA,1
"316","08","076","02548","009","001","02548009001",0,"7;",2,1,2,2,8,2,NA,1
"317","08","076","02548","009","001","02548009001",1,"8;",2,1,2,2,13,2,NA,1
"318","08","076","02548","009","003","02548009003",0,"4;",2,1,2,2,3,1,NA,1
"319","08","076","02548","009","003","02548009003",1,"7;",2,1,2,2,7,1,NA,1
"320","08","076","02548","009","003","02548009003",2,"8;",2,1,2,2,12,1,NA,1
"321","08","076","02548","009","005","02548009005",0,"7;8;9;",1,2,2,2,2,3,NA,1
"322","08","076","02548","009","005","02548009005",1,"7;9;10;",1,2,2,2,4,3,NA,1
"323","08","076","02548","009","006","02548009006",0,"1;2;3;",1,2,2,2,1,3,NA,1
"324","08","076","02548","009","006","02548009006",1,"3;4;7;",1,2,2,2,4,3,NA,1
"325","08","076","02548","009","007","02548009007",0,"1;2;3;",1,2,2,2,1,3,NA,1
"326","08","076","02548","009","009","02548009009",0,"7;",2,1,2,2,9,1,NA,1
"327","08","076","02548","009","009","02548009009",1,"14;20;",2,1,2,2,13,2,NA,1
"328","08","076","02548","009","010","02548009010",0,"7;",2,1,2,2,10,1,NA,1
"329","08","076","02548","009","010","02548009010",1,"14;20;",2,1,2,2,14,2,NA,1
"330","08","076","02548","009","011","02548009011",0,"7;",2,1,2,2,8,1,NA,1
"331","08","076","02548","009","011","02548009011",1,"9;20;",2,1,2,2,13,2,NA,1
"332","08","076","02548","009","012","02548009012",0,"4;7;",2,1,2,2,7,2,NA,1
"333","08","076","02548","009","012","02548009012",1,"14;20;",2,1,2,2,13,2,NA,1
"334","08","076","02548","009","013","02548009013",0,"4;7;",2,1,2,2,2,1,NA,1
"335","08","076","02548","009","013","02548009013",1,"4;7;",1,1,2,2,7,1,NA,1
"336","08","076","02548","009","013","02548009013",2,"4;7;",1,1,2,2,12,1,NA,1
"337","08","076","02548","009","014","02548009014",0,"4;7;20;",2,1,2,2,2,3,NA,1
"338","08","076","02548","009","014","02548009014",1,"4;7;",2,1,2,2,6,2,NA,1
"339","08","076","02548","009","014","02548009014",2,"4;7;19;",2,1,2,2,13,2,NA,1
"340","08","076","02554","001","002","02554001002",0,"15;",2,1,2,2,2,1,NA,1
"341","08","076","02554","001","002","02554001002",1,"8;",2,1,2,2,6,1,NA,1
"342","08","076","02554","001","002","02554001002",2,"4;",2,1,2,2,9,1,NA,1
"343","08","076","02554","001","003","02554001003",0,"16;",2,1,2,2,2,1,NA,1
"344","08","076","02554","001","003","02554001003",1,"4;",2,1,2,2,7,1,NA,1
"345","08","076","02554","001","003","02554001003",2,"8;",2,1,2,2,12,1,NA,1
"346","08","076","02554","001","004","02554001004",0,"20;",1,2,2,2,2,1,NA,1
"347","08","076","02554","001","004","02554001004",1,"7;",2,1,2,2,4,1,NA,1
"348","08","076","02554","001","004","02554001004",2,"8;",2,1,2,2,7,1,NA,1
"349","08","076","02554","001","004","02554001004",3,"8;",2,1,2,2,7,1,NA,1
"350","08","076","02554","001","005","02554001005",0,"4;6;7;8;12;20;",2,1,2,2,4,1,NA,1
"351","08","076","02554","001","005","02554001005",1,"4;7;20;",2,1,2,2,11,2,NA,1
"352","08","076","02554","001","005","02554001005",2,"4;7;8;20;",2,1,2,2,14,2,NA,1
"353","08","076","02554","001","006","02554001006",0,"4;6;7;8;20;",2,1,2,2,3,1,NA,1
"354","08","076","02554","001","006","02554001006",1,"4;6;7;20;",2,1,2,2,7,1,NA,1
"355","08","076","02554","001","006","02554001006",2,"4;7;20;",2,1,2,2,11,1,NA,1
"356","08","076","02554","001","006","02554001006",3,"4;7;20;",2,1,2,2,13,2,NA,1
"357","08","076","02554","001","006","02554001006",4,"7;19;20;",2,1,2,2,15,2,NA,1
"358","08","076","02554","001","007","02554001007",0,"2;4;5;6;7;8;11;14;20;",2,1,2,2,13,1,NA,1
"359","08","076","02554","001","007","02554001007",1,"4;7;8;20;",2,1,2,2,14,1,NA,1
"360","08","076","02554","001","007","02554001007",2,"20;",2,1,2,2,15,1,NA,1
"361","08","076","02554","001","007","02554001007",3,"20;",2,1,2,2,17,1,NA,1
"362","08","076","02554","001","007","02554001007",4,"20;",2,1,2,2,18,1,NA,1
"363","08","076","02554","001","008","02554001008",0,"4;7;20;",2,1,2,2,4,1,NA,1
"364","08","076","02554","001","008","02554001008",1,"4;7;20;",2,1,2,2,9,2,NA,1
"365","08","076","02554","001","008","02554001008",2,"4;7;20;",2,1,2,2,13,2,NA,1
"366","08","076","02554","001","009","02554001009",0,"1;",1,1,2,2,2,5,NA,1
"367","08","076","02554","001","009","02554001009",1,"1;2;3;4;5;",2,1,2,2,3,5,NA,1
"368","08","076","02554","001","010","02554001010",0,"4;",1,2,2,2,1,3,NA,1
"369","08","076","02554","001","010","02554001010",1,"1;3;4;",2,2,1,2,1,1,NA,1
"370","08","076","02554","001","011","02554001011",0,"1;",2,1,2,2,1,3,NA,1
"371","08","076","02554","001","011","02554001011",1,"2;",1,2,2,2,2,3,NA,1
"372","08","076","02554","001","012","02554001012",0,"4;7;8;",1,2,2,2,1,3,NA,1
"373","08","076","02554","001","012","02554001012",1,"14;17;20;",1,2,2,2,3,3,NA,1
"374","08","076","02554","001","013","02554001013",0,"4;",2,1,2,2,3,1,NA,1
"375","08","076","02554","001","013","02554001013",1,"7;9;",2,1,2,2,4,2,NA,1
"376","08","076","02554","001","013","02554001013",2,"17;20;",2,1,2,2,7,2,NA,1
"377","08","076","02554","001","014","02554001014",0,"4;5;",2,1,2,2,4,2,NA,1
"378","08","076","02554","001","014","02554001014",1,"7;",2,1,2,2,5,1,NA,1
"379","08","076","02554","001","014","02554001014",2,"10;",2,1,2,2,6,1,NA,1
"380","08","076","02554","001","016","02554001016",0,"4;",2,1,2,2,3,1,NA,1
"381","08","076","02554","001","016","02554001016",1,"7;8;",2,1,2,2,5,2,NA,1
"382","08","076","02554","001","016","02554001016",2,"20;",2,1,2,2,7,1,NA,1
"383","08","076","02572","016","003","02572016003",0,"4;",2,1,2,2,7,1,NA,1
"384","08","076","02572","016","003","02572016003",1,"8;",2,1,2,2,11,1,NA,1
"385","08","076","02572","016","004","02572016004",0,"8;",2,1,2,2,7,1,NA,1
"386","08","076","02572","016","004","02572016004",1,"8;",2,1,2,2,11,1,NA,1
"387","08","076","02572","016","005","02572016005",0,"1;2;4;",1,1,2,2,1,3,NA,1
"388","08","076","02572","016","005","02572016005",1,"1;2;4;",1,1,2,2,2,3,NA,1
"389","08","076","02572","016","006","02572016006",0,"4;",2,1,2,2,1,1,NA,1
"390","08","076","02572","016","006","02572016006",1,"4;",2,1,2,2,4,1,NA,1
"391","08","076","02572","016","007","02572016007",0,"4;7;20;",2,1,2,2,5,2,NA,1
"392","08","076","02572","016","007","02572016007",1,"4;7;",2,1,2,2,11,1,NA,1
"393","08","076","02572","016","007","02572016007",2,"7;8;20;",2,1,2,2,13,2,NA,1
"394","08","076","02572","016","008","02572016008",0,"4;7;20;",2,1,2,2,4,2,NA,1
"395","08","076","02572","016","008","02572016008",1,"4;7;20;",2,1,2,2,10,2,NA,1
"396","08","076","02572","016","008","02572016008",2,"20;",2,1,2,2,13,1,NA,1
"397","08","076","02572","016","009","02572016009",0,"4;7;20;",2,1,2,2,3,2,NA,1
"398","08","076","02572","016","009","02572016009",1,"4;7;20;",2,1,2,2,9,2,NA,1
"399","08","076","02572","016","009","02572016009",2,"7;20;",2,1,2,2,14,1,NA,1
"400","08","076","02572","016","010","02572016010",0,"4;7;8;20;26;",2,1,2,2,4,1,NA,1
"401","08","076","02572","016","010","02572016010",1,"4;7;8;20;",2,1,2,2,12,2,NA,1
"402","08","076","02572","016","010","02572016010",2,"8;20;",2,1,2,2,14,1,NA,1
"403","08","076","02572","016","012","02572016012",0,"1;2;4;",2,1,1,2,1,3,NA,1
"404","08","076","02572","016","012","02572016012",1,"2;3;4;",1,1,2,2,3,3,NA,1
"405","08","076","02572","016","012","02572016012",2,"2;5;9;",1,1,2,2,4,3,NA,1
"406","08","076","02572","016","013","02572016013",0,"4;7;",2,1,2,2,5,1,NA,1
"407","08","076","02572","016","013","02572016013",1,"14;",2,1,2,2,15,2,NA,1
"408","08","076","02572","016","014","02572016014",0,"4;",2,1,2,2,6,1,NA,1
"409","08","076","02572","016","014","02572016014",1,"7;14;",2,1,2,2,13,2,NA,1
"410","08","076","02572","016","015","02572016015",0,"4;",2,1,2,2,4,1,NA,1
"411","08","076","02572","016","015","02572016015",1,"14;",2,1,2,2,6,1,NA,1
"412","10","080","02677","018","001","02677018001",1,"4;8;",1,1,2,2,1,2,NA,1
"413","10","080","02677","018","001","02677018001",2,"4;8;",1,1,2,2,1,2,NA,1
"414","10","080","02677","018","002","02677018002",1,"4;8;9;",1,1,2,2,0,1,NA,1
"415","10","080","02677","018","002","02677018002",2,"4;8;",1,1,2,2,1,1,NA,1
"416","10","080","02677","018","003","02677018003",0,"4;",1,1,2,2,0,1,NA,1
"417","10","080","02677","018","003","02677018003",1,"8;",1,1,2,2,1,1,NA,1
"418","10","080","02677","018","004","02677018004",0,"4;8;",1,1,2,2,1,1,NA,1
"419","10","080","02677","018","009","02677018009",0,"5;",2,1,2,2,5,1,NA,1
"420","10","080","02677","018","010","02677018010",0,"5;",2,1,2,2,5,1,NA,1
"421","10","080","02677","018","011","02677018011",0,"5;",2,1,2,2,3,1,NA,1
"422","10","080","02677","018","012","02677018012",0,"6;",2,1,2,2,5,2,NA,1
"423","10","082","02734","008","001","02734008001",0,"4;8;",2,1,2,2,5,1,NA,1
"424","10","082","02734","008","001","02734008001",1,"4;",2,1,2,2,8,1,NA,1
"425","10","082","02734","008","002","02734008002",0,"4;",2,1,2,2,6,1,NA,1
"426","10","082","02734","008","003","02734008003",0,"4;",2,1,2,2,7,1,NA,1
"427","10","082","02734","008","004","02734008004",0,"4;",2,1,2,2,7,1,NA,1
"428","10","082","02734","008","006","02734008006",0,"4;10;",2,1,2,2,8,2,NA,1
"429","10","082","02734","008","006","02734008006",1,"8;",2,1,2,2,8,1,NA,1
"430","10","082","02734","008","009","02734008009",0,"8;",2,1,2,2,10,1,NA,1
"431","10","082","02734","008","010","02734008010",0,"4;8;",2,1,2,2,9,1,NA,1
"432","10","082","02734","008","011","02734008011",0,"4;8;",2,1,2,2,9,1,NA,1
"433","10","082","02734","008","012","02734008012",0,"4;8;",2,1,2,2,0,1,NA,1
"434","10","082","02734","008","014","02734008014",0,"4;8;",2,1,2,2,7,1,NA,1
"435","10","085","02890","005","003","02890005003",0,"17;20;",1,2,2,2,4,1,NA,1
"436","10","085","02890","005","003","02890005003",1,"19;",2,1,2,2,15,1,NA,1
"437","10","085","02890","005","005","02890005005",0,"4;14;20;",2,1,2,2,4,1,NA,1
"438","10","085","02890","005","005","02890005005",1,"14;",1,2,2,2,5,1,NA,1
"439","10","085","02890","005","006","02890005006",0,"4;",1,2,2,2,4,1,NA,1
"440","10","085","02890","005","006","02890005006",1,"7;20;",2,1,2,2,8,1,NA,1
"441","10","085","02890","005","006","02890005006",2,"19;",2,2,1,2,16,1,NA,1
"442","10","085","02890","005","007","02890005007",0,"4;",2,1,2,2,6,1,NA,1
"443","10","085","02890","005","007","02890005007",1,"19;",1,2,1,2,14,1,NA,1
"444","10","085","02890","005","008","02890005008",0,"4;",1,2,2,2,8,1,NA,1
"445","10","085","02890","005","011","02890005011",0,"4;7;",2,1,2,2,5,1,NA,1
"446","10","085","02890","005","011","02890005011",1,"19;",1,2,1,2,14,1,NA,1
"447","10","085","02890","005","013","02890005013",0,"7;",2,1,2,2,7,1,NA,1
"448","10","085","02890","005","013","02890005013",1,"8;",2,1,2,2,15,1,NA,1
"449","10","087","02977","002","001","02977002001",0,"4;",2,1,2,2,2,1,NA,1
"450","10","087","02977","002","001","02977002001",1,"10;",1,2,2,2,2,1,NA,1
"451","10","087","02977","002","002","02977002002",0,"4;",1,2,2,2,3,1,NA,1
"452","10","087","02977","002","002","02977002002",1,"4;",1,2,2,2,3,1,NA,1
"453","10","087","02977","002","006","02977002006",0,"4;7;",1,2,2,2,5,1,NA,1
"454","10","087","02977","002","006","02977002006",1,"7;",1,2,2,2,11,1,NA,1
"455","10","087","02977","002","007","02977002007",0,"4;10;",1,2,2,2,3,2,NA,1
"456","10","087","02977","002","007","02977002007",1,"4;8;10;",2,1,2,2,3,2,NA,1
"457","10","087","02977","002","008","02977002008",0,"4;7;",1,2,2,2,3,1,NA,1
"458","10","087","02977","002","008","02977002008",1,"7;",1,2,2,2,11,1,NA,1
"459","10","087","02977","002","009","02977002009",0,"4;",1,2,2,2,3,1,NA,1
"460","10","087","02977","002","009","02977002009",1,"4;",1,2,2,2,2,1,NA,1
"461","10","087","02977","002","011","02977002011",0,"4;",2,1,2,2,7,1,NA,1
"462","10","087","02977","002","012","02977002012",0,"4;",1,2,2,2,2,1,NA,1
"463","10","087","02977","002","012","02977002012",1,"4;",1,2,2,2,2,1,NA,1
"464","10","087","02977","002","013","02977002013",0,"4;",2,1,2,2,6,1,NA,1
"465","10","087","02977","002","014","02977002014",0,"4;",2,1,2,2,7,1,NA,1
"466","10","087","02989","011","001","02989011001",0,"1;",1,2,2,2,2,1,NA,1
"467","10","087","02989","011","001","02989011001",1,"1;",2,1,2,2,2,1,NA,1
"468","10","087","02989","011","003","02989011003",0,"10;",2,1,2,2,3,1,NA,1
"469","10","087","02989","011","003","02989011003",1,"4;20;",2,1,2,2,3,1,NA,1
"470","10","087","02989","011","004","02989011004",0,"4;7;",2,1,2,2,5,1,NA,1
"471","10","087","02989","011","004","02989011004",1,"7;9;",2,1,2,2,9,1,NA,1
"472","10","087","02989","011","005","02989011005",0,"4;7;",1,2,2,2,5,2,NA,1
"473","10","087","02989","011","005","02989011005",1,"7;",1,2,2,2,7,1,NA,1
"474","10","087","02989","011","006","02989011006",0,"4;",2,1,2,2,2,1,NA,1
"475","10","087","02989","011","006","02989011006",1,"10;",1,2,2,2,2,1,NA,1
"476","10","087","02989","011","007","02989011007",0,"4;7;",2,1,2,2,13,1,NA,1
"477","10","087","02989","011","007","02989011007",1,"17;18;",2,1,2,2,13,1,NA,1
"478","10","087","02989","011","008","02989011008",0,"4;",2,1,2,2,6,1,NA,1
"479","10","087","02989","011","008","02989011008",1,"4;",2,1,2,2,6,1,NA,1
"480","10","087","02989","011","009","02989011009",0,"4;",1,2,2,2,2,2,NA,1
"481","10","087","02989","011","009","02989011009",1,"8;10;",2,1,2,2,2,2,NA,1
"482","10","087","02989","011","010","02989011010",0,"4;8;",2,1,2,2,3,1,NA,1
"483","10","087","02989","011","010","02989011010",1,"8;10;",1,2,2,2,2,1,NA,1
"484","10","087","02989","011","011","02989011011",0,"4;",2,1,2,2,6,1,NA,1
"485","10","087","02989","011","012","02989011012",0,"1;",1,2,2,2,2,1,NA,1
"486","10","087","02989","011","012","02989011012",1,"1;",1,2,2,2,2,1,NA,1
"487","10","087","02989","011","013","02989011013",0,"23;",1,2,2,2,2,1,NA,1
"488","10","087","02989","011","013","02989011013",1,"20;",1,2,2,2,3,1,NA,1
"489","10","087","02989","011","014","02989011014",0,"4;",2,1,2,2,7,1,NA,1
"490","10","087","02989","011","015","02989011015",0,"4;7;",1,2,2,2,3,1,NA,1
"491","10","087","02989","011","015","02989011015",1,"7;",1,2,2,2,9,1,NA,1
"492","10","089","03055","012","006","03055012006",0,"4;6;7;8;14;",2,1,2,2,9,3,NA,1
"493","10","089","03055","012","006","03055012006",1,"4;6;7;8;12;",2,1,2,2,11,2,NA,1
"494","10","089","03055","012","009","03055012009",0,"4;7;",1,2,2,2,12,1,NA,1
"495","10","089","03055","012","009","03055012009",1,"14;",1,2,2,2,13,1,NA,1
"496","10","089","03055","012","010","03055012010",0,"4;",2,1,2,2,4,2,NA,1
"497","10","089","03055","012","011","03055012011",0,"4;5;6;7;8;20;",2,1,2,2,9,2,NA,1
"498","10","089","03055","012","012","03055012012",0,"7;",2,1,2,2,3,2,NA,1
"499","10","089","03055","012","013","03055012013",1,"4",1,1,2,2,1,2,NA,1
"500","11","094","03145","003","001","03145003001",0,"4;6;",1,2,2,2,2,1,NA,1
"501","11","094","03145","003","001","03145003001",1,"10;",1,2,2,2,4,1,NA,1
"502","11","094","03145","003","001","03145003001",2,"7;8;",2,1,2,2,6,1,NA,1
"503","11","094","03145","003","002","03145003002",0,"8;",1,2,2,2,0,1,NA,1
"504","11","094","03145","003","002","03145003002",1,"6;9;",1,2,2,2,3,1,NA,1
"505","11","094","03145","003","002","03145003002",2,"5;",1,2,2,2,5,1,NA,1
"506","11","094","03145","003","002","03145003002",3,"17;18;",1,2,2,2,6,1,NA,1
"507","11","094","03145","003","003","03145003003",0,"2;",1,2,2,2,1,1,NA,1
"508","11","094","03145","003","003","03145003003",1,"8;9;",1,2,2,2,4,1,NA,1
"509","11","094","03145","003","003","03145003003",2,"5;",1,2,2,2,6,1,NA,1
"510","11","094","03145","003","004","03145003004",0,"8;9;",1,2,2,2,2,1,NA,1
"511","11","094","03145","003","004","03145003004",1,"17;18;",1,2,2,2,5,1,NA,1
"512","11","094","03145","003","004","03145003004",2,"20;",1,2,2,2,6,1,NA,1
"513","11","094","03145","003","006","03145003006",0,"4;6;",2,1,2,2,3,1,NA,1
"514","11","094","03145","003","006","03145003006",1,"3;5;",2,1,2,2,4,1,NA,1
"515","11","094","03145","003","006","03145003006",2,"3;5;",1,1,2,2,5,1,NA,1
"516","11","094","03145","003","007","03145003007",0,"2;5;",2,1,2,2,2,1,NA,1
"517","11","094","03145","003","007","03145003007",1,"3;",2,1,2,2,3,1,NA,1
"518","11","094","03145","003","007","03145003007",2,"3;5;",2,1,2,2,4,1,NA,1
"519","11","094","03145","003","008","03145003008",0,"3;5;",2,1,2,2,2,1,NA,1
"520","11","094","03145","003","008","03145003008",1,"3;5;",2,1,2,2,3,1,NA,1
"521","11","094","03145","003","008","03145003008",2,"3;5;",2,1,2,2,5,1,NA,1
"522","11","094","03145","003","009","03145003009",0,"3;4;5;6;",2,1,2,2,2,1,NA,1
"523","11","094","03145","003","009","03145003009",1,"2;3;5;6;",2,1,2,2,3,1,NA,1
"524","11","094","03145","003","009","03145003009",2,"2;3;4;5;",2,1,2,2,4,1,NA,1
"525","11","094","03145","003","010","03145003010",0,"1;",2,1,2,2,2,1,NA,1
"526","11","094","03145","003","010","03145003010",1,"2;",2,1,2,2,2,2,NA,1
"527","11","094","03145","003","012","03145003012",0,"8;",2,1,2,2,8,1,NA,1
"528","11","094","03145","003","012","03145003012",2,"20;",2,1,2,2,14,1,NA,1
"529","11","094","03145","003","013","03145003013",0,"7;8;",2,1,2,2,6,2,NA,1
"530","11","094","03145","003","013","03145003013",1,"17;",1,2,2,2,8,1,NA,1
"531","11","094","03145","003","013","03145003013",2,"20;",1,2,2,2,13,1,NA,1
"532","11","094","03145","003","015","03145003015",0,"1;",2,1,2,2,1,2,NA,1
"533","11","094","03145","003","015","03145003015",1,"2;",2,1,2,2,1,2,NA,1
"534","11","101","03214","008","001","03214008001",0,"7;",1,2,2,2,4,1,NA,1
"535","11","101","03214","008","001","03214008001",1,"6;",1,2,2,2,9,1,NA,1
"536","11","101","03214","008","001","03214008001",2,"6;",1,2,2,2,16,1,NA,1
"537","11","101","03214","008","002","03214008002",0,"4;",1,2,2,2,3,5,NA,1
"538","11","101","03214","008","002","03214008002",1,"4;",1,2,2,2,9,5,NA,1
"539","11","101","03214","008","002","03214008002",2,"4;",1,2,2,2,15,5,NA,1
"540","11","101","03214","008","003","03214008003",0,"4;",1,2,2,2,4,1,NA,1
"541","11","101","03214","008","003","03214008003",1,"4;",1,2,2,2,13,1,NA,1
"542","11","101","03214","008","003","03214008003",2,"4;",1,2,2,2,17,1,NA,1
"543","11","101","03214","008","005","03214008005",0,"4;",1,2,2,2,3,1,NA,1
"544","11","101","03214","008","005","03214008005",1,"4;",1,2,2,2,13,1,NA,1
"545","11","101","03214","008","005","03214008005",2,"4;",1,2,2,2,16,1,NA,1
"546","11","101","03214","008","006","03214008006",0,"4;8;27;",2,1,2,2,7,3,NA,1
"547","11","101","03214","008","006","03214008006",1,"7;14;15;20;23;",2,1,2,2,11,3,NA,1
"548","11","101","03214","008","006","03214008006",2,"17;19;20;23;",2,1,2,2,15,3,NA,1
"549","11","101","03214","008","007","03214008007",0,"2;20;27;",2,1,2,2,7,3,NA,1
"550","11","101","03214","008","007","03214008007",1,"6;7;8;20;23;",2,1,2,2,11,3,NA,1
"551","11","101","03214","008","007","03214008007",2,"7;14;17;19;20;",2,1,2,2,15,3,NA,1
"552","11","101","03214","008","008","03214008008",0,"6;20;27;",2,1,2,2,7,3,NA,1
"553","11","101","03214","008","008","03214008008",1,"4;6;7;17;",2,1,2,2,11,3,NA,1
"554","11","101","03214","008","008","03214008008",2,"7;8;15;19;20;",2,1,2,2,15,3,NA,1
"555","11","101","03214","008","010","03214008010",0,"27;",2,1,2,2,7,2,NA,1
"556","11","101","03214","008","010","03214008010",1,"3;4;8;20;",2,1,2,2,11,3,NA,1
"557","11","101","03214","008","010","03214008010",2,"5;7;17;20;",2,1,2,2,15,3,NA,1
"558","11","101","03214","008","011","03214008011",0,"4;7;8;17;20;",2,1,2,2,7,3,NA,1
"559","11","101","03214","008","011","03214008011",1,"4;8;10;",2,1,2,2,7,4,NA,1
"560","11","101","03214","008","011","03214008011",2,"7;8;9;17;",2,1,2,2,9,2,NA,1
"561","11","101","03214","008","015","03214008015",0,"8;27;",2,1,2,2,7,2,NA,1
"562","11","101","03214","008","015","03214008015",1,"4;9;12;",2,1,2,2,9,3,NA,1
"563","11","101","03214","008","015","03214008015",2,"7;17;19;20;23;",2,1,2,2,13,5,NA,1
"564","11","099","03268","012","001","03268012001",1,"4;",2,1,2,2,6,2,NA,1
"565","11","099","03268","012","002","03268012002",0,"4;",2,1,2,2,6,2,NA,1
"566","11","099","03268","012","003","03268012003",0,"7;",2,1,2,2,6,1,NA,1
"567","11","099","03268","012","004","03268012004",0,"4;",2,1,2,2,6,2,NA,1
"568","11","099","03268","012","005","03268012005",1,"4;",2,1,2,2,4,1,NA,1
"569","11","099","03268","012","006","03268012006",0,"4;",2,1,2,2,6,2,NA,1
"570","11","099","03268","012","007","03268012007",0,"4;",2,1,2,2,6,2,NA,1
"571","11","099","03268","012","008","03268012008",0,"7;",2,1,2,2,6,1,NA,1
"572","11","099","03268","012","009","03268012009",0,"4;",2,1,2,2,6,1,NA,1
"573","11","099","03268","012","010","03268012010",0,"4;",2,1,2,2,6,1,NA,1
"574","11","099","03268","012","011","03268012011",0,"7;",2,1,2,2,4,1,NA,1
"575","11","099","03268","012","012","03268012012",0,"4;",2,1,2,2,6,1,NA,1
"576","11","099","03268","012","013","03268012013",0,"7;",2,1,2,2,5,1,NA,1
"577","11","099","03268","012","014","03268012014",0,"7;12;",2,1,2,2,6,1,NA,1
"578","11","099","03268","012","015","03268012015",0,"4;",2,1,2,2,6,1,NA,1
"579","11","099","03295","020","001","03295020001",1,"2;7;8;",2,1,2,2,1,3,NA,1
