indNames,01_GIFT,02_GIFTff,03_BEST,04_ExCEL,05_Molobicus,06_NileXMoss,07_Abbassa_10,08_Chitralada,09_FaST,10_Mossambicus,GENOGain,RIA1,Similarity,pop,country
ST6-6,2.46E-239,4.02E-231,3.80E-302,9.07E-254,0,6.78E-239,0,5.57E-248,0,0,1.90E-39,1,RIA1,Philippines,Unspecified
ST6-7,1.43E-219,8.75E-216,4.10E-279,7.90E-244,3.96466464835061e-311,1.24E-229,6.57197228916401e-318,1.09E-236,0,0,8.67E-31,1,RIA1,Philippines,Unspecified
ST6-8,8.03E-219,1.83E-209,4.89E-287,1.22E-241,1.44094231524331e-310,6.31E-233,0,6.29E-236,0,0,8.33E-32,1,RIA1,Philippines,Unspecified
ST6-9,3.22E-232,1.09E-228,5.77E-302,1.45E-259,0,3.49E-240,0,4.90E-252,0,0,7.07E-29,1,RIA1,Philippines,Unspecified
ST7-29,2.78E-223,2.44E-215,1.05E-288,5.74E-251,6.40247716692882e-312,1.36E-231,0,6.93E-238,0,0,8.00E-36,1,RIA1,NOVIT4_12th,Unspecified
ST7-4,2.79E-214,1.43E-208,1.26E-277,3.24E-239,1.87E-305,1.38E-225,1.41E-306,1.66E-229,0,0,4.28E-25,1,RIA1,NOVIT4_12th,Unspecified
ST8-1,7.87E-215,4.70E-214,4.78E-268,3.50E-230,1.25589268078479e-312,3.20E-238,0,1.80E-233,0,0,1,3.40E-31,GENOGain,GENOGain,Unspecified
ST8-10,1.22E-201,4.37E-213,2.44E-279,1.23E-234,6.92E-303,4.95E-234,8.31552146034932e-315,5.49E-232,0,0,1,2.07E-30,GENOGain,GENOGain,Unspecified
ST8-11,1.45E-210,5.22E-216,2.03E-279,2.04E-247,2.29413030444374e-315,4.83E-240,0,8.81E-236,0,0,1,5.35E-25,GENOGain,GENOGain,Unspecified
ST8-12,1.42E-211,7.99E-213,1.16E-276,2.19E-233,8.11E-294,1.14E-229,8.84E-308,2.31E-233,0,0,1,5.57E-30,GENOGain,GENOGain,Unspecified
ST8-13,1.18E-210,2.21E-212,2.02E-274,1.44E-237,3.19E-308,6.12E-237,2.94470591840774e-311,4.22E-234,0,0,1,1.01E-30,GENOGain,GENOGain,Unspecified
ST8-15,1.52E-215,5.36E-216,1.38E-288,9.49E-244,2.74206433441892e-321,1.00E-244,6.36311591869754e-317,5.68E-239,0,0,1,7.24E-29,GENOGain,GENOGain,Unspecified
ST8-16,2.60E-222,3.83E-223,3.15E-288,7.68E-248,5.63234836259021e-322,6.88E-242,0,2.51E-244,0,0,1,4.03E-24,GENOGain,GENOGain,Unspecified
ST8-17,1.70E-207,1.87E-213,2.83E-269,7.43E-245,4.60E-301,4.55E-237,5.99286096463724e-315,1.07E-241,0,0,1,5.83E-32,GENOGain,GENOGain,Unspecified
ST8-18,4.98E-219,6.17E-224,4.50E-275,1.44E-244,1.75926201369587e-312,1.57E-241,2.98366243523529e-320,3.57E-237,0,0,1,5.06E-36,GENOGain,GENOGain,Unspecified
ST8-19,9.44E-210,4.38E-209,2.55E-277,6.83E-235,3.84E-302,2.67E-228,1.08E-301,4.08E-229,0,0,1,5.22E-14,GENOGain,GENOGain,Unspecified
ST8-2,3.72E-213,3.05E-224,5.44E-292,1.07E-241,4.77563853270149e-320,2.41E-240,0,3.49E-245,0,0,1,5.73E-18,GENOGain,GENOGain,Unspecified
ST8-20,6.06E-207,3.38E-213,3.54E-280,1.14E-233,3.00474048545977e-310,3.72E-231,1.00E-303,2.20E-233,0,0,1,2.43E-24,GENOGain,GENOGain,Unspecified
ST8-21,1.55E-211,1.13E-209,3.31E-273,8.56E-231,1.35E-305,6.92E-232,9.74441361395705e-310,3.48E-231,0,0,1,3.55E-16,GENOGain,GENOGain,Unspecified
ST8-22,1.56E-215,9.20E-216,8.26E-283,1.56E-243,1.5373840289033e-311,9.68E-236,0,1.80E-235,0,0,1,6.23E-27,GENOGain,GENOGain,Unspecified
ST8-24,1.94E-214,6.07E-218,7.16E-282,2.21E-239,7.52076704743395e-315,7.59E-241,2.19760399270186e-318,4.55E-236,0,0,1,1.83E-30,GENOGain,GENOGain,Unspecified
ST8-25,9.24E-217,1.23E-221,3.10E-280,8.95E-248,4.14422263731638e-320,9.72E-248,0,1.28E-243,0,0,1,1.90E-30,GENOGain,GENOGain,Unspecified
ST8-26,6.09E-208,4.65E-217,3.94E-281,1.31E-243,9.58090292135082e-316,4.79E-236,2.12235779484024e-319,9.53E-236,0,0,1,1.34E-17,GENOGain,GENOGain,Unspecified
ST8-28,1.21E-219,1.04E-226,1.37E-287,1.73E-260,3.8043054729776e-322,5.19E-242,0,5.65E-246,0,0,1,1.36E-16,GENOGain,GENOGain,Unspecified
ST8-3,9.70E-217,1.18E-222,4.46E-285,1.04E-252,1.08694442085074e-322,3.24E-244,0,5.97E-250,0,0,1,4.07E-17,GENOGain,GENOGain,Unspecified
ST8-30,2.85E-213,4.31E-215,1.61E-276,8.11E-240,0.00E+00,4.64E-242,0,1.05E-237,0,0,1,1.74E-30,GENOGain,GENOGain,Unspecified
ST8-4,4.44E-205,1.77E-200,1.74E-266,1.58E-228,8.22E-306,1.10E-227,2.14022461282724e-313,1.14E-225,0,0,1,4.92E-18,GENOGain,GENOGain,Unspecified
ST8-5,6.21E-209,1.42E-209,7.11E-276,2.18E-240,8.67E-305,1.28E-236,3.03E-307,4.44E-236,0,0,1,3.56E-24,GENOGain,GENOGain,Unspecified
ST8-6,8.99E-192,4.11E-195,1.14E-265,1.33E-222,7.70E-290,1.06E-219,5.34E-292,2.82E-216,0,0,1,2.97E-25,GENOGain,GENOGain,Unspecified
ST8-7,1.07E-212,1.94E-220,2.84E-277,1.91E-247,3.01E-308,1.54E-237,0,2.19E-242,0,0,1,3.85E-24,GENOGain,GENOGain,Unspecified
ST8-8,2.77E-197,1.32E-200,2.38E-277,3.08E-231,2.29E-304,4.76E-232,1.71E-301,3.90E-224,0,0,1,2.83E-23,GENOGain,GENOGain,Unspecified
ST8-9,6.75E-222,4.42E-221,4.79E-282,6.90E-245,7.66419335687292e-312,1.02E-236,1.04045775470472e-311,1.14E-242,0,0,1,1.05E-29,GENOGain,GENOGain,Unspecified
