indNames,01_GIFT,02_GIFTff,03_BEST,04_ExCEL,05_Molobicus,06_NileXMoss,07_Abbassa_10,08_Chitralada,09_FaST,10_Mossambicus,GENOGain,RIA1,Similarity,pop,country
Q3-1002,1.09E-39,4.09E-29,1.28E-74,1.45E-45,9.53E-95,1.93E-48,5.64E-87,2.91E-35,1.40E-146,5.66E-144,4.57E-06,0.999995429,RIA1,Ha_56,Unspecified
Q3-1011,4.06E-146,4.86E-146,5.48E-192,5.74E-157,4.78E-229,5.01E-154,7.14E-218,1.39E-139,1.29E-238,8.04E-282,0.126216242,0.873783758,RIA1,Ha_48,Unspecified
Q3-1023,9.00E-214,4.94E-207,5.37E-273,3.41E-227,7.83E-297,7.94E-216,1.20E-305,3.38E-225,0,0,2.31E-20,1,RIA1,Ha_55,Unspecified
Q3-1053,1.52E-172,8.04E-166,2.72E-233,3.24E-197,6.11E-263,5.55E-188,2.33E-257,4.20E-187,1.27123090674953e-320,4.94065645841247e-323,7.46E-18,1,RIA1,Ha_48,Unspecified
Q3-1058,3.88E-192,2.05E-186,4.15E-254,2.93E-212,1.29E-289,5.77E-210,6.15E-283,2.97E-207,0,0,2.93E-16,1,RIA1,Ha_60,Unspecified
Q3-1102,4.51E-150,8.18E-162,6.74E-236,2.06E-196,1.68E-271,1.99E-192,9.97E-264,5.91E-191,1.29E-304,0,5.04E-15,1,RIA1,Ha_49,Unspecified
Q3-1103,6.73E-124,6.14E-113,4.46E-179,3.24E-132,9.27E-186,1.56E-125,2.36E-209,4.37E-129,3.88E-229,7.20E-242,2.74E-18,1,RIA1,Ha_54,Unspecified
Q3-1141,1.73E-199,1.45E-199,1.09E-268,3.25E-225,2.28E-300,2.68E-214,7.42E-292,2.35E-222,0,0,5.71E-21,1,RIA1,Ha_60,Unspecified
Q3-1149,1.90E-181,5.07E-181,4.29E-246,9.44E-205,7.10E-275,5.08E-198,1.91E-270,1.07E-187,1.33596338766765e-318,0,6.19E-13,1,RIA1,Ha_52,Unspecified
Q3-1155,5.10E-208,6.00E-205,1.12E-266,3.01E-234,1.27E-301,9.13E-224,2.08890955061679e-320,4.14E-227,0,0,1.95E-11,1,RIA1,Ha_52,Unspecified
Q3-1168,3.39E-187,1.06E-185,1.40E-253,6.73E-209,1.10E-277,8.11E-198,3.46E-284,1.71E-201,0,0,2.38E-28,1,RIA1,Ha_50,Unspecified
Q3-1196,9.80E-186,2.28E-183,3.66E-243,2.13E-209,1.05E-283,6.66E-206,3.33E-290,8.71E-206,0,0,7.90E-26,1,RIA1,Ha_50,Unspecified
Q3-1246,1.19E-198,1.80E-201,4.42E-259,5.88E-225,3.39E-295,1.43E-213,4.04E-307,3.23E-215,0,0,1.11E-10,1,RIA1,Ha_51,Unspecified
Q3-1258,3.38E-112,2.94E-104,3.26E-169,5.00E-124,1.10E-154,2.64E-89,1.73E-152,1.48E-104,5.93E-226,1.22E-198,8.36E-22,1,RIA1,Ha_47,Unspecified
Q3-1261,1.81E-202,2.74E-199,6.47E-270,4.22E-230,1.68E-293,2.05E-221,3.30E-304,5.72E-222,0,0,1.00E-16,1,RIA1,Ha_45,Unspecified
Q3-1271,3.10E-181,4.67E-178,8.50E-242,4.32E-204,1.48E-272,2.82E-202,5.33E-277,9.02E-201,0,0,5.53E-10,0.999999999,RIA1,Ha_60,Unspecified
Q3-1279,1.05E-198,2.57E-190,4.64E-249,4.85E-205,4.41E-285,7.86E-205,1.77E-283,1.60E-209,3.86897866601822e-319,0,1.89E-18,1,RIA1,Ha_50,Unspecified
Q3-1292,2.45E-176,3.28E-162,8.34E-228,2.59E-188,5.36E-247,9.25E-180,1.16E-249,3.89E-171,3.05E-307,5.2654776248062e-315,3.86E-18,1,RIA1,Ha_59,Unspecified
Q3-1295,1.58E-190,3.00E-187,8.00E-247,3.43E-203,5.38E-288,3.49E-202,4.34E-288,5.98E-199,0,0,8.92E-26,1,RIA1,Ha_50,Unspecified
Q3-1296,9.98E-165,1.24E-167,3.90E-237,9.14E-193,8.11E-265,7.77E-185,2.17E-259,2.31E-183,1.01E-298,1.03227946619136e-316,1.97E-11,1,RIA1,Ha_49,Unspecified
Q3-1314,1.03E-193,4.84E-191,4.65E-259,6.98E-225,1.84E-286,8.53E-212,5.01E-299,6.08E-215,0,0,5.42E-14,1,RIA1,Ha_46,Unspecified
Q3-1359,3.09E-153,6.35E-158,1.14E-219,3.46E-183,1.36E-249,5.70E-173,8.56E-255,4.52E-164,5.19E-282,8.77E-305,1.54E-11,1,RIA1,Ha_48,Unspecified
Q3-1419,5.63E-214,2.24E-211,1.95E-285,2.16E-242,1.02E-300,2.47E-223,4.44659081257122e-323,1.50E-231,0,0,2.12E-19,1,RIA1,Ha_51,Unspecified
Q3-1434,1.04E-203,3.97E-200,8.06E-276,3.07E-225,6.62E-306,6.79E-221,8.42E-293,1.30E-226,0,0,1.99E-24,1,RIA1,Ha_45,Unspecified
Q3-1442,2.22E-198,4.55E-195,5.75E-265,6.39E-222,2.12E-294,3.23E-213,2.99E-287,6.20E-215,0,0,2.42E-30,1,RIA1,Ha_61,Unspecified
Q3-1452,6.41E-184,3.83E-184,6.74E-249,1.66E-212,3.64E-284,1.87E-203,5.49E-285,4.52E-206,0,0,6.94E-16,1,RIA1,Ha_46,Unspecified
Q3-1459,5.63E-196,2.40E-186,1.98E-258,8.40E-217,4.81E-276,1.94E-199,9.88E-282,1.54E-208,1.63041663127611e-322,0,1.61E-16,1,RIA1,Ha_58,Unspecified
Q3-1462,2.21E-184,6.93E-174,4.33E-241,8.86E-199,3.74E-268,8.05E-189,1.79E-240,7.04E-189,2.18E-304,0,1.48E-16,1,RIA1,Ha_53,Unspecified
Q3-1487,2.61E-202,1.66E-204,1.22E-277,4.08E-229,1.50E-304,8.90E-218,5.70008847877302e-311,4.45E-217,0,0,3.15E-14,1,RIA1,Ha_46,Unspecified
Q4-1524,4.32E-223,4.00E-224,5.58E-291,3.58E-256,3.35768001045003e-318,5.79E-232,0,1.24E-246,0,0,5.76E-11,1,RIA1,Ha_46,Unspecified
Q4-1530,1.53E-165,2.30E-158,1.42E-214,3.51E-175,7.11E-251,4.07E-174,1.92E-255,4.23E-168,2.54E-301,1.69E-303,7.55E-25,1,RIA1,Ha_59,Unspecified
Q4-1566,6.25E-198,2.72E-197,8.83E-261,1.67E-222,7.37E-294,1.65E-211,6.56E-284,2.99E-208,0,0,7.74E-23,1,RIA1,Ha_45,Unspecified
Q4-1586,2.05E-195,2.63E-186,3.53E-252,1.16E-210,1.84E-286,1.29E-199,6.01E-271,1.81E-201,0,0,1.15E-24,1,RIA1,Ha_48,Unspecified
Q5-1004,1.07E-175,3.17E-168,5.79E-228,4.64E-193,1.54E-254,1.53E-184,8.91E-262,1.79E-181,1.10E-307,3.34872168916471e-312,1.01E-10,1,RIA1,Ha_94,Unspecified
Q5-1012,4.55E-189,4.08E-181,1.37E-246,5.41E-200,4.90E-263,3.37E-189,1.21E-256,1.85E-189,6.24E-302,0,4.79E-15,1,RIA1,Ha_81,Unspecified
Q5-1021,4.33E-180,1.07E-175,4.08E-241,9.76E-204,6.58E-285,5.52E-198,1.17E-273,1.73E-194,1.61475475030295e-319,0,5.45E-25,1,RIA1,Ha_77,Unspecified
Q5-1039,1.08E-149,1.33E-137,2.33E-195,3.35E-156,6.79E-209,1.46E-135,9.92E-204,1.73E-139,1.19E-274,4.53E-250,1.00E-16,1,RIA1,Ha_76,Unspecified
Q5-1040,3.54E-189,5.20E-192,6.33E-260,2.19E-222,3.97E-290,4.36E-216,1.27E-297,7.14E-211,0,0,3.34E-14,1,RIA1,Ha_95,Unspecified
Q5-1048,1.40E-194,9.16E-196,1.72E-271,1.82E-226,1.70E-293,3.97E-210,5.93E-280,5.51E-216,1.07459277970471e-320,0,8.25E-09,0.999999992,RIA1,Ha_96,Unspecified
Q5-1054,1.29E-154,5.19E-149,2.41E-216,6.49E-174,1.07E-241,3.68E-166,6.39E-226,7.64E-164,5.85E-291,2.93E-297,2.45E-14,1,RIA1,Ha_82,Unspecified
Q5-1057,5.61E-169,1.33E-164,1.83E-227,1.13E-190,9.31E-265,4.99E-188,2.90E-254,2.76E-182,0.00E+00,1.81939674081039e-319,4.63E-09,0.999999995,RIA1,Ha_67,Unspecified
Q5-1065,8.12E-199,4.77E-194,1.06E-267,4.02E-225,4.86E-292,4.80E-212,2.37E-298,1.67E-219,0,0,2.43E-27,1,RIA1,Ha_93,Unspecified
Q5-1066,4.15E-138,2.10E-128,8.54E-181,1.45E-139,7.11E-214,9.46E-139,2.02E-187,8.39E-135,9.25E-255,1.17E-260,3.23E-11,1,RIA1,Ha_72,Unspecified
Q5-1069,3.10E-159,8.29E-157,1.42E-215,4.25E-176,9.06E-259,9.37E-175,1.20E-244,3.47E-172,1.18E-280,5.76052213607701e-310,7.31E-12,1,RIA1,Ha_99,Unspecified
Q5-1075,5.72E-177,1.07E-167,7.11E-235,9.67E-196,5.02E-266,5.20E-188,8.23E-261,1.58E-179,9.79430005154195e-317,2.30905136856557e-316,2.60E-20,1,RIA1,Ha_83,Unspecified
Q5-1082,9.16E-177,5.75E-178,1.18E-251,3.01E-207,7.09E-277,3.54E-197,1.52E-260,3.41E-198,3.78651910972731e-320,0,1.93E-10,1,RIA1,Ha_65,Unspecified
Q5-1093,1.88E-149,7.83E-144,6.65E-216,2.34E-167,2.84E-233,1.56E-162,6.07E-218,5.18E-155,6.17E-273,1.69E-294,4.44E-08,0.999999956,RIA1,Ha_81,Unspecified
Q5-1100,1.42E-154,1.40E-144,4.42E-207,6.01E-157,1.02E-223,3.05E-150,3.58E-177,1.26E-151,7.31E-243,1.49E-272,2.83E-13,1,RIA1,Ha_89,Unspecified
Q5-1102,1.53E-172,1.45E-168,5.44E-233,1.30E-189,2.49E-259,2.90E-186,1.50E-256,1.78E-185,2.35792888765612e-316,6.20052385530764e-321,3.97E-16,1,RIA1,Ha_94,Unspecified
Q5-1103,4.46E-180,8.26E-179,2.79E-252,1.30E-211,5.40E-276,1.77E-205,1.76E-293,6.26E-208,0,0,1.31E-05,0.99998693,RIA1,Ha_79,Unspecified
Q5-1109,5.92E-191,2.84E-181,1.43E-245,4.37E-205,1.15E-274,4.26E-199,5.01E-272,3.40E-201,2.27270197086973e-322,0,1.10E-16,1,RIA1,Ha_69,Unspecified
Q5-1115,5.44E-203,1.04E-199,1.31E-269,2.75E-227,2.73E-297,1.77E-219,2.12E-292,6.10E-217,0,0,1.75E-25,1,RIA1,Ha_96,Unspecified
Q5-1116,8.02E-166,3.54E-157,1.13E-189,1.47E-173,1.91E-245,4.54E-172,1.64E-263,3.50E-174,4.24E-285,1.24E-297,2.70E-14,1,RIA1,Ha_93,Unspecified
Q5-1120,1.10E-116,4.22E-112,2.92E-164,6.95E-129,2.66E-197,1.05E-131,2.05E-205,9.78E-118,3.96E-237,1.11E-247,7.04E-11,1,RIA1,Ha_87,Unspecified
Q5-1123,1.35E-136,5.45E-128,3.92E-193,2.51E-139,3.54E-221,2.68E-135,2.25E-139,1.84E-127,1.67E-244,9.82E-260,5.68E-12,1,RIA1,Ha_89,Unspecified
Q5-1131,7.62E-96,3.35E-93,1.05E-160,1.50E-108,1.60E-158,1.69E-90,8.11E-167,1.61E-87,7.60E-210,7.00E-193,6.57E-13,1,RIA1,Ha_80,Unspecified
Q5-1135,1.99E-165,2.55E-159,1.84E-226,3.83E-187,3.23E-238,1.04E-164,2.08E-230,9.08E-168,2.10425891775893e-310,5.14E-291,2.15E-20,1,RIA1,Ha_80,Unspecified
Q5-1145,1.09E-174,1.44E-173,1.74E-240,1.53E-196,9.17E-278,5.08E-198,2.20E-274,1.92E-190,2.90045070352384e-315,0,4.27E-15,1,RIA1,Ha_97,Unspecified
Q5-1149,4.40E-169,1.03E-166,4.44E-239,1.05E-192,9.95E-260,1.47E-179,8.06E-240,2.19E-172,2.98618217002908e-319,5.35E-308,2.63E-16,1,RIA1,Ha_81,Unspecified
Q5-1156,3.79E-180,2.17E-181,1.28E-246,4.52E-200,4.50E-272,1.79E-197,4.78E-268,8.42E-193,0.00E+00,0,8.87E-18,1,RIA1,Ha_78,Unspecified
Q5-1161,6.90E-176,5.10E-174,4.38E-239,3.34E-203,3.58E-268,6.81E-192,3.55E-250,2.02E-184,7.90505033345994e-323,0,4.93E-27,1,RIA1,Ha_77,Unspecified
Q5-1173,3.88E-220,2.67E-216,8.66E-289,1.25E-252,1.71E-306,3.84E-234,0,4.46E-243,0,0,2.10E-14,1,RIA1,Ha_95,Unspecified
Q5-1175,2.30E-196,4.09E-194,1.22E-257,1.49E-221,3.47E-287,2.32E-209,7.13E-288,5.74E-216,0,0,1.57E-12,1,RIA1,Ha_65,Unspecified
Q5-1183,6.79E-131,5.87E-126,3.14E-186,7.93E-140,3.24E-201,6.49E-129,3.09E-164,1.38E-126,1.73E-225,1.34E-253,1.34E-15,1,RIA1,Ha_89,Unspecified
Q5-1188,3.51E-186,4.14E-173,3.66E-240,5.03E-200,5.49E-263,5.31E-189,5.09E-259,3.01E-183,3.42874147229137e-318,1.47085322487982e-315,1.86E-21,1,RIA1,Ha_74,Unspecified
Q5-1192,8.73E-160,5.05E-152,5.11E-219,2.45E-169,1.64E-220,6.61E-153,1.09E-232,2.08E-162,3.27E-292,3.21E-266,6.17E-12,1,RIA1,Ha_64,Unspecified
Q5-1196,5.24E-159,1.00E-152,9.35E-216,3.47E-175,6.30E-242,2.15E-166,2.06E-220,3.98E-161,2.66E-292,2.96E-297,1.37E-13,1,RIA1,Ha_80,Unspecified
Q5-1200,2.15E-199,3.17E-200,9.22E-265,1.29E-220,7.85E-291,1.39E-212,3.78E-297,3.60E-216,0,0,5.58E-12,1,RIA1,Ha_84,Unspecified
Q5-1203,8.21E-190,8.14E-186,8.79E-254,1.41E-213,1.29E-285,1.80E-210,2.50E-294,2.52E-208,0,0,1.09E-06,0.999998911,RIA1,Ha_96,Unspecified
Q5-1205,2.83E-156,5.75E-142,3.17E-199,1.56E-152,1.49E-227,2.65E-153,4.54E-199,1.55E-146,3.44E-259,4.81E-282,2.65E-16,1,RIA1,Ha_72,Unspecified
Q5-1206,1.16E-172,2.07E-173,1.69E-244,7.56E-204,5.16E-264,2.12E-189,2.25E-257,5.62E-188,3.1040165730932e-311,2.34928214597513e-320,2.79E-19,1,RIA1,Ha_83,Unspecified
Q5-1210,7.12E-139,3.33E-135,8.88E-199,8.53E-156,1.62E-219,1.99E-149,5.01E-217,3.92E-143,3.39E-259,5.38E-276,5.64E-09,0.999999994,RIA1,Ha_68,Unspecified
Q5-1215,3.05E-172,1.32E-164,8.40E-231,4.38E-183,1.06E-253,7.04E-176,4.09E-230,9.46E-178,7.14E-292,1.30E-301,7.83E-14,1,RIA1,Ha_82,Unspecified
Q5-1216,3.87E-181,4.39E-171,1.16E-239,4.44E-201,2.89E-268,1.82E-194,5.60E-272,1.53E-190,3.1323761946335e-321,0,1.15E-09,0.999999999,RIA1,Ha_84,Unspecified
Q5-1223,1.67E-103,1.08E-93,8.85E-150,4.66E-121,2.83E-168,4.87E-110,1.04E-172,2.05E-98,1.24E-222,1.40E-224,1.56E-09,0.999999998,RIA1,Ha_87,Unspecified
Q5-1230,2.23E-152,1.59E-150,1.05E-215,1.02E-175,3.40E-240,4.36E-170,7.07E-239,8.10E-165,5.39E-285,2.34E-303,3.54E-10,1,RIA1,Ha_78,Unspecified
Q5-1231,7.46E-138,1.11E-133,6.15E-192,3.28E-155,1.56E-215,3.16E-150,1.70E-210,8.73E-143,1.31E-256,1.43E-275,2.95E-08,0.999999971,RIA1,Ha_68,Unspecified
Q5-1244,1.77E-84,7.62E-71,2.06E-124,8.15E-91,5.53E-122,2.58E-72,4.55E-143,1.07E-85,2.05E-195,2.77E-170,5.66E-10,0.999999999,RIA1,Ha_95,Unspecified
Q5-1247,4.50E-191,2.63E-193,1.21E-263,6.33E-219,4.62E-289,2.67E-212,3.35E-289,2.53E-216,6.33392157968478e-321,0,0.037445512,0.962554488,RIA1,Ha_95,Unspecified
Q5-1252,2.56E-170,1.10E-169,5.11E-248,5.86E-197,7.78E-256,1.33E-187,6.71E-252,3.60E-191,0.00E+00,3.69141147290287e-319,4.90E-14,1,RIA1,Ha_82,Unspecified
Q5-1259,3.23E-163,6.54E-158,1.14E-223,3.17E-180,9.27E-245,2.20E-173,2.66E-251,9.51E-169,9.73E-287,1.76E-304,2.51E-20,1,RIA1,Ha_82,Unspecified
Q5-1262,3.83E-201,9.00E-204,2.56E-275,9.69E-237,0.00E+00,1.26E-221,3.03E-301,2.18E-224,0,0,1.26E-05,0.999987446,RIA1,Ha_80,Unspecified
Q5-1270,5.64E-198,2.32E-199,5.87E-261,3.03E-218,2.92E-289,1.56E-210,5.63E-301,4.10E-218,0,0,7.88E-15,1,RIA1,Ha_80,Unspecified
Q5-1275,1.90E-198,6.41E-189,1.05E-247,5.00E-214,5.44E-289,1.10E-202,1.09E-280,8.46E-203,0,0,3.47E-23,1,RIA1,Ha_77,Unspecified
Q5-1287,4.97E-212,6.26E-206,1.87E-275,1.35E-232,4.80E-297,5.12E-223,2.23E-290,3.42E-225,0,0,8.86E-14,1,RIA1,Ha_67,Unspecified
Q5-1290,2.04E-191,4.70E-188,2.14E-258,9.68E-225,5.25E-286,7.57E-213,1.36668710560254e-312,5.51E-216,0,0,2.49E-21,1,RIA1,Ha_79,Unspecified
Q5-1304,2.32E-83,4.33E-72,9.03E-113,1.26E-83,1,2.89E-21,1.16E-158,6.24E-69,3.69E-199,1.47E-19,1.96E-178,8.30E-179,05_Molobicus,Ha_82,Unspecified
Q5-1306,3.16E-198,4.88E-201,1.38E-273,2.66E-226,3.68E-298,3.59E-220,1.99490940400225e-312,7.02E-224,0,0,8.53E-12,1,RIA1,Ha_80,Unspecified
Q5-1314,1.65E-149,1.11E-141,2.95E-211,2.66E-169,3.39E-239,6.83E-156,8.78E-223,2.33E-166,1.69E-278,1.75E-280,1.19E-12,1,RIA1,Ha_87,Unspecified
Q5-1315,2.07E-190,4.17E-188,2.06E-251,1.22E-214,3.38E-284,1.51E-209,1.22E-284,1.36E-215,0,0,8.35E-07,0.999999165,RIA1,Ha_82,Unspecified
Q5-1326,6.21E-194,7.99E-191,5.04E-264,8.66E-219,5.05E-299,3.73E-208,6.11E-284,2.07E-211,0,0,7.59E-20,1,RIA1,Ha_99,Unspecified
Q5-1333,6.78E-187,1.73E-181,1.27E-248,2.36E-205,2.57E-274,1.58E-192,4.79E-269,6.82E-203,0,0,1.13E-20,1,RIA1,Ha_69,Unspecified
Q5-1337,1.51E-154,1.73E-155,5.15E-215,4.71E-182,5.11E-249,4.55E-176,9.18E-245,3.35E-170,2.92E-276,0.00E+00,7.94E-08,0.999999921,RIA1,Ha_68,Unspecified
Q5-1339,2.71E-190,1.29E-181,2.25E-254,2.07E-211,1.32E-278,1.98E-202,7.81E-269,5.29E-206,0,0,1.73E-15,1,RIA1,Ha_97,Unspecified
Q5-1341,4.12E-191,1.49E-183,7.65E-243,3.09E-206,3.61E-282,2.06E-203,3.44E-272,3.32E-204,4.32136888650146e-317,0,3.16E-16,1,RIA1,Ha_93,Unspecified
Q5-1345,2.77E-174,3.75E-160,5.70E-230,9.63E-182,7.26E-257,5.87E-176,1.19E-241,2.93E-175,9.00E-285,4.10537466948737e-312,6.29E-22,1,RIA1,Ha_72,Unspecified
Q5-1360,1.68E-174,2.91E-166,8.91E-233,2.99E-191,3.31E-255,1.81E-187,1.27E-262,7.95E-185,4.56249355494031e-313,2.81963264081599e-319,1.10E-15,1,RIA1,Ha_74,Unspecified
Q5-1363,3.61E-177,2.18E-176,2.28E-244,1.18E-203,5.38E-276,2.02E-195,2.45E-253,1.32E-190,4.39864858939218e-315,0,1.28E-15,1,RIA1,Ha_82,Unspecified
Q5-1365,2.42E-55,1.41E-34,1,7.43E-36,1.59E-52,2.12E-28,1.31E-126,2.96E-48,3.51E-152,2.88E-69,1.41E-100,1.13E-92,03_BEST,Ha_71,Unspecified
Q5-1376,1.36E-190,4.03E-186,3.80E-245,4.33E-208,5.70E-277,1.85E-202,9.09E-291,2.70E-200,0,0,5.64E-11,1,RIA1,Ha_94,Unspecified
Q5-1380,6.26E-192,1.30E-187,4.05E-253,4.21E-212,5.78E-282,1.00E-201,1.08E-271,2.76E-203,2.76953438432769e-319,0,5.86E-16,1,RIA1,Ha_79,Unspecified
Q5-1381,5.57E-197,1.89E-193,2.75E-265,2.35E-229,2.48E-298,1.88E-217,5.47E-291,8.87E-219,0,0,1.69E-10,1,RIA1,Ha_67,Unspecified
Q5-1388,2.12E-184,1.52E-183,4.41E-254,1.53E-217,1.43E-278,2.17E-201,3.00E-270,1.14E-206,3.98670462810927e-318,0,1.76E-05,0.999982396,RIA1,Ha_80,Unspecified
Q5-1392,2.79E-135,6.07E-127,4.52E-182,5.58E-139,2.73E-201,3.67E-131,3.95E-187,2.40E-131,2.05E-241,6.39E-250,1.77E-14,1,RIA1,Ha_76,Unspecified
Q5-1397,1.54E-162,9.20E-159,4.57E-211,4.53E-172,7.60E-259,1.54E-169,1.56E-234,3.77E-170,4.11E-283,1.04E-301,2.21E-13,1,RIA1,Ha_82,Unspecified
Q5-1402,4.85E-174,1.51E-173,1.69E-249,4.03E-201,1.22E-268,1.76E-194,1.11E-268,4.61E-199,2.35479152139847e-316,0,6.21E-13,1,RIA1,Ha_75,Unspecified
Q5-1404,1.36E-153,8.87E-148,3.52E-209,2.45E-172,2.47E-239,1.38E-156,1.39E-217,6.77E-151,4.04E-274,2.68E-278,1.41E-25,1,RIA1,Ha_64,Unspecified
Q5-1406,1.31E-144,9.77E-137,1.28E-203,5.62E-154,6.14E-223,4.90E-140,1.47E-201,2.95E-141,7.71E-236,1.28E-260,4.43E-13,1,RIA1,Ha_80,Unspecified
Q5-1408,9.60E-153,7.65E-152,2.80E-208,9.12E-163,1.94E-243,1.43E-168,7.78E-238,3.78E-168,1.18E-272,5.07E-296,2.39E-08,0.999999976,RIA1,Ha_99,Unspecified
Q5-1442,2.60E-214,6.23E-211,6.69E-280,9.62E-242,8.65E-303,1.60E-225,0.00E+00,6.33E-233,0,0,1.15E-21,1,RIA1,Ha_66,Unspecified
Q5-1443,1.95E-147,1.67E-145,2.84E-203,4.98E-169,6.16E-225,9.98E-159,5.21E-224,4.45E-155,1.51E-277,1.42E-283,3.04E-18,1,RIA1,Ha_95,Unspecified
Q5-1450,3.47E-186,9.45E-187,2.24E-258,6.98E-213,2.71E-284,1.04E-205,2.92E-287,1.19E-204,1.68935866282497e-319,0,2.72E-14,1,RIA1,Ha_97,Unspecified
Q5-1457,7.59E-54,1.53E-34,1,4.73E-37,1.49E-54,2.16E-27,9.72E-126,6.73E-49,9.31E-151,3.48E-68,1.45E-102,3.52E-93,03_BEST,Ha_69,Unspecified
Q5-1458,1.91E-149,1.97E-145,5.83E-213,1.55E-167,2.22E-233,1.52E-167,2.11E-230,4.85E-161,2.11E-295,1.44E-295,2.14E-15,1,RIA1,Ha_64,Unspecified
Q5-1459,2.79E-213,1.16E-209,9.22E-285,3.64E-239,1.27629943905703e-313,4.99E-231,4.94065645841247e-324,1.97E-237,0,0,1.91E-18,1,RIA1,Ha_66,Unspecified
Q5-1463,3.04E-168,2.06E-155,1.19E-219,2.98E-178,1.28E-250,3.50E-171,6.43E-220,1.27E-165,1.38E-287,5.61E-301,5.97E-16,1,RIA1,Ha_95,Unspecified
Q5-1464,1.04E-227,1.28E-219,4.92E-294,3.62E-250,2.05351433103333e-314,1.35E-238,0,2.54E-241,0,0,6.51E-24,1,RIA1,Ha_66,Unspecified
Q5-1470,4.33E-159,2.65E-149,1.62E-215,8.81E-172,3.94E-249,3.09E-173,3.09E-238,6.88E-168,5.65E-279,6.11E-308,3.60E-14,1,RIA1,Ha_78,Unspecified
Q5-1476,1.57E-128,2.69E-114,7.69E-160,6.23E-123,3.55E-177,4.07E-116,1.96E-173,1.76E-119,5.67E-225,2.92E-222,5.69E-12,1,RIA1,Ha_76,Unspecified
Q5-1477,5.81E-187,1.54E-186,7.41E-255,3.12E-209,1.07E-281,1.63E-205,1.90E-279,2.26E-203,0,0,1.18E-17,1,RIA1,Ha_65,Unspecified
Q5-1479,9.89E-175,1.11E-172,7.16E-240,4.80E-205,4.85E-270,8.81E-198,1.43E-275,4.50E-191,1.9021527364888e-320,0,3.31E-21,1,RIA1,Ha_83,Unspecified
Q5-1495,2.92E-178,7.55E-174,3.33E-249,5.71E-202,4.44E-277,1.10E-195,8.03E-255,9.79E-199,1.47811915732854e-314,0,4.14E-06,0.999995859,RIA1,Ha_84,Unspecified
Q5-1498,1.01E-98,2.83E-95,2.61E-154,1.80E-118,1.03E-142,2.81E-97,9.70E-169,2.31E-96,2.27E-233,1.66E-197,2.17E-15,1,RIA1,Ha_82,Unspecified
Q6-1503,1.54E-142,2.74E-128,1.15E-181,5.76E-142,8.95E-198,6.94E-132,2.41E-183,2.02E-128,5.30E-272,1.37E-245,1.73E-13,1,RIA1,Ha_86,Unspecified
Q6-1510,1.75E-134,1.10E-124,9.38E-179,1.04E-132,4.47E-206,8.04E-128,4.68E-189,9.95E-121,9.69E-220,3.70E-250,4.20E-08,0.999999958,RIA1,Ha_86,Unspecified
Q6-1529,7.49E-154,3.73E-141,7.46E-201,1.34E-159,2.23E-226,2.64E-154,1.67E-205,1.77E-146,2.42E-267,9.00E-284,2.41E-15,1,RIA1,Ha_98,Unspecified
Q6-1530,2.82E-169,1.80E-165,4.15E-236,2.87E-184,1.07E-271,3.26E-188,3.32E-249,5.61E-180,2.13E-302,0,2.29E-15,1,RIA1,Ha_90,Unspecified
Q6-1532,4.42E-137,8.39E-127,3.21E-179,3.63E-135,4.36E-200,1.65E-135,8.85E-193,2.87E-133,5.72E-246,1.51E-257,3.96E-11,1,RIA1,Ha_88,Unspecified
Q6-1542,1.51E-171,5.10E-157,7.12E-218,4.46E-176,1.11E-240,4.29E-173,4.17E-250,8.07E-171,1.71E-294,3.27E-299,2.39E-12,1,RIA1,Ha_70,Unspecified
Q6-1571,3.02E-120,2.97E-112,7.72E-168,8.05E-128,1.27E-186,1.27E-122,1.32E-166,1.52E-121,4.18E-234,9.91E-239,5.73E-15,1,RIA1,Ha_98,Unspecified
Q6-1573,3.10E-169,8.37E-163,2.76E-232,4.33E-198,5.45E-263,1.09E-183,7.12E-260,9.15E-177,9.67461583063449e-312,1.44082843562625e-315,7.75E-24,1,RIA1,Ha_75,Unspecified
Q6-1577,2.93E-177,1.86E-175,3.15E-246,2.92E-206,2.81E-270,1.62E-193,2.18E-271,1.35E-189,1.48219693752374e-323,4.94065645841247e-324,1.78E-18,1,RIA1,Ha_73,Unspecified
Q6-1579,5.64E-123,1.28E-114,1.39E-168,4.52E-124,1.40E-180,2.31E-116,3.01E-157,5.92E-106,9.02E-223,1.30E-228,0.009381992,0.990618008,RIA1,Ha_85,Unspecified
Q6-1597,5.73E-141,1.32E-126,1.99E-188,1.20E-143,3.70E-215,5.70E-143,9.18E-182,3.30E-133,2.63E-258,1.39E-261,4.48E-13,1,RIA1,Ha_98,Unspecified
Q6-1598,1.20E-50,2.79E-31,1,7.09E-34,1.26E-49,4.64E-25,1.75E-122,3.67E-47,1.58E-147,1.52E-65,9.03E-102,6.72E-93,03_BEST,Ha_71,Unspecified
Q6-1603,3.88E-179,2.38E-178,1.55E-249,1.46E-210,5.27E-281,1.09E-205,8.80E-295,8.54E-200,0,0,5.29E-11,1,RIA1,Ha_73,Unspecified
Q6-1719,3.71E-157,4.20E-153,5.92E-215,8.31E-173,5.37E-241,8.15E-169,6.10E-235,8.15E-166,6.41E-297,2.28E-301,1.11E-11,1,RIA1,Ha_75,Unspecified
