"","MATINH","MAHUYEN","MAXA","KYDIEUTRA","M41_C5","M41_C6","M41_C71","M41_C72","M41_C73","M41_C74","M41_C75","M41_C75_GHIRO","M42_C1","M42_C2","M42_C3","M42_C4","M42_C5","M42_C6","M42_C7","M42_C8","M42_C9","M42_C13","M42_C141","M42_C142","M42_C143","M42_C144","M42_C144_GHIRO","M42_C151","M42_C152","M42_C153","M42_C154","M42_C154_GHIRO","M43_C1","M43_C2","M43_C3","M43_C41","M43_C42","M43_C43","M43_C44","M43_C45","M43_C45_GHIRO","M43_C91","M43_C92","M43_C93","M43_C9B01","M43_C9B02","M43_C9B03","M43_C9B04","M43_C9B05","M43_C9B06","M43_C9B07","M43_C9B08","M43_C9B09","M43_C9B10","M43_C9B11","M43_C9B11_GHIRO"
"861","66","646","24223",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,1,4,1,5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"862","66","648","24292",2,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"863","66","648","24295",2,2,2,NA,NA,NA,NA,NA,"",2,NA,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"864","66","649","24314",2,3,3,NA,NA,NA,NA,NA,"",1,2,1,1,1,1,5,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"865","66","653","24457",2,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"866","66","653","24475",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,1,4,1,3,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,0,2023,2,2,2,2,1,"công ty lâm nghiệp",1125,1231,1662.6,1,2,2,2,2,2,2,2,2,2,2,""
"867","66","654","24520",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"868","66","654","24526",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"869","67","662","24646",2,1,1,1,2,2,2,2,"",1,3,1,2,1,1,4,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"870","67","663","24682",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"871","67","664","24703",2,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"872","67","664","24715",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,1,4,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"873","67","667","24748",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"874","67","666","24760",2,2,2,NA,NA,NA,NA,NA,"",1,2,3,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"875","68","673","24844",2,3,3,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,980.97,2015,1,2,2,2,1,"sở nông nghiệp  và  phát triển nông thôn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"876","68","674","24886",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"877","68","676","24925",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"878","68","678","24964",2,1,1,1,2,2,2,2,"",1,2,3,2,3,1,2,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,400,2010,1,2,2,2,2,"",400,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"879","68","679","25030",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"880","68","680","25075",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"881","68","682","25135",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,3119,2008,2,2,2,1,1,"không có",0,0,3119,1,2,2,2,2,2,2,2,1,1,2,""
"882","70","698","25243",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"883","70","692","25280",2,2,3,NA,NA,NA,NA,NA,"",3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"884","70","694","25330",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"885","70","690","25333",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"886","70","694","25348",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"887","70","696","25398",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"888","70","696","25408",2,2,2,NA,NA,NA,NA,NA,"",1,3,3,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"889","72","705","25501",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"890","72","706","25531",2,1,1,1,2,2,2,2,"",2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"891","72","707","25573",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"892","72","708","25597",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"893","72","708","25621",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"894","72","709","25642",2,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"895","72","711","25702",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"896","72","711","25705",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"897","74","720","25807",2,2,2,NA,NA,NA,NA,NA,"",1,3,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"898","74","721","25855",2,3,3,NA,NA,NA,NA,NA,"",1,3,1,3,3,3,NA,3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"899","74","722","25870",2,2,2,NA,NA,NA,NA,NA,"",2,NA,2,2,3,3,NA,3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"900","75","735","26179",2,2,2,NA,NA,NA,NA,NA,"",1,3,2,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"901","75","735","26182",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"902","75","735","26197",2,3,3,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"903","75","736","26227",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"904","75","738","26299",2,2,2,NA,NA,NA,NA,NA,"",1,3,2,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"905","75","739","26353",2,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"906","75","739","26365",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"907","75","740","26383",2,2,2,NA,NA,NA,NA,NA,"",1,3,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"908","75","741","26458",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,1,5,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"909","75","742","26491",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"910","75","742","26494",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"911","77","750","26611",2,3,3,NA,NA,NA,NA,NA,"",3,NA,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"912","77","750","26617",2,3,3,NA,NA,NA,NA,NA,"",3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"913","77","751","26629",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"914","77","751","26647",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"915","79","783","27523",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"916","79","783","27532",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"917","79","783","27547",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"918","79","784","27577",2,2,2,NA,NA,NA,NA,NA,"",1,3,3,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"919","79","785","27616",2,2,2,NA,NA,NA,NA,NA,"",1,3,3,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"920","79","785","27634",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"921","80","794","27706",2,2,2,NA,NA,NA,NA,NA,"",1,2,3,2,3,2,NA,2,NA,1,1,1,2,2,"",1,2,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"922","80","799","27859",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,1,2,1,2,2,"",1,2,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"923","80","799","27862",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,1,1,2,2,2,"",1,2,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"924","80","802","27976",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,1,1,2,2,2,"",1,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"925","80","802","27979",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,1,1,2,2,2,"",1,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"926","80","803","28024",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,1,1,2,NA,2,NA,1,1,1,1,2,"",1,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"927","80","803","28030",2,2,2,NA,NA,NA,NA,NA,"",2,NA,2,1,1,2,NA,2,NA,1,2,2,1,2,"",1,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"928","80","806","28129",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,1,1,2,2,2,"",1,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"929","80","806","28156",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"930","80","808","28225",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"931","82","819","28363",2,2,2,NA,NA,NA,NA,NA,"",1,2,1,2,1,2,NA,2,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"932","82","819","28384",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"933","82","819","28396",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"934","82","819","28408",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"935","82","821","28543",2,2,2,NA,NA,NA,NA,NA,"",1,1,2,2,1,1,3,2,NA,1,1,2,2,2,"",1,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"936","82","821","28546",2,2,2,NA,NA,NA,NA,NA,"",2,NA,2,2,2,1,2,2,NA,1,1,2,2,2,"",2,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"937","82","821","28555",2,2,2,NA,NA,NA,NA,NA,"",2,NA,2,2,3,1,3,2,NA,1,1,2,2,2,"",1,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"938","82","821","28570",2,2,2,NA,NA,NA,NA,NA,"",2,NA,2,2,1,1,3,2,NA,1,1,2,2,2,"",1,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"939","82","824","28726",2,2,2,NA,NA,NA,NA,NA,"",2,NA,2,2,2,1,7,2,NA,1,1,2,2,2,"",1,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"940","82","824","28741",2,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,2,2,NA,2,NA,1,1,2,2,2,"",1,1,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"941","82","824","28744",2,2,2,NA,NA,NA,NA,NA,"",1,3,2,2,2,1,6,2,NA,1,1,2,2,2,"",1,2,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"942","82","824","28747",2,2,2,NA,NA,NA,NA,NA,"",1,3,2,1,2,2,NA,2,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"943","83","831","28825",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"944","83","832","28900",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"945","83","838","28918",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"946","83","833","28951",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"947","83","834","29038",2,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"948","83","834","29044",2,1,2,NA,NA,NA,NA,NA,"",2,NA,2,1,1,1,4,2,NA,2,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
