"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","KYDIEUTRA","water_source","other_source","laser","pipe","STT","stage","n_day","reason","sink_feet","count","n_drydown"
"1104",19,172,5872,14,15,5872014015,1,1,NA,2,NA,0,0,15,5,99,2,2
"1105",19,172,5872,14,15,5872014015,1,1,NA,2,NA,1,10,17,5,99,2,2
"1106",19,172,5890,9,3,5890009003,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1107",19,172,5890,9,4,5890009004,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1108",19,172,5890,9,7,5890009007,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1109",19,172,5890,9,11,5890009011,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1110",19,172,5890,9,14,5890009014,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1111",19,172,5893,3,1,5893003001,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1112",19,172,5893,3,2,5893003002,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1113",19,172,5893,3,4,5893003004,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1114",19,172,5893,3,6,5893003006,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1115",19,172,5893,3,8,5893003008,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1116",19,172,5893,3,9,5893003009,1,1,NA,2,NA,0,0,15,5,99,2,2
"1117",19,172,5893,3,9,5893003009,1,1,NA,2,NA,1,10,17,5,99,2,2
"1118",19,172,5893,3,11,5893003011,1,1,NA,2,NA,0,6,20,5,99,2,2
"1119",19,172,5893,3,11,5893003011,1,1,NA,2,NA,1,13,20,5,99,2,2
"1120",19,172,5893,3,13,5893003013,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1121",19,172,5893,3,14,5893003014,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1122",19,172,5893,3,15,5893003015,1,1,NA,2,NA,0,0,16,1,99,2,2
"1123",19,172,5893,3,15,5893003015,1,1,NA,2,NA,1,10,17,1,99,2,2
"1124",19,173,5938,5,1,5938005001,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1125",19,173,5938,5,2,5938005002,1,1,NA,2,NA,0,5,3,3,7,2,2
"1126",19,173,5938,5,2,5938005002,1,1,NA,2,NA,1,17,5,3,0,2,2
"1127",19,173,5938,5,4,5938005004,1,1,NA,2,NA,0,7,10,6,0,2,2
"1128",19,173,5938,5,4,5938005004,1,1,NA,2,NA,1,17,15,5,0,2,2
"1129",19,173,5938,5,5,5938005005,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1130",19,173,5938,5,6,5938005006,1,1,NA,2,NA,0,7,3,99,5,2,2
"1131",19,173,5938,5,6,5938005006,1,1,NA,2,NA,1,17,6,3,0,2,2
"1132",19,173,5938,5,7,5938005007,1,1,NA,2,NA,0,6,5,3,3,2,2
"1133",19,173,5938,5,7,5938005007,1,1,NA,2,NA,1,17,10,3,0,2,2
"1134",19,173,5938,5,8,5938005008,1,1,NA,2,NA,0,5,7,1,2,3,3
"1135",19,173,5938,5,8,5938005008,1,1,NA,2,NA,1,10,4,4,3,3,3
"1136",19,173,5938,5,8,5938005008,1,1,NA,2,NA,2,17,12,3,0,3,3
"1137",19,173,5938,5,9,5938005009,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1138",19,173,5938,5,11,5938005011,1,1,NA,99,NA,0,17,7,3,0,1,1
"1139",19,173,5938,5,12,5938005012,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1140",19,173,5938,5,13,5938005013,1,1,NA,2,NA,0,7,3,3,7,2,2
"1141",19,173,5938,5,13,5938005013,1,1,NA,2,NA,1,13,5,3,0,2,2
"1142",19,173,5938,5,14,5938005014,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1143",19,173,5938,5,15,5938005015,1,1,NA,2,NA,0,5,4,3,7,3,3
"1144",19,173,5938,5,15,5938005015,1,1,NA,2,NA,1,11,2,3,8,3,3
"1145",19,173,5938,5,15,5938005015,1,1,NA,2,NA,2,17,5,3,0,3,3
"1146",20,180,6040,3,1,6040003001,1,1,NA,2,NA,0,17,8,4,4,1,1
"1147",20,180,6040,3,2,6040003002,1,1,NA,2,NA,0,17,20,1,2,1,1
"1148",20,180,6040,3,3,6040003003,1,1,NA,2,NA,0,17,8,1,2,1,1
"1149",20,180,6040,3,4,6040003004,1,1,NA,2,NA,0,17,10,5,3,1,1
"1150",20,180,6040,3,5,6040003005,1,1,NA,2,NA,0,17,15,1,2,1,1
"1151",20,180,6040,3,6,6040003006,1,1,NA,2,NA,0,17,20,3,2,1,1
"1152",20,180,6040,3,7,6040003007,1,1,NA,2,NA,0,17,10,1,2,1,1
"1153",20,180,6040,3,8,6040003008,1,1,NA,99,NA,0,17,8,3,2,1,1
"1154",20,180,6040,3,9,6040003009,1,1,NA,2,NA,0,17,8,1,4,1,1
"1155",20,180,6040,3,10,6040003010,1,1,NA,2,NA,0,17,10,4,3,1,1
"1156",20,180,6040,3,11,6040003011,1,1,NA,2,NA,0,17,10,1,1,1,1
"1157",20,180,6040,3,12,6040003012,1,1,NA,99,NA,0,17,10,1,1,1,1
"1158",20,180,6040,3,13,6040003013,1,1,NA,2,NA,0,17,10,2,2,1,1
"1159",20,180,6040,3,14,6040003014,1,1,NA,2,NA,0,17,10,3,3,1,1
"1160",20,180,6040,3,15,6040003015,1,1,NA,2,NA,0,17,20,1,2,1,1
"1161",20,181,6112,4,1,6112004001,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1162",20,181,6112,4,2,6112004002,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1163",20,181,6112,4,3,6112004003,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1164",20,181,6112,4,4,6112004004,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1165",20,181,6112,4,5,6112004005,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1166",20,181,6112,4,6,6112004006,1,5,"Nguồn nước từ Đập thủy lợi",2,NA,0,18,7,1,0,1,1
"1167",20,181,6112,4,12,6112004012,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1168",20,181,6112,4,13,6112004013,1,5,"từ đập thủy lợi",2,NA,0,18,10,1,0,1,1
"1169",20,183,6202,10,1,6202010001,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1170",20,183,6202,10,2,6202010002,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1171",20,183,6202,10,3,6202010003,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1172",20,183,6202,10,4,6202010004,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1173",20,183,6202,10,5,6202010005,1,3,NA,99,2,NA,NA,NA,NA,NA,1,0
"1174",20,183,6202,10,6,6202010006,1,4,NA,2,2,0,11,4,6,99,1,1
"1175",20,183,6202,10,10,6202010010,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1176",20,183,6202,10,11,6202010011,1,4,NA,99,2,0,5,1,5,2,1,1
"1177",20,183,6202,10,12,6202010012,1,4,NA,99,2,0,3,1,6,2,1,1
"1178",20,183,6202,10,13,6202010013,1,4,NA,99,2,NA,NA,NA,NA,NA,1,0
"1179",20,183,6202,10,14,6202010014,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1180",20,183,6202,10,15,6202010015,1,4,NA,99,2,NA,NA,NA,NA,NA,1,0
"1181",20,183,6202,10,19,6202010019,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1182",20,185,6373,7,1,6373007001,1,4,NA,2,2,0,4,3,1,99,2,2
"1183",20,185,6373,7,1,6373007001,1,4,NA,2,2,1,17,20,1,1,2,2
"1184",20,185,6373,7,3,6373007003,1,4,NA,99,2,0,9,2,6,99,1,1
"1185",20,185,6373,7,4,6373007004,1,4,NA,2,2,0,18,3,1,0,1,1
"1186",20,185,6373,7,5,6373007005,1,4,NA,2,2,0,15,1,6,0,2,2
"1187",20,185,6373,7,5,6373007005,1,4,NA,2,2,1,18,7,1,0,2,2
"1188",20,185,6373,7,6,6373007006,1,4,NA,2,2,0,16,2,7,1,1,1
"1189",20,185,6373,7,7,6373007007,1,4,NA,2,2,0,6,3,1,2,2,2
"1190",20,185,6373,7,7,6373007007,1,4,NA,2,2,1,16,7,1,2,2,2
"1191",20,185,6373,7,8,6373007008,1,4,NA,2,2,0,17,1,1,99,1,1
"1192",20,185,6373,7,9,6373007009,1,4,NA,2,2,0,4,4,1,3,2,2
"1193",20,185,6373,7,9,6373007009,1,4,NA,2,2,1,17,20,1,1,2,2
"1194",20,185,6373,7,10,6373007010,1,4,NA,2,2,0,18,3,1,0,1,1
"1195",20,185,6373,7,11,6373007011,1,4,NA,2,2,0,3,2,1,3,2,2
"1196",20,185,6373,7,11,6373007011,1,4,NA,2,2,1,17,30,1,1,2,2
"1197",20,185,6373,7,12,6373007012,1,4,NA,2,2,0,18,4,1,0,1,1
"1198",20,185,6373,7,13,6373007013,1,4,NA,2,2,0,4,3,1,4,2,2
"1199",20,185,6373,7,13,6373007013,1,4,NA,2,2,1,18,2,1,20,2,2
"1200",20,185,6373,7,14,6373007014,1,4,NA,2,2,0,5,2,1,3,2,2
"1201",20,185,6373,7,14,6373007014,1,4,NA,2,2,1,17,20,1,1,2,2
"1202",20,185,6373,7,15,6373007015,1,4,NA,99,2,0,18,3,1,0,1,1
"1203",20,186,6400,7,1,6400007001,1,3,NA,2,2,0,6,5,1,20,2,2
"1204",20,186,6400,7,1,6400007001,1,3,NA,2,2,1,16,15,1,20,2,2
"1205",20,186,6400,7,2,6400007002,1,4,NA,2,2,0,4,5,1,20,2,2
"1206",20,186,6400,7,2,6400007002,1,4,NA,2,2,1,15,15,1,10,2,2
"1207",20,186,6400,7,3,6400007003,1,4,NA,2,2,0,10,5,1,20,2,2
"1208",20,186,6400,7,3,6400007003,1,4,NA,2,2,1,15,15,1,10,2,2
"1209",20,186,6400,7,4,6400007004,1,4,NA,2,1,0,6,5,1,20,2,2
"1210",20,186,6400,7,4,6400007004,1,4,NA,2,1,1,16,15,1,5,2,2
"1211",20,186,6400,7,5,6400007005,1,4,NA,2,1,0,6,5,1,20,2,2
"1212",20,186,6400,7,5,6400007005,1,4,NA,2,1,1,16,15,1,5,2,2
"1213",20,186,6400,7,6,6400007006,1,4,NA,2,2,0,18,7,1,2,1,1
"1214",20,186,6400,7,7,6400007007,1,4,NA,2,2,0,18,7,1,2,1,1
"1215",20,186,6400,7,8,6400007008,1,4,NA,2,2,0,18,7,1,2,1,1
"1216",20,186,6400,7,9,6400007009,1,4,NA,2,2,0,18,7,1,2,1,1
"1217",20,186,6400,7,10,6400007010,1,4,NA,2,2,0,18,7,1,2,1,1
"1218",20,186,6400,7,11,6400007011,1,4,NA,2,2,0,18,7,1,2,1,1
"1219",20,186,6400,7,12,6400007012,1,4,NA,2,2,0,18,2,1,1,1,1
"1220",20,186,6400,7,13,6400007013,1,4,NA,2,2,0,18,7,1,2,1,1
"1221",20,186,6400,7,14,6400007014,1,4,NA,2,2,0,6,5,1,20,2,2
"1222",20,186,6400,7,14,6400007014,1,4,NA,2,2,1,16,15,1,5,2,2
"1223",20,186,6400,7,15,6400007015,1,4,NA,99,2,0,6,5,1,20,2,2
"1224",20,186,6400,7,15,6400007015,1,4,NA,99,2,1,16,15,1,5,2,2
"1225",20,187,6472,5,1,6472005001,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1226",20,187,6472,5,3,6472005003,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1227",20,187,6472,5,4,6472005004,1,5,"chờ nước mưa",2,NA,0,3,15,6,99,1,1
"1228",20,187,6472,5,5,6472005005,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1229",20,187,6472,5,6,6472005006,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1230",20,187,6472,5,9,6472005009,1,5,"nước mưa",2,NA,NA,NA,NA,NA,NA,1,0
"1231",20,187,6472,5,13,6472005013,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1232",20,187,6472,5,14,6472005014,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1233",20,187,6472,5,15,6472005015,1,4,NA,2,2,0,6,5,1,5,2,2
"1234",20,187,6472,5,15,6472005015,1,4,NA,2,2,1,17,7,1,0,2,2
"1235",20,188,6577,3,1,6577003001,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1236",20,188,6577,3,2,6577003002,1,4,NA,2,2,0,2,4,6,5,1,1
"1237",20,188,6577,3,3,6577003003,1,4,NA,2,2,0,5,3,6,5,1,1
"1238",20,188,6577,3,4,6577003004,1,4,NA,2,2,0,4,3,6,5,1,1
"1239",20,188,6577,3,5,6577003005,1,4,NA,2,2,0,6,2,6,2,1,1
"1240",20,188,6577,3,6,6577003006,1,3,NA,2,2,0,5,2,6,2,1,1
"1241",20,188,6577,3,7,6577003007,1,4,NA,99,2,0,6,2,6,2,1,1
"1242",20,188,6577,3,8,6577003008,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1243",20,188,6577,3,9,6577003009,1,4,NA,2,2,0,8,5,5,5,1,1
"1244",20,188,6577,3,10,6577003010,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1245",20,188,6577,3,11,6577003011,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1246",20,188,6577,3,12,6577003012,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1247",20,188,6577,3,14,6577003014,1,3,NA,2,2,0,1,2,1,99,2,2
"1248",20,188,6577,3,14,6577003014,1,3,NA,2,2,1,3,4,6,99,2,2
"1249",20,188,6577,3,15,6577003015,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1250",22,193,6700,3,8,6700003008,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1251",22,194,6742,26,11,6742026011,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1252",22,194,6742,26,12,6742026012,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1253",22,194,6742,26,14,6742026014,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1254",22,194,6742,26,15,6742026015,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1255",22,199,6868,3,1,6868003001,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1256",22,199,6868,3,2,6868003002,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1257",22,199,6868,3,3,6868003003,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1258",22,199,6868,3,4,6868003004,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1259",22,199,6868,3,5,6868003005,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1260",22,199,6868,3,6,6868003006,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1261",22,199,6868,3,7,6868003007,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1262",22,199,6868,3,8,6868003008,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1263",22,199,6868,3,9,6868003009,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1264",22,199,6868,3,10,6868003010,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1265",22,199,6868,3,11,6868003011,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1266",22,199,6868,3,12,6868003012,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1267",22,199,6868,3,13,6868003013,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1268",22,199,6868,3,14,6868003014,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1269",22,199,6868,3,15,6868003015,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1270",22,201,6928,5,2,6928005002,1,5,"nước khe",2,NA,0,0,5,1,3,4,4
"1271",22,201,6928,5,2,6928005002,1,5,"nước khe",2,NA,1,1,5,7,3,4,4
"1272",22,201,6928,5,2,6928005002,1,5,"nước khe",2,NA,2,2,6,5,4,4,4
"1273",22,201,6928,5,2,6928005002,1,5,"nước khe",2,NA,3,3,6,5,3,4,4
"1274",22,201,6928,5,3,6928005003,1,5,"khe suối",2,NA,0,2,7,1,2,4,4
"1275",22,201,6928,5,3,6928005003,1,5,"khe suối",2,NA,1,4,3,6,1,4,4
"1276",22,201,6928,5,3,6928005003,1,5,"khe suối",2,NA,2,5,5,7,5,4,4
"1277",22,201,6928,5,3,6928005003,1,5,"khe suối",2,NA,3,6,3,7,4,4,4
"1278",22,201,6928,5,4,6928005004,1,5,"khe mó",2,NA,0,0,6,1,3,3,3
"1279",22,201,6928,5,4,6928005004,1,5,"khe mó",2,NA,1,4,3,6,2,3,3
"1280",22,201,6928,5,4,6928005004,1,5,"khe mó",2,NA,2,5,5,7,3,3,3
"1281",22,201,6928,5,5,6928005005,1,5,"nc khe suối mó",2,NA,0,1,4,1,3,3,3
"1282",22,201,6928,5,5,6928005005,1,5,"nc khe suối mó",2,NA,1,5,7,6,2,3,3
"1283",22,201,6928,5,5,6928005005,1,5,"nc khe suối mó",2,NA,2,8,7,6,4,3,3
"1284",22,201,6928,5,6,6928005006,1,5,"nc khe suối",2,NA,0,0,5,1,5,2,2
"1285",22,201,6928,5,6,6928005006,1,5,"nc khe suối",2,NA,1,5,7,5,3,2,2
"1286",22,201,6928,5,7,6928005007,1,5,"nc suối khe",2,NA,0,1,5,1,4,2,2
"1287",22,201,6928,5,7,6928005007,1,5,"nc suối khe",2,NA,1,9,10,6,2,2,2
"1288",22,201,6928,5,8,6928005008,1,5,"nước suôi khe",2,NA,0,1,5,1,3,1,1
"1289",22,201,6928,5,9,6928005009,1,5,"khe suối",2,NA,0,1,5,1,5,2,2
"1290",22,201,6928,5,9,6928005009,1,5,"khe suối",2,NA,1,5,10,6,3,2,2
"1291",22,201,6928,5,10,6928005010,1,5,"nc khe suối",2,NA,0,1,5,1,4,3,3
"1292",22,201,6928,5,10,6928005010,1,5,"nc khe suối",2,NA,1,3,4,6,2,3,3
"1293",22,201,6928,5,10,6928005010,1,5,"nc khe suối",2,NA,2,5,6,6,2,3,3
"1294",22,201,6928,5,11,6928005011,1,5,"khe suối",2,NA,0,3,5,1,5,2,2
"1295",22,201,6928,5,11,6928005011,1,5,"khe suối",2,NA,1,5,6,5,4,2,2
"1296",22,201,6928,5,12,6928005012,1,5,"nc khe suối",2,NA,0,1,5,1,4,3,3
"1297",22,201,6928,5,12,6928005012,1,5,"nc khe suối",2,NA,1,3,6,6,3,3,3
"1298",22,201,6928,5,12,6928005012,1,5,"nc khe suối",2,NA,2,7,7,6,4,3,3
"1299",22,201,6928,5,13,6928005013,1,5,"khe mó",2,NA,0,0,7,1,2,5,5
"1300",22,201,6928,5,13,6928005013,1,5,"khe mó",2,NA,1,2,3,6,1,5,5
"1301",22,201,6928,5,13,6928005013,1,5,"khe mó",2,NA,2,6,5,7,5,5,5
"1302",22,201,6928,5,13,6928005013,1,5,"khe mó",2,NA,3,5,3,7,5,5,5
"1303",22,201,6928,5,13,6928005013,1,5,"khe mó",2,NA,4,6,3,6,3,5,5
"1304",22,201,6928,5,14,6928005014,1,5,"nc suối khe",2,NA,0,1,4,1,3,2,2
"1305",22,201,6928,5,14,6928005014,1,5,"nc suối khe",2,NA,1,5,5,6,5,2,2
"1306",22,201,6928,5,15,6928005015,1,5,"khe suối",2,NA,0,1,5,1,4,3,3
"1307",22,201,6928,5,15,6928005015,1,5,"khe suối",2,NA,1,5,4,6,3,3,3
"1308",22,201,6928,5,15,6928005015,1,5,"khe suối",2,NA,2,6,5,6,3,3,3
"1309",22,202,6988,1,3,6988001003,1,4,NA,2,2,0,18,6,1,4,1,1
"1310",22,202,6988,1,5,6988001005,1,4,NA,2,2,0,18,6,1,4,1,1
"1311",22,202,6988,1,7,6988001007,1,4,NA,2,2,0,18,7,1,6,1,1
"1312",22,202,6988,1,8,6988001008,1,4,NA,2,2,0,18,7,1,6,1,1
"1313",22,202,6988,1,9,6988001009,1,1,NA,2,NA,0,18,5,2,3,1,1
"1314",22,202,6988,1,10,6988001010,1,4,NA,2,2,0,18,6,1,5,1,1
"1315",22,202,6988,1,12,6988001012,1,4,NA,2,2,0,18,7,1,5,1,1
"1316",22,202,6988,1,13,6988001013,1,4,NA,2,2,0,18,6,1,3,1,1
"1317",22,202,6988,1,14,6988001014,1,4,NA,2,2,0,18,7,1,5,1,1
"1318",22,202,6988,1,15,6988001015,1,4,NA,2,2,0,18,6,1,5,1,1
"1319",22,193,7033,2,2,7033002002,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1320",22,193,7033,2,5,7033002005,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1321",22,193,7033,2,7,7033002007,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1322",22,193,7033,2,9,7033002009,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1323",22,193,7033,2,10,7033002010,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1324",22,193,7033,2,11,7033002011,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1325",22,193,7033,2,12,7033002012,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1326",22,205,7126,15,1,7126015001,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1327",22,205,7126,15,9,7126015009,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1328",22,205,7126,15,13,7126015013,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1329",22,205,7126,15,14,7126015014,1,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"1330",24,213,7231,20,15,7231020015,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1331",24,215,7285,4,1,7285004001,1,1,NA,2,NA,0,7,5,6,3,1,1
"1332",24,215,7285,4,3,7285004003,1,1,NA,2,NA,0,7,5,5,4,1,1
"1333",24,215,7285,4,4,7285004004,1,1,NA,2,NA,0,7,5,2,4,1,1
"1334",24,215,7285,4,5,7285004005,1,1,NA,2,NA,0,7,4,1,5,1,1
"1335",24,215,7285,4,6,7285004006,1,1,NA,2,NA,0,5,5,1,5,1,1
"1336",24,215,7285,4,7,7285004007,1,1,NA,2,NA,0,5,4,3,4,1,1
"1337",24,215,7285,4,9,7285004009,1,1,NA,2,NA,0,7,5,2,5,1,1
"1338",24,215,7285,4,11,7285004011,1,1,NA,2,NA,0,7,4,1,4,1,1
"1339",24,215,7285,4,12,7285004012,1,1,NA,2,NA,0,7,4,2,3,1,1
"1340",24,215,7285,4,14,7285004014,1,1,NA,2,NA,0,6,4,1,5,1,1
"1341",24,215,7285,4,15,7285004015,1,1,NA,2,NA,0,6,1,2,5,1,1
"1342",24,216,7309,1,1,7309001001,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1343",24,216,7309,1,2,7309001002,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1344",24,216,7309,1,3,7309001003,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1345",24,216,7309,1,4,7309001004,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1346",24,216,7309,1,7,7309001007,1,1,NA,99,NA,1,NA,NA,NA,NA,1,0
"1347",24,216,7309,1,8,7309001008,1,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"1348",24,216,7309,1,9,7309001009,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1349",24,216,7309,1,11,7309001011,1,4,NA,99,2,0,14,10,1,10,3,3
"1350",24,216,7309,1,11,7309001011,1,4,NA,99,2,1,12,2,1,10,3,3
"1351",24,216,7309,1,11,7309001011,1,4,NA,99,2,2,15,2,1,5,3,3
"1352",24,216,7309,1,13,7309001013,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1353",24,216,7309,1,14,7309001014,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1354",24,216,7309,1,15,7309001015,1,3,NA,99,2,NA,NA,NA,NA,NA,1,0
"1355",24,216,7336,8,1,7336008001,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1356",24,216,7336,8,2,7336008002,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1357",24,216,7336,8,3,7336008003,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1358",24,216,7336,8,4,7336008004,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1359",24,216,7336,8,5,7336008005,1,3,NA,99,2,NA,NA,NA,NA,NA,1,0
"1360",24,216,7336,8,8,7336008008,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1361",24,216,7336,8,9,7336008009,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1362",24,216,7336,8,10,7336008010,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1363",24,216,7336,8,11,7336008011,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1364",24,216,7336,8,12,7336008012,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1365",24,216,7336,8,13,7336008013,1,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"1366",24,216,7366,7,1,7366007001,1,1,NA,2,NA,0,7,2,4,2,1,1
"1367",24,216,7366,7,2,7366007002,1,1,NA,2,NA,0,7,2,4,3,1,1
"1368",24,216,7366,7,5,7366007005,1,1,NA,2,NA,0,5,3,4,2,2,2
"1369",24,216,7366,7,5,7366007005,1,1,NA,2,NA,1,5,2,4,3,2,2
"1370",24,216,7366,7,6,7366007006,1,1,NA,2,NA,0,7,2,4,5,2,2
"1371",24,216,7366,7,6,7366007006,1,1,NA,2,NA,1,13,3,4,5,2,2
"1372",24,216,7366,7,7,7366007007,1,1,NA,2,NA,0,7,2,4,2,1,1
"1373",24,216,7366,7,8,7366007008,1,1,NA,2,NA,0,3,2,4,2,2,2
"1374",24,216,7366,7,8,7366007008,1,1,NA,2,NA,1,11,1,4,2,2,2
"1375",24,216,7366,7,10,7366007010,1,1,NA,2,NA,0,7,2,4,2,1,1
"1376",24,216,7366,7,11,7366007011,1,1,NA,2,NA,0,7,2,4,2,2,2
"1377",24,216,7366,7,11,7366007011,1,1,NA,2,NA,1,7,3,3,2,2,2
"1378",24,216,7366,7,12,7366007012,1,1,NA,2,NA,0,5,2,4,3,2,2
"1379",24,216,7366,7,12,7366007012,1,1,NA,2,NA,1,11,2,4,3,2,2
"1380",24,216,7366,7,15,7366007015,1,1,NA,2,NA,0,7,2,4,2,1,1
"1381",24,218,7480,10,1,7480010001,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1382",24,218,7480,10,2,7480010002,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1383",24,218,7480,10,3,7480010003,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1384",24,218,7480,10,4,7480010004,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1385",24,218,7480,10,5,7480010005,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1386",24,218,7480,10,6,7480010006,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1387",24,218,7480,10,7,7480010007,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1388",24,218,7480,10,8,7480010008,1,1,NA,2,NA,0,3,2,1,4,1,1
"1389",24,218,7480,10,9,7480010009,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"1390",24,218,7480,10,12,7480010012,1,1,NA,2,NA,0,7,7,6,3,1,1
"1391",24,218,7480,10,13,7480010013,1,1,NA,2,NA,0,7,7,6,3,1,1
"1392",24,218,7480,10,14,7480010014,1,1,NA,2,NA,0,7,7,6,4,1,1
