"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","KYDIEUTRA","water_source","other_source","laser","pipe","STT","stage","n_day","reason","sink_feet","count","n_drydown"
"10468",66,654,24520,8,6,24520008006,2,4,NA,2,2,1,9,8,1,1,2,2
"10469",66,654,24520,8,7,24520008007,2,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"10470",66,654,24520,8,8,24520008008,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10471",66,654,24520,8,9,24520008009,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10472",66,654,24520,8,11,24520008011,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10473",66,654,24520,8,12,24520008012,2,1,NA,2,NA,0,7,4,6,3,1,1
"10474",66,654,24520,8,13,24520008013,2,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"10475",66,654,24520,8,14,24520008014,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10476",66,655,24538,3,3,24538003003,2,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"10477",66,655,24538,3,6,24538003006,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10478",66,656,24592,19,2,24592019002,2,3,NA,1,2,0,0,2,6,1,8,8
"10479",66,656,24592,19,2,24592019002,2,3,NA,1,2,1,2,2,6,1,8,8
"10480",66,656,24592,19,2,24592019002,2,3,NA,1,2,2,3,1,6,1,8,8
"10481",66,656,24592,19,2,24592019002,2,3,NA,1,2,3,4,2,6,1,8,8
"10482",66,656,24592,19,2,24592019002,2,3,NA,1,2,4,5,2,5,1,8,8
"10483",66,656,24592,19,2,24592019002,2,3,NA,1,2,5,6,3,6,1,8,8
"10484",66,656,24592,19,2,24592019002,2,3,NA,1,2,6,8,3,6,1,8,8
"10485",66,656,24592,19,2,24592019002,2,3,NA,1,2,7,9,3,6,1,8,8
"10486",66,656,24592,19,3,24592019003,2,4,NA,1,2,0,0,3,5,1,6,6
"10487",66,656,24592,19,3,24592019003,2,4,NA,1,2,1,1,3,6,1,6,6
"10488",66,656,24592,19,3,24592019003,2,4,NA,1,2,2,3,4,6,0,6,6
"10489",66,656,24592,19,3,24592019003,2,4,NA,1,2,3,5,3,6,0,6,6
"10490",66,656,24592,19,3,24592019003,2,4,NA,1,2,4,6,4,6,0,6,6
"10491",66,656,24592,19,3,24592019003,2,4,NA,1,2,5,9,3,6,0,6,6
"10492",66,656,24592,19,4,24592019004,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,0
"10493",66,656,24592,19,5,24592019005,2,3,NA,1,2,0,0,2,6,3,3,3
"10494",66,656,24592,19,5,24592019005,2,3,NA,1,2,1,1,3,6,0,3,3
"10495",66,656,24592,19,5,24592019005,2,3,NA,1,2,2,3,3,6,1,3,3
"10496",66,656,24592,19,8,24592019008,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,0
"10497",66,656,24592,19,9,24592019009,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,0
"10498",66,656,24592,19,10,24592019010,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,0
"10499",66,656,24592,19,11,24592019011,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,0
"10500",66,656,24592,19,12,24592019012,2,4,NA,1,2,0,0,2,5,1,3,3
"10501",66,656,24592,19,12,24592019012,2,4,NA,1,2,1,2,3,5,0,3,3
"10502",66,656,24592,19,12,24592019012,2,4,NA,1,2,2,3,3,6,0,3,3
"10503",66,656,24592,19,13,24592019013,2,5,"nước từ nguồn về",1,NA,NA,NA,NA,NA,NA,1,0
"10504",66,656,24592,19,14,24592019014,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,0
"10505",67,662,24652,5,2,24652005002,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10506",67,662,24652,5,7,24652005007,2,5,"nước mưa",99,NA,NA,NA,NA,NA,NA,1,0
"10507",67,662,24652,5,12,24652005012,2,4,NA,99,2,NA,NA,NA,NA,NA,1,0
"10508",67,663,24685,8,8,24685008008,2,4,NA,2,2,0,4,5,6,10,2,2
"10509",67,663,24685,8,8,24685008008,2,4,NA,2,2,1,10,5,6,6,2,2
"10510",67,663,24685,8,10,24685008010,2,1,NA,2,NA,0,3,15,1,15,1,1
"10511",68,677,24949,2,2,24949002002,2,5,"Nước mưa tự nhiên",2,NA,NA,NA,NA,NA,NA,1,0
"10512",68,677,24949,2,3,24949002003,2,5,"nước mưa tự nhiên",2,NA,NA,NA,NA,NA,NA,1,0
"10513",68,677,24949,2,5,24949002005,2,5,"Nước mưa",2,NA,NA,NA,NA,NA,NA,1,0
"10514",68,677,24949,2,7,24949002007,2,5,"Nước mưa tự nhiên",2,NA,NA,NA,NA,NA,NA,1,0
"10515",68,677,24949,2,10,24949002010,2,4,NA,99,2,0,4,5,6,10,2,2
"10516",68,677,24949,2,10,24949002010,2,4,NA,99,2,1,3,5,1,5,2,2
"10517",68,677,24949,2,14,24949002014,2,4,NA,2,2,0,8,5,1,10,2,2
"10518",68,677,24949,2,14,24949002014,2,4,NA,2,2,1,16,5,6,0,2,2
"10519",68,679,25027,21,5,25027021005,2,5,"sông suối",2,NA,NA,NA,NA,NA,NA,1,0
"10520",68,679,25027,21,11,25027021011,2,5,"sông suối",2,NA,NA,NA,NA,NA,NA,1,0
"10521",68,682,25153,11,3,25153011003,2,3,NA,2,2,0,4,3,6,99,2,2
"10522",68,682,25153,11,3,25153011003,2,3,NA,2,2,1,8,2,6,99,2,2
"10523",68,682,25153,11,4,25153011004,2,1,NA,2,NA,1,2,3,6,99,2,2
"10524",68,682,25153,11,4,25153011004,2,1,NA,2,NA,2,9,3,6,99,2,2
"10525",68,682,25153,11,8,25153011008,2,5,"thủy lợi",2,NA,1,3,4,6,99,2,2
"10526",68,682,25153,11,8,25153011008,2,5,"thủy lợi",2,NA,2,6,3,6,99,2,2
"10527",68,682,25153,11,11,25153011011,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10528",68,682,25153,11,15,25153011015,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10529",68,683,25159,11,1,25159011001,2,4,NA,2,2,0,14,10,1,99,2,2
"10530",68,683,25159,11,1,25159011001,2,4,NA,2,2,1,16,8,1,99,2,2
"10531",68,683,25159,11,2,25159011002,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10532",68,683,25159,11,5,25159011005,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10533",68,683,25159,11,6,25159011006,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10534",68,683,25159,11,7,25159011007,2,1,NA,2,NA,0,2,5,1,99,1,1
"10535",68,683,25159,11,9,25159011009,2,2,NA,99,NA,0,14,5,1,99,2,2
"10536",68,683,25159,11,9,25159011009,2,2,NA,99,NA,1,16,10,1,99,2,2
"10537",68,683,25159,11,10,25159011010,2,5,"mương thủy lợi",2,NA,0,16,10,1,99,2,2
"10538",68,683,25159,11,10,25159011010,2,5,"mương thủy lợi",2,NA,1,17,15,1,99,2,2
"10539",68,683,25159,11,11,25159011011,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10540",68,683,25159,11,12,25159011012,2,1,NA,2,NA,0,2,3,1,5,1,1
"10541",68,683,25159,11,14,25159011014,2,2,NA,99,NA,0,14,5,1,99,2,2
"10542",68,683,25159,11,14,25159011014,2,2,NA,99,NA,1,15,10,1,99,2,2
"10543",68,683,25159,11,15,25159011015,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10544",70,693,25318,7,2,25318007002,2,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"10545",72,705,25507,7,7,25507007007,2,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"10546",75,734,26122,11,1,26122011001,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10547",75,734,26122,11,3,26122011003,2,5,"nước mưa",2,NA,NA,NA,NA,NA,NA,1,0
"10548",75,734,26122,11,5,26122011005,2,1,NA,2,NA,0,12,4,3,99,1,1
"10549",75,734,26122,11,6,26122011006,2,4,NA,2,2,0,2,2,1,99,2,2
"10550",75,734,26122,11,6,26122011006,2,4,NA,2,2,1,10,2,1,99,2,2
"10551",75,734,26122,11,7,26122011007,2,4,NA,99,2,0,4,2,1,99,2,2
"10552",75,734,26122,11,7,26122011007,2,4,NA,99,2,1,10,2,1,99,2,2
"10553",75,734,26122,11,9,26122011009,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10554",75,734,26122,11,10,26122011010,2,4,NA,2,2,0,1,2,1,99,3,3
"10555",75,734,26122,11,10,26122011010,2,4,NA,2,2,1,6,2,1,99,3,3
"10556",75,734,26122,11,10,26122011010,2,4,NA,2,2,2,12,2,1,99,3,3
"10557",75,734,26122,11,11,26122011011,2,4,NA,2,2,0,3,2,1,99,3,3
"10558",75,734,26122,11,11,26122011011,2,4,NA,2,2,1,11,2,1,99,3,3
"10559",75,734,26122,11,11,26122011011,2,4,NA,2,2,2,15,2,1,99,3,3
"10560",75,734,26122,11,12,26122011012,2,1,NA,2,NA,0,8,7,1,99,1,1
"10561",75,734,26155,26,7,26155026007,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10562",75,734,26155,26,8,26155026008,2,4,NA,99,2,0,2,2,1,99,3,3
"10563",75,734,26155,26,8,26155026008,2,4,NA,99,2,1,10,2,1,99,3,3
"10564",75,734,26155,26,8,26155026008,2,4,NA,99,2,2,16,2,1,99,3,3
"10565",75,734,26155,26,9,26155026009,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10566",75,734,26155,26,10,26155026010,2,1,NA,2,NA,0,8,7,1,99,1,1
"10567",75,734,26155,26,11,26155026011,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10568",75,734,26155,26,12,26155026012,2,1,NA,2,NA,0,8,7,1,99,1,1
"10569",75,734,26155,26,13,26155026013,2,4,NA,2,2,0,1,1,1,99,3,3
"10570",75,734,26155,26,13,26155026013,2,4,NA,2,2,1,7,2,1,99,3,3
"10571",75,734,26155,26,13,26155026013,2,4,NA,2,2,2,11,2,1,99,3,3
"10572",77,750,26584,10,3,26584010003,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10573",77,753,26680,11,8,26680011008,2,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"10574",77,753,26680,11,12,26680011012,2,5,"sông",99,NA,1,18,2,99,0,3,3
"10575",77,753,26680,11,12,26680011012,2,5,"sông",99,NA,2,17,5,99,2,3,3
"10576",77,753,26680,11,12,26680011012,2,5,"sông",99,NA,3,8,2,99,2,3,3
"10577",80,796,27751,5,2,27751005002,2,4,NA,2,2,0,10,8,1,2,1,1
"10578",80,796,27751,5,3,27751005003,2,3,NA,2,2,0,10,7,1,2,1,1
"10579",80,796,27751,5,4,27751005004,2,1,NA,2,NA,0,13,10,1,2,1,1
"10580",80,796,27751,5,6,27751005006,2,3,NA,2,2,0,13,8,1,3,1,1
"10581",80,796,27751,5,7,27751005007,2,3,NA,2,2,0,17,10,6,2,1,1
"10582",80,796,27751,5,8,27751005008,2,1,NA,2,NA,0,3,10,2,2,2,2
"10583",80,796,27751,5,8,27751005008,2,1,NA,2,NA,1,15,5,2,2,2,2
"10584",80,796,27751,5,15,27751005015,2,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"10585",80,795,27793,1,2,27793001002,2,3,NA,2,2,0,2,10,1,0,1,1
"10586",80,795,27793,1,5,27793001005,2,3,NA,2,2,0,5,10,1,7,2,2
"10587",80,795,27793,1,5,27793001005,2,3,NA,2,2,1,17,10,1,3,2,2
"10588",80,795,27793,1,8,27793001008,2,3,NA,2,2,0,6,10,1,6,2,2
"10589",80,795,27793,1,8,27793001008,2,3,NA,2,2,1,17,15,1,3,2,2
"10590",80,795,27793,1,10,27793001010,2,3,NA,2,2,0,7,3,6,0,2,2
"10591",80,795,27793,1,10,27793001010,2,3,NA,2,2,1,11,3,6,0,2,2
"10592",80,802,27952,3,2,27952003002,2,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"10593",80,802,27952,3,3,27952003003,2,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"10594",80,802,27952,3,5,27952003005,2,3,NA,99,2,NA,NA,NA,NA,NA,1,0
"10595",80,802,27952,3,8,27952003008,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10596",80,802,27952,3,9,27952003009,2,4,NA,2,2,1,10,10,5,99,1,1
"10597",80,802,27952,3,10,27952003010,2,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"10598",80,802,27952,3,19,27952003019,2,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"10599",80,802,27964,1,1,27964001001,2,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"10600",80,802,27964,1,2,27964001002,2,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"10601",80,802,27964,1,4,27964001004,2,3,NA,2,2,0,3,10,1,5,2,2
"10602",80,802,27964,1,4,27964001004,2,3,NA,2,2,1,16,10,5,3,2,2
"10603",80,802,27964,1,5,27964001005,2,4,NA,2,2,0,17,10,1,99,2,2
"10604",80,802,27964,1,5,27964001005,2,4,NA,2,2,1,17,15,1,99,2,2
"10605",80,802,27964,1,10,27964001010,2,3,NA,99,2,NA,NA,NA,NA,NA,1,0
"10606",80,802,27967,11,4,27967011004,2,4,NA,99,2,NA,NA,NA,NA,NA,1,0
"10607",80,806,28120,9,3,28120009003,2,3,NA,2,2,0,3,7,1,99,4,4
"10608",80,806,28120,9,3,28120009003,2,3,NA,2,2,1,5,10,1,99,4,4
"10609",80,806,28120,9,3,28120009003,2,3,NA,2,2,2,9,7,1,99,4,4
"10610",80,806,28120,9,3,28120009003,2,3,NA,2,2,3,17,12,1,2,4,4
"10611",80,806,28120,9,4,28120009004,2,3,NA,2,1,0,1,15,1,11,1,1
"10612",80,806,28120,9,7,28120009007,2,4,NA,2,2,0,11,6,6,6,1,1
"10613",80,806,28120,9,13,28120009013,2,3,NA,99,2,0,5,5,1,4,3,3
"10614",80,806,28120,9,13,28120009013,2,3,NA,99,2,1,7,10,1,5,3,3
"10615",80,806,28120,9,13,28120009013,2,3,NA,99,2,2,17,10,1,2,3,3
"10616",80,806,28120,9,14,28120009014,2,4,NA,2,2,0,5,6,5,6,2,2
"10617",80,806,28120,9,14,28120009014,2,4,NA,2,2,1,13,5,5,6,2,2
"10618",80,806,28132,15,1,28132015001,2,4,NA,2,2,0,7,6,5,5,2,2
"10619",80,806,28132,15,1,28132015001,2,4,NA,2,2,1,15,5,6,7,2,2
"10620",80,806,28132,15,2,28132015002,2,3,NA,2,2,0,3,10,1,5,3,3
"10621",80,806,28132,15,2,28132015002,2,3,NA,2,2,1,7,9,1,6,3,3
"10622",80,806,28132,15,2,28132015002,2,3,NA,2,2,2,17,20,1,4,3,3
"10623",80,806,28132,15,6,28132015006,2,4,NA,2,2,0,6,5,6,5,2,2
"10624",80,806,28132,15,6,28132015006,2,4,NA,2,2,1,13,4,6,5,2,2
"10625",80,806,28132,15,9,28132015009,2,5,"trời mưa",99,NA,NA,NA,NA,NA,NA,1,0
"10626",80,806,28132,15,10,28132015010,2,4,NA,2,2,0,5,5,6,5,2,2
"10627",80,806,28132,15,10,28132015010,2,4,NA,2,2,1,13,6,5,6,2,2
"10628",80,806,28132,15,12,28132015012,2,3,NA,99,2,0,4,7,1,5,2,2
"10629",80,806,28132,15,12,28132015012,2,3,NA,99,2,1,17,10,1,4,2,2
"10630",80,806,28132,15,13,28132015013,2,4,NA,2,2,0,1,9,1,12,1,1
"10631",80,806,28132,15,15,28132015015,2,3,NA,2,2,0,3,8,1,6,3,3
"10632",80,806,28132,15,15,28132015015,2,3,NA,2,2,1,6,5,1,6,3,3
"10633",80,806,28132,15,15,28132015015,2,3,NA,2,2,2,17,15,1,3,3,3
"10634",82,818,28357,8,3,28357008003,2,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"10635",82,818,28357,8,7,28357008007,2,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"10636",82,819,28384,2,1,28384002001,2,3,NA,2,2,1,3,20,1,18,3,3
"10637",82,819,28384,2,1,28384002001,2,3,NA,2,2,2,8,7,1,20,3,3
"10638",82,819,28384,2,1,28384002001,2,3,NA,2,2,3,11,7,1,15,3,3
"10639",82,819,28384,2,9,28384002009,2,3,NA,2,2,0,16,20,7,0,1,1
"10640",82,819,28384,2,11,28384002011,2,4,NA,2,2,0,8,7,1,10,2,2
"10641",82,819,28384,2,11,28384002011,2,4,NA,2,2,1,17,10,1,8,2,2
"10642",82,819,28384,2,12,28384002012,2,3,NA,2,2,0,1,5,1,28,4,4
"10643",82,819,28384,2,12,28384002012,2,3,NA,2,2,1,7,4,1,25,4,4
"10644",82,819,28384,2,12,28384002012,2,3,NA,2,2,2,11,3,1,15,4,4
"10645",82,819,28384,2,12,28384002012,2,3,NA,2,2,3,17,12,1,10,4,4
"10646",82,819,28384,2,13,28384002013,2,3,NA,2,2,0,0,7,1,25,4,4
"10647",82,819,28384,2,13,28384002013,2,3,NA,2,2,1,5,4,1,20,4,4
"10648",82,819,28384,2,13,28384002013,2,3,NA,2,2,2,9,4,1,15,4,4
"10649",82,819,28384,2,13,28384002013,2,3,NA,2,2,3,17,15,1,10,4,4
"10650",82,823,28684,19,7,28684019007,2,4,NA,2,2,0,6,2,5,99,2,2
"10651",82,823,28684,19,7,28684019007,2,4,NA,2,2,1,17,10,1,0,2,2
"10652",82,823,28684,19,8,28684019008,2,3,NA,2,2,0,4,3,5,3,3,3
"10653",82,823,28684,19,8,28684019008,2,3,NA,2,2,1,6,3,5,3,3,3
"10654",82,823,28684,19,8,28684019008,2,3,NA,2,2,2,8,3,5,3,3,3
"10655",82,823,28684,19,12,28684019012,2,4,NA,2,2,1,6,3,5,5,8,8
"10656",82,823,28684,19,12,28684019012,2,4,NA,2,2,2,5,3,5,5,8,8
"10657",82,823,28684,19,12,28684019012,2,4,NA,2,2,3,5,3,5,5,8,8
"10658",82,823,28684,19,12,28684019012,2,4,NA,2,2,4,6,3,5,5,8,8
"10659",82,823,28684,19,12,28684019012,2,4,NA,2,2,5,7,3,5,5,8,8
"10660",82,823,28684,19,12,28684019012,2,4,NA,2,2,6,8,3,5,5,8,8
"10661",82,823,28684,19,12,28684019012,2,4,NA,2,2,7,9,3,5,5,8,8
"10662",82,823,28684,19,12,28684019012,2,4,NA,2,2,8,12,3,5,5,8,8
"10663",82,823,28684,19,13,28684019013,2,3,NA,2,2,0,18,10,1,99,1,1
"10664",82,824,28726,13,14,28726013014,2,3,NA,2,2,0,1,2,1,99,1,1
"10665",82,824,28744,19,3,28744019003,2,3,NA,2,2,0,1,4,1,3,3,3
"10666",82,824,28744,19,3,28744019003,2,3,NA,2,2,1,6,3,1,3,3,3
"10667",82,824,28744,19,3,28744019003,2,3,NA,2,2,2,16,15,1,1,3,3
"10668",82,824,28744,19,4,28744019004,2,3,NA,2,2,0,0,3,1,2,3,3
"10669",82,824,28744,19,4,28744019004,2,3,NA,2,2,1,6,4,1,2,3,3
"10670",82,824,28744,19,4,28744019004,2,3,NA,2,2,2,16,15,1,2,3,3
"10671",82,824,28744,19,8,28744019008,2,3,NA,2,2,0,0,3,1,3,4,4
"10672",82,824,28744,19,8,28744019008,2,3,NA,2,2,1,6,3,5,3,4,4
"10673",82,824,28744,19,8,28744019008,2,3,NA,2,2,2,10,3,5,3,4,4
"10674",82,824,28744,19,8,28744019008,2,3,NA,2,2,6,14,15,5,1,4,4
"10675",83,836,29125,5,6,29125005006,2,3,NA,2,2,0,1,7,1,10,2,2
"10676",83,836,29125,5,6,29125005006,2,3,NA,2,2,1,18,15,1,0,2,2
"10677",83,837,29224,7,2,29224007002,2,3,NA,2,2,0,16,3,5,8,2,2
"10678",83,837,29224,7,2,29224007002,2,3,NA,2,2,1,18,3,6,8,2,2
"10679",83,837,29224,7,5,29224007005,2,5,"Nguồn nước sông tự nhiên",2,NA,0,3,1,1,12,2,2
"10680",83,837,29224,7,5,29224007005,2,5,"Nguồn nước sông tự nhiên",2,NA,1,14,3,1,10,2,2
"10681",83,837,29224,7,10,29224007010,2,5,"Sông tự nhiên",2,NA,0,3,1,1,20,2,2
"10682",83,837,29224,7,10,29224007010,2,5,"Sông tự nhiên",2,NA,1,15,2,1,15,2,2
"10683",83,837,29224,7,14,29224007014,2,5,"Nước sông tư nhiên",2,NA,0,1,2,1,20,3,3
"10684",83,837,29224,7,14,29224007014,2,5,"Nước sông tư nhiên",2,NA,1,6,2,1,20,3,3
"10685",83,837,29224,7,14,29224007014,2,5,"Nước sông tư nhiên",2,NA,2,15,3,1,10,3,3
"10686",84,844,29284,2,2,29284002002,2,1,NA,99,NA,0,0,2,1,2,2,2
"10687",84,844,29284,2,2,29284002002,2,1,NA,99,NA,1,18,7,1,5,2,2
"10688",84,844,29284,2,4,29284002004,2,1,NA,99,NA,0,0,5,1,5,2,2
"10689",84,844,29284,2,4,29284002004,2,1,NA,99,NA,1,18,7,1,3,2,2
"10690",84,844,29284,2,9,29284002009,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
"10691",84,844,29284,2,13,29284002013,2,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
"10692",84,844,29284,2,14,29284002014,2,1,NA,99,NA,0,0,7,2,3,2,2
"10693",84,844,29284,2,14,29284002014,2,1,NA,99,NA,1,18,7,2,2,2,2
"10694",84,845,29326,16,5,29326016005,2,4,NA,2,2,0,4,2,1,3,3,3
"10695",84,845,29326,16,5,29326016005,2,4,NA,2,2,1,8,3,6,3,3,3
"10696",84,845,29326,16,5,29326016005,2,4,NA,2,2,2,13,2,6,2,3,3
"10697",84,845,29326,16,9,29326016009,2,3,NA,2,2,NA,NA,NA,NA,NA,1,0
"10698",84,845,29326,16,11,29326016011,2,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"10699",84,845,29326,16,15,29326016015,2,4,NA,2,2,NA,NA,NA,NA,NA,1,0
"10700",84,846,29347,2,5,29347002005,2,3,NA,99,2,0,5,5,1,3,5,5
"10701",84,846,29347,2,5,29347002005,2,3,NA,99,2,1,8,5,1,3,5,5
"10702",84,846,29347,2,5,29347002005,2,3,NA,99,2,2,10,5,1,3,5,5
"10703",84,846,29347,2,5,29347002005,2,3,NA,99,2,3,12,5,1,3,5,5
"10704",84,846,29347,2,5,29347002005,2,3,NA,99,2,4,14,6,1,3,5,5
"10705",84,846,29347,2,10,29347002010,2,4,NA,2,2,0,1,7,1,5,2,2
"10706",84,846,29347,2,10,29347002010,2,4,NA,2,2,1,13,20,1,2,2,2
"10707",84,846,29347,2,12,29347002012,2,3,NA,99,2,0,3,2,1,99,2,2
"10708",84,846,29347,2,12,29347002012,2,3,NA,99,2,1,9,3,1,99,2,2
"10709",84,846,29347,2,13,29347002013,2,2,NA,2,NA,0,4,2,1,99,3,3
"10710",84,846,29347,2,13,29347002013,2,2,NA,2,NA,1,7,2,1,99,3,3
"10711",84,846,29347,2,13,29347002013,2,2,NA,2,NA,2,14,2,1,99,3,3
"10712",84,847,29383,10,3,29383010003,2,3,NA,2,2,0,11,5,1,99,1,1
"10713",84,847,29383,10,4,29383010004,2,3,NA,2,2,0,4,7,1,99,1,1
"10714",84,847,29383,10,5,29383010005,2,3,NA,2,2,0,4,7,1,99,1,1
"10715",84,847,29383,10,6,29383010006,2,4,NA,2,2,0,2,1,3,99,3,3
"10716",84,847,29383,10,6,29383010006,2,4,NA,2,2,1,16,1,3,99,3,3
"10717",84,847,29383,10,6,29383010006,2,4,NA,2,2,2,18,3,3,99,3,3
"10718",84,847,29383,10,9,29383010009,2,4,NA,2,2,0,1,2,3,99,3,3
"10719",84,847,29383,10,9,29383010009,2,4,NA,2,2,1,14,2,3,99,3,3
"10720",84,847,29383,10,9,29383010009,2,4,NA,2,2,2,18,3,3,99,3,3
"10721",84,847,29383,10,10,29383010010,2,4,NA,1,2,0,1,2,2,99,2,2
"10722",84,847,29383,10,10,29383010010,2,4,NA,1,2,1,18,2,2,99,2,2
"10723",84,847,29404,19,1,29404019001,2,3,NA,2,2,0,12,7,1,99,1,1
"10724",84,847,29404,19,2,29404019002,2,4,NA,99,2,0,2,1,1,99,2,2
"10725",84,847,29404,19,2,29404019002,2,4,NA,99,2,1,18,2,1,99,2,2
"10726",84,847,29404,19,5,29404019005,2,3,NA,2,2,0,12,7,1,99,1,1
"10727",84,849,29464,23,2,29464023002,2,4,NA,99,2,0,1,2,1,2,2,2
"10728",84,849,29464,23,2,29464023002,2,4,NA,99,2,1,7,6,1,1,2,2
"10729",84,849,29464,23,3,29464023003,2,4,NA,99,2,0,6,6,1,1,1,1
"10730",84,849,29464,23,5,29464023005,2,4,NA,99,2,0,6,7,1,1,2,2
"10731",84,849,29464,23,5,29464023005,2,4,NA,99,2,1,17,10,1,99,2,2
"10732",84,849,29464,23,6,29464023006,2,4,NA,99,2,0,17,10,1,1,1,1
"10733",84,849,29464,23,9,29464023009,2,4,NA,99,2,0,4,5,1,99,1,1
"10734",84,849,29464,23,10,29464023010,2,4,NA,99,2,0,6,7,1,99,2,2
"10735",84,849,29464,23,10,29464023010,2,4,NA,99,2,1,17,10,1,1,2,2
"10736",84,849,29464,23,13,29464023013,2,4,NA,99,2,0,17,7,1,1,1,1
"10737",84,849,29464,23,14,29464023014,2,4,NA,99,2,0,6,4,1,99,2,2
"10738",84,849,29464,23,14,29464023014,2,4,NA,99,2,1,10,5,1,2,2,2
"10739",84,849,29464,23,15,29464023015,2,4,NA,99,2,0,11,4,6,99,1,1
"10740",84,851,29518,12,6,29518012006,2,4,NA,99,2,NA,NA,NA,NA,NA,1,0
"10741",84,851,29518,12,8,29518012008,2,4,NA,99,2,NA,NA,NA,NA,NA,1,0
"10742",84,851,29518,12,9,29518012009,2,4,NA,99,2,0,7,2,6,5,2,2
"10743",84,851,29518,12,9,29518012009,2,4,NA,99,2,1,9,3,5,6,2,2
"10744",84,851,29518,12,10,29518012010,2,4,NA,99,2,NA,NA,NA,NA,NA,1,0
"10745",84,851,29518,12,12,29518012012,2,3,NA,99,2,0,17,2,6,5,1,1
"10746",84,851,29518,12,15,29518012015,2,3,NA,99,2,NA,NA,NA,NA,NA,1,0
"10747",86,857,29593,21,5,29593021005,2,5,"Tự rút nước",1,NA,0,0,3,1,99,3,3
"10748",86,857,29593,21,5,29593021005,2,5,"Tự rút nước",1,NA,1,15,20,1,99,3,3
"10749",86,857,29593,21,5,29593021005,2,5,"Tự rút nước",1,NA,2,18,10,1,99,3,3
"10750",86,857,29593,21,7,29593021007,2,5,"Tự rút nước",1,NA,0,1,2,1,99,3,3
"10751",86,857,29593,21,7,29593021007,2,5,"Tự rút nước",1,NA,1,15,20,1,99,3,3
"10752",86,857,29593,21,7,29593021007,2,5,"Tự rút nước",1,NA,2,18,10,1,99,3,3
"10753",86,857,29593,21,10,29593021010,2,3,NA,1,2,1,1,5,1,10,3,3
"10754",86,857,29593,21,10,29593021010,2,3,NA,1,2,2,15,15,99,99,3,3
"10755",86,857,29593,21,10,29593021010,2,3,NA,1,2,3,17,15,1,0,3,3
"10756",86,857,29593,21,11,29593021011,2,5,"dẫn nước từ đập vào",1,NA,0,1,3,1,10,3,3
"10757",86,857,29593,21,11,29593021011,2,5,"dẫn nước từ đập vào",1,NA,1,15,15,99,99,3,3
"10758",86,857,29593,21,11,29593021011,2,5,"dẫn nước từ đập vào",1,NA,2,17,15,1,0,3,3
"10759",86,857,29593,21,13,29593021013,2,5,"dẫn nước từ kênh rạch vô",1,NA,1,1,5,1,10,4,4
"10760",86,857,29593,21,13,29593021013,2,5,"dẫn nước từ kênh rạch vô",1,NA,2,7,20,1,5,4,4
