"","MATINH","Province_name","Region","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","KYDIEUTRA","app_id","n_app","fert_type","type_other","formula_n","formula_p","formula_k","fert_kg","area_unit","stage","count"
"1134",14,"Tinh Son La","2_NMMA",126,4180,3,5,4180003005,1,0,2,2,NA,NA,NA,NA,12,2,2,2
"1135",14,"Tinh Son La","2_NMMA",126,4180,3,5,4180003005,1,1,2,2,NA,NA,NA,NA,12,2,4,2
"1136",14,"Tinh Son La","2_NMMA",126,4180,3,6,4180003006,1,0,2,1,NA,46,0,0,15,1,9,2
"1137",14,"Tinh Son La","2_NMMA",126,4180,3,6,4180003006,1,1,2,1,NA,46,0,0,15,2,11,2
"1138",14,"Tinh Son La","2_NMMA",126,4180,3,7,4180003007,1,0,2,1,NA,46,0,0,10,1,5,2
"1139",14,"Tinh Son La","2_NMMA",126,4180,3,7,4180003007,1,1,2,2,NA,NA,NA,NA,10,1,8,2
"1140",14,"Tinh Son La","2_NMMA",126,4180,3,8,4180003008,1,0,2,4,NA,20,20,15,25,2,3,2
"1141",14,"Tinh Son La","2_NMMA",126,4180,3,8,4180003008,1,1,2,1,NA,46,0,0,15,2,9,2
"1142",14,"Tinh Son La","2_NMMA",126,4180,3,9,4180003009,1,0,2,4,NA,20,20,15,20,2,2,2
"1143",14,"Tinh Son La","2_NMMA",126,4180,3,9,4180003009,1,1,2,1,NA,46,0,0,10,2,10,2
"1144",14,"Tinh Son La","2_NMMA",126,4180,3,10,4180003010,1,0,2,4,NA,20,20,15,20,2,5,2
"1145",14,"Tinh Son La","2_NMMA",126,4180,3,10,4180003010,1,1,2,1,NA,46,0,0,10,2,9,2
"1146",14,"Tinh Son La","2_NMMA",126,4180,3,11,4180003011,1,0,2,1,NA,10,10,5,15,2,6,2
"1147",14,"Tinh Son La","2_NMMA",126,4180,3,11,4180003011,1,1,2,1,NA,46,0,0,10,2,10,2
"1148",14,"Tinh Son La","2_NMMA",126,4180,3,12,4180003012,1,0,2,1,NA,20,20,15,25,1,3,2
"1149",14,"Tinh Son La","2_NMMA",126,4180,3,12,4180003012,1,1,2,3,NA,NA,NA,NA,50,1,14,2
"1150",14,"Tinh Son La","2_NMMA",126,4180,3,13,4180003013,1,0,3,2,NA,20,20,15,25,1,3,3
"1151",14,"Tinh Son La","2_NMMA",126,4180,3,13,4180003013,1,1,3,1,NA,20,20,15,10,1,9,3
"1152",14,"Tinh Son La","2_NMMA",126,4180,3,13,4180003013,1,2,3,3,NA,NA,NA,NA,25,1,16,3
"1153",14,"Tinh Son La","2_NMMA",126,4180,3,14,4180003014,1,0,2,2,NA,NA,NA,NA,100,1,2,2
"1154",14,"Tinh Son La","2_NMMA",126,4180,3,14,4180003014,1,1,2,1,NA,20,20,15,50,0,13,2
"1155",14,"Tinh Son La","2_NMMA",126,4180,3,15,4180003015,1,0,2,2,NA,NA,NA,NA,10,1,5,2
"1156",14,"Tinh Son La","2_NMMA",126,4180,3,15,4180003015,1,1,2,2,NA,NA,NA,NA,10,1,9,2
"1157",15,"Tinh Yen Bai","2_NMMA",133,4285,1,2,4285001002,1,0,2,6,"phân dúi",NA,NA,NA,20,4,1,2
"1158",15,"Tinh Yen Bai","2_NMMA",133,4285,1,2,4285001002,1,1,2,1,NA,0,0,0,20,4,12,2
"1159",15,"Tinh Yen Bai","2_NMMA",133,4285,1,3,4285001003,1,0,1,6,"phân rúi",NA,NA,NA,20,4,2,1
"1160",15,"Tinh Yen Bai","2_NMMA",133,4285,1,6,4285001006,1,1,1,6,"pHÂN DÚI",NA,NA,NA,20,4,3,1
"1161",15,"Tinh Yen Bai","2_NMMA",133,4285,1,7,4285001007,1,0,1,4,NA,20,20,15,20,4,1,1
"1162",15,"Tinh Yen Bai","2_NMMA",133,4285,1,8,4285001008,1,1,1,1,NA,0,0,0,15,4,4,1
"1163",15,"Tinh Yen Bai","2_NMMA",133,4285,1,9,4285001009,1,0,2,6,"phân dúi",NA,NA,NA,20,4,3,2
"1164",15,"Tinh Yen Bai","2_NMMA",133,4285,1,9,4285001009,1,1,2,6,"dúi",NA,NA,NA,20,4,7,2
"1165",15,"Tinh Yen Bai","2_NMMA",133,4285,1,11,4285001011,1,1,1,6,"dúi",NA,NA,NA,9,4,5,1
"1166",15,"Tinh Yen Bai","2_NMMA",135,4318,8,1,4318008001,1,0,2,2,NA,NA,NA,NA,15,2,1,2
"1167",15,"Tinh Yen Bai","2_NMMA",135,4318,8,1,4318008001,1,1,2,1,NA,8,10,3,4,2,9,2
"1168",15,"Tinh Yen Bai","2_NMMA",135,4318,8,2,4318008002,1,0,3,4,NA,20,4,5,20,2,2,3
"1169",15,"Tinh Yen Bai","2_NMMA",135,4318,8,2,4318008002,1,1,3,3,NA,NA,NA,NA,4,2,4,3
"1170",15,"Tinh Yen Bai","2_NMMA",135,4318,8,2,4318008002,1,2,3,3,NA,NA,NA,NA,5,2,5,3
"1171",15,"Tinh Yen Bai","2_NMMA",135,4318,8,3,4318008003,1,0,2,3,NA,NA,NA,NA,20,2,2,2
"1172",15,"Tinh Yen Bai","2_NMMA",135,4318,8,3,4318008003,1,1,2,4,NA,15,4,5,20,2,4,2
"1173",15,"Tinh Yen Bai","2_NMMA",135,4318,8,4,4318008004,1,0,2,2,NA,NA,NA,NA,20,2,2,2
"1174",15,"Tinh Yen Bai","2_NMMA",135,4318,8,4,4318008004,1,1,2,6,"phân dúi",NA,NA,NA,12,2,5,2
"1175",15,"Tinh Yen Bai","2_NMMA",135,4318,8,5,4318008005,1,0,2,4,NA,8,10,3,10,2,1,2
"1176",15,"Tinh Yen Bai","2_NMMA",135,4318,8,5,4318008005,1,1,2,1,NA,21,0,0,3,2,5,2
"1177",15,"Tinh Yen Bai","2_NMMA",135,4318,8,6,4318008006,1,0,2,2,NA,NA,NA,NA,14,2,2,2
"1178",15,"Tinh Yen Bai","2_NMMA",135,4318,8,6,4318008006,1,1,2,1,NA,8,10,3,5,2,9,2
"1179",15,"Tinh Yen Bai","2_NMMA",135,4318,8,8,4318008008,1,0,3,4,NA,8,10,3,6,2,0,3
"1180",15,"Tinh Yen Bai","2_NMMA",135,4318,8,8,4318008008,1,1,3,1,NA,21,0,0,2,2,7,3
"1181",15,"Tinh Yen Bai","2_NMMA",135,4318,8,8,4318008008,1,2,3,4,NA,20,20,15,15,2,13,3
"1182",15,"Tinh Yen Bai","2_NMMA",135,4318,8,10,4318008010,1,0,2,2,NA,NA,NA,NA,12,2,2,2
"1183",15,"Tinh Yen Bai","2_NMMA",135,4318,8,10,4318008010,1,1,2,1,NA,8,10,3,1.2,2,8,2
"1184",15,"Tinh Yen Bai","2_NMMA",135,4318,8,12,4318008012,1,0,2,2,NA,NA,NA,NA,30,2,2,2
"1185",15,"Tinh Yen Bai","2_NMMA",135,4318,8,12,4318008012,1,1,2,6,"phân dúi",NA,NA,NA,20,2,5,2
"1186",15,"Tinh Yen Bai","2_NMMA",135,4318,8,13,4318008013,1,0,2,2,NA,NA,NA,NA,18,2,2,2
"1187",15,"Tinh Yen Bai","2_NMMA",135,4318,8,13,4318008013,1,1,2,3,NA,NA,NA,NA,10,2,5,2
"1188",15,"Tinh Yen Bai","2_NMMA",135,4318,8,14,4318008014,1,0,2,2,NA,NA,NA,NA,15,2,1,2
"1189",15,"Tinh Yen Bai","2_NMMA",135,4318,8,14,4318008014,1,1,2,1,NA,8,10,3,4,2,11,2
"1190",15,"Tinh Yen Bai","2_NMMA",135,4318,8,16,4318008016,1,0,3,4,NA,8,10,3,8,2,0,3
"1191",15,"Tinh Yen Bai","2_NMMA",135,4318,8,16,4318008016,1,1,3,1,NA,21,0,0,2,2,5,3
"1192",15,"Tinh Yen Bai","2_NMMA",135,4318,8,16,4318008016,1,2,3,4,NA,20,20,15,10,2,11,3
"1193",15,"Tinh Yen Bai","2_NMMA",136,4399,7,1,4399007001,1,0,3,4,NA,8,10,3,15,2,0,3
"1194",15,"Tinh Yen Bai","2_NMMA",136,4399,7,1,4399007001,1,1,3,1,NA,46,0,0,5,2,3,3
"1195",15,"Tinh Yen Bai","2_NMMA",136,4399,7,1,4399007001,1,2,3,1,NA,46,0,0,5,2,4,3
"1196",15,"Tinh Yen Bai","2_NMMA",136,4399,7,2,4399007002,1,0,2,4,NA,8,10,3,15,2,1,2
"1197",15,"Tinh Yen Bai","2_NMMA",136,4399,7,2,4399007002,1,1,2,1,NA,46,0,0,5,2,4,2
"1198",15,"Tinh Yen Bai","2_NMMA",136,4399,7,3,4399007003,1,0,2,4,NA,8,10,3,15,2,0,2
"1199",15,"Tinh Yen Bai","2_NMMA",136,4399,7,3,4399007003,1,1,2,1,NA,46,0,0,5,2,3,2
"1200",15,"Tinh Yen Bai","2_NMMA",136,4399,7,4,4399007004,1,0,3,4,NA,5,10,3,20,2,0,3
"1201",15,"Tinh Yen Bai","2_NMMA",136,4399,7,4,4399007004,1,1,3,4,NA,5,10,3,20,2,7,3
"1202",15,"Tinh Yen Bai","2_NMMA",136,4399,7,4,4399007004,1,2,3,1,NA,46,0,0,5,2,6,3
"1203",15,"Tinh Yen Bai","2_NMMA",136,4399,7,5,4399007005,1,0,2,4,NA,5,10,3,25,2,0,2
"1204",15,"Tinh Yen Bai","2_NMMA",136,4399,7,5,4399007005,1,1,2,1,NA,46,0,0,6,2,8,2
"1205",15,"Tinh Yen Bai","2_NMMA",136,4399,7,6,4399007006,1,0,2,4,NA,5,10,3,20,2,1,2
"1206",15,"Tinh Yen Bai","2_NMMA",136,4399,7,6,4399007006,1,1,2,1,NA,0,0,0,5,2,5,2
"1207",15,"Tinh Yen Bai","2_NMMA",136,4399,7,8,4399007008,1,0,2,4,NA,5,10,3,20,2,0,2
"1208",15,"Tinh Yen Bai","2_NMMA",136,4399,7,8,4399007008,1,1,2,1,NA,46,0,0,5,2,8,2
"1209",15,"Tinh Yen Bai","2_NMMA",136,4399,7,9,4399007009,1,0,2,4,NA,5,10,3,22,2,8,2
"1210",15,"Tinh Yen Bai","2_NMMA",136,4399,7,9,4399007009,1,1,2,1,NA,46,0,0,3,2,12,2
"1211",15,"Tinh Yen Bai","2_NMMA",136,4399,7,10,4399007010,1,1,3,4,NA,NA,NA,NA,25,2,3,3
"1212",15,"Tinh Yen Bai","2_NMMA",136,4399,7,10,4399007010,1,2,3,4,NA,NA,NA,NA,25,2,7,3
"1213",15,"Tinh Yen Bai","2_NMMA",136,4399,7,10,4399007010,1,3,3,1,NA,NA,NA,NA,10,2,7,3
"1214",15,"Tinh Yen Bai","2_NMMA",137,4459,6,1,4459006001,1,0,3,4,NA,15,15,10,12,2,2,3
"1215",15,"Tinh Yen Bai","2_NMMA",137,4459,6,1,4459006001,1,1,3,4,NA,20,20,15,12,2,14,3
"1216",15,"Tinh Yen Bai","2_NMMA",137,4459,6,1,4459006001,1,2,3,4,NA,13,5,7,12,2,13,3
"1217",15,"Tinh Yen Bai","2_NMMA",137,4459,6,2,4459006002,1,1,3,1,NA,NA,NA,NA,20,2,0,3
"1218",15,"Tinh Yen Bai","2_NMMA",137,4459,6,2,4459006002,1,2,3,2,NA,NA,NA,NA,50,2,4,3
"1219",15,"Tinh Yen Bai","2_NMMA",137,4459,6,2,4459006002,1,3,3,4,NA,NA,NA,NA,50,2,6,3
"1220",15,"Tinh Yen Bai","2_NMMA",137,4459,6,3,4459006003,1,0,3,4,NA,15,15,10,13,2,4,3
"1221",15,"Tinh Yen Bai","2_NMMA",137,4459,6,3,4459006003,1,1,3,4,NA,20,20,15,14,2,7,3
"1222",15,"Tinh Yen Bai","2_NMMA",137,4459,6,3,4459006003,1,2,3,4,NA,12,8,12,15,2,13,3
"1223",15,"Tinh Yen Bai","2_NMMA",137,4459,6,4,4459006004,1,0,3,1,NA,46,0,0,20,2,2,3
"1224",15,"Tinh Yen Bai","2_NMMA",137,4459,6,4,4459006004,1,1,3,4,NA,20,20,15,50,2,12,3
"1225",15,"Tinh Yen Bai","2_NMMA",137,4459,6,4,4459006004,1,2,3,3,NA,NA,NA,NA,30,2,16,3
"1226",15,"Tinh Yen Bai","2_NMMA",137,4459,6,5,4459006005,1,0,3,4,NA,15,15,15,11,2,4,3
"1227",15,"Tinh Yen Bai","2_NMMA",137,4459,6,5,4459006005,1,1,3,4,NA,20,20,15,12,2,9,3
"1228",15,"Tinh Yen Bai","2_NMMA",137,4459,6,5,4459006005,1,2,3,4,NA,20,20,15,14,2,13,3
"1229",15,"Tinh Yen Bai","2_NMMA",137,4459,6,6,4459006006,1,0,1,1,NA,20,20,15,20,2,6,1
"1230",15,"Tinh Yen Bai","2_NMMA",137,4459,6,7,4459006007,1,0,3,4,NA,8,10,3,12,2,2,3
"1231",15,"Tinh Yen Bai","2_NMMA",137,4459,6,7,4459006007,1,1,3,4,NA,20,20,15,14,2,7,3
"1232",15,"Tinh Yen Bai","2_NMMA",137,4459,6,7,4459006007,1,2,3,4,NA,10,10,15,13,2,13,3
"1233",15,"Tinh Yen Bai","2_NMMA",137,4459,6,8,4459006008,1,0,1,1,NA,20,20,15,100,2,11,1
"1234",15,"Tinh Yen Bai","2_NMMA",137,4459,6,9,4459006009,1,0,3,4,NA,8,10,3,12,2,1,3
"1235",15,"Tinh Yen Bai","2_NMMA",137,4459,6,9,4459006009,1,1,3,4,NA,20,20,15,15,2,7,3
"1236",15,"Tinh Yen Bai","2_NMMA",137,4459,6,9,4459006009,1,2,3,4,NA,10,10,15,13,2,13,3
"1237",15,"Tinh Yen Bai","2_NMMA",137,4459,6,10,4459006010,1,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"1238",15,"Tinh Yen Bai","2_NMMA",137,4459,6,11,4459006011,1,0,3,4,NA,8,10,5,12,2,2,3
"1239",15,"Tinh Yen Bai","2_NMMA",137,4459,6,11,4459006011,1,1,3,4,NA,20,20,15,14,2,6,3
"1240",15,"Tinh Yen Bai","2_NMMA",137,4459,6,11,4459006011,1,2,3,4,NA,15,15,10,15,2,12,3
"1241",15,"Tinh Yen Bai","2_NMMA",138,4537,8,1,4537008001,1,0,2,4,NA,20,20,15,25,2,3,2
"1242",15,"Tinh Yen Bai","2_NMMA",138,4537,8,1,4537008001,1,1,2,1,NA,46,0,0,5,2,11,2
"1243",15,"Tinh Yen Bai","2_NMMA",138,4537,8,3,4537008003,1,0,2,4,NA,20,20,15,12.5,2,5,2
"1244",15,"Tinh Yen Bai","2_NMMA",138,4537,8,3,4537008003,1,1,2,1,NA,46,1,0,5,2,11,2
"1245",15,"Tinh Yen Bai","2_NMMA",138,4537,8,4,4537008004,1,0,1,6,"phân zúi",NA,NA,NA,30,2,0,1
"1246",15,"Tinh Yen Bai","2_NMMA",138,4537,8,5,4537008005,1,0,1,6,"phân zui",NA,NA,NA,30,2,0,1
"1247",15,"Tinh Yen Bai","2_NMMA",138,4537,8,6,4537008006,1,0,2,6,"phân zúi",NA,NA,NA,30,2,0,2
"1248",15,"Tinh Yen Bai","2_NMMA",138,4537,8,6,4537008006,1,1,2,4,NA,20,20,15,30,2,3,2
"1249",15,"Tinh Yen Bai","2_NMMA",138,4537,8,7,4537008007,1,1,2,4,NA,20,20,15,25,2,3,2
"1250",15,"Tinh Yen Bai","2_NMMA",138,4537,8,7,4537008007,1,2,2,1,NA,46,0,0,5,2,11,2
"1251",15,"Tinh Yen Bai","2_NMMA",138,4537,8,8,4537008008,1,0,2,4,NA,20,20,15,26,2,3,2
"1252",15,"Tinh Yen Bai","2_NMMA",138,4537,8,8,4537008008,1,1,2,1,NA,46,0,0,5,2,11,2
"1253",15,"Tinh Yen Bai","2_NMMA",138,4537,8,9,4537008009,1,0,2,4,NA,20,20,15,23,2,3,2
"1254",15,"Tinh Yen Bai","2_NMMA",138,4537,8,9,4537008009,1,1,2,1,NA,46,0,0,4,2,11,2
"1255",15,"Tinh Yen Bai","2_NMMA",138,4537,8,10,4537008010,1,0,2,4,NA,20,28,15,5,2,11,2
"1256",15,"Tinh Yen Bai","2_NMMA",138,4537,8,10,4537008010,1,1,2,4,NA,46,0,0,10,2,7,2
"1257",15,"Tinh Yen Bai","2_NMMA",138,4537,8,11,4537008011,1,0,2,4,NA,20,20,15,25,2,5,2
"1258",15,"Tinh Yen Bai","2_NMMA",138,4537,8,11,4537008011,1,1,2,1,NA,46,0,0,6,2,11,2
"1259",15,"Tinh Yen Bai","2_NMMA",138,4537,8,12,4537008012,1,0,2,4,NA,20,20,15,25,2,1,2
"1260",15,"Tinh Yen Bai","2_NMMA",138,4537,8,12,4537008012,1,1,2,1,NA,46,0,0,7,2,11,2
"1261",15,"Tinh Yen Bai","2_NMMA",138,4537,8,13,4537008013,1,0,2,4,NA,20,20,15,20,2,3,2
"1262",15,"Tinh Yen Bai","2_NMMA",138,4537,8,13,4537008013,1,1,2,1,NA,46,0,0,8,2,11,2
"1263",15,"Tinh Yen Bai","2_NMMA",138,4537,8,14,4537008014,1,0,2,4,NA,20,20,15,15,2,3,2
"1264",15,"Tinh Yen Bai","2_NMMA",138,4537,8,14,4537008014,1,1,2,4,NA,20,20,15,15,2,11,2
"1265",15,"Tinh Yen Bai","2_NMMA",138,4537,8,15,4537008015,1,0,2,4,NA,20,20,15,15,2,5,2
"1266",15,"Tinh Yen Bai","2_NMMA",138,4537,8,15,4537008015,1,1,2,4,NA,20,20,15,15,2,11,2
"1267",15,"Tinh Yen Bai","2_NMMA",140,4672,2,1,4672002001,1,1,2,4,NA,6,6,16,23,2,0,2
"1268",15,"Tinh Yen Bai","2_NMMA",140,4672,2,1,4672002001,1,2,2,4,NA,6,6,16,25,2,3,2
"1269",15,"Tinh Yen Bai","2_NMMA",140,4672,2,3,4672002003,1,1,1,6,"phân dúi",NA,NA,NA,14.4,2,1,1
"1270",15,"Tinh Yen Bai","2_NMMA",140,4672,2,5,4672002005,1,1,2,2,NA,NA,NA,NA,25,2,0,2
"1271",15,"Tinh Yen Bai","2_NMMA",140,4672,2,5,4672002005,1,2,2,6,"dúi",NA,NA,NA,33,2,3,2
"1272",15,"Tinh Yen Bai","2_NMMA",140,4672,2,13,4672002013,1,1,2,2,NA,NA,NA,NA,18,2,0,2
"1273",15,"Tinh Yen Bai","2_NMMA",140,4672,2,13,4672002013,1,2,2,6,"dúi",NA,NA,NA,14,2,4,2
"1274",15,"Tinh Yen Bai","2_NMMA",140,4672,2,16,4672002016,1,1,3,4,NA,NA,NA,NA,18,2,0,3
"1275",15,"Tinh Yen Bai","2_NMMA",140,4672,2,16,4672002016,1,2,3,6,"phân dúi",NA,NA,NA,10.8,2,1,3
"1276",15,"Tinh Yen Bai","2_NMMA",140,4672,2,16,4672002016,1,3,3,1,NA,NA,NA,NA,7.2,2,11,3
"1277",15,"Tinh Yen Bai","2_NMMA",140,4687,11,2,4687011002,1,1,2,4,NA,NA,NA,NA,13,2,0,2
"1278",15,"Tinh Yen Bai","2_NMMA",140,4687,11,2,4687011002,1,2,2,6,"dúi",NA,NA,NA,25.7,2,1,2
"1279",15,"Tinh Yen Bai","2_NMMA",140,4687,11,3,4687011003,1,1,3,4,NA,NA,NA,NA,10.8,2,0,3
"1280",15,"Tinh Yen Bai","2_NMMA",140,4687,11,3,4687011003,1,2,3,6,"dúi",NA,NA,NA,18,2,3,3
"1281",15,"Tinh Yen Bai","2_NMMA",140,4687,11,3,4687011003,1,3,3,3,NA,NA,NA,NA,10.8,2,6,3
"1282",15,"Tinh Yen Bai","2_NMMA",140,4687,11,4,4687011004,1,1,1,6,"phân dúi",NA,NA,NA,18,2,0,1
"1283",15,"Tinh Yen Bai","2_NMMA",140,4687,11,6,4687011006,1,1,1,6,"phân dúi",NA,NA,NA,14.18,2,1,1
"1284",15,"Tinh Yen Bai","2_NMMA",140,4687,11,7,4687011007,1,1,2,4,NA,NA,NA,NA,19.64,2,0,2
"1285",15,"Tinh Yen Bai","2_NMMA",140,4687,11,7,4687011007,1,2,2,6,"phân dúi",NA,NA,NA,22.91,2,1,2
"1286",15,"Tinh Yen Bai","2_NMMA",140,4687,11,9,4687011009,1,1,2,6,"phân dúi",NA,NA,NA,18,2,3,2
"1287",15,"Tinh Yen Bai","2_NMMA",140,4687,11,9,4687011009,1,2,2,2,NA,NA,NA,NA,25,2,6,2
"1288",15,"Tinh Yen Bai","2_NMMA",140,4687,11,11,4687011011,1,1,2,6,"phân dúi",20,20,15,16,2,3,2
"1289",15,"Tinh Yen Bai","2_NMMA",140,4687,11,11,4687011011,1,2,2,2,NA,NA,NA,NA,30,2,6,2
"1290",15,"Tinh Yen Bai","2_NMMA",141,4768,3,2,4768003002,1,0,3,6,"Phân 3 màu",NA,NA,NA,100,2,4,3
"1291",15,"Tinh Yen Bai","2_NMMA",141,4768,3,2,4768003002,1,1,3,4,NA,10,15,5,100,3,10,3
"1292",15,"Tinh Yen Bai","2_NMMA",141,4768,3,2,4768003002,1,2,3,3,NA,NA,NA,NA,50,2,10,3
"1293",15,"Tinh Yen Bai","2_NMMA",141,4768,3,3,4768003003,1,0,3,6,"Trộn đạm với kali",NA,NA,NA,70,2,5,3
"1294",15,"Tinh Yen Bai","2_NMMA",141,4768,3,3,4768003003,1,1,3,4,NA,10,10,5,60,2,10,3
"1295",15,"Tinh Yen Bai","2_NMMA",141,4768,3,3,4768003003,1,2,3,3,NA,NA,NA,NA,30,2,12,3
"1296",15,"Tinh Yen Bai","2_NMMA",141,4768,3,7,4768003007,1,0,2,4,NA,0,0,0,15,2,2,2
"1297",15,"Tinh Yen Bai","2_NMMA",141,4768,3,7,4768003007,1,1,2,1,NA,0,0,0,10,2,3,2
"1298",15,"Tinh Yen Bai","2_NMMA",141,4768,3,9,4768003009,1,0,3,2,NA,NA,NA,NA,18,2,1,3
"1299",15,"Tinh Yen Bai","2_NMMA",141,4768,3,9,4768003009,1,1,3,4,NA,13,13,13,8,2,7,3
"1300",15,"Tinh Yen Bai","2_NMMA",141,4768,3,9,4768003009,1,2,3,3,NA,NA,NA,NA,5,2,13,3
"1301",15,"Tinh Yen Bai","2_NMMA",141,4768,3,10,4768003010,1,0,2,4,NA,8,7,3,20,2,0,2
"1302",15,"Tinh Yen Bai","2_NMMA",141,4768,3,10,4768003010,1,1,2,1,NA,46,0,0,5,2,7,2
"1303",15,"Tinh Yen Bai","2_NMMA",141,4768,3,12,4768003012,1,0,3,6,"trộn đạm với NPK",NA,NA,NA,100,2,1,3
"1304",15,"Tinh Yen Bai","2_NMMA",141,4768,3,12,4768003012,1,1,3,6,"Phân 3 màu",NA,NA,NA,50,2,4,3
"1305",15,"Tinh Yen Bai","2_NMMA",141,4768,3,12,4768003012,1,2,3,6,"trộn đạm với kali",NA,NA,NA,20,2,6,3
"1306",15,"Tinh Yen Bai","2_NMMA",141,4768,3,13,4768003013,1,0,3,4,NA,0,0,0,20,2,2,3
"1307",15,"Tinh Yen Bai","2_NMMA",141,4768,3,13,4768003013,1,1,3,4,NA,0,0,0,20,2,3,3
"1308",15,"Tinh Yen Bai","2_NMMA",141,4768,3,13,4768003013,1,2,3,4,NA,0,0,0,15,2,6,3
"1309",15,"Tinh Yen Bai","2_NMMA",141,4768,3,15,4768003015,1,0,3,2,NA,NA,NA,NA,15,2,1,3
"1310",15,"Tinh Yen Bai","2_NMMA",141,4768,3,15,4768003015,1,1,3,1,NA,13,13,13,7,2,6,3
"1311",15,"Tinh Yen Bai","2_NMMA",141,4768,3,15,4768003015,1,2,3,6,"phân rúi",NA,NA,NA,5,2,16,3
"1312",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,5,4978006005,1,0,2,1,NA,13,13,13,3,1,13,2
"1313",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,5,4978006005,1,1,2,4,NA,13,13,13,5,1,11,2
"1314",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,6,4978006006,1,0,2,1,NA,21,0,0,2,2,2,2
"1315",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,6,4978006006,1,1,2,4,NA,12,12,8,2.5,2,10,2
"1316",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,7,4978006007,1,0,2,4,NA,20,16,4,2.5,2,3,2
"1317",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,7,4978006007,1,1,2,4,NA,12,12,8,2.5,2,8,2
"1318",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,9,4978006009,1,0,2,1,NA,21,0,0,1.5,2,5,2
"1319",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,9,4978006009,1,1,2,3,NA,NA,NA,NA,2.5,2,9,2
"1320",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,12,4978006012,1,0,2,2,NA,NA,NA,NA,10,1,11,2
"1321",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,12,4978006012,1,1,2,1,NA,6,10,3,10,1,11,2
"1322",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,13,4978006013,1,0,2,4,NA,13,13,13,15,1,10,2
"1323",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,13,4978006013,1,1,2,4,NA,13,13,13,15,1,11,2
"1324",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,14,4978006014,1,0,2,1,NA,13,13,13,10,1,13,2
"1325",17,"Tinh Hoa Binh","2_NMMA",153,4978,6,14,4978006014,1,1,2,4,NA,8,10,3,10,1,13,2
"1326",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,1,4987001001,1,0,2,4,NA,12,12,8,2.5,2,4,2
"1327",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,1,4987001001,1,1,2,4,NA,12,12,8,2.5,2,9,2
"1328",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,2,4987001002,1,0,2,4,NA,12,12,8,2.5,2,3,2
"1329",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,2,4987001002,1,1,2,4,NA,12,12,8,2.5,2,9,2
"1330",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,3,4987001003,1,0,2,4,NA,20,20,15,20,1,0,2
"1331",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,3,4987001003,1,1,2,4,NA,20,20,15,15,1,3,2
"1332",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,4,4987001004,1,0,2,4,NA,20,20,15,10,1,0,2
"1333",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,4,4987001004,1,1,2,4,NA,20,20,15,10,1,3,2
"1334",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,5,4987001005,1,0,2,4,NA,20,20,15,20,1,0,2
"1335",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,5,4987001005,1,1,2,4,NA,20,20,15,20,1,3,2
"1336",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,6,4987001006,1,0,2,4,NA,20,20,15,30,1,0,2
"1337",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,6,4987001006,1,1,2,4,NA,20,20,15,30,1,3,2
"1338",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,7,4987001007,1,0,2,4,NA,20,20,15,20,1,0,2
"1339",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,7,4987001007,1,1,2,4,NA,20,20,15,30,1,3,2
"1340",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,9,4987001009,1,0,2,4,NA,20,16,5,2.5,2,3,2
"1341",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,9,4987001009,1,1,2,4,NA,12,12,8,2.5,2,10,2
"1342",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,10,4987001010,1,0,2,1,NA,21,0,0,2.5,2,3,2
"1343",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,10,4987001010,1,1,2,4,NA,12,12,8,2.5,2,7,2
"1344",17,"Tinh Hoa Binh","2_NMMA",153,4987,1,11,4987001011,1,0,2,4,NA,20,16,4,2.5,2,3,2
