"","MATINH","Province_name","Region","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","KYDIEUTRA","app_id","n_app","fert_type","type_other","formula_n","formula_p","formula_k","fert_kg","area_unit","stage","count"
"19694",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,4,2602005004,3,2,3,4,"",20,20,15,7,2,11,3
"19695",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,4,2602005004,3,0,3,4,"",20,20,15,10,2,0,3
"19696",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,4,2602005004,3,1,3,1,"",46,0,0,4,2,7,3
"19697",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,10,2602005010,3,0,2,4,"",20,20,15,13,2,0,2
"19698",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,10,2602005010,3,1,2,4,"",20,20,15,15,2,1,2
"19699",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,15,2602005015,3,0,3,4,"",20,20,15,12,2,2,3
"19700",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,15,2602005015,3,1,3,4,"",20,20,15,20,2,8,3
"19701",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,15,2602005015,3,2,3,4,"",20,20,15,10,2,14,3
"19702",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,9,2602005009,3,0,1,1,"",15,15,10,8,2,2,1
"19703",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,14,2602005014,3,2,3,4,"",20,20,15,15,3,16,3
"19704",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,14,2602005014,3,1,3,4,"",20,20,15,20,2,10,3
"19705",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,14,2602005014,3,0,3,4,"",20,20,15,30,2,4,3
"19706",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,13,2602005013,3,1,2,4,"",20,20,15,15,2,8,2
"19707",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,13,2602005013,3,0,2,4,"",20,20,15,20,2,2,2
"19708",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,11,2602005011,3,0,2,4,"",20,20,15,2,2,2,2
"19709",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,11,2602005011,3,1,2,4,"",20,20,15,3,2,2,2
"19710",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,2,2602005002,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19711",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,7,2602005007,3,1,3,3,"",NA,NA,NA,6,2,3,3
"19712",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,7,2602005007,3,2,3,4,"",20,20,15,8,2,3,3
"19713",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,7,2602005007,3,0,3,1,"",15,15,10,5,2,1,3
"19714",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,8,2602005008,3,1,2,4,"",20,20,14,10,2,5,2
"19715",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,8,2602005008,3,0,2,1,"",20,20,15,8,2,4,2
"19716",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,1,2602005001,3,0,1,1,"",46,0,0,8,2,1,1
"19717",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,5,2602005005,3,0,2,4,"",20,20,15,5,2,0,2
"19718",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,5,2602005005,3,1,2,4,"",20,20,15,6,2,3,2
"19719",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,3,2602005003,3,0,1,4,"",20,20,15,150,2,1,1
"19720",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,6,2602005006,3,0,2,4,"",20,20,15,3,2,0,2
"19721",8,"Tinh Tuyen Quang","2_NMMA",76,2602,5,6,2602005006,3,1,2,1,"",46,0,0,2,2,5,2
"19722",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,1,2605010001,3,0,3,4,"",20,20,15,15,2,2,3
"19723",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,1,2605010001,3,2,3,3,"",NA,NA,NA,5,2,13,3
"19724",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,1,2605010001,3,1,3,1,"",46,0,0,8,2,8,3
"19725",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,10,2605010010,3,0,2,4,"",20,20,15,4,2,0,2
"19726",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,10,2605010010,3,1,2,1,"",46,0,0,3,2,7,2
"19727",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,7,2605010007,3,1,3,3,"",NA,NA,NA,6,2,3,3
"19728",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,7,2605010007,3,0,3,1,"",20,20,15,8,2,2,3
"19729",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,7,2605010007,3,2,3,4,"",20,20,15,10,2,5,3
"19730",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,5,2605010005,3,0,1,4,"",20,20,15,6,2,2,1
"19731",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,9,2605010009,3,1,3,3,"",NA,NA,NA,6,2,3,3
"19732",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,9,2605010009,3,2,3,4,"",20,20,15,10,2,5,3
"19733",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,9,2605010009,3,0,3,1,"",20,20,15,8,2,1,3
"19734",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,6,2605010006,3,1,2,4,"",20,20,15,8,2,2,2
"19735",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,6,2605010006,3,0,2,4,"",20,20,15,10,2,2,2
"19736",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,8,2605010008,3,2,3,4,"",20,15,15,10,2,5,3
"19737",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,8,2605010008,3,1,3,1,"",15,15,10,8,2,3,3
"19738",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,8,2605010008,3,0,3,3,"",NA,NA,NA,6,2,1,3
"19739",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,3,2605010003,3,0,3,4,"",20,20,15,15,2,3,3
"19740",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,3,2605010003,3,1,3,4,"",8,10,3,10,2,10,3
"19741",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,3,2605010003,3,2,3,1,"",46,0,0,5,2,16,3
"19742",8,"Tinh Tuyen Quang","2_NMMA",76,2605,10,4,2605010004,3,0,1,4,"",20,20,15,10,2,1,1
"19743",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,6,2623007006,3,0,2,4,"",20,20,15,5,2,0,2
"19744",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,6,2623007006,3,1,2,1,"",46,0,0,3,2,7,2
"19745",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,13,2623007013,3,0,2,4,"",20,20,15,15,2,3,2
"19746",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,13,2623007013,3,1,2,1,"",46,0,0,5,2,8,2
"19747",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,5,2623007005,3,0,2,4,"",20,20,15,2,2,0,2
"19748",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,5,2623007005,3,1,2,1,"",46,0,0,5,2,7,2
"19749",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,14,2623007014,3,1,3,1,"",46,0,0,5,2,8,3
"19750",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,14,2623007014,3,2,3,2,"",NA,NA,NA,3,2,12,3
"19751",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,14,2623007014,3,0,3,4,"",20,20,15,15,2,3,3
"19752",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,1,2623007001,3,0,1,4,"",20,20,15,50,2,2,1
"19753",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,10,2623007010,3,0,2,4,"",20,20,15,10,2,1,2
"19754",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,10,2623007010,3,1,2,4,"",20,20,15,11,2,2,2
"19755",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,15,2623007015,3,1,2,4,"",20,20,15,12,2,8,2
"19756",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,15,2623007015,3,0,2,4,"",20,20,15,15,2,2,2
"19757",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,9,2623007009,3,2,3,4,"",20,20,15,10,2,4,3
"19758",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,9,2623007009,3,1,3,1,"",20,20,15,8,2,3,3
"19759",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,9,2623007009,3,0,3,3,"",NA,NA,NA,6,2,1,3
"19760",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,3,2623007003,3,0,1,4,"",20,20,15,250,2,1,1
"19761",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,11,2623007011,3,0,2,4,"",20,20,15,10,2,2,2
"19762",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,11,2623007011,3,1,2,4,"",20,20,15,10,2,2,2
"19763",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,8,2623007008,3,1,3,1,"",20,20,15,8,2,3,3
"19764",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,8,2623007008,3,2,3,4,"",20,20,15,10,3,4,3
"19765",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,8,2623007008,3,0,3,3,"",NA,NA,NA,6,2,2,3
"19766",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,7,2623007007,3,0,3,3,"",NA,NA,NA,6,2,1,3
"19767",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,7,2623007007,3,1,3,1,"",20,20,15,8,2,3,3
"19768",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,7,2623007007,3,2,3,4,"",15,15,10,10,2,4,3
"19769",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,4,2623007004,3,1,2,1,"",46,0,0,3,2,6,2
"19770",8,"Tinh Tuyen Quang","2_NMMA",76,2623,7,4,2623007004,3,0,2,4,"",20,20,15,3,2,0,2
"19771",10,"Tinh Lao Cai","2_NMMA",80,2680,8,1,2680008001,3,0,1,4,"",20,10,21,3,2,3,1
"19772",10,"Tinh Lao Cai","2_NMMA",80,2680,8,11,2680008011,3,0,2,4,"",8,46,21,1,2,5,2
"19773",10,"Tinh Lao Cai","2_NMMA",80,2680,8,11,2680008011,3,1,2,4,"",10,0,0,18,2,7,2
"19774",10,"Tinh Lao Cai","2_NMMA",80,2680,8,13,2680008013,3,0,1,4,"",20,10,0,24,2,6,1
"19775",10,"Tinh Lao Cai","2_NMMA",80,2680,8,12,2680008012,3,0,1,4,"",3,0,0,18,2,9,1
"19776",10,"Tinh Lao Cai","2_NMMA",80,2680,8,9,2680008009,3,0,1,4,"",8,46,21,1,2,5,1
"19777",10,"Tinh Lao Cai","2_NMMA",80,2680,8,15,2680008015,3,0,1,4,"",15,3,0,22,2,7,1
"19778",10,"Tinh Lao Cai","2_NMMA",80,2680,8,5,2680008005,3,0,1,4,"",20,10,21,23,2,5,1
"19779",10,"Tinh Lao Cai","2_NMMA",80,2680,8,8,2680008008,3,1,2,4,"",10,0,0,22,2,5,2
"19780",10,"Tinh Lao Cai","2_NMMA",80,2680,8,8,2680008008,3,0,2,4,"",3,0,0,16,2,6,2
"19781",10,"Tinh Lao Cai","2_NMMA",80,2680,8,3,2680008003,3,0,2,4,"",15,3,0,15,2,3,2
"19782",10,"Tinh Lao Cai","2_NMMA",80,2680,8,3,2680008003,3,1,2,2,"",NA,NA,NA,18,2,5,2
"19783",10,"Tinh Lao Cai","2_NMMA",80,2680,8,10,2680008010,3,0,1,4,"",3,46,21,16,2,7,1
"19784",10,"Tinh Lao Cai","2_NMMA",80,2680,8,2,2680008002,3,0,1,4,"",8,0,21,15,2,5,1
"19785",10,"Tinh Lao Cai","2_NMMA",80,2680,8,14,2680008014,3,0,1,4,"",8,46,21,22,2,11,1
"19786",10,"Tinh Lao Cai","2_NMMA",80,2680,8,4,2680008004,3,0,1,4,"",20,10,0,18,2,3,1
"19787",10,"Tinh Lao Cai","2_NMMA",80,2680,8,7,2680008007,3,0,1,4,"",8,46,21,15,2,5,1
"19788",10,"Tinh Lao Cai","2_NMMA",84,2803,2,8,2803002008,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19789",10,"Tinh Lao Cai","2_NMMA",84,2803,2,11,2803002011,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19790",10,"Tinh Lao Cai","2_NMMA",84,2803,2,10,2803002010,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19791",10,"Tinh Lao Cai","2_NMMA",84,2803,2,9,2803002009,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19792",10,"Tinh Lao Cai","2_NMMA",84,2803,2,1,2803002001,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19793",10,"Tinh Lao Cai","2_NMMA",84,2803,2,15,2803002015,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19794",10,"Tinh Lao Cai","2_NMMA",84,2803,2,14,2803002014,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19795",10,"Tinh Lao Cai","2_NMMA",84,2803,2,6,2803002006,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19796",10,"Tinh Lao Cai","2_NMMA",84,2803,2,2,2803002002,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19797",10,"Tinh Lao Cai","2_NMMA",84,2803,2,7,2803002007,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19798",10,"Tinh Lao Cai","2_NMMA",84,2803,2,13,2803002013,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19799",10,"Tinh Lao Cai","2_NMMA",84,2803,2,12,2803002012,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19800",10,"Tinh Lao Cai","2_NMMA",84,2803,2,4,2803002004,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19801",10,"Tinh Lao Cai","2_NMMA",86,2917,3,7,2917003007,3,0,2,4,"",20,20,15,50,2,3,2
"19802",10,"Tinh Lao Cai","2_NMMA",86,2917,3,7,2917003007,3,1,2,1,"",21,0,0,7,2,4,2
"19803",10,"Tinh Lao Cai","2_NMMA",86,2917,3,15,2917003015,3,1,2,2,"",NA,NA,NA,38,2,9,2
"19804",10,"Tinh Lao Cai","2_NMMA",86,2917,3,15,2917003015,3,0,2,2,"",NA,NA,NA,38,2,2,2
"19805",10,"Tinh Lao Cai","2_NMMA",86,2917,3,12,2917003012,3,1,4,2,"",NA,NA,NA,20,2,4,4
"19806",10,"Tinh Lao Cai","2_NMMA",86,2917,3,12,2917003012,3,0,4,2,"",NA,NA,NA,20,2,1,4
"19807",10,"Tinh Lao Cai","2_NMMA",86,2917,3,12,2917003012,3,2,4,2,"",NA,NA,NA,20,2,7,4
"19808",10,"Tinh Lao Cai","2_NMMA",86,2917,3,12,2917003012,3,3,4,2,"",NA,NA,NA,5,2,9,4
"19809",10,"Tinh Lao Cai","2_NMMA",86,2932,9,13,2932009013,3,1,2,4,"",8,10,3,25,2,3,2
"19810",10,"Tinh Lao Cai","2_NMMA",86,2932,9,13,2932009013,3,0,2,4,"",8,10,3,25,2,2,2
"19811",10,"Tinh Lao Cai","2_NMMA",86,2932,9,17,2932009017,3,0,2,4,"",8,10,3,25,2,1,2
"19812",10,"Tinh Lao Cai","2_NMMA",86,2932,9,17,2932009017,3,1,2,1,"",46,0,0,8,2,1,2
"19813",10,"Tinh Lao Cai","2_NMMA",86,2932,9,8,2932009008,3,0,1,2,"",NA,NA,NA,25,2,2,1
"19814",10,"Tinh Lao Cai","2_NMMA",88,3052,3,4,3052003004,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19815",10,"Tinh Lao Cai","2_NMMA",88,3052,3,13,3052003013,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19816",10,"Tinh Lao Cai","2_NMMA",88,3052,3,5,3052003005,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19817",10,"Tinh Lao Cai","2_NMMA",88,3052,3,3,3052003003,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19818",10,"Tinh Lao Cai","2_NMMA",88,3052,3,14,3052003014,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19819",10,"Tinh Lao Cai","2_NMMA",88,3052,3,7,3052003007,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19820",10,"Tinh Lao Cai","2_NMMA",88,3052,3,11,3052003011,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19821",10,"Tinh Lao Cai","2_NMMA",88,3052,3,10,3052003010,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19822",10,"Tinh Lao Cai","2_NMMA",88,3052,3,8,3052003008,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19823",10,"Tinh Lao Cai","2_NMMA",88,3052,3,9,3052003009,3,0,1,4,"",20,20,15,15,2,1,1
"19824",10,"Tinh Lao Cai","2_NMMA",88,3052,3,12,3052003012,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19825",10,"Tinh Lao Cai","2_NMMA",88,3052,3,1,3052003001,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19826",10,"Tinh Lao Cai","2_NMMA",88,3052,3,6,3052003006,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19827",10,"Tinh Lao Cai","2_NMMA",88,3052,3,2,3052003002,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19828",10,"Tinh Lao Cai","2_NMMA",88,3052,3,15,3052003015,3,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1
"19829",10,"Tinh Lao Cai","2_NMMA",89,3073,5,3,3073005003,3,1,2,1,"",46,0,0,8,2,14,2
"19830",10,"Tinh Lao Cai","2_NMMA",89,3073,5,3,3073005003,3,0,2,4,"",20,20,15,25,2,1,2
"19831",10,"Tinh Lao Cai","2_NMMA",89,3073,5,1,3073005001,3,0,1,4,"",20,20,15,50,2,6,1
"19832",10,"Tinh Lao Cai","2_NMMA",89,3073,5,11,3073005011,3,0,2,4,"",20,20,15,2,2,9,2
"19833",10,"Tinh Lao Cai","2_NMMA",89,3073,5,11,3073005011,3,1,2,1,"",20,20,15,1,2,10,2
"19834",10,"Tinh Lao Cai","2_NMMA",89,3073,5,9,3073005009,3,0,2,4,"",20,20,15,100,2,5,2
"19835",10,"Tinh Lao Cai","2_NMMA",89,3073,5,9,3073005009,3,1,2,4,"",20,20,15,90,2,11,2
"19836",10,"Tinh Lao Cai","2_NMMA",89,3073,5,6,3073005006,3,0,1,4,"",20,20,15,5,2,13,1
"19837",10,"Tinh Lao Cai","2_NMMA",89,3073,5,4,3073005004,3,0,1,1,"",20,20,15,5,2,13,1
"19838",10,"Tinh Lao Cai","2_NMMA",89,3073,5,14,3073005014,3,0,1,4,"",20,20,15,4,2,8,1
"19839",10,"Tinh Lao Cai","2_NMMA",89,3073,5,10,3073005010,3,0,2,4,"",20,20,15,105,2,12,2
"19840",10,"Tinh Lao Cai","2_NMMA",89,3073,5,10,3073005010,3,1,2,4,"",20,20,15,50,2,12,2
"19841",10,"Tinh Lao Cai","2_NMMA",89,3073,5,8,3073005008,3,0,2,4,"",20,20,15,26,2,4,2
"19842",10,"Tinh Lao Cai","2_NMMA",89,3073,5,8,3073005008,3,1,2,1,"",46,0,0,8,2,12,2
"19843",10,"Tinh Lao Cai","2_NMMA",89,3073,5,7,3073005007,3,0,2,4,"",20,20,15,28,2,4,2
"19844",10,"Tinh Lao Cai","2_NMMA",89,3073,5,7,3073005007,3,1,2,1,"",46,0,0,7.5,2,14,2
"19845",10,"Tinh Lao Cai","2_NMMA",89,3073,5,13,3073005013,3,0,1,4,"",20,20,15,2,2,7,1
"19846",10,"Tinh Lao Cai","2_NMMA",89,3073,5,5,3073005005,3,0,2,4,"",20,20,15,2,2,7,2
"19847",10,"Tinh Lao Cai","2_NMMA",89,3073,5,5,3073005005,3,1,2,1,"",40,0,0,2,2,11,2
"19848",10,"Tinh Lao Cai","2_NMMA",89,3073,5,2,3073005002,3,0,2,2,"",NA,NA,NA,25,2,2,2
"19849",10,"Tinh Lao Cai","2_NMMA",89,3073,5,2,3073005002,3,1,2,4,"",20,20,15,20,2,13,2
"19850",10,"Tinh Lao Cai","2_NMMA",89,3073,5,15,3073005015,3,1,2,4,"",20,20,15,30,2,12,2
"19851",10,"Tinh Lao Cai","2_NMMA",89,3073,5,15,3073005015,3,0,2,4,"",20,20,15,30,2,6,2
"19852",10,"Tinh Lao Cai","2_NMMA",89,3073,5,12,3073005012,3,1,2,1,"",45,0,0,5,2,17,2
"19853",10,"Tinh Lao Cai","2_NMMA",89,3073,5,12,3073005012,3,0,2,4,"",20,20,15,10,2,13,2
"19854",11,"Tinh Dien Bien","2_NMMA",95,3148,2,12,3148002012,3,0,2,4,"",20,20,15,20,2,4,2
"19855",11,"Tinh Dien Bien","2_NMMA",95,3148,2,12,3148002012,3,1,2,4,"",20,20,15,20,2,15,2
"19856",11,"Tinh Dien Bien","2_NMMA",95,3148,2,5,3148002005,3,0,2,4,"",20,20,15,12,2,4,2
"19857",11,"Tinh Dien Bien","2_NMMA",95,3148,2,5,3148002005,3,1,2,3,"",NA,NA,NA,16,2,12,2
"19858",11,"Tinh Dien Bien","2_NMMA",95,3184,11,2,3184011002,3,1,2,4,"",8,10,3,37,4,5,2
"19859",11,"Tinh Dien Bien","2_NMMA",95,3184,11,2,3184011002,3,0,2,4,"",20,20,15,32,4,0,2
"19860",11,"Tinh Dien Bien","2_NMMA",95,3184,11,5,3184011005,3,1,2,4,"",8,10,3,41,4,4,2
"19861",11,"Tinh Dien Bien","2_NMMA",95,3184,11,5,3184011005,3,0,2,4,"",20,20,15,32,4,0,2
"19862",11,"Tinh Dien Bien","2_NMMA",95,3184,11,1,3184011001,3,0,2,4,"",20,20,15,30,4,0,2
"19863",11,"Tinh Dien Bien","2_NMMA",95,3184,11,1,3184011001,3,1,2,4,"",8,10,3,40,4,4,2
"19864",11,"Tinh Dien Bien","2_NMMA",95,3184,11,15,3184011015,3,0,2,4,"",20,20,15,31,4,0,2
"19865",11,"Tinh Dien Bien","2_NMMA",95,3184,11,15,3184011015,3,1,2,4,"",8,10,3,42,4,5,2
"19866",11,"Tinh Dien Bien","2_NMMA",95,3184,11,9,3184011009,3,1,2,4,"",8,10,3,40,4,4,2
"19867",11,"Tinh Dien Bien","2_NMMA",95,3184,11,9,3184011009,3,0,2,4,"",20,20,15,30,4,0,2
"19868",11,"Tinh Dien Bien","2_NMMA",95,3184,11,3,3184011003,3,0,2,4,"",20,20,15,32,4,0,2
"19869",11,"Tinh Dien Bien","2_NMMA",95,3184,11,3,3184011003,3,1,2,4,"",8,10,3,40,4,5,2
"19870",11,"Tinh Dien Bien","2_NMMA",95,3184,11,8,3184011008,3,1,2,4,"",8,10,3,40,4,5,2
"19871",11,"Tinh Dien Bien","2_NMMA",95,3184,11,8,3184011008,3,0,2,4,"",20,20,15,32,4,0,2
"19872",11,"Tinh Dien Bien","2_NMMA",95,3184,11,6,3184011006,3,0,2,4,"",20,20,15,31,4,0,2
"19873",11,"Tinh Dien Bien","2_NMMA",95,3184,11,6,3184011006,3,1,2,4,"",8,10,3,40,4,3,2
"19874",11,"Tinh Dien Bien","2_NMMA",95,3184,11,10,3184011010,3,0,2,4,"",20,20,15,34,4,0,2
"19875",11,"Tinh Dien Bien","2_NMMA",95,3184,11,10,3184011010,3,1,2,4,"",8,10,3,40,4,5,2
"19876",11,"Tinh Dien Bien","2_NMMA",95,3184,11,7,3184011007,3,1,2,4,"",8,10,3,40,4,5,2
"19877",11,"Tinh Dien Bien","2_NMMA",95,3184,11,7,3184011007,3,0,2,4,"",20,20,15,32,4,0,2
"19878",11,"Tinh Dien Bien","2_NMMA",96,3161,6,9,3161006009,3,1,1,1,"",0,0,0,20,4,5,1
"19879",11,"Tinh Dien Bien","2_NMMA",96,3161,6,1,3161006001,3,1,1,1,"",20,20,15,20,4,5,1
"19880",11,"Tinh Dien Bien","2_NMMA",96,3161,6,14,3161006014,3,1,1,1,"",20,20,15,20,4,4,1
"19881",11,"Tinh Dien Bien","2_NMMA",96,3161,6,12,3161006012,3,1,1,1,"",20,20,15,20,4,4,1
"19882",11,"Tinh Dien Bien","2_NMMA",96,3161,6,6,3161006006,3,1,1,1,"",20,20,15,20,4,5,1
"19883",11,"Tinh Dien Bien","2_NMMA",96,3161,6,10,3161006010,3,1,1,1,"",0,0,0,20,4,5,1
"19884",11,"Tinh Dien Bien","2_NMMA",96,3161,6,5,3161006005,3,1,1,1,"",20,20,15,20,4,5,1
"19885",11,"Tinh Dien Bien","2_NMMA",96,3161,6,8,3161006008,3,1,1,1,"",20,20,15,20,4,3,1
"19886",11,"Tinh Dien Bien","2_NMMA",96,3161,6,7,3161006007,3,1,1,1,"",20,20,15,20,4,4,1
"19887",11,"Tinh Dien Bien","2_NMMA",96,3161,6,4,3161006004,3,1,1,1,"",20,20,15,20,4,5,1
"19888",11,"Tinh Dien Bien","2_NMMA",96,3161,6,15,3161006015,3,1,1,1,"",20,20,15,20,4,4,1
"19889",11,"Tinh Dien Bien","2_NMMA",96,3161,6,13,3161006013,3,1,1,1,"",20,20,15,20,4,5,1
"19890",11,"Tinh Dien Bien","2_NMMA",96,3161,6,3,3161006003,3,1,1,1,"",20,20,15,20,4,3,1
"19891",11,"Tinh Dien Bien","2_NMMA",96,3161,6,2,3161006002,3,1,1,1,"",20,20,15,20,4,4,1
"19892",11,"Tinh Dien Bien","2_NMMA",96,3161,6,11,3161006011,3,1,1,1,"",20,20,15,20,4,2,1
"19893",11,"Tinh Dien Bien","2_NMMA",98,3217,4,3,3217004003,3,1,2,1,"",46,0,0,18,4,2,2
"19894",11,"Tinh Dien Bien","2_NMMA",98,3217,4,3,3217004003,3,2,2,2,"",NA,NA,NA,35,4,2,2
"19895",11,"Tinh Dien Bien","2_NMMA",98,3217,4,14,3217004014,3,1,2,1,"",15,15,15,6,2,2,2
"19896",11,"Tinh Dien Bien","2_NMMA",98,3217,4,14,3217004014,3,0,2,1,"",15,15,15,6,2,1,2
"19897",11,"Tinh Dien Bien","2_NMMA",98,3217,4,15,3217004015,3,1,1,1,"",15,15,15,18,4,2,1
"19898",11,"Tinh Dien Bien","2_NMMA",98,3217,4,6,3217004006,3,2,2,2,"",NA,NA,NA,20,4,2,2
"19899",11,"Tinh Dien Bien","2_NMMA",98,3217,4,6,3217004006,3,1,2,1,"",46,0,0,18,4,2,2
"19900",11,"Tinh Dien Bien","2_NMMA",98,3217,4,2,3217004002,3,2,2,2,"",NA,NA,NA,30,4,8,2
"19901",11,"Tinh Dien Bien","2_NMMA",98,3217,4,2,3217004002,3,1,2,1,"",46,0,0,18,4,2,2
"19902",11,"Tinh Dien Bien","2_NMMA",98,3217,4,4,3217004004,3,1,2,1,"",46,0,0,18,4,2,2
"19903",11,"Tinh Dien Bien","2_NMMA",98,3217,4,4,3217004004,3,2,2,2,"",NA,NA,NA,20,4,2,2
"19904",11,"Tinh Dien Bien","2_NMMA",98,3217,4,10,3217004010,3,1,1,1,"",15,15,15,18,4,2,1
"19905",11,"Tinh Dien Bien","2_NMMA",98,3217,4,13,3217004013,3,1,2,1,"",15,15,15,4,2,2,2
"19906",11,"Tinh Dien Bien","2_NMMA",98,3217,4,13,3217004013,3,0,2,1,"",15,15,15,5,2,1,2
