"","MATINH","MAHUYEN","MAXA","MADIABAN","IDHO","KYDIEUTRA","store_method","harvest_combine","harvest_strawbaler","harvest_manual","harvest_other","timing","moisture","dry_method","n_app_drug","n_app_insect_fungi","n_insecticide","n_fungicide","n_app_fert","sum_fert","water_source","pipe","n_drydown","ws_method","ws_area_unit","ws_rate_ha","certified","rice_name","Province_name","Region","HOSO","DANTOCCHUHO","THUNHAP","TONGCHITIEU","M8_C1","dummy_1m","dummy_1r","dummy_1m1r","dummy_2r_fert","dummy_2r_n_app","dummy_1m2r","dummy_3r_n_app","dummy_3r_insect_1app","dummy_3r_fungi_2app","dummy_3r_insect_final","dummy_3r_fungi_final","dummy_1m3r","dummy_4r","dummy_1m4r","dummy_5r","dummy_1m5r"
"1167",26,249,8935,12,8935012011,1,2,1,0,0,0,3,3,2,1,1,1,0,3,42.78,1,NA,0,5,"Sao Trung Bo (500m2)",40,1,"lúa nhật","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"1168",26,249,8935,12,8935012015,1,2,1,0,0,0,2,1,2,1,1,1,0,3,38.89,1,NA,0,5,"Sao Bac Bo (360m2)",55.5555555555556,1,"lúa nhật","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
"1169",26,251,9046,2,9046002001,1,2,1,0,0,0,3,2,2,3,3,3,3,4,110.55,1,NA,0,5,"Sao Bac Bo (360m2)",30.5555555555556,1,"J08","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"1170",26,251,9046,2,9046002003,1,2,1,0,0,0,3,2,2,3,3,3,3,4,97.22,1,NA,0,5,"Sao Bac Bo (360m2)",30.5555555555556,1,"adj18","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1171",26,251,9046,2,9046002005,1,2,1,0,0,0,3,2,2,3,3,3,3,3,100.28,1,NA,0,5,"Sao Bac Bo (360m2)",33.3333333333333,1,"J08","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"1172",26,251,9046,2,9046002006,1,3,1,0,0,0,3,2,2,2,1,1,0,3,113.89,1,NA,0,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Lúa thơm","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"1173",26,251,9046,2,9046002008,1,3,1,0,0,0,3,2,2,1,1,1,1,3,132.23,1,NA,0,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"lúa thơm","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"1174",26,251,9046,2,9046002009,1,3,1,0,0,0,3,2,2,3,3,3,0,3,164.45,1,NA,0,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"TBR225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"1175",26,251,9046,2,9046002013,1,3,1,0,0,0,3,2,2,3,2,2,0,2,127.77,1,NA,0,4,"Sao Bac Bo (360m2)",27.7777777777778,1,"TBR225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"1176",26,251,9055,3,9055003001,1,3,1,0,0,0,3,2,2,4,4,1,3,4,60,1,NA,0,5,"Sao Bac Bo (360m2)",33.3333333333333,1,"HDT8","Tinh Vinh Phuc","1_RRD","1",1,86113,0,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"1177",26,251,9055,3,9055003002,1,2,1,0,0,0,3,2,2,3,3,3,3,4,111.11,1,NA,0,5,"Sao Bac Bo (360m2)",30.5555555555556,1,"adj8","Tinh Vinh Phuc","1_RRD","2",1,135763,53935,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"1178",26,251,9055,3,9055003004,1,2,1,0,0,0,3,2,2,3,3,3,3,4,55,1,NA,0,5,"Sao Bac Bo (360m2)",33.3333333333333,1,"J08","Tinh Vinh Phuc","1_RRD","4",1,30337,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1179",26,251,9055,3,9055003006,1,3,1,0,0,0,3,2,2,3,2,2,0,3,119.45,1,NA,0,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"tám thơm","Tinh Vinh Phuc","1_RRD","6",1,76611,0,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"1180",26,251,9055,3,9055003007,1,3,1,0,0,0,3,2,2,3,2,1,1,4,157.79,1,NA,0,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Q5","Tinh Vinh Phuc","1_RRD","7",1,202969,93416,3,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"1181",26,251,9055,3,9055003008,1,3,1,0,0,0,3,2,2,3,1,1,0,2,87.5,1,NA,0,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"HT1","Tinh Vinh Phuc","1_RRD","8",1,209496,NA,4,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"1182",26,251,9055,3,9055003009,1,3,1,0,0,0,3,2,2,3,2,2,0,3,145.56,1,NA,0,5,"Sao Bac Bo (360m2)",41.6666666666667,1,"Khang dân","Tinh Vinh Phuc","1_RRD","9",1,117061,0,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"1183",26,251,9055,3,9055003011,1,3,1,0,0,0,3,2,2,2,1,1,0,3,121.66,1,NA,0,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"TBR225","Tinh Vinh Phuc","1_RRD","11",1,50711,53573.5,2,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"1184",26,251,9055,3,9055003012,1,2,1,0,0,0,3,2,2,3,3,3,3,4,78.89,1,NA,0,5,"Sao Bac Bo (360m2)",33.3333333333333,1,"ADJ28","Tinh Vinh Phuc","1_RRD","12",1,81361,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"1185",26,251,9055,3,9055003013,1,3,1,0,0,0,3,2,2,2,1,1,0,3,132.23,1,NA,0,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"TBR225","Tinh Vinh Phuc","1_RRD","13",1,260233,0,3,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"1186",26,252,9079,8,9079008001,1,3,1,0,0,0,2,2,2,8,2,2,0,3,64.17,1,NA,3,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
"1187",26,252,9079,8,9079008002,1,3,1,0,0,0,2,2,2,4,3,2,1,2,185.55,1,NA,0,5,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"1188",26,252,9079,8,9079008003,1,3,1,0,0,0,3,2,2,4,3,3,0,3,130,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"1189",26,252,9079,8,9079008006,1,3,1,0,0,0,2,2,2,2,1,2,0,2,172.77,1,NA,2,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"1190",26,252,9079,8,9079008007,1,3,1,0,0,0,2,2,2,5,1,1,0,3,118.33,1,NA,3,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"1191",26,252,9079,8,9079008008,1,3,1,0,0,0,3,2,2,3,2,2,0,3,161.66,1,NA,1,5,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"1192",26,252,9079,8,9079008009,1,2,1,0,0,0,3,1,2,3,0,3,0,3,121.11,1,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"tnb 225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"1193",26,252,9079,8,9079008010,1,3,1,0,0,0,3,2,2,3,2,2,0,2,118.61,1,NA,0,5,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"1194",26,252,9079,8,9079008011,1,2,1,0,0,0,3,1,2,4,2,3,0,3,156.11,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"tbr225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"1195",26,252,9079,8,9079008014,1,3,1,0,0,0,2,2,2,7,2,2,0,3,153.33,1,NA,3,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
"1196",26,252,9079,8,9079008015,1,2,1,0,0,0,3,1,2,4,1,4,0,3,108.33,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"tbr225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"1197",26,252,9112,9,9112009006,1,3,1,0,0,0,2,2,2,5,1,1,0,3,118.33,1,NA,2,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"1198",26,252,9112,9,9112009007,1,3,1,0,0,0,2,2,2,5,1,1,0,3,118.33,1,NA,3,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Vinh Phuc","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"1199",27,258,9220,7,9220007007,1,2,1,0,0,0,2,1,1,1,1,1,0,3,4002.5,2,NA,2,5,"Sao Trung Bo (500m2)",30,1,"tr225","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0
"1200",27,259,9268,1,9268001001,1,3,1,0,0,0,3,2,2,2,1,1,0,3,61.11,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"bc15","Tinh Bac Ninh","1_RRD","1",1,149109,NA,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"1201",27,259,9268,1,9268001002,1,3,1,0,0,0,3,2,2,2,1,2,0,2,2.78,1,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"bắc thơm","Tinh Bac Ninh","1_RRD","2",1,207600,0,3,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"1202",27,259,9268,1,9268001003,1,3,1,0,0,0,3,2,2,2,1,1,0,1,0,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"bc15","Tinh Bac Ninh","1_RRD","3",1,97920,45188,3,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"1203",27,259,9268,1,9268001005,1,3,1,0,0,0,3,2,2,2,2,2,1,2,0,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"BC 15","Tinh Bac Ninh","1_RRD","5",1,452040,NA,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1204",27,259,9268,1,9268001006,1,2,1,0,0,0,3,2,2,2,2,2,1,2,26.67,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"BC","Tinh Bac Ninh","1_RRD","6",1,24771,0,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1205",27,259,9268,1,9268001009,1,3,1,0,0,0,3,2,2,2,2,2,1,2,64.44,1,NA,1,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"Khang Dân","Tinh Bac Ninh","1_RRD","9",1,22802,0,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1206",27,259,9268,1,9268001010,1,3,1,0,0,0,3,2,2,2,2,2,1,2,69.44,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"KD","Tinh Bac Ninh","1_RRD","10",1,192000,NA,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1207",27,259,9268,1,9268001012,1,3,1,0,0,0,3,2,2,3,3,2,1,2,33.33,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"Khang Dân","Tinh Bac Ninh","1_RRD","12",1,317820,NA,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1208",27,259,9268,1,9268001013,1,3,1,0,0,0,3,1,2,2,2,2,0,3,160.56,1,NA,0,1,"Sao Bac Bo (360m2)",36.1111111111111,1,"Bc15","Tinh Bac Ninh","1_RRD","13",1,264480,NA,3,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"1209",27,259,9268,1,9268001014,1,3,1,0,0,0,3,1,2,2,2,2,0,2,172.77,1,NA,1,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"Bc15","Tinh Bac Ninh","1_RRD","14",1,278015,141277,3,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"1210",27,259,9301,15,9301015001,1,2,1,0,0,0,3,2,2,2,2,2,1,2,26.67,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"tẻ thơm","Tinh Bac Ninh","1_RRD","1",1,328678,0,3,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1211",27,259,9301,15,9301015004,1,3,1,0,0,0,3,2,2,2,2,2,2,2,26.67,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"khang dân","Tinh Bac Ninh","1_RRD","4",1,98472,NA,3,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"1212",27,259,9301,15,9301015005,1,2,1,0,0,0,3,2,2,2,2,2,1,2,26.67,1,NA,1,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"tẻ thơm","Tinh Bac Ninh","1_RRD","5",1,183549,0,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1213",27,259,9301,15,9301015006,1,3,1,0,0,0,3,2,2,2,2,2,1,2,33.33,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"tẻ thơm","Tinh Bac Ninh","1_RRD","6",1,277521,0,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1214",27,259,9301,15,9301015009,1,3,1,0,0,0,3,2,2,2,2,2,1,2,26.67,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"tẻ thơm","Tinh Bac Ninh","1_RRD","9",1,248759,NA,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1215",27,259,9301,15,9301015010,1,3,1,1,0,0,3,2,2,2,1,1,0,3,1.39,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"Bc15","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1216",27,259,9301,15,9301015011,1,3,1,0,0,0,3,2,2,2,1,1,0,3,0,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"khang dân","Tinh Bac Ninh","1_RRD","11",1,211968,0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1217",27,259,9301,15,9301015013,1,3,1,0,0,0,3,1,2,2,2,2,0,3,89.44,1,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"Bc15","Tinh Bac Ninh","1_RRD","13",1,393843,151723.5,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"1218",27,259,9301,15,9301015016,1,3,1,0,0,0,3,2,2,2,1,1,0,3,0,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"225","Tinh Bac Ninh","1_RRD","16",1,136515,NA,3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"1219",27,259,9304,1,9304001001,1,3,1,0,0,0,3,1,2,2,2,2,0,3,148.89,1,NA,0,1,"Sao Bac Bo (360m2)",33.3333333333333,1,"Bc15","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"1220",27,259,9304,1,9304001002,1,3,1,0,0,0,3,2,2,2,2,1,2,2,0,1,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"BC15","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"1221",27,259,9304,1,9304001003,1,2,1,0,0,0,3,2,2,2,2,2,1,2,26.67,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"Tẻ thơm","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1222",27,259,9304,1,9304001004,1,3,1,0,0,0,3,2,2,2,2,2,1,2,11.11,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"BC","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1223",27,259,9304,1,9304001006,1,3,1,0,0,0,3,1,2,2,2,2,0,3,76.67,1,NA,0,1,"Sao Bac Bo (360m2)",30.5555555555556,1,"Bc15","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"1224",27,259,9304,1,9304001008,1,2,1,0,0,0,2,2,2,2,2,2,0,2,83.33,1,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"bc15","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
"1225",27,259,9304,1,9304001011,1,3,1,0,0,0,3,2,2,2,2,2,1,2,33.33,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"bc15","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1226",27,259,9304,1,9304001014,1,3,1,0,0,0,3,2,2,2,1,1,0,2,27.78,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"bc15","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"1227",27,259,9304,1,9304001015,1,3,1,0,0,0,3,2,2,2,2,2,1,2,26.67,1,NA,0,4,"Sao Bac Bo (360m2)",55.5555555555556,1,"tẻ thơm","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1228",27,262,9445,15,9445015001,1,3,1,0,0,0,2,2,2,2,2,2,0,2,136.67,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Kháng dân","Tinh Bac Ninh","1_RRD","1",1,78598,NA,3,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
"1229",27,262,9445,15,9445015002,1,3,1,0,0,0,2,2,8,2,2,2,0,2,70.84,1,NA,0,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"j02","Tinh Bac Ninh","1_RRD","2",1,120316,0,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
"1230",27,262,9445,15,9445015004,1,3,1,0,0,0,2,2,2,2,2,2,0,3,73.05,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Bắc thơm 7","Tinh Bac Ninh","1_RRD","4",1,62642,0,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
"1231",27,262,9445,15,9445015006,1,2,1,0,0,0,3,1,2,3,2,1,0,3,22.22,1,NA,0,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"J02","Tinh Bac Ninh","1_RRD","6",1,546422,NA,3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"1232",27,262,9445,15,9445015010,1,2,1,0,0,0,3,1,2,4,3,1,0,3,107.77,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"J02","Tinh Bac Ninh","1_RRD","10",1,275977,NA,3,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0
"1233",27,262,9445,15,9445015012,1,2,1,0,0,0,3,2,2,2,2,2,0,3,11.11,1,NA,1,5,"Sao Bac Bo (360m2)",41.6666666666667,1,"QJ18","Tinh Bac Ninh","1_RRD","12",1,131460,NA,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"1234",27,262,9445,15,9445015014,1,2,1,0,0,0,3,2,2,2,2,2,0,3,16.67,1,NA,1,5,"Sao Bac Bo (360m2)",41.6666666666667,1,"QJ18","Tinh Bac Ninh","1_RRD","14",1,373346,0,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"1235",27,262,9448,7,9448007001,1,3,1,0,0,0,2,2,3,3,2,2,0,3,108.05,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Bắc thơm 7","Tinh Bac Ninh","1_RRD","1",1,223919,0,5,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
"1236",27,262,9448,7,9448007002,1,3,1,0,0,0,2,2,2,3,2,2,0,3,71.66,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Bắc thơm 7","Tinh Bac Ninh","1_RRD","2",1,377792,0,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
"1237",27,262,9448,7,9448007003,1,3,1,0,0,0,2,2,2,3,2,2,0,4,107.77,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"BT7","Tinh Bac Ninh","1_RRD","3",1,206736,0,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
"1238",27,262,9448,7,9448007004,1,3,1,0,0,0,2,2,2,2,2,2,0,3,127.22,1,NA,2,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Bắc thơm 7","Tinh Bac Ninh","1_RRD","4",1,149329,0,3,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
"1239",27,262,9448,7,9448007006,1,2,1,0,0,0,2,1,2,4,1,2,1,3,104.16,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Bắc thơm7","Tinh Bac Ninh","1_RRD","6",1,92340,0,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
"1240",27,262,9448,7,9448007007,1,2,1,0,0,0,3,1,2,4,1,3,0,3,163.33,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"bắc thơm 7","Tinh Bac Ninh","1_RRD","7",1,170029,0,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"1241",27,262,9448,7,9448007008,1,2,1,0,0,0,3,1,2,4,1,2,1,3,127.78,1,NA,2,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"bắc thơm 7","Tinh Bac Ninh","1_RRD","8",1,114723,0,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"1242",27,262,9448,7,9448007009,1,2,1,0,0,0,3,2,2,2,2,2,0,3,63.89,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"bắc thơm","Tinh Bac Ninh","1_RRD","9",1,289103,0,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"1243",27,262,9448,7,9448007010,1,2,1,0,0,0,3,2,2,2,2,2,0,3,51.11,1,NA,2,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"bắc thơm","Tinh Bac Ninh","1_RRD","10",1,385277,0,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"1244",27,262,9448,7,9448007011,1,2,1,0,0,0,3,1,2,2,2,2,0,3,116.95,1,NA,2,5,"Sao Bac Bo (360m2)",69.4444444444444,1,"tẻ đỏ","Tinh Bac Ninh","1_RRD","11",1,77577,0,3,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"1245",27,262,9448,7,9448007012,1,3,1,0,0,0,2,2,3,2,2,2,0,3,59.16,1,NA,2,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Bắc thơm 7","Tinh Bac Ninh","1_RRD","12",1,264767,133860,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"1246",27,262,9448,7,9448007014,1,2,1,0,0,0,3,2,2,2,2,2,0,3,63.89,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"bắc thơm","Tinh Bac Ninh","1_RRD","14",1,261299,98941,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"1247",27,263,9493,10,9493010001,1,2,1,0,0,0,2,2,2,2,1,2,1,2,0,1,NA,0,1,"Sao Bac Bo (360m2)",27.7777777777778,1,"q5","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
"1248",27,263,9493,10,9493010002,1,2,1,0,0,0,3,2,2,3,1,2,2,3,84.45,1,NA,2,1,"Sao Bac Bo (360m2)",50,1,"q5","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"1249",27,263,9493,10,9493010005,1,2,1,0,0,0,2,2,2,2,2,2,1,2,222.22,1,NA,0,1,"Sao Trung Bo (500m2)",40,2,"q5","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"1250",27,263,9493,10,9493010007,1,2,1,0,0,0,2,2,2,2,2,2,2,2,144.44,1,NA,0,1,"Sao Trung Bo (500m2)",40,2,"q5","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"1251",27,263,9493,10,9493010008,1,3,1,0,0,0,3,2,2,3,2,2,2,3,77.78,1,NA,2,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"Q5","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"1252",27,263,9493,10,9493010009,1,2,1,0,0,0,2,2,2,2,2,2,1,2,105.55,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"q5","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
"1253",27,263,9493,10,9493010010,1,3,1,0,0,0,3,2,2,2,2,2,1,2,222.22,1,NA,3,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"Q5","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"1254",27,263,9493,10,9493010011,1,2,1,0,0,0,3,1,2,2,2,1,1,2,300,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"q5","Tinh Bac Ninh","1_RRD",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
