"","MATINH","MAHUYEN","MAXA","MADIABAN","IDHO","KYDIEUTRA","store_method","harvest_combine","harvest_strawbaler","harvest_manual","harvest_other","timing","moisture","dry_method","n_app_drug","n_app_insect_fungi","n_insecticide","n_fungicide","n_app_fert","sum_fert","water_source","pipe","n_drydown","ws_method","ws_area_unit","ws_rate_ha","certified","rice_name","Province_name","Region","HOSO","DANTOCCHUHO","THUNHAP","TONGCHITIEU","M8_C1","dummy_1m","dummy_1r","dummy_1m1r","dummy_2r_fert","dummy_2r_n_app","dummy_1m2r","dummy_3r_n_app","dummy_3r_insect_1app","dummy_3r_fungi_2app","dummy_3r_insect_final","dummy_3r_fungi_final","dummy_1m3r","dummy_4r","dummy_1m4r","dummy_5r","dummy_1m5r"
"6234",52,542,21610,5,21610005006,2,2,1,0,0,0,3,2,2,4,2,2,2,3,635,5,NA,0,1,"Sao Trung Bo (500m2)",60,1,"TH3-5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"6235",52,542,21610,5,21610005007,2,2,1,0,0,0,3,2,2,3,2,2,0,3,471,5,NA,0,1,"Sao Trung Bo (500m2)",60,1,"TH3-5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"6236",52,542,21610,5,21610005008,2,2,1,0,0,0,3,2,2,3,2,2,0,2,133.6,5,NA,0,1,"Sao Trung Bo (500m2)",60,1,"TH3-5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"6237",52,542,21610,5,21610005012,2,2,1,0,0,0,3,2,2,3,2,2,0,3,380,5,NA,0,1,"Sao Trung Bo (500m2)",60,1,"TH3-5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"6238",52,542,21610,5,21610005013,2,2,1,0,0,0,3,2,2,3,2,2,0,3,239,5,NA,0,1,"Sao Trung Bo (500m2)",50,1,"TH3-5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"6239",52,542,21610,5,21610005014,2,2,1,0,0,0,3,2,2,3,2,2,0,3,153,5,NA,0,1,"Sao Trung Bo (500m2)",60,1,"TH3-5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"6240",52,542,21610,5,21610005015,2,2,1,0,0,0,3,2,2,3,2,2,0,3,155.6,5,NA,0,1,"Sao Trung Bo (500m2)",60,1,"TH3-5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"6241",52,542,21625,1,21625001001,2,3,1,0,0,0,3,2,3,2,2,3,0,3,28,1,NA,0,1,"Sao Trung Bo (500m2)",160,1,"3_3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6242",52,542,21625,1,21625001003,2,3,1,0,0,0,3,2,3,3,3,3,0,3,28,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"lúa lai 3_3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6243",52,542,21625,1,21625001004,2,3,1,0,0,0,3,2,3,3,2,2,0,3,32,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"3_3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6244",52,542,21625,1,21625001006,2,3,1,0,0,0,3,2,3,3,3,3,0,3,32,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"3_3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"6245",52,542,21625,1,21625001007,2,3,1,0,0,0,3,2,2,4,4,4,0,3,78,1,NA,0,1,"Sao Trung Bo (500m2)",60,1,"lúa gạch 5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"6246",52,542,21625,1,21625001008,2,3,1,0,0,0,3,2,3,3,2,2,0,2,24,1,NA,0,1,"Sao Trung Bo (500m2)",200,1,"tia chớp","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"6247",52,542,21625,1,21625001009,2,3,1,0,0,0,3,2,3,3,3,3,0,2,32,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"3_3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"6248",52,542,21625,1,21625001010,2,3,1,0,0,0,3,2,3,3,2,3,0,2,24,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"lúa lai 3_3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"6249",52,542,21625,1,21625001011,2,3,1,0,0,0,3,2,3,3,2,3,0,2,28,1,NA,0,1,"Sao Trung Bo (500m2)",140,1,"NF1","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"6250",52,542,21625,1,21625001014,2,3,1,0,0,0,3,2,3,3,3,3,0,4,48,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"đài thơm","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6251",52,542,21628,3,21628003004,2,3,1,0,0,0,3,1,2,1,0,0,0,3,220,2,NA,2,1,"Sao Trung Bo (500m2)",60,1,"th3-3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0,0
"6252",52,542,21628,3,21628003005,2,3,1,0,0,0,3,1,2,1,0,0,0,1,0,1,NA,2,1,"Sao Trung Bo (500m2)",180,1,"th3-5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,NA,NA,0,0,0,0,0
"6253",52,542,21628,3,21628003006,2,3,1,0,0,0,3,1,2,0,0,0,0,1,0,1,NA,2,1,"Sao Trung Bo (500m2)",120,1,"th3-3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,NA,NA,0,0,0,0,0
"6254",52,542,21628,3,21628003008,2,3,1,0,0,0,3,1,2,1,0,0,0,3,100,2,NA,1,1,"Sao Trung Bo (500m2)",60,1,"th3-5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,0,0,0,0
"6255",52,542,21628,3,21628003009,2,3,1,0,0,0,3,1,2,1,0,0,0,3,136,2,NA,2,1,"Sao Trung Bo (500m2)",60,1,"th3-3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0,0
"6256",52,542,21628,3,21628003010,2,3,1,0,0,0,3,1,2,1,0,0,0,3,240,2,NA,2,1,"Sao Trung Bo (500m2)",300,1,"dv108","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,NA,NA,0,0,0,0,0
"6257",52,542,21628,3,21628003012,2,3,1,0,0,0,3,1,2,0,0,0,0,3,108,2,NA,2,1,"Sao Trung Bo (500m2)",60,1,"TH3-3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0,0
"6258",52,542,21628,3,21628003014,2,3,1,0,0,0,3,1,2,2,1,1,0,3,276,2,NA,2,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",150,1,"dv108","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
"6259",52,542,21628,15,21628015005,2,3,1,0,0,0,3,1,2,1,0,0,0,3,232,2,NA,1,1,"Sao Trung Bo (500m2)",60,1,"Th3-5","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0,0
"6260",52,542,21628,15,21628015006,2,3,1,0,0,0,3,1,2,1,0,0,0,3,200,2,NA,2,1,"Sao Trung Bo (500m2)",60,1,"ct16","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0,0
"6261",52,542,21628,15,21628015007,2,3,1,0,0,0,3,1,2,1,0,0,0,3,232,2,NA,3,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",90,1,"th3-3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0,0
"6262",52,542,21628,15,21628015008,2,3,1,0,0,0,1,1,2,3,1,3,0,3,345,2,NA,1,1,NA,136.363636363636,1,"hòa phat 3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"6263",52,542,21628,15,21628015010,2,3,1,0,0,0,3,1,2,2,1,1,1,3,136,2,NA,2,1,"Sao Trung Bo (500m2)",60,1,"th3-3","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0
"6264",52,542,21628,15,21628015013,2,3,1,0,0,0,3,1,2,1,0,0,0,3,208,2,NA,2,1,"Sao Trung Bo (500m2)",60,1,"ct16","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,NA,NA,0,0,0,0,0
"6265",52,543,21637,22,21637022002,2,3,1,0,0,0,3,1,2,3,2,2,0,3,0,1,NA,0,1,"Sao Trung Bo (500m2)",220,2,"nàng thơm","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6266",52,543,21637,22,21637022012,2,2,1,0,0,0,3,1,3,4,3,1,0,4,0,1,NA,2,1,"Sao Trung Bo (500m2)",120,99,"nhị ưu","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6267",52,543,21673,25,21673025001,2,3,1,0,0,0,3,1,3,3,2,1,0,4,88,1,NA,1,1,"Sao Trung Bo (500m2)",120,99,"kháng dân","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6268",52,543,21673,25,21673025002,2,3,1,0,0,0,3,1,3,5,4,1,0,4,88,1,NA,2,1,"Sao Trung Bo (500m2)",140,99,"kháng dân","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
"6269",52,543,21673,25,21673025003,2,2,1,0,0,0,3,1,3,3,2,1,0,4,76,5,NA,2,1,"Sao Trung Bo (500m2)",120,99,"kháng dân","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6270",52,543,21673,25,21673025004,2,3,1,0,0,0,2,1,3,4,3,2,1,4,72,1,NA,2,1,"Sao Trung Bo (500m2)",120,99,"kháng dân","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
"6271",52,543,21673,25,21673025005,2,3,1,0,0,0,3,1,3,3,3,3,0,4,88,1,NA,1,1,"Sao Trung Bo (500m2)",160,1,"mai lâm","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
"6272",52,543,21673,25,21673025006,2,3,1,0,0,0,3,1,3,4,3,1,0,4,80,1,NA,1,1,"Sao Trung Bo (500m2)",140,99,"mai lâm","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6273",52,543,21673,25,21673025007,2,3,1,0,0,0,3,1,3,4,3,1,0,4,84,1,NA,1,1,"Sao Trung Bo (500m2)",120,99,"đồng văn","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6274",52,543,21673,25,21673025008,2,2,1,0,0,0,3,1,3,3,2,1,0,4,84,1,NA,1,1,"Sao Trung Bo (500m2)",140,99,"đồng văn","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6275",52,543,21673,25,21673025011,2,3,1,0,0,0,2,1,2,4,2,2,1,3,129.6,1,NA,3,1,"Sao Trung Bo (500m2)",160,1,"đồng văn 108","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"6276",52,543,21673,25,21673025012,2,3,1,0,0,0,3,1,3,4,2,2,0,3,84,1,NA,3,1,"Sao Trung Bo (500m2)",160,2,"đồng văn 108","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
"6277",52,543,21673,25,21673025013,2,3,1,0,0,0,3,2,2,3,2,3,0,3,84,1,NA,0,1,"Sao Trung Bo (500m2)",220,2,"nàng thơm","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6278",52,543,21685,1,21685001002,2,2,1,0,0,0,3,1,2,1,1,1,0,3,25.2,1,NA,5,99,"Sao Trung Bo (500m2)",200,99,"TBR1","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6279",52,543,21685,1,21685001004,2,2,1,0,0,0,3,1,2,1,1,2,0,3,162,1,NA,4,99,"Sao Trung Bo (500m2)",200,99,"KDDB","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"6280",52,543,21685,1,21685001006,2,2,1,0,0,0,3,1,2,1,1,3,0,2,32,1,NA,4,99,"Sao Trung Bo (500m2)",180,99,"TBR1","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"6281",52,543,21685,1,21685001007,2,2,1,0,0,0,3,1,2,3,2,3,0,3,54,1,NA,4,99,"Sao Trung Bo (500m2)",180,99,"TBR1","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6282",52,543,21685,1,21685001009,2,2,1,0,0,0,3,1,2,3,2,3,0,3,27.6,1,NA,2,99,"Sao Trung Bo (500m2)",180,99,"KDDB","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6283",52,543,21685,1,21685001010,2,2,1,0,0,0,3,1,1,3,3,3,0,3,64,1,NA,3,99,"Sao Trung Bo (500m2)",180,99,"KDDB","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6284",52,543,21685,1,21685001011,2,2,1,0,0,0,3,1,2,2,2,3,0,3,56,1,NA,3,99,"Sao Trung Bo (500m2)",180,99,"KDDB","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6285",52,543,21685,1,21685001015,2,2,1,0,0,0,3,1,2,1,1,3,0,3,64,1,NA,2,99,"Sao Trung Bo (500m2)",180,99,"TBR1","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6286",52,543,21685,19,21685019001,2,3,1,0,0,0,3,1,3,3,2,1,0,4,88,1,NA,1,1,"Sao Trung Bo (500m2)",120,99,"TR1","Tinh Binh Dinh","3_NCCCA","1",1,25431,NA,3,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6287",52,543,21685,19,21685019003,2,3,1,0,0,0,3,1,3,3,1,2,0,3,66,1,NA,3,1,"Sao Trung Bo (500m2)",180,1,"TBR1","Tinh Binh Dinh","3_NCCCA","3",1,146520,NA,3,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6288",52,543,21685,19,21685019005,2,3,1,0,0,0,3,2,3,4,3,3,1,3,84,1,NA,0,1,"Sao Trung Bo (500m2)",240,2,"đài thơm","Tinh Binh Dinh","3_NCCCA","5",1,80460,0,3,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6289",52,543,21685,19,21685019007,2,3,1,0,0,0,3,2,3,3,2,2,0,3,80,1,NA,0,1,"Sao Trung Bo (500m2)",220,2,"tr1","Tinh Binh Dinh","3_NCCCA","7",1,75887,0,3,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6290",52,543,21685,19,21685019008,2,3,1,0,0,0,3,1,2,3,2,2,0,3,132.4,1,NA,3,1,"Sao Trung Bo (500m2)",180,1,"TBR1","Tinh Binh Dinh","3_NCCCA","8",1,34487,NA,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"6291",52,543,21685,19,21685019009,2,3,1,0,0,0,3,1,3,3,2,2,0,3,111.2,1,NA,2,1,"Sao Trung Bo (500m2)",180,1,"đài thơm 8","Tinh Binh Dinh","3_NCCCA","9",1,227616,NA,3,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"6292",52,543,21685,19,21685019010,2,3,1,0,0,0,3,1,2,4,4,4,0,3,72,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"TR1","Tinh Binh Dinh","3_NCCCA","10",1,201840,NA,3,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"6293",52,543,21685,19,21685019011,2,3,1,0,0,0,3,1,2,3,2,1,0,4,88,1,NA,1,1,"Sao Trung Bo (500m2)",120,1,"TR1","Tinh Binh Dinh","3_NCCCA","11",1,51577,NA,3,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6294",52,543,21685,19,21685019012,2,3,1,0,0,0,3,1,3,3,1,1,0,3,111.2,1,NA,2,1,"Sao Trung Bo (500m2)",160,1,"khang dân đột biến","Tinh Binh Dinh","3_NCCCA","12",1,111024,NA,2,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
"6295",52,543,21685,19,21685019013,2,3,1,0,0,0,3,1,2,4,3,2,0,5,144,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"TR1","Tinh Binh Dinh","3_NCCCA","13",1,112223,72283,3,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"6296",52,543,21685,19,21685019014,2,3,1,0,0,0,3,2,3,4,3,3,1,3,84,1,NA,2,1,"Sao Trung Bo (500m2)",240,2,"tbr1","Tinh Binh Dinh","3_NCCCA","14",1,137977,66804.5,2,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6297",52,543,21685,19,21685019015,2,3,1,0,0,0,3,1,3,4,3,1,0,4,92,1,NA,1,1,"Sao Trung Bo (500m2)",120,99,"TR1","Tinh Binh Dinh","3_NCCCA","15",1,69764,100069,3,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6298",52,544,21690,6,21690006001,2,2,1,0,0,0,3,1,3,4,1,1,0,3,100,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"DV108","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6299",52,544,21690,6,21690006002,2,2,1,1,0,0,3,2,2,3,3,1,0,3,100,1,NA,0,1,"Sao Trung Bo (500m2)",100,99,"KDĐB","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6300",52,544,21690,6,21690006003,2,2,1,0,0,0,3,1,2,4,1,1,0,3,44.8,1,NA,0,1,"Sao Trung Bo (500m2)",140,1,"kháng dân đột biến","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6301",52,544,21690,6,21690006004,2,2,1,1,0,0,3,2,2,3,1,1,0,3,100,1,NA,0,1,"Sao Trung Bo (500m2)",100,99,"KDĐB","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6302",52,544,21690,6,21690006005,2,2,1,0,0,0,3,1,2,4,1,1,0,3,64.8,1,NA,0,1,"Sao Trung Bo (500m2)",140,1,"kháng dân đột biến","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6303",52,544,21690,6,21690006006,2,2,1,0,0,0,3,1,3,4,1,1,0,3,100,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"khang dân đột biến","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6304",52,544,21690,6,21690006008,2,2,1,1,0,0,3,2,2,3,1,1,0,3,100,1,NA,0,1,"Sao Trung Bo (500m2)",100,99,"KDĐB","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6305",52,544,21690,6,21690006009,2,2,1,1,0,0,3,2,3,3,1,1,0,3,100,1,NA,0,1,"Sao Trung Bo (500m2)",100,99,"KDĐB","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6306",52,544,21690,6,21690006010,2,2,1,0,0,0,3,1,3,4,1,1,0,3,100,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"dv108","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6307",52,544,21690,6,21690006011,2,2,1,0,0,0,3,1,2,4,1,1,0,3,64.8,1,NA,0,1,"Sao Trung Bo (500m2)",140,1,"kháng dân đột biến","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6308",52,544,21690,6,21690006013,2,2,1,0,0,0,3,1,2,4,1,1,0,3,12.8,1,NA,0,1,"Sao Trung Bo (500m2)",140,1,"kháng dân đột biến","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6309",52,544,21690,6,21690006014,2,2,1,0,0,0,3,1,3,4,1,1,0,3,84,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"khang dân đột biến","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6310",52,544,21690,6,21690006015,2,2,1,1,0,0,3,2,3,3,1,1,0,3,100,1,NA,0,1,"Sao Trung Bo (500m2)",100,99,"KDĐB","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"6311",52,544,21700,4,21700004001,2,3,0,1,0,0,3,2,2,0,0,0,0,1,0,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"o","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,NA,NA,0,0,0,0,0
"6312",52,544,21700,4,21700004002,2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"dv","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"6313",52,544,21700,4,21700004003,2,2,1,0,1,0,1,2,2,2,2,2,0,2,48,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"khang dân","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"6314",52,544,21700,4,21700004004,2,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"dv","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,NA,NA,0,0,0,0,0
"6315",52,544,21700,4,21700004005,2,3,0,1,0,0,3,2,2,0,0,0,0,1,0,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"0","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,NA,NA,0,0,0,0,0
"6316",52,544,21700,4,21700004006,2,2,1,0,0,0,2,2,2,0,0,0,0,1,0,1,NA,0,1,"Sao Trung Bo (500m2)",120,99,"0","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,NA,NA,0,0,0,1,0
"6317",52,544,21700,4,21700004007,2,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"dv","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,NA,NA,0,0,0,0,0
"6318",52,544,21700,4,21700004009,2,2,1,0,0,0,2,2,3,0,0,0,0,1,0,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"0","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,NA,NA,0,0,0,1,0
"6319",52,544,21700,4,21700004010,2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"dv","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"6320",52,544,21700,4,21700004011,2,2,1,0,0,0,2,2,2,0,0,0,0,1,0,1,NA,0,1,"Sao Trung Bo (500m2)",130,1,"0","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,NA,NA,0,0,0,1,0
"6321",52,544,21700,4,21700004012,2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,NA,1,1,"Sao Trung Bo (500m2)",140,1,"dv","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"6322",52,544,21700,4,21700004013,2,2,0,1,0,0,3,2,2,0,0,0,0,1,0,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"0","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,NA,NA,0,0,0,0,0
"6323",52,544,21700,4,21700004014,2,2,1,0,0,0,2,2,2,0,0,0,0,1,0,1,NA,0,1,"Sao Trung Bo (500m2)",120,99,"0","Tinh Binh Dinh","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,NA,NA,0,0,0,1,0
