"","Correct_name.DNA2","MATINH","IDHO","region","MAHUYEN","MAXA","MADIABAN","HOSO","M4B113_C5","M4B113_C7","M4B113_C8","M4B113_C9","Province_name","Region","Decision","Convergence.on.Year","IRRI_Parentage","Saltol","qSub1"
"190","Landrace",68,"25177006013",4,"683","25177","006","013","5451",1,3,NA,"Tinh Lam Dong","4_Central Highlands",NA,NA,NA,"[+p]-Aus","[--]"
"191","Landrace",89,"30538024011",6,"890","30538","024","011","R504",1,3,NA,"Tinh An Giang","6_MRD",NA,NA,NA,"[+p]-Aus","[--]"
"192","Landrace",92,"31268008005",6,"927","31268","008","005","3830",1,2,1,"Thanh pho Can Tho","6_MRD",NA,NA,NA,"?","[--]"
"193","Landrace",86,"29812009013",6,"861","29812","009","013","IR50504",2,7,NA,"Tinh Vinh Long","6_MRD",NA,NA,NA,"[+p]-Aro","[+p]"
"194","Landrace",46,"19957011011",3,"478","19957","011","011","khang dân",1,3,NA,"Tinh Thua Thien Hue","3_NCCCA",NA,NA,NA,"?","?"
"195","Landrace",54,"22042003009",3,"555","22042","003","009","PY10",1,5,NA,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"196","Landrace",94,"31582015009",6,"942","31582","015","009","OM5451",1,7,NA,"Tinh Soc Trang","6_MRD",NA,NA,NA,"?","[--]"
"197","Landrace",68,"25177006005",4,"683","25177","006","005","OM 5451",2,1,3,"Tinh Lam Dong","4_Central Highlands",NA,NA,NA,"?","[--]"
"198","Landrace",12,"03427004001",2,"106","03427","004","001","pc6",1,3,5,"Tinh Lai Chau","2_NMMA",NA,NA,NA,"[--]","[--]"
"199","Landrace",25,"07957007001",2,"228","07957","007","001","khang dân 18",1,7,NA,"Tinh Phu Tho","2_NMMA",NA,NA,NA,"[--]","[--]"
"200","Landrace",38,"15727002001",3,"397","15727","002","001","thiên ưu",2,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"201","Landrace",94,"31594032005",6,"942","31594","032","005","5451",1,7,NA,"Tinh Soc Trang","6_MRD",NA,NA,NA,"?","[--]"
"202","Landrace",80,"28045005001",6,"804","28045","005","001","nếp 4625",2,1,3,"Tinh Long An","6_MRD",NA,NA,NA,"[--]","[--]"
"203","Landrace",80,"27904015013",6,"801","27904","015","013","nếp",1,5,NA,"Tinh Long An","6_MRD",NA,NA,NA,"[--]","[--]"
"204","Landrace",80,"27862007005",6,"799","27862","007","005","Đài Thơm 8",1,3,NA,"Tinh Long An","6_MRD",NA,NA,NA,"[--]","[--]"
"205","Landrace",80,"28129003011",6,"806","28129","003","011","hương châu 6",2,6,NA,"Tinh Long An","6_MRD",NA,NA,NA,"[--]","[--]"
"206","Landrace",80,"28045005007",6,"804","28045","005","007","Nếp 4625",2,7,NA,"Tinh Long An","6_MRD",NA,NA,NA,"[--]","[--]"
"207","Landrace",86,"29830010005",6,"862","29830","010","005","IR5451",1,3,NA,"Tinh Vinh Long","6_MRD",NA,NA,NA,"[+p]-Aus","[--]"
"208","Landrace",84,"29497008005",6,"850","29497","008","005","lúa hột tròn",1,7,NA,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"[+p]-Aro","[--]"
"209","Landrace",80,"27862007003",6,"799","27862","007","003","OM18",2,1,10,"Tinh Long An","6_MRD",NA,NA,NA,"?","[--]"
"210","Landrace",80,"27883001003",6,"800","27883","001","003","IR4625",2,7,NA,"Tinh Long An","6_MRD",NA,NA,NA,"[--]","[--]"
"211","Landrace",80,"28045005003",6,"804","28045","005","003","Nếp 4625",2,7,NA,"Tinh Long An","6_MRD",NA,NA,NA,"[--]","[--]"
"212","Landrace",25,"07960001013",2,"228","07960","001","013","PM2",1,3,NA,"Tinh Phu Tho","2_NMMA",NA,NA,NA,"?","[--]"
"213","Landrace",93,"31405013007",6,"934","31405","013","007","om5451",1,5,NA,"Tinh Hau Giang","6_MRD",NA,NA,NA,"[--]","[--]"
"214","Landrace",86,"29788003011",6,"863","29788","003","011","Gà",1,3,NA,"Tinh Vinh Long","6_MRD",NA,NA,NA,"[+p]-Aro","[+p]"
"215","Landrace",86,"29713003007",6,"859","29713","003","007","OM18",1,7,NA,"Tinh Vinh Long","6_MRD",NA,NA,NA,"[Het]","?"
"216","Landrace",82,"28363008001",6,"819","28363","008","001","IR5451",1,3,NA,"Tinh Tien Giang","6_MRD",NA,NA,NA,"[Het]","?"
"217","Landrace",80,"27883001009",6,"800","27883","001","009","IR4625",2,7,2,"Tinh Long An","6_MRD",NA,NA,NA,"?","?"
"218","Landrace",91,"30904026003",6,"906","30904","026","003","OE18",1,3,NA,"Tinh Kien Giang","6_MRD",NA,NA,NA,"?","[--]"
"219","Landrace",80,"27862007009",6,"799","27862","007","009","Om4218",1,3,NA,"Tinh Long An","6_MRD",NA,NA,NA,"[--]","[--]"
"220","Landrace",60,"23089003003",3,"597","23089","003","003","ml 48",1,7,NA,"Tinh Binh Thuan","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"221","Landrace",82,"28384002009",6,"819","28384","002","009","OM5451",1,7,NA,"Tinh Tien Giang","6_MRD",NA,NA,NA,"?","[--]"
"222","Landrace",45,"19603006013",3,"468","19603","006","013","HC95",1,6,NA,"Tinh Quang Tri","3_NCCCA",NA,NA,NA,"[--]","[--]"
"223","Landrace",80,"28129003009",6,"806","28129","003","009","nếp",2,7,NA,"Tinh Long An","6_MRD",NA,NA,NA,"?","[--]"
"224","Landrace",80,"27883001015",6,"800","27883","001","015","IR4625",2,1,2,"Tinh Long An","6_MRD",NA,NA,NA,"?","[--]"
"225","Landrace",45,"19603006011",3,"468","19603","006","011","HC95",1,6,NA,"Tinh Quang Tri","3_NCCCA",NA,NA,NA,"?","?"
"226","Landrace",82,"28318010001",6,"816","28318","010","001","Nàng Hoa 9",1,3,NA,"Tinh Tien Giang","6_MRD",NA,NA,NA,"[+p]-Aro","[--]"
"227","Landrace",86,"29794011011",6,"863","29794","011","011","OM 5451",1,7,3,"Tinh Vinh Long","6_MRD",NA,NA,NA,"?","[--]"
"228","Landrace",80,"27709004003",6,"794","27709","004","003","nếp 46 IR4625",1,3,NA,"Tinh Long An","6_MRD",NA,NA,NA,"[--]","[--]"
"229","Landrace",45,"19603006007",3,"468","19603","006","007","HC95",1,6,NA,"Tinh Quang Tri","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"230","Landrace",62,"23539001005",4,"616","23539","001","005","ht1",1,7,NA,"Tinh Kon Tum","4_Central Highlands",NA,NA,NA,"[--]","[+p]"
"231","Landrace",34,"12910003007",1,"341","12910","003","007","bc15",1,6,NA,"Tinh Thai Binh","1_RRD",NA,NA,NA,"?","[--]"
"232","Landrace",80,"28129003013",6,"806","28129","003","013","OM5451",1,7,NA,"Tinh Long An","6_MRD",NA,NA,NA,"[--]","[--]"
"233","Landrace",54,"22267015013",3,"564","22267","015","013","BĐR27",1,6,NA,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"234","Landrace",62,"23539001003",4,"616","23539","001","003","ht1",1,7,NA,"Tinh Kon Tum","4_Central Highlands",NA,NA,NA,"[--]","[+p]"
"235","Landrace",84,"29269003009",6,"844","29269","003","009","Đài thơm 8",1,6,NA,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"[--]","[--]"
"236","Landrace",60,"23089003001",3,"597","23089","003","001","ml48",1,7,NA,"Tinh Binh Thuan","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"237","Landrace",84,"29365019009",6,"846","29365","019","009","5451",1,7,NA,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"?","[--]"
"238","Landrace",84,"29503003005",6,"849","29503","003","005","0451",1,5,NA,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"[+p]-Aro","[--]"
"239","Landrace",84,"29302014003",6,"844","29302","014","003","ML202",1,1,1,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"[+p]-Aro","?"
"240","Landrace",75,"26122011005",5,"734","26122","011","005","om5451",1,7,NA,"Tinh Dong Nai","5_South East",NA,NA,NA,"?","?"
"241","Landrace",31,"11791016007",1,"315","11791","016","007","J02",1,7,NA,"Thanh pho Hai Phong","1_RRD",NA,NA,NA,"?","[--]"
"242","Landrace",84,"29503003011",6,"849","29503","003","011","0m18",1,6,NA,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"[Het]","[--]"
"243","Landrace",62,"23539001015",4,"616","23539","001","015","cánh đồng lòng bargoc",1,7,NA,"Tinh Kon Tum","4_Central Highlands",NA,NA,NA,"[--]","[+p]"
"244","Landrace",82,"28318010011",6,"816","28318","010","011","5451",2,7,NA,"Tinh Tien Giang","6_MRD",NA,NA,NA,"[--]","[--]"
"245","Landrace",84,"29503003007",6,"849","29503","003","007","HÀM CHÂU",2,1,3,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"[+p]-Aro","[--]"
"246","Landrace",84,"29347002013",6,"846","29347","002","013","OM5451",1,7,NA,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"?","[--]"
"247","Landrace",84,"29401018013",6,"847","29401","018","013","hàm trâu",1,7,NA,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"[+p]-Aro","[--]"
"248","Landrace",38,"16327002005",3,"404","16327","002","005","thiên ưu 8",1,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"?","[--]"
"249","Landrace",84,"29359005011",6,"846","29359","005","011","OM5451",2,1,8,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"[+p]-Aus","[--]"
"250","Landrace",44,"19243007007",3,"456","19243","007","007","P6",1,6,NA,"Tinh Quang Binh","3_NCCCA",NA,NA,NA,"[--]","[--]"
"251","Landrace",84,"29278019001",6,"844","29278","019","001","ML202",1,3,NA,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"[+p]-Aro","[+p]"
"252","Landrace",46,"19837011011",3,"476","19837","011","011","HG12",1,6,NA,"Tinh Thua Thien Hue","3_NCCCA",NA,NA,NA,"[--]","[--]"
"253","Landrace",84,"29359005007",6,"846","29359","005","007","OM5451",1,7,NA,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"?","[--]"
"254","Landrace",42,"18307003013",3,"440","18307","003","013","lai thơm 6",2,3,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"255","Landrace",84,"29464023015",6,"849","29464","023","015","5451",1,4,NA,"Tinh Tra Vinh","6_MRD",NA,NA,NA,"[+p]-Aus","[--]"
"256","Landrace",27,"09529013009",1,"264","09529","013","009","Khang dân",1,3,NA,"Tinh Bac Ninh","1_RRD",NA,NA,NA,"[--]","[--]"
"257","Landrace",60,"23086005005",3,"597","23086","005","005","ml48",1,3,NA,"Tinh Binh Thuan","3_NCCCA",NA,NA,NA,"[--]","[--]"
"258","Landrace",95,"31918025007",6,"961","31918","025","007","nàng hoa chín",1,3,NA,"Tinh Bac Lieu","6_MRD",NA,NA,NA,"[--]","[--]"
"259","Landrace",62,"23395004009",4,"611","23395","004","009","IR64",2,1,3,"Tinh Kon Tum","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"260","Landrace",54,"22303003001",3,"563","22303","003","001","dv108",2,1,2,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"261","Landrace",89,"30538024005",6,"890","30538","024","005","IR50404",2,1,3,"Tinh An Giang","6_MRD",NA,NA,NA,"[--]","[--]"
"262","Landrace",45,"19606001007",3,"468","19606","001","007","VNL20",1,6,NA,"Tinh Quang Tri","3_NCCCA",NA,NA,NA,"[--]","[--]"
"263","Landrace",42,"18307003003",3,"440","18307","003","003","lai thơm 6",1,3,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"[--]","[--]"
"264","Landrace",36,"13918003007",1,"361","13918","003","007","bắc thơm",1,3,NA,"Tinh Nam Dinh","1_RRD",NA,NA,NA,"[--]","[--]"
"265","Landrace",89,"30484030003",6,"889","30484","030","003","OM18",1,2,NA,"Tinh An Giang","6_MRD",NA,NA,NA,"?","[--]"
"266","Landrace",51,"21295017005",3,"529","21295","017","005","Thiên hương",1,5,2,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"[--]","[--]"
"267","Landrace",89,"30706005005",6,"894","30706","005","005","504",1,7,NA,"Tinh An Giang","6_MRD",NA,NA,NA,"?","[--]"
"268","Landrace",14,"03928006013",2,"122","03928","006","013","TBR97",1,7,NA,"Tinh Son La","2_NMMA",NA,NA,NA,"[--]","[--]"
"269","Landrace",72,"25699001015",5,"711","25699","001","015","om5451",1,7,NA,"Tinh Tay Ninh","5_South East",NA,NA,NA,"[--]","[--]"
"270","Landrace",35,"13489002003",1,"351","13489","002","003","bác thơm",1,3,NA,"Tinh Ha Nam","1_RRD",NA,NA,NA,"[--]","[--]"
"271","Landrace",35,"13483003011",1,"351","13483","003","011","TBR225",1,3,NA,"Tinh Ha Nam","1_RRD",NA,NA,NA,"[--]","[--]"
"272","Landrace",31,"11722008009",1,"314","11722","008","009","Giống Thuần 225",1,7,NA,"Thanh pho Hai Phong","1_RRD",NA,NA,NA,"[+p]-Aro","[--]"
"273","Landrace",91,"30967008017",6,"907","30967","008","017","RVT",1,7,NA,"Tinh Kien Giang","6_MRD",NA,NA,NA,"[--]","[--]"
"274","Landrace",26,"08938008011",1,"249","08938","008","011","PC6",1,6,NA,"Tinh Vinh Phuc","1_RRD",NA,NA,NA,"[--]","[--]"
"275","Landrace",91,"30967008001",6,"907","30967","008","001","đài thơm",2,7,2,"Tinh Kien Giang","6_MRD",NA,NA,NA,"?","[--]"
"276","Landrace",95,"31918025013",6,"961","31918","025","013","50404",1,7,NA,"Tinh Bac Lieu","6_MRD",NA,NA,NA,"[--]","[--]"
"277","Landrace",60,"23080012007",3,"597","23080","012","007","ml48",1,5,10,"Tinh Binh Thuan","3_NCCCA",NA,NA,NA,"[--]","[--]"
"278","Landrace",26,"08896001009",1,"247","08896","001","009","so mo",2,7,NA,"Tinh Vinh Phuc","1_RRD",NA,NA,NA,"[--]","[--]"
"279","Landrace",60,"23011007001",3,"596","23011","007","001","ma lâm 48",1,7,NA,"Tinh Binh Thuan","3_NCCCA",NA,NA,NA,"[--]","[--]"
"280","Landrace",66,"24607007009",4,"656","24607","007","009","đài thơm",2,3,NA,"Tinh Dak Lak","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"281","Landrace",91,"30886021005",6,"905","30886","021","005","OM",1,7,NA,"Tinh Kien Giang","6_MRD",NA,NA,NA,"?","[--]"
"282","Landrace",35,"13621003017",1,"353","13621","003","017","thơm 69",1,3,NA,"Tinh Ha Nam","1_RRD",NA,NA,NA,"[--]","[--]"
"283","Landrace",60,"23086005003",3,"597","23086","005","003","ml48",1,7,NA,"Tinh Binh Thuan","3_NCCCA",NA,NA,NA,"[+p]-Aro","[+p]"
"284","Landrace",24,"07846006005",2,"223","07846","006","005","TH 225, khang dân",1,3,NA,"Tinh Bac Giang","2_NMMA",NA,NA,NA,"[--]","[--]"
"285","Landrace",66,"24607007005",4,"656","24607","007","005","đài thơm",1,7,NA,"Tinh Dak Lak","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"286","Landrace",91,"30829013009",6,"903","30829","013","009","ST25 ( lúa nhật)",1,3,NA,"Tinh Kien Giang","6_MRD",NA,NA,NA,"?","[--]"
"287","Landrace",35,"13621003021",1,"353","13621","003","021","lúa thơm 69",1,3,NA,"Tinh Ha Nam","1_RRD",NA,NA,NA,"[--]","[--]"
"288","Landrace",40,"17146007007",3,"421","17146","007","007","thái xuyên",1,3,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"[--]","[--]"
"289","Landrace",52,"21844001001",3,"547","21844","001","001","khang dân 18",1,3,NA,"Tinh Binh Dinh","3_NCCCA",NA,NA,NA,"[--]","[--]"
"290","Landrace",10,"02959010003",2,"087","02959","010","003","BC 15",1,3,NA,"Tinh Lao Cai","2_NMMA",NA,NA,NA,"[--]","[--]"
"291","Landrace",91,"30790006005",6,"902","30790","006","005","lúa Nhật",2,1,4,"Tinh Kien Giang","6_MRD",NA,NA,NA,"[--]","[--]"
"292","Landrace",60,"23080012001",3,"597","23080","012","001","ml48",1,5,NA,"Tinh Binh Thuan","3_NCCCA",NA,NA,NA,"[--]","[--]"
"293","Landrace",91,"30940003003",6,"906","30940","003","003","giống 5451",1,3,NA,"Tinh Kien Giang","6_MRD",NA,NA,NA,"[+p]-Aus","[--]"
"294","Landrace",87,"30151001005",6,"874","30151","001","005","nêp long an",1,7,NA,"Tinh Dong Thap","6_MRD",NA,NA,NA,"?","[--]"
"295","Landrace",4,"01603004015",2,"049","01603","004","015","27p31",1,3,NA,"Tinh Cao Bang","2_NMMA",NA,NA,NA,"[--]","[--]"
"296","Landrace",31,"11791016001",1,"315","11791","016","001","BC15",1,7,NA,"Thanh pho Hai Phong","1_RRD",NA,NA,NA,"?","[--]"
"297","Landrace",51,"21295017003",3,"529","21295","017","003","Xi23",1,1,2,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"[--]","[--]"
"298","Landrace",93,"31486015013",6,"936","31486","015","013","đài thơm",1,7,NA,"Tinh Hau Giang","6_MRD",NA,NA,NA,"?","[--]"
"299","Landrace",87,"30151001013",6,"874","30151","001","013","nếplongan",1,7,NA,"Tinh Dong Thap","6_MRD",NA,NA,NA,"[--]","[--]"
"300","Landrace",87,"30259032003",6,"877","30259","032","003","IR 50404",2,1,8,"Tinh Dong Thap","6_MRD",NA,NA,NA,"[--]","[--]"
"301","Landrace",8,"02530008015",2,"075","02530","008","015","bắc thịnh",1,3,NA,"Tinh Tuyen Quang","2_NMMA",NA,NA,NA,"[--]","[--]"
"302","Landrace",17,"05191009015",2,"155","05191","009","015","31",1,3,NA,"Tinh Hoa Binh","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"303","Landrace",91,"30871006001",6,"904","30871","006","001","Ir50404",1,7,NA,"Tinh Kien Giang","6_MRD",NA,NA,NA,"?","[--]"
"304","Landrace",42,"18211004005",3,"439","18211","004","005","nhị ưu",1,7,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"?","[--]"
"305","Landrace",12,"03618022009",2,"110","03618","022","009","PH31",1,7,NA,"Tinh Lai Chau","2_NMMA",NA,NA,NA,"?","[--]"
"306","Landrace",75,"26122011001",5,"734","26122","011","001","PH 24",1,7,NA,"Tinh Dong Nai","5_South East",NA,NA,NA,"?","[--]"
"307","Landrace",40,"17599008003",3,"426","17599","008","003","tbr225",1,3,1,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"308","Landrace",62,"23539001007",4,"616","23539","001","007","HT1",1,7,NA,"Tinh Kon Tum","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"309","Landrace",30,"10951007007",1,"296","10951","007","007","bắc thơm số 7",1,6,NA,"Tinh Hai Duong","1_RRD",NA,NA,NA,"[--]","[--]"
"310","Landrace",87,"30157009005",6,"874","30157","009","005","om 18",1,3,NA,"Tinh Dong Thap","6_MRD",NA,NA,NA,"?","[--]"
"311","Landrace",46,"19927006003",3,"478","19927","006","003","ĐB6",1,3,NA,"Tinh Thua Thien Hue","3_NCCCA",NA,NA,NA,"[--]","[--]"
"312","Landrace",54,"22294020011",3,"562","22294","020","011","Bình Định",1,7,NA,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"313","Landrace",6,"01912007007",2,"061","01912","007","007","bao thai",2,1,3,"Tinh Bac Kan","2_NMMA",NA,NA,NA,"?","[--]"
"314","Landrace",8,"02260011009",2,"072","02260","011","009","Dự hương 8",1,3,NA,"Tinh Tuyen Quang","2_NMMA",NA,NA,NA,"[--]","[--]"
"315","Landrace",6,"02125001005",2,"065","02125","001","005","jk208",1,7,NA,"Tinh Bac Kan","2_NMMA",NA,NA,NA,"[--]","[--]"
"316","Landrace",51,"21295017001",3,"529","21295","017","001","Thiên Hương",1,5,3,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"?","[--]"
"317","Landrace",37,"14731006005",1,"377","14731","006","005","bắc thịnh",1,7,NA,"Tinh Ninh Binh","1_RRD",NA,NA,NA,"[--]","[--]"
"318","Landrace",42,"18436006011",3,"443","18436","006","011","Hà phát",1,3,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"[--]","[--]"
"319","Landrace",6,"01912007011",2,"061","01912","007","011","bao thai",1,7,NA,"Tinh Bac Kan","2_NMMA",NA,NA,NA,"[--]","[--]"
"320","Landrace",54,"22294020003",3,"562","22294","020","003","Quảng Nam",1,3,NA,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"321","Landrace",33,"12169004015",1,"329","12169","004","015","Tẻ thơm",1,3,NA,"Tinh Hung Yen","1_RRD",NA,NA,NA,"?","[--]"
"322","Landrace",93,"31348003009",6,"932","31348","003","009","OM5451",1,3,NA,"Tinh Hau Giang","6_MRD",NA,NA,NA,"[--]","[--]"
"323","Landrace",67,"24706006001",4,"664","24706","006","001","Đài thơm",1,3,NA,"Tinh Dak Nong","4_Central Highlands",NA,NA,NA,"?","[--]"
"324","Landrace",24,"07435002015",2,"217","07435","002","015","lúa lai",1,6,NA,"Tinh Bac Giang","2_NMMA",NA,NA,NA,"[--]","[--]"
"325","Landrace",86,"29794011005",6,"863","29794","011","005","380",1,7,NA,"Tinh Vinh Long","6_MRD",NA,NA,NA,"[--]","[--]"
"326","Landrace",49,"20386004013",3,"518","20386","004","013","Thiên ưu",1,3,NA,"Tinh Quang Nam","3_NCCCA",NA,NA,NA,"[--]","[--]"
"327","Landrace",87,"30259032009",6,"877","30259","032","009","IR 50404",2,1,10,"Tinh Dong Thap","6_MRD",NA,NA,NA,"[--]","[--]"
"328","Landrace",60,"23011007011",3,"596","23011","007","011","ma lam 48",1,7,NA,"Tinh Binh Thuan","3_NCCCA",NA,NA,NA,"[+p]-Aro","[+p]"
"329","Landrace",38,"16540014013",3,"406","16540","014","013","btl2",1,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"?","[--]"
"330","Landrace",31,"11713015013",1,"314","11713","015","013","Tạp Giao",1,7,NA,"Thanh pho Hai Phong","1_RRD",NA,NA,NA,"?","[--]"
"331","Landrace",51,"21217009007",3,"527","21217","009","007","BTR1",1,7,NA,"Tinh Quang Ngai","3_NCCCA",NA,NA,NA,"?","?"
"332","Landrace",19,"05545009005",2,"167","05545","009","005","DB6",1,3,NA,"Tinh Thai Nguyen","2_NMMA",NA,NA,NA,"[--]","[--]"
"333","Landrace",17,"05041006005",2,"152","05041","006","005","225 cải tiến",1,5,NA,"Tinh Hoa Binh","2_NMMA",NA,NA,NA,"?","[--]"
"334","Landrace",26,"08938008001",1,"249","08938","008","001","bc15",1,7,NA,"Tinh Vinh Phuc","1_RRD",NA,NA,NA,"[--]","[--]"
"335","Landrace",54,"22294020007",3,"562","22294","020","007","quãng nam",1,3,NA,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"336","Landrace",22,"07048004009",1,"193","07048","004","009","hương thơm",2,1,2,"Tinh Quang Ninh","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"337","Landrace",86,"29794011003",6,"863","29794","011","003","380",1,7,NA,"Tinh Vinh Long","6_MRD",NA,NA,NA,"[--]","[--]"
"338","Landrace",31,"11524006001",1,"311","11524","006","001","TBR225",1,3,NA,"Thanh pho Hai Phong","1_RRD",NA,NA,NA,"?","[--]"
"339","Landrace",95,"31918025011",6,"961","31918","025","011","50404",1,7,NA,"Tinh Bac Lieu","6_MRD",NA,NA,NA,"[--]","[--]"
"340","Landrace",38,"15163001003",3,"390","15163","001","003","quốc tế",1,3,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"?","[--]"
"341","Landrace",20,"06217002015",2,"183","06217","002","015","108",1,3,NA,"Tinh Lang Son","2_NMMA",NA,NA,NA,"[--]","[--]"
"342","Landrace",60,"23239010005",3,"601","23239","010","005","OM4900",1,5,NA,"Tinh Binh Thuan","3_NCCCA",NA,NA,NA,"[--]","[--]"
"343","Landrace",14,"03928006005",2,"122","03928","006","005","BC 15",1,7,NA,"Tinh Son La","2_NMMA",NA,NA,NA,"?","[--]"
"344","Landrace",64,"24001009009",4,"634","24001","009","009","ĐV 108",1,7,NA,"Tinh Gia Lai","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"345","Landrace",66,"24607007007",4,"656","24607","007","007","đài thơm",1,7,2,"Tinh Dak Lak","4_Central Highlands",NA,NA,NA,"?","[--]"
"346","Landrace",27,"09322018005",1,"260","09322","018","005","tẻ ts",1,3,NA,"Tinh Bac Ninh","1_RRD",NA,NA,NA,"?","[--]"
"347","Landrace",19,"05917003003",2,"173","05917","003","003","th 3-7",1,3,NA,"Tinh Thai Nguyen","2_NMMA",NA,NA,NA,"[--]","[--]"
"348","Landrace",66,"24607007003",4,"656","24607","007","003","đài thơm",1,7,NA,"Tinh Dak Lak","4_Central Highlands",NA,NA,NA,"[Het]","[--]"
"349","Landrace",64,"24001009003",4,"634","24001","009","003","ĐV 108",1,7,NA,"Tinh Gia Lai","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"350","Landrace",10,"02890005007",2,"085","02890","005","007","Điện biên",1,1,6,"Tinh Lao Cai","2_NMMA",NA,NA,NA,"[--]","[--]"
"351","Landrace",12,"03427004005",2,"106","03427","004","005","nếp",1,3,NA,"Tinh Lai Chau","2_NMMA",NA,NA,NA,"[--]","[--]"
"352","Landrace",33,"12007017011",1,"325","12007","017","011","tẻ đỏ",1,7,NA,"Tinh Hung Yen","1_RRD",NA,NA,NA,"[--]","[--]"
"353","Landrace",45,"19606001011",3,"468","19606","001","011","VNL20",1,6,NA,"Tinh Quang Tri","3_NCCCA",NA,NA,NA,"?","[--]"
"354","Landrace",20,"06217002009",2,"183","06217","002","009","108",1,3,NA,"Tinh Lang Son","2_NMMA",NA,NA,NA,"[--]","[--]"
"355","Landrace",38,"15589003011",3,"395","15589","003","011","thái xuyên 111",1,7,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"?","[--]"
"356","Landrace",64,"23778004009",4,"628","23778","004","009","Tr4",1,1,1,"Tinh Gia Lai","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"357","Landrace",58,"22894008005",3,"587","22894","008","005","th6",1,3,NA,"Tinh Ninh Thuan","3_NCCCA",NA,NA,NA,"[+p]-Aro","[+p]"
"358","Landrace",25,"07975006003",2,"230","07975","006","003","nhị ưu 986",1,3,NA,"Tinh Phu Tho","2_NMMA",NA,NA,NA,"?","[--]"
"359","Landrace",66,"24394024015",4,"651","24394","024","015","giống mới FBA",1,7,NA,"Tinh Dak Lak","4_Central Highlands",NA,NA,NA,"[--]","[--]"
"360","Landrace",58,"22798009003",3,"584","22798","009","003","TH6",1,1,2,"Tinh Ninh Thuan","3_NCCCA",NA,NA,NA,"[--]","[--]"
"361","Landrace",40,"17395002001",3,"425","17395","002","001","Thái xuyên",1,6,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"?","[--]"
"362","Landrace",42,"18211004013",3,"439","18211","004","013","nhị ưu",1,5,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"?","?"
"363","Landrace",49,"20842006003",3,"513","20842","006","003","hà phát",1,3,NA,"Tinh Quang Nam","3_NCCCA",NA,NA,NA,"[--]","[--]"
"364","Landrace",72,"25699001007",5,"711","25699","001","007","om5451",1,7,NA,"Tinh Tay Ninh","5_South East",NA,NA,NA,"[--]","[--]"
"365","Landrace",62,"23539001001",4,"616","23539","001","001","ht1",1,7,NA,"Tinh Kon Tum","4_Central Highlands",NA,NA,NA,"[--]","[+p]"
