"","Correct_name.DNA2","MATINH","IDHO","region","MAHUYEN","MAXA","MADIABAN","HOSO","M4B113_C5","M4B113_C7","M4B113_C8","M4B113_C9","Province_name","Region","Decision","Convergence.on.Year","IRRI_Parentage","Saltol","qSub1"
"539","Landrace",49,"20458007009",3,"504","20458","007","009","xi23",1,1,3,"Tinh Quang Nam","3_NCCCA",NA,NA,NA,"?","[--]"
"540","Landrace",10,"02890005009",2,"085","02890","005","009","Điện biên",1,1,6,"Tinh Lao Cai","2_NMMA",NA,NA,NA,"[--]","[--]"
"541","Landrace",34,"12910003009",1,"341","12910","003","009","bc15",1,6,NA,"Tinh Thai Binh","1_RRD",NA,NA,NA,"[--]","[--]"
"542","Landrace",15,"04435008003",2,"136","04435","008","003","chiêm hương",1,7,NA,"Tinh Yen Bai","2_NMMA",NA,NA,NA,"?","[--]"
"543","Landrace",40,"17395002007",3,"425","17395","002","007","Thái Xuyên",1,6,NA,"Tinh Nghe An","3_NCCCA",NA,NA,NA,"?","[--]"
"544","Landrace",42,"18436006005",3,"443","18436","006","005","hà phát 3",1,3,NA,"Tinh Ha Tinh","3_NCCCA",NA,NA,NA,"[--]","[--]"
"545","Landrace",49,"20386004011",3,"518","20386","004","011","thiên ưu 8",1,3,NA,"Tinh Quang Nam","3_NCCCA",NA,NA,NA,"[--]","[--]"
"546","Landrace",27,"09529013001",1,"264","09529","013","001","J30",1,7,NA,"Tinh Bac Ninh","1_RRD",NA,NA,NA,"[--]","[--]"
"547","Landrace",52,"21766002003",3,"545","21766","002","003","khang dâng",1,3,NA,"Tinh Binh Dinh","3_NCCCA",NA,NA,NA,"?","[--]"
"548","Landrace",11,"03184002001",2,"095","03184","002","001","IR64",1,7,NA,"Tinh Dien Bien","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"549","Landrace",38,"16063001005",3,"400","16063","001","005","thái xuyên",1,3,NA,"Tinh Thanh Hoa","3_NCCCA",NA,NA,NA,"?","[--]"
"550","Landrace",24,"07396003003",2,"217","07396","003","003","lúa lai",1,6,NA,"Tinh Bac Giang","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"551","Landrace",49,"20458007013",3,"504","20458","007","013","xi23",1,1,3,"Tinh Quang Nam","3_NCCCA",NA,NA,NA,"[+p]-Aro","[--]"
"552","Landrace",49,"20458007011",3,"504","20458","007","011","xi23",1,1,3,"Tinh Quang Nam","3_NCCCA",NA,NA,NA,"?","[--]"
"553","Landrace",54,"22294020015",3,"562","22294","020","015","OM",1,7,NA,"Tinh Phu Yen","3_NCCCA",NA,NA,NA,"[--]","[--]"
"554","Landrace",36,"13918003011",1,"361","13918","003","011","bắc thơm số 7",1,6,NA,"Tinh Nam Dinh","1_RRD",NA,NA,NA,"[--]","[--]"
"555","Landrace",4,"01594002009",2,"049","01594","002","009","đoàn kết",2,1,3,"Tinh Cao Bang","2_NMMA",NA,NA,NA,"[+p]-Aro","[--]"
"556","LH12",31,"11503005001",1,"311","11503","005","001","TBR 225",1,3,NA,"Thanh pho Hai Phong","1_RRD","","","IRRI-related line","[--]","[--]"
"557","LH12",31,"11503005003",1,"311","11503","005","003","TBR 225",1,3,NA,"Thanh pho Hai Phong","1_RRD","","","IRRI-related line","[--]","[--]"
"558","LTH31",44,"19243007013",3,"456","19243","007","013","PC6",1,3,NA,"Tinh Quang Binh","3_NCCCA","Official recognition, 3645/QD-BNN-TT, July 5, 2019","Yes","Parent likely imported from IRRI Genebank","[--]","[--]"
"559","LTH31",44,"19243007011",3,"456","19243","007","011","PC6",1,6,NA,"Tinh Quang Binh","3_NCCCA","Official recognition, 3645/QD-BNN-TT, July 5, 2019","Yes","Parent likely imported from IRRI Genebank","[--]","[--]"
"560","N97",34,"13000001007",1,"342","13000","001","007","Nếp 97",1,6,NA,"Tinh Thai Binh","1_RRD","","","Parents pedigree unknown","[--]","[--]"
"561","N97",11,"03214008001",2,"101","03214","008","001","nếp thơm 97",1,3,NA,"Tinh Dien Bien","2_NMMA","","","Parents pedigree unknown","[--]","[--]"
"562","N97",36,"14110015005",1,"364","14110","015","005","bắc thơm",1,3,NA,"Tinh Nam Dinh","1_RRD","","","Parents pedigree unknown","[--]","[--]"
"563","N97",1,"10495002003",1,"282","10495","002","003","nếp n97",1,6,NA,"Thanh pho Ha Noi","1_RRD","","","Parents pedigree unknown","[--]","[--]"
"564","N97",42,"18436006007",3,"443","18436","006","007","Hà phát",1,3,2,"Tinh Ha Tinh","3_NCCCA","","","Parents pedigree unknown","[--]","[--]"
"565","N98",14,"03775007007",2,"119","03775","007","007","nếp 97",1,7,NA,"Tinh Son La","2_NMMA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"566","N98",14,"03775007003",2,"119","03775","007","003","nếp 87",1,7,NA,"Tinh Son La","2_NMMA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"567","N98",36,"14110015001",1,"364","14110","015","001","bắc thơm",1,3,NA,"Tinh Nam Dinh","1_RRD","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"568","N98",17,"05191009009",2,"155","05191","009","009","tạp dao",1,3,NA,"Tinh Hoa Binh","2_NMMA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"569","N98",14,"03775007005",2,"119","03775","007","005","nếp 87",1,7,NA,"Tinh Son La","2_NMMA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"570","N98",11,"03184002003",2,"095","03184","002","003","Bắc thơm 7",1,7,NA,"Tinh Dien Bien","2_NMMA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"571","N98",14,"03775007001",2,"119","03775","007","001","nếp 87",1,7,NA,"Tinh Son La","2_NMMA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"572","N98",11,"03184002005",2,"095","03184","002","005","sơn lâm 2",1,7,NA,"Tinh Dien Bien","2_NMMA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"573","N98",31,"11650009011",1,"313","11650","009","011","nếp 352",1,3,NA,"Thanh pho Hai Phong","1_RRD","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"574","N98",6,"01870006015",2,"060","01870","006","015","Q63",1,3,NA,"Tinh Bac Kan","2_NMMA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"575","N98",14,"04171014007",2,"126","04171","014","007","lúa nếp 87",1,7,NA,"Tinh Son La","2_NMMA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"576","N98",40,"18064003015",3,"431","18064","003","015","Bắc Thịnh",1,6,NA,"Tinh Nghe An","3_NCCCA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"577","N98",40,"18064003007",3,"431","18064","003","007","Bắc Thịnh",2,6,NA,"Tinh Nghe An","3_NCCCA","509/QSS-TT-CLT dated 11/11/2013","No","IRRI-related (P)","[--]","[--]"
"578","OM4900",91,"30886021013",6,"905","30886","021","013","om",1,7,NA,"Tinh Kien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"579","OM4900",86,"29752005011",6,"860","29752","005","011","OM 18",1,7,NA,"Tinh Vinh Long","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"580","OM4900",86,"29764017009",6,"860","29764","017","009","hàmchâu",1,7,NA,"Tinh Vinh Long","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"581","OM4900",86,"29758005013",6,"860","29758","005","013","om18",1,7,NA,"Tinh Vinh Long","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"582","OM4900",93,"31429017015",6,"934","31429","017","015","om18",1,7,NA,"Tinh Hau Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"583","OM4900",82,"28357008007",6,"818","28357","008","007","om 18",1,8,NA,"Tinh Tien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"584","OM4900",80,"27763004005",6,"797","27763","004","005","om18",1,7,NA,"Tinh Long An","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"585","OM4900",89,"30469036013",6,"889","30469","036","013","OM 18",1,7,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"586","OM4900",93,"31348003005",6,"932","31348","003","005","om18",1,3,NA,"Tinh Hau Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"587","OM4900",89,"30484030001",6,"889","30484","030","001","OM 18",1,3,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"588","OM4900",10,"02959010015",2,"087","02959","010","015","BC 15",1,3,NA,"Tinh Lao Cai","2_NMMA","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"589","OM4900",75,"26272010017",5,"737","26272","010","017","lúa thơm om5451",1,3,NA,"Tinh Dong Nai","5_South East","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"590","OM4900",95,"31873013019",6,"957","31873","013","019","đài thơm 8",2,7,NA,"Tinh Bac Lieu","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"591","OM4900",93,"31480006009",6,"937","31480","006","009","4900",2,7,NA,"Tinh Hau Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"592","OM4900",87,"30148001005",6,"874","30148","001","005","OM4218",1,3,NA,"Tinh Dong Thap","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"593","OM4900",92,"31249017019",6,"925","31249","017","019","Jasmin",1,7,NA,"Thanh pho Can Tho","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"594","OM4900",91,"30886021001",6,"905","30886","021","001","om",1,3,NA,"Tinh Kien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"595","OM4900",89,"30469036003",6,"889","30469","036","003","OM 18",1,7,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"596","OM4900",91,"30895030009",6,"905","30895","030","009","om 18",1,3,NA,"Tinh Kien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"597","OM4900",89,"30370001005",6,"886","30370","001","005","đài thơm 8",1,7,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"598","OM4900",72,"25729001009",5,"712","25729","001","009","om504",1,1,10,"Tinh Tay Ninh","5_South East","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"599","OM4900",80,"27763004011",6,"797","27763","004","011","ấp cả trốt",1,7,NA,"Tinh Long An","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"600","OM4900",91,"30829013013",6,"903","30829","013","013","giống OE18",1,1,1,"Tinh Kien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"601","OM4900",87,"30088002001",6,"873","30088","002","001","nàng hoa 9",1,7,NA,"Tinh Dong Thap","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"602","OM4900",95,"31873013011",6,"957","31873","013","011","đài thơm 8",2,7,NA,"Tinh Bac Lieu","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"603","OM4900",87,"30148001011",6,"874","30148","001","011","OM 4218",1,7,NA,"Tinh Dong Thap","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"604","OM4900",91,"30928017009",6,"906","30928","017","009","OE18",1,3,NA,"Tinh Kien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"605","OM4900",92,"31249017007",6,"925","31249","017","007","OM18",1,1,1,"Thanh pho Can Tho","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"606","OM4900",89,"30481018009",6,"889","30481","018","009","OM 18",1,3,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"607","OM4900",91,"30829013011",6,"903","30829","013","011","om18",1,7,NA,"Tinh Kien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"608","OM4900",89,"30469036015",6,"889","30469","036","015","OM 18",1,3,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"609","OM4900",87,"30157009001",6,"874","30157","009","001","om 18",1,3,NA,"Tinh Dong Thap","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"610","OM4900",87,"30049001003",6,"872","30049","001","003","om18",1,3,NA,"Tinh Dong Thap","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"611","OM4900",91,"30886021007",6,"905","30886","021","007","om18",1,7,NA,"Tinh Kien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"612","OM4900",91,"30871006003",6,"904","30871","006","003","OE18",1,3,NA,"Tinh Kien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"613","OM4900",93,"31480006007",6,"937","31480","006","007","OM 18",1,5,NA,"Tinh Hau Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"614","OM4900",75,"26122011011",5,"734","26122","011","011","om5154",1,3,NA,"Tinh Dong Nai","5_South East","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"615","OM4900",80,"27763004003",6,"797","27763","004","003","OM 18",1,7,NA,"Tinh Long An","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"616","OM4900",89,"30481018007",6,"889","30481","018","007","OM 4218",1,3,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"617","OM4900",72,"25729001013",5,"712","25729","001","013","OM18",1,7,NA,"Tinh Tay Ninh","5_South East","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"618","OM4900",86,"29713003003",6,"859","29713","003","003","OM18",1,3,NA,"Tinh Vinh Long","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"619","OM4900",87,"30148001003",6,"874","30148","001","003","om4218",1,3,NA,"Tinh Dong Thap","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"620","OM4900",95,"31918025009",6,"961","31918","025","009","om18",1,7,NA,"Tinh Bac Lieu","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"621","OM4900",87,"30277008005",6,"877","30277","008","005","ir50404",1,7,2,"Tinh Dong Thap","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"622","OM4900",91,"30871006011",6,"904","30871","006","011","OM18",1,7,NA,"Tinh Kien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"623","OM4900",95,"31918025005",6,"961","31918","025","005","OM 18",1,3,NA,"Tinh Bac Lieu","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"624","OM4900",89,"30706005007",6,"894","30706","005","007","504",1,7,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"625","OM4900",86,"29752005013",6,"860","29752","005","013","OM18",1,7,NA,"Tinh Vinh Long","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"626","OM4900",89,"30706005003",6,"894","30706","005","003","504",1,7,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"627","OM4900",89,"30706005009",6,"894","30706","005","009","504",1,7,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"628","OM4900",89,"30649037015",6,"893","30649","037","015","OM 5451",1,3,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"629","OM4900",91,"30871006007",6,"904","30871","006","007","om18",1,3,NA,"Tinh Kien Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"630","OM4900",75,"26122011009",5,"734","26122","011","009","om5451",1,7,NA,"Tinh Dong Nai","5_South East","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"631","OM4900",72,"25729001015",5,"712","25729","001","015","OM5451",1,7,NA,"Tinh Tay Ninh","5_South East","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"632","OM4900",75,"26122011007",5,"734","26122","011","007","OM5451",1,3,NA,"Tinh Dong Nai","5_South East","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"633","OM4900",89,"30481018003",6,"889","30481","018","003","OM 18",1,3,NA,"Tinh An Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"634","OM4900",86,"29713003009",6,"859","29713","003","009","OM 18",1,1,4,"Tinh Vinh Long","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"635","OM4900",93,"31480006015",6,"937","31480","006","015","RPT",1,3,NA,"Tinh Hau Giang","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"636","OM4900",95,"31873013007",6,"957","31873","013","007","đài thơm 8",1,3,NA,"Tinh Bac Lieu","6_MRD","Decision No. 198 QD-TT-CLT, June 18, 2009","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"637","OM5451",64,"23728010015",4,"627","23728","010","015","Tám thơm",2,1,1,"Tinh Gia Lai","4_Central Highlands","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"638","OM5451",84,"29464023005",6,"849","29464","023","005","OM5451",1,3,NA,"Tinh Tra Vinh","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"639","OM5451",70,"25305007007",5,"692","25305","007","007","lúa 3 tháng",1,7,NA,"Tinh Binh Phuoc","5_South East","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"640","OM5451",80,"27763004015",6,"797","27763","004","015","5451",1,3,NA,"Tinh Long An","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"641","OM5451",70,"25305007013",5,"692","25305","007","013","lúa 3 tháng",1,7,NA,"Tinh Binh Phuoc","5_South East","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"642","OM5451",84,"29365019013",6,"846","29365","019","013","0om5451",1,4,NA,"Tinh Tra Vinh","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"643","OM5451",94,"31594032001",6,"942","31594","032","001","OM5451",1,7,NA,"Tinh Soc Trang","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"644","OM5451",84,"29365019007",6,"846","29365","019","007","Om5451",1,4,NA,"Tinh Tra Vinh","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"645","OM5451",94,"31594032003",6,"942","31594","032","003","5451",1,7,NA,"Tinh Soc Trang","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"646","OM5451",82,"28384002011",6,"819","28384","002","011","OM5451",1,7,NA,"Tinh Tien Giang","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"647","OM5451",72,"25729001001",5,"712","25729","001","001","OM5451",1,7,NA,"Tinh Tay Ninh","5_South East","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"648","OM5451",68,"25177006011",4,"683","25177","006","011","5451",1,1,2,"Tinh Lam Dong","4_Central Highlands","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"649","OM5451",92,"31291002013",6,"927","31291","002","013","OM5451",1,7,NA,"Thanh pho Can Tho","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"650","OM5451",86,"29713003005",6,"859","29713","003","005","ÓM 18",1,7,NA,"Tinh Vinh Long","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"651","OM5451",75,"26272010001",5,"737","26272","010","001","OM5451",1,3,NA,"Tinh Dong Nai","5_South East","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"652","OM5451",68,"25177006003",4,"683","25177","006","003","OM  5451",1,3,2,"Tinh Lam Dong","4_Central Highlands","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"653","OM5451",91,"30940003017",6,"906","30940","003","017","lúa OM 5451",1,3,NA,"Tinh Kien Giang","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"654","OM5451",92,"31291002005",6,"927","31291","002","005","OM5451",1,7,NA,"Thanh pho Can Tho","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"655","OM5451",92,"31291002007",6,"927","31291","002","007","OM5451",1,3,NA,"Thanh pho Can Tho","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"656","OM5451",84,"29359005009",6,"846","29359","005","009","OM5451",1,7,NA,"Tinh Tra Vinh","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"657","OM5451",92,"31268008015",6,"927","31268","008","015","OM380",1,7,NA,"Thanh pho Can Tho","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"658","OM5451",93,"31339004015",6,"930","31339","004","015","OM5451",1,3,NA,"Tinh Hau Giang","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"659","OM5451",84,"29359005013",6,"846","29359","005","013","OM5451",1,3,NA,"Tinh Tra Vinh","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"660","OM5451",70,"25305007009",5,"692","25305","007","009","lúa 3 tháng",1,7,NA,"Tinh Binh Phuoc","5_South East","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"661","OM5451",94,"31582015013",6,"942","31582","015","013","OM5451",1,7,NA,"Tinh Soc Trang","6_MRD","Decision No. 711/QD-TT-CLT, December 7, 2011","Yes","IRRI-related (P)","[+p]-Aus","[--]"
"662","OM576",72,"25507007007",5,"705","25507","007","007","5451",1,7,NA,"Tinh Tay Ninh","5_South East","","","IRRI-related (P)","[+p]-Aus","[--]"
"663","OM6162",68,"25177006015",4,"683","25177","006","015","OM 6162",1,3,NA,"Tinh Lam Dong","4_Central Highlands","Decision No. 457/QD-TT-CLT, November 5, 2010","No, but close","IRRI-related (P2)","[--]","[--]"
"664","OM7347",72,"25699001003",5,"711","25699","001","003","om5451",1,7,NA,"Tinh Tay Ninh","5_South East","Decision No. 711/QD-TT-CLT, December 7, 2011","No, but close","Parent likely imported from IRRI Genebank","[--]","[--]"
"665","Q5",30,"10951007011",1,"296","10951","007","011","Q5",1,6,NA,"Tinh Hai Duong","1_RRD","285/QD-TT-

CLT dated 06/10/2022","Yes","Chinese purebred variety","[--]","[--]"
"666","Q5",19,"05647016009",2,"168","05647","016","009","khang dan 18",1,7,NA,"Tinh Thai Nguyen","2_NMMA","285/QD-TT-

CLT dated 06/10/2022","Yes","Chinese purebred variety","[--]","[--]"
"667","Q5",33,"12292014027",1,"331","12292","014","027","838",1,7,NA,"Tinh Hung Yen","1_RRD","285/QD-TT-

CLT dated 06/10/2022","Yes","Chinese purebred variety","[--]","[--]"
"668","Q5",34,"13189002001",1,"343","13189","002","001","Q5",1,3,NA,"Tinh Thai Binh","1_RRD","285/QD-TT-

CLT dated 06/10/2022","Yes","Chinese purebred variety","[--]","[--]"
"669","RVT",80,"28120009005",6,"806","28120","009","005","lúa VRT",2,7,NA,"Tinh Long An","6_MRD","","","Not IRRI-related","[--]","[--]"
"670","RVT",80,"28129003007",6,"806","28129","003","007","RVT",1,3,NA,"Tinh Long An","6_MRD","","","Not IRRI-related","[--]","[--]"
"671","SH14",51,"21241010001",3,"528","21241","010","001","205",1,3,NA,"Tinh Quang Ngai","3_NCCCA","","","IRRI-related (P)","[--]","[--]"
