"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","panel","Pl_date","CS_reach_SA","CS_reach_WS","CSMAP_reach"
"1","80","794","27703","5","10","2023",2022-11-18,FALSE,FALSE,0
"4","80","794","27706","001","005","2022",2022-07-09,FALSE,FALSE,0
"6","80","794","27703","005","006","2022",2021-06-22,FALSE,FALSE,0
"7","80","794","27703","5","10","2023",2022-07-28,FALSE,FALSE,0
"10","80","794","27703","5","6","2023",2022-05-24,FALSE,FALSE,0
"11","80","794","27706","001","005","2022",2021-12-10,FALSE,FALSE,0
"12","80","794","27703","5","8","2023",2021-10-14,FALSE,FALSE,0
"13","80","794","27703","005","006","2022",2021-12-27,FALSE,TRUE,1
"15","80","794","27703","5","6","2023",2022-11-23,FALSE,FALSE,0
"19","80","794","27703","005","010","2022",2021-05-20,FALSE,FALSE,0
"20","80","794","27703","005","010","2022",2021-11-22,FALSE,FALSE,0
"23","80","795","27793","1","10","2023",2022-12-07,FALSE,FALSE,0
"25","80","795","27793","001","005","2022",2021-10-09,FALSE,FALSE,0
"26","80","795","27793","001","008","2022",2022-05-09,FALSE,FALSE,0
"27","80","795","27793","1","2","2023",2022-05-10,FALSE,FALSE,0
"28","80","795","27793","1","2","2023",2022-10-15,FALSE,FALSE,0
"29","80","795","27793","001","008","2022",2021-11-09,FALSE,TRUE,1
"30","80","795","27793","001","005","2022",2022-05-18,FALSE,FALSE,0
"31","80","796","27751","5","6","2023",2023-05-07,FALSE,FALSE,0
"32","80","796","27751","5","15","2023",2023-02-03,FALSE,FALSE,0
"33","80","796","27751","5","2","2023",2023-01-08,FALSE,FALSE,0
"34","80","796","27751","5","2","2023",2022-05-05,FALSE,FALSE,0
"35","80","796","27751","5","4","2023",2022-05-09,FALSE,FALSE,0
"36","80","796","27751","5","8","2023",2023-01-07,FALSE,FALSE,0
"37","80","796","27751","5","8","2023",2023-06-07,FALSE,FALSE,0
"39","80","796","27751","5","7","2023",2022-01-06,FALSE,FALSE,0
"40","80","796","27751","5","6","2023",2022-01-05,FALSE,FALSE,0
"41","80","796","27751","5","3","2023",2022-05-07,FALSE,FALSE,0
"42","80","796","27751","5","7","2023",2022-05-08,FALSE,FALSE,0
"43","80","796","27751","5","4","2023",2023-01-05,FALSE,FALSE,0
"44","80","796","27751","5","3","2023",2022-01-02,FALSE,FALSE,0
"45","80","796","27751","5","15","2023",2022-10-10,FALSE,FALSE,0
"47","80","797","27763","004","012","2022",2021-05-18,FALSE,FALSE,0
"48","80","797","27766","4","3","2023",2023-05-10,FALSE,FALSE,0
"49","80","797","27766","4","4","2023",2023-04-25,TRUE,FALSE,1
"50","80","797","27763","4","15","2023",2022-11-15,FALSE,FALSE,0
"52","80","797","27763","4","13","2023",2023-04-09,FALSE,FALSE,0
"53","80","797","27763","4","10","2023",2023-04-28,TRUE,FALSE,1
"54","80","797","27763","004","006","2022",2020-12-16,FALSE,FALSE,0
"55","80","797","27763","4","7","2023",2022-12-24,FALSE,FALSE,0
"56","80","797","27763","4","6","2023",2023-04-29,TRUE,FALSE,1
"57","80","797","27766","4","3","2023",2022-12-24,FALSE,FALSE,0
"59","80","797","27766","4","4","2023",2022-12-16,FALSE,FALSE,0
"60","80","797","27766","4","11","2023",2023-04-11,FALSE,FALSE,0
"61","80","797","27763","004","009","2022",2020-11-15,FALSE,FALSE,0
"63","80","797","27763","004","009","2022",2021-05-20,FALSE,FALSE,0
"64","80","797","27763","4","10","2023",2022-12-20,FALSE,FALSE,0
"65","80","797","27766","4","13","2023",2023-04-11,FALSE,FALSE,0
"66","80","797","27763","4","3","2023",2022-12-27,FALSE,FALSE,0
"68","80","797","27763","4","15","2023",2023-04-09,FALSE,FALSE,0
"69","80","797","27763","4","7","2023",2023-04-20,TRUE,FALSE,1
"70","80","797","27766","4","14","2023",2023-04-11,FALSE,FALSE,0
"71","80","797","27763","004","006","2022",2021-06-22,FALSE,FALSE,0
"72","80","797","27775","003","007","2022",2021-11-16,FALSE,FALSE,0
"74","80","797","27766","4","5","2023",2022-12-24,FALSE,FALSE,0
"75","80","797","27766","4","13","2023",2022-11-18,FALSE,FALSE,0
"76","80","797","27766","4","11","2023",2022-11-20,FALSE,FALSE,0
"77","80","797","27766","4","2","2023",2023-06-29,FALSE,FALSE,0
"78","80","797","27766","4","5","2023",2023-04-30,TRUE,FALSE,1
"79","80","797","27763","004","003","2022",2020-11-09,FALSE,FALSE,0
"80","80","797","27763","4","13","2023",2022-11-15,FALSE,FALSE,0
"81","80","797","27775","003","007","2022",2022-04-16,TRUE,FALSE,1
"82","80","797","27763","004","015","2022",2021-01-18,FALSE,FALSE,0
"83","80","797","27763","4","6","2023",2022-12-20,FALSE,FALSE,0
"84","80","797","27763","4","3","2023",2023-04-20,TRUE,FALSE,1
"85","80","797","27763","004","015","2022",2021-05-20,FALSE,FALSE,0
"87","80","797","27763","004","003","2022",2021-05-20,FALSE,FALSE,0
"89","80","797","27766","4","14","2023",2022-11-20,FALSE,FALSE,0
"90","80","797","27763","004","012","2022",2021-01-19,FALSE,FALSE,0
"91","80","797","27766","4","2","2023",2022-12-25,FALSE,FALSE,0
"93","80","799","27847","4","17","2023",2022-06-22,FALSE,FALSE,0
"94","80","799","27862","007","009","2022",2021-03-23,FALSE,FALSE,0
"95","80","799","27862","7","6","2023",2022-02-15,TRUE,FALSE,1
"97","80","799","27853","4","3","2023",2022-11-08,FALSE,FALSE,0
"98","80","799","27862","007","014","2022",2021-10-04,FALSE,FALSE,0
"99","80","799","27862","7","2","2023",2022-09-04,FALSE,FALSE,0
"100","80","799","27862","7","3","2023",2022-06-19,FALSE,FALSE,0
"101","80","799","27862","7","6","2023",2022-10-20,FALSE,FALSE,0
"102","80","799","27862","007","004","2022",2021-10-14,FALSE,FALSE,0
"103","80","799","27853","4","3","2023",2022-07-13,FALSE,FALSE,0
"104","80","799","27853","4","1","2023",2022-09-28,FALSE,FALSE,0
"105","80","799","27847","4","17","2023",2022-02-09,FALSE,FALSE,0
"106","80","799","27862","007","008","2022",2021-10-14,FALSE,FALSE,0
"108","80","799","27862","7","10","2023",2022-10-12,FALSE,FALSE,0
"110","80","799","27847","4","11","2023",2022-02-08,FALSE,FALSE,0
"111","80","799","27853","4","7","2023",2022-09-14,FALSE,FALSE,0
"112","80","799","27862","7","3","2023",2021-12-08,FALSE,FALSE,0
"113","80","799","27862","007","002","2022",2021-04-24,FALSE,FALSE,0
"114","80","799","27859","13","15","2023",2023-01-25,FALSE,FALSE,0
"115","80","799","27862","7","8","2023",2022-03-04,FALSE,FALSE,0
"118","80","799","27847","4","1","2023",2022-03-09,FALSE,FALSE,0
"119","80","799","27862","7","8","2023",2022-10-28,FALSE,FALSE,0
"120","80","799","27853","4","13","2023",2022-10-28,FALSE,FALSE,0
"121","80","799","27862","007","002","2022",2021-11-03,FALSE,FALSE,0
"122","80","799","27859","13","9","2023",2022-10-10,FALSE,FALSE,0
"124","80","799","27862","007","004","2022",2021-03-18,FALSE,FALSE,0
"125","80","799","27853","4","9","2023",2022-10-05,FALSE,FALSE,0
"126","80","799","27853","4","7","2023",2022-02-25,FALSE,FALSE,0
"127","80","799","27859","13","15","2023",2022-10-09,FALSE,FALSE,0
"128","80","799","27859","13","9","2023",2023-01-28,FALSE,FALSE,0
"129","80","799","27862","007","003","2022",2021-10-06,FALSE,FALSE,0
"130","80","799","27862","007","014","2022",2022-01-21,FALSE,FALSE,0
"131","80","799","27853","4","4","2023",2022-01-05,FALSE,FALSE,0
"132","80","799","27853","4","9","2023",2022-06-09,FALSE,FALSE,0
"133","80","799","27862","007","009","2022",2021-11-10,FALSE,FALSE,0
"134","80","799","27862","007","010","2022",2021-04-20,FALSE,FALSE,0
"135","80","799","27862","7","2","2023",2022-01-04,FALSE,FALSE,0
"136","80","799","27862","7","10","2023",2022-02-25,FALSE,FALSE,0
"137","80","799","27862","007","005","2022",2021-01-10,FALSE,FALSE,0
"139","80","799","27853","4","13","2023",2022-03-02,FALSE,FALSE,0
"140","80","799","27862","007","003","2022",2021-02-15,TRUE,FALSE,1
"141","80","799","27847","4","11","2023",2022-06-10,FALSE,FALSE,0
"142","80","799","27862","007","010","2022",2021-11-06,FALSE,FALSE,0
"143","80","799","27853","4","1","2023",2022-02-04,TRUE,FALSE,1
"144","80","799","27862","007","005","2022",2021-10-17,FALSE,FALSE,0
"153","80","801","27910","004","010","2022",2022-03-05,FALSE,FALSE,0
"154","80","801","27910","004","012","2022",2022-02-12,FALSE,FALSE,0
"159","80","801","27910","004","010","2022",2021-05-12,FALSE,FALSE,0
"166","80","801","27910","004","014","2022",2022-03-07,FALSE,FALSE,0
"168","80","802","27964","1","5","2023",2022-12-08,FALSE,FALSE,0
"169","80","802","27967","021","008","2022",2021-12-18,FALSE,FALSE,0
"170","80","802","27967","021","008","2022",2021-07-18,FALSE,FALSE,0
"171","80","802","27967","021","002","2022",2021-12-05,FALSE,FALSE,0
"172","80","802","27958","020","007","2022",2021-10-08,FALSE,FALSE,0
"173","80","802","27973","12","5","2023",2022-10-07,FALSE,FALSE,0
"174","80","802","27952","3","10","2023",2023-01-10,FALSE,FALSE,0
"175","80","802","27964","1","4","2023",2022-10-15,FALSE,FALSE,0
"176","80","802","27964","1","2","2023",2022-05-05,FALSE,FALSE,0
"177","80","802","27952","3","3","2023",2022-06-04,FALSE,FALSE,0
"178","80","802","27952","003","006","2022",2021-06-18,FALSE,FALSE,0
"179","80","802","27952","003","009","2022",2021-01-24,FALSE,FALSE,0
"181","80","802","27952","3","5","2023",2022-12-01,FALSE,FALSE,0
"182","80","802","27973","12","17","2023",2023-05-02,FALSE,FALSE,0
"183","80","802","27964","1","10","2023",2022-12-01,FALSE,FALSE,0
"184","80","802","27967","021","007","2022",2021-07-15,FALSE,FALSE,0
"185","80","802","27973","12","7","2023",2022-10-05,FALSE,FALSE,0
"186","80","802","27967","021","010","2022",2021-12-16,FALSE,FALSE,0
"187","80","802","27952","003","008","2022",2021-02-12,FALSE,FALSE,0
"188","80","802","27964","1","1","2023",2023-02-14,FALSE,FALSE,0
"189","80","802","27952","3","8","2023",2022-06-22,FALSE,FALSE,0
"190","80","802","27952","3","19","2023",2022-11-18,FALSE,FALSE,0
"191","80","802","27967","021","014","2022",2021-12-18,FALSE,FALSE,0
"192","80","802","27967","021","007","2022",2021-12-17,FALSE,FALSE,0
"193","80","802","27952","003","008","2022",2021-06-18,FALSE,FALSE,0
"194","80","802","27940","22","9","2023",2022-01-10,FALSE,FALSE,0
"195","80","802","27964","1","10","2023",2022-06-01,FALSE,FALSE,0
"196","80","802","27973","12","17","2023",2023-01-10,FALSE,FALSE,0
"197","80","802","27952","3","2","2023",2022-12-22,FALSE,FALSE,0
"198","80","802","27952","003","003","2022",2021-06-18,FALSE,FALSE,0
"199","80","802","27967","021","010","2022",2021-07-17,FALSE,FALSE,0
"200","80","802","27940","22","9","2023",2022-07-10,FALSE,FALSE,0
"201","80","802","27952","3","5","2023",2022-06-01,FALSE,FALSE,0
"202","80","802","27952","3","19","2023",2022-05-05,FALSE,FALSE,0
"203","80","802","27952","3","8","2023",2022-12-10,FALSE,FALSE,0
"205","80","802","27952","3","3","2023",2022-10-06,FALSE,FALSE,0
"209","80","802","27973","12","5","2023",2023-04-06,TRUE,FALSE,1
"210","80","802","27952","003","003","2022",2021-02-12,FALSE,FALSE,0
"211","80","803","28024","012","001","2022",2022-04-12,FALSE,FALSE,0
"212","80","803","28024","012","012","2022",2021-05-20,TRUE,FALSE,1
"213","80","803","28018","10","7","2023",2022-10-01,FALSE,FALSE,0
"214","80","803","28030","18","17","2023",2022-10-25,FALSE,TRUE,1
"215","80","803","28018","10","7","2023",2022-05-18,TRUE,FALSE,1
"216","80","803","28024","12","11","2023",2022-05-05,FALSE,FALSE,0
"217","80","803","28021","18","15","2023",2022-06-03,FALSE,FALSE,0
"218","80","803","28030","18","17","2023",2023-06-13,FALSE,FALSE,0
"220","80","803","28024","012","001","2022",2022-04-07,FALSE,FALSE,0
"221","80","803","28024","012","012","2022",2021-12-03,FALSE,FALSE,0
"222","80","803","28024","012","011","2022",2022-01-12,FALSE,FALSE,0
"224","80","803","28024","012","011","2022",2021-05-08,FALSE,FALSE,0
"227","80","803","28021","18","15","2023",2022-11-11,FALSE,FALSE,0
"228","80","804","28057","023","007","2022",2021-04-14,FALSE,FALSE,0
"229","80","804","28057","023","007","2022",2021-12-15,FALSE,FALSE,0
"232","80","806","28150","1","12","2023",2022-05-20,TRUE,FALSE,1
"233","80","806","28129","003","007","2022",2021-10-09,FALSE,FALSE,0
"234","80","806","28150","1","6","2023",2022-05-15,FALSE,FALSE,0
"235","80","806","28132","15","1","2023",2022-06-01,FALSE,FALSE,0
"237","80","806","28132","15","9","2023",2022-11-15,FALSE,FALSE,0
"240","80","806","28132","15","10","2023",2022-09-14,FALSE,FALSE,0
"241","80","806","28150","1","3","2023",2022-05-23,TRUE,FALSE,1
"242","80","806","28120","009","008","2022",2021-05-15,FALSE,FALSE,0
"243","80","806","28129","003","007","2022",2021-06-15,FALSE,FALSE,0
"245","80","806","28117","22","8","2023",2022-07-19,FALSE,FALSE,0
"246","80","806","28150","1","14","2023",2022-10-13,FALSE,FALSE,0
"247","80","806","28120","009","004","2022",2021-11-10,FALSE,FALSE,0
"248","80","806","28129","003","011","2022",2022-05-19,TRUE,FALSE,1
"250","80","806","28120","9","3","2023",2021-04-20,FALSE,FALSE,0
"251","80","806","28120","9","7","2023",2022-09-12,FALSE,FALSE,0
"252","80","806","28117","022","014","2022",2021-10-15,FALSE,FALSE,0
"253","80","806","28132","15","13","2023",2022-05-18,TRUE,FALSE,1
"254","80","806","28132","15","13","2023",2022-11-19,FALSE,FALSE,0
"255","80","806","28117","22","14","2023",2022-10-08,FALSE,FALSE,0
"256","80","806","28117","22","9","2023",2022-05-22,TRUE,FALSE,1
"258","80","806","28117","22","10","2023",2022-10-09,FALSE,FALSE,0
"259","80","806","28117","22","14","2023",2022-05-14,FALSE,FALSE,0
"260","80","806","28132","15","6","2023",2022-09-23,FALSE,TRUE,1
"261","80","806","28117","22","9","2023",2022-09-15,FALSE,FALSE,0
"262","80","806","28132","15","1","2023",2022-09-15,FALSE,FALSE,0
"263","80","806","28117","022","014","2022",2022-05-13,FALSE,FALSE,0
"264","80","806","28132","15","6","2023",2022-06-24,FALSE,FALSE,0
"265","80","806","28117","022","010","2022",2022-05-10,FALSE,FALSE,0
"266","80","806","28117","22","2","2023",2022-04-25,FALSE,FALSE,0
"267","80","806","28150","1","6","2023",2022-10-14,FALSE,FALSE,0
"268","80","806","28120","9","13","2023",2022-04-15,FALSE,FALSE,0
"269","80","806","28117","22","10","2023",2022-05-10,FALSE,FALSE,0
"270","80","806","28117","22","13","2023",2022-10-15,FALSE,FALSE,0
"271","80","806","28129","003","009","2022",2021-11-12,FALSE,FALSE,0
"272","80","806","28120","009","018","2022",2021-11-08,FALSE,FALSE,0
"273","80","806","28117","022","010","2022",2021-10-07,FALSE,FALSE,0
"274","80","806","28120","9","14","2023",2022-09-16,FALSE,TRUE,1
"275","80","806","28120","009","005","2022",2021-11-10,FALSE,FALSE,0
"276","80","806","28120","009","004","2022",2021-05-20,TRUE,FALSE,1
"277","80","806","28120","9","7","2023",2022-06-06,FALSE,FALSE,0
"278","80","806","28120","009","008","2022",2021-08-20,FALSE,FALSE,0
"280","80","806","28117","22","2","2023",2022-10-15,FALSE,FALSE,0
"282","80","806","28120","009","005","2022",2021-05-14,FALSE,FALSE,0
"283","80","806","28150","1","15","2023",2022-10-17,FALSE,FALSE,0
"284","80","806","28129","003","009","2022",2021-05-18,TRUE,FALSE,1
"285","80","806","28150","1","14","2023",2022-05-10,FALSE,FALSE,0
"286","80","806","28117","22","13","2023",2022-05-16,TRUE,FALSE,1
"287","80","806","28150","1","3","2023",2022-09-20,FALSE,TRUE,1
"289","80","806","28120","9","4","2023",2022-11-15,FALSE,FALSE,0
"290","80","806","28129","003","011","2022",2021-08-22,FALSE,FALSE,0
"291","80","806","28120","9","4","2023",2022-05-22,TRUE,FALSE,1
"292","80","806","28120","9","3","2023",2022-10-15,FALSE,FALSE,0
"293","80","806","28132","15","10","2023",2022-06-12,FALSE,FALSE,0
"294","80","806","28120","9","14","2023",2022-06-10,FALSE,FALSE,0
"295","80","806","28150","1","12","2023",2022-09-23,FALSE,TRUE,1
"296","80","806","28150","1","15","2023",2022-04-22,FALSE,FALSE,0
"297","80","806","28132","15","9","2023",2022-05-09,FALSE,FALSE,0
"298","80","806","28117","22","8","2023",2022-10-14,FALSE,FALSE,0
"300","80","807","28189","7","4","2023",2022-05-25,TRUE,FALSE,1
"301","80","807","28189","7","4","2023",2022-09-03,FALSE,FALSE,0
"302","80","807","28189","7","3","2023",2022-09-20,FALSE,TRUE,1
"303","82","816","28708","30","7","2023",2022-05-15,FALSE,FALSE,0
"304","82","816","28708","30","9","2023",2022-11-06,FALSE,FALSE,0
"305","82","816","28318","010","012","2022",2021-11-14,FALSE,FALSE,0
"306","82","816","28708","030","007","2022",2022-05-15,FALSE,FALSE,0
"307","82","816","28708","030","007","2022",2021-12-06,FALSE,TRUE,1
"308","82","816","28708","030","016","2022",2022-05-09,FALSE,FALSE,0
"309","82","816","28708","030","011","2022",2021-12-06,FALSE,TRUE,1
"310","82","816","28318","010","001","2022",2021-10-26,FALSE,FALSE,0
"311","82","816","28729","1","5","2023",2022-06-14,FALSE,FALSE,0
"312","82","816","28708","30","13","2023",2022-12-09,FALSE,TRUE,1
"313","82","816","28708","030","011","2022",2022-05-15,FALSE,FALSE,0
"314","82","816","28708","30","12","2023",2022-05-09,FALSE,FALSE,0
"315","82","816","28318","010","011","2022",2021-11-13,FALSE,FALSE,0
"316","82","816","28708","30","10","2023",2022-05-15,FALSE,FALSE,0
"317","82","816","28708","030","002","2022",2021-12-06,FALSE,TRUE,1
"318","82","816","28708","030","002","2022",2022-05-15,FALSE,FALSE,0
"319","82","816","28708","30","14","2023",2022-05-09,FALSE,FALSE,0
"320","82","816","28318","010","008","2022",2021-05-12,FALSE,FALSE,0
"321","82","816","28708","030","010","2022",2022-05-09,FALSE,FALSE,0
"322","82","816","28318","010","002","2022",2021-05-15,FALSE,FALSE,0
"323","82","816","28729","1","12","2023",2022-11-14,FALSE,FALSE,0
"324","82","816","28708","030","016","2022",2021-12-04,FALSE,TRUE,1
"325","82","816","28318","010","011","2022",2021-06-20,FALSE,FALSE,0
"326","82","816","28318","010","010","2022",2021-05-14,FALSE,FALSE,0
"327","82","816","28708","30","7","2023",2022-11-04,FALSE,FALSE,0
"328","82","816","28318","010","012","2022",2021-05-03,FALSE,FALSE,0
"329","82","816","28708","030","014","2022",2022-05-09,FALSE,FALSE,0
"330","82","816","28708","030","015","2022",2022-06-09,FALSE,FALSE,0
"331","82","816","28708","30","14","2023",2022-11-04,FALSE,FALSE,0
"332","82","816","28708","30","12","2023",2022-11-04,FALSE,FALSE,0
"333","82","816","28708","030","008","2022",2022-05-15,FALSE,FALSE,0
"334","82","816","28729","001","012","2022",2022-05-14,FALSE,FALSE,0
"335","82","816","28708","30","6","2023",2022-05-15,FALSE,FALSE,0
"336","82","816","28318","010","002","2022",2021-11-15,FALSE,FALSE,0
"337","82","816","28729","001","005","2022",2021-10-17,FALSE,FALSE,0
"338","82","816","28708","030","014","2022",2021-12-04,FALSE,TRUE,1
"339","82","816","28318","010","001","2022",2021-05-13,FALSE,FALSE,0
"340","82","816","28708","30","9","2023",2022-05-09,FALSE,FALSE,0
"341","82","816","28708","30","2","2023",2022-11-06,FALSE,FALSE,0
"342","82","816","28318","010","010","2022",2021-10-16,FALSE,FALSE,0
"343","82","816","28708","30","10","2023",2022-11-06,FALSE,FALSE,0
"344","82","816","28729","1","13","2023",2022-05-24,TRUE,FALSE,1
"345","82","816","28729","001","013","2022",2021-10-17,FALSE,FALSE,0
"346","82","816","28318","010","014","2022",2021-05-18,TRUE,FALSE,1
"347","82","816","28729","001","012","2022",2021-10-16,FALSE,FALSE,0
"348","82","816","28708","30","13","2023",2022-06-09,FALSE,FALSE,0
"349","82","816","28708","030","015","2022",2021-12-09,FALSE,TRUE,1
"350","82","816","28729","1","5","2023",2022-11-12,FALSE,FALSE,0
"351","82","816","28708","30","6","2023",2022-11-06,FALSE,FALSE,0
"352","82","816","28729","001","013","2022",2022-05-24,TRUE,FALSE,1
"353","82","816","28708","30","2","2023",2022-05-15,FALSE,FALSE,0
"354","82","816","28708","030","008","2022",2021-12-06,FALSE,TRUE,1
"355","82","816","28729","001","005","2022",2022-05-16,TRUE,FALSE,1
"356","82","816","28729","1","12","2023",2022-06-18,FALSE,FALSE,0
"357","82","816","28318","010","008","2022",2021-11-11,FALSE,FALSE,0
"382","82","818","28357","008","003","2022",2021-06-03,TRUE,FALSE,1
"385","82","818","28357","008","007","2022",2021-03-19,FALSE,FALSE,0
"386","82","819","28372","9","12","2023",2022-10-25,FALSE,FALSE,0
"387","82","819","28384","2","1","2023",2022-05-02,FALSE,FALSE,0
"388","82","819","28372","9","17","2023",2022-10-11,FALSE,FALSE,0
"389","82","819","28369","5","8","2023",2023-02-27,TRUE,FALSE,1
"390","82","819","28369","5","1","2023",2022-02-24,TRUE,FALSE,1
"391","82","819","28384","002","009","2022",2021-04-25,FALSE,FALSE,0
"392","82","819","28384","2","13","2023",2022-11-13,FALSE,TRUE,1
"394","82","819","28384","002","013","2022",2021-03-26,FALSE,FALSE,0
"395","82","819","28372","9","11","2023",2022-12-16,FALSE,FALSE,0
"396","82","819","28384","002","014","2022",2021-11-10,FALSE,TRUE,1
"397","82","819","28369","5","1","2023",2022-10-02,FALSE,FALSE,0
"398","82","819","28372","9","8","2023",2022-10-10,FALSE,FALSE,0
"399","82","819","28363","008","012","2022",2021-11-10,FALSE,TRUE,1
"400","82","819","28363","008","012","2022",2021-03-10,FALSE,FALSE,0
"401","82","819","28384","002","013","2022",2021-11-14,FALSE,TRUE,1
"402","82","819","28372","9","1","2023",2023-03-07,FALSE,FALSE,0
"404","82","819","28384","2","12","2023",2023-01-10,FALSE,FALSE,0
"405","82","819","28372","9","13","2023",2022-11-20,FALSE,FALSE,0
"407","82","819","28372","9","17","2023",2023-01-24,FALSE,FALSE,0
"408","82","819","28369","5","6","2023",2022-12-25,FALSE,FALSE,0
"409","82","819","28384","2","12","2023",2022-10-20,FALSE,FALSE,0
"410","82","819","28384","002","001","2022",2021-11-04,FALSE,TRUE,1
"411","82","819","28363","008","001","2022",2021-03-28,FALSE,FALSE,0
"412","82","819","28363","008","001","2022",2021-11-06,FALSE,TRUE,1
"413","82","819","28372","9","15","2023",2023-03-20,FALSE,FALSE,0
"414","82","819","28372","9","8","2023",2023-01-25,FALSE,FALSE,0
"415","82","819","28369","5","8","2023",2022-11-12,FALSE,TRUE,1
"416","82","819","28372","9","5","2023",2022-10-06,FALSE,FALSE,0
"417","82","819","28363","008","007","2022",2021-10-18,FALSE,FALSE,0
"418","82","819","28369","5","6","2023",2023-03-20,FALSE,FALSE,0
"419","82","819","28384","2","11","2023",2022-06-10,FALSE,FALSE,0
"421","82","819","28372","9","5","2023",2023-03-10,FALSE,FALSE,0
"422","82","819","28369","5","10","2023",2022-12-18,FALSE,FALSE,0
"423","82","819","28372","9","15","2023",2022-11-10,FALSE,TRUE,1
"424","82","819","28384","002","001","2022",2021-03-13,FALSE,FALSE,0
"426","82","819","28372","9","13","2023",2023-04-15,FALSE,FALSE,0
"427","82","819","28384","2","11","2023",2022-10-07,FALSE,FALSE,0
"428","82","819","28384","2","13","2023",2023-02-25,TRUE,FALSE,1
"429","82","819","28384","2","9","2023",2022-11-21,FALSE,FALSE,0
"430","82","819","28372","9","12","2023",2023-03-09,FALSE,FALSE,0
"431","82","819","28384","2","1","2023",2022-11-16,FALSE,FALSE,0
"432","82","819","28372","9","1","2023",2022-11-11,FALSE,TRUE,1
"433","82","819","28369","5","10","2023",2023-03-20,FALSE,FALSE,0
"435","82","819","28372","9","11","2023",2023-03-20,FALSE,FALSE,0
"436","82","819","28384","002","009","2022",2021-11-12,FALSE,TRUE,1
"438","82","820","28444","019","012","2022",2022-03-08,NA,FALSE,NA
"441","82","820","28465","11","15","2023",2022-11-13,FALSE,NA,NA
"442","82","820","28441","12","13","2023",2022-11-15,FALSE,NA,NA
"443","82","820","28441","12","13","2023",2023-02-10,NA,FALSE,NA
"444","82","820","28441","12","15","2023",2023-02-22,NA,FALSE,NA
"446","82","820","28441","12","15","2023",2022-11-20,FALSE,NA,NA
"448","82","820","28465","11","1","2023",2022-11-20,FALSE,NA,NA
"449","82","820","28465","11","1","2023",2023-02-25,NA,FALSE,NA
"450","82","820","28441","12","8","2023",2023-02-28,NA,FALSE,NA
"453","82","820","28441","12","8","2023",2022-11-20,FALSE,NA,NA
"454","82","820","28444","019","012","2022",2021-12-08,FALSE,NA,NA
"456","82","820","28441","12","14","2023",2022-11-10,FALSE,NA,NA
"463","82","820","28441","12","14","2023",2023-02-08,NA,FALSE,NA
"465","82","820","28465","11","15","2023",2023-02-20,NA,FALSE,NA
"466","82","820","28444","019","007","2022",2021-11-18,FALSE,NA,NA
"467","82","820","28444","019","007","2022",2022-02-11,NA,FALSE,NA
"469","82","821","28528","9","13","2023",2022-12-12,FALSE,TRUE,1
"470","82","821","28540","9","13","2023",2023-03-23,FALSE,FALSE,0
"471","82","821","28528","9","13","2023",2023-04-03,FALSE,FALSE,0
"473","82","821","28540","9","13","2023",2022-11-11,FALSE,FALSE,0
"474","82","823","28687","003","002","2022",2021-06-29,FALSE,FALSE,0
"475","82","823","28687","003","013","2022",2021-06-26,FALSE,FALSE,0
"476","82","823","28687","003","003","2022",2021-06-26,FALSE,FALSE,0
"477","82","823","28651","008","001","2022",2021-12-15,FALSE,FALSE,0
"478","82","823","28687","003","003","2022",2021-12-17,FALSE,FALSE,0
"479","82","823","28687","003","008","2022",2021-12-20,FALSE,FALSE,0
"480","82","823","28687","003","002","2022",2021-12-18,FALSE,FALSE,0
"481","82","823","28687","003","013","2022",2021-12-22,FALSE,FALSE,0
"482","82","823","28687","003","008","2022",2021-06-25,FALSE,FALSE,0
"483","82","823","28651","008","001","2022",2022-06-26,FALSE,FALSE,0
"486","82","824","28738","005","014","2022",2021-05-03,FALSE,FALSE,0
"488","82","824","28705","8","3","2023",2022-11-10,FALSE,FALSE,0
"489","82","824","28738","005","012","2022",2021-05-11,FALSE,FALSE,0
"490","82","824","28741","023","014","2022",2021-12-29,FALSE,FALSE,0
"491","82","824","28741","023","008","2022",2021-05-16,TRUE,FALSE,1
"492","82","824","28741","023","009","2022",2021-05-03,FALSE,FALSE,0
"493","82","824","28702","9","6","2023",2022-11-15,FALSE,FALSE,0
"494","82","824","28744","19","8","2023",2022-11-01,FALSE,FALSE,0
"495","82","824","28702","9","3","2023",2022-11-10,FALSE,FALSE,0
"496","82","824","28705","8","5","2023",2022-05-12,FALSE,FALSE,0
"497","82","824","28702","9","13","2023",2022-05-18,TRUE,FALSE,1
"498","82","824","28741","023","008","2022",2021-10-15,FALSE,FALSE,0
"499","82","824","28744","19","3","2023",2022-11-01,FALSE,FALSE,0
"500","82","824","28747","010","003","2022",2021-05-16,TRUE,FALSE,1
"501","82","824","28744","19","8","2023",2022-05-20,TRUE,FALSE,1
"502","82","824","28702","9","6","2023",2022-05-10,FALSE,FALSE,0
"504","82","824","28738","005","012","2022",2021-11-11,FALSE,FALSE,0
"505","82","824","28705","8","14","2023",2022-05-14,FALSE,FALSE,0
"506","82","824","28741","023","009","2022",2021-11-01,FALSE,FALSE,0
"507","82","824","28726","13","14","2023",2022-11-02,FALSE,FALSE,0
"508","82","824","28744","19","4","2023",2022-05-20,TRUE,FALSE,1
"509","82","824","28741","023","014","2022",2021-05-11,FALSE,FALSE,0
