"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","panel","Pl_date","CS_reach_SA","CS_reach_WS","CSMAP_reach"
"2332","91","903","30836","6","18","2023",2022-11-11,FALSE,TRUE,1
"2334","91","903","30835","012","017","2022",2021-11-19,FALSE,FALSE,0
"2336","91","903","30836","6","8","2023",2022-11-10,FALSE,TRUE,1
"2337","91","903","30829","013","013","2022",2021-04-15,FALSE,FALSE,0
"2338","91","903","30835","012","020","2022",2021-06-01,TRUE,FALSE,1
"2339","91","903","30829","13","13","2023",2023-04-02,FALSE,FALSE,0
"2340","91","903","30835","012","018","2022",2021-05-06,FALSE,FALSE,0
"2341","91","903","30826","2","20","2023",2022-03-15,FALSE,FALSE,0
"2342","91","903","30823","015","022","2022",2022-07-02,FALSE,FALSE,0
"2343","91","903","30826","2","4","2023",2022-10-01,FALSE,FALSE,0
"2345","91","903","30823","15","12","2023",2022-11-20,FALSE,FALSE,0
"2346","91","903","30829","013","013","2022",2021-12-15,FALSE,FALSE,0
"2347","91","903","30826","2","8","2023",2022-11-08,FALSE,TRUE,1
"2348","91","903","30836","6","1","2023",2022-11-11,FALSE,TRUE,1
"2350","91","903","30836","6","8","2023",2023-07-20,FALSE,FALSE,0
"2351","91","903","30826","2","6","2023",2022-06-17,FALSE,FALSE,0
"2352","91","903","30820","17","7","2023",2023-04-18,FALSE,FALSE,0
"2353","91","903","30829","13","4","2023",2022-12-11,FALSE,FALSE,0
"2354","91","903","30826","2","8","2023",2022-03-14,FALSE,FALSE,0
"2355","91","903","30829","13","8","2023",2022-11-22,FALSE,FALSE,0
"2356","91","903","30829","013","009","2022",2022-01-02,FALSE,FALSE,0
"2357","91","903","30820","17","3","2023",2023-03-12,FALSE,FALSE,0
"2358","91","903","30823","015","020","2022",2022-07-20,FALSE,FALSE,0
"2359","91","903","30826","2","18","2023",2022-11-04,FALSE,TRUE,1
"2360","91","903","30823","015","019","2022",2022-04-05,FALSE,FALSE,0
"2361","91","903","30835","012","018","2022",2021-11-15,FALSE,TRUE,1
"2362","91","903","30823","015","021","2022",2022-08-04,FALSE,FALSE,0
"2363","91","903","30829","013","015","2022",2021-11-15,FALSE,TRUE,1
"2366","91","903","30829","13","9","2023",2023-04-10,FALSE,FALSE,0
"2368","91","903","30823","15","8","2023",2022-11-20,FALSE,FALSE,0
"2369","91","903","30823","15","15","2023",2023-04-20,FALSE,FALSE,0
"2370","91","903","30823","015","019","2022",2022-07-19,FALSE,FALSE,0
"2371","91","903","30823","15","8","2023",2022-05-26,FALSE,FALSE,0
"2372","91","903","30836","6","3","2023",2022-11-25,FALSE,FALSE,0
"2373","91","903","30829","13","15","2023",2022-11-20,FALSE,FALSE,0
"2374","91","903","30829","13","11","2023",2022-11-15,FALSE,TRUE,1
"2375","91","903","30823","015","022","2022",2022-04-03,FALSE,FALSE,0
"2376","91","903","30829","13","20","2023",2023-04-01,FALSE,FALSE,0
"2377","91","903","30823","15","4","2023",2022-11-01,FALSE,TRUE,1
"2378","91","903","30836","6","6","2023",2023-03-20,FALSE,FALSE,0
"2379","91","903","30826","2","15","2023",2022-11-15,FALSE,TRUE,1
"2381","91","903","30836","6","19","2023",2023-03-20,FALSE,FALSE,0
"2382","91","903","30829","13","13","2023",2022-11-29,FALSE,FALSE,0
"2384","91","903","30829","013","008","2022",2021-11-10,FALSE,TRUE,1
"2385","91","903","30835","012","017","2022",2021-06-19,FALSE,FALSE,0
"2387","91","903","30835","012","004","2022",2021-07-01,FALSE,FALSE,0
"2388","91","903","30829","013","012","2022",2021-08-14,FALSE,FALSE,0
"2389","91","903","30823","15","12","2023",2023-04-25,FALSE,FALSE,0
"2392","91","903","30820","017","019","2022",2021-05-15,FALSE,FALSE,0
"2393","91","903","30820","17","1","2023",2022-12-09,FALSE,FALSE,0
"2394","91","903","30823","15","15","2023",2022-11-20,FALSE,FALSE,0
"2395","91","903","30836","6","19","2023",2022-11-20,FALSE,FALSE,0
"2396","91","903","30829","013","015","2022",2021-05-29,FALSE,FALSE,0
"2397","91","903","30820","17","15","2023",2022-11-26,FALSE,FALSE,0
"2398","91","903","30829","013","011","2022",2022-01-11,FALSE,FALSE,0
"2401","91","903","30823","15","13","2023",2022-11-01,FALSE,TRUE,1
"2402","91","903","30826","2","18","2023",2022-07-01,FALSE,FALSE,0
"2403","91","903","30835","012","005","2022",2021-11-05,FALSE,TRUE,1
"2404","91","903","30826","2","15","2023",2022-07-03,FALSE,FALSE,0
"2405","91","903","30829","013","005","2022",2022-05-01,FALSE,FALSE,0
"2406","91","903","30829","13","7","2023",2022-11-29,FALSE,FALSE,0
"2407","91","903","30820","17","13","2023",2023-04-14,FALSE,FALSE,0
"2408","91","903","30826","2","9","2023",2022-04-04,FALSE,FALSE,0
"2412","91","903","30829","13","8","2023",2022-05-20,FALSE,FALSE,0
"2414","91","903","30829","13","11","2023",2022-05-25,FALSE,FALSE,0
"2415","91","903","30829","13","9","2023",2022-11-25,FALSE,FALSE,0
"2416","91","903","30826","2","7","2023",2022-03-15,FALSE,FALSE,0
"2417","91","903","30820","017","016","2022",2021-11-10,FALSE,TRUE,1
"2418","91","903","30826","2","7","2023",2022-10-06,FALSE,FALSE,0
"2420","91","903","30829","013","005","2022",2022-01-15,FALSE,FALSE,0
"2424","91","903","30835","012","005","2022",2021-06-05,TRUE,FALSE,1
"2425","91","903","30823","15","13","2023",2023-04-24,FALSE,FALSE,0
"2426","91","903","30829","013","012","2022",2021-12-14,FALSE,FALSE,0
"2427","91","903","30835","012","004","2022",2021-11-01,FALSE,TRUE,1
"2428","91","903","30829","13","20","2023",2022-11-02,FALSE,TRUE,1
"2429","91","903","30829","013","009","2022",2021-06-11,TRUE,FALSE,1
"2430","91","903","30820","17","7","2023",2022-12-11,FALSE,FALSE,0
"2431","91","903","30836","6","6","2023",2022-11-25,FALSE,FALSE,0
"2432","91","903","30826","2","6","2023",2022-10-05,FALSE,FALSE,0
"2434","91","903","30835","012","020","2022",2021-11-01,FALSE,TRUE,1
"2437","91","903","30829","013","011","2022",2022-05-11,FALSE,FALSE,0
"2438","91","903","30826","2","12","2023",2022-11-20,FALSE,FALSE,0
"2439","91","903","30823","15","14","2023",2022-05-28,FALSE,FALSE,0
"2440","91","903","30844","19","6","2023",2022-11-15,FALSE,TRUE,1
"2441","91","903","30826","2","4","2023",2022-05-04,FALSE,FALSE,0
"2442","91","903","30820","17","17","2023",2022-11-20,FALSE,FALSE,0
"2443","91","903","30826","2","2","2023",2022-11-20,FALSE,FALSE,0
"2444","91","903","30835","012","022","2022",2021-12-16,FALSE,FALSE,0
"2445","91","903","30820","17","1","2023",2023-04-14,FALSE,FALSE,0
"2446","91","903","30820","017","016","2022",2021-05-17,FALSE,FALSE,0
"2447","91","903","30836","6","18","2023",2023-07-15,FALSE,FALSE,0
"2449","91","903","30829","13","15","2023",2023-04-07,FALSE,FALSE,0
"2450","91","903","30823","015","020","2022",2021-11-15,FALSE,TRUE,1
"2452","91","903","30826","2","9","2023",2022-11-10,FALSE,TRUE,1
"2453","91","903","30823","15","4","2023",2023-04-26,FALSE,FALSE,0
"2454","91","903","30823","15","14","2023",2022-11-20,FALSE,FALSE,0
"2456","91","903","30835","012","022","2022",2021-06-21,FALSE,FALSE,0
"2457","91","903","30823","015","021","2022",2022-05-17,FALSE,FALSE,0
"2458","91","903","30820","017","019","2022",2021-11-11,FALSE,TRUE,1
"2459","91","903","30829","13","7","2023",2023-04-23,FALSE,FALSE,0
"2461","91","903","30826","2","20","2023",2022-10-04,FALSE,FALSE,0
"2462","91","903","30829","013","008","2022",2021-05-10,FALSE,FALSE,0
"2464","91","904","30877","009","010","2022",2021-11-14,FALSE,FALSE,0
"2465","91","904","30871","006","011","2022",2022-01-01,FALSE,FALSE,0
"2467","91","904","30853","15","5","2023",2022-10-11,FALSE,FALSE,0
"2469","91","904","30877","9","12","2023",2022-11-20,FALSE,TRUE,1
"2470","91","904","30877","9","8","2023",2022-11-25,FALSE,TRUE,1
"2472","91","904","30853","15","5","2023",2022-03-15,FALSE,FALSE,0
"2475","91","904","30871","006","014","2022",2022-01-01,FALSE,FALSE,0
"2476","91","904","30868","14","4","2023",2022-11-07,FALSE,FALSE,0
"2477","91","904","30871","006","011","2022",2022-06-16,FALSE,FALSE,0
"2478","91","904","30877","9","13","2023",2023-04-10,TRUE,FALSE,1
"2480","91","904","30853","015","016","2022",2022-07-12,FALSE,FALSE,0
"2481","91","904","30868","014","013","2022",2021-03-15,FALSE,FALSE,0
"2482","91","904","30877","9","14","2023",2023-03-27,FALSE,FALSE,0
"2486","91","904","30877","9","8","2023",2023-03-20,FALSE,FALSE,0
"2489","91","904","30871","006","014","2022",2022-05-01,FALSE,FALSE,0
"2493","91","904","30868","14","4","2023",2022-04-15,TRUE,FALSE,1
"2495","91","904","30877","9","15","2023",2023-04-15,TRUE,FALSE,1
"2497","91","904","30877","9","14","2023",2022-11-25,FALSE,TRUE,1
"2498","91","904","30877","9","10","2023",2023-04-03,TRUE,FALSE,1
"2499","91","904","30877","009","010","2022",2022-04-10,TRUE,FALSE,1
"2501","91","904","30877","9","12","2023",2023-04-15,TRUE,FALSE,1
"2507","91","904","30877","9","15","2023",2022-12-07,FALSE,FALSE,0
"2508","91","904","30877","009","014","2022",2021-11-11,FALSE,FALSE,0
"2510","91","904","30868","14","11","2023",2023-04-05,TRUE,FALSE,1
"2511","91","904","30868","14","11","2023",2022-11-02,FALSE,FALSE,0
"2512","91","904","30877","009","014","2022",2022-03-08,FALSE,FALSE,0
"2513","91","904","30853","15","21","2023",2022-03-15,FALSE,FALSE,0
"2516","91","904","30868","014","013","2022",2021-11-15,FALSE,FALSE,0
"2518","91","904","30853","15","21","2023",2022-10-10,FALSE,FALSE,0
"2521","91","904","30853","015","016","2022",2022-01-01,FALSE,FALSE,0
"2523","91","904","30877","9","10","2023",2022-11-10,FALSE,FALSE,0
"2524","91","904","30877","9","13","2023",2022-11-15,FALSE,FALSE,0
"2527","91","905","30886","021","014","2022",2021-11-05,FALSE,FALSE,0
"2528","91","905","30895","30","13","2023",2022-05-12,FALSE,FALSE,0
"2529","91","905","30895","30","9","2023",2021-10-04,FALSE,FALSE,0
"2530","91","905","30895","030","006","2022",2021-05-06,FALSE,FALSE,0
"2531","91","905","30901","012","005","2022",2022-05-09,FALSE,FALSE,0
"2532","91","905","30895","030","006","2022",2021-11-10,FALSE,FALSE,0
"2533","91","905","30886","021","013","2022",2021-04-04,FALSE,FALSE,0
"2534","91","905","30887","14","8","2023",2022-10-01,FALSE,FALSE,0
"2537","91","905","30889","6","23","2023",2022-11-19,FALSE,TRUE,1
"2539","91","905","30883","18","2","2023",2022-04-07,FALSE,FALSE,0
"2540","91","905","30886","021","008","2022",2021-05-20,FALSE,FALSE,0
"2541","91","905","30889","6","5","2023",2022-05-20,FALSE,FALSE,0
"2542","91","905","30895","30","9","2023",2022-05-05,FALSE,FALSE,0
"2543","91","905","30889","6","5","2023",2022-11-15,FALSE,FALSE,0
"2546","91","905","30889","6","22","2023",2022-11-15,FALSE,FALSE,0
"2547","91","905","30883","18","16","2023",2022-11-15,FALSE,FALSE,0
"2548","91","905","30895","030","012","2022",2021-05-05,FALSE,FALSE,0
"2549","91","905","30895","030","009","2022",2021-05-05,FALSE,FALSE,0
"2551","91","905","30895","30","8","2023",2022-05-10,FALSE,FALSE,0
"2552","91","905","30895","030","012","2022",2021-11-15,FALSE,FALSE,0
"2553","91","905","30895","30","15","2023",2022-04-04,FALSE,FALSE,0
"2554","91","905","30901","012","005","2022",2021-11-15,FALSE,FALSE,0
"2555","91","905","30883","18","2","2023",2022-12-02,FALSE,FALSE,0
"2558","91","905","30883","18","16","2023",2022-04-25,FALSE,FALSE,0
"2560","91","905","30883","18","20","2023",2023-04-10,FALSE,FALSE,0
"2561","91","905","30895","30","15","2023",2022-08-13,FALSE,FALSE,0
"2562","91","905","30895","30","3","2023",2022-11-19,FALSE,TRUE,1
"2563","91","905","30886","021","007","2022",2021-08-10,FALSE,FALSE,0
"2564","91","905","30895","30","3","2023",2022-04-06,FALSE,FALSE,0
"2565","91","905","30883","18","15","2023",2022-11-01,FALSE,FALSE,0
"2566","91","905","30886","021","004","2022",2021-11-10,FALSE,FALSE,0
"2567","91","905","30887","14","8","2023",2023-05-15,FALSE,FALSE,0
"2568","91","905","30901","12","5","2023",2022-05-20,FALSE,FALSE,0
"2569","91","905","30901","12","8","2023",2022-04-15,FALSE,FALSE,0
"2570","91","905","30895","30","8","2023",2021-11-11,FALSE,FALSE,0
"2571","91","905","30895","30","5","2023",2021-11-04,FALSE,FALSE,0
"2572","91","905","30901","12","5","2023",2022-10-15,FALSE,FALSE,0
"2573","91","905","30886","021","001","2022",2021-04-10,FALSE,FALSE,0
"2574","91","905","30901","12","8","2023",2021-12-04,FALSE,FALSE,0
"2575","91","905","30886","021","001","2022",2021-11-10,FALSE,FALSE,0
"2577","91","905","30889","6","22","2023",2022-05-15,FALSE,FALSE,0
"2579","91","905","30886","021","007","2022",2021-04-12,FALSE,FALSE,0
"2581","91","905","30887","14","10","2023",2023-03-21,FALSE,FALSE,0
"2582","91","905","30883","18","15","2023",2022-05-01,FALSE,FALSE,0
"2583","91","905","30887","14","10","2023",2022-11-27,FALSE,TRUE,1
"2586","91","905","30886","021","005","2022",2021-05-25,FALSE,FALSE,0
"2587","91","905","30886","021","005","2022",2021-11-20,FALSE,TRUE,1
"2588","91","905","30895","30","11","2023",2022-04-20,FALSE,FALSE,0
"2589","91","905","30886","021","008","2022",2021-11-02,FALSE,FALSE,0
"2590","91","905","30886","021","013","2022",2021-11-10,FALSE,FALSE,0
"2591","91","905","30895","30","5","2023",2022-06-06,TRUE,FALSE,1
"2592","91","905","30887","14","1","2023",2022-11-20,FALSE,TRUE,1
"2593","91","905","30895","030","009","2022",2021-11-12,FALSE,FALSE,0
"2594","91","905","30901","012","020","2022",2021-11-12,FALSE,FALSE,0
"2595","91","905","30895","30","13","2023",2021-11-03,FALSE,FALSE,0
"2597","91","905","30895","30","11","2023",2022-08-20,FALSE,FALSE,0
"2599","91","905","30889","6","23","2023",2022-05-10,FALSE,FALSE,0
"2600","91","905","30901","012","020","2022",2022-05-01,FALSE,FALSE,0
"2601","91","905","30887","14","1","2023",2023-03-22,FALSE,FALSE,0
"2602","91","905","30886","021","004","2022",2022-04-10,FALSE,FALSE,0
"2603","91","905","30883","18","20","2023",2022-12-07,FALSE,FALSE,0
"2604","91","905","30886","021","014","2022",2021-05-26,FALSE,FALSE,0
"2605","91","906","30940","003","003","2022",2021-11-15,FALSE,FALSE,0
"2606","91","906","30947","4","16","2023",2022-12-03,FALSE,FALSE,0
"2607","91","906","30947","4","13","2023",2022-05-20,FALSE,FALSE,0
"2608","91","906","30904","7","10","2023",2022-10-03,FALSE,FALSE,0
"2609","91","906","30904","026","006","2022",2021-11-20,FALSE,FALSE,0
"2610","91","906","30904","026","003","2022",2021-11-20,FALSE,FALSE,0
"2611","91","906","30947","4","16","2023",2022-06-09,FALSE,FALSE,0
"2612","91","906","30947","4","1","2023",2022-07-08,FALSE,FALSE,0
"2614","91","906","30947","4","4","2023",2022-05-20,FALSE,FALSE,0
"2615","91","906","30947","4","20","2023",2022-12-12,FALSE,FALSE,0
"2616","91","906","30928","17","12","2023",2023-04-03,FALSE,FALSE,0
"2617","91","906","30940","003","006","2022",2021-12-15,FALSE,FALSE,0
"2618","91","906","30928","017","008","2022",2021-12-09,FALSE,FALSE,0
"2619","91","906","30940","003","008","2022",2022-03-28,TRUE,FALSE,1
"2620","91","906","30946","2","6","2023",2022-04-05,FALSE,FALSE,0
"2621","91","906","30917","004","015","2022",2021-03-15,FALSE,FALSE,0
"2622","91","906","30917","14","15","2023",2023-05-14,FALSE,FALSE,0
"2623","91","906","30904","026","016","2022",2022-01-01,FALSE,FALSE,0
"2624","91","906","30917","004","001","2022",2021-08-25,FALSE,FALSE,0
"2625","91","906","30931","008","012","2022",2021-08-25,FALSE,FALSE,0
"2626","91","906","30928","17","8","2023",2023-03-25,TRUE,FALSE,1
"2627","91","906","30946","2","11","2023",2022-07-07,FALSE,FALSE,0
"2628","91","906","30917","004","016","2022",2021-03-15,FALSE,FALSE,0
"2629","91","906","30904","026","016","2022",2021-04-10,FALSE,FALSE,0
"2630","91","906","30904","026","004","2022",2022-07-13,FALSE,FALSE,0
"2631","91","906","30917","14","10","2023",2022-11-08,FALSE,FALSE,0
"2632","91","906","30947","4","17","2023",2022-11-01,FALSE,FALSE,0
"2634","91","906","30917","004","016","2022",2021-11-15,FALSE,FALSE,0
"2635","91","906","30947","4","20","2023",2022-04-02,FALSE,FALSE,0
"2637","91","906","30928","17","8","2023",2022-11-25,FALSE,FALSE,0
"2638","91","906","30917","004","001","2022",2020-12-09,FALSE,FALSE,0
"2639","91","906","30947","4","10","2023",2022-04-02,FALSE,FALSE,0
"2640","91","906","30940","003","017","2022",2021-11-10,FALSE,FALSE,0
"2641","91","906","30946","2","7","2023",2022-06-06,FALSE,FALSE,0
"2642","91","906","30947","4","13","2023",2022-12-10,FALSE,FALSE,0
"2643","91","906","30947","4","10","2023",2022-11-05,FALSE,FALSE,0
"2644","91","906","30940","003","009","2022",2021-11-15,FALSE,FALSE,0
"2645","91","906","30940","003","006","2022",2022-03-20,TRUE,FALSE,1
"2646","91","906","30931","008","015","2022",2021-08-28,FALSE,FALSE,0
"2647","91","906","30940","003","002","2022",2021-11-15,FALSE,FALSE,0
"2648","91","906","30917","004","014","2022",2020-12-05,FALSE,FALSE,0
"2649","91","906","30947","4","7","2023",2022-11-25,FALSE,FALSE,0
"2650","91","906","30913","11","11","2023",2023-03-20,TRUE,FALSE,1
"2651","91","906","30917","14","15","2023",2022-10-07,FALSE,FALSE,0
"2652","91","906","30940","003","002","2022",2022-04-07,FALSE,FALSE,0
"2653","91","906","30947","4","5","2023",2022-04-04,FALSE,FALSE,0
"2654","91","906","30917","14","10","2023",2023-05-15,FALSE,FALSE,0
"2655","91","906","30913","11","10","2023",2022-11-13,FALSE,FALSE,0
"2656","91","906","30928","017","004","2022",2022-06-10,FALSE,FALSE,0
"2657","91","906","30946","2","19","2023",2022-05-22,FALSE,FALSE,0
"2658","91","906","30904","7","15","2023",2023-04-09,FALSE,FALSE,0
"2659","91","906","30904","7","4","2023",2023-05-10,FALSE,FALSE,0
"2660","91","906","30931","008","012","2022",2021-01-22,FALSE,FALSE,0
"2661","91","906","30947","4","4","2023",2022-12-15,FALSE,FALSE,0
"2662","91","906","30946","2","8","2023",2022-05-06,FALSE,FALSE,0
"2663","91","906","30904","7","10","2023",2023-04-07,FALSE,FALSE,0
"2664","91","906","30928","017","009","2022",2021-03-15,FALSE,FALSE,0
"2665","91","906","30917","14","8","2023",2022-11-15,FALSE,FALSE,0
"2666","91","906","30913","11","9","2023",2023-05-19,FALSE,FALSE,0
"2667","91","906","30947","4","7","2023",2022-04-19,FALSE,FALSE,0
"2668","91","906","30947","4","5","2023",2022-10-02,FALSE,FALSE,0
"2669","91","906","30928","017","004","2022",2021-12-18,FALSE,FALSE,0
"2673","91","906","30904","7","1","2023",2023-03-10,FALSE,FALSE,0
"2674","91","906","30917","004","002","2022",2021-06-19,FALSE,FALSE,0
"2675","91","906","30904","026","004","2022",2021-12-13,FALSE,FALSE,0
"2677","91","906","30917","004","013","2022",2021-11-15,FALSE,FALSE,0
"2678","91","906","30940","003","017","2022",2022-03-25,TRUE,FALSE,1
"2679","91","906","30917","004","014","2022",2021-07-09,FALSE,FALSE,0
"2680","91","906","30946","2","7","2023",2021-10-15,FALSE,FALSE,0
"2681","91","906","30904","7","4","2023",2022-12-07,FALSE,FALSE,0
"2682","91","906","30946","2","6","2023",2022-08-15,FALSE,FALSE,0
"2683","91","906","30946","2","9","2023",2021-12-02,FALSE,FALSE,0
"2684","91","906","30917","004","013","2022",2021-03-15,FALSE,FALSE,0
"2685","91","906","30946","2","2","2023",2022-08-20,FALSE,FALSE,0
"2686","91","906","30913","11","4","2023",2023-01-08,FALSE,FALSE,0
"2687","91","906","30904","026","003","2022",2021-04-10,FALSE,FALSE,0
"2688","91","906","30940","003","019","2022",2022-03-26,TRUE,FALSE,1
"2689","91","906","30917","004","011","2022",2020-12-05,FALSE,FALSE,0
"2690","91","906","30913","11","17","2023",2022-11-20,FALSE,FALSE,0
"2691","91","906","30947","4","17","2023",2022-04-03,FALSE,FALSE,0
"2692","91","906","30904","7","5","2023",2023-04-08,FALSE,FALSE,0
"2693","91","906","30913","11","17","2023",2023-03-10,FALSE,FALSE,0
"2694","91","906","30928","17","3","2023",2022-11-20,FALSE,FALSE,0
"2695","91","906","30904","7","5","2023",2022-10-04,FALSE,FALSE,0
"2696","91","906","30904","7","1","2023",2023-09-10,FALSE,FALSE,0
"2697","91","906","30940","003","003","2022",2022-03-08,FALSE,FALSE,0
"2698","91","906","30913","11","9","2023",2022-11-15,FALSE,FALSE,0
"2699","91","906","30946","2","5","2023",2022-04-13,FALSE,FALSE,0
"2700","91","906","30931","008","015","2022",2021-01-20,FALSE,FALSE,0
"2702","91","906","30904","7","2","2023",2022-11-16,FALSE,FALSE,0
"2703","91","906","30928","17","3","2023",2023-03-20,TRUE,FALSE,1
"2705","91","906","30940","003","009","2022",2022-03-10,FALSE,FALSE,0
"2706","91","906","30940","003","019","2022",2021-12-07,FALSE,FALSE,0
"2707","91","906","30940","003","008","2022",2021-11-07,FALSE,FALSE,0
"2708","91","906","30904","7","12","2023",2023-03-17,TRUE,FALSE,1
"2709","91","906","30946","2","8","2023",2022-01-02,FALSE,FALSE,0
"2710","91","906","30904","7","14","2023",2022-05-15,FALSE,FALSE,0
"2712","91","906","30904","7","15","2023",2022-10-05,FALSE,FALSE,0
"2713","91","906","30947","4","1","2023",2022-12-07,FALSE,FALSE,0
"2714","91","906","30917","14","8","2023",2023-05-15,FALSE,FALSE,0
"2715","91","906","30917","004","015","2022",2021-11-15,FALSE,FALSE,0
"2716","91","906","30946","2","10","2023",2022-08-20,FALSE,FALSE,0
"2717","91","906","30913","11","18","2023",2023-04-07,FALSE,FALSE,0
"2718","91","906","30913","11","11","2023",2022-10-20,FALSE,TRUE,1
"2719","91","906","30946","2","5","2023",2021-12-02,FALSE,FALSE,0
"2720","91","906","30946","2","19","2023",2022-01-03,FALSE,FALSE,0
"2721","91","906","30928","17","12","2023",2022-11-07,FALSE,FALSE,0
"2722","91","906","30904","7","14","2023",2022-12-09,FALSE,FALSE,0
"2723","91","906","30904","7","2","2023",2023-05-18,FALSE,FALSE,0
"2724","91","906","30928","017","009","2022",2021-11-10,FALSE,FALSE,0
"2725","91","906","30946","2","10","2023",2022-04-07,FALSE,FALSE,0
"2726","91","906","30946","2","2","2023",2022-04-08,FALSE,FALSE,0
"2727","91","906","30946","2","11","2023",2021-12-08,FALSE,FALSE,0
"2728","91","906","30946","2","14","2023",2022-08-20,FALSE,FALSE,0
"2729","91","906","30904","026","006","2022",2021-04-15,FALSE,FALSE,0
"2730","91","906","30904","7","12","2023",2022-11-27,FALSE,FALSE,0
"2731","91","906","30946","2","9","2023",2022-04-13,FALSE,FALSE,0
"2732","91","906","30913","11","18","2023",2022-12-06,FALSE,FALSE,0
"2733","91","906","30917","004","002","2022",2021-12-14,FALSE,FALSE,0
"2734","91","906","30946","2","14","2023",2022-04-06,FALSE,FALSE,0
"2735","91","907","30952","1","6","2023",2022-05-25,FALSE,FALSE,0
"2737","91","907","30952","1","17","2023",2022-12-25,FALSE,FALSE,0
"2742","91","907","30952","1","17","2023",2022-05-20,FALSE,FALSE,0
"2743","91","907","30961","21","7","2023",2022-11-25,FALSE,FALSE,0
"2744","91","907","30961","21","18","2023",2023-04-03,FALSE,FALSE,0
"2745","91","907","30961","21","10","2023",2022-05-05,FALSE,FALSE,0
"2746","91","907","30961","021","011","2022",2021-10-16,FALSE,FALSE,0
"2749","91","907","30961","021","006","2022",2021-06-16,FALSE,FALSE,0
"2751","91","907","30961","021","003","2022",2021-10-20,FALSE,FALSE,0
"2752","91","907","30967","008","017","2022",2022-06-22,FALSE,FALSE,0
"2753","91","907","30961","21","5","2023",2022-06-12,FALSE,FALSE,0
"2754","91","907","30967","008","006","2022",2021-11-11,FALSE,TRUE,1
"2755","91","907","30952","1","18","2023",2022-11-11,FALSE,TRUE,1
"2756","91","907","30961","21","9","2023",2023-04-10,FALSE,FALSE,0
"2758","91","907","30961","21","2","2023",2022-10-13,FALSE,FALSE,0
"2759","91","907","30961","021","002","2022",2021-10-15,FALSE,FALSE,0
"2761","91","907","30952","1","7","2023",2022-05-12,FALSE,FALSE,0
"2763","91","907","30961","021","014","2022",2021-06-05,FALSE,FALSE,0
"2766","91","907","30952","1","1","2023",2022-04-26,FALSE,FALSE,0
"2768","91","907","30952","1","1","2023",2022-11-10,FALSE,TRUE,1
"2769","91","907","30961","021","003","2022",2021-06-17,FALSE,FALSE,0
"2770","91","907","30961","021","006","2022",2021-10-18,FALSE,FALSE,0
"2771","91","907","30967","008","001","2022",2022-06-22,FALSE,FALSE,0
"2772","91","907","30952","1","10","2023",2022-05-05,FALSE,FALSE,0
"2773","91","907","30967","008","003","2022",2022-05-15,FALSE,FALSE,0
"2775","91","907","30952","1","18","2023",2022-05-07,FALSE,FALSE,0
"2776","91","907","30961","21","17","2023",2022-06-07,FALSE,FALSE,0
"2780","91","907","30961","21","2","2023",2023-06-28,FALSE,FALSE,0
"2781","91","907","30961","021","009","2022",2021-10-18,FALSE,FALSE,0
"2784","91","907","30952","1","20","2023",2022-12-25,FALSE,FALSE,0
"2785","91","907","30961","21","16","2023",2023-04-10,FALSE,FALSE,0
"2786","91","907","30961","21","17","2023",2022-10-04,FALSE,FALSE,0
"2787","91","907","30952","1","20","2023",2022-05-25,FALSE,FALSE,0
"2788","91","907","30961","21","8","2023",2022-05-20,FALSE,FALSE,0
"2789","91","907","30961","021","011","2022",2021-05-20,FALSE,FALSE,0
"2790","91","907","30961","021","009","2022",2021-06-10,FALSE,FALSE,0
"2792","91","907","30961","021","012","2022",2021-10-22,FALSE,FALSE,0
"2794","91","907","30961","21","18","2023",2022-11-09,FALSE,TRUE,1
"2799","91","907","30961","21","9","2023",2022-11-06,FALSE,TRUE,1
"2800","91","907","30961","21","8","2023",2022-09-20,FALSE,FALSE,0
"2801","91","907","30961","21","16","2023",2022-11-05,FALSE,TRUE,1
"2802","91","907","30961","21","13","2023",2022-05-20,FALSE,FALSE,0
"2803","91","907","30961","021","012","2022",2021-06-19,FALSE,FALSE,0
"2804","91","907","30961","021","002","2022",2021-05-15,FALSE,FALSE,0
"2805","91","907","30961","21","5","2023",2022-10-06,FALSE,FALSE,0
"2806","91","907","30952","1","8","2023",2022-04-28,FALSE,FALSE,0
"2807","91","907","30967","008","007","2022",2022-06-24,FALSE,FALSE,0
"2810","91","907","30952","1","8","2023",2022-11-18,FALSE,FALSE,0
"2813","91","907","30952","1","16","2023",2022-11-20,FALSE,FALSE,0
"2814","91","907","30961","21","3","2023",2022-05-10,FALSE,FALSE,0
"2815","91","907","30961","21","13","2023",2022-10-20,FALSE,FALSE,0
"2816","91","907","30961","21","10","2023",2022-10-15,FALSE,FALSE,0
"2817","91","907","30961","21","7","2023",2023-05-20,FALSE,FALSE,0
"2818","91","907","30952","1","16","2023",2022-04-27,FALSE,FALSE,0
"2819","91","907","30961","021","015","2022",2021-10-22,FALSE,FALSE,0
"2821","91","907","30967","008","017","2022",2021-11-15,FALSE,TRUE,1
"2822","91","907","30952","1","6","2023",2022-12-25,FALSE,FALSE,0
"2823","91","907","30967","008","001","2022",2021-11-10,FALSE,TRUE,1
"2825","91","907","30961","021","015","2022",2021-06-17,FALSE,FALSE,0
"2826","91","907","30967","008","007","2022",2021-11-16,FALSE,FALSE,0
