"","MATINH","ID","X","IDHO","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_C0A","M4B12A1_C0B","M4B12A1_C0C","M4B12A1_C0D","M4B12A2_C1","M4B12A2_C1A","M4B12A2_C1A_GHIRO","M4B12A3_TENTR","M4B12A3_C2","M4B12A3_C3","M4B12A3_C4","M4B12A3_C5","M4B12A3_C6","M4B12A3_C6_GHIRO","M4B12A3_C7","M4B12A3_C8","M4B12A3_C91","M4B12A3_C92","M4B12A3_C93","M4B12A3_C94","M4B12A3_C95","M4B12A3_C10D","M4B12A3_C10M","M4B12A3_C11","M4B12A4_C1","M4B12A4_KD","M4B12A4_VD","M4B12A1_MA","M4B12A1_C1","M4B12A1_C1_GHIRO","M4B12A1_C2","M4B12A1_C3","M4B12A1_C4","M4B12A1_C5","M4B12A1_C6","Province_name","Region"
"176",14,"14-120-3814016013",570,3814016013,120,3814,16,13,2,NA,NA,1,NA,1,NA,NA,"Lọng Pá Long",1,1,"Sắn cao sản",2,3,NA,8,2,1,1,1,2,1,14,5,364,NA,NA,NA,3,2,NA,"99",3814,5,NA,500,"Son La","NMMA"
"177",14,"14-120-3814016014",571,3814016014,120,3814,16,14,2,2,2,1,2,1,NA,NA,"NA BẢN",1,1,"Sắn cao sản",2,3,NA,10,2,1,1,1,2,1,27,5,363,NA,NA,NA,3,2,NA,"99",3814,5,NA,3000,"Son La","NMMA"
"178",14,"14-120-3850008003",1342,3850008003,120,3850,8,3,4,2,2,2,1,1,NA,"","NA TONG",1,1,"sắn cao sản",2,3,"",5,2,1,1,1,1,1,27,11,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"179",14,"14-120-3850008005",1343,3850008005,120,3850,8,5,4,NA,NA,NA,NA,1,NA,"","Na Nghịu",1,1,"sắn cao sản",2,3,"",10,2,1,1,1,1,1,19,11,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"180",14,"14-120-3850008006",1344,3850008006,120,3850,8,6,4,2,2,2,1,1,NA,"","1",1,1,"cao sản",2,3,"",10,2,1,1,1,1,1,24,11,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"181",14,"14-120-3850008011",1345,3850008011,120,3850,8,11,4,2,2,2,1,1,NA,"","NƯƠNG SẮN",1,1,"sắn cao sản",99,6,"",4,2,1,1,1,1,1,16,11,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"182",14,"14-120-3850008014",1346,3850008014,120,3850,8,14,4,2,2,2,1,1,NA,"","NA NGHIU",1,1,"cao sản",2,3,"",10,2,1,1,1,1,1,28,11,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"183",14,"14-121-3859012007",952,3859012007,121,3859,12,7,1,1,2,2,2,1,NA,NA,"1",1,1,"là phai",1,6,NA,10,2,2,2,2,2,2,5,3,373,NA,NA,NA,1,2,NA,"99",3859,1,NA,30000,"Son La","NMMA"
"184",14,"14-121-3859012010",953,3859012010,121,3859,12,10,1,1,2,2,2,1,NA,NA,"LÀ PHAI",1,1,"sắn lá tre",1,6,NA,10,2,2,2,2,2,2,6,3,331,NA,NA,NA,1,2,NA,"99",3859,1,NA,10000,"Son La","NMMA"
"185",14,"14-121-3859012011",954,3859012011,121,3859,12,11,1,1,2,2,2,1,NA,NA,"LÀ PHAI",1,1,"lá tre",1,6,NA,10,2,2,2,2,2,2,9,3,316,NA,NA,NA,1,2,NA,"99",3859,1,NA,6000,"Son La","NMMA"
"186",14,"14-122-3943003001",573,3943003001,122,3943,3,1,2,1,2,2,2,1,NA,NA,"TƯỜNG HAN",1,1,"Sắn cao sản",1,6,NA,3,2,1,1,1,1,1,19,5,317,NA,NA,NA,1,1,NA,"99",30031,2,NA,2500,"Son La","NMMA"
"187",14,"14-122-3943003003",574,3943003003,122,3943,3,3,2,2,2,2,1,1,NA,NA,"BẢN HAN",1,1,"cao sản",1,6,NA,7,2,1,1,1,1,1,23,5,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"188",14,"14-122-3943003005",576,3943003005,122,3943,3,5,2,2,2,2,1,1,1,NA,"NƯƠNG SẮN",1,1,"sắn cao sản",1,6,NA,3,2,1,1,1,1,1,26,5,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"189",14,"14-122-3943003009",579,3943003009,122,3943,3,9,2,1,2,2,2,1,1,NA,"NƯƠNG NHÀ",1,1,"Sắn",1,6,NA,3,2,1,1,1,2,1,18,5,375,NA,NA,NA,1,1,NA,"99",3919,3,NA,10000,"Son La","NMMA"
"190",14,"14-122-3943003011",581,3943003011,122,3943,3,11,2,1,2,2,2,1,NA,NA,"HAN 2",1,1,"sắn cao sản",1,6,NA,3,1,1,1,1,1,1,24,5,367,NA,NA,NA,1,1,NA,"99",3943,2,NA,2000,"Son La","NMMA"
"191",14,"14-126-4171014003",1348,4171014003,126,4171,14,3,4,2,2,2,1,1,NA,"","THỬA. 1",1,1,"Cao sản",2,6,"",5,2,1,1,1,1,1,11,11,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"192",14,"14-126-4171014008",1352,4171014008,126,4171,14,8,4,2,2,1,2,1,NA,"","Huổi Co Mị",1,1,"Sắn cao sản",2,6,"",5,1,1,1,1,1,1,14,11,300,NA,NA,NA,3,2,"","99",4171,5,NA,30000,"Son La","NMMA"
"193",14,"14-126-4171014009",1353,4171014009,126,4171,14,9,4,2,2,1,2,1,NA,"","THỬA 1",1,1,"Cao sản",2,6,"",5,2,1,1,1,1,1,15,11,293,NA,NA,NA,3,2,"","99",4171,2,NA,30060,"Son La","NMMA"
"194",14,"14-126-4171014013",1356,4171014013,126,4171,14,13,4,2,2,1,2,1,NA,"","Co Mị",1,1,"Sắn cao sản",2,6,"",5,2,1,2,1,1,1,11,11,295,NA,NA,NA,3,2,"","99",4171,3,NA,21600,"Son La","NMMA"
"195",14,"14-126-4171014015",1358,4171014015,126,4171,14,15,4,2,2,1,2,1,NA,"","Huổi co mị",1,1,"Sắn cao sản",2,6,"",5,2,1,1,1,1,1,13,11,320,NA,NA,NA,3,2,"","99",4171,5,NA,22000,"Son La","NMMA"
"196",14,"14-126-4180003001",964,4180003001,126,4180,3,1,1,2,2,1,2,1,NA,NA,"1",1,1,"Sắn cao sản",2,6,NA,3,2,1,1,1,1,1,26,2,347,NA,NA,NA,3,2,NA,"99",4180,2,NA,14500,"Son La","NMMA"
"197",14,"14-126-4180003003",966,4180003003,126,4180,3,3,1,2,2,1,2,1,NA,NA,"THỬA 1",1,1,"cao sản",2,6,NA,3,2,1,1,1,1,1,2,3,370,NA,NA,NA,3,2,NA,"99",4180,2,NA,42000,"Son La","NMMA"
"198",14,"14-126-4180003005",968,4180003005,126,4180,3,5,1,2,2,1,2,1,NA,NA,"THỬA1",1,1,"sắn cao sản",2,6,NA,4,2,1,1,1,1,1,27,2,345,NA,NA,NA,3,2,NA,"99",4180,3,NA,11250,"Son La","NMMA"
"199",14,"14-126-4180003007",970,4180003007,126,4180,3,7,1,2,2,1,2,1,NA,NA,"THỬA 1",1,1,"sắn cao sản",2,6,NA,3,2,1,1,1,1,1,25,2,301,NA,NA,NA,3,2,NA,"99",4180,2,NA,5000,"Son La","NMMA"
"200",14,"14-126-4180003009",972,4180003009,126,4180,3,9,1,2,2,1,2,1,NA,NA,"LỌNG XÀY",1,1,"cao sản",2,6,NA,4,2,1,2,1,1,2,28,2,296,NA,NA,NA,3,2,NA,"99",4180,4,NA,40000,"Son La","NMMA"
"201",14,"14-126-4195019007",1359,4195019007,126,4195,19,7,4,2,2,1,2,1,NA,"","Pu luông",1,1,"Sắn cao sản",2,6,"",2,2,1,2,1,1,1,17,11,372,NA,NA,NA,3,2,"","99",4195,2,NA,7200,"Son La","NMMA"
"202",14,"14-126-4195019009",1360,4195019009,126,4195,19,9,4,2,2,1,2,1,NA,"","HUỔI CẦN",1,1,"sắn cao sản",2,6,"",5,2,1,1,1,1,1,15,11,302,NA,NA,NA,3,2,"","99",4195,5,NA,10000,"Son La","NMMA"
"203",14,"14-126-4195019012",1361,4195019012,126,4195,19,12,4,1,2,2,2,1,NA,"","NƯƠNG SẮN",1,1,"Sắn Cao Sản",1,5,"",3,2,1,1,1,1,1,18,11,325,NA,NA,NA,1,1,"","99",3721,4,NA,5000,"Son La","NMMA"
"204",14,"14-126-4195019013",1362,4195019013,126,4195,19,13,4,1,2,2,2,1,NA,"","NƯƠNG SẮN",1,1,"Sắn cao sản",1,6,"",2,2,1,1,1,1,1,19,11,340,NA,NA,NA,1,1,"","99",3721,4,NA,5100,"Son La","NMMA"
"205",14,"14-126-4198035006",583,4198035006,126,4198,35,6,2,2,2,2,1,1,2,NA,"1",1,1,"sắn cao sản",2,6,NA,4,2,1,1,1,1,1,30,5,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"206",14,"14-126-4219016003",586,4219016003,126,4219,16,3,2,1,2,2,2,1,NA,NA,"1",1,1,"sắn cao sản",2,6,NA,4,2,1,1,1,1,1,15,5,294,NA,NA,NA,1,1,NA,"99",4219,5,NA,6400,"Son La","NMMA"
"207",14,"14-126-4219016007",588,4219016007,126,4219,16,7,2,2,2,1,2,1,NA,NA,"THỬA 1",1,1,"sắn cao sản",2,6,NA,4,2,1,1,1,1,1,12,5,310,NA,NA,NA,3,2,NA,"99",4219,3,NA,33000,"Son La","NMMA"
"208",14,"14-126-4219016010",589,4219016010,126,4219,16,10,2,2,2,1,2,1,1,NA,"1",1,1,"Cao sản",2,5,NA,4,2,1,1,1,1,1,15,5,299,NA,NA,NA,3,2,NA,"99",4219,5,NA,9000,"Son La","NMMA"
"209",14,"14-126-4219016012",590,4219016012,126,4219,16,12,2,1,2,2,2,1,1,NA,"PHAI CẦM",1,2,"giống địa phương",1,6,NA,5,2,2,2,1,2,1,17,5,306,NA,NA,NA,1,1,NA,"99",4219,1,NA,32000,"Son La","NMMA"
"210",14,"14-128-4058001004",117,4058001004,128,4058,1,4,3,1,2,2,2,1,NA,"","THÔNG NGÚP",1,1,"sắn tăng sản",1,6,"",4,2,1,2,1,1,1,15,8,355,NA,NA,NA,1,1,"","99",4058,3,NA,60000,"Son La","NMMA"
"211",14,"14-128-4058001005",113,4058001005,128,4058,1,5,3,1,2,2,2,1,NA,"","SUỐI CỪM",1,1,"cao sản",2,6,"",5,2,1,2,1,1,1,15,8,335,NA,NA,NA,1,1,"","99",4058,1,NA,6000,"Son La","NMMA"
"212",14,"14-128-4058001006",123,4058001006,128,4058,1,6,3,1,2,2,2,1,NA,"","THÔNG MÚT",1,1,"tăng sản",2,6,"",10,2,1,1,1,1,1,15,8,361,NA,NA,NA,1,1,"","hộ gia đình",4058,7,NA,8400,"Son La","NMMA"
"213",14,"14-128-4058001009",116,4058001009,128,4058,1,9,3,1,2,2,2,1,NA,"","THÔNG NGÚP",1,1,"Sắn tăng sản",2,6,"",3,2,1,2,1,1,1,15,8,378,NA,NA,NA,1,2,"","99",4058,3,NA,14400,"Son La","NMMA"
"214",14,"14-128-4058001014",122,4058001014,128,4058,1,14,3,1,2,2,2,1,NA,"","THÔNG NGÚP",1,1,"Tăng sản",99,6,"",3,2,1,1,1,2,1,15,8,333,NA,NA,NA,1,2,"","99",4058,1,NA,10000,"Son La","NMMA"
"215",14,"14-120-3814016008",565,3814016008,120,3814,16,8,2,2,2,1,2,1,NA,NA,"LÓNG PÁ LONG",1,1,"Sắn cao sản",2,3,NA,6,2,1,1,1,2,1,28,5,377,NA,NA,NA,3,2,NA,"99",3814,5,NA,6000,"Son La","NMMA"
"216",15,"15-136-4378004001",591,4378004001,136,4378,4,1,2,1,2,2,2,1,NA,NA,"LÀNG ĐAM",1,1,"sắn lá tre",1,6,NA,5,2,2,2,1,2,1,7,5,419,NA,NA,NA,1,3,NA,"nhà máy sắn đông cuông",4399,5,NA,14000,"Yen Bai","NMMA"
"217",15,"15-136-4378004008",592,4378004008,136,4378,4,8,2,1,2,2,2,1,1,NA,"LÀNG ĐAM",1,1,"sắn xanh",99,6,NA,15,2,2,1,1,2,1,10,5,381,NA,NA,NA,1,2,NA,"99",4378,2,NA,3700,"Yen Bai","NMMA"
"218",15,"15-136-4378004010",593,4378004010,136,4378,4,10,2,2,2,2,1,1,NA,NA,"LÀNG ĐAM",1,1,"sắn lá tre",1,6,NA,2,2,1,2,1,2,1,10,5,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"219",15,"15-136-4378004012",594,4378004012,136,4378,4,12,2,1,2,2,2,1,NA,NA,"LÀNG ĐAM",1,1,"sắn lá tre",1,6,NA,5,2,2,1,1,2,1,21,5,410,NA,NA,NA,1,2,NA,"nhà máy đông cuông",4399,5,NA,25000,"Yen Bai","NMMA"
"220",15,"15-136-4378004013",595,4378004013,136,4378,4,13,2,1,2,2,2,1,NA,NA,"ĐAM II",1,1,"Sắn lá tre",1,6,NA,8,2,2,2,2,2,1,8,5,402,NA,NA,NA,1,3,NA,"Nhà máy sắn Đông Cuông",4399,3,NA,42000,"Yen Bai","NMMA"
"221",15,"15-136-4381002002",596,4381002002,136,4381,2,2,2,1,2,2,2,1,NA,NA,"TRỤC TRONG",1,1,"cao sản",2,2,NA,10,2,1,1,1,1,1,16,5,404,NA,NA,NA,1,1,NA,"99",4399,3,NA,17000,"Yen Bai","NMMA"
"222",15,"15-136-4381002005",597,4381002005,136,4381,2,5,2,1,2,2,2,1,NA,NA,"THÔN TRỤC TRONG",1,1,"sắn cao sản xanh",2,2,NA,3,2,1,1,1,1,1,16,5,412,NA,NA,NA,1,1,NA,"nhà máy sắn đông cuông",4399,2,NA,27300,"Yen Bai","NMMA"
"223",15,"15-136-4381002006",598,4381002006,136,4381,2,6,2,1,2,2,2,1,NA,NA,"THÔN TRỤC TRONG",1,1,"sắn cao sản",2,2,NA,3,2,1,1,1,1,1,18,5,408,NA,NA,NA,1,1,NA,"nhà máy sắn đông cuông",4399,1,NA,35200,"Yen Bai","NMMA"
"224",15,"15-140-4693013013",127,4693013013,140,4693,13,13,3,2,2,2,1,1,NA,"","PÍN PÉ",1,1,"sén dù",1,5,"",12,2,2,2,2,2,2,5,8,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"225",15,"15-140-4699017003",599,4699017003,140,4699,17,3,2,2,2,2,1,1,NA,NA,"THÔN DÀY",1,1,"cao sản",99,6,NA,10,2,1,1,1,1,1,8,5,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"226",15,"15-140-4711015007",601,4711015007,140,4711,15,7,2,2,2,2,1,1,NA,NA,"gần nhà",1,1,"Sắn dù",1,5,NA,8,2,2,2,2,2,2,10,5,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"227",15,"15-140-4711015011",602,4711015011,140,4711,15,11,2,2,2,2,1,1,NA,NA,"CÁNH ĐỒNG HẢI TÂM",1,2,"sắn dù",1,6,NA,10,1,2,2,2,2,2,13,5,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"228",15,"15-141-4714019003",603,4714019003,141,4714,19,3,2,2,2,2,1,1,NA,NA,"ĐẤT ĐỒI",1,1,"cao sản",2,5,NA,1,2,1,1,1,1,1,4,5,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"229",15,"15-141-4714019008",604,4714019008,141,4714,19,8,2,2,2,2,1,1,NA,NA,"THỬ 1",1,1,"sắn cao sản",2,6,NA,2,2,1,1,1,1,1,9,5,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"230",15,"15-141-4726013009",1363,4726013009,141,4726,13,9,4,2,2,2,1,1,NA,"","ĐỒI KEO",1,1,"sắn cao sản",1,5,"",2,2,1,2,1,1,1,3,11,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"231",15,"15-141-4726013010",1364,4726013010,141,4726,13,10,4,2,2,2,1,1,NA,"","SẮN TRỒNG XEN ĐẤT LÂM NGHIỆP",1,1,"sắn lá tre",1,6,"",2,2,1,2,1,1,1,1,11,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"232",15,"15-141-4726013013",1365,4726013013,141,4726,13,13,4,2,2,2,1,1,NA,"","ĐỒI NHÀ",1,1,"sắn lá tre",2,6,"",5,2,1,2,1,2,1,5,11,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"233",15,"15-141-4726013015",1366,4726013015,141,4726,13,15,4,2,2,2,1,1,NA,"","ĐỒI NHÀ",1,1,"sắn lá tre",2,5,"",1,2,1,2,1,2,1,1,11,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"234",15,"15-141-4747006007",606,4747006007,141,4747,6,7,2,2,2,2,1,1,NA,NA,"TRỒNG QUANH NHÀ",1,1,"sắn dù",1,6,NA,4,2,1,2,1,2,2,5,1,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"235",15,"15-141-4780001006",1367,4780001006,141,4780,1,6,4,2,2,2,1,1,NA,"","VƯỜN QUANH NHÀ",1,1,"Sắn lá tre",1,6,"",1,1,1,2,1,1,1,11,11,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"236",15,"15-141-4780001009",1368,4780001009,141,4780,1,9,4,2,2,2,1,1,NA,"","THỬA 1",1,1,"Sắn nếp",2,6,"",2,1,1,1,1,1,1,7,11,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"237",15,"15-141-4780001013",1369,4780001013,141,4780,1,13,4,2,2,1,2,1,NA,"","SẮN TRỒNG XEN ĐẤT RỪNG",1,1,"sắn lá tre",1,6,"",2,2,1,1,1,1,1,11,11,397,NA,NA,NA,3,4,"","",NA,NA,NA,12000,"Yen Bai","NMMA"
"238",15,"15-135-4345006007",126,4345006007,135,4345,6,7,3,2,2,2,1,1,NA,"","VƯỜN ÔNG TÔNG",1,1,"sắn tre",1,6,"",0,2,2,2,1,2,2,14,8,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yen Bai","NMMA"
"239",17,"17-155-5128002012",608,5128002012,155,5128,2,12,2,2,2,2,1,1,NA,NA,"MƯỜNG ĐỊNH",1,1,"sắn ta",1,6,NA,3,2,2,2,1,2,1,16,5,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"240",17,"17-155-5128003005",609,5128003005,155,5128,3,5,2,1,NA,NA,NA,1,NA,NA,"AN KHANG",1,1,"sắn lá tre",2,6,NA,8,2,1,1,1,1,1,21,5,444,NA,NA,NA,1,4,NA,NA,NA,NA,NA,200,"Hoa Binh","NMMA"
"241",17,"17-155-5128003008",610,5128003008,155,5128,3,8,2,1,2,2,2,1,NA,NA,"AN KHANH",1,1,"sắn lá tre",2,6,NA,11,2,1,1,1,1,1,15,5,430,NA,NA,NA,1,4,NA,NA,NA,NA,NA,400,"Hoa Binh","NMMA"
"242",17,"17-155-5128002007",607,5128002007,155,5128,2,7,2,2,2,2,1,1,NA,NA,"RUỘNG Á",1,1,"sắn lá tre",2,6,NA,5,2,1,1,1,1,1,21,5,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"243",17,"17-157-5272004012",129,5272004012,157,5272,4,12,3,2,2,2,1,1,NA,"","ĐỒNG VƯỜN",1,1,"Sắn đỏ Địa phương",1,6,"",6,2,2,2,2,2,2,8,8,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"244",17,"17-157-5281007002",1376,5281007002,157,5281,7,2,4,2,2,2,1,1,NA,"","ĐỒNG RUỘNG NHÀ",1,1,"giống thuần",1,6,"",1,2,2,2,2,2,2,9,11,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"245",17,"17-157-5281007003",1377,5281007003,157,5281,7,3,4,2,2,2,1,1,NA,"","ĐỒNG NHÀ",1,1,"Giống thuần",1,6,"",1,2,2,2,2,2,2,9,11,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"246",17,"17-157-5281007004",1378,5281007004,157,5281,7,4,4,2,2,2,1,1,NA,"","ĐỒNG VƯỜN",1,1,"giống thuần",1,6,"",1,2,2,2,2,2,2,9,11,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"247",17,"17-157-5284004006",1379,5284004006,157,5284,4,6,4,2,2,2,1,1,NA,"","ĐỒNG TRONG VƯỜN",1,1,"Giống thuần",1,6,"",1,2,2,2,2,2,2,11,11,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"248",17,"17-157-5284004012",1380,5284004012,157,5284,4,12,4,2,2,2,1,1,NA,"","ĐỒNG VƯỜN",1,1,"Giống thuần",1,6,"",1,2,2,2,2,2,2,11,11,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"249",17,"17-157-5284004013",1381,5284004013,157,5284,4,13,4,2,2,2,1,1,NA,"","ĐỒNG VƯỜN NHÀ",1,1,"Giống thuần",1,6,"",1,2,2,2,2,2,2,11,11,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"250",17,"17-157-5284004015",1382,5284004015,157,5284,4,15,4,2,2,2,1,1,NA,"","ĐỒNG NHÀ",1,1,"Giống thuần",1,6,"",1,2,2,2,2,2,2,11,11,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"251",17,"17-157-5320002003",132,5320002003,157,5320,2,3,3,1,2,2,2,1,NA,"","ĐỒI KEO",1,1,"KM94",2,6,"",5,2,1,1,1,1,1,11,8,432,NA,NA,NA,1,1,"","99",5344,5,NA,10800,"Hoa Binh","NMMA"
"252",17,"17-157-5320002004",131,5320002004,157,5320,2,4,3,2,2,2,1,1,NA,"","ĐỒNG VƯỜN",1,1,"KM94",2,6,"",1,2,1,1,1,1,1,11,8,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"253",17,"17-157-5344001002",133,5344001002,157,5344,1,2,3,1,2,2,2,1,NA,"","ĐỒNG THẦU",1,1,"KM94",2,2,"",1,2,1,2,1,2,1,2,8,441,NA,NA,NA,1,1,"","Nhà máy tinh bột sắn Tân Hiếu Hưng",5344,1,NA,4000,"Hoa Binh","NMMA"
"254",17,"17-157-5344001015",134,5344001015,157,5344,1,15,3,1,2,2,2,1,NA,"","ĐỒNG NHÀ",1,1,"KM94",2,2,"",1,2,1,1,1,1,1,2,8,443,NA,NA,NA,1,1,"","Nhà máy tinh bột sắn Tân Hiếu Hưng",5344,1,NA,1300,"Hoa Binh","NMMA"
"255",17,"17-157-5272004006",130,5272004006,157,5272,4,6,3,2,2,2,1,1,NA,"","ĐỒNG BỢI",1,1,"sắn đỏ địa phương",1,6,"",10,2,2,2,2,2,1,8,8,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoa Binh","NMMA"
"256",17,"17-158-5374001006",137,5374001006,158,5374,1,6,3,2,2,1,2,1,NA,"","XÓM ĐÌNH",1,1,"sắn lai",1,5,"",5,2,1,1,1,1,1,15,8,450,NA,NA,NA,3,1,"","99",5389,2,NA,2340,"Hoa Binh","NMMA"
"257",17,"17-158-5374001007",138,5374001007,158,5374,1,7,3,2,2,1,2,1,NA,"","ĐÌNH",1,1,"sắn lai",2,2,"",5,2,1,1,1,1,1,15,8,439,NA,NA,NA,3,1,"","99",5389,2,NA,8280,"Hoa Binh","NMMA"
"258",17,"17-158-5374001008",136,5374001008,158,5374,1,8,3,2,2,1,2,1,NA,"","XÓM ĐÌNH",1,1,"sắn lai",2,2,"",5,2,1,1,1,1,1,16,8,451,NA,NA,NA,3,1,"","99",5389,2,NA,1150,"Hoa Binh","NMMA"
"259",17,"17-158-5374001011",135,5374001011,158,5374,1,11,3,2,2,1,2,1,NA,"","ĐÌNH",1,1,"sắn lại",2,2,"",3,2,1,1,1,1,1,17,8,447,NA,NA,NA,3,1,"","99",5389,5,NA,1200,"Hoa Binh","NMMA"
"260",17,"17-158-5374001001",139,5374001001,158,5374,1,1,3,1,2,2,2,1,NA,"","THỬA SỐ 1",1,1,"sắn lai",2,6,"",2,2,1,1,1,1,1,14,8,440,NA,NA,NA,1,1,"","99",5374,1,NA,1980,"Hoa Binh","NMMA"
"261",19,"19-167-5599012010",140,5599012010,167,5599,12,10,3,2,2,2,1,1,NA,"","CUA NHA",1,1,"Cao sản",2,6,"",2,2,1,2,1,2,1,17,8,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thai Nguyen","NMMA"
"262",19,"19-171-5845013001",141,5845013001,171,5845,13,1,3,2,2,2,1,1,NA,"","VƯỜN NHÀ",1,1,"sắn trắng",1,6,"",10,1,2,2,2,1,1,6,8,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thai Nguyen","NMMA"
"263",19,"19-173-5917003009",143,5917003009,173,5917,3,9,3,2,2,2,1,1,NA,"","GỐC GÁO",1,1,"Sắn lai",2,6,"",3,1,1,2,1,2,2,21,8,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thai Nguyen","NMMA"
"264",19,"19-173-5917003007",142,5917003007,173,5917,3,7,3,2,2,2,1,1,NA,"","sau nhà",1,1,"săn nếp",1,6,"",6,2,2,2,2,1,1,15,8,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thai Nguyen","NMMA"
"265",20,"20-180-6010001007",145,6010001007,180,6010,1,7,3,2,2,2,1,1,NA,"","KÉO PỰT",1,1,"sắn chuối",99,5,"",3,2,2,2,1,1,1,14,8,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lang Son","NMMA"
"266",20,"20-180-6010001013",146,6010001013,180,6010,1,13,3,2,2,2,1,1,NA,"","KHUỔI Ỏ",1,1,"sắn chuối",1,6,"",3,2,2,2,1,2,1,14,8,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lang Son","NMMA"
"267",20,"20-180-6010001014",147,6010001014,180,6010,1,14,3,2,2,2,1,1,NA,"","ĐỒI SAU NHÀ",1,1,"sắn chuối",1,6,"",3,2,2,2,1,2,1,14,8,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lang Son","NMMA"
"268",20,"20-180-6010001006",148,6010001006,180,6010,1,6,3,2,2,2,1,1,NA,"","HANG ĐÔNG",1,1,"sắn chuối",1,6,"",3,2,2,2,1,2,1,14,8,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lang Son","NMMA"
"269",20,"20-181-6085005001",153,6085005001,181,6085,5,1,3,2,2,2,1,1,NA,"","LĂNG LƯỜN",1,1,"cao sản",1,6,"",10,2,2,2,2,2,2,15,8,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lang Son","NMMA"
