"","MATINH","ID","X","IDHO","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_C0A","M4B12A1_C0B","M4B12A1_C0C","M4B12A1_C0D","M4B12A2_C1","M4B12A2_C1A","M4B12A2_C1A_GHIRO","M4B12A3_TENTR","M4B12A3_C2","M4B12A3_C3","M4B12A3_C4","M4B12A3_C5","M4B12A3_C6","M4B12A3_C6_GHIRO","M4B12A3_C7","M4B12A3_C8","M4B12A3_C91","M4B12A3_C92","M4B12A3_C93","M4B12A3_C94","M4B12A3_C95","M4B12A3_C10D","M4B12A3_C10M","M4B12A3_C11","M4B12A4_C1","M4B12A4_KD","M4B12A4_VD","M4B12A1_MA","M4B12A1_C1","M4B12A1_C1_GHIRO","M4B12A1_C2","M4B12A1_C3","M4B12A1_C4","M4B12A1_C5","M4B12A1_C6","Province_name","Region"
"83",11,"11-101-3211003007",497,3211003007,101,3211,3,7,2,2,2,1,2,1,NA,NA,"THỬA 1",1,1,"sắn cao sản",2,5,NA,4,2,1,1,2,1,1,19,5,201,NA,NA,NA,3,1,NA,"99",3358,6,NA,36000,"Dien Bien","NMMA"
"84",11,"11-101-3211003009",498,3211003009,101,3211,3,9,2,2,2,1,2,1,NA,NA,"THỬA 1",1,1,"sắn cao sản",2,5,NA,3,2,1,1,2,1,1,21,5,216,NA,NA,NA,3,1,NA,"99",3358,5,NA,22000,"Dien Bien","NMMA"
"85",11,"11-101-3214008001",889,3214008001,101,3214,8,1,1,2,2,1,2,1,NA,NA,NA,NA,1,"giống địa phương",1,6,NA,10,2,2,2,1,2,1,20,2,199,NA,NA,NA,3,1,NA,"99",3358,3,NA,2500,"Dien Bien","NMMA"
"86",11,"11-101-3214008005",892,3214008005,101,3214,8,5,1,2,2,1,2,1,NA,NA,"NƯƠNG SẮN",1,1,"Địa phương",1,6,NA,2,2,2,1,2,2,1,25,2,212,NA,NA,NA,3,1,NA,"99",3358,1,NA,12000,"Dien Bien","NMMA"
"87",11,"11-101-3214008007",894,3214008007,101,3214,8,7,1,2,2,1,2,1,NA,NA,"THỬA 1",1,1,"sắn địa phương",1,6,NA,8,2,2,1,1,1,1,23,2,207,NA,NA,NA,3,1,NA,"99",3358,4,NA,12000,"Dien Bien","NMMA"
"88",11,"11-101-3214008011",897,3214008011,101,3214,8,11,1,2,2,1,2,1,1,NA,"MẢNH 1",1,1,"cao sản",1,2,NA,2,2,1,2,1,1,1,22,2,235,NA,NA,NA,3,1,NA,"99",3356,6,NA,3000,"Dien Bien","NMMA"
"89",11,"11-101-3214008015",898,3214008015,101,3214,8,15,1,2,2,1,2,1,1,NA,"MẢNH 1",1,1,"cao sản",1,2,NA,2,2,1,2,1,1,2,23,2,240,NA,NA,NA,3,1,NA,"99",3356,5,NA,20000,"Dien Bien","NMMA"
"90",11,"11-101-3371001001",1314,3371001001,101,3371,1,1,4,1,2,2,2,1,NA,"","NƯƠNG SẮN",1,1,"cao sản",2,6,"",3,2,1,1,1,1,1,6,11,229,NA,NA,NA,1,2,"","99",3371,5,NA,6500,"Dien Bien","NMMA"
"91",11,"11-101-3371001003",1316,3371001003,101,3371,1,3,4,1,2,2,2,1,NA,"","NƯƠNG SẮN",1,1,"cao sản",2,6,"",4,2,1,1,1,1,1,13,11,223,NA,NA,NA,1,1,"","99",3358,4,NA,23000,"Dien Bien","NMMA"
"92",11,"11-101-3371001005",1318,3371001005,101,3371,1,5,4,1,2,2,2,1,NA,"","NƯƠNG SĂN",1,1,"cao sản",2,6,"",5,2,1,1,1,1,1,15,11,197,NA,NA,NA,1,1,"","99",3358,5,NA,35000,"Dien Bien","NMMA"
"93",11,"11-101-3371001007",1320,3371001007,101,3371,1,7,4,1,2,2,2,1,NA,"","NƯƠNG SẮN",1,1,"sắn cao sản",1,6,"",5,2,1,1,2,1,1,14,11,236,NA,NA,NA,1,1,"","99",3358,5,NA,18000,"Dien Bien","NMMA"
"94",11,"11-101-3211003003",494,3211003003,101,3211,3,3,2,1,2,2,2,1,2,NA,"NƯƠNG SẮN",1,1,"cao sản",2,6,NA,4,2,1,1,1,1,1,19,5,210,NA,NA,NA,1,1,NA,"99",3358,4,NA,7000,"Dien Bien","NMMA"
"95",11,"11-102-3302016001",504,3302016001,102,3302,16,1,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN",1,1,"sắn đỏ",1,6,NA,4,2,2,2,1,1,1,20,5,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dien Bien","NMMA"
"96",11,"11-102-3302016003",505,3302016003,102,3302,16,3,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN",1,1,"sắn đỏ",99,6,NA,3,2,1,1,1,1,1,20,5,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dien Bien","NMMA"
"97",11,"11-102-3302016007",506,3302016007,102,3302,16,7,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN",1,2,"sắn trắng",99,6,NA,4,1,1,1,1,1,1,20,5,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dien Bien","NMMA"
"98",11,"11-102-3302016014",507,3302016014,102,3302,16,14,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN",1,1,"sắn đỏ",1,6,NA,2,2,1,2,1,2,1,19,5,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dien Bien","NMMA"
"99",11,"11-102-3302016015",508,3302016015,102,3302,16,15,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN",1,1,"sắn trắng",1,6,NA,3,2,1,2,1,2,1,19,5,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dien Bien","NMMA"
"100",11,"11-103-3175002008",881,3175002008,103,3175,2,8,1,1,2,2,2,1,NA,NA,"KHÔNG CÓ TÊN",1,1,"Sắn 6 tháng",2,6,NA,3,2,1,1,1,1,1,23,2,221,NA,NA,NA,1,1,NA,"99",3356,1,NA,8110,"Dien Bien","NMMA"
"101",11,"11-103-3175002009",882,3175002009,103,3175,2,9,1,1,2,2,2,1,NA,NA,"KHONG CÓ TÊN THỬA",1,1,"Sắn 6 thánh",2,6,NA,1,2,1,1,1,1,1,22,2,192,NA,NA,NA,1,1,NA,"99",3356,1,NA,8200,"Dien Bien","NMMA"
"102",11,"11-103-3175002010",883,3175002010,103,3175,2,10,1,1,2,2,2,1,NA,NA,"KHÔNG CÓ TÊN",1,1,"Sắn 6 tháng",2,6,NA,3,2,1,1,1,1,1,20,2,231,NA,NA,NA,1,1,NA,"99",3356,1,NA,6417,"Dien Bien","NMMA"
"103",11,"11-103-3175002012",885,3175002012,103,3175,2,12,1,1,2,2,2,1,NA,NA,"KHÔNG CÓ TÊN",1,1,"Sắn 6 tháng",2,6,NA,2,1,1,1,1,1,1,21,2,221,NA,NA,NA,1,1,NA,"99",3356,1,NA,10250,"Dien Bien","NMMA"
"104",11,"11-103-3175002013",886,3175002013,103,3175,2,13,1,1,2,2,2,1,NA,NA,"KHÔNG CÓ TÊN",1,1,"Sắn ngắn ngày",2,6,NA,4,2,1,1,1,1,1,23,2,196,NA,NA,NA,1,2,NA,"99",3356,1,NA,6421,"Dien Bien","NMMA"
"105",11,"11-96-3158003001",460,3158003001,96,3158,3,1,2,1,NA,NA,NA,1,1,NA,"MẢNH 1",1,1,"sắn thường",1,6,NA,7,2,2,2,2,2,1,25,5,224,NA,NA,NA,1,4,NA,NA,NA,NA,NA,640,"Dien Bien","NMMA"
"106",11,"11-96-3158003008",461,3158003008,96,3158,3,8,2,2,2,2,1,1,2,NA,"MẢNH 1",1,1,"sắn thường",1,7,"của gia đình để từ vụ trước",9,2,2,2,2,2,1,25,5,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dien Bien","NMMA"
"107",11,"11-96-3158003010",462,3158003010,96,3158,3,10,2,1,2,2,2,1,2,NA,"M1",1,1,"sắn thường",1,6,NA,3,2,2,2,1,2,1,25,5,230,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3240,"Dien Bien","NMMA"
"108",11,"11-96-3158003012",463,3158003012,96,3158,3,12,2,1,2,2,2,1,2,NA,"M1",1,1,"sắn thường",1,6,NA,3,2,2,2,1,2,1,25,5,204,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1620,"Dien Bien","NMMA"
"109",11,"11-96-3158003013",464,3158003013,96,3158,3,13,2,1,2,2,2,1,2,NA,"M1",1,1,"sắn thường",1,6,NA,4,2,2,2,1,2,1,25,5,206,NA,NA,NA,1,4,NA,NA,NA,NA,NA,4050,"Dien Bien","NMMA"
"110",11,"11-96-3161006004",63,3161006004,96,3161,6,4,3,1,2,2,2,1,NA,"","M1",1,1,"sắn thuờng",1,6,"",4,2,1,2,1,2,1,17,8,213,NA,NA,NA,1,2,"","99",3161,8,NA,600,"Dien Bien","NMMA"
"111",11,"11-96-3161006006",55,3161006006,96,3161,6,6,3,1,2,2,2,1,NA,"","M1",1,1,"sắn thường",1,6,"",3,2,2,2,1,2,1,14,8,195,NA,NA,NA,1,4,"","",NA,NA,NA,500,"Dien Bien","NMMA"
"112",11,"11-96-3161006008",62,3161006008,96,3161,6,8,3,1,2,2,2,1,NA,"","M1",1,1,"sắn thường",1,6,"",3,2,2,2,1,2,1,17,8,211,NA,NA,NA,1,4,"","",NA,NA,NA,800,"Dien Bien","NMMA"
"113",11,"11-96-3161006012",54,3161006012,96,3161,6,12,3,1,NA,NA,NA,1,NA,"","M1",1,1,"Sẵn Thường",1,6,"",2,2,2,2,1,2,1,15,8,215,NA,NA,NA,1,4,"","",NA,NA,NA,3120,"Dien Bien","NMMA"
"114",11,"11-96-3161006013",59,3161006013,96,3161,6,13,3,1,2,2,2,1,NA,"","M1",1,1,"sắn thường",1,6,"",3,2,2,2,1,2,1,16,8,198,NA,NA,NA,1,4,"","",NA,NA,NA,1000,"Dien Bien","NMMA"
"115",11,"11-97-3200005003",468,3200005003,97,3200,5,3,2,1,2,2,2,1,3,"không có lá sắn","Hồ chim 2",1,1,"giống địa phương",1,6,NA,3,2,2,1,1,2,1,17,5,1150,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1960,"Dien Bien","NMMA"
"116",11,"11-97-3200005009",473,3200005009,97,3200,5,9,2,1,2,2,2,1,NA,NA,"GÒ CAO",2,1,"giống 6 tháng",1,6,NA,2,2,1,2,1,2,1,14,5,1149,NA,NA,NA,1,4,NA,NA,NA,NA,NA,29400,"Dien Bien","NMMA"
"117",11,"11-97-3200005011",475,3200005011,97,3200,5,11,2,1,2,2,2,1,NA,NA,"HỒ CHIM 2",1,1,"sắn địa phương",1,6,NA,2,2,2,2,1,2,1,6,5,1148,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2820,"Dien Bien","NMMA"
"118",11,"11-97-3200005013",477,3200005013,97,3200,5,13,2,1,2,2,2,1,1,NA,"HỒ CHIM 2",1,1,"sắn thường",1,6,NA,2,2,1,2,1,1,1,15,5,1147,NA,NA,NA,1,4,NA,NA,NA,NA,NA,4340,"Dien Bien","NMMA"
"119",11,"11-97-3200005015",479,3200005015,97,3200,5,15,2,1,2,2,2,1,NA,NA,"HỒ CHIM 2",1,1,"địa phương",1,6,NA,3,2,2,2,1,1,1,8,5,1146,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3080,"Dien Bien","NMMA"
"120",11,"11-97-3202001002",481,3202001002,97,3202,1,2,2,1,2,2,2,1,1,NA,"MƯỜNG MƯƠN 1",1,1,"giống địa phương",1,6,NA,8,2,2,1,1,2,1,7,5,234,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3600,"Dien Bien","NMMA"
"121",11,"11-97-3202001003",482,3202001003,97,3202,1,3,2,1,2,2,2,1,1,NA,"MƯỜNG MƯƠN 1",1,1,"giống địa phương",1,6,NA,6,2,2,1,1,2,1,13,5,232,NA,NA,NA,1,4,NA,NA,NA,NA,NA,8400,"Dien Bien","NMMA"
"122",11,"11-97-3202001004",483,3202001004,97,3202,1,4,2,1,2,2,2,1,NA,NA,"THỬA 1",1,1,"KM140",1,2,NA,7,2,2,2,1,2,1,10,5,214,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1500,"Dien Bien","NMMA"
"123",11,"11-97-3202001005",484,3202001005,97,3202,1,5,2,1,2,2,2,1,NA,NA,"THỬA 1",1,1,"KM140",1,2,NA,3,2,2,2,1,2,1,1,5,239,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2250,"Dien Bien","NMMA"
"124",11,"11-101-3371001009",1322,3371001009,101,3371,1,9,4,1,2,2,2,1,NA,"","NƯƠNG SẮN",1,1,"sắn cao sản",1,6,"",5,2,1,1,2,1,1,15,11,220,NA,NA,NA,1,1,"","99",3358,6,NA,17000,"Dien Bien","NMMA"
"125",12,"12-106-3390005010",66,3390005010,106,3390,5,10,3,2,2,2,1,1,NA,"","ĐỒI CÂY",1,1,"sắn ta",1,6,"",2,2,1,2,1,1,1,12,8,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"126",12,"12-107-3442007001",509,3442007001,107,3442,7,1,2,2,2,2,1,1,NA,NA,"BẢN PA UE",2,1,"địa phương",1,6,NA,9,2,2,2,1,2,1,6,5,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"127",12,"12-107-3442007004",511,3442007004,107,3442,7,4,2,2,2,2,1,1,NA,NA,"BẢN PA Ủ",1,1,"địa phương",1,6,NA,10,2,2,1,1,2,1,9,5,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"128",12,"12-107-3442007011",515,3442007011,107,3442,7,11,2,2,2,2,1,1,NA,NA,"CÁNH ĐỒNG PA Ủ",1,1,"giống địa phương",1,6,NA,3,2,2,2,2,2,1,13,5,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"129",12,"12-107-3442007012",516,3442007012,107,3442,7,12,2,2,2,2,1,1,1,NA,"CÁNH ĐỒNG PA Ủ",1,1,"giống địa phương",1,6,NA,5,2,1,2,2,1,1,20,5,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"130",12,"12-107-3442007002",510,3442007002,107,3442,7,2,2,2,2,2,1,1,NA,NA,"BẢN PA Ủ",1,1,"sắn địa phương",1,6,NA,8,2,2,2,1,2,1,13,5,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"131",12,"12-107-3469007007",72,3469007007,107,3469,7,7,3,2,2,2,1,1,NA,"","NẬM LỌ",1,1,"giống địa phương",1,6,"",10,2,2,1,1,2,1,7,8,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"132",12,"12-107-3469007008",71,3469007008,107,3469,7,8,3,2,2,2,1,1,NA,"","NẬM LỌ",1,1,"địa phương",1,6,"",10,2,2,2,1,2,1,8,8,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"133",12,"12-107-3469007012",74,3469007012,107,3469,7,12,3,2,2,2,1,1,NA,"","CÁNH ĐỒNG NẬM LỌ",1,1,"giống sắn đỏ",99,6,"",1,2,1,1,1,1,1,5,8,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"134",12,"12-107-3469007002",75,3469007002,107,3469,7,2,3,2,2,2,1,1,NA,"","NÂM LỌ",1,2,"địa phương",1,6,"",8,2,2,2,1,2,1,13,8,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"135",12,"12-108-3526006004",82,3526006004,108,3526,6,4,3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"lai đỏ",1,6,"",6,2,2,2,1,2,1,7,8,251,NA,NA,NA,1,1,"","99",3517,2,NA,37500,"Lai Chau","NMMA"
"136",12,"12-108-3526006005",79,3526006005,108,3526,6,5,3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"địa phương",1,6,"",4,2,2,2,2,2,2,10,8,288,NA,NA,NA,1,2,"","99",3517,3,NA,45000,"Lai Chau","NMMA"
"137",12,"12-108-3526006006",80,3526006006,108,3526,6,6,3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"giống sắn lai đỏ",1,6,"",3,2,1,1,1,1,1,2,8,279,NA,NA,NA,1,1,"","99",3517,3,NA,36000,"Lai Chau","NMMA"
"138",12,"12-108-3526006009",85,3526006009,108,3526,6,9,3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"sắn lai đỏ",2,6,"",2,2,1,1,1,1,1,13,8,257,NA,NA,NA,1,1,"","99",3517,3,NA,31200,"Lai Chau","NMMA"
"139",12,"12-108-3526006015",77,3526006015,108,3526,6,15,3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"sắn lai đỏ",1,6,"",8,2,1,1,1,1,1,18,8,265,NA,NA,NA,1,1,"","99",9604,3,NA,48000,"Lai Chau","NMMA"
"140",12,"12-109-3490017005",1329,3490017005,109,3490,17,5,4,1,2,2,2,1,1,"","NHÀ QUẨY",1,1,"giống địa phương",1,6,"",2,2,1,1,1,2,1,18,11,286,NA,NA,NA,1,2,"","99",3574,1,NA,2450,"Lai Chau","NMMA"
"141",12,"12-109-3490017010",1331,3490017010,109,3490,17,10,4,1,2,2,2,1,NA,"","NHIỀU SÁNG",1,1,"địa phương",1,6,"",1,1,1,1,1,1,1,19,11,271,NA,NA,NA,1,1,"","99",3549,2,NA,14640,"Lai Chau","NMMA"
"142",12,"12-109-3490017012",1332,3490017012,109,3490,17,12,4,1,2,2,2,1,NA,"","1",1,1,"địa phương",1,7,"địa phương",5,2,2,2,2,2,2,19,11,283,NA,NA,NA,1,1,"","không biết",3490,3,NA,1800,"Lai Chau","NMMA"
"143",12,"12-109-3562003002",531,3562003002,109,3562,3,2,2,1,2,2,2,1,NA,NA,"nhom 2",1,1,"Địa phương",1,6,NA,5,2,1,1,1,1,1,22,5,268,NA,NA,NA,1,2,NA,"99",3562,3,NA,5250,"Lai Chau","NMMA"
"144",12,"12-109-3562003003",532,3562003003,109,3562,3,3,2,1,2,2,2,1,NA,NA,"nhom 2",1,1,"Địa phương",1,6,NA,4,2,1,1,1,1,1,22,5,255,NA,NA,NA,1,2,NA,"99",3562,4,NA,3000,"Lai Chau","NMMA"
"145",12,"12-109-3562003007",534,3562003007,109,3562,3,7,2,2,2,2,1,1,NA,NA,"NHÓM 2",1,1,"giống địa phương",1,6,NA,2,1,2,1,1,1,1,17,5,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"146",12,"12-109-3562003008",535,3562003008,109,3562,3,8,2,2,2,2,1,1,NA,NA,"NHÓM 2",1,1,"giống địa phương",1,6,NA,1,1,2,2,1,1,1,18,5,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"147",12,"12-109-3562003012",536,3562003012,109,3562,3,12,2,1,2,2,2,1,NA,NA,"nhom 2",1,1,"sắn địa phương",1,6,NA,2,1,1,1,1,2,1,15,5,276,NA,NA,NA,1,1,NA,"99",3574,2,NA,2090,"Lai Chau","NMMA"
"148",12,"12-109-3565003007",90,3565003007,109,3565,3,7,3,2,2,2,1,1,NA,"","CĂNG HÁ",1,1,"giống địa phương",1,6,"",1,2,1,1,1,1,1,14,8,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"149",12,"12-109-3565003008",86,3565003008,109,3565,3,8,3,2,2,2,1,1,NA,"","CĂNG HÁ",1,1,"giống địa phương",1,6,"",2,2,2,1,1,1,1,14,8,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"150",12,"12-109-3565003009",89,3565003009,109,3565,3,9,3,2,2,2,1,1,NA,"","CĂNG HÁ",1,1,"giống địa phương",2,6,"",1,1,2,1,1,1,1,11,8,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"151",12,"12-109-3565003011",91,3565003011,109,3565,3,11,3,2,2,2,1,1,NA,"","1",1,1,"1",1,5,"",5,2,2,2,2,2,2,16,8,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"152",12,"12-109-3565003014",92,3565003014,109,3565,3,14,3,2,2,2,1,1,NA,"","1",1,1,"1",1,6,"",4,2,2,2,2,2,2,14,8,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"153",12,"12-109-3577010001",1333,3577010001,109,3577,10,1,4,1,2,2,2,1,NA,"","NHÀ CHIN",1,1,"giống địa phương",1,5,"",2,2,2,2,2,2,1,11,11,245,NA,NA,NA,1,1,"","99",3577,2,NA,1200,"Lai Chau","NMMA"
"154",12,"12-109-3577010009",1338,3577010009,109,3577,10,9,4,1,2,2,2,1,NA,"","THÈN THẦU",1,1,"giống địa phương",2,2,"",2,2,1,1,1,1,1,17,11,258,NA,NA,NA,1,2,"","99",3549,2,NA,3120,"Lai Chau","NMMA"
"155",12,"12-109-3577010011",1339,3577010011,109,3577,10,11,4,1,2,2,2,1,NA,"","NHÀ PAO",1,1,"giống địa phương",2,2,"",2,2,1,1,1,2,1,10,11,278,NA,NA,NA,1,2,"","99",3574,1,NA,24480,"Lai Chau","NMMA"
"156",12,"12-110-3628002002",541,3628002002,110,3628,2,2,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN BẢN HUỔI BẮC",1,1,"sắn thường",1,6,NA,10,2,2,2,1,2,1,17,5,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"157",12,"12-110-3628002003",542,3628002003,110,3628,2,3,2,2,2,2,1,1,1,NA,"NƯƠNG SẮN BẢN HUỔI BẮC",1,1,"sắn địa phương",1,6,NA,20,2,2,2,1,2,1,19,5,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"158",12,"12-110-3628002004",543,3628002004,110,3628,2,4,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN BẢN HUỔI BẮC",1,1,"Sắn tre",2,6,NA,10,2,2,1,2,2,1,10,5,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"159",12,"12-110-3628002009",546,3628002009,110,3628,2,9,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN BẢN HUÔI BẮC",1,1,"Sắn tre",2,6,NA,10,2,2,1,2,2,1,10,5,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"160",12,"12-110-3628002013",547,3628002013,110,3628,2,13,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN BẢN HUỔI BẮC",1,1,"sắn địa phương",1,6,NA,10,2,2,2,1,2,1,17,5,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"161",12,"12-110-3634004002",103,3634004002,110,3634,4,2,3,2,2,2,1,1,NA,"","BẢN KHÌ",1,1,"sắn thường",1,7,"tự để giống",10,2,2,2,2,2,1,15,8,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"162",12,"12-110-3634004004",94,3634004004,110,3634,4,4,3,2,2,2,1,1,NA,"","NƯƠNG SẮN BẢN KHÌ",1,1,"Sắn đỏ ( Sắn tre)",2,6,"",20,2,1,1,1,2,1,15,8,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"163",12,"12-110-3634004006",100,3634004006,110,3634,4,6,3,2,2,2,1,1,NA,"","NƯƠNG SẮN BẢN KHÌ",1,1,"Sắn đỏ ( Sắn tre)",2,6,"",15,2,1,1,1,2,1,16,8,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"164",12,"12-110-3634004011",105,3634004011,110,3634,4,11,3,2,2,2,1,1,NA,"","NƯƠNG SẮN",1,1,"sắn trắng",1,6,"",5,2,2,1,1,1,1,11,8,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"165",12,"12-110-3634004014",101,3634004014,110,3634,4,14,3,2,2,2,1,1,NA,"","NƯƠNG SẮN BẢN KHÌ",1,1,"Sắn đỏ ( Sắn tre)",2,6,"",15,2,1,1,1,2,1,16,8,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"166",12,"12-112-3472004003",520,3472004003,112,3472,4,3,2,2,2,2,1,1,NA,NA,"MƯỜNG MÔ",1,1,"sắn nếp",2,6,NA,4,2,1,2,1,1,1,3,5,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"167",12,"12-112-3472004006",523,3472004006,112,3472,4,6,2,1,2,2,2,1,NA,NA,"MƯỜNG MÔ",1,1,"Sắn nếp",2,6,NA,3,2,1,2,1,1,1,4,5,277,NA,NA,NA,1,1,NA,"99",3589,2,NA,1200,"Lai Chau","NMMA"
"168",12,"12-112-3472004008",525,3472004008,112,3472,4,8,2,1,2,2,2,1,NA,NA,"MƯỜNG MÔ",1,1,"Sắn nếp",2,6,NA,2,2,1,2,1,1,1,7,5,280,NA,NA,NA,1,1,NA,"99",3589,2,NA,6500,"Lai Chau","NMMA"
"169",12,"12-112-3472004010",527,3472004010,112,3472,4,10,2,2,2,2,1,1,NA,NA,"MƯỜNG MÔ",1,1,"sắn nếp",1,6,NA,5,2,2,2,1,1,1,12,5,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"170",12,"12-112-3503005004",106,3503005004,112,3503,5,4,3,2,2,2,1,1,NA,"","NẬM NÓ2",1,1,"địa phương",1,6,"",5,2,2,2,2,2,2,13,8,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"171",12,"12-112-3503005010",107,3503005010,112,3503,5,10,3,2,2,2,1,1,NA,"","NẬM NÓ",1,1,"Sắn địa phương",1,6,"",10,2,2,2,2,2,1,5,8,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"172",12,"12-112-3503005014",108,3503005014,112,3503,5,14,3,2,2,2,1,1,NA,"","NẬM NÓ II",1,1,"Địa phương",1,6,"",6,2,2,2,2,2,1,3,8,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"173",12,"12-107-3469007015",69,3469007015,107,3469,7,15,3,2,2,2,1,1,NA,"","CÁNH ĐỒNG NẬM LỌ",1,1,"giống sắn đỏ",99,6,"",1,2,1,1,1,1,1,8,8,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"174",14,"14-120-3814016005",562,3814016005,120,3814,16,5,2,2,2,1,2,1,NA,NA,"LỌNG PÁ LONG",1,1,"Sắn cao sản",2,3,NA,5,2,1,1,1,2,1,28,5,360,NA,NA,NA,3,2,NA,"99",3814,5,NA,3000,"Son La","NMMA"
"175",14,"14-120-3814016006",563,3814016006,120,3814,16,6,2,1,NA,NA,NA,1,NA,NA,"Lọng Pá Long",1,1,"Sắn cao sản",2,3,NA,10,2,1,1,1,2,1,13,5,291,NA,NA,NA,1,2,NA,"99",3814,10,NA,7500,"Son La","NMMA"
