"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","M4B11_MA","M4B11_C3","M4B11_C3AD","M4B11_C3AM","M4B11_C3AY","M4B11_C3B","M4B11_C4","M4B11_C5","KYDIEUTRA"
"1268","17","153","05065","002","005","05065002005",1,2000,NA,NA,NA,NA,1050,7350,1
"1269","17","153","05065","002","006","05065002006",1,2160,NA,NA,NA,NA,1120,8400,1
"1270","17","153","05065","002","007","05065002007",1,1440,NA,NA,NA,NA,7530,5270,1
"1271","17","153","05065","002","008","05065002008",1,2400,NA,NA,NA,NA,1250,8750,1
"1272","17","153","05065","002","009","05065002009",1,1000,NA,NA,NA,NA,800,6400,1
"1273","17","153","05065","002","010","05065002010",1,1000,NA,NA,NA,NA,800,6400,1
"1274","17","153","05065","002","011","05065002011",1,2000,NA,NA,NA,NA,1000,8000,1
"1275","17","153","05065","002","012","05065002012",1,1000,NA,NA,NA,NA,1000,8000,1
"1276","17","153","05065","002","013","05065002013",1,800,NA,NA,NA,NA,300,2400,1
"1277","17","153","05065","002","014","05065002014",1,300,NA,NA,NA,NA,150,1200,1
"1278","17","153","05065","002","015","05065002015",1,1000,NA,NA,NA,NA,800,6400,1
"1279","17","153","05068","009","005","05068009005",1,2000,NA,NA,NA,NA,700,4900,1
"1280","17","157","05266","008","001","05266008001",1,5000,NA,NA,NA,NA,3100,26350,1
"1281","17","157","05266","008","001","05266008001",6,300,10,6,2022,2,180,1800,1
"1282","17","157","05266","008","002","05266008002",1,4000,NA,NA,NA,NA,2000,17000,1
"1283","17","157","05266","008","003","05266008003",1,3200,NA,NA,NA,NA,1900,16150,1
"1284","17","157","05266","008","004","05266008004",1,4000,NA,NA,NA,NA,2000,17000,1
"1285","17","157","05266","008","005","05266008005",1,4000,NA,NA,NA,NA,2300,19550,1
"1286","17","157","05266","008","006","05266008006",1,1500,NA,NA,NA,NA,750,6375,1
"1287","17","157","05266","008","007","05266008007",1,4000,NA,NA,NA,NA,2400,20400,1
"1288","17","157","05266","008","008","05266008008",1,2400,NA,NA,NA,NA,1200,10200,1
"1289","17","157","05266","008","009","05266008009",1,1800,NA,NA,NA,NA,1080,9180,1
"1290","17","157","05266","008","009","05266008009",6,200,10,6,2022,2,120,1200,1
"1291","17","157","05266","008","010","05266008010",1,4700,NA,NA,NA,NA,2400,20400,1
"1292","17","157","05266","008","011","05266008011",1,2300,NA,NA,NA,NA,1300,11050,1
"1293","17","157","05266","008","011","05266008011",6,300,10,6,2022,2,170,1700,1
"1294","17","157","05266","008","012","05266008012",1,3400,NA,NA,NA,NA,1800,14450,1
"1295","17","157","05266","008","013","05266008013",1,5400,NA,NA,NA,NA,2950,25075,1
"1296","17","157","05266","008","015","05266008015",1,4000,NA,NA,NA,NA,2000,17000,1
"1297","19","167","05587","005","001","05587005001",2,720,6,2,2022,2,410,4100,1
"1298","19","167","05587","005","001","05587005001",4,720,26,6,2022,2,380,3400,1
"1299","19","167","05587","005","002","05587005002",2,2160,25,2,2022,2,1200,12000,1
"1300","19","167","05587","005","002","05587005002",4,2160,25,6,2022,2,1000,9000,1
"1301","19","167","05587","005","004","05587005004",4,480,25,6,2022,2,280,2520,1
"1302","19","167","05587","005","005","05587005005",2,720,8,2,2022,2,410,4100,1
"1303","19","167","05587","005","005","05587005005",4,720,24,6,2022,2,400,3600,1
"1304","19","167","05587","005","006","05587005006",2,720,8,2,2022,2,410,4100,1
"1305","19","167","05587","005","006","05587005006",4,1080,20,6,2022,2,600,5400,1
"1306","19","167","05587","005","007","05587005007",2,1440,7,2,2022,2,800,8000,1
"1307","19","167","05587","005","007","05587005007",4,1440,20,6,2022,2,750,6750,1
"1308","19","167","05587","005","009","05587005009",2,1080,28,1,2022,2,700,5600,1
"1309","19","167","05587","005","009","05587005009",4,1100,26,6,2022,2,600,4800,1
"1310","19","167","05587","005","010","05587005010",2,720,7,2,2022,2,400,3200,1
"1311","19","167","05587","005","010","05587005010",4,720,6,6,2022,2,400,3200,1
"1312","19","167","05587","005","012","05587005012",2,576,15,1,2022,2,300,1000,1
"1313","19","167","05587","005","012","05587005012",4,576,25,6,2022,2,300,1000,1
"1314","19","167","05587","005","013","05587005013",2,2160,22,2,2022,2,1200,9600,1
"1315","19","167","05587","005","013","05587005013",4,2160,12,6,2022,2,1200,9600,1
"1316","19","167","05587","005","014","05587005014",2,1800,16,2,2022,2,600,4800,1
"1317","19","167","05587","005","014","05587005014",4,1800,17,6,2022,2,600,4800,1
"1318","19","168","05611","011","002","05611011002",2,540,12,2,2022,2,270,2160,1
"1319","19","168","05611","011","002","05611011002",4,540,17,8,2022,2,270,2160,1
"1320","19","168","05611","011","003","05611011003",2,360,13,2,2022,1,200,1400,1
"1321","19","168","05611","011","003","05611011003",4,360,16,8,2022,2,200,1400,1
"1322","19","168","05611","011","004","05611011004",2,1800,7,2,2022,2,1000,7000,1
"1323","19","168","05611","011","004","05611011004",4,1800,17,8,2022,2,1000,7000,1
"1324","19","168","05611","011","006","05611011006",2,550,7,2,2022,2,280,2000,1
"1325","19","168","05611","011","006","05611011006",4,550,17,8,2022,2,270,1890,1
"1326","19","168","05611","011","008","05611011008",2,720,7,2,2022,2,400,2800,1
"1327","19","168","05611","011","008","05611011008",4,720,17,8,2022,2,400,2800,1
"1328","19","168","05611","011","010","05611011010",2,600,10,2,2022,2,300,2100,1
"1329","19","168","05611","011","010","05611011010",4,600,17,8,2022,2,300,2100,1
"1330","19","168","05611","011","011","05611011011",2,360,13,2,2022,2,200,1400,1
"1331","19","168","05611","011","011","05611011011",4,360,17,8,2022,2,200,1400,1
"1332","19","168","05611","011","012","05611011012",2,2160,7,2,2022,2,1200,8400,1
"1333","19","168","05611","011","012","05611011012",4,2160,16,8,2022,2,1000,7000,1
"1334","19","168","05638","004","001","05638004001",2,756,27,2,2022,2,380,2660,1
"1335","19","168","05638","004","001","05638004001",4,756,22,7,2022,2,360,2520,1
"1336","19","168","05638","004","002","05638004002",2,1080,20,2,2022,2,570,3990,1
"1337","19","168","05638","004","002","05638004002",4,1800,25,7,2022,2,875,6125,1
"1338","19","168","05638","004","003","05638004003",2,1440,25,2,2022,2,740,5180,1
"1339","19","168","05638","004","003","05638004003",4,1800,23,7,2022,2,870,6090,1
"1340","19","168","05638","004","004","05638004004",2,1080,22,2,2022,2,570,3990,1
"1341","19","168","05638","004","004","05638004004",4,648,4,8,2022,2,324,2268,1
"1342","19","168","05638","004","005","05638004005",1,4320,NA,NA,NA,NA,2160,15120,1
"1343","19","168","05638","004","006","05638004006",1,12960,NA,NA,NA,NA,6480,45360,1
"1344","19","168","05638","004","007","05638004007",1,1440,NA,NA,NA,NA,700,4900,1
"1345","19","168","05638","004","008","05638004008",2,1800,22,1,2022,2,1000,7000,1
"1346","19","168","05638","004","008","05638004008",6,2880,12,6,2022,2,1400,18000,1
"1347","19","168","05638","004","009","05638004009",2,720,25,1,2022,2,400,3200,1
"1348","19","168","05638","004","009","05638004009",4,720,18,6,2022,2,400,3200,1
"1349","19","168","05638","004","010","05638004010",2,360,26,1,2022,2,200,1600,1
"1350","19","168","05638","004","010","05638004010",4,360,25,6,2022,2,200,1600,1
"1351","19","168","05638","004","011","05638004011",2,1080,16,1,2022,2,600,4200,1
"1352","19","168","05638","004","011","05638004011",4,1080,22,6,2022,2,600,4200,1
"1353","19","168","05638","004","012","05638004012",1,1800,NA,NA,NA,NA,860,6000,1
"1354","19","168","05638","004","013","05638004013",1,3240,NA,NA,NA,NA,1600,11500,1
"1355","19","168","05638","004","014","05638004014",1,2880,NA,NA,NA,NA,1400,10000,1
"1356","19","169","05665","016","002","05665016002",2,1080,26,1,2022,2,600,4800,1
"1357","19","169","05665","016","002","05665016002",4,1080,28,5,2022,2,600,4800,1
"1358","19","169","05665","016","004","05665016004",2,1080,25,1,2022,2,600,4800,1
"1359","19","169","05665","016","004","05665016004",4,1080,28,5,2022,2,600,4800,1
"1360","19","169","05665","016","008","05665016008",2,2520,26,1,2022,2,1100,8800,1
"1361","19","169","05665","016","008","05665016008",4,2160,28,5,2022,2,900,7200,1
"1362","19","169","05665","016","008","05665016008",6,360,28,5,2022,2,160,2240,1
"1363","19","169","05665","016","009","05665016009",2,2880,22,1,2022,2,1280,10240,1
"1364","19","169","05665","016","009","05665016009",4,2880,25,5,2022,2,1280,10240,1
"1365","19","169","05665","016","010","05665016010",2,1800,20,1,2022,2,750,6000,1
"1366","19","169","05665","016","010","05665016010",4,1800,25,5,2022,2,750,6000,1
"1367","19","169","05665","016","011","05665016011",2,2160,25,1,2022,2,900,7200,1
"1368","19","169","05665","016","011","05665016011",4,2160,4,6,2022,2,960,7680,1
"1369","19","169","05665","016","014","05665016014",2,1080,25,1,2022,2,450,3600,1
"1370","19","169","05665","016","014","05665016014",4,1080,28,5,2022,2,540,4320,1
"1371","19","169","05665","016","015","05665016015",2,1080,23,1,2022,2,450,3600,1
"1372","19","169","05665","016","015","05665016015",4,1080,25,5,2022,2,480,3840,1
"1373","19","169","05674","004","001","05674004001",1,1440,NA,NA,NA,NA,720,5700,1
"1374","19","169","05674","004","003","05674004003",1,2160,NA,NA,NA,NA,1080,8640,1
"1375","19","169","05674","004","004","05674004004",1,4320,NA,NA,NA,NA,2025,16200,1
"1376","19","169","05674","004","008","05674004008",1,5400,NA,NA,NA,NA,2700,21600,1
"1377","19","169","05674","004","009","05674004009",1,1080,NA,NA,NA,NA,550,4200,1
"1378","19","169","05674","004","010","05674004010",1,1800,NA,NA,NA,NA,850,6800,1
"1379","19","169","05674","004","011","05674004011",1,2160,NA,NA,NA,NA,1050,8200,1
"1380","19","169","05674","004","012","05674004012",1,3600,NA,NA,NA,NA,1520,12160,1
"1381","19","169","05674","004","013","05674004013",1,1440,NA,NA,NA,NA,820,6560,1
"1382","19","169","05674","004","015","05674004015",1,2520,NA,NA,NA,NA,1260,10080,1
"1383","19","172","05872","014","001","05872014001",1,1440,NA,NA,NA,NA,800,6640,1
"1384","19","172","05872","014","002","05872014002",1,4320,NA,NA,NA,NA,2220,18500,1
"1385","19","172","05872","014","003","05872014003",1,4320,NA,NA,NA,NA,2350,17625,1
"1386","19","172","05872","014","004","05872014004",1,1440,NA,NA,NA,NA,750,6200,1
"1387","19","172","05872","014","005","05872014005",1,3240,NA,NA,NA,NA,1650,13600,1
"1388","19","172","05872","014","006","05872014006",1,4320,NA,NA,NA,NA,2160,18300,1
"1389","19","172","05872","014","008","05872014008",1,3600,NA,NA,NA,NA,1800,14500,1
"1390","19","172","05872","014","010","05872014010",1,720,NA,NA,NA,NA,350,2625,1
"1391","19","172","05872","014","011","05872014011",1,1440,NA,NA,NA,NA,455,3413,1
"1392","19","172","05872","014","012","05872014012",1,5400,NA,NA,NA,NA,2700,23000,1
"1393","19","172","05872","014","013","05872014013",1,1440,NA,NA,NA,NA,720,5800,1
"1394","19","172","05872","014","014","05872014014",1,2160,NA,NA,NA,NA,1100,9000,1
"1395","19","172","05872","014","015","05872014015",1,1800,NA,NA,NA,NA,1150,8625,1
"1396","19","172","05890","009","003","05890009003",2,360,27,1,2022,2,200,1500,1
"1397","19","172","05890","009","003","05890009003",4,360,2,6,2022,2,190,1500,1
"1398","19","172","05890","009","004","05890009004",2,360,5,2,2022,2,170,1530,1
"1399","19","172","05890","009","004","05890009004",4,360,5,6,2022,2,160,1440,1
"1400","19","172","05890","009","007","05890009007",2,1440,26,1,2022,2,820,6150,1
"1401","19","172","05890","009","007","05890009007",4,1440,2,6,2022,2,800,6400,1
"1402","19","172","05890","009","011","05890009011",2,2520,6,1,2022,1,1400,12700,1
"1403","19","172","05890","009","011","05890009011",4,2520,7,7,2022,1,1200,10800,1
"1404","19","172","05890","009","014","05890009014",2,288,28,1,2022,2,140,1260,1
"1405","19","172","05890","009","014","05890009014",4,288,2,6,2022,2,120,1100,1
"1406","19","172","05893","003","001","05893003001",1,1080,NA,NA,NA,NA,540,4500,1
"1407","19","172","05893","003","002","05893003002",1,3600,NA,NA,NA,NA,1820,14600,1
"1408","19","172","05893","003","004","05893003004",1,4320,NA,NA,NA,NA,2200,18133,1
"1409","19","172","05893","003","006","05893003006",1,3600,NA,NA,NA,NA,1750,13125,1
"1410","19","172","05893","003","008","05893003008",1,1440,NA,NA,NA,NA,725,6142,1
"1411","19","172","05893","003","009","05893003009",1,1440,NA,NA,NA,NA,920,6900,1
"1412","19","172","05893","003","011","05893003011",1,2160,NA,NA,NA,NA,1160,8700,1
"1413","19","172","05893","003","013","05893003013",1,720,NA,NA,NA,NA,460,3450,1
"1414","19","172","05893","003","014","05893003014",1,1440,NA,NA,NA,NA,720,6100,1
"1415","19","172","05893","003","015","05893003015",1,1440,NA,NA,NA,NA,920,6900,1
"1416","19","173","05938","005","001","05938005001",2,1080,24,1,2022,2,600,4200,1
"1417","19","173","05938","005","001","05938005001",4,1080,13,6,2022,2,620,4500,1
"1418","19","173","05938","005","002","05938005002",1,36000,NA,NA,NA,NA,2000,16000,1
"1419","19","173","05938","005","004","05938005004",2,1080,9,1,2022,2,590,4150,1
"1420","19","173","05938","005","004","05938005004",4,1080,22,6,2022,2,650,4870,1
"1421","19","173","05938","005","005","05938005005",2,720,8,1,2022,2,360,2520,1
"1422","19","173","05938","005","005","05938005005",4,720,20,6,2022,2,410,3075,1
"1423","19","173","05938","005","006","05938005006",1,1440,NA,NA,NA,NA,800,6400,1
"1424","19","173","05938","005","007","05938005007",2,2160,2,2,2022,2,1200,9000,1
"1425","19","173","05938","005","007","05938005007",4,1870,28,6,2022,2,1130,8450,1
"1426","19","173","05938","005","007","05938005007",6,288,9,6,2022,2,130,1430,1
"1427","19","173","05938","005","008","05938005008",2,720,15,1,2022,2,400,2800,1
"1428","19","173","05938","005","008","05938005008",4,720,24,6,2022,2,420,3150,1
"1429","19","173","05938","005","009","05938005009",2,500,2,2,2022,2,270,2100,1
"1430","19","173","05938","005","009","05938005009",4,500,7,6,2022,2,280,2240,1
"1431","19","173","05938","005","011","05938005011",1,2160,NA,NA,NA,NA,1200,9600,1
"1432","19","173","05938","005","012","05938005012",2,720,2,2,2022,2,400,3200,1
"1433","19","173","05938","005","012","05938005012",4,720,19,5,2022,2,410,3250,1
"1434","19","173","05938","005","013","05938005013",1,1440,NA,NA,NA,NA,880,7040,1
"1435","19","173","05938","005","014","05938005014",2,1200,7,2,2022,2,650,5200,1
"1436","19","173","05938","005","014","05938005014",4,1200,4,6,2022,2,670,5300,1
"1437","19","173","05938","005","015","05938005015",1,1440,NA,NA,NA,NA,800,6400,1
"1438","20","180","06040","003","001","06040003001",1,2520,NA,NA,NA,NA,1436,10052,1
"1439","20","180","06040","003","001","06040003001",6,360,5,7,2022,2,205,3690,1
"1440","20","180","06040","003","002","06040003002",1,2880,NA,NA,NA,NA,1670,11690,1
"1441","20","180","06040","003","002","06040003002",6,360,6,7,2022,2,205,3690,1
"1442","20","180","06040","003","003","06040003003",1,1080,NA,NA,NA,NA,600,4200,1
"1443","20","180","06040","003","004","06040003004",1,3780,NA,NA,NA,NA,2155,15085,1
"1444","20","180","06040","003","004","06040003004",6,180,8,7,2022,2,103,1854,1
"1445","20","180","06040","003","005","06040003005",1,3600,NA,NA,NA,NA,2088,14610,1
"1446","20","180","06040","003","006","06040003006",1,1440,NA,NA,NA,NA,835,5845,1
"1447","20","180","06040","003","007","06040003007",1,4680,NA,NA,NA,NA,2700,18900,1
"1448","20","180","06040","003","007","06040003007",6,360,7,7,2022,2,200,3600,1
"1449","20","180","06040","003","008","06040003008",1,1080,NA,NA,NA,NA,620,4300,1
"1450","20","180","06040","003","009","06040003009",1,2340,NA,NA,NA,NA,1334,9338,1
"1451","20","180","06040","003","009","06040003009",6,180,8,7,2022,2,102,1836,1
"1452","20","180","06040","003","010","06040003010",1,2700,NA,NA,NA,NA,1512,10584,1
"1453","20","180","06040","003","010","06040003010",6,180,9,7,2022,2,101,1818,1
"1454","20","180","06040","003","011","06040003011",1,3960,NA,NA,NA,NA,2290,16000,1
"1455","20","180","06040","003","011","06040003011",6,360,7,7,2022,2,200,3600,1
"1456","20","180","06040","003","012","06040003012",1,3240,NA,NA,NA,NA,1870,13000,1
"1457","20","180","06040","003","012","06040003012",6,360,7,7,2022,2,200,3600,1
"1458","20","180","06040","003","013","06040003013",1,1016,NA,NA,NA,NA,579,4053,1
"1459","20","180","06040","003","013","06040003013",6,100,7,7,2022,2,57,1026,1
"1460","20","180","06040","003","014","06040003014",1,2520,NA,NA,NA,NA,1460,10230,1
"1461","20","180","06040","003","015","06040003015",1,2160,NA,NA,NA,NA,1250,8750,1
"1462","20","181","06112","004","001","06112004001",2,1000,23,2,2022,1,590,4200,1
"1463","20","181","06112","004","001","06112004001",4,900,24,6,2022,1,200,2100,1
"1464","20","181","06112","004","001","06112004001",6,300,26,6,2022,1,135,2100,1
"1465","20","181","06112","004","002","06112004002",1,1460,NA,NA,NA,NA,620,5000,1
"1466","20","181","06112","004","003","06112004003",1,2160,NA,NA,NA,NA,1000,8100,1
"1467","20","181","06112","004","003","06112004003",6,200,22,6,2022,1,82,1300,1
"1468","20","181","06112","004","004","06112004004",1,4100,NA,NA,NA,NA,1800,11000,1
"1469","20","181","06112","004","004","06112004004",6,720,22,6,2022,1,288,3200,1
"1470","20","181","06112","004","005","06112004005",1,2650,NA,NA,NA,NA,1220,10900,1
"1471","20","181","06112","004","005","06112004005",6,250,22,6,2022,1,118,1800,1
"1472","20","181","06112","004","006","06112004006",2,2400,25,2,2022,1,1300,10400,1
"1473","20","181","06112","004","006","06112004006",3,2000,20,6,2022,1,800,7200,1
"1474","20","181","06112","004","006","06112004006",6,520,20,6,2022,1,200,3080,1
"1475","20","181","06112","004","012","06112004012",2,1390,24,2,2022,1,725,5780,1
"1476","20","181","06112","004","012","06112004012",4,1200,23,6,2022,1,450,4500,1
"1477","20","181","06112","004","012","06112004012",6,220,27,6,2022,1,92,1370,1
"1478","20","181","06112","004","013","06112004013",4,2880,20,6,2022,1,1200,10800,1
"1479","20","181","06112","004","013","06112004013",6,720,13,6,2022,1,350,5390,1
"1480","20","183","06202","010","001","06202010001",2,2160,12,2,2022,1,1050,9450,1
"1481","20","183","06202","010","001","06202010001",4,2160,20,5,2022,1,800,8000,1
"1482","20","183","06202","010","002","06202010002",2,1800,22,2,2022,1,860,7740,1
"1483","20","183","06202","010","002","06202010002",4,1800,20,6,2022,1,650,6500,1
"1484","20","183","06202","010","003","06202010003",2,1800,15,2,2022,1,950,8550,1
"1485","20","183","06202","010","003","06202010003",4,1800,25,5,2022,1,560,5600,1
"1486","20","183","06202","010","004","06202010004",2,2160,8,2,2022,1,1030,9270,1
"1487","20","183","06202","010","004","06202010004",4,2160,18,6,2022,1,780,7800,1
"1488","20","183","06202","010","005","06202010005",2,1440,10,2,2022,1,750,6750,1
"1489","20","183","06202","010","005","06202010005",4,1440,22,5,2022,1,450,4500,1
"1490","20","183","06202","010","006","06202010006",2,720,20,2,2022,1,370,3330,1
"1491","20","183","06202","010","006","06202010006",4,720,20,5,2022,1,224,2240,1
"1492","20","183","06202","010","010","06202010010",2,1080,25,2,2022,1,520,4680,1
"1493","20","183","06202","010","010","06202010010",4,1080,16,5,2022,1,390,3900,1
"1494","20","183","06202","010","011","06202010011",2,720,6,2,2022,1,344,3096,1
"1495","20","183","06202","010","011","06202010011",4,720,5,6,2022,1,214,2140,1
"1496","20","183","06202","010","012","06202010012",2,1080,5,2,2022,1,506,4554,1
"1497","20","183","06202","010","012","06202010012",4,1080,7,2,2022,1,322,3220,1
"1498","20","183","06202","010","013","06202010013",2,1800,4,2,2022,1,862,7760,1
"1499","20","183","06202","010","013","06202010013",4,1800,7,6,2022,1,520,5200,1
"1500","20","183","06202","010","014","06202010014",2,360,20,2,2022,1,175,1575,1
"1501","20","183","06202","010","014","06202010014",4,360,16,5,2022,1,130,1300,1
"1502","20","183","06202","010","015","06202010015",2,720,3,2,2022,1,329,2961,1
"1503","20","183","06202","010","015","06202010015",4,720,6,6,2022,1,200,2000,1
"1504","20","183","06202","010","019","06202010019",2,1080,16,2,2022,1,560,5040,1
"1505","20","183","06202","010","019","06202010019",4,1080,28,5,2022,1,340,3400,1
"1506","20","185","06373","007","001","06373007001",4,2160,18,4,2022,1,996,7968,1
"1507","20","185","06373","007","003","06373007003",2,1080,15,2,2022,1,500,3000,1
"1508","20","185","06373","007","003","06373007003",4,3960,20,4,2022,1,1800,14400,1
"1509","20","185","06373","007","003","06373007003",6,360,10,4,2022,1,150,2250,1
"1510","20","185","06373","007","004","06373007004",4,2880,22,4,2022,1,1400,11200,1
"1511","20","185","06373","007","005","06373007005",4,3600,22,4,2022,1,1750,14000,1
"1512","20","185","06373","007","006","06373007006",2,1800,17,2,2022,1,900,5400,1
"1513","20","185","06373","007","006","06373007006",4,3240,22,4,2022,1,1500,12000,1
"1514","20","185","06373","007","007","06373007007",4,1440,13,4,2022,1,660,5280,1
"1515","20","185","06373","007","008","06373007008",2,2880,12,2,2022,1,1320,9240,1
"1516","20","185","06373","007","008","06373007008",4,2520,11,4,2022,1,1148,9184,1
"1517","20","185","06373","007","008","06373007008",6,360,20,4,2022,1,100,1500,1
"1518","20","185","06373","007","009","06373007009",2,2880,16,2,2022,1,1320,7920,1
"1519","20","185","06373","007","009","06373007009",4,2520,10,4,2022,1,1141,9128,1
"1520","20","185","06373","007","009","06373007009",6,360,22,4,2022,1,100,1500,1
"1521","20","185","06373","007","010","06373007010",4,2160,20,4,2022,1,1000,8000,1
"1522","20","185","06373","007","011","06373007011",4,2160,12,4,2022,1,987,7824,1
"1523","20","185","06373","007","011","06373007011",6,360,10,2,2022,1,100,1500,1
"1524","20","185","06373","007","012","06373007012",4,1800,16,2,2022,1,800,6400,1
"1525","20","185","06373","007","013","06373007013",2,1800,20,2,2022,1,830,4980,1
"1526","20","185","06373","007","013","06373007013",4,1800,26,4,2022,1,800,6400,1
"1527","20","185","06373","007","014","06373007014",2,3600,10,2,2022,1,1650,9900,1
"1528","20","185","06373","007","014","06373007014",4,2160,19,4,2022,1,978,7824,1
"1529","20","185","06373","007","014","06373007014",6,1440,26,4,2022,1,400,6000,1
"1530","20","185","06373","007","015","06373007015",2,1800,15,2,2022,1,850,5100,1
"1531","20","185","06373","007","015","06373007015",4,2160,20,4,2022,1,900,7200,1
"1532","20","186","06400","007","001","06400007001",2,2520,28,1,2022,1,1400,9800,1
"1533","20","186","06400","007","001","06400007001",6,1080,6,4,2022,1,450,6300,1
"1534","20","186","06400","007","002","06400007002",2,1080,28,1,2022,1,600,4800,1
"1535","20","186","06400","007","002","06400007002",4,1440,26,4,2022,1,600,6000,1
"1536","20","186","06400","007","002","06400007002",6,360,6,4,2022,1,150,2250,1
"1537","20","186","06400","007","003","06400007003",2,1800,28,1,2022,1,1000,7000,1
"1538","20","186","06400","007","003","06400007003",4,2880,26,4,2022,1,1280,12800,1
"1539","20","186","06400","007","003","06400007003",6,1080,6,4,2022,1,450,6750,1
"1540","20","186","06400","007","004","06400007004",2,1800,28,1,2022,1,1000,8000,1
"1541","20","186","06400","007","004","06400007004",4,1800,26,4,2022,1,800,8000,1
"1542","20","186","06400","007","004","06400007004",6,360,6,4,2022,1,150,2250,1
"1543","20","186","06400","007","005","06400007005",2,3240,27,1,2022,1,1800,12600,1
"1544","20","186","06400","007","005","06400007005",4,4680,24,4,2022,1,1950,19500,1
"1545","20","186","06400","007","006","06400007006",2,720,20,2,2022,2,400,2800,1
"1546","20","186","06400","007","006","06400007006",4,2700,5,5,2022,2,1125,11250,1
"1547","20","186","06400","007","006","06400007006",6,540,5,5,2022,2,250,3750,1
"1548","20","186","06400","007","007","06400007007",2,1800,20,2,2022,2,950,5950,1
"1549","20","186","06400","007","008","06400007008",2,360,20,2,2022,2,200,1400,1
"1550","20","186","06400","007","008","06400007008",4,1800,5,5,2022,2,1100,11000,1
"1551","20","186","06400","007","008","06400007008",6,360,5,5,2022,2,160,2400,1
"1552","20","186","06400","007","009","06400007009",2,1800,20,2,2022,2,1500,10500,1
"1553","20","186","06400","007","009","06400007009",4,3600,5,5,2022,2,2100,21000,1
"1554","20","186","06400","007","010","06400007010",2,1080,20,2,2022,2,600,4200,1
"1555","20","186","06400","007","010","06400007010",4,1440,5,5,2022,2,840,8400,1
"1556","20","186","06400","007","011","06400007011",2,1080,20,2,2022,2,600,4200,1
"1557","20","186","06400","007","011","06400007011",4,1080,5,5,2022,2,600,6000,1
"1558","20","186","06400","007","011","06400007011",6,360,5,5,2022,2,150,2250,1
"1559","20","186","06400","007","012","06400007012",2,1440,18,2,2022,2,700,4900,1
"1560","20","186","06400","007","012","06400007012",4,2340,5,5,2022,2,980,9800,1
"1561","20","186","06400","007","012","06400007012",6,540,5,5,2022,2,250,3750,1
"1562","20","186","06400","007","013","06400007013",2,1440,20,2,2022,2,630,4410,1
"1563","20","186","06400","007","013","06400007013",4,1440,5,5,2022,2,600,6000,1
"1564","20","186","06400","007","014","06400007014",2,720,28,1,2022,1,400,3200,1
"1565","20","186","06400","007","014","06400007014",4,1080,26,4,2022,1,450,4500,1
"1566","20","186","06400","007","014","06400007014",6,720,7,4,2022,1,300,4500,1
"1567","20","186","06400","007","015","06400007015",2,1800,26,1,2022,1,1000,8000,1
"1568","20","186","06400","007","015","06400007015",4,2160,26,4,2022,1,900,9000,1
"1569","20","186","06400","007","015","06400007015",6,450,5,4,2022,1,450,6750,1
"1570","20","187","06472","005","001","06472005001",2,720,11,2,2022,1,260,2340,1
"1571","20","187","06472","005","001","06472005001",4,1440,25,5,2022,1,440,5280,1
"1572","20","187","06472","005","003","06472005003",4,1080,2,5,2022,1,320,3870,1
"1573","20","187","06472","005","004","06472005004",1,1080,NA,NA,NA,NA,360,3600,1
"1574","20","187","06472","005","005","06472005005",4,1800,5,5,2022,1,550,6600,1
"1575","20","187","06472","005","006","06472005006",2,1080,27,1,2022,1,140,1350,1
"1576","20","187","06472","005","006","06472005006",4,2880,14,5,2022,1,960,11520,1
"1577","20","187","06472","005","006","06472005006",6,360,16,5,2022,1,150,2700,1
"1578","20","187","06472","005","009","06472005009",4,1080,2,6,2022,1,400,4800,1
"1579","20","187","06472","005","010","06472005010",4,3600,24,4,2022,1,1500,18000,1
"1580","20","187","06472","005","010","06472005010",6,540,24,4,2022,1,200,3600,1
"1581","20","187","06472","005","011","06472005011",4,540,27,4,2022,1,250,3000,1
"1582","20","187","06472","005","013","06472005013",2,1080,6,5,2022,1,480,5400,1
"1583","20","187","06472","005","013","06472005013",6,360,6,5,2022,1,140,2520,1
"1584","20","187","06472","005","014","06472005014",4,1800,10,6,2022,2,600,7200,1
"1585","20","187","06472","005","015","06472005015",4,1080,26,4,2022,1,490,5880,1
"1586","20","187","06472","005","015","06472005015",6,360,26,4,2022,1,140,2520,1
"1587","20","188","06577","003","001","06577003001",2,1800,28,2,2022,1,900,7200,1
"1588","20","188","06577","003","001","06577003001",4,1800,10,5,2022,1,800,7200,1
"1589","20","188","06577","003","002","06577003002",2,2880,28,2,2022,1,1300,11200,1
"1590","20","188","06577","003","002","06577003002",4,2880,30,5,2022,1,1200,10800,1
"1591","20","188","06577","003","003","06577003003",2,1800,24,2,2022,1,920,7360,1
"1592","20","188","06577","003","003","06577003003",4,1800,28,5,2022,1,800,7200,1
"1593","20","188","06577","003","004","06577003004",2,2160,28,2,2022,1,1170,9300,1
"1594","20","188","06577","003","004","06577003004",4,2160,26,5,2022,1,800,7200,1
"1595","20","188","06577","003","005","06577003005",2,1080,25,2,2022,1,600,5400,1
"1596","20","188","06577","003","005","06577003005",4,1080,28,5,2022,1,450,4050,1
"1597","20","188","06577","003","006","06577003006",2,1080,28,2,2022,1,600,4800,1
"1598","20","188","06577","003","006","06577003006",4,1080,26,5,2022,1,500,4500,1
