"MATINH","province_name","MAHUYEN","district_name","MAXA","commune_name","n_rice_hh"
"11","Dien Bien","100","Dien Bien","03355","Sam Mun",1097
"11","Dien Bien","100","Dien Bien","03356","Pom Lot",1043
"11","Dien Bien","100","Dien Bien","03358","Nua Ngam",619
"11","Dien Bien","100","Dien Bien","03359","He Muong",552
"11","Dien Bien","100","Dien Bien","03361","Na U",288
"11","Dien Bien","100","Dien Bien","03364","Muong Nha",765
"11","Dien Bien","100","Dien Bien","03365","Na Tong",870
"11","Dien Bien","100","Dien Bien","03367","Muong Loi",434
"11","Dien Bien","100","Dien Bien","03368","Phu Luong",451
"11","Dien Bien","101","Dien Bien Dong","03203","Dien Bien Dong",237
"11","Dien Bien","101","Dien Bien Dong","03205","Na Son",798
"11","Dien Bien","101","Dien Bien Dong","03208","Phi Nhu",1073
"11","Dien Bien","101","Dien Bien Dong","03211","Chieng So",965
"11","Dien Bien","101","Dien Bien Dong","03214","Muong Luan",845
"11","Dien Bien","101","Dien Bien Dong","03370","Pu Nhi",900
"11","Dien Bien","101","Dien Bien Dong","03371","Nong U",534
"11","Dien Bien","101","Dien Bien Dong","03373","Xa Dung",1034
"11","Dien Bien","101","Dien Bien Dong","03376","Keo Lom",1144
"11","Dien Bien","101","Dien Bien Dong","03379","Luan Gioi",1104
"11","Dien Bien","101","Dien Bien Dong","03382","Phinh Giang",649
"11","Dien Bien","101","Dien Bien Dong","03383","Pu Hong",855
"11","Dien Bien","101","Dien Bien Dong","03384","Tia Dinh",519
"11","Dien Bien","101","Dien Bien Dong","03385","Hang Lia",467
"11","Dien Bien","102","Muong Ang","03256","Muong Ang",155
"11","Dien Bien","102","Muong Ang","03286","Muong Dang",775
"11","Dien Bien","102","Muong Ang","03287","Ngoi Cay",646
"11","Dien Bien","102","Muong Ang","03292","Ang To",1085
"11","Dien Bien","102","Muong Ang","03301","Bung Lao",985
"11","Dien Bien","102","Muong Ang","03302","Xuan Lao",968
"11","Dien Bien","102","Muong Ang","03307","Ang Nua",746
"11","Dien Bien","102","Muong Ang","03310","Ang Cang",1482
"11","Dien Bien","102","Muong Ang","03312","Nam Lich",564
"11","Dien Bien","102","Muong Ang","03313","Muong Lan",808
"11","Dien Bien","103","Nam Po","03156","Nam Tin",514
"11","Dien Bien","103","Nam Po","03165","Pa Tan",432
"11","Dien Bien","103","Nam Po","03166","Cha Cang",383
"11","Dien Bien","103","Nam Po","03167","Na Co Sa",690
"11","Dien Bien","103","Nam Po","03168","Na Khoa",611
"11","Dien Bien","103","Nam Po","03169","Na Hy",663
"11","Dien Bien","103","Nam Po","03170","Na Bung",742
"11","Dien Bien","103","Nam Po","03171","Nam Nhu",486
"11","Dien Bien","103","Nam Po","03173","Nam Chua",426
"11","Dien Bien","103","Nam Po","03174","Nam Khan",329
"11","Dien Bien","103","Nam Po","03175","Cha To",434
"11","Dien Bien","103","Nam Po","03176","Vang Dan",471
"11","Dien Bien","103","Nam Po","03187","Cha Nua",515
"11","Dien Bien","103","Nam Po","03198","Phin Ho",551
"11","Dien Bien","103","Nam Po","03199","Si Pa Phin",922
"12","Lai Chau","105","Lai Chau","03386","Quyet Thang",130
"12","Lai Chau","105","Lai Chau","03387","Tan Phong",25
"12","Lai Chau","105","Lai Chau","03388","Quyet Tien",21
"12","Lai Chau","105","Lai Chau","03389","Doan Ket",25
"12","Lai Chau","105","Lai Chau","03403","Nam Loong",359
"12","Lai Chau","105","Lai Chau","03408","Dong Phong",151
"12","Lai Chau","105","Lai Chau","03409","San Thang",487
"12","Lai Chau","106","Tam Duong","03390","Tam Duong",772
"12","Lai Chau","106","Tam Duong","03394","Then Sin",585
"12","Lai Chau","106","Tam Duong","03397","Sung Phai",363
"12","Lai Chau","106","Tam Duong","03400","Ta Leng",764
"12","Lai Chau","106","Tam Duong","03405","Giang Ma",639
"12","Lai Chau","106","Tam Duong","03406","Ho Thau",579
"12","Lai Chau","106","Tam Duong","03412","Binh Lu",908
"12","Lai Chau","106","Tam Duong","03413","Son Binh",688
"12","Lai Chau","106","Tam Duong","03415","Nung Nang",543
"12","Lai Chau","106","Tam Duong","03418","Ban Giang",619
"12","Lai Chau","106","Tam Duong","03421","Ban Hon",527
"12","Lai Chau","106","Tam Duong","03424","Ban Bo",870
"12","Lai Chau","106","Tam Duong","03427","Na Tam",663
"12","Lai Chau","106","Tam Duong","03430","Khun Ha",839
"12","Lai Chau","107","Muong Te","03433","Muong Te",16
"12","Lai Chau","107","Muong Te","03436","Thu Lum",433
"12","Lai Chau","107","Muong Te","03439","Ka Lang",353
"12","Lai Chau","107","Muong Te","03440","Ta Ba",291
"12","Lai Chau","107","Muong Te","03442","Pa U",656
"12","Lai Chau","107","Muong Te","03445","Muong Te",665
"12","Lai Chau","107","Muong Te","03448","Pa Ve Su",537
"12","Lai Chau","107","Muong Te","03451","Mu Ca",471
"12","Lai Chau","107","Muong Te","03454","Bun To",702
"12","Lai Chau","107","Muong Te","03457","Nam Khao",317
"12","Lai Chau","107","Muong Te","03463","Ta Tong",823
"12","Lai Chau","107","Muong Te","03466","Bun Nua",585
"12","Lai Chau","107","Muong Te","03467","Vang San",477
"12","Lai Chau","107","Muong Te","03469","Kan Ho",360
"12","Lai Chau","108","Sin Ho","03478","Sin Ho",138
"12","Lai Chau","108","Sin Ho","03487","Chan Nua",521
"12","Lai Chau","108","Sin Ho","03493","Pa Tan",625
"12","Lai Chau","108","Sin Ho","03496","Phin Ho",419
"12","Lai Chau","108","Sin Ho","03499","Hong Thu",716
"12","Lai Chau","108","Sin Ho","03505","Phang So Lin",431
"12","Lai Chau","108","Sin Ho","03508","Ma Quai",674
"12","Lai Chau","108","Sin Ho","03509","Lung Thang",639
"12","Lai Chau","108","Sin Ho","03511","Ta Phin",521
"12","Lai Chau","108","Sin Ho","03514","Sa De Phin",332
"12","Lai Chau","108","Sin Ho","03517","Nam Tam",735
"12","Lai Chau","108","Sin Ho","03520","Ta Ngao",741
"12","Lai Chau","108","Sin Ho","03523","Pu Sam Cap",208
"12","Lai Chau","108","Sin Ho","03526","Nam Cha",644
"12","Lai Chau","108","Sin Ho","03527","Pa Khoa",401
"12","Lai Chau","108","Sin Ho","03529","Lang Mo",627
"12","Lai Chau","108","Sin Ho","03532","Noong Heo",1111
"12","Lai Chau","108","Sin Ho","03535","Nam Ma",276
"12","Lai Chau","108","Sin Ho","03538","Can Co",754
"12","Lai Chau","108","Sin Ho","03541","Tua Sin Chai",745
"12","Lai Chau","108","Sin Ho","03544","Nam Cuoi",742
"12","Lai Chau","108","Sin Ho","03547","Nam Han",1015
"12","Lai Chau","109","Phong Tho","03391","La Nhi Thang",523
"12","Lai Chau","109","Phong Tho","03490","Huoi Luong",1165
"12","Lai Chau","109","Phong Tho","03549","Phong Tho",273
"12","Lai Chau","109","Phong Tho","03550","Si Lo Lau",656
"12","Lai Chau","109","Phong Tho","03553","Mo Si San",433
"12","Lai Chau","109","Phong Tho","03556","Ma Li Chai",380
"12","Lai Chau","109","Phong Tho","03559","Pa Vay Su",387
"12","Lai Chau","109","Phong Tho","03562","Vang Ma Chai",591
"12","Lai Chau","109","Phong Tho","03565","Tong Qua Lin",379
"12","Lai Chau","109","Phong Tho","03568","Mu Sang",448
"12","Lai Chau","109","Phong Tho","03571","Dao San",1254
"12","Lai Chau","109","Phong Tho","03574","Ma Ly Pho",410
"12","Lai Chau","109","Phong Tho","03577","Ban Lang",1502
"12","Lai Chau","109","Phong Tho","03580","Hoang Then",677
"12","Lai Chau","109","Phong Tho","03583","Khong Lao",701
"12","Lai Chau","109","Phong Tho","03586","Nam Xe",1321
"12","Lai Chau","109","Phong Tho","03589","Muong So",845
"12","Lai Chau","109","Phong Tho","03592","Sin Suoi Ho",735
"12","Lai Chau","110","Than Uyen","03595","Than Uyen",247
"12","Lai Chau","110","Than Uyen","03618","Phuc Than",1751
"12","Lai Chau","110","Than Uyen","03619","Muong Than",1494
"12","Lai Chau","110","Than Uyen","03625","Muong Mit",447
"12","Lai Chau","110","Than Uyen","03628","Pha Mu",154
"12","Lai Chau","110","Than Uyen","03631","Muong Cang",965
"12","Lai Chau","110","Than Uyen","03632","Hua Na",599
"12","Lai Chau","110","Than Uyen","03634","Ta Hua",431
"12","Lai Chau","110","Than Uyen","03637","Muong Kim",1961
"12","Lai Chau","110","Than Uyen","03638","Ta Mung",718
"12","Lai Chau","110","Than Uyen","03640","Ta Gia",880
"12","Lai Chau","110","Than Uyen","03643","Khoen On",751
"12","Lai Chau","111","Tan Uyen","03598","Tan Uyen",1390
"12","Lai Chau","111","Tan Uyen","03601","Muong Khoa",1404
"12","Lai Chau","111","Tan Uyen","03602","Phuc Khoa",813
"12","Lai Chau","111","Tan Uyen","03604","Than Thuoc",710
"12","Lai Chau","111","Tan Uyen","03605","Trung Dong",1242
"12","Lai Chau","111","Tan Uyen","03607","Ho Mit",531
"12","Lai Chau","111","Tan Uyen","03610","Nam Can",383
"12","Lai Chau","111","Tan Uyen","03613","Nam So",1283
"12","Lai Chau","111","Tan Uyen","03616","Pac Ta",1181
"12","Lai Chau","111","Tan Uyen","03622","Ta Mit",245
"12","Lai Chau","112","Nam Nhun","03434","Nam Nhun",182
"12","Lai Chau","112","Nam Nhun","03460","Hua Bum",365
"12","Lai Chau","112","Nam Nhun","03472","Muong Mo",517
"12","Lai Chau","112","Nam Nhun","03473","Nam Cha",512
"12","Lai Chau","112","Nam Nhun","03474","Nam Manh",370
"12","Lai Chau","112","Nam Nhun","03475","Nam Hang",632
"12","Lai Chau","112","Nam Nhun","03481","Le Loi",201
"12","Lai Chau","112","Nam Nhun","03484","Pu Dao",202
"12","Lai Chau","112","Nam Nhun","03488","Nam Pi",355
"12","Lai Chau","112","Nam Nhun","03502","Nam Ban",317
"12","Lai Chau","112","Nam Nhun","03503","Trung Chai",228
"14","Son La","116","Son La","03646","Chieng Le",7
"14","Son La","116","Son La","03649","To Hieu",88
"14","Son La","116","Son La","03652","Quyet Thang",8
"14","Son La","116","Son La","03655","Quyet Tam",0
"14","Son La","116","Son La","03658","Chieng Co",873
"14","Son La","116","Son La","03661","Chieng Den",266
"14","Son La","116","Son La","03664","Chieng Xom",957
"14","Son La","116","Son La","03667","Chieng An",894
"14","Son La","116","Son La","03670","Chieng Coi",625
"14","Son La","116","Son La","03673","Chieng Ngan",1339
"14","Son La","116","Son La","03676","Hua La",1381
"14","Son La","116","Son La","03679","Chieng Sinh",877
"14","Son La","118","Quynh Nhai","03682","Muong Chien",363
"14","Son La","118","Quynh Nhai","03685","Ca Nang",818
"14","Son La","118","Quynh Nhai","03688","Chieng Khay",1353
"14","Son La","118","Quynh Nhai","03694","Muong Gion",2054
"14","Son La","118","Quynh Nhai","03697","Pa Ma Pha Khinh",620
"14","Son La","118","Quynh Nhai","03700","Chieng On",410
"14","Son La","118","Quynh Nhai","03703","Muong Giang",883
"14","Son La","118","Quynh Nhai","03706","Chieng Bang",730
"14","Son La","118","Quynh Nhai","03709","Muong Sai",717
"14","Son La","118","Quynh Nhai","03712","Nam Et",798
"14","Son La","118","Quynh Nhai","03718","Chieng Khoang",1527
"14","Son La","119","Thuan Chau","03721","Thuan Chau",1
"14","Son La","119","Thuan Chau","03724","Phong Lai",965
"14","Son La","119","Thuan Chau","03727","Muong E",1576
"14","Son La","119","Thuan Chau","03730","Chieng Pha",827
"14","Son La","119","Thuan Chau","03733","Chieng La",594
"14","Son La","119","Thuan Chau","03736","Chieng Ngam",1105
"14","Son La","119","Thuan Chau","03739","Liep Te",374
"14","Son La","119","Thuan Chau","03742","E Tong",575
"14","Son La","119","Thuan Chau","03745","Phong Lap",1139
"14","Son La","119","Thuan Chau","03748","Phong Lang",1092
"14","Son La","119","Thuan Chau","03751","Chieng Ly",1485
"14","Son La","119","Thuan Chau","03754","Noong Lay",124
"14","Son La","119","Thuan Chau","03757","Muong Khieng",1773
"14","Son La","119","Thuan Chau","03760","Muong Bam",1709
"14","Son La","119","Thuan Chau","03763","Long He",766
"14","Son La","119","Thuan Chau","03766","Chieng Bom",1274
"14","Son La","119","Thuan Chau","03769","Thom Mon",1316
"14","Son La","119","Thuan Chau","03772","Tong Lanh",1690
"14","Son La","119","Thuan Chau","03775","Tong Co",1065
"14","Son La","119","Thuan Chau","03778","Bo Muoi",1741
"14","Son La","119","Thuan Chau","03781","Co Ma",1132
"14","Son La","119","Thuan Chau","03784","Pung Tra",695
"14","Son La","119","Thuan Chau","03787","Chieng Pac",821
"14","Son La","119","Thuan Chau","03790","Nam Lau",1421
"14","Son La","119","Thuan Chau","03793","Bon Phang",732
"14","Son La","119","Thuan Chau","03796","Co Tong",546
"14","Son La","119","Thuan Chau","03799","Muoi Noi",696
"14","Son La","119","Thuan Chau","03802","Pa Long",539
"14","Son La","119","Thuan Chau","03805","Ban Lam",790
"14","Son La","120","Muong La","03808","it Ong",1211
"14","Son La","120","Muong La","03811","Nam Gion",383
"14","Son La","120","Muong La","03814","Chieng Lao",1586
"14","Son La","120","Muong La","03817","Hua Trai",967
"14","Son La","120","Muong La","03820","Ngoc Chien",2019
"14","Son La","120","Muong La","03823","Muong Trai",138
"14","Son La","120","Muong La","03826","Nam Pam",842
"14","Son La","120","Muong La","03829","Chieng Muon",323
"14","Son La","120","Muong La","03832","Chieng An",418
"14","Son La","120","Muong La","03835","Pi Toong",1396
"14","Son La","120","Muong La","03838","Chieng Cong",881
"14","Son La","120","Muong La","03841","Ta Bu",322
"14","Son La","120","Muong La","03844","Chieng San",721
"14","Son La","120","Muong La","03847","Muong Bu",1744
"14","Son La","120","Muong La","03850","Chieng Hoa",1218
"14","Son La","120","Muong La","03853","Muong Chum",1227
"14","Son La","121","Bac Yen","03856","Bac Yen",296
"14","Son La","121","Bac Yen","03859","Phieng Ban",897
"14","Son La","121","Bac Yen","03862","Hang Chu",580
"14","Son La","121","Bac Yen","03865","Xin Vang",418
"14","Son La","121","Bac Yen","03868","Ta Xua",450
"14","Son La","121","Bac Yen","03869","Hang Dong",401
"14","Son La","121","Bac Yen","03871","Bac Nga",1257
"14","Son La","121","Bac Yen","03874","Lang Cheu",576
"14","Son La","121","Bac Yen","03877","Chim Van",808
"14","Son La","121","Bac Yen","03880","Muong Khoa",639
"14","Son La","121","Bac Yen","03883","Song Pe",256
"14","Son La","121","Bac Yen","03886","Hong Ngai",524
"14","Son La","121","Bac Yen","03889","Ta Khoa",286
"14","Son La","121","Bac Yen","03890","Hua Nhan",309
"14","Son La","121","Bac Yen","03892","Phieng Kon",39
"14","Son La","121","Bac Yen","03895","Chieng Sai",369
"14","Son La","122","Phu Yen","03898","Phu Yen",13
"14","Son La","122","Phu Yen","03901","Suoi To",615
"14","Son La","122","Phu Yen","03904","Muong Thai",748
"14","Son La","122","Phu Yen","03907","Muong Coi",1035
"14","Son La","122","Phu Yen","03910","Quang Huy",1459
"14","Son La","122","Phu Yen","03913","Huy Bac",1166
"14","Son La","122","Phu Yen","03916","Huy Thuong",966
"14","Son La","122","Phu Yen","03919","Tan Lang",819
"14","Son La","122","Phu Yen","03922","Gia Phu",1374
"14","Son La","122","Phu Yen","03925","Tuong Phu",1182
"14","Son La","122","Phu Yen","03928","Huy Ha",1333
"14","Son La","122","Phu Yen","03931","Huy Tan",1114
"14","Son La","122","Phu Yen","03934","Muong Lang",718
"14","Son La","122","Phu Yen","03937","Suoi Bau",437
"14","Son La","122","Phu Yen","03940","Huy Tuong",503
"14","Son La","122","Phu Yen","03943","Muong Do",711
"14","Son La","122","Phu Yen","03946","Sap Xa",503
"14","Son La","122","Phu Yen","03949","Tuong Thuong",1249
"14","Son La","122","Phu Yen","03952","Tuong Tien",300
"14","Son La","122","Phu Yen","03955","Tuong Phong",238
"14","Son La","122","Phu Yen","03958","Tuong Ha",493
"14","Son La","122","Phu Yen","03961","Kim Bon",779
"14","Son La","122","Phu Yen","03964","Muong Bang",921
"14","Son La","122","Phu Yen","03967","Da Do",94
"14","Son La","122","Phu Yen","03970","Tan Phong",117
"14","Son La","122","Phu Yen","03973","Nam Phong",231
"14","Son La","122","Phu Yen","03976","Bac Phong",196
"14","Son La","123","Moc Chau","03979","Moc Chau",88
"14","Son La","123","Moc Chau","03982","NT Moc Chau",292
"14","Son La","123","Moc Chau","03985","Chieng Son",1183
"14","Son La","123","Moc Chau","03988","Tan Hop",668
"14","Son La","123","Moc Chau","03991","Qui Huong",241
"14","Son La","123","Moc Chau","03997","Tan Lap",1263
"14","Son La","123","Moc Chau","04000","Na Muong",541
"14","Son La","123","Moc Chau","04003","Ta Lai",758
"14","Son La","123","Moc Chau","04012","Chieng Hac",818
"14","Son La","123","Moc Chau","04015","Hua Pang",800
"14","Son La","123","Moc Chau","04024","Chieng Khua",603
"14","Son La","123","Moc Chau","04027","Muong Sang",1026
"14","Son La","123","Moc Chau","04030","Dong Sang",723
"14","Son La","123","Moc Chau","04033","Phieng Luong",606
"14","Son La","123","Moc Chau","04045","Long Sap",974
"14","Son La","124","Yen Chau","04060","Yen Chau",1
"14","Son La","124","Yen Chau","04063","Chieng Dong",1716
"14","Son La","124","Yen Chau","04066","Sap Vat",773
"14","Son La","124","Yen Chau","04069","Chieng Sang",928
"14","Son La","124","Yen Chau","04072","Chieng Pan",900
"14","Son La","124","Yen Chau","04075","Vieng Lan",541
"14","Son La","124","Yen Chau","04078","Chieng Hac",763
"14","Son La","124","Yen Chau","04081","Muong Lum",634
"14","Son La","124","Yen Chau","04084","Chieng On",1100
"14","Son La","124","Yen Chau","04087","Yen Son",438
"14","Son La","124","Yen Chau","04090","Chieng Khoi",698
"14","Son La","124","Yen Chau","04093","Tu Nang",1140
"14","Son La","124","Yen Chau","04096","Long Phieng",577
"14","Son La","124","Yen Chau","04099","Phieng Khoai",1286
"14","Son La","124","Yen Chau","04102","Chieng Tuong",748
"14","Son La","125","Mai Son","04105","Hat Lot",29
"14","Son La","125","Mai Son","04108","Chieng Sung",244
"14","Son La","125","Mai Son","04111","Muong Bang",1329
"14","Son La","125","Mai Son","04114","Chieng Chan",759
"14","Son La","125","Mai Son","04117","Muong Chanh",910
"14","Son La","125","Mai Son","04120","Chieng Ban",778
"14","Son La","125","Mai Son","04123","Chieng Mung",1422
"14","Son La","125","Mai Son","04126","Muong Bon",938
"14","Son La","125","Mai Son","04129","Chieng Chung",1141
"14","Son La","125","Mai Son","04132","Chieng Mai",935
"14","Son La","125","Mai Son","04135","Hat Lot",388
"14","Son La","125","Mai Son","04136","Na Bo",519
"14","Son La","125","Mai Son","04138","Co Noi",1003
"14","Son La","125","Mai Son","04141","Chieng Noi",1072
"14","Son La","125","Mai Son","04144","Phieng Cam",1290
"14","Son La","125","Mai Son","04147","Chieng Dong",600
"14","Son La","125","Mai Son","04150","Chieng Kheo",632
"14","Son La","125","Mai Son","04153","Chieng Ve",534
"14","Son La","125","Mai Son","04156","Chieng Luong",1576
"14","Son La","125","Mai Son","04159","Phieng Pan",1445
"14","Son La","125","Mai Son","04162","Na Ot",558
"14","Son La","125","Mai Son","04165","Ta Hoc",123
"14","Son La","126","Song Ma","04168","Song Ma",4
"14","Son La","126","Song Ma","04171","Bo Sinh",975
"14","Son La","126","Song Ma","04174","Pu Bau",521
"14","Son La","126","Song Ma","04177","Chieng Phung",1010
"14","Son La","126","Song Ma","04180","Chieng En",1125
"14","Son La","126","Song Ma","04183","Muong Lam",979
"14","Son La","126","Song Ma","04186","Nam Ty",1807
"14","Son La","126","Song Ma","04189","Dua Mon",1483
"14","Son La","126","Song Ma","04192","Yen Hung",1327
"14","Son La","126","Song Ma","04195","Chieng So",1644
"14","Son La","126","Song Ma","04198","Na Nguu",2265
"14","Son La","126","Song Ma","04201","Nam Man",631
"14","Son La","126","Song Ma","04204","Chieng Khoong",2259
"14","Son La","126","Song Ma","04207","Chieng Cang",2022
"14","Son La","126","Song Ma","04210","Huoi Mot",1182
"14","Son La","126","Song Ma","04213","Muong Sai",815
"14","Son La","126","Song Ma","04216","Muong Cai",904
"14","Son La","126","Song Ma","04219","Muong Hung",1867
"14","Son La","126","Song Ma","04222","Chieng Khuong",1527
"14","Son La","127","Sop Cop","04225","Sam Kha",503
"14","Son La","127","Sop Cop","04228","Pung Banh",1575
"14","Son La","127","Sop Cop","04231","Xop Cop",725
"14","Son La","127","Sop Cop","04234","Dom Cang",932
"14","Son La","127","Sop Cop","04237","Nam Lanh",697
"14","Son La","127","Sop Cop","04240","Muong Leo",618
"14","Son La","127","Sop Cop","04243","Muong Va",2203
"14","Son La","127","Sop Cop","04246","Muong Lan",1761
"14","Son La","128","Van Ho","03994","Suoi Bang",617
"14","Son La","128","Van Ho","04006","Song Khua",1086
"14","Son La","128","Van Ho","04009","Lien Hoa",455
"14","Son La","128","Van Ho","04018","To Mua",727
"14","Son La","128","Van Ho","04021","Muong Te",908
"14","Son La","128","Van Ho","04036","Chieng Khoa",1046
"14","Son La","128","Van Ho","04039","Muong Men",398
"14","Son La","128","Van Ho","04042","Quang Minh",509
"14","Son La","128","Van Ho","04048","Van Ho",1310
"14","Son La","128","Van Ho","04051","Long Luong",1021
"14","Son La","128","Van Ho","04054","Chieng Yen",863
"14","Son La","128","Van Ho","04056","Chieng Xuan",486
"14","Son La","128","Van Ho","04057","Xuan Nha",911
"14","Son La","128","Van Ho","04058","Tan Xuan",896
"15","Yen Bai","132","Yen Bai","04249","Yen Thinh",43
"15","Yen Bai","132","Yen Bai","04252","Yen Ninh",62
"15","Yen Bai","132","Yen Bai","04255","Minh Tan",0
"15","Yen Bai","132","Yen Bai","04258","Nguyen Thai Hoc",0
"15","Yen Bai","132","Yen Bai","04261","Dong Tam",0
"15","Yen Bai","132","Yen Bai","04264","Nguyen Phuc",9
"15","Yen Bai","132","Yen Bai","04267","Hong Ha",0
"15","Yen Bai","132","Yen Bai","04270","Minh Bao",380
"15","Yen Bai","132","Yen Bai","04273","Nam Cuong",20
"15","Yen Bai","132","Yen Bai","04276","Tuy Loc",543
"15","Yen Bai","132","Yen Bai","04279","Tan Thinh",490
"15","Yen Bai","132","Yen Bai","04540","Au Lau",619
"15","Yen Bai","132","Yen Bai","04543","Gioi Phien",339
"15","Yen Bai","132","Yen Bai","04546","Hop Minh",457
"15","Yen Bai","132","Yen Bai","04549","Van Tien",394
"15","Yen Bai","132","Yen Bai","04552","Phuc Loc",234
"15","Yen Bai","132","Yen Bai","04558","Van Phu",296
"15","Yen Bai","133","Nghia Lo","04282","Pu Trang",556
"15","Yen Bai","133","Nghia Lo","04285","Trung Tam",293
"15","Yen Bai","133","Nghia Lo","04288","Tan An",716
"15","Yen Bai","133","Nghia Lo","04291","Cau Thia",217
"15","Yen Bai","133","Nghia Lo","04294","Nghia Loi",913
"15","Yen Bai","133","Nghia Lo","04297","Nghia Phuc",417
"15","Yen Bai","133","Nghia Lo","04300","Nghia An",669
"15","Yen Bai","135","Luc Yen","04303","Yen The",528
"15","Yen Bai","135","Luc Yen","04306","Tan Phuong",383
"15","Yen Bai","135","Luc Yen","04309","Lam Thuong",1345
"15","Yen Bai","135","Luc Yen","04312","Khanh Thien",1163
"15","Yen Bai","135","Luc Yen","04315","Minh Chuan",627
"15","Yen Bai","135","Luc Yen","04318","Mai Son",877
"15","Yen Bai","135","Luc Yen","04321","Khai Trung",270
"15","Yen Bai","135","Luc Yen","04324","Muong Lai",1582
"15","Yen Bai","135","Luc Yen","04327","An Lac",543
"15","Yen Bai","135","Luc Yen","04330","Minh Xuan",1615
"15","Yen Bai","135","Luc Yen","04333","To Mau",641
"15","Yen Bai","135","Luc Yen","04336","Tan Linh",1480
"15","Yen Bai","135","Luc Yen","04339","Yen Thang",1016
"15","Yen Bai","135","Luc Yen","04342","Khanh Hoa",629
"15","Yen Bai","135","Luc Yen","04345","Vinh Lac",1067
"15","Yen Bai","135","Luc Yen","04348","Lieu Do",986
"15","Yen Bai","135","Luc Yen","04351","Dong Quan",1183
"15","Yen Bai","135","Luc Yen","04354","Tan Lap",924
"15","Yen Bai","135","Luc Yen","04357","Minh Tien",1270
"15","Yen Bai","135","Luc Yen","04360","Truc Lau",745
"15","Yen Bai","135","Luc Yen","04363","Phuc Loi",1223
"15","Yen Bai","135","Luc Yen","04366","Phan Thanh",538
"15","Yen Bai","135","Luc Yen","04369","An Phu",1145
"15","Yen Bai","135","Luc Yen","04372","Trung Tam",816
"15","Yen Bai","136","Van Yen","04375","Mau A",415
"15","Yen Bai","136","Van Yen","04378","Lang Thip",1399
"15","Yen Bai","136","Van Yen","04381","Lam Giang",1677
"15","Yen Bai","136","Van Yen","04384","Chau Que Thuong",777
"15","Yen Bai","136","Van Yen","04387","Chau Que Ha",1474
"15","Yen Bai","136","Van Yen","04390","An Binh",513
"15","Yen Bai","136","Van Yen","04393","Quang Minh",591
"15","Yen Bai","136","Van Yen","04396","Dong An",1145
"15","Yen Bai","136","Van Yen","04399","Dong Cuong",1508
"15","Yen Bai","136","Van Yen","04402","Phong Du Ha",788
"15","Yen Bai","136","Van Yen","04405","Mau Dong",1027
"15","Yen Bai","136","Van Yen","04408","Ngoi A",855
"15","Yen Bai","136","Van Yen","04411","Xuan Tam",590
"15","Yen Bai","136","Van Yen","04414","Tan Hop",982
"15","Yen Bai","136","Van Yen","04417","An Thinh",1753
"15","Yen Bai","136","Van Yen","04420","Yen Thai",611
"15","Yen Bai","136","Van Yen","04423","Phong Du Thuong",1087
"15","Yen Bai","136","Van Yen","04426","Yen Hop",863
"15","Yen Bai","136","Van Yen","04429","Dai Son",646
"15","Yen Bai","136","Van Yen","04432","Yen Hung",505
"15","Yen Bai","136","Van Yen","04435","Dai Phac",787
"15","Yen Bai","136","Van Yen","04438","Yen Phu",1097
"15","Yen Bai","136","Van Yen","04441","Xuan ai",746
"15","Yen Bai","136","Van Yen","04444","Hoang Thang",502
"15","Yen Bai","136","Van Yen","04447","Vien Son",720
"15","Yen Bai","136","Van Yen","04450","Mo Vang",872
"15","Yen Bai","136","Van Yen","04453","Na Hau",412
"15","Yen Bai","137","Mu Cang Chai","04456","Thi Tran Mu Cang Chai",128
"15","Yen Bai","137","Mu Cang Chai","04459","Ho Bon",440
"15","Yen Bai","137","Mu Cang Chai","04462","Nam Co",1310
"15","Yen Bai","137","Mu Cang Chai","04465","Khao Mang",795
"15","Yen Bai","137","Mu Cang Chai","04468","Mo De",723
"15","Yen Bai","137","Mu Cang Chai","04471","Che Cu Nha",505
"15","Yen Bai","137","Mu Cang Chai","04474","Lao Chai",1388
"15","Yen Bai","137","Mu Cang Chai","04477","Kim Noi",330
"15","Yen Bai","137","Mu Cang Chai","04480","Cao Pha",910
"15","Yen Bai","137","Mu Cang Chai","04483","La Pan Tan",719
"15","Yen Bai","137","Mu Cang Chai","04486","De Xu Phinh",411
"15","Yen Bai","137","Mu Cang Chai","04489","Che Tao",359
"15","Yen Bai","137","Mu Cang Chai","04492","Pung Luong",614
"15","Yen Bai","137","Mu Cang Chai","04495","Nam Khat",853
"15","Yen Bai","138","Tran Yen","04498","Co Phuc",317
"15","Yen Bai","138","Tran Yen","04501","Tan Dong",759
"15","Yen Bai","138","Tran Yen","04504","Bao Dap",1135
"15","Yen Bai","138","Tran Yen","04507","Dao Thinh",644
"15","Yen Bai","138","Tran Yen","04510","Viet Thanh",685
"15","Yen Bai","138","Tran Yen","04513","Hoa Cuong",680
"15","Yen Bai","138","Tran Yen","04516","Minh Quan",430
"15","Yen Bai","138","Tran Yen","04519","Quy Mong",1260
"15","Yen Bai","138","Tran Yen","04522","Cuong Thinh",567
"15","Yen Bai","138","Tran Yen","04525","Kien Thanh",869
"15","Yen Bai","138","Tran Yen","04528","Nga Quan",385
"15","Yen Bai","138","Tran Yen","04531","Y Can",780
"15","Yen Bai","138","Tran Yen","04534","Minh Tien",342
"15","Yen Bai","138","Tran Yen","04537","Luong Thinh",1299
