"MATINH","province_name","MAHUYEN","district_name","MAXA","commune_name","n_rice_hh"
"46","Thua Thien Hue","479","Huong Thuy","19978","Thuy Luong",692
"46","Thua Thien Hue","479","Huong Thuy","19981","Thuy Bang",527
"46","Thua Thien Hue","479","Huong Thuy","19984","Thuy Tan",662
"46","Thua Thien Hue","479","Huong Thuy","19987","Thuy Phu",1475
"46","Thua Thien Hue","479","Huong Thuy","19990","Phu Son",106
"46","Thua Thien Hue","479","Huong Thuy","19993","Duong Hoa",71
"46","Thua Thien Hue","480","Huong Tra","19996","Tu Ha",563
"46","Thua Thien Hue","480","Huong Tra","19999","Hai Duong",205
"46","Thua Thien Hue","480","Huong Tra","20002","Huong Phong",1150
"46","Thua Thien Hue","480","Huong Tra","20005","Huong Toan",1782
"46","Thua Thien Hue","480","Huong Tra","20008","Huong Van",1009
"46","Thua Thien Hue","480","Huong Tra","20011","Huong Van",1246
"46","Thua Thien Hue","480","Huong Tra","20014","Huong Vinh",597
"46","Thua Thien Hue","480","Huong Tra","20017","Huong Xuan",1380
"46","Thua Thien Hue","480","Huong Tra","20020","Huong Chu",1383
"46","Thua Thien Hue","480","Huong Tra","20023","Huong An",884
"46","Thua Thien Hue","480","Huong Tra","20026","Huong Binh",238
"46","Thua Thien Hue","480","Huong Tra","20029","Huong Ho",879
"46","Thua Thien Hue","480","Huong Tra","20032","Huong Tho",648
"46","Thua Thien Hue","480","Huong Tra","20035","Binh Dien",20
"46","Thua Thien Hue","480","Huong Tra","20038","Hong Tien",65
"46","Thua Thien Hue","480","Huong Tra","20041","Binh Thanh",92
"46","Thua Thien Hue","481","A Luoi","20044","A Luoi",316
"46","Thua Thien Hue","481","A Luoi","20047","Hong Van",536
"46","Thua Thien Hue","481","A Luoi","20050","Hong Ha",133
"46","Thua Thien Hue","481","A Luoi","20053","Hong Kim",425
"46","Thua Thien Hue","481","A Luoi","20056","Hong Trung",358
"46","Thua Thien Hue","481","A Luoi","20059","Huong Nguyen",221
"46","Thua Thien Hue","481","A Luoi","20062","Bac Son",260
"46","Thua Thien Hue","481","A Luoi","20065","Hong Bac",427
"46","Thua Thien Hue","481","A Luoi","20068","A Ngo",684
"46","Thua Thien Hue","481","A Luoi","20071","Son Thuy",280
"46","Thua Thien Hue","481","A Luoi","20074","Phu Vinh",50
"46","Thua Thien Hue","481","A Luoi","20077","Hong Quang",343
"46","Thua Thien Hue","481","A Luoi","20080","Huong Phong",0
"46","Thua Thien Hue","481","A Luoi","20083","Nham",468
"46","Thua Thien Hue","481","A Luoi","20086","Hong Thuong",319
"46","Thua Thien Hue","481","A Luoi","20089","Hong Thai",218
"46","Thua Thien Hue","481","A Luoi","20092","Huong Lam",409
"46","Thua Thien Hue","481","A Luoi","20095","A Roang",569
"46","Thua Thien Hue","481","A Luoi","20098","Dong Son",322
"46","Thua Thien Hue","481","A Luoi","20101","A Dot",550
"46","Thua Thien Hue","481","A Luoi","20104","Hong Thuy",583
"46","Thua Thien Hue","482","Phu Loc","20107","Phu Loc",488
"46","Thua Thien Hue","482","Phu Loc","20110","Lang Co",195
"46","Thua Thien Hue","482","Phu Loc","20113","Vinh My",93
"46","Thua Thien Hue","482","Phu Loc","20116","Vinh Hung",389
"46","Thua Thien Hue","482","Phu Loc","20119","Vinh Hai",303
"46","Thua Thien Hue","482","Phu Loc","20122","Vinh Giang",527
"46","Thua Thien Hue","482","Phu Loc","20125","Vinh Hien",194
"46","Thua Thien Hue","482","Phu Loc","20128","Loc Bon",954
"46","Thua Thien Hue","482","Phu Loc","20131","Loc Son",677
"46","Thua Thien Hue","482","Phu Loc","20134","Loc Binh",224
"46","Thua Thien Hue","482","Phu Loc","20137","Loc Vinh",301
"46","Thua Thien Hue","482","Phu Loc","20140","Loc An",1648
"46","Thua Thien Hue","482","Phu Loc","20143","Loc Dien",1186
"46","Thua Thien Hue","482","Phu Loc","20146","Loc Thuy",1266
"46","Thua Thien Hue","482","Phu Loc","20149","Loc Tri",599
"46","Thua Thien Hue","482","Phu Loc","20152","Loc Tien",1116
"46","Thua Thien Hue","482","Phu Loc","20155","Loc Hoa",301
"46","Thua Thien Hue","482","Phu Loc","20158","Xuan Loc",197
"46","Thua Thien Hue","483","Nam Dong","20161","Khe Tre",0
"46","Thua Thien Hue","483","Nam Dong","20164","Huong Phu",142
"46","Thua Thien Hue","483","Nam Dong","20167","Huong Son",230
"46","Thua Thien Hue","483","Nam Dong","20170","Huong Loc",5
"46","Thua Thien Hue","483","Nam Dong","20173","Thuong Quang",327
"46","Thua Thien Hue","483","Nam Dong","20176","Huong Hoa",181
"46","Thua Thien Hue","483","Nam Dong","20179","Huong Giang",126
"46","Thua Thien Hue","483","Nam Dong","20182","Huong Huu",567
"46","Thua Thien Hue","483","Nam Dong","20185","Thuong Lo",193
"46","Thua Thien Hue","483","Nam Dong","20188","Thuong Long",498
"46","Thua Thien Hue","483","Nam Dong","20191","Thuong Nhat",388
"48","Da Nang","490","Lien Chieu","20194","Hoa Hiep Bac",49
"48","Da Nang","490","Lien Chieu","20195","Hoa Hiep Nam",0
"48","Da Nang","490","Lien Chieu","20197","Hoa Khanh Bac",0
"48","Da Nang","490","Lien Chieu","20198","Hoa Khanh Nam",66
"48","Da Nang","490","Lien Chieu","20200","Hoa Minh",0
"48","Da Nang","491","Thanh Khe","20203","Tam Thuan",0
"48","Da Nang","491","Thanh Khe","20206","Thanh Ke Tay",0
"48","Da Nang","491","Thanh Khe","20207","Thanh Khe Dong",0
"48","Da Nang","491","Thanh Khe","20209","Xuan Ha",0
"48","Da Nang","491","Thanh Khe","20224","An Khe",0
"48","Da Nang","491","Thanh Khe","20225","Hoa Khe",0
"48","Da Nang","492","Hai Chau","20227","Thanh Binh",0
"48","Da Nang","492","Hai Chau","20230","Thuan Phuoc",0
"48","Da Nang","492","Hai Chau","20233","Thach Thang",0
"48","Da Nang","492","Hai Chau","20236","Hai Chau I",0
"48","Da Nang","492","Hai Chau","20254","Binh Thuan",0
"48","Da Nang","492","Hai Chau","20257","Hoa Cuong Bac",0
"48","Da Nang","492","Hai Chau","20258","Hoa Cuong Nam",0
"48","Da Nang","493","Son Tra","20263","Tho Quang",0
"48","Da Nang","493","Son Tra","20266","Nai Hien Dong",0
"48","Da Nang","493","Son Tra","20269","Man Thai",0
"48","Da Nang","493","Son Tra","20272","An Hai Bac",0
"48","Da Nang","493","Son Tra","20275","Phuoc My",0
"48","Da Nang","493","Son Tra","20278","An Hai Tay",0
"48","Da Nang","493","Son Tra","20281","An Hai Dong",0
"48","Da Nang","494","Ngu Hanh Son","20284","My An",0
"48","Da Nang","494","Ngu Hanh Son","20285","Khue My",0
"48","Da Nang","494","Ngu Hanh Son","20287","Hoa Quy",745
"48","Da Nang","494","Ngu Hanh Son","20290","Hoa Hai",0
"48","Da Nang","495","Cam Le","20260","Khue Trung",0
"48","Da Nang","495","Cam Le","20305","Hoa Phat",67
"48","Da Nang","495","Cam Le","20306","Hoa An",0
"48","Da Nang","495","Cam Le","20311","Hoa Tho Tay",359
"48","Da Nang","495","Cam Le","20312","Hoa Tho Dong",19
"48","Da Nang","495","Cam Le","20314","Hoa Xuan",0
"48","Da Nang","497","Hoa Vang","20293","Hoa Bac",338
"48","Da Nang","497","Hoa Vang","20296","Hoa Lien",1000
"48","Da Nang","497","Hoa Vang","20299","Hoa Ninh",572
"48","Da Nang","497","Hoa Vang","20302","Hoa Son",695
"48","Da Nang","497","Hoa Vang","20308","Hoa Nhon",1836
"48","Da Nang","497","Hoa Vang","20317","Hoa Phu",470
"48","Da Nang","497","Hoa Vang","20320","Hoa Phong",2302
"48","Da Nang","497","Hoa Vang","20323","Hoa Chau",1173
"48","Da Nang","497","Hoa Vang","20326","Hoa Tien",2499
"48","Da Nang","497","Hoa Vang","20329","Hoa Phuoc",932
"48","Da Nang","497","Hoa Vang","20332","Hoa Khuong",2091
"49","Quang Nam","502","Tam Ky","20335","Tan Thanh",517
"49","Quang Nam","502","Tam Ky","20338","Phuoc Hoa",26
"49","Quang Nam","502","Tam Ky","20341","An My",0
"49","Quang Nam","502","Tam Ky","20344","Hoa Huong",420
"49","Quang Nam","502","Tam Ky","20350","An Son",9
"49","Quang Nam","502","Tam Ky","20353","Truong Xuan",650
"49","Quang Nam","502","Tam Ky","20356","An Phu",1258
"49","Quang Nam","502","Tam Ky","20359","Tam Thanh",10
"49","Quang Nam","502","Tam Ky","20362","Tam Thang",1382
"49","Quang Nam","502","Tam Ky","20371","Tam Phu",1213
"49","Quang Nam","502","Tam Ky","20375","Hoa Thuan",696
"49","Quang Nam","502","Tam Ky","20389","Tam Ngoc",622
"49","Quang Nam","503","Hoi An","20398","Minh An",0
"49","Quang Nam","503","Hoi An","20401","Tan An",65
"49","Quang Nam","503","Hoi An","20404","Cam Pho",49
"49","Quang Nam","503","Hoi An","20407","Thanh Ha",323
"49","Quang Nam","503","Hoi An","20410","Son Phong",22
"49","Quang Nam","503","Hoi An","20413","Cam Chau",826
"49","Quang Nam","503","Hoi An","20416","Cua Dai",0
"49","Quang Nam","503","Hoi An","20419","Cam An",12
"49","Quang Nam","503","Hoi An","20422","Cam Ha",412
"49","Quang Nam","503","Hoi An","20425","Cam Kim",373
"49","Quang Nam","503","Hoi An","20428","Cam Nam",0
"49","Quang Nam","503","Hoi An","20431","Cam Thanh",462
"49","Quang Nam","503","Hoi An","20434","Tan Hiep",0
"49","Quang Nam","504","Tay Giang","20437","Ch&#146;om",271
"49","Quang Nam","504","Tay Giang","20440","Gari",276
"49","Quang Nam","504","Tay Giang","20443","A Xan",384
"49","Quang Nam","504","Tay Giang","20446","Tr&#146;Hy",246
"49","Quang Nam","504","Tay Giang","20449","Lang",319
"49","Quang Nam","504","Tay Giang","20452","A Nong",165
"49","Quang Nam","504","Tay Giang","20455","A Tieng",389
"49","Quang Nam","504","Tay Giang","20458","BhaLee",486
"49","Quang Nam","504","Tay Giang","20461","A Vuong",420
"49","Quang Nam","504","Tay Giang","20464","Dang",357
"49","Quang Nam","505","Dong Giang","20467","P Rao",439
"49","Quang Nam","505","Dong Giang","20470","Ta Lu",235
"49","Quang Nam","505","Dong Giang","20473","Song Kon",484
"49","Quang Nam","505","Dong Giang","20476","Jo Ngay",472
"49","Quang Nam","505","Dong Giang","20479","A Ting",479
"49","Quang Nam","505","Dong Giang","20482","Tu",157
"49","Quang Nam","505","Dong Giang","20485","Ba",378
"49","Quang Nam","505","Dong Giang","20488","A Rooi",356
"49","Quang Nam","505","Dong Giang","20491","Za Hung",258
"49","Quang Nam","505","Dong Giang","20494","Ma Cooi",410
"49","Quang Nam","505","Dong Giang","20497","Ka Dang",392
"49","Quang Nam","506","Dai Loc","20500","Ai Nghia",2032
"49","Quang Nam","506","Dai Loc","20503","Dai Son",295
"49","Quang Nam","506","Dai Loc","20506","Dai Lanh",1527
"49","Quang Nam","506","Dai Loc","20509","Dai Hung",1509
"49","Quang Nam","506","Dai Loc","20512","Dai Hong",522
"49","Quang Nam","506","Dai Loc","20515","Dai Dong",2061
"49","Quang Nam","506","Dai Loc","20518","Dai Quang",2044
"49","Quang Nam","506","Dai Loc","20521","Dai Nghia",1814
"49","Quang Nam","506","Dai Loc","20524","Dai Hiep",1474
"49","Quang Nam","506","Dai Loc","20527","Dai Thanh",845
"49","Quang Nam","506","Dai Loc","20530","Dai Chanh",1293
"49","Quang Nam","506","Dai Loc","20533","Dai Tan",1340
"49","Quang Nam","506","Dai Loc","20536","Dai Phong",1334
"49","Quang Nam","506","Dai Loc","20539","Dai Minh",1281
"49","Quang Nam","506","Dai Loc","20542","Dai Thang",1176
"49","Quang Nam","506","Dai Loc","20545","Dai Cuong",1558
"49","Quang Nam","506","Dai Loc","20547","Dai An",476
"49","Quang Nam","506","Dai Loc","20548","Dai Hoa",1050
"49","Quang Nam","507","Dien Ban","20551","Vinh Dien",154
"49","Quang Nam","507","Dien Ban","20554","Dien Tien",1629
"49","Quang Nam","507","Dien Ban","20557","Dien Hoa",2142
"49","Quang Nam","507","Dien Ban","20560","Dien Thang Bac",994
"49","Quang Nam","507","Dien Ban","20561","Dien Thang Trung",1141
"49","Quang Nam","507","Dien Ban","20562","Dien Thang Nam",1178
"49","Quang Nam","507","Dien Ban","20563","Dien Ngoc",2262
"49","Quang Nam","507","Dien Ban","20566","Dien Hong",2807
"49","Quang Nam","507","Dien Ban","20569","Dien Tho",2196
"49","Quang Nam","507","Dien Ban","20572","Dien Phuoc",2372
"49","Quang Nam","507","Dien Ban","20575","Dien An",2844
"49","Quang Nam","507","Dien Ban","20578","Dien Nam Bac",870
"49","Quang Nam","507","Dien Ban","20579","Dien Nam Trung",1219
"49","Quang Nam","507","Dien Ban","20580","Dien Nam Dong",1024
"49","Quang Nam","507","Dien Ban","20581","Dien Duong",999
"49","Quang Nam","507","Dien Ban","20584","Dien Quang",1367
"49","Quang Nam","507","Dien Ban","20587","Dien Trung",1108
"49","Quang Nam","507","Dien Ban","20590","Dien Phong",1424
"49","Quang Nam","507","Dien Ban","20593","Dien Minh",1923
"49","Quang Nam","507","Dien Ban","20596","Dien Phuong",1458
"49","Quang Nam","508","Duy Xuyen","20599","Nam Phuoc",2854
"49","Quang Nam","508","Duy Xuyen","20602","Duy Thu",856
"49","Quang Nam","508","Duy Xuyen","20605","Duy Phu",918
"49","Quang Nam","508","Duy Xuyen","20608","Duy Tan",1099
"49","Quang Nam","508","Duy Xuyen","20611","Duy Hoa",1837
"49","Quang Nam","508","Duy Xuyen","20614","Duy Chau",1063
"49","Quang Nam","508","Duy Xuyen","20617","Duy Trinh",1225
"49","Quang Nam","508","Duy Xuyen","20620","Duy Son",1952
"49","Quang Nam","508","Duy Xuyen","20623","Duy Trung",1406
"49","Quang Nam","508","Duy Xuyen","20626","Duy Phuoc",2575
"49","Quang Nam","508","Duy Xuyen","20629","Duy Thanh",1633
"49","Quang Nam","508","Duy Xuyen","20632","Duy Vinh",1085
"49","Quang Nam","508","Duy Xuyen","20635","Duy Nghia",1167
"49","Quang Nam","508","Duy Xuyen","20638","Duy Hai",949
"49","Quang Nam","509","Que Son","20641","Dong Phu",1040
"49","Quang Nam","509","Que Son","20644","Que Xuan 1",1665
"49","Quang Nam","509","Que Son","20647","Que Xuan 2",1276
"49","Quang Nam","509","Que Son","20650","Que Phu",2135
"49","Quang Nam","509","Que Son","20651","Huong An",919
"49","Quang Nam","509","Que Son","20653","Que Cuong",789
"49","Quang Nam","509","Que Son","20659","Que Hiep",765
"49","Quang Nam","509","Que Son","20662","Que Thuan",1279
"49","Quang Nam","509","Que Son","20665","Phu Tho",1180
"49","Quang Nam","509","Que Son","20677","Que Long",823
"49","Quang Nam","509","Que Son","20680","Que Chau",1479
"49","Quang Nam","509","Que Son","20683","Que Phong",1284
"49","Quang Nam","509","Que Son","20686","Que An",1226
"49","Quang Nam","509","Que Son","20689","Que Minh",1130
"49","Quang Nam","510","Nam Giang","20695","Thanh My",494
"49","Quang Nam","510","Nam Giang","20698","La ee",208
"49","Quang Nam","510","Nam Giang","20699","Cho Chun",206
"49","Quang Nam","510","Nam Giang","20701","Zuoich",323
"49","Quang Nam","510","Nam Giang","20702","Ta Poo",251
"49","Quang Nam","510","Nam Giang","20704","La Dee",322
"49","Quang Nam","510","Nam Giang","20705","Dac Toi",221
"49","Quang Nam","510","Nam Giang","20707","Cha Val",662
"49","Quang Nam","510","Nam Giang","20710","Ta Bhinh",519
"49","Quang Nam","510","Nam Giang","20713","Ca Dy",538
"49","Quang Nam","510","Nam Giang","20716","Dac Pre",355
"49","Quang Nam","510","Nam Giang","20719","Dac Pring",277
"49","Quang Nam","511","Phuoc Son","20722","Kham Duc",308
"49","Quang Nam","511","Phuoc Son","20725","Phuoc Xuan",214
"49","Quang Nam","511","Phuoc Son","20728","Phuoc Hiep",319
"49","Quang Nam","511","Phuoc Son","20729","Phuoc Hoa",240
"49","Quang Nam","511","Phuoc Son","20731","Phuoc Duc",300
"49","Quang Nam","511","Phuoc Son","20734","Phuoc Nang",493
"49","Quang Nam","511","Phuoc Son","20737","Phuoc My",350
"49","Quang Nam","511","Phuoc Son","20740","Phuoc Chanh",589
"49","Quang Nam","511","Phuoc Son","20743","Phuoc Cong",177
"49","Quang Nam","511","Phuoc Son","20746","Phuoc Kim",222
"49","Quang Nam","511","Phuoc Son","20749","Phuoc Loc",165
"49","Quang Nam","511","Phuoc Son","20752","Phuoc Thanh",326
"49","Quang Nam","512","Hiep Duc","20755","Tan An",170
"49","Quang Nam","512","Hiep Duc","20758","Hiep Hoa",280
"49","Quang Nam","512","Hiep Duc","20761","Hiep Thuan",327
"49","Quang Nam","512","Hiep Duc","20764","Que Tho",1648
"49","Quang Nam","512","Hiep Duc","20767","Binh Lam",1445
"49","Quang Nam","512","Hiep Duc","20770","Song Tra",173
"49","Quang Nam","512","Hiep Duc","20773","Phuoc Tra",309
"49","Quang Nam","512","Hiep Duc","20776","Phuoc Gia",242
"49","Quang Nam","512","Hiep Duc","20779","Que Binh",346
"49","Quang Nam","512","Hiep Duc","20782","Que Luu",538
"49","Quang Nam","512","Hiep Duc","20785","Thang Phuoc",617
"49","Quang Nam","512","Hiep Duc","20788","Binh Son",640
"49","Quang Nam","513","Thang Binh","20791","Ha Lam",1856
"49","Quang Nam","513","Thang Binh","20794","Binh Duong",913
"49","Quang Nam","513","Thang Binh","20797","Binh Giang",1617
"49","Quang Nam","513","Thang Binh","20800","Binh Nguyen",1160
"49","Quang Nam","513","Thang Binh","20803","Binh Phuc",1747
"49","Quang Nam","513","Thang Binh","20806","Binh Trieu",994
"49","Quang Nam","513","Thang Binh","20809","Binh Dao",1291
"49","Quang Nam","513","Thang Binh","20812","Binh Minh",0
"49","Quang Nam","513","Thang Binh","20815","Binh Lanh",1350
"49","Quang Nam","513","Thang Binh","20818","Binh Tri",1273
"49","Quang Nam","513","Thang Binh","20821","Binh Dinh Bac",1016
"49","Quang Nam","513","Thang Binh","20822","Binh Dinh Nam",1046
"49","Quang Nam","513","Thang Binh","20824","Binh Quy",2328
"49","Quang Nam","513","Thang Binh","20827","Binh Phu",913
"49","Quang Nam","513","Thang Binh","20830","Binh Chanh",1068
"49","Quang Nam","513","Thang Binh","20833","Binh Tu",2557
"49","Quang Nam","513","Thang Binh","20836","Binh Sa",1253
"49","Quang Nam","513","Thang Binh","20839","Binh Hai",877
"49","Quang Nam","513","Thang Binh","20842","Binh Que",1409
"49","Quang Nam","513","Thang Binh","20845","Binh An",2260
"49","Quang Nam","513","Thang Binh","20848","Binh Trung",2341
"49","Quang Nam","513","Thang Binh","20851","Binh Nam",1403
"49","Quang Nam","514","Tien Phuoc","20854","Tien Ky",876
"49","Quang Nam","514","Tien Phuoc","20857","Tien Son",728
"49","Quang Nam","514","Tien Phuoc","20860","Tien Ha",766
"49","Quang Nam","514","Tien Phuoc","20863","Tien Cam",612
"49","Quang Nam","514","Tien Phuoc","20866","Tien Chau",926
"49","Quang Nam","514","Tien Phuoc","20869","Tien Lanh",1009
"49","Quang Nam","514","Tien Phuoc","20872","Tien Ngoc",489
"49","Quang Nam","514","Tien Phuoc","20875","Tien Hiep",766
"49","Quang Nam","514","Tien Phuoc","20878","Tien Canh",1703
"49","Quang Nam","514","Tien Phuoc","20881","Tien My",1136
"49","Quang Nam","514","Tien Phuoc","20884","Tien Phong",767
"49","Quang Nam","514","Tien Phuoc","20887","Tien Tho",1066
"49","Quang Nam","514","Tien Phuoc","20890","Tien An",736
"49","Quang Nam","514","Tien Phuoc","20893","Tien Loc",849
"49","Quang Nam","514","Tien Phuoc","20896","Tien Lap",637
"49","Quang Nam","515","Bac Tra My","20899","Tra My",326
"49","Quang Nam","515","Bac Tra My","20900","Tra Son",500
"49","Quang Nam","515","Bac Tra My","20902","Tra Kot",271
"49","Quang Nam","515","Bac Tra My","20905","Tra Nu",301
"49","Quang Nam","515","Bac Tra My","20908","Tra Dong",567
"49","Quang Nam","515","Bac Tra My","20911","Tra Duong",546
"49","Quang Nam","515","Bac Tra My","20914","Tra Giang",497
"49","Quang Nam","515","Bac Tra My","20917","Tra Bui",1131
"49","Quang Nam","515","Bac Tra My","20920","Tra Doc",573
"49","Quang Nam","515","Bac Tra My","20923","Tra Tan",394
"49","Quang Nam","515","Bac Tra My","20926","Tra Giac",640
"49","Quang Nam","515","Bac Tra My","20929","Tra Giap",699
"49","Quang Nam","515","Bac Tra My","20932","Tra Ka",405
"49","Quang Nam","516","Nam Tra My","20935","Tra Leng",473
"49","Quang Nam","516","Nam Tra My","20938","Tra Don",603
"49","Quang Nam","516","Nam Tra My","20941","Tra Tap",549
"49","Quang Nam","516","Nam Tra My","20944","Tra Mai",654
"49","Quang Nam","516","Nam Tra My","20947","Tra Cang",907
"49","Quang Nam","516","Nam Tra My","20950","Tra Linh",587
"49","Quang Nam","516","Nam Tra My","20953","Tra Nam",743
"49","Quang Nam","516","Nam Tra My","20956","Tra Don",491
"49","Quang Nam","516","Nam Tra My","20959","Tra Van",589
"49","Quang Nam","516","Nam Tra My","20962","Tra Vinh",419
"49","Quang Nam","517","Nui Thanh","20965","Nui Thanh",318
"49","Quang Nam","517","Nui Thanh","20968","Tam Xuan I",2005
"49","Quang Nam","517","Nui Thanh","20971","Tam Xuan II",2376
"49","Quang Nam","517","Nui Thanh","20974","Tam Tien",920
"49","Quang Nam","517","Nui Thanh","20977","Tam Son",929
"49","Quang Nam","517","Nui Thanh","20980","Tam Thanh",736
"49","Quang Nam","517","Nui Thanh","20983","Tam Anh Bac",1204
"49","Quang Nam","517","Nui Thanh","20984","Tam Anh Nam",1210
"49","Quang Nam","517","Nui Thanh","20986","Tam Hoa",1140
"49","Quang Nam","517","Nui Thanh","20989","Tam Hiep",1059
"49","Quang Nam","517","Nui Thanh","20992","Tam Hai",0
"49","Quang Nam","517","Nui Thanh","20995","Tam Giang",597
"49","Quang Nam","517","Nui Thanh","20998","Tam Quang",223
"49","Quang Nam","517","Nui Thanh","21001","Tam Nghia",1395
"49","Quang Nam","517","Nui Thanh","21004","Tam My Tay",1239
"49","Quang Nam","517","Nui Thanh","21005","Tam My Dong",1262
"49","Quang Nam","517","Nui Thanh","21007","Tam Tra",603
"49","Quang Nam","518","Phu Ninh","20364","Phu Thinh",818
"49","Quang Nam","518","Phu Ninh","20365","Tam Thanh",1714
"49","Quang Nam","518","Phu Ninh","20368","Tam An",1323
"49","Quang Nam","518","Phu Ninh","20374","Tam Dan",1669
"49","Quang Nam","518","Phu Ninh","20377","Tam Loc",1660
"49","Quang Nam","518","Phu Ninh","20380","Tam Phuoc",1545
"49","Quang Nam","518","Phu Ninh","20383","Tam Vinh",1064
"49","Quang Nam","518","Phu Ninh","20386","Tam Thai",1307
"49","Quang Nam","518","Phu Ninh","20387","Tam Dai",1205
"49","Quang Nam","518","Phu Ninh","20392","Tam Dan",1986
"49","Quang Nam","518","Phu Ninh","20395","Tam Lanh",988
"49","Quang Nam","519","Nong Son","20656","Que Trung",1015
"49","Quang Nam","519","Nong Son","20668","Que Ninh",682
"49","Quang Nam","519","Nong Son","20669","Phuoc Ninh",499
"49","Quang Nam","519","Nong Son","20671","Que Loc",1221
"49","Quang Nam","519","Nong Son","20672","Son Vien",591
"49","Quang Nam","519","Nong Son","20674","Que Phuoc",319
"49","Quang Nam","519","Nong Son","20692","Que Lam",437
"51","Quang Ngai","522","Quang Ngai","21010","Le Hong Phong",0
"51","Quang Ngai","522","Quang Ngai","21013","Tran Phu",14
"51","Quang Ngai","522","Quang Ngai","21016","Quang Phu",713
"51","Quang Ngai","522","Quang Ngai","21019","Nghia Chanh",43
"51","Quang Ngai","522","Quang Ngai","21028","Nghia Lo",441
"51","Quang Ngai","522","Quang Ngai","21031","Chanh Lo",202
"51","Quang Ngai","522","Quang Ngai","21034","Nghia Dung",754
"51","Quang Ngai","522","Quang Ngai","21037","Nghia Dong",1011
"51","Quang Ngai","522","Quang Ngai","21172","Truong Quang Trong",1302
"51","Quang Ngai","522","Quang Ngai","21187","Tinh Hoa",1716
"51","Quang Ngai","522","Quang Ngai","21190","Tinh Ky",1
"51","Quang Ngai","522","Quang Ngai","21199","Tinh Thien",1348
"51","Quang Ngai","522","Quang Ngai","21202","Tinh an Dong",1174
"51","Quang Ngai","522","Quang Ngai","21208","Tinh Chau",915
"51","Quang Ngai","522","Quang Ngai","21211","Tinh Khe",1446
"51","Quang Ngai","522","Quang Ngai","21214","Tinh Long",1128
"51","Quang Ngai","522","Quang Ngai","21223","Tinh an Tay",1183
"51","Quang Ngai","522","Quang Ngai","21232","Tinh An",303
"51","Quang Ngai","522","Quang Ngai","21253","Nghia Phu",194
"51","Quang Ngai","522","Quang Ngai","21256","Nghia Ha",1566
"51","Quang Ngai","522","Quang Ngai","21262","Nghia An",13
"51","Quang Ngai","524","Binh Son","21040","Chau o",114
"51","Quang Ngai","524","Binh Son","21043","Binh Thuan",473
"51","Quang Ngai","524","Binh Son","21046","Binh Thanh",1095
"51","Quang Ngai","524","Binh Son","21049","Binh Dong",347
"51","Quang Ngai","524","Binh Son","21052","Binh Chanh",1206
"51","Quang Ngai","524","Binh Son","21055","Binh Nguyen",2035
"51","Quang Ngai","524","Binh Son","21058","Binh Khuong",1009
"51","Quang Ngai","524","Binh Son","21061","Binh Tri",978
"51","Quang Ngai","524","Binh Son","21064","Binh An",809
"51","Quang Ngai","524","Binh Son","21067","Binh Hai",463
"51","Quang Ngai","524","Binh Son","21070","Binh Duong",1152
"51","Quang Ngai","524","Binh Son","21073","Binh Phuoc",1537
"51","Quang Ngai","524","Binh Son","21076","Binh Thoi",784
"51","Quang Ngai","524","Binh Son","21079","Binh Hoa",1315
"51","Quang Ngai","524","Binh Son","21082","Binh Trung",1837
"51","Quang Ngai","524","Binh Son","21085","Binh Minh",2075
"51","Quang Ngai","524","Binh Son","21088","Binh Long",1253
"51","Quang Ngai","524","Binh Son","21091","Binh Thanh Tay",1032
"51","Quang Ngai","524","Binh Son","21094","Binh Phu",542
"51","Quang Ngai","524","Binh Son","21097","Binh Thanh Dong",612
"51","Quang Ngai","524","Binh Son","21100","Binh Chuong",1387
"51","Quang Ngai","524","Binh Son","21103","Binh Hiep",1200
"51","Quang Ngai","524","Binh Son","21106","Binh My",1086
"51","Quang Ngai","524","Binh Son","21109","Binh Tan",1092
"51","Quang Ngai","524","Binh Son","21112","Binh Chau",1197
"51","Quang Ngai","525","Tra Bong","21115","Tra Xuan",584
"51","Quang Ngai","525","Tra Bong","21118","Tra Giang",96
"51","Quang Ngai","525","Tra Bong","21121","Tra Thuy",463
"51","Quang Ngai","525","Tra Bong","21124","Tra Hiep",379
"51","Quang Ngai","525","Tra Bong","21127","Tra Binh",764
"51","Quang Ngai","525","Tra Bong","21130","Tra Phu",675
"51","Quang Ngai","525","Tra Bong","21133","Tra Lam",374
"51","Quang Ngai","525","Tra Bong","21136","Tra Tan",346
"51","Quang Ngai","525","Tra Bong","21139","Tra Son",620
"51","Quang Ngai","525","Tra Bong","21142","Tra Bui",418
"51","Quang Ngai","526","Tay Tra","21145","Tra Thanh",435
"51","Quang Ngai","526","Tay Tra","21148","Tra Khe",412
"51","Quang Ngai","526","Tay Tra","21151","Tra Quan",402
"51","Quang Ngai","526","Tay Tra","21154","Tra Phong",823
"51","Quang Ngai","526","Tay Tra","21157","Tra Lanh",419
"51","Quang Ngai","526","Tay Tra","21160","Tra Nham",425
"51","Quang Ngai","526","Tay Tra","21163","Tra Xinh",404
"51","Quang Ngai","526","Tay Tra","21166","Tra Tho",376
"51","Quang Ngai","526","Tay Tra","21169","Tra Trung",118
"51","Quang Ngai","527","Son Tinh","21175","Tinh Tho",2527
"51","Quang Ngai","527","Son Tinh","21178","Tinh Tra",1119
"51","Quang Ngai","527","Son Tinh","21181","Tinh Phong",1780
