"MATINH","province_name","MAHUYEN","district_name","MAXA","commune_name","n_coffee_hh"
"17","Hoa Binh","152","Luong Son","05041","Long Son",0
"17","Hoa Binh","152","Luong Son","05047","Cao Thang",0
"17","Hoa Binh","152","Luong Son","05059","Thanh Luong",0
"17","Hoa Binh","152","Luong Son","05062","Hop Thanh",1
"17","Hoa Binh","153","Kim Boi","04978","Bo",0
"17","Hoa Binh","153","Kim Boi","04984","Du Sang",0
"17","Hoa Binh","153","Kim Boi","04987","Bac Son",0
"17","Hoa Binh","153","Kim Boi","04990","Binh Son",0
"17","Hoa Binh","153","Kim Boi","04993","Hung Tien",0
"17","Hoa Binh","153","Kim Boi","04999","Tu Son",0
"17","Hoa Binh","153","Kim Boi","05002","Nat Son",0
"17","Hoa Binh","153","Kim Boi","05005","Vinh Tien",0
"17","Hoa Binh","153","Kim Boi","05011","Son Thuy",0
"17","Hoa Binh","153","Kim Boi","05014","Dong Bac",0
"17","Hoa Binh","153","Kim Boi","05017","Thuong Bi",0
"17","Hoa Binh","153","Kim Boi","05020","Lap Chieng",0
"17","Hoa Binh","153","Kim Boi","05026","Vinh Dong",0
"17","Hoa Binh","153","Kim Boi","05029","Ha Bi",0
"17","Hoa Binh","153","Kim Boi","05032","Trung Bi",0
"17","Hoa Binh","153","Kim Boi","05035","Kim Son",0
"17","Hoa Binh","153","Kim Boi","05038","Hop Dong",0
"17","Hoa Binh","153","Kim Boi","05044","Thuong Tien",0
"17","Hoa Binh","153","Kim Boi","05050","Kim Tien",0
"17","Hoa Binh","153","Kim Boi","05053","Kim Binh",0
"17","Hoa Binh","153","Kim Boi","05056","Hop Kim",2
"17","Hoa Binh","153","Kim Boi","05065","Kim Boi",0
"17","Hoa Binh","153","Kim Boi","05068","Nam Thuong",0
"17","Hoa Binh","153","Kim Boi","05071","Kim Truy",0
"17","Hoa Binh","153","Kim Boi","05077","Cuoi Ha",0
"17","Hoa Binh","153","Kim Boi","05080","Sao Bay",0
"17","Hoa Binh","153","Kim Boi","05083","Mi Hoa",0
"17","Hoa Binh","153","Kim Boi","05086","Nuong Dam",0
"17","Hoa Binh","154","Cao Phong","05089","Cao Phong",0
"17","Hoa Binh","154","Cao Phong","05092","Binh Thanh",0
"17","Hoa Binh","154","Cao Phong","05095","Thung Nai",0
"17","Hoa Binh","154","Cao Phong","05098","Bac Phong",0
"17","Hoa Binh","154","Cao Phong","05101","Thu Phong",0
"17","Hoa Binh","154","Cao Phong","05104","Dong Phong",0
"17","Hoa Binh","154","Cao Phong","05107","Xuan Phong",0
"17","Hoa Binh","154","Cao Phong","05110","Tay Phong",0
"17","Hoa Binh","154","Cao Phong","05113","Tan Phong",0
"17","Hoa Binh","154","Cao Phong","05116","Dung Phong",0
"17","Hoa Binh","154","Cao Phong","05119","Nam Phong",0
"17","Hoa Binh","154","Cao Phong","05122","Yen Lap",0
"17","Hoa Binh","154","Cao Phong","05125","Yen Thuong",0
"17","Hoa Binh","155","Tan Lac","05128","Muong Khen",0
"17","Hoa Binh","155","Tan Lac","05131","Ngoi Hoa",0
"17","Hoa Binh","155","Tan Lac","05134","Trung Hoa",0
"17","Hoa Binh","155","Tan Lac","05137","Phu Vinh",0
"17","Hoa Binh","155","Tan Lac","05140","Phu Cuong",0
"17","Hoa Binh","155","Tan Lac","05143","My Hoa",0
"17","Hoa Binh","155","Tan Lac","05146","Quy Hau",0
"17","Hoa Binh","155","Tan Lac","05149","Phong Phu",0
"17","Hoa Binh","155","Tan Lac","05152","Quyet Chien",0
"17","Hoa Binh","155","Tan Lac","05155","Man Duc",0
"17","Hoa Binh","155","Tan Lac","05158","Dich Giao",0
"17","Hoa Binh","155","Tan Lac","05161","Tuan Lo",0
"17","Hoa Binh","155","Tan Lac","05164","Tu Ne",0
"17","Hoa Binh","155","Tan Lac","05167","Thanh Hoi",0
"17","Hoa Binh","155","Tan Lac","05170","Ngoc My",0
"17","Hoa Binh","155","Tan Lac","05173","Dong Lai",0
"17","Hoa Binh","155","Tan Lac","05176","Lung Van",0
"17","Hoa Binh","155","Tan Lac","05179","Bac Son",0
"17","Hoa Binh","155","Tan Lac","05182","Quy My",0
"17","Hoa Binh","155","Tan Lac","05185","Do Nhan",0
"17","Hoa Binh","155","Tan Lac","05188","Nam Son",0
"17","Hoa Binh","155","Tan Lac","05191","Lo Son",0
"17","Hoa Binh","155","Tan Lac","05194","Ngo Luong",1
"17","Hoa Binh","155","Tan Lac","05197","Gia Mo",0
"17","Hoa Binh","156","Mai Chau","04882","Tan Dan",0
"17","Hoa Binh","156","Mai Chau","05200","Mai Chau",0
"17","Hoa Binh","156","Mai Chau","05203","Tan Mai",0
"17","Hoa Binh","156","Mai Chau","05206","Phuc San",0
"17","Hoa Binh","156","Mai Chau","05209","Pa Co",0
"17","Hoa Binh","156","Mai Chau","05212","Hang Kia",0
"17","Hoa Binh","156","Mai Chau","05215","Ba Khan",0
"17","Hoa Binh","156","Mai Chau","05218","Tan Son",0
"17","Hoa Binh","156","Mai Chau","05221","Dong Bang",0
"17","Hoa Binh","156","Mai Chau","05224","Cun Pheo",0
"17","Hoa Binh","156","Mai Chau","05227","Bao La",0
"17","Hoa Binh","156","Mai Chau","05230","Pieng Ve",0
"17","Hoa Binh","156","Mai Chau","05233","Tong Dau",0
"17","Hoa Binh","156","Mai Chau","05236","Na Meo",0
"17","Hoa Binh","156","Mai Chau","05239","Thung Khe",0
"17","Hoa Binh","156","Mai Chau","05242","Na Phon",0
"17","Hoa Binh","156","Mai Chau","05245","Sam Khoe",0
"17","Hoa Binh","156","Mai Chau","05248","Chieng Chau",0
"17","Hoa Binh","156","Mai Chau","05251","Mai Ha",0
"17","Hoa Binh","156","Mai Chau","05254","Noong Luong",0
"17","Hoa Binh","156","Mai Chau","05257","Mai Hich",0
"17","Hoa Binh","156","Mai Chau","05260","Pu Pin",0
"17","Hoa Binh","156","Mai Chau","05263","Van Mai",0
"17","Hoa Binh","157","Lac Son","05266","Vu Ban",0
"17","Hoa Binh","157","Lac Son","05269","Quy Hoa",0
"17","Hoa Binh","157","Lac Son","05272","Mien Doi",0
"17","Hoa Binh","157","Lac Son","05275","My Thanh",0
"17","Hoa Binh","157","Lac Son","05278","Tuan Dao",0
"17","Hoa Binh","157","Lac Son","05281","Van Nghia",1
"17","Hoa Binh","157","Lac Son","05284","Van Son",4
"17","Hoa Binh","157","Lac Son","05287","Tan Lap",0
"17","Hoa Binh","157","Lac Son","05290","Nhan Nghia",0
"17","Hoa Binh","157","Lac Son","05293","Thuong Coc",0
"17","Hoa Binh","157","Lac Son","05296","Phu Luong",0
"17","Hoa Binh","157","Lac Son","05299","Phuc Tuy",3
"17","Hoa Binh","157","Lac Son","05302","Xuat Hoa",1
"17","Hoa Binh","157","Lac Son","05305","Yen Phu",0
"17","Hoa Binh","157","Lac Son","05308","Binh Hem",0
"17","Hoa Binh","157","Lac Son","05311","Chi Thien",1
"17","Hoa Binh","157","Lac Son","05314","Binh Cang",0
"17","Hoa Binh","157","Lac Son","05317","Binh Chan",0
"17","Hoa Binh","157","Lac Son","05320","Dinh Cu",0
"17","Hoa Binh","157","Lac Son","05323","Chi Dao",0
"17","Hoa Binh","157","Lac Son","05326","Lien Vu",0
"17","Hoa Binh","157","Lac Son","05329","Ngoc Son",0
"17","Hoa Binh","157","Lac Son","05332","Huong Nhuong",0
"17","Hoa Binh","157","Lac Son","05335","Vu Lam",0
"17","Hoa Binh","157","Lac Son","05338","Tu Do",0
"17","Hoa Binh","157","Lac Son","05341","Yen Nghiep",0
"17","Hoa Binh","157","Lac Son","05344","Tan My",0
"17","Hoa Binh","157","Lac Son","05347","An Nghia",0
"17","Hoa Binh","157","Lac Son","05350","Ngoc Lau",0
"17","Hoa Binh","158","Yen Thuy","05353","Hang Tram",0
"17","Hoa Binh","158","Yen Thuy","05356","Lac Sy",0
"17","Hoa Binh","158","Yen Thuy","05359","Lac Hung",0
"17","Hoa Binh","158","Yen Thuy","05362","Lac Luong",0
"17","Hoa Binh","158","Yen Thuy","05365","Bao Hieu",1
"17","Hoa Binh","158","Yen Thuy","05368","Da Phuc",0
"17","Hoa Binh","158","Yen Thuy","05371","Huu Loi",0
"17","Hoa Binh","158","Yen Thuy","05374","Lac Thinh",0
"17","Hoa Binh","158","Yen Thuy","05377","Yen Lac",0
"17","Hoa Binh","158","Yen Thuy","05380","Doan Ket",0
"17","Hoa Binh","158","Yen Thuy","05383","Phu Lai",0
"17","Hoa Binh","158","Yen Thuy","05386","Yen Tri",0
"17","Hoa Binh","158","Yen Thuy","05389","Ngoc Luong",0
"17","Hoa Binh","159","Lac Thuy","04981","Thanh Ha",0
"17","Hoa Binh","159","Lac Thuy","05074","Thanh Nong",0
"17","Hoa Binh","159","Lac Thuy","05392","Chi Ne",0
"17","Hoa Binh","159","Lac Thuy","05395","Phu Lao",1
"17","Hoa Binh","159","Lac Thuy","05398","Phu Thanh",4
"17","Hoa Binh","159","Lac Thuy","05401","Co Nghia",1
"17","Hoa Binh","159","Lac Thuy","05404","Hung Thi",0
"17","Hoa Binh","159","Lac Thuy","05407","Lac Long",0
"17","Hoa Binh","159","Lac Thuy","05410","Lien Hoa",0
"17","Hoa Binh","159","Lac Thuy","05413","Khoan Du",0
"17","Hoa Binh","159","Lac Thuy","05416","Dong Mon",0
"17","Hoa Binh","159","Lac Thuy","05419","Dong Tam",0
"17","Hoa Binh","159","Lac Thuy","05422","Yen Bong",0
"17","Hoa Binh","159","Lac Thuy","05425","An Lac",0
"17","Hoa Binh","159","Lac Thuy","05428","An Binh",1
"19","Thai Nguyen","164","Thai Nguyen","05431","Quan Trieu",0
"19","Thai Nguyen","164","Thai Nguyen","05434","Quang Vinh",0
"19","Thai Nguyen","164","Thai Nguyen","05437","Tuc Duyen",0
"19","Thai Nguyen","164","Thai Nguyen","05440","Hoang Van Thu",0
"19","Thai Nguyen","164","Thai Nguyen","05443","Trung Vuong",0
"19","Thai Nguyen","164","Thai Nguyen","05446","Quang Trung",0
"19","Thai Nguyen","164","Thai Nguyen","05449","Phan Dinh Phung",0
"19","Thai Nguyen","164","Thai Nguyen","05452","Tan Thinh",0
"19","Thai Nguyen","164","Thai Nguyen","05455","Thinh Dan",0
"19","Thai Nguyen","164","Thai Nguyen","05458","Dong Quang",0
"19","Thai Nguyen","164","Thai Nguyen","05461","Gia Sang",0
"19","Thai Nguyen","164","Thai Nguyen","05464","Tan Lap",0
"19","Thai Nguyen","164","Thai Nguyen","05467","Cam Gia",0
"19","Thai Nguyen","164","Thai Nguyen","05470","Phu Xa",0
"19","Thai Nguyen","164","Thai Nguyen","05473","Huong Son",0
"19","Thai Nguyen","164","Thai Nguyen","05476","Trung Thanh",0
"19","Thai Nguyen","164","Thai Nguyen","05479","Tan Thanh",0
"19","Thai Nguyen","164","Thai Nguyen","05482","Tan Long",0
"19","Thai Nguyen","164","Thai Nguyen","05485","Phuc Ha",0
"19","Thai Nguyen","164","Thai Nguyen","05488","Phuc Xuan",2
"19","Thai Nguyen","164","Thai Nguyen","05491","Quyet Thang",1
"19","Thai Nguyen","164","Thai Nguyen","05494","Phuc Triu",10
"19","Thai Nguyen","164","Thai Nguyen","05497","Thinh Duc",3
"19","Thai Nguyen","164","Thai Nguyen","05500","Tich Luong",0
"19","Thai Nguyen","164","Thai Nguyen","05503","Tan Cuong",6
"19","Thai Nguyen","164","Thai Nguyen","05695","Cao Ngan",0
"19","Thai Nguyen","164","Thai Nguyen","05710","Dong Bam",0
"19","Thai Nguyen","165","Song Cong","05506","Luong Son",0
"19","Thai Nguyen","165","Song Cong","05509","Luong Chau",0
"19","Thai Nguyen","165","Song Cong","05512","Mo Che",0
"19","Thai Nguyen","165","Song Cong","05515","Cai Dan",0
"19","Thai Nguyen","165","Song Cong","05518","Thang Loi",0
"19","Thai Nguyen","165","Song Cong","05521","Pho Co",0
"19","Thai Nguyen","165","Song Cong","05524","Vinh Son",0
"19","Thai Nguyen","165","Song Cong","05527","Tan Quang",0
"19","Thai Nguyen","165","Song Cong","05528","Bach Quang",0
"19","Thai Nguyen","165","Song Cong","05530","Binh Son",1
"19","Thai Nguyen","165","Song Cong","05533","Ba Xuyen",0
"19","Thai Nguyen","167","Dinh Hoa","05536","Cho Chu",0
"19","Thai Nguyen","167","Dinh Hoa","05539","Linh Thong",0
"19","Thai Nguyen","167","Dinh Hoa","05542","Lam Vy",0
"19","Thai Nguyen","167","Dinh Hoa","05545","Quy Ky",0
"19","Thai Nguyen","167","Dinh Hoa","05548","Tan Thinh",0
"19","Thai Nguyen","167","Dinh Hoa","05551","Kim Phuong",0
"19","Thai Nguyen","167","Dinh Hoa","05554","Bao Linh",0
"19","Thai Nguyen","167","Dinh Hoa","05557","Kim Son",0
"19","Thai Nguyen","167","Dinh Hoa","05560","Phuc Chu",0
"19","Thai Nguyen","167","Dinh Hoa","05563","Tan Duong",0
"19","Thai Nguyen","167","Dinh Hoa","05566","Phuong Tien",0
"19","Thai Nguyen","167","Dinh Hoa","05569","Bao Cuong",0
"19","Thai Nguyen","167","Dinh Hoa","05572","Dong Thinh",0
"19","Thai Nguyen","167","Dinh Hoa","05575","Dinh Bien",0
"19","Thai Nguyen","167","Dinh Hoa","05578","Thanh Dinh",2
"19","Thai Nguyen","167","Dinh Hoa","05581","Trung Hoi",0
"19","Thai Nguyen","167","Dinh Hoa","05584","Trung Luong",11
"19","Thai Nguyen","167","Dinh Hoa","05587","Binh Yen",1
"19","Thai Nguyen","167","Dinh Hoa","05590","Diem Mac",1
"19","Thai Nguyen","167","Dinh Hoa","05593","Phu Tien",0
"19","Thai Nguyen","167","Dinh Hoa","05596","Boc Nhieu",2
"19","Thai Nguyen","167","Dinh Hoa","05599","Son Phu",17
"19","Thai Nguyen","167","Dinh Hoa","05602","Phu Dinh",0
"19","Thai Nguyen","167","Dinh Hoa","05605","Binh Thanh",0
"19","Thai Nguyen","168","Phu Luong","05608","Giang Tien",0
"19","Thai Nguyen","168","Phu Luong","05611","Du",3
"19","Thai Nguyen","168","Phu Luong","05614","Yen Ninh",4
"19","Thai Nguyen","168","Phu Luong","05617","Yen Trach",6
"19","Thai Nguyen","168","Phu Luong","05620","Yen Do",13
"19","Thai Nguyen","168","Phu Luong","05623","Yen Lac",10
"19","Thai Nguyen","168","Phu Luong","05626","On Luong",5
"19","Thai Nguyen","168","Phu Luong","05629","Dong Dat",6
"19","Thai Nguyen","168","Phu Luong","05632","Phu Ly",8
"19","Thai Nguyen","168","Phu Luong","05635","Phu Do",9
"19","Thai Nguyen","168","Phu Luong","05638","Hop Thanh",4
"19","Thai Nguyen","168","Phu Luong","05641","Tuc Tranh",26
"19","Thai Nguyen","168","Phu Luong","05644","Phan Me",10
"19","Thai Nguyen","168","Phu Luong","05647","Vo Tranh",26
"19","Thai Nguyen","168","Phu Luong","05650","Co Lung",23
"19","Thai Nguyen","168","Phu Luong","05653","Son Cam",6
"19","Thai Nguyen","169","Dong Hy","05656","Song Cau",2
"19","Thai Nguyen","169","Dong Hy","05659","Chua Hang",0
"19","Thai Nguyen","169","Dong Hy","05662","Trai Cau",0
"19","Thai Nguyen","169","Dong Hy","05665","Van Lang",1
"19","Thai Nguyen","169","Dong Hy","05668","Tan Long",5
"19","Thai Nguyen","169","Dong Hy","05671","Hoa Binh",3
"19","Thai Nguyen","169","Dong Hy","05674","Quang Son",0
"19","Thai Nguyen","169","Dong Hy","05677","Minh Lap",6
"19","Thai Nguyen","169","Dong Hy","05680","Van Han",7
"19","Thai Nguyen","169","Dong Hy","05683","Hoa Trung",3
"19","Thai Nguyen","169","Dong Hy","05686","Khe Mo",3
"19","Thai Nguyen","169","Dong Hy","05689","Cay Thi",0
"19","Thai Nguyen","169","Dong Hy","05692","Hoa Thuong",0
"19","Thai Nguyen","169","Dong Hy","05698","Hop Tien",0
"19","Thai Nguyen","169","Dong Hy","05701","Linh Son",0
"19","Thai Nguyen","169","Dong Hy","05704","Tan Loi",0
"19","Thai Nguyen","169","Dong Hy","05707","Nam Hoa",8
"19","Thai Nguyen","169","Dong Hy","05713","Huong Thuong",0
"19","Thai Nguyen","170","Vo Nhai","05716","Dinh Ca",0
"19","Thai Nguyen","170","Vo Nhai","05719","Sang Moc",0
"19","Thai Nguyen","170","Vo Nhai","05722","Nghinh Tuong",2
"19","Thai Nguyen","170","Vo Nhai","05725","Than Xa",0
"19","Thai Nguyen","170","Vo Nhai","05728","Vu Chan",1
"19","Thai Nguyen","170","Vo Nhai","05731","Thuong Nung",0
"19","Thai Nguyen","170","Vo Nhai","05734","Phu Thuong",1
"19","Thai Nguyen","170","Vo Nhai","05737","Cuc Duong",0
"19","Thai Nguyen","170","Vo Nhai","05740","La Hien",6
"19","Thai Nguyen","170","Vo Nhai","05743","Lau Thuong",0
"19","Thai Nguyen","170","Vo Nhai","05746","Trang Xa",4
"19","Thai Nguyen","170","Vo Nhai","05749","Phuong Giao",0
"19","Thai Nguyen","170","Vo Nhai","05752","Lien Minh",1
"19","Thai Nguyen","170","Vo Nhai","05755","Dan Tien",0
"19","Thai Nguyen","170","Vo Nhai","05758","Binh Long",0
"19","Thai Nguyen","171","Dai Tu","05761","Hung Son",4
"19","Thai Nguyen","171","Dai Tu","05764","Quan Chu",11
"19","Thai Nguyen","171","Dai Tu","05767","Phuc Luong",12
"19","Thai Nguyen","171","Dai Tu","05770","Minh Tien",10
"19","Thai Nguyen","171","Dai Tu","05773","Yen Lang",2
"19","Thai Nguyen","171","Dai Tu","05776","Duc Luong",4
"19","Thai Nguyen","171","Dai Tu","05779","Phu Cuong",10
"19","Thai Nguyen","171","Dai Tu","05782","Na Mao",3
"19","Thai Nguyen","171","Dai Tu","05785","Phu Lac",8
"19","Thai Nguyen","171","Dai Tu","05788","Tan Linh",17
"19","Thai Nguyen","171","Dai Tu","05791","Phu Thinh",3
"19","Thai Nguyen","171","Dai Tu","05794","Phuc Linh",7
"19","Thai Nguyen","171","Dai Tu","05797","Phu Xuyen",24
"19","Thai Nguyen","171","Dai Tu","05800","Ban Ngoai",10
"19","Thai Nguyen","171","Dai Tu","05803","Tien Hoi",1
"19","Thai Nguyen","171","Dai Tu","05809","Cu Van",5
"19","Thai Nguyen","171","Dai Tu","05812","Ha Thuong",2
"19","Thai Nguyen","171","Dai Tu","05815","La Bang",3
"19","Thai Nguyen","171","Dai Tu","05818","Hoang Nong",5
"19","Thai Nguyen","171","Dai Tu","05821","Khoi Ky",10
"19","Thai Nguyen","171","Dai Tu","05824","An Khanh",19
"19","Thai Nguyen","171","Dai Tu","05827","Tan Thai",4
"19","Thai Nguyen","171","Dai Tu","05830","Binh Thuan",12
"19","Thai Nguyen","171","Dai Tu","05833","Luc Ba",5
"19","Thai Nguyen","171","Dai Tu","05836","My Yen",2
"19","Thai Nguyen","171","Dai Tu","05839","Van Tho",1
"19","Thai Nguyen","171","Dai Tu","05842","Van Yen",2
"19","Thai Nguyen","171","Dai Tu","05845","Ky Phu",0
"19","Thai Nguyen","171","Dai Tu","05848","Cat Ne",5
"19","Thai Nguyen","171","Dai Tu","05851","Quan Chu",3
"19","Thai Nguyen","172","Pho Yen","05854","Bai Bong",0
"19","Thai Nguyen","172","Pho Yen","05857","Bac Son",1
"19","Thai Nguyen","172","Pho Yen","05860","Ba Hang",0
"19","Thai Nguyen","172","Pho Yen","05863","Phuc Tan",0
"19","Thai Nguyen","172","Pho Yen","05866","Phuc Thuan",12
"19","Thai Nguyen","172","Pho Yen","05869","Hong Tien",0
"19","Thai Nguyen","172","Pho Yen","05872","Minh Duc",1
"19","Thai Nguyen","172","Pho Yen","05875","Dac Son",1
"19","Thai Nguyen","172","Pho Yen","05878","Dong Tien",0
"19","Thai Nguyen","172","Pho Yen","05881","Thanh Cong",2
"19","Thai Nguyen","172","Pho Yen","05884","Tien Phong",1
"19","Thai Nguyen","172","Pho Yen","05887","Van Phai",0
"19","Thai Nguyen","172","Pho Yen","05890","Nam Tien",0
"19","Thai Nguyen","172","Pho Yen","05893","Tan Huong",0
"19","Thai Nguyen","172","Pho Yen","05896","Dong Cao",0
"19","Thai Nguyen","172","Pho Yen","05899","Trung Thanh",0
"19","Thai Nguyen","172","Pho Yen","05902","Tan Phu",0
"19","Thai Nguyen","172","Pho Yen","05905","Thuan Thanh",0
"19","Thai Nguyen","173","Phu Binh","05908","Huong Son",0
"19","Thai Nguyen","173","Phu Binh","05911","Ban Dat",1
"19","Thai Nguyen","173","Phu Binh","05914","Dong Lien",0
"19","Thai Nguyen","173","Phu Binh","05917","Tan Khanh",1
"19","Thai Nguyen","173","Phu Binh","05920","Tan Kim",0
"19","Thai Nguyen","173","Phu Binh","05923","Tan Thanh",0
"19","Thai Nguyen","173","Phu Binh","05926","Dao Xa",0
"19","Thai Nguyen","173","Phu Binh","05929","Bao Ly",0
"19","Thai Nguyen","173","Phu Binh","05932","Thuong Dinh",0
"19","Thai Nguyen","173","Phu Binh","05935","Tan Hoa",0
"19","Thai Nguyen","173","Phu Binh","05938","Nha Long",0
"19","Thai Nguyen","173","Phu Binh","05941","Diem Thuy",0
"19","Thai Nguyen","173","Phu Binh","05944","Xuan Phuong",0
"19","Thai Nguyen","173","Phu Binh","05947","Tan Duc",0
"19","Thai Nguyen","173","Phu Binh","05950","uc Ky",0
"19","Thai Nguyen","173","Phu Binh","05953","Luong Phu",0
"19","Thai Nguyen","173","Phu Binh","05956","Nga My",0
"19","Thai Nguyen","173","Phu Binh","05959","Kha Son",0
"19","Thai Nguyen","173","Phu Binh","05962","Thanh Ninh",0
"19","Thai Nguyen","173","Phu Binh","05965","Duong Thanh",0
"19","Thai Nguyen","173","Phu Binh","05968","Ha Chau",0
"20","Lang Son","178","Lang Son","05971","Hoang Van Thu",0
"20","Lang Son","178","Lang Son","05974","Tam Thanh",0
"20","Lang Son","178","Lang Son","05977","Vinh Trai",0
"20","Lang Son","178","Lang Son","05980","Dong Kinh",0
"20","Lang Son","178","Lang Son","05983","Chi Lang",0
"20","Lang Son","178","Lang Son","05986","Hoang Dong",0
"20","Lang Son","178","Lang Son","05989","Quang Lac",0
"20","Lang Son","178","Lang Son","05992","Mai Pha",0
"20","Lang Son","180","Trang Dinh","05995","That Khe",0
"20","Lang Son","180","Trang Dinh","05998","Khanh Long",0
"20","Lang Son","180","Trang Dinh","06001","Doan Ket",0
"20","Lang Son","180","Trang Dinh","06004","Quoc Khanh",0
"20","Lang Son","180","Trang Dinh","06007","Vinh Tien",0
"20","Lang Son","180","Trang Dinh","06010","Cao Minh",0
"20","Lang Son","180","Trang Dinh","06013","Chi Minh",0
"20","Lang Son","180","Trang Dinh","06016","Tri Phuong",0
"20","Lang Son","180","Trang Dinh","06019","Tan Tien",0
"20","Lang Son","180","Trang Dinh","06022","Tan Yen",0
"20","Lang Son","180","Trang Dinh","06025","Doi Can",0
"20","Lang Son","180","Trang Dinh","06028","Tan Minh",0
"20","Lang Son","180","Trang Dinh","06031","Kim Dong",0
"20","Lang Son","180","Trang Dinh","06034","Chi Lang",0
"20","Lang Son","180","Trang Dinh","06037","Trung Thanh",0
"20","Lang Son","180","Trang Dinh","06040","Dai Dong",1
"20","Lang Son","180","Trang Dinh","06043","Dao Vien",0
"20","Lang Son","180","Trang Dinh","06046","De Tham",0
"20","Lang Son","180","Trang Dinh","06049","Khang Chien",0
"20","Lang Son","180","Trang Dinh","06052","Bac Ai",0
"20","Lang Son","180","Trang Dinh","06055","Hung Son",0
"20","Lang Son","180","Trang Dinh","06058","Quoc Viet",0
"20","Lang Son","180","Trang Dinh","06061","Hung Viet",0
"20","Lang Son","181","Binh Gia","06064","Binh Gia",0
"20","Lang Son","181","Binh Gia","06067","Hung Dao",0
"20","Lang Son","181","Binh Gia","06070","Vinh Yen",0
"20","Lang Son","181","Binh Gia","06073","Hoa Tham",3
"20","Lang Son","181","Binh Gia","06076","Quy Hoa",0
"20","Lang Son","181","Binh Gia","06079","Hong Phong",4
"20","Lang Son","181","Binh Gia","06082","Yen Lo",0
"20","Lang Son","181","Binh Gia","06085","Thien Hoa",0
"20","Lang Son","181","Binh Gia","06088","Quang Trung",0
"20","Lang Son","181","Binh Gia","06091","Thien Thuat",0
"20","Lang Son","181","Binh Gia","06094","Minh Khai",9
"20","Lang Son","181","Binh Gia","06097","Thien Long",0
"20","Lang Son","181","Binh Gia","06100","Hoang Van Thu",0
"20","Lang Son","181","Binh Gia","06103","Hoa Binh",0
"20","Lang Son","181","Binh Gia","06106","Mong An",0
"20","Lang Son","181","Binh Gia","06109","Tan Hoa",0
"20","Lang Son","181","Binh Gia","06112","To Hieu",2
"20","Lang Son","181","Binh Gia","06115","Hong Thai",0
"20","Lang Son","181","Binh Gia","06118","Binh La",0
"20","Lang Son","181","Binh Gia","06121","Tan Van",1
"20","Lang Son","182","Van Lang","06124","Na Sam",0
"20","Lang Son","182","Van Lang","06127","Trung Khanh",0
"20","Lang Son","182","Van Lang","06130","Tan Viet",0
"20","Lang Son","182","Van Lang","06133","Bac La",0
"20","Lang Son","182","Van Lang","06136","Thuy Hung",0
"20","Lang Son","182","Van Lang","06139","Trung Quan",0
"20","Lang Son","182","Van Lang","06142","Tan Tac",0
"20","Lang Son","182","Van Lang","06145","An Hung",0
"20","Lang Son","182","Van Lang","06148","Thanh Long",0
"20","Lang Son","182","Van Lang","06151","Hoi Hoan",0
"20","Lang Son","182","Van Lang","06154","Tan Lang",0
"20","Lang Son","182","Van Lang","06157","Hoang Viet",0
"20","Lang Son","182","Van Lang","06160","Gia Mien",0
"20","Lang Son","182","Van Lang","06163","Thanh Hoa",0
"20","Lang Son","182","Van Lang","06166","Tan Thanh",0
"20","Lang Son","182","Van Lang","06169","Nam La",0
"20","Lang Son","182","Van Lang","06172","Tan My",0
"20","Lang Son","182","Van Lang","06175","Hong Thai",0
"20","Lang Son","182","Van Lang","06178","Hoang Van Thu",0
"20","Lang Son","182","Van Lang","06181","Nhac Ky",0
"20","Lang Son","183","Cao Loc","06184","Dong Dang",0
"20","Lang Son","183","Cao Loc","06187","Cao Loc",0
"20","Lang Son","183","Cao Loc","06190","Bao Lam",0
"20","Lang Son","183","Cao Loc","06193","Thanh Loa",0
"20","Lang Son","183","Cao Loc","06196","Cao Lau",0
"20","Lang Son","183","Cao Loc","06199","Thach Dan",0
"20","Lang Son","183","Cao Loc","06202","Xuat Le",0
"20","Lang Son","183","Cao Loc","06205","Hong Phong",0
"20","Lang Son","183","Cao Loc","06208","Thuy Hung",0
"20","Lang Son","183","Cao Loc","06211","Loc Yen",0
"20","Lang Son","183","Cao Loc","06214","Phu Xa",0
"20","Lang Son","183","Cao Loc","06217","Binh Trung",0
"20","Lang Son","183","Cao Loc","06220","Hai Yen",0
"20","Lang Son","183","Cao Loc","06223","Hoa Cu",0
"20","Lang Son","183","Cao Loc","06226","Hop Thanh",0
"20","Lang Son","183","Cao Loc","06229","Song Giap",0
"20","Lang Son","183","Cao Loc","06232","Cong Son",0
"20","Lang Son","183","Cao Loc","06235","Gia Cat",0
"20","Lang Son","183","Cao Loc","06238","Mau Son",0
"20","Lang Son","183","Cao Loc","06241","Xuan Long",0
"20","Lang Son","183","Cao Loc","06244","Tan Lien",0
"20","Lang Son","183","Cao Loc","06247","Yen Trach",0
"20","Lang Son","183","Cao Loc","06250","Tan Thanh",0
"20","Lang Son","184","Van Quan","06253","Van Quan",0
"20","Lang Son","184","Van Quan","06256","Tran Ninh",0
"20","Lang Son","184","Van Quan","06259","Phu My",0
"20","Lang Son","184","Van Quan","06262","Viet Yen",0
"20","Lang Son","184","Van Quan","06265","Song Giang",0
"20","Lang Son","184","Van Quan","06268","Van Mong",0
"20","Lang Son","184","Van Quan","06271","Vinh Lai",0
"20","Lang Son","184","Van Quan","06274","Hoa Binh",0
"20","Lang Son","184","Van Quan","06277","Tu Xuyen",0
