"MATINH","province_name","MAHUYEN","district_name","MAXA","commune_name","n_cassava_hh"
"25","Phu Tho","227","Viet Tri","07918","Van Phu",119
"25","Phu Tho","227","Viet Tri","07921","Phuong Lau",227
"25","Phu Tho","227","Viet Tri","07924","Thuy Van",83
"25","Phu Tho","227","Viet Tri","07927","Minh Phuong",1
"25","Phu Tho","227","Viet Tri","07930","Trung Vuong",91
"25","Phu Tho","227","Viet Tri","07933","Minh Nong",0
"25","Phu Tho","227","Viet Tri","07936","Song Lo",0
"25","Phu Tho","227","Viet Tri","08281","Kim Duc",1010
"25","Phu Tho","227","Viet Tri","08287","Hung Lo",1
"25","Phu Tho","227","Viet Tri","08503","Hy Cuong",73
"25","Phu Tho","227","Viet Tri","08506","Chu Hoa",454
"25","Phu Tho","227","Viet Tri","08515","Thanh Dinh",844
"25","Phu Tho","227","Viet Tri","09622","Tan Duc",1
"25","Phu Tho","228","Phu Tho","07939","Truong Thinh",23
"25","Phu Tho","228","Phu Tho","07942","Hung Vuong",0
"25","Phu Tho","228","Phu Tho","07945","Phong Chau",0
"25","Phu Tho","228","Phu Tho","07948","Au Co",0
"25","Phu Tho","228","Phu Tho","07951","Ha Loc",592
"25","Phu Tho","228","Phu Tho","07954","Phu Ho",548
"25","Phu Tho","228","Phu Tho","07957","Van Lung",1005
"25","Phu Tho","228","Phu Tho","07960","Thanh Minh",237
"25","Phu Tho","228","Phu Tho","07963","Ha Thach",462
"25","Phu Tho","228","Phu Tho","07966","Thanh Vinh",89
"25","Phu Tho","230","Doan Hung","07969","Doan Hung",3
"25","Phu Tho","230","Doan Hung","07972","Dong Khe",25
"25","Phu Tho","230","Doan Hung","07975","Nghinh Xuyen",182
"25","Phu Tho","230","Doan Hung","07978","Hung Quan",141
"25","Phu Tho","230","Doan Hung","07981","Bang Luan",34
"25","Phu Tho","230","Doan Hung","07984","Van Du",59
"25","Phu Tho","230","Doan Hung","07987","Phuong Trung",13
"25","Phu Tho","230","Doan Hung","07990","Que Lam",11
"25","Phu Tho","230","Doan Hung","07993","Minh Luong",16
"25","Phu Tho","230","Doan Hung","07996","Bang Doan",33
"25","Phu Tho","230","Doan Hung","07999","Chi Dam",64
"25","Phu Tho","230","Doan Hung","08002","Phong Phu",4
"25","Phu Tho","230","Doan Hung","08005","Phuc Lai",61
"25","Phu Tho","230","Doan Hung","08008","Ngoc Quan",121
"25","Phu Tho","230","Doan Hung","08011","Huu Do",29
"25","Phu Tho","230","Doan Hung","08014","Dai Nghia",55
"25","Phu Tho","230","Doan Hung","08017","Soc Dang",38
"25","Phu Tho","230","Doan Hung","08020","Phu Thu",10
"25","Phu Tho","230","Doan Hung","08023","Tay Coc",38
"25","Phu Tho","230","Doan Hung","08026","Yen Kien",18
"25","Phu Tho","230","Doan Hung","08029","Hung Long",2
"25","Phu Tho","230","Doan Hung","08032","Vu Quang",40
"25","Phu Tho","230","Doan Hung","08035","Van Don",178
"25","Phu Tho","230","Doan Hung","08038","Tieu Son",45
"25","Phu Tho","230","Doan Hung","08041","Minh Tien",22
"25","Phu Tho","230","Doan Hung","08044","Minh Phu",199
"25","Phu Tho","230","Doan Hung","08047","Chan Mong",30
"25","Phu Tho","230","Doan Hung","08050","Ca Dinh",34
"25","Phu Tho","231","Ha Hoa","08053","Ha Hoa",5
"25","Phu Tho","231","Ha Hoa","08056","Dai Pham",104
"25","Phu Tho","231","Ha Hoa","08059","Hau Bong",4
"25","Phu Tho","231","Ha Hoa","08062","Dan Ha",13
"25","Phu Tho","231","Ha Hoa","08065","Ha Luong",218
"25","Phu Tho","231","Ha Hoa","08068","Lenh Khanh",18
"25","Phu Tho","231","Ha Hoa","08071","Phu Khanh",228
"25","Phu Tho","231","Ha Hoa","08074","Lien Phuong",0
"25","Phu Tho","231","Ha Hoa","08077","Dan Thuong",2
"25","Phu Tho","231","Ha Hoa","08080","Hien Luong",8
"25","Phu Tho","231","Ha Hoa","08083","Dong Lam",1
"25","Phu Tho","231","Ha Hoa","08086","Lam Loi",64
"25","Phu Tho","231","Ha Hoa","08089","Phuong Vien",151
"25","Phu Tho","231","Ha Hoa","08092","Gia Dien",100
"25","Phu Tho","231","Ha Hoa","08095","am Ha",17
"25","Phu Tho","231","Ha Hoa","08098","Quan Khe",92
"25","Phu Tho","231","Ha Hoa","08101","Y Son",21
"25","Phu Tho","231","Ha Hoa","08104","Huong Xa",59
"25","Phu Tho","231","Ha Hoa","08107","Cao Dien",13
"25","Phu Tho","231","Ha Hoa","08110","Xuan ang",24
"25","Phu Tho","231","Ha Hoa","08113","Yen Ky",320
"25","Phu Tho","231","Ha Hoa","08116","Chue Luu",167
"25","Phu Tho","231","Ha Hoa","08119","Minh Hac",2
"25","Phu Tho","231","Ha Hoa","08122","Lang Son",57
"25","Phu Tho","231","Ha Hoa","08125","Bang Gia",45
"25","Phu Tho","231","Ha Hoa","08128","Yen Luat",125
"25","Phu Tho","231","Ha Hoa","08131","Vo Tranh",3
"25","Phu Tho","231","Ha Hoa","08134","Van Lang",106
"25","Phu Tho","231","Ha Hoa","08137","Chinh Cong",81
"25","Phu Tho","231","Ha Hoa","08140","Minh Coi",297
"25","Phu Tho","231","Ha Hoa","08143","Vinh Chan",95
"25","Phu Tho","231","Ha Hoa","08146","Mai Tung",0
"25","Phu Tho","231","Ha Hoa","08149","Vu Cau",0
"25","Phu Tho","232","Thanh Ba","08152","Thanh Ba",11
"25","Phu Tho","232","Thanh Ba","08155","Thanh Van",51
"25","Phu Tho","232","Thanh Ba","08156","Van Linh",0
"25","Phu Tho","232","Thanh Ba","08158","Dong Linh",189
"25","Phu Tho","232","Thanh Ba","08161","Dai An",104
"25","Phu Tho","232","Thanh Ba","08164","Hanh Cu",78
"25","Phu Tho","232","Thanh Ba","08167","Thai Ninh",30
"25","Phu Tho","232","Thanh Ba","08170","Dong Xuan",5
"25","Phu Tho","232","Thanh Ba","08173","Nang Yen",377
"25","Phu Tho","232","Thanh Ba","08176","Yen Khe",2
"25","Phu Tho","232","Thanh Ba","08179","Ninh Dan",342
"25","Phu Tho","232","Thanh Ba","08182","Quang Nap",440
"25","Phu Tho","232","Thanh Ba","08185","Vu Yen",0
"25","Phu Tho","232","Thanh Ba","08188","Yen Noi",276
"25","Phu Tho","232","Thanh Ba","08191","Phuong Linh",67
"25","Phu Tho","232","Thanh Ba","08194","Vo Lao",347
"25","Phu Tho","232","Thanh Ba","08197","Khai Xuan",616
"25","Phu Tho","232","Thanh Ba","08200","Man Lan",88
"25","Phu Tho","232","Thanh Ba","08203","Thanh Xa",322
"25","Phu Tho","232","Thanh Ba","08206","Chi Tien",459
"25","Phu Tho","232","Thanh Ba","08209","Dong Thanh",446
"25","Phu Tho","232","Thanh Ba","08212","Hoang Cuong",1
"25","Phu Tho","232","Thanh Ba","08215","Son Cuong",782
"25","Phu Tho","232","Thanh Ba","08218","Thanh Ha",310
"25","Phu Tho","232","Thanh Ba","08221","Do Son",833
"25","Phu Tho","232","Thanh Ba","08224","Do Xuyen",0
"25","Phu Tho","232","Thanh Ba","08227","Luong Lo",0
"25","Phu Tho","233","Phu Ninh","08230","Phong Chau",212
"25","Phu Tho","233","Phu Ninh","08233","Phu My",356
"25","Phu Tho","233","Phu Ninh","08234","Le My",208
"25","Phu Tho","233","Phu Ninh","08236","Lien Hoa",372
"25","Phu Tho","233","Phu Ninh","08239","Tram Than",186
"25","Phu Tho","233","Phu Ninh","08242","Tri Quan",380
"25","Phu Tho","233","Phu Ninh","08245","Trung Giap",366
"25","Phu Tho","233","Phu Ninh","08248","Tien Phu",651
"25","Phu Tho","233","Phu Ninh","08251","Ha Giap",726
"25","Phu Tho","233","Phu Ninh","08254","Bao Thanh",530
"25","Phu Tho","233","Phu Ninh","08257","Phu Loc",671
"25","Phu Tho","233","Phu Ninh","08260","Gia Thanh",431
"25","Phu Tho","233","Phu Ninh","08263","Tien Du",48
"25","Phu Tho","233","Phu Ninh","08266","Phu Nham",354
"25","Phu Tho","233","Phu Ninh","08269","Binh Bo",41
"25","Phu Tho","233","Phu Ninh","08272","An Dao",17
"25","Phu Tho","233","Phu Ninh","08275","Tu Da",132
"25","Phu Tho","233","Phu Ninh","08278","Phu Ninh",359
"25","Phu Tho","233","Phu Ninh","08284","Vinh Phu",552
"25","Phu Tho","234","Yen Lap","08290","Yen Lap",49
"25","Phu Tho","234","Yen Lap","08293","My Lung",315
"25","Phu Tho","234","Yen Lap","08296","My Luong",431
"25","Phu Tho","234","Yen Lap","08299","Luong Son",477
"25","Phu Tho","234","Yen Lap","08302","Xuan An",198
"25","Phu Tho","234","Yen Lap","08305","Xuan Vien",259
"25","Phu Tho","234","Yen Lap","08308","Xuan Thuy",314
"25","Phu Tho","234","Yen Lap","08311","Trung Son",551
"25","Phu Tho","234","Yen Lap","08314","Hung Long",231
"25","Phu Tho","234","Yen Lap","08317","Nga Hoang",11
"25","Phu Tho","234","Yen Lap","08320","Dong Lac",176
"25","Phu Tho","234","Yen Lap","08323","Thuong Long",105
"25","Phu Tho","234","Yen Lap","08326","Dong Thinh",73
"25","Phu Tho","234","Yen Lap","08329","Phuc Khanh",200
"25","Phu Tho","234","Yen Lap","08332","Minh Hoa",151
"25","Phu Tho","234","Yen Lap","08335","Ngoc Lap",64
"25","Phu Tho","234","Yen Lap","08338","Ngoc Dong",117
"25","Phu Tho","235","Cam Khe","08341","Song Thao",14
"25","Phu Tho","235","Cam Khe","08344","Tien Luong",741
"25","Phu Tho","235","Cam Khe","08347","Tuy Loc",62
"25","Phu Tho","235","Cam Khe","08350","Ngo Xa",1107
"25","Phu Tho","235","Cam Khe","08353","Phuong Xa",0
"25","Phu Tho","235","Cam Khe","08356","Phuong Vi",825
"25","Phu Tho","235","Cam Khe","08359","Dong Cam",11
"25","Phu Tho","235","Cam Khe","08362","Thuy Lieu",577
"25","Phu Tho","235","Cam Khe","08365","Phung Xa",328
"25","Phu Tho","235","Cam Khe","08368","Son Nga",79
"25","Phu Tho","235","Cam Khe","08371","Sai Nga",1
"25","Phu Tho","235","Cam Khe","08374","Tung Khe",60
"25","Phu Tho","235","Cam Khe","08377","Tam Son",616
"25","Phu Tho","235","Cam Khe","08380","Van Ban",190
"25","Phu Tho","235","Cam Khe","08383","Cap Dan",838
"25","Phu Tho","235","Cam Khe","08386","Thanh Nga",174
"25","Phu Tho","235","Cam Khe","08389","Xuong Thinh",392
"25","Phu Tho","235","Cam Khe","08392","Phu Khe",180
"25","Phu Tho","235","Cam Khe","08395","Son Tinh",276
"25","Phu Tho","235","Cam Khe","08398","Yen Tap",30
"25","Phu Tho","235","Cam Khe","08401","Huong Lung",82
"25","Phu Tho","235","Cam Khe","08404","Ta Xa",410
"25","Phu Tho","235","Cam Khe","08407","Phu Lac",665
"25","Phu Tho","235","Cam Khe","08410","Tinh Cuong",58
"25","Phu Tho","235","Cam Khe","08413","Chuong Xa",602
"25","Phu Tho","235","Cam Khe","08416","Hien Da",0
"25","Phu Tho","235","Cam Khe","08419","Van Khuc",690
"25","Phu Tho","235","Cam Khe","08422","Yen Duong",172
"25","Phu Tho","235","Cam Khe","08425","Cat Tru",0
"25","Phu Tho","235","Cam Khe","08428","Dieu Luong",735
"25","Phu Tho","235","Cam Khe","08431","Dong Luong",96
"25","Phu Tho","236","Tam Nong","08434","Hung Hoa",220
"25","Phu Tho","236","Tam Nong","08437","Vuc Truong",1
"25","Phu Tho","236","Tam Nong","08440","Hien Quan",1004
"25","Phu Tho","236","Tam Nong","08443","Huong Nha",276
"25","Phu Tho","236","Tam Nong","08446","Thanh Uyen",1099
"25","Phu Tho","236","Tam Nong","08449","Xuan Quang",203
"25","Phu Tho","236","Tam Nong","08452","Tu My",612
"25","Phu Tho","236","Tam Nong","08455","Van Luong",764
"25","Phu Tho","236","Tam Nong","08458","Hung Do",5
"25","Phu Tho","236","Tam Nong","08461","Phuong Thinh",423
"25","Phu Tho","236","Tam Nong","08464","Tam Cuong",0
"25","Phu Tho","236","Tam Nong","08467","Co Tiet",503
"25","Phu Tho","236","Tam Nong","08470","Quang Huc",653
"25","Phu Tho","236","Tam Nong","08473","Huong Non",17
"25","Phu Tho","236","Tam Nong","08476","Te Le",230
"25","Phu Tho","236","Tam Nong","08479","Tho Van",322
"25","Phu Tho","236","Tam Nong","08482","Di Nau",141
"25","Phu Tho","236","Tam Nong","08485","Hong Da",0
"25","Phu Tho","236","Tam Nong","08488","Dau Duong",197
"25","Phu Tho","236","Tam Nong","08491","Thuong Nong",498
"25","Phu Tho","237","Lam Thao","08494","Lam Thao",0
"25","Phu Tho","237","Lam Thao","08497","Tien Kien",545
"25","Phu Tho","237","Lam Thao","08498","Hung Son",184
"25","Phu Tho","237","Lam Thao","08500","Xuan Lung",205
"25","Phu Tho","237","Lam Thao","08509","Xuan Huy",187
"25","Phu Tho","237","Lam Thao","08512","Thach Son",0
"25","Phu Tho","237","Lam Thao","08518","Son Vi",2
"25","Phu Tho","237","Lam Thao","08521","Hop Hai",0
"25","Phu Tho","237","Lam Thao","08524","Son Duong",0
"25","Phu Tho","237","Lam Thao","08527","Cao Xa",1
"25","Phu Tho","237","Lam Thao","08530","Kinh Ke",0
"25","Phu Tho","237","Lam Thao","08533","Vinh Lai",0
"25","Phu Tho","237","Lam Thao","08536","Tu Xa",0
"25","Phu Tho","237","Lam Thao","08539","Ban Nguyen",0
"25","Phu Tho","238","Thanh Son","08542","Thanh Son",3
"25","Phu Tho","238","Thanh Son","08563","Son Hung",33
"25","Phu Tho","238","Thanh Son","08572","Dich Qua",28
"25","Phu Tho","238","Thanh Son","08575","Giap Lai",14
"25","Phu Tho","238","Thanh Son","08581","Thuc Luyen",23
"25","Phu Tho","238","Thanh Son","08584","Vo Mieu",177
"25","Phu Tho","238","Thanh Son","08587","Thach Khoan",216
"25","Phu Tho","238","Thanh Son","08602","Cu Thang",122
"25","Phu Tho","238","Thanh Son","08605","Tat Thang",95
"25","Phu Tho","238","Thanh Son","08611","Van Mieu",75
"25","Phu Tho","238","Thanh Son","08614","Cu Dong",55
"25","Phu Tho","238","Thanh Son","08623","Thang Son",117
"25","Phu Tho","238","Thanh Son","08629","Tan Minh",99
"25","Phu Tho","238","Thanh Son","08632","Huong Can",127
"25","Phu Tho","238","Thanh Son","08635","Kha Cuu",454
"25","Phu Tho","238","Thanh Son","08638","Dong Cuu",415
"25","Phu Tho","238","Thanh Son","08641","Tan Lap",578
"25","Phu Tho","238","Thanh Son","08644","Yen Lang",205
"25","Phu Tho","238","Thanh Son","08647","Yen Luong",169
"25","Phu Tho","238","Thanh Son","08650","Thuong Cuu",390
"25","Phu Tho","238","Thanh Son","08653","Luong Nha",87
"25","Phu Tho","238","Thanh Son","08656","Yen Son",194
"25","Phu Tho","238","Thanh Son","08659","Tinh Nhue",14
"25","Phu Tho","239","Thanh Thuy","08662","Dao Xa",1352
"25","Phu Tho","239","Thanh Thuy","08665","Thach Dong",392
"25","Phu Tho","239","Thanh Thuy","08668","Xuan Loc",22
"25","Phu Tho","239","Thanh Thuy","08671","Tan Phuong",181
"25","Phu Tho","239","Thanh Thuy","08674","Thanh Thuy",17
"25","Phu Tho","239","Thanh Thuy","08677","Son Thuy",27
"25","Phu Tho","239","Thanh Thuy","08680","Bao Yen",0
"25","Phu Tho","239","Thanh Thuy","08683","Doan Ha",0
"25","Phu Tho","239","Thanh Thuy","08686","Dong Luan",40
"25","Phu Tho","239","Thanh Thuy","08689","Hoang Xa",43
"25","Phu Tho","239","Thanh Thuy","08692","Trung Thinh",365
"25","Phu Tho","239","Thanh Thuy","08695","Trung Nghia",685
"25","Phu Tho","239","Thanh Thuy","08698","Phuong Mao",227
"25","Phu Tho","239","Thanh Thuy","08701","Yen Mao",76
"25","Phu Tho","239","Thanh Thuy","08704","Tu Vu",0
"25","Phu Tho","240","Tan Son","08545","Thu Cuc",464
"25","Phu Tho","240","Tan Son","08548","Thach Kiet",99
"25","Phu Tho","240","Tan Son","08551","Thu Ngac",281
"25","Phu Tho","240","Tan Son","08554","Kiet Son",448
"25","Phu Tho","240","Tan Son","08557","Dong Son",152
"25","Phu Tho","240","Tan Son","08560","Lai Dong",197
"25","Phu Tho","240","Tan Son","08566","Tan Phu",40
"25","Phu Tho","240","Tan Son","08569","My Thuan",101
"25","Phu Tho","240","Tan Son","08578","Tan Son",386
"25","Phu Tho","240","Tan Son","08590","Xuan Dai",103
"25","Phu Tho","240","Tan Son","08593","Minh Dai",41
"25","Phu Tho","240","Tan Son","08596","Van Luong",11
"25","Phu Tho","240","Tan Son","08599","Xuan Son",148
"25","Phu Tho","240","Tan Son","08608","Long Coc",8
"25","Phu Tho","240","Tan Son","08617","Kim Thuong",594
"25","Phu Tho","240","Tan Son","08620","Tam Thanh",88
"25","Phu Tho","240","Tan Son","08626","Vinh Tien",193
"26","Vinh Phuc","243","Vinh Yen","08707","Tich Son",0
"26","Vinh Phuc","243","Vinh Yen","08710","Lien Bao",0
"26","Vinh Phuc","243","Vinh Yen","08713","Hoi Hop",0
"26","Vinh Phuc","243","Vinh Yen","08716","Dong Da",0
"26","Vinh Phuc","243","Vinh Yen","08722","Dong Tam",0
"26","Vinh Phuc","243","Vinh Yen","08725","Dinh Trung",8
"26","Vinh Phuc","243","Vinh Yen","08728","Khai Quang",0
"26","Vinh Phuc","243","Vinh Yen","08731","Thanh Tru",0
"26","Vinh Phuc","244","Phuc Yen","08737","Hung Vuong",1
"26","Vinh Phuc","244","Phuc Yen","08740","Trung Nhi",0
"26","Vinh Phuc","244","Phuc Yen","08743","Phuc Thang",0
"26","Vinh Phuc","244","Phuc Yen","08746","Xuan Hoa",0
"26","Vinh Phuc","244","Phuc Yen","08747","Dong Xuan",0
"26","Vinh Phuc","244","Phuc Yen","08749","Ngoc Thanh",104
"26","Vinh Phuc","244","Phuc Yen","08752","Cao Minh",2
"26","Vinh Phuc","244","Phuc Yen","08755","Nam Viem",0
"26","Vinh Phuc","244","Phuc Yen","08758","Tien Chau",1
"26","Vinh Phuc","246","Lap Thach","08761","Lap Thach",12
"26","Vinh Phuc","246","Lap Thach","08764","Quang Son",394
"26","Vinh Phuc","246","Lap Thach","08767","Ngoc My",271
"26","Vinh Phuc","246","Lap Thach","08770","Hop Ly",186
"26","Vinh Phuc","246","Lap Thach","08785","Bac Binh",392
"26","Vinh Phuc","246","Lap Thach","08788","Thai Hoa",273
"26","Vinh Phuc","246","Lap Thach","08789","Thi Tran Hoa Son",51
"26","Vinh Phuc","246","Lap Thach","08791","Lien Son",468
"26","Vinh Phuc","246","Lap Thach","08794","Xuan Hoa",814
"26","Vinh Phuc","246","Lap Thach","08797","Van Truc",426
"26","Vinh Phuc","246","Lap Thach","08812","Lien Hoa",155
"26","Vinh Phuc","246","Lap Thach","08815","Tu Du",467
"26","Vinh Phuc","246","Lap Thach","08833","Ban Gian",364
"26","Vinh Phuc","246","Lap Thach","08836","Xuan Loi",888
"26","Vinh Phuc","246","Lap Thach","08839","Dong ich",1486
"26","Vinh Phuc","246","Lap Thach","08842","Tien Lu",777
"26","Vinh Phuc","246","Lap Thach","08845","Van Quan",918
"26","Vinh Phuc","246","Lap Thach","08857","Dinh Chu",758
"26","Vinh Phuc","246","Lap Thach","08863","Trieu De",258
"26","Vinh Phuc","246","Lap Thach","08866","Son Dong",133
"26","Vinh Phuc","247","Tam Duong","08869","Hop Hoa",27
"26","Vinh Phuc","247","Tam Duong","08872","Hoang Hoa",160
"26","Vinh Phuc","247","Tam Duong","08875","Dong Tinh",255
"26","Vinh Phuc","247","Tam Duong","08878","Kim Long",34
"26","Vinh Phuc","247","Tam Duong","08881","Huong Dao",105
"26","Vinh Phuc","247","Tam Duong","08884","Dao Tu",78
"26","Vinh Phuc","247","Tam Duong","08887","An Hoa",147
"26","Vinh Phuc","247","Tam Duong","08890","Thanh Van",4
"26","Vinh Phuc","247","Tam Duong","08893","Duy Phien",1
"26","Vinh Phuc","247","Tam Duong","08896","Hoang Dan",128
"26","Vinh Phuc","247","Tam Duong","08899","Hoang Lau",0
"26","Vinh Phuc","247","Tam Duong","08902","Van Hoi",0
"26","Vinh Phuc","247","Tam Duong","08905","Hop Thinh",2
"26","Vinh Phuc","248","Tam Dao","08908","Tam Dao",0
"26","Vinh Phuc","248","Tam Dao","08911","Hop Chau",1
"26","Vinh Phuc","248","Tam Dao","08914","Dao Tru",124
"26","Vinh Phuc","248","Tam Dao","08917","Yen Duong",777
"26","Vinh Phuc","248","Tam Dao","08920","Bo Ly",164
"26","Vinh Phuc","248","Tam Dao","08923","Dai Dinh",340
"26","Vinh Phuc","248","Tam Dao","08926","Tam Quan",22
"26","Vinh Phuc","248","Tam Dao","08929","Ho Son",3
"26","Vinh Phuc","248","Tam Dao","08932","Minh Quang",48
"26","Vinh Phuc","249","Binh Xuyen","08935","Huong Canh",0
"26","Vinh Phuc","249","Binh Xuyen","08936","Gia Khanh",51
"26","Vinh Phuc","249","Binh Xuyen","08938","Trung My",165
"26","Vinh Phuc","249","Binh Xuyen","08944","Ba Hien",18
"26","Vinh Phuc","249","Binh Xuyen","08947","Thien Ke",45
"26","Vinh Phuc","249","Binh Xuyen","08950","Huong Son",4
"26","Vinh Phuc","249","Binh Xuyen","08953","Tam Hop",0
"26","Vinh Phuc","249","Binh Xuyen","08956","Quat Luu",1
"26","Vinh Phuc","249","Binh Xuyen","08959","Son Loi",23
"26","Vinh Phuc","249","Binh Xuyen","08962","Dao Duc",0
"26","Vinh Phuc","249","Binh Xuyen","08965","Tan Phong",0
"26","Vinh Phuc","249","Binh Xuyen","08968","Thanh Lang",0
"26","Vinh Phuc","249","Binh Xuyen","08971","Phu Xuan",1
"26","Vinh Phuc","251","Yen Lac","09025","Yen Lac",0
"26","Vinh Phuc","251","Yen Lac","09028","Dong Cuong",1
"26","Vinh Phuc","251","Yen Lac","09031","Dong Van",42
"26","Vinh Phuc","251","Yen Lac","09034","Binh Dinh",3
"26","Vinh Phuc","251","Yen Lac","09037","Trung Nguyen",0
"26","Vinh Phuc","251","Yen Lac","09040","Te Lo",0
"26","Vinh Phuc","251","Yen Lac","09043","Tam Hong",0
"26","Vinh Phuc","251","Yen Lac","09046","Yen Dong",0
"26","Vinh Phuc","251","Yen Lac","09049","Van Tien",0
"26","Vinh Phuc","251","Yen Lac","09052","Nguyet Duc",0
"26","Vinh Phuc","251","Yen Lac","09055","Yen Phuong",0
"26","Vinh Phuc","251","Yen Lac","09058","Hong Phuong",0
"26","Vinh Phuc","251","Yen Lac","09061","Trung Kien",0
"26","Vinh Phuc","251","Yen Lac","09064","Lien Chau",0
"26","Vinh Phuc","251","Yen Lac","09067","Dai Tu",0
"26","Vinh Phuc","251","Yen Lac","09070","Hong Chau",0
"26","Vinh Phuc","251","Yen Lac","09073","Trung Ha",0
"26","Vinh Phuc","252","Vinh Tuong","09076","Vinh Tuong",0
"26","Vinh Phuc","252","Vinh Tuong","09079","Kim Xa",74
"26","Vinh Phuc","252","Vinh Tuong","09082","Yen Binh",2
"26","Vinh Phuc","252","Vinh Tuong","09085","Chan Hung",2
"26","Vinh Phuc","252","Vinh Tuong","09088","Nghia Hung",5
"26","Vinh Phuc","252","Vinh Tuong","09091","Yen Lap",0
"26","Vinh Phuc","252","Vinh Tuong","09094","Viet Xuan",0
"26","Vinh Phuc","252","Vinh Tuong","09097","Bo Sao",0
"26","Vinh Phuc","252","Vinh Tuong","09100","Dai Dong",0
"26","Vinh Phuc","252","Vinh Tuong","09103","Tan Tien",0
"26","Vinh Phuc","252","Vinh Tuong","09106","Lung Hoa",0
"26","Vinh Phuc","252","Vinh Tuong","09109","Cao Dai",1
"26","Vinh Phuc","252","Vinh Tuong","09112","Tho Tang",0
"26","Vinh Phuc","252","Vinh Tuong","09115","Vinh Son",1
"26","Vinh Phuc","252","Vinh Tuong","09118","Binh Duong",7
"26","Vinh Phuc","252","Vinh Tuong","09121","Tan Cuong",0
"26","Vinh Phuc","252","Vinh Tuong","09124","Phu Thinh",0
"26","Vinh Phuc","252","Vinh Tuong","09127","Thuong Trung",0
"26","Vinh Phuc","252","Vinh Tuong","09130","Vu Di",0
"26","Vinh Phuc","252","Vinh Tuong","09133","Ly Nhan",0
"26","Vinh Phuc","252","Vinh Tuong","09136","Tuan Chinh",1
"26","Vinh Phuc","252","Vinh Tuong","09139","Van Xuan",1
"26","Vinh Phuc","252","Vinh Tuong","09142","Tam Phuc",0
"26","Vinh Phuc","252","Vinh Tuong","09145","Tu Trung",0
"26","Vinh Phuc","252","Vinh Tuong","09148","Ngu Kien",0
"26","Vinh Phuc","252","Vinh Tuong","09151","An Tuong",0
"26","Vinh Phuc","252","Vinh Tuong","09154","Vinh Thinh",0
"26","Vinh Phuc","252","Vinh Tuong","09157","Phu Da",0
"26","Vinh Phuc","252","Vinh Tuong","09160","Vinh Ninh",0
"26","Vinh Phuc","253","Song Lo","08773","Lang Cong",235
"26","Vinh Phuc","253","Song Lo","08776","Quang Yen",645
"26","Vinh Phuc","253","Song Lo","08779","Bach Luu",48
"26","Vinh Phuc","253","Song Lo","08782","Hai Luu",39
"26","Vinh Phuc","253","Song Lo","08800","Dong Que",462
"26","Vinh Phuc","253","Song Lo","08803","Nhan Dao",110
"26","Vinh Phuc","253","Song Lo","08806","Don Nhan",177
"26","Vinh Phuc","253","Song Lo","08809","Phuong Khoan",157
"26","Vinh Phuc","253","Song Lo","08818","Tan Lap",312
"26","Vinh Phuc","253","Song Lo","08821","Nhao Son",111
"26","Vinh Phuc","253","Song Lo","08824","Tam Son",44
"26","Vinh Phuc","253","Song Lo","08827","Nhu Thuy",225
"26","Vinh Phuc","253","Song Lo","08830","Yen Thach",921
"26","Vinh Phuc","253","Song Lo","08848","Dong Thinh",1623
"26","Vinh Phuc","253","Song Lo","08851","Tu Yen",560
"26","Vinh Phuc","253","Song Lo","08854","Duc Bac",521
"26","Vinh Phuc","253","Song Lo","08860","Cao Phong",1097
"27","Bac Ninh","256","Bac Ninh","09163","Vu Ninh",0
"27","Bac Ninh","256","Bac Ninh","09166","Dap Cau",0
"27","Bac Ninh","256","Bac Ninh","09169","Thi Cau",0
"27","Bac Ninh","256","Bac Ninh","09172","Kinh Bac",0
"27","Bac Ninh","256","Bac Ninh","09175","Ve An",0
"27","Bac Ninh","256","Bac Ninh","09181","Dai Phuc",0
"27","Bac Ninh","256","Bac Ninh","09184","Ninh Xa",0
"27","Bac Ninh","256","Bac Ninh","09190","Vo Cuong",0
"27","Bac Ninh","256","Bac Ninh","09214","Hoa Long",0
"27","Bac Ninh","256","Bac Ninh","09226","Van An",0
"27","Bac Ninh","256","Bac Ninh","09235","Khuc Xuyen",0
"27","Bac Ninh","256","Bac Ninh","09244","Phong Khe",0
"27","Bac Ninh","256","Bac Ninh","09256","Kim Chan",0
"27","Bac Ninh","256","Bac Ninh","09271","Van Duong",0
"27","Bac Ninh","256","Bac Ninh","09286","Nam Son",0
"27","Bac Ninh","256","Bac Ninh","09325","Khac Niem",0
"27","Bac Ninh","256","Bac Ninh","09331","Hap Linh",0
"27","Bac Ninh","258","Yen Phong","09193","Cho",0
"27","Bac Ninh","258","Yen Phong","09196","Dung Liet",2
"27","Bac Ninh","258","Yen Phong","09199","Tam Da",0
"27","Bac Ninh","258","Yen Phong","09202","Tam Giang",0
"27","Bac Ninh","258","Yen Phong","09205","Yen Trung",0
"27","Bac Ninh","258","Yen Phong","09208","Thuy Hoa",0
"27","Bac Ninh","258","Yen Phong","09211","Hoa Tien",1
"27","Bac Ninh","258","Yen Phong","09217","Dong Tien",0
"27","Bac Ninh","258","Yen Phong","09220","Yen Phu",0
"27","Bac Ninh","258","Yen Phong","09223","Trung Nghia",1
"27","Bac Ninh","258","Yen Phong","09229","Dong Phong",0
"27","Bac Ninh","258","Yen Phong","09232","Long Chau",0
