"MATINH","province_name","MAHUYEN","district_name","MAXA","commune_name","n_hh"
"24","Bac Giang","217","Lang Giang","07393","Tien Luc","3673"
"24","Bac Giang","217","Lang Giang","07396","An Ha","2424"
"24","Bac Giang","217","Lang Giang","07399","Tan Thinh","2877"
"24","Bac Giang","217","Lang Giang","07402","My Ha","2015"
"24","Bac Giang","217","Lang Giang","07405","Huong Lac","2412"
"24","Bac Giang","217","Lang Giang","07408","Duong Duc","2142"
"24","Bac Giang","217","Lang Giang","07411","Tan Thanh","2932"
"24","Bac Giang","217","Lang Giang","07414","Yen My","2040"
"24","Bac Giang","217","Lang Giang","07417","Tan Hung","3072"
"24","Bac Giang","217","Lang Giang","07420","My Thai","2445"
"24","Bac Giang","217","Lang Giang","07423","Phi Mo","2791"
"24","Bac Giang","217","Lang Giang","07426","Xuong Lam","2510"
"24","Bac Giang","217","Lang Giang","07429","Xuan Huong","3492"
"24","Bac Giang","217","Lang Giang","07432","Tan Dinh","3655"
"24","Bac Giang","217","Lang Giang","07435","Dai Lam","1815"
"24","Bac Giang","217","Lang Giang","07438","Thai Dao","2809"
"24","Bac Giang","218","Luc Nam","07444","Doi Ngo","2356"
"24","Bac Giang","218","Luc Nam","07447","Luc Nam","1001"
"24","Bac Giang","218","Luc Nam","07450","Dong Hung","2458"
"24","Bac Giang","218","Luc Nam","07453","Dong Phu","2735"
"24","Bac Giang","218","Luc Nam","07456","Tam Di","4347"
"24","Bac Giang","218","Luc Nam","07459","Bao Son","3741"
"24","Bac Giang","218","Luc Nam","07462","Bao Dai","2650"
"24","Bac Giang","218","Luc Nam","07465","Thanh Lam","2820"
"24","Bac Giang","218","Luc Nam","07468","Tien Nha","1211"
"24","Bac Giang","218","Luc Nam","07471","Truong Giang","801"
"24","Bac Giang","218","Luc Nam","07474","Tien Hung","1834"
"24","Bac Giang","218","Luc Nam","07477","Phuong Son","2072"
"24","Bac Giang","218","Luc Nam","07480","Chu Dien","3110"
"24","Bac Giang","218","Luc Nam","07483","Cuong Son","1649"
"24","Bac Giang","218","Luc Nam","07486","Nghia Phuong","4027"
"24","Bac Giang","218","Luc Nam","07489","Vo Tranh","2443"
"24","Bac Giang","218","Luc Nam","07492","Binh Son","1692"
"24","Bac Giang","218","Luc Nam","07495","Lan Mau","2153"
"24","Bac Giang","218","Luc Nam","07498","Yen Son","2555"
"24","Bac Giang","218","Luc Nam","07501","Kham Lang","1543"
"24","Bac Giang","218","Luc Nam","07504","Huyen Son","1493"
"24","Bac Giang","218","Luc Nam","07507","Truong Son","1830"
"24","Bac Giang","218","Luc Nam","07510","Luc Son","1991"
"24","Bac Giang","218","Luc Nam","07513","Bac Lung","1762"
"24","Bac Giang","218","Luc Nam","07516","Vu Xa","972"
"24","Bac Giang","218","Luc Nam","07519","Cam Ly","2434"
"24","Bac Giang","218","Luc Nam","07522","Dan Hoi","1391"
"24","Bac Giang","219","Luc Ngan","07525","Chu","2242"
"24","Bac Giang","219","Luc Ngan","07528","Cam Son","1138"
"24","Bac Giang","219","Luc Ngan","07531","Tan Son","1913"
"24","Bac Giang","219","Luc Ngan","07534","Phong Minh","689"
"24","Bac Giang","219","Luc Ngan","07537","Phong Van","1292"
"24","Bac Giang","219","Luc Ngan","07540","Xa Ly","733"
"24","Bac Giang","219","Luc Ngan","07543","Ho Dap","1017"
"24","Bac Giang","219","Luc Ngan","07546","Son Hai","895"
"24","Bac Giang","219","Luc Ngan","07549","Thanh Hai","3945"
"24","Bac Giang","219","Luc Ngan","07552","Kien Lao","1839"
"24","Bac Giang","219","Luc Ngan","07555","Bien Son","1984"
"24","Bac Giang","219","Luc Ngan","07558","Kien Thanh","2324"
"24","Bac Giang","219","Luc Ngan","07561","Hong Giang","2652"
"24","Bac Giang","219","Luc Ngan","07564","Kim Son","583"
"24","Bac Giang","219","Luc Ngan","07567","Tan Hoa","1633"
"24","Bac Giang","219","Luc Ngan","07570","Giap Son","2291"
"24","Bac Giang","219","Luc Ngan","07573","Bien Dong","2038"
"24","Bac Giang","219","Luc Ngan","07576","Quy Son","4986"
"24","Bac Giang","219","Luc Ngan","07579","Tru Huu","2578"
"24","Bac Giang","219","Luc Ngan","07582","Phi Dien","1191"
"24","Bac Giang","219","Luc Ngan","07585","Nghia Ho","1897"
"24","Bac Giang","219","Luc Ngan","07588","Tan Quang","2532"
"24","Bac Giang","219","Luc Ngan","07591","Dong Coc","1341"
"24","Bac Giang","219","Luc Ngan","07594","Tan Lap","1975"
"24","Bac Giang","219","Luc Ngan","07597","Phu Nhuan","1067"
"24","Bac Giang","219","Luc Ngan","07600","My An","1638"
"24","Bac Giang","219","Luc Ngan","07603","Nam Duong","2108"
"24","Bac Giang","219","Luc Ngan","07606","Tan Moc","1604"
"24","Bac Giang","219","Luc Ngan","07609","Deo Gia","1112"
"24","Bac Giang","219","Luc Ngan","07612","Phuong Son","3239"
"24","Bac Giang","220","Son Dong","07615","An Chau","1255"
"24","Bac Giang","220","Son Dong","07616","Thanh Son","1296"
"24","Bac Giang","220","Son Dong","07618","Thach Son","130"
"24","Bac Giang","220","Son Dong","07621","Van Son","767"
"24","Bac Giang","220","Son Dong","07624","Huu San","594"
"24","Bac Giang","220","Son Dong","07627","Que Son","784"
"24","Bac Giang","220","Son Dong","07630","Phuc Thang","360"
"24","Bac Giang","220","Son Dong","07633","Chien Son","641"
"24","Bac Giang","220","Son Dong","07636","Giao Liem","738"
"24","Bac Giang","220","Son Dong","07639","Vinh Khuong","546"
"24","Bac Giang","220","Son Dong","07642","Cam Dan","987"
"24","Bac Giang","220","Son Dong","07645","An Lac","840"
"24","Bac Giang","220","Son Dong","07648","An Lap","1499"
"24","Bac Giang","220","Son Dong","07651","Yen Dinh","1113"
"24","Bac Giang","220","Son Dong","07654","Le Vien","921"
"24","Bac Giang","220","Son Dong","07657","An Chau","1249"
"24","Bac Giang","220","Son Dong","07660","An Ba","958"
"24","Bac Giang","220","Son Dong","07663","Tuan Dao","1155"
"24","Bac Giang","220","Son Dong","07666","Duong Huu","1403"
"24","Bac Giang","220","Son Dong","07669","Bong Am","256"
"24","Bac Giang","220","Son Dong","07672","Long Son","1295"
"24","Bac Giang","220","Son Dong","07675","Tuan Mau","591"
"24","Bac Giang","220","Son Dong","07678","Thanh Luan","768"
"24","Bac Giang","221","Yen Dung","07681","Neo","1979"
"24","Bac Giang","221","Yen Dung","07682","Tan Dan","1880"
"24","Bac Giang","221","Yen Dung","07684","Lao Ho","968"
"24","Bac Giang","221","Yen Dung","07690","Huong Gian","2613"
"24","Bac Giang","221","Yen Dung","07693","Tan An","1163"
"24","Bac Giang","221","Yen Dung","07702","Quynh Son","1676"
"24","Bac Giang","221","Yen Dung","07708","Noi Hoang","2421"
"24","Bac Giang","221","Yen Dung","07711","Tien Phong","2196"
"24","Bac Giang","221","Yen Dung","07714","Xuan Phu","2055"
"24","Bac Giang","221","Yen Dung","07717","Tan Lieu","1532"
"24","Bac Giang","221","Yen Dung","07720","Tri Yen","1216"
"24","Bac Giang","221","Yen Dung","07723","Lang Son","1716"
"24","Bac Giang","221","Yen Dung","07726","Yen Lu","3691"
"24","Bac Giang","221","Yen Dung","07729","Tien Dung","2139"
"24","Bac Giang","221","Yen Dung","07732","Nham Son","1700"
"24","Bac Giang","221","Yen Dung","07735","Duc Giang","2027"
"24","Bac Giang","221","Yen Dung","07738","Canh Thuy","2224"
"24","Bac Giang","221","Yen Dung","07741","Tu Mai","2401"
"24","Bac Giang","221","Yen Dung","07744","Thang Cuong","793"
"24","Bac Giang","221","Yen Dung","07747","Dong Viet","1928"
"24","Bac Giang","221","Yen Dung","07750","Dong Phuc","2315"
"24","Bac Giang","222","Viet Yen","07753"," Bich Dong","2203"
"24","Bac Giang","222","Viet Yen","07756","Nenh","3141"
"24","Bac Giang","222","Viet Yen","07759","Thuong Lan","2136"
"24","Bac Giang","222","Viet Yen","07762","Viet Tien","2715"
"24","Bac Giang","222","Viet Yen","07765","Nghia Trung","2980"
"24","Bac Giang","222","Viet Yen","07768","Minh Duc","3691"
"24","Bac Giang","222","Viet Yen","07771","Huong Mai","2890"
"24","Bac Giang","222","Viet Yen","07774","Tu Lan","1989"
"24","Bac Giang","222","Viet Yen","07777","Bich Son","2305"
"24","Bac Giang","222","Viet Yen","07780","Trung Son","2817"
"24","Bac Giang","222","Viet Yen","07783","Hong Thai","2502"
"24","Bac Giang","222","Viet Yen","07786","Tien Son","2948"
"24","Bac Giang","222","Viet Yen","07789","Tang Tien","3760"
"24","Bac Giang","222","Viet Yen","07792","Quang Minh","2871"
"24","Bac Giang","222","Viet Yen","07795","Hoang Ninh","8479"
"24","Bac Giang","222","Viet Yen","07798","Ninh Son","2200"
"24","Bac Giang","222","Viet Yen","07801","Van Trung","3352"
"24","Bac Giang","222","Viet Yen","07804","Van Ha","2162"
"24","Bac Giang","222","Viet Yen","07807","Quang Chau","5386"
"24","Bac Giang","223","Hiep Hoa","07810","Thang","1621"
"24","Bac Giang","223","Hiep Hoa","07813","Dong Tan","804"
"24","Bac Giang","223","Hiep Hoa","07816","Thanh Van","1213"
"24","Bac Giang","223","Hiep Hoa","07819","Hoang Luong","1543"
"24","Bac Giang","223","Hiep Hoa","07822","Hoang Van","1479"
"24","Bac Giang","223","Hiep Hoa","07825","Hoang Thanh","1456"
"24","Bac Giang","223","Hiep Hoa","07828","Hoang An","1823"
"24","Bac Giang","223","Hiep Hoa","07831","Ngoc Son","2642"
"24","Bac Giang","223","Hiep Hoa","07834","Thai Son","1321"
"24","Bac Giang","223","Hiep Hoa","07837","Hoa Son","1415"
"24","Bac Giang","223","Hiep Hoa","07840","Duc Thang","3518"
"24","Bac Giang","223","Hiep Hoa","07843","Quang Minh","1280"
"24","Bac Giang","223","Hiep Hoa","07846","Luong Phong","4013"
"24","Bac Giang","223","Hiep Hoa","07849","Hung Son","1163"
"24","Bac Giang","223","Hiep Hoa","07852","Dai Thanh","1070"
"24","Bac Giang","223","Hiep Hoa","07855","Thuong Thang","2420"
"24","Bac Giang","223","Hiep Hoa","07858","Hop Thinh","2688"
"24","Bac Giang","223","Hiep Hoa","07861","Danh Thang","2172"
"24","Bac Giang","223","Hiep Hoa","07864","Mai Trung","3721"
"24","Bac Giang","223","Hiep Hoa","07867","Doan Bai","3255"
"24","Bac Giang","223","Hiep Hoa","07870","Bac Ly","3272"
"24","Bac Giang","223","Hiep Hoa","07873","Xuan Cam","2548"
"24","Bac Giang","223","Hiep Hoa","07876","Huong Lam","3179"
"24","Bac Giang","223","Hiep Hoa","07879","Dong Lo","3729"
"24","Bac Giang","223","Hiep Hoa","07882","Chau Minh","2278"
"24","Bac Giang","223","Hiep Hoa","07885","Mai Dinh","3102"
"25","Phu Tho","227","Viet Tri","07888","Duu Lau","3317"
"25","Phu Tho","227","Viet Tri","07891","Van Co","1948"
"25","Phu Tho","227","Viet Tri","07894","Nong Trang","4643"
"25","Phu Tho","227","Viet Tri","07897","Tan Dan","2110"
"25","Phu Tho","227","Viet Tri","07900","Gia Cam","4947"
"25","Phu Tho","227","Viet Tri","07903","Tien Cat","4620"
"25","Phu Tho","227","Viet Tri","07906","Tho Son","1669"
"25","Phu Tho","227","Viet Tri","07909","Thanh Mieu","3337"
"25","Phu Tho","227","Viet Tri","07912","Bach Hac","1918"
"25","Phu Tho","227","Viet Tri","07915","Ben Got","1608"
"25","Phu Tho","227","Viet Tri","07918","Van Phu","3592"
"25","Phu Tho","227","Viet Tri","07921","Phuong Lau","1212"
"25","Phu Tho","227","Viet Tri","07924","Thuy Van","4359"
"25","Phu Tho","227","Viet Tri","07927","Minh Phuong","2733"
"25","Phu Tho","227","Viet Tri","07930","Trung Vuong","2532"
"25","Phu Tho","227","Viet Tri","07933","Minh Nong","2571"
"25","Phu Tho","227","Viet Tri","07936","Song Lo","1280"
"25","Phu Tho","227","Viet Tri","08281","Kim Duc","2746"
"25","Phu Tho","227","Viet Tri","08287","Hung Lo","1905"
"25","Phu Tho","227","Viet Tri","08503","Hy Cuong","1775"
"25","Phu Tho","227","Viet Tri","08506","Chu Hoa","1711"
"25","Phu Tho","227","Viet Tri","08515","Thanh Dinh","2640"
"25","Phu Tho","227","Viet Tri","09622","Tan Duc","679"
"25","Phu Tho","228","Phu Tho","07939","Truong Thinh","1396"
"25","Phu Tho","228","Phu Tho","07942","Hung Vuong","1409"
"25","Phu Tho","228","Phu Tho","07945","Phong Chau","1166"
"25","Phu Tho","228","Phu Tho","07948","Au Co","2541"
"25","Phu Tho","228","Phu Tho","07951","Ha Loc","2584"
"25","Phu Tho","228","Phu Tho","07954","Phu Ho","3559"
"25","Phu Tho","228","Phu Tho","07957","Van Lung","2576"
"25","Phu Tho","228","Phu Tho","07960","Thanh Minh","1105"
"25","Phu Tho","228","Phu Tho","07963","Ha Thach","3047"
"25","Phu Tho","228","Phu Tho","07966","Thanh Vinh","1079"
"25","Phu Tho","230","Doan Hung","07969","Doan Hung","2113"
"25","Phu Tho","230","Doan Hung","07972","Dong Khe","544"
"25","Phu Tho","230","Doan Hung","07975","Nghinh Xuyen","1078"
"25","Phu Tho","230","Doan Hung","07978","Hung Quan","1193"
"25","Phu Tho","230","Doan Hung","07981","Bang Luan","1511"
"25","Phu Tho","230","Doan Hung","07984","Van Du","1202"
"25","Phu Tho","230","Doan Hung","07987","Phuong Trung","520"
"25","Phu Tho","230","Doan Hung","07990","Que Lam","1159"
"25","Phu Tho","230","Doan Hung","07993","Minh Luong","820"
"25","Phu Tho","230","Doan Hung","07996","Bang Doan","976"
"25","Phu Tho","230","Doan Hung","07999","Chi Dam","2233"
"25","Phu Tho","230","Doan Hung","08002","Phong Phu","835"
"25","Phu Tho","230","Doan Hung","08005","Phuc Lai","961"
"25","Phu Tho","230","Doan Hung","08008","Ngoc Quan","1903"
"25","Phu Tho","230","Doan Hung","08011","Huu Do","787"
"25","Phu Tho","230","Doan Hung","08014","Dai Nghia","975"
"25","Phu Tho","230","Doan Hung","08017","Soc Dang","1062"
"25","Phu Tho","230","Doan Hung","08020","Phu Thu","551"
"25","Phu Tho","230","Doan Hung","08023","Tay Coc","1823"
"25","Phu Tho","230","Doan Hung","08026","Yen Kien","1102"
"25","Phu Tho","230","Doan Hung","08029","Hung Long","798"
"25","Phu Tho","230","Doan Hung","08032","Vu Quang","1298"
"25","Phu Tho","230","Doan Hung","08035","Van Don","1512"
"25","Phu Tho","230","Doan Hung","08038","Tieu Son","1533"
"25","Phu Tho","230","Doan Hung","08041","Minh Tien","764"
"25","Phu Tho","230","Doan Hung","08044","Minh Phu","1339"
"25","Phu Tho","230","Doan Hung","08047","Chan Mong","1026"
"25","Phu Tho","230","Doan Hung","08050","Ca Dinh","931"
"25","Phu Tho","231","Ha Hoa","08053","Ha Hoa","2815"
"25","Phu Tho","231","Ha Hoa","08056","Dai Pham","1412"
"25","Phu Tho","231","Ha Hoa","08059","Hau Bong","598"
"25","Phu Tho","231","Ha Hoa","08062","Dan Ha","686"
"25","Phu Tho","231","Ha Hoa","08065","Ha Luong","845"
"25","Phu Tho","231","Ha Hoa","08068","Lenh Khanh","626"
"25","Phu Tho","231","Ha Hoa","08071","Phu Khanh","961"
"25","Phu Tho","231","Ha Hoa","08074","Lien Phuong","565"
"25","Phu Tho","231","Ha Hoa","08077","Dan Thuong","722"
"25","Phu Tho","231","Ha Hoa","08080","Hien Luong","944"
"25","Phu Tho","231","Ha Hoa","08083","Dong Lam","1024"
"25","Phu Tho","231","Ha Hoa","08086","Lam Loi","684"
"25","Phu Tho","231","Ha Hoa","08089","Phuong Vien","957"
"25","Phu Tho","231","Ha Hoa","08092","Gia Dien","986"
"25","Phu Tho","231","Ha Hoa","08095","Am Ha","1124"
"25","Phu Tho","231","Ha Hoa","08098","Quan Khe","617"
"25","Phu Tho","231","Ha Hoa","08101","Y Son","711"
"25","Phu Tho","231","Ha Hoa","08104","Huong Xa","1763"
"25","Phu Tho","231","Ha Hoa","08107","Cao Dien","764"
"25","Phu Tho","231","Ha Hoa","08110","Xuan Ang","1230"
"25","Phu Tho","231","Ha Hoa","08113","Yen Ky","1534"
"25","Phu Tho","231","Ha Hoa","08116","Chue Luu","817"
"25","Phu Tho","231","Ha Hoa","08119","Minh Hac","752"
"25","Phu Tho","231","Ha Hoa","08122","Lang Son","1114"
"25","Phu Tho","231","Ha Hoa","08125","Bang Gia","1066"
"25","Phu Tho","231","Ha Hoa","08128","Yen Luat","1051"
"25","Phu Tho","231","Ha Hoa","08131","Vo Tranh","1410"
"25","Phu Tho","231","Ha Hoa","08134","Van Lang","1045"
"25","Phu Tho","231","Ha Hoa","08137","Chinh Cong","577"
"25","Phu Tho","231","Ha Hoa","08140","Minh Coi","681"
"25","Phu Tho","231","Ha Hoa","08143","Vinh Chan","1366"
"25","Phu Tho","231","Ha Hoa","08146","Mai Tung","386"
"25","Phu Tho","231","Ha Hoa","08149","Vu Cau","510"
"25","Phu Tho","232","Thanh Ba","08152","Thanh Ba","2454"
"25","Phu Tho","232","Thanh Ba","08155","Thanh Van","862"
"25","Phu Tho","232","Thanh Ba","08156","Van Linh","888"
"25","Phu Tho","232","Thanh Ba","08158","Dong Linh","873"
"25","Phu Tho","232","Thanh Ba","08161","Dai An","936"
"25","Phu Tho","232","Thanh Ba","08164","Hanh Cu","723"
"25","Phu Tho","232","Thanh Ba","08167","Thai Ninh","765"
"25","Phu Tho","232","Thanh Ba","08170","Dong Xuan","1386"
"25","Phu Tho","232","Thanh Ba","08173","Nang Yen","773"
"25","Phu Tho","232","Thanh Ba","08176","Yen Khe","1667"
"25","Phu Tho","232","Thanh Ba","08179","Ninh Dan","2370"
"25","Phu Tho","232","Thanh Ba","08182","Quang Nap","581"
"25","Phu Tho","232","Thanh Ba","08185","Vu Yen","711"
"25","Phu Tho","232","Thanh Ba","08188","Yen Noi","959"
"25","Phu Tho","232","Thanh Ba","08191","Phuong Linh","508"
"25","Phu Tho","232","Thanh Ba","08194","Vo Lao","1359"
"25","Phu Tho","232","Thanh Ba","08197","Khai Xuan","1763"
"25","Phu Tho","232","Thanh Ba","08200","Man Lan","1081"
"25","Phu Tho","232","Thanh Ba","08203","Thanh Xa","693"
"25","Phu Tho","232","Thanh Ba","08206","Chi Tien","1586"
"25","Phu Tho","232","Thanh Ba","08209","Dong Thanh","2116"
"25","Phu Tho","232","Thanh Ba","08212","Hoang Cuong","966"
"25","Phu Tho","232","Thanh Ba","08215","Son Cuong","1165"
"25","Phu Tho","232","Thanh Ba","08218","Thanh Ha","1123"
"25","Phu Tho","232","Thanh Ba","08221","Do Son","1741"
"25","Phu Tho","232","Thanh Ba","08224","Do Xuyen","2003"
"25","Phu Tho","232","Thanh Ba","08227","Luong Lo","1564"
"25","Phu Tho","233","Phu Ninh","08230","Phong Chau","4810"
"25","Phu Tho","233","Phu Ninh","08233","Phu My","1425"
"25","Phu Tho","233","Phu Ninh","08234","Le My","1161"
"25","Phu Tho","233","Phu Ninh","08236","Lien Hoa","1062"
"25","Phu Tho","233","Phu Ninh","08239","Tram Than","1264"
"25","Phu Tho","233","Phu Ninh","08242","Tri Quan","1176"
"25","Phu Tho","233","Phu Ninh","08245","Trung Giap","1118"
"25","Phu Tho","233","Phu Ninh","08248","Tien Phu","1415"
"25","Phu Tho","233","Phu Ninh","08251","Ha Giap","1102"
"25","Phu Tho","233","Phu Ninh","08254","Bao Thanh","1009"
"25","Phu Tho","233","Phu Ninh","08257","Phu Loc","2421"
"25","Phu Tho","233","Phu Ninh","08260","Gia Thanh","1024"
"25","Phu Tho","233","Phu Ninh","08263","Tien Du","1379"
"25","Phu Tho","233","Phu Ninh","08266","Phu Nham","1157"
"25","Phu Tho","233","Phu Ninh","08269","Binh Bo","1007"
"25","Phu Tho","233","Phu Ninh","08272","An Dao","1784"
"25","Phu Tho","233","Phu Ninh","08275","Tu Da","1229"
"25","Phu Tho","233","Phu Ninh","08278","Phu Ninh","2770"
"25","Phu Tho","233","Phu Ninh","08284","Vinh Phu","1159"
"25","Phu Tho","234","Yen Lap","08290","Yen Lap","2207"
"25","Phu Tho","234","Yen Lap","08293","My Lung","1357"
"25","Phu Tho","234","Yen Lap","08296","My Luong","1503"
"25","Phu Tho","234","Yen Lap","08299","Luong Son","2400"
"25","Phu Tho","234","Yen Lap","08302","Xuan An","891"
"25","Phu Tho","234","Yen Lap","08305","Xuan Vien","1103"
"25","Phu Tho","234","Yen Lap","08308","Xuan Thuy","1182"
"25","Phu Tho","234","Yen Lap","08311","Trung Son","1398"
"25","Phu Tho","234","Yen Lap","08314","Hung Long","1446"
"25","Phu Tho","234","Yen Lap","08317","Nga Hoang","436"
"25","Phu Tho","234","Yen Lap","08320","Dong Lac","1530"
"25","Phu Tho","234","Yen Lap","08323","Thuong Long","1546"
"25","Phu Tho","234","Yen Lap","08326","Dong Thinh","1919"
"25","Phu Tho","234","Yen Lap","08329","Phuc Khanh","1621"
"25","Phu Tho","234","Yen Lap","08332","Minh Hoa","1029"
"25","Phu Tho","234","Yen Lap","08335","Ngoc Lap","1698"
"25","Phu Tho","234","Yen Lap","08338","Ngoc Dong","1034"
"25","Phu Tho","235","Cam Khe","08341","Song Thao","2010"
"25","Phu Tho","235","Cam Khe","08344","Tien Luong","1401"
"25","Phu Tho","235","Cam Khe","08347","Tuy Loc","2160"
"25","Phu Tho","235","Cam Khe","08350","Ngo Xa","1866"
"25","Phu Tho","235","Cam Khe","08353","Phuong Xa","1227"
"25","Phu Tho","235","Cam Khe","08356","Phuong Vi","2058"
"25","Phu Tho","235","Cam Khe","08359","Dong Cam","752"
"25","Phu Tho","235","Cam Khe","08362","Thuy Lieu","983"
"25","Phu Tho","235","Cam Khe","08365","Phung Xa","1018"
"25","Phu Tho","235","Cam Khe","08368","Son Nga","559"
"25","Phu Tho","235","Cam Khe","08371","Sai Nga","1286"
"25","Phu Tho","235","Cam Khe","08374","Tung Khe","816"
"25","Phu Tho","235","Cam Khe","08377","Tam Son","1220"
"25","Phu Tho","235","Cam Khe","08380","Van Ban","1609"
"25","Phu Tho","235","Cam Khe","08383","Cap Dan","1337"
"25","Phu Tho","235","Cam Khe","08386","Thanh Nga","705"
"25","Phu Tho","235","Cam Khe","08389","Xuong Thinh","970"
"25","Phu Tho","235","Cam Khe","08392","Phu Khe","842"
"25","Phu Tho","235","Cam Khe","08395","Son Tinh","1675"
"25","Phu Tho","235","Cam Khe","08398","Yen Tap","1175"
"25","Phu Tho","235","Cam Khe","08401","Huong Lung","1637"
"25","Phu Tho","235","Cam Khe","08404","Ta Xa","2164"
"25","Phu Tho","235","Cam Khe","08407","Phu Lac","1170"
"25","Phu Tho","235","Cam Khe","08410","Tinh Cuong","1001"
"25","Phu Tho","235","Cam Khe","08413","Chuong Xa","1013"
"25","Phu Tho","235","Cam Khe","08416","Hien Da","556"
"25","Phu Tho","235","Cam Khe","08419","Van Khuc","1483"
"25","Phu Tho","235","Cam Khe","08422","Yen Duong","1087"
"25","Phu Tho","235","Cam Khe","08425","Cat Tru","808"
"25","Phu Tho","235","Cam Khe","08428","Dieu Luong","1373"
"25","Phu Tho","235","Cam Khe","08431","Dong Luong","1454"
"25","Phu Tho","236","Tam Nong","08434","Hung Hoa","1228"
"25","Phu Tho","236","Tam Nong","08437","Vuc Truong","722"
"25","Phu Tho","236","Tam Nong","08440","Hien Quan","1968"
"25","Phu Tho","236","Tam Nong","08443","Huong Nha","1074"
"25","Phu Tho","236","Tam Nong","08446","Thanh Uyen","1658"
"25","Phu Tho","236","Tam Nong","08449","Xuan Quang","1282"
"25","Phu Tho","236","Tam Nong","08452","Tu My","1026"
"25","Phu Tho","236","Tam Nong","08455","Van Luong","1237"
"25","Phu Tho","236","Tam Nong","08458","Hung Do","552"
"25","Phu Tho","236","Tam Nong","08461","Phuong Thinh","783"
"25","Phu Tho","236","Tam Nong","08464","Tam Cuong","750"
"25","Phu Tho","236","Tam Nong","08467","Co Tiet","1929"
"25","Phu Tho","236","Tam Nong","08470","Quang Huc","1048"
"25","Phu Tho","236","Tam Nong","08473","Huong Non","1886"
"25","Phu Tho","236","Tam Nong","08476","Te Le","1232"
"25","Phu Tho","236","Tam Nong","08479","Tho Van","950"
"25","Phu Tho","236","Tam Nong","08482","Di Nau","1217"
"25","Phu Tho","236","Tam Nong","08485","Hong Da","1063"
"25","Phu Tho","236","Tam Nong","08488","Dau Duong","650"
"25","Phu Tho","236","Tam Nong","08491","Thuong Nong","1057"
"25","Phu Tho","237","Lam Thao","08494","Lam Thao","2489"
"25","Phu Tho","237","Lam Thao","08497","Tien Kien","2361"
"25","Phu Tho","237","Lam Thao","08498","Hung Son","2951"
"25","Phu Tho","237","Lam Thao","08500","Xuan Lung","1631"
"25","Phu Tho","237","Lam Thao","08509","Xuan Huy","1333"
"25","Phu Tho","237","Lam Thao","08512","Thach Son","2251"
"25","Phu Tho","237","Lam Thao","08518","Son Vi","3027"
"25","Phu Tho","237","Lam Thao","08521","Hop Hai","951"
"25","Phu Tho","237","Lam Thao","08524","Son Duong","1301"
"25","Phu Tho","237","Lam Thao","08527","Cao Xa","2924"
"25","Phu Tho","237","Lam Thao","08530","Kinh Ke","1631"
"25","Phu Tho","237","Lam Thao","08533","Vinh Lai","2308"
"25","Phu Tho","237","Lam Thao","08536","Tu Xa","2535"
"25","Phu Tho","237","Lam Thao","08539","Ban Nguyen","2488"
"25","Phu Tho","238","Thanh Son","08542","Thanh Son","4423"
"25","Phu Tho","238","Thanh Son","08563","Son Hung","1343"
"25","Phu Tho","238","Thanh Son","08572","Dich Qua","1998"
"25","Phu Tho","238","Thanh Son","08575","Giap Lai","984"
"25","Phu Tho","238","Thanh Son","08581","Thuc Luyen","1479"
"25","Phu Tho","238","Thanh Son","08584","Vo Mieu","3246"
"25","Phu Tho","238","Thanh Son","08587","Thach Khoan","1357"
"25","Phu Tho","238","Thanh Son","08602","Cu Thang","1398"
"25","Phu Tho","238","Thanh Son","08605","Tat Thang","1170"
"25","Phu Tho","238","Thanh Son","08611","Van Mieu","1935"
"25","Phu Tho","238","Thanh Son","08614","Cu Dong","1164"
"25","Phu Tho","238","Thanh Son","08623","Thang Son","890"
"25","Phu Tho","238","Thanh Son","08629","Tan Minh","1115"
"25","Phu Tho","238","Thanh Son","08632","Huong Can","1843"
"25","Phu Tho","238","Thanh Son","08635","Kha Cuu","1159"
"25","Phu Tho","238","Thanh Son","08638","Dong Cuu","796"
"25","Phu Tho","238","Thanh Son","08641","Tan Lap","1224"
"25","Phu Tho","238","Thanh Son","08644","Yen Lang","911"
"25","Phu Tho","238","Thanh Son","08647","Yen Luong","1023"
"25","Phu Tho","238","Thanh Son","08650","Thuong Cuu","815"
"25","Phu Tho","238","Thanh Son","08653","Luong Nha","1066"
"25","Phu Tho","238","Thanh Son","08656","Yen Son","1738"
"25","Phu Tho","238","Thanh Son","08659","Tinh Nhue","755"
"25","Phu Tho","239","Thanh Thuy","08662","Dao Xa","3411"
"25","Phu Tho","239","Thanh Thuy","08665","Thach Dong","1422"
"25","Phu Tho","239","Thanh Thuy","08668","Xuan Loc","1734"
"25","Phu Tho","239","Thanh Thuy","08671","Tan Phuong","997"
"25","Phu Tho","239","Thanh Thuy","08674","Thanh Thuy","1530"
"25","Phu Tho","239","Thanh Thuy","08677","Son Thuy","2160"
"25","Phu Tho","239","Thanh Thuy","08680","Bao Yen","1260"
"25","Phu Tho","239","Thanh Thuy","08683","Doan Ha","995"
"25","Phu Tho","239","Thanh Thuy","08686","Dong Luan","1411"
"25","Phu Tho","239","Thanh Thuy","08689","Hoang Xa","3310"
"25","Phu Tho","239","Thanh Thuy","08692","Trung Thinh","554"
"25","Phu Tho","239","Thanh Thuy","08695","Trung Nghia","1103"
"25","Phu Tho","239","Thanh Thuy","08698","Phuong Mao","773"
