"MATINH","MAXA","MADIABAN","weight_final_rice","panel","weight_rice_DNA","weight_cass","weight_gift","weight_coffee"
"01","00379","009",1224.5229204804,2022,NA,NA,NA,NA
"01","00400","011",2860.18611773414,2022,NA,NA,NA,NA
"01","00415","003",989.081425190113,2022,NA,NA,NA,NA
"01","00433","007",2022.79269291344,2022,NA,NA,NA,NA
"01","00460","011",1201.40792292377,2022,NA,NA,NA,NA
"01","00484","026",1587.05260688237,2022,NA,NA,NA,NA
"01","00499","025",1234.86347151636,2022,NA,NA,NA,NA
"01","00508","034",1810.19898465379,2022,NA,NA,NA,NA
"01","00529","008",847.029336545053,2022,NA,NA,NA,NA
"01","00553","021",2759.29895930636,2022,NA,NA,NA,NA
"01","00568","006",3241.0445288789,2022,NA,NA,NA,NA
"02","00706","007",379.307381929369,2022,NA,NA,NA,NA
"02","00709","001",341.786766507385,2022,NA,NA,NA,NA
"02","00712","003",95.0159761176627,2022,NA,NA,NA,NA
"02","00724","002",237.911726285688,2022,NA,NA,NA,NA
"02","00820","021",817.148139604387,2022,NA,NA,NA,NA
"02","00844","012",395.146742078265,2022,NA,NA,NA,NA
"02","00847","007",584.914192603391,2022,NA,NA,NA,NA
"02","00859","018",345.976580875209,2022,NA,NA,NA,NA
"02","00898","003",281.917328053669,2022,NA,NA,NA,NA
"02","00925","009",345.772247272386,2022,9116.68447199795,NA,NA,NA
"02","00979","012",312.142645007707,2022,NA,NA,NA,NA
"02","00982","010",359.742175367543,2022,NA,NA,NA,NA
"02","00985","007",357.909897192424,2022,NA,NA,NA,NA
"02","01006","007",475.447284953401,2022,NA,NA,NA,NA
"02","01069","001",341.063673693265,2022,NA,NA,NA,NA
"02","01081","003",333.140809809997,2022,NA,NA,NA,NA
"02","01099","008",371.347025226878,2022,NA,NA,NA,NA
"02","01102","006",123.971448154867,2022,NA,NA,NA,NA
"02","01126","003",338.750235244081,2022,NA,NA,NA,NA
"02","01186","011",428.180057948132,2022,7827.35999772596,NA,NA,NA
"02","01189","008",346.829046603716,2022,NA,NA,NA,NA
"02","01195","001",334.440012935885,2022,NA,NA,NA,NA
"02","01198","005",361.446818073272,2022,NA,NA,NA,NA
"02","01246","006",366.137776422538,2022,NA,NA,NA,NA
"02","01264","007",331.47478086751,2022,NA,NA,NA,NA
"04","01267","005",187.623153929935,2022,NA,NA,NA,NA
"04","01270","016",257.97979130706,2022,NA,NA,NA,NA
"04","01282","010",760.759026744407,2022,NA,NA,NA,NA
"04","01285","008",768.660607240917,2022,NA,NA,NA,NA
"04","01297","005",213.352042846088,2022,NA,NA,NA,NA
"04","01316","003",234.521621609287,2022,NA,NA,NA,NA
"04","01318","003",248.13979438375,2022,NA,NA,NA,NA
"04","01321","011",78.4009166627063,2022,NA,NA,NA,NA
"04","01336","001",2356.08448357205,2022,NA,NA,NA,NA
"04","01387","001",390.127845533877,2022,NA,NA,NA,NA
"04","01393","002",214.212326963341,2022,NA,NA,NA,NA
"04","01399","002",232.516704173876,2022,NA,NA,NA,NA
"04","01477","006",130.121018718532,2022,NA,NA,NA,NA
"04","01481","001",237.862716846305,2022,NA,NA,NA,NA
"04","01498","004",243.61854590109,2022,NA,NA,NA,NA
"04","01501","006",229.36419744286,2022,NA,NA,NA,NA
"04","01522","005",281.101406373441,2022,NA,NA,NA,NA
"04","01573","004",230.211412533622,2022,NA,NA,NA,NA
"04","01594","002",526.626282894617,2022,13885.1099059701,NA,NA,NA
"04","01603","004",259.244116313088,2022,5468.21632630691,NA,NA,NA
"04","01609","001",232.077379369835,2022,NA,NA,NA,NA
"04","01648","010",218.479209705945,2022,NA,NA,NA,NA
"04","01657","009",128.805818753012,2022,NA,NA,NA,NA
"04","01666","003",256.651146853723,2022,NA,NA,NA,NA
"04","01675","003",161.376589761184,2022,NA,NA,NA,NA
"04","01687","007",242.528739599134,2022,NA,NA,NA,NA
"04","01705","013",335.054473075529,2022,NA,NA,NA,NA
"04","01720","005",215.469697138337,2022,NA,NA,NA,NA
"04","01726","001",143.452822756892,2022,NA,NA,NA,NA
"04","01756","006",238.185263905532,2022,NA,NA,NA,NA
"04","01768","004",216.336260363504,2022,NA,NA,NA,NA
"04","01792","007",278.596816089047,2022,NA,NA,NA,NA
"04","01807","001",245.681745935639,2022,NA,NA,NA,NA
"06","01837","012",80.2035057190738,2022,NA,NA,NA,NA
"06","01852","008",171.863736106424,2022,NA,NA,NA,NA
"06","01858","004",149.543632003934,2022,NA,NA,NA,NA
"06","01864","002",83.568497488964,2022,NA,NA,NA,NA
"06","01870","006",172.96149610934,2022,3161.828465998,NA,NA,NA
"06","01879","001",176.170905733878,2022,NA,NA,NA,NA
"06","01882","013",176.409618734001,2022,NA,NA,NA,NA
"06","01912","007",131.940056033277,2022,2411.9346464699,NA,NA,NA
"06","01912","009",123.327129007453,2022,NA,NA,NA,NA
"06","01924","008",202.765551080762,2022,NA,NA,NA,NA
"06","01933","010",150.720331639705,2022,NA,NA,NA,NA
"06","01936","018",168.552159783226,2022,NA,NA,NA,NA
"06","01960","001",150.251096417737,2022,NA,NA,NA,NA
"06","01975","003",144.839331350743,2022,NA,NA,NA,NA
"06","01978","002",138.970267152291,2022,NA,NA,NA,NA
"06","02020","012",276.784615982816,2022,NA,NA,NA,NA
"06","02023","003",138.385966915502,2022,NA,NA,NA,NA
"06","02035","003",181.07281385718,2022,NA,NA,NA,NA
"06","02050","006",140.462039239867,2022,NA,NA,NA,NA
"06","02059","003",161.407916451946,2022,NA,NA,NA,NA
"06","02071","004",183.107841726542,2022,NA,NA,NA,NA
"06","02077","004",140.891515085272,2022,NA,NA,NA,NA
"06","02092","003",244.18807450295,2022,NA,NA,NA,NA
"06","02113","003",159.933551651129,2022,NA,NA,NA,NA
"06","02116","004",124.071064178992,2022,NA,NA,NA,NA
"06","02125","001",143.733135699093,2022,3537.04405013576,NA,NA,NA
"06","02131","008",221.069939410338,2022,NA,NA,NA,NA
"06","02173","005",151.999335938104,2022,NA,NA,NA,NA
"06","02176","005",141.840229371704,2022,NA,NA,NA,NA
"06","02188","003",160.906965421658,2022,NA,NA,NA,NA
"08","02209","004",562.863902936468,2022,NA,NA,NA,NA
"08","02215","003",743.250047580775,2022,NA,NA,NA,NA
"08","02221","015",55.8523218168134,2022,NA,NA,NA,NA
"08","02233","006",397.687156472987,2022,NA,NA,NA,NA
"08","02251","005",367.556036481774,2022,NA,NA,NA,NA
"08","02260","011",321.325093452299,2022,6325.83992230787,NA,NA,NA
"08","02275","005",302.452740885194,2022,NA,NA,NA,NA
"08","02287","006",92.5093146040936,2022,NA,NA,NA,NA
"08","02296","004",360.332023603718,2022,NA,NA,NA,NA
"08","02326","001",482.177769603493,2022,NA,NA,NA,NA
"08","02335","010",356.092351315108,2022,NA,NA,NA,NA
"08","02338","007",303.496172610698,2022,NA,NA,NA,NA
"08","02353","016",497.329067340867,2022,NA,NA,NA,NA
"08","02365","009",572.614750244724,2022,NA,NA,NA,NA
"08","02383","006",477.652404495043,2022,NA,NA,NA,NA
"08","02395","014",478.81527220398,2022,NA,NA,NA,NA
"08","02401","005",4114.82697357064,2022,NA,NA,NA,NA
"08","02410","010",383.805116434185,2022,NA,NA,NA,NA
"08","02422","019",334.957091551743,2022,NA,NA,NA,NA
"08","02437","016",292.92717237187,2022,NA,NA,NA,NA
"08","02464","011",312.137179030851,2022,NA,NA,NA,NA
"08","02476","002",446.988590854585,2022,NA,NA,NA,NA
"08","02503","008",811.195660841797,2022,NA,NA,NA,NA
"08","02506","013",240.686074571376,2022,5076.77297060214,NA,NA,NA
"08","02530","008",331.070569143343,2022,6052.14671079072,NA,NA,NA
"08","02533","010",291.984519949182,2022,NA,NA,NA,NA
"08","02542","011",388.153214949418,2022,NA,NA,NA,NA
"08","02545","004",1732.16479689025,2022,NA,NA,NA,NA
"08","02572","016",374.80967620243,2022,NA,NA,NA,NA
"08","02578","013",362.109386437408,2022,NA,NA,NA,NA
"08","02590","010",350.486706840722,2022,NA,NA,NA,NA
"08","02593","003",430.440028831085,2022,NA,NA,NA,NA
"08","02614","019",795.440403001039,2022,NA,NA,NA,NA
"08","02623","007",338.798430619435,2022,NA,NA,NA,NA
"10","02677","018",236.710565533356,2022,NA,NA,NA,NA
"10","02680","008",275.895756582362,2022,NA,NA,NA,NA
"10","02683","007",469.936844979302,2022,NA,NA,NA,NA
"10","02686","007",221.648173013672,2022,NA,NA,NA,NA
"10","02701","010",265.131361305932,2022,NA,NA,NA,NA
"10","02722","006",331.884212091499,2022,NA,NA,NA,NA
"10","02761","018",309.467461104153,2022,NA,NA,NA,NA
"10","02764","007",340.743367197663,2022,NA,NA,NA,NA
"10","02770","005",358.099059121057,2022,NA,NA,NA,NA
"10","02809","001",120.458402277144,2022,NA,NA,NA,NA
"10","02812","004",340.944653632465,2022,NA,NA,NA,NA
"10","02827","002",953.564190700152,2022,NA,NA,NA,NA
"10","02863","005",352.749721066873,2022,NA,NA,NA,NA
"10","02890","005",231.99979345605,2022,7612.19496659762,NA,NA,NA
"10","02908","013",450.4149251826,2022,NA,NA,NA,NA
"10","02917","003",1946.41695607801,2022,NA,NA,NA,NA
"10","02920","014",945.602144058862,2022,NA,NA,NA,NA
"10","02926","005",1208.00037764737,2022,16986.8397431213,NA,NA,NA
"10","02959","010",266.811716255703,2022,6565.81232225005,NA,NA,NA
"10","02971","005",297.704350093127,2022,7326.03094669057,NA,NA,NA
"10","02977","002",445.931757076111,2022,NA,NA,NA,NA
"10","03022","005",295.022888953748,2022,NA,NA,NA,NA
"10","03034","001",277.518492087386,2022,NA,NA,NA,NA
"10","03052","003",306.790146899261,2022,NA,NA,NA,NA
"10","03061","004",328.60050133133,2022,NA,NA,NA,NA
"10","03085","001",277.092804180307,2022,NA,NA,NA,NA
"10","03106","009",311.136749710339,2022,NA,NA,NA,NA
"11","03124","002",57.7406141079331,2022,NA,NA,NA,NA
"11","03139","004",135.828133795386,2022,NA,NA,NA,NA
"11","03145","003",179.235845834035,2022,NA,NA,NA,NA
"11","03148","002",232.476524687055,2022,NA,NA,NA,NA
"11","03161","006",281.919054230092,2022,NA,NA,NA,NA
"11","03163","005",255.429890161116,2022,NA,NA,NA,NA
"11","03165","006",256.450023125877,2022,NA,NA,NA,NA
"11","03175","002",247.239939913827,2022,NA,NA,NA,NA
"11","03184","002",233.633422912305,2022,4928.0119283291,NA,NA,NA
"11","03190","001",245.374161781358,2022,NA,NA,NA,NA
"11","03197","005",217.556364169802,2022,NA,NA,NA,NA
"11","03202","001",238.788475590979,2022,NA,NA,NA,NA
"11","03208","012",215.976544929647,2022,NA,NA,NA,NA
"11","03214","008",307.510135814211,2022,4756.61104286916,NA,NA,NA
"11","03238","008",259.780612979225,2022,NA,NA,NA,NA
"11","03250","004",276.152999597705,2022,NA,NA,NA,NA
"11","03259","005",292.169449411435,2022,NA,NA,NA,NA
"11","03262","001",359.679221495243,2022,NA,NA,NA,NA
"11","03286","010",219.163916123855,2022,NA,NA,NA,NA
"11","03289","004",242.794597715298,2022,NA,NA,NA,NA
"11","03295","020",233.115653525779,2022,NA,NA,NA,NA
"11","03298","012",237.381459985205,2022,NA,NA,NA,NA
"11","03302","016",221.394597484884,2022,NA,NA,NA,NA
"11","03316","009",460.02111114536,2022,NA,NA,NA,NA
"11","03328","017",568.945442650399,2022,NA,NA,NA,NA
"11","03334","009",234.822579029708,2022,NA,NA,NA,NA
"11","03343","008",285.936720132623,2022,NA,NA,NA,NA
"11","03356","014",344.309763908046,2022,NA,NA,NA,NA
"11","03365","002",244.831881252988,2022,NA,NA,NA,NA
"11","03382","012",228.526979886472,2022,NA,NA,NA,NA
"12","03386","003",390.140205258637,2022,NA,NA,NA,NA
"12","03390","005",168.512682660025,2022,NA,NA,NA,NA
"12","03394","003",271.45225100348,2022,NA,NA,NA,NA
"12","03413","003",199.445998439161,2022,NA,NA,NA,NA
"12","03427","004",200.579928637964,2022,7051.36183420631,NA,NA,NA
"12","03430","005",185.991578742812,2022,NA,NA,NA,NA
"12","03442","007",213.22108681464,2022,NA,NA,NA,NA
"12","03469","007",193.646143471273,2022,NA,NA,NA,NA
"12","03478","004",161.243039623298,2022,NA,NA,NA,NA
"12","03481","008",866.905433034971,2022,NA,NA,NA,NA
"12","03496","004",172.822435364405,2022,NA,NA,NA,NA
"12","03499","007",224.22245396898,2022,NA,NA,NA,NA
"12","03529","006",201.828208833164,2022,NA,NA,NA,NA
"12","03532","013",188.821724736396,2022,NA,NA,NA,NA
"12","03547","004",197.95021053606,2022,NA,NA,NA,NA
"12","03550","003",180.0229479137,2022,NA,NA,NA,NA
"12","03562","003",179.0529179387,2022,NA,NA,NA,NA
"12","03565","003",200.994604856823,2022,NA,NA,NA,NA
"12","03574","004",143.423337127131,2022,NA,NA,NA,NA
"12","03577","010",185.938302081735,2022,NA,NA,NA,NA
"12","03580","008",211.338405213807,2022,NA,NA,NA,NA
"12","03589","010",112.449511371534,2022,2371.88894664998,NA,NA,NA
"12","03602","003",198.609648744382,2022,NA,NA,NA,NA
"12","03605","005",189.754189039835,2022,NA,NA,NA,NA
"12","03613","018",165.510166754256,2022,NA,NA,NA,NA
"12","03618","022",314.456613080787,2022,8843.74573287971,NA,NA,NA
"12","03619","019",376.317865466555,2022,NA,NA,NA,NA
"12","03634","004",230.626194183167,2022,NA,NA,NA,NA
"12","03643","007",209.80738553536,2022,NA,NA,NA,NA
"14","03673","013",766.870913517451,2022,NA,NA,NA,NA
"14","03694","010",447.96419737488,2022,NA,NA,NA,NA
"14","03706","016",343.032205864199,2022,NA,NA,NA,NA
"14","03709","011",603.779022076167,2022,NA,NA,NA,NA
"14","03763","004",452.446842876655,2022,NA,NA,NA,NA
"14","03766","005",509.705138761708,2022,NA,NA,NA,NA
"14","03775","007",618.322074274386,2022,9781.66518168859,NA,NA,NA
"14","03778","003",614.659760712628,2022,NA,NA,NA,NA
"14","03796","001",446.666405769811,2022,NA,NA,NA,NA
"14","03808","011",274.842604948048,2022,NA,NA,NA,NA
"14","03835","006",475.672877424069,2022,NA,NA,NA,NA
"14","03850","008",831.846613779841,2022,NA,NA,NA,NA
"14","03910","016",574.613698632996,2022,NA,NA,NA,NA
"14","03925","006",441.760280182961,2022,NA,NA,NA,NA
"14","03928","006",486.190357714745,2022,9571.49764317939,NA,NA,NA
"14","03946","007",672.828858909973,2022,NA,NA,NA,NA
"14","03982","034",131.857183185525,2022,NA,NA,NA,NA
"14","04030","011",269.492759384703,2022,NA,NA,NA,NA
"14","04056","007",438.327632745064,2022,NA,NA,NA,NA
"14","04058","001",617.80641224176,2022,NA,NA,NA,NA
"14","04072","001",403.004243467059,2022,NA,NA,NA,NA
"14","04087","007",216.095083175378,2022,NA,NA,NA,NA
"14","04090","005",539.958418472286,2022,NA,NA,NA,NA
"14","04135","016",126.680213816569,2022,NA,NA,NA,NA
"14","04171","014",527.78467926367,2022,11132.5218908297,NA,NA,NA
"14","04189","003",469.363566104279,2022,NA,NA,NA,NA
"14","04195","019",428.519878789529,2022,NA,NA,NA,NA
"14","04231","013",2493.67168662479,2022,NA,NA,NA,NA
"14","04246","001",595.847433336471,2022,NA,NA,NA,NA
"15","04288","005",103.8859083179,2022,NA,NA,NA,NA
"15","04300","002",263.740946158241,2022,NA,NA,NA,NA
"15","04303","006",855.091295414869,2022,NA,NA,NA,NA
"15","04318","008",329.488099746979,2022,NA,NA,NA,NA
"15","04336","006",1247.60793892681,2022,NA,NA,NA,NA
"15","04366","004",414.95807199199,2022,NA,NA,NA,NA
"15","04378","004",444.793877250182,2022,NA,NA,NA,NA
"15","04381","002",390.725246135463,2022,NA,NA,NA,NA
"15","04393","001",315.459171783315,2022,NA,NA,NA,NA
"15","04420","002",337.684533966384,2022,NA,NA,NA,NA
"15","04429","001",480.610918675376,2022,NA,NA,NA,NA
"15","04435","008",544.875438580729,2022,10726.8149058227,NA,NA,NA
"15","04453","003",691.220027237957,2022,NA,NA,NA,NA
"15","04456","003",49.2836634870214,2022,NA,NA,NA,NA
"15","04501","005",460.160807888142,2022,NA,NA,NA,NA
"15","04504","003",3566.50479806883,2022,NA,NA,NA,NA
"15","04531","002",709.941410043552,2022,NA,NA,NA,NA
"15","04537","008",247.218844660978,2022,NA,NA,NA,NA
"15","04558","006",574.157555356238,2022,16147.5485614223,NA,NA,NA
"15","04570","010",304.064204042453,2022,NA,NA,NA,NA
"15","04597","004",675.145720892938,2022,NA,NA,NA,NA
"15","04651","001",436.847077051834,2022,6757.21346630761,NA,NA,NA
"15","04672","002",638.995008773398,2022,NA,NA,NA,NA
"15","04681","008",342.158392937505,2022,NA,NA,NA,NA
"15","04699","017",319.893310593298,2022,NA,NA,NA,NA
"15","04702","008",571.006618493751,2022,NA,NA,NA,NA
"15","04711","015",311.374595905606,2022,NA,NA,NA,NA
"15","04726","013",257.709271532009,2022,NA,NA,NA,NA
"15","04732","011",375.821185582217,2022,NA,NA,NA,NA
"15","04762","003",288.078734734913,2022,NA,NA,NA,NA
"15","04765","007",287.100055001109,2022,10092.9658524675,NA,NA,NA
"15","04780","001",426.533738956971,2022,NA,NA,NA,NA
"17","04789","006",2038.18038495851,2022,NA,NA,NA,NA
"17","04873","004",148.799688572621,2022,NA,NA,NA,NA
"17","04876","006",124.900753856613,2022,NA,NA,NA,NA
"17","04903","004",231.682079313225,2022,NA,NA,NA,NA
"17","04912","003",159.194175027911,2022,NA,NA,NA,NA
"17","04945","007",4900.78829585865,2022,NA,NA,NA,NA
"17","04975","003",228.57937886272,2022,NA,NA,NA,NA
"17","04978","006",13.6281239398133,2022,NA,NA,NA,NA
"17","04999","008",180.340587226408,2022,NA,NA,NA,NA
"17","05041","006",428.569331816747,2022,4519.89007604811,NA,NA,NA
"17","05086","003",246.10205370133,2022,NA,NA,NA,NA
"17","05092","003",171.902499467082,2022,NA,NA,NA,NA
"17","05104","002",199.523244790586,2022,5260.6606861425,NA,NA,NA
"17","05128","003",153.24486510665,2022,NA,NA,NA,NA
"17","05170","005",238.403631968326,2022,NA,NA,NA,NA
"17","05191","009",262.386647603905,2022,4612.08458214929,NA,NA,NA
"17","05281","002",247.922139830264,2022,NA,NA,NA,NA
"17","05281","007",244.797070840806,2022,NA,NA,NA,NA
"17","05284","004",265.06031773933,2022,NA,NA,NA,NA
"17","05290","009",200.12226454824,2022,NA,NA,NA,NA
"17","05344","001",230.955358507402,2022,NA,NA,NA,NA
"17","05347","004",188.949130754912,2022,NA,NA,NA,NA
"17","05356","005",380.864637343643,2022,NA,NA,NA,NA
"17","05374","001",223.042777953849,2022,NA,NA,NA,NA
"17","05425","001",534.023318326426,2022,NA,NA,NA,NA
"17","05428","017",201.723704460108,2022,NA,NA,NA,NA
"19","05437","020",509.606400038554,2022,NA,NA,NA,NA
"19","05455","020",1170.07391387142,2022,NA,NA,NA,NA
"19","05476","021",75.0967180806128,2022,NA,NA,NA,NA
"19","05497","018",1189.09288855273,2022,NA,NA,NA,NA
"19","05521","006",137.381508324802,2022,NA,NA,NA,NA
"19","05527","003",398.096107464732,2022,NA,NA,NA,NA
"19","05545","009",429.090844942789,2022,7240.62431087552,NA,NA,NA
"19","05566","010",434.259780523514,2022,NA,NA,NA,NA
"19","05572","001",838.197799759712,2022,NA,NA,NA,NA
"19","05587","005",413.800034902551,2022,NA,NA,NA,NA
"19","05599","012",691.790432593733,2022,NA,NA,NA,NA
"19","05605","006",479.445891571776,2022,NA,NA,NA,NA
"19","05611","004",309.687636903002,2022,NA,NA,NA,NA
"19","05614","004",368.053869981027,2022,NA,NA,NA,NA
"19","05647","016",1783.68474466132,2022,25082.0839715472,NA,NA,NA
"19","05665","016",509.558984411439,2022,NA,NA,NA,NA
"19","05674","003",264.144105879342,2022,NA,NA,NA,NA
"19","05689","001",474.281109650096,2022,NA,NA,NA,NA
"19","05734","003",460.422021754868,2022,NA,NA,NA,NA
"19","05746","013",483.115709549128,2022,NA,NA,NA,NA
"19","05749","005",458.482223150026,2022,NA,NA,NA,NA
"19","05797","007",366.932652885882,2022,NA,NA,NA,NA
"19","05803","014",423.914872268959,2022,NA,NA,NA,NA
"19","05812","004",549.537285761035,2022,6439.63775372365,NA,NA,NA
"19","05815","002",605.193098889008,2022,NA,NA,NA,NA
"19","05866","005",2092.93571529967,2022,NA,NA,NA,NA
"19","05872","014",407.873449248088,2022,NA,NA,NA,NA
"19","05887","001",646.480743563065,2022,NA,NA,NA,NA
"19","05899","005",1034.3301193918,2022,NA,NA,NA,NA
"19","05908","004",492.976879551263,2022,NA,NA,NA,NA
"19","05914","008",375.454443909332,2022,NA,NA,NA,NA
"19","05917","003",387.46171580797,2022,8172.70035028009,NA,NA,NA
"19","05938","005",449.147318849392,2022,NA,NA,NA,NA
"19","05947","011",451.057210425023,2022,NA,NA,NA,NA
"19","05959","010",429.650349187153,2022,NA,NA,NA,NA
"19","05962","003",399.128801357279,2022,NA,NA,NA,NA
"19","05965","002",261.265244389451,2022,NA,NA,NA,NA
"20","05989","010",923.421186755075,2022,NA,NA,NA,NA
"20","06010","001",531.51007376699,2022,NA,NA,NA,NA
"20","06040","003",270.646195056961,2022,NA,NA,NA,NA
"20","06046","011",300.233237094215,2022,NA,NA,NA,NA
"20","06088","008",358.67552025183,2022,NA,NA,NA,NA
"20","06112","004",386.948220971913,2022,NA,NA,NA,NA
"20","06151","009",317.246013760249,2022,NA,NA,NA,NA
"20","06181","004",359.739610370759,2022,NA,NA,NA,NA
"20","06196","008",336.515138835018,2022,NA,NA,NA,NA
"20","06199","007",333.151891283806,2022,NA,NA,NA,NA
"20","06217","002",314.788499103598,2022,6639.80974616642,NA,NA,NA
"20","06250","004",324.695996822148,2022,NA,NA,NA,NA
"20","06298","002",384.502392837222,2022,NA,NA,NA,NA
"20","06313","005",339.118265568625,2022,NA,NA,NA,NA
"20","06331","004",319.970526896139,2022,NA,NA,NA,NA
"20","06385","002",43.2030159243551,2022,NA,NA,NA,NA
"20","06394","006",333.172879278847,2022,NA,NA,NA,NA
"20","06397","005",313.073287839381,2022,NA,NA,NA,NA
"20","06400","007",303.442196823333,2022,NA,NA,NA,NA
"20","06415","004",1153.89668315101,2022,NA,NA,NA,NA
"20","06451","008",268.413489215298,2022,6605.22940926237,NA,NA,NA
"20","06454","005",1068.67512233157,2022,NA,NA,NA,NA
"20","06466","008",220.054848546669,2022,NA,NA,NA,NA
"20","06472","005",536.569630529036,2022,NA,NA,NA,NA
"20","06520","008",323.281073661322,2022,NA,NA,NA,NA
"20","06529","012",723.766315336365,2022,NA,NA,NA,NA
"20","06547","006",331.891586144017,2022,NA,NA,NA,NA
"20","06553","004",336.813461161342,2022,NA,NA,NA,NA
"20","06568","001",361.094986250053,2022,NA,NA,NA,NA
"20","06598","003",435.081350089485,2022,NA,NA,NA,NA
"22","06700","003",571.344333506977,2022,NA,NA,NA,NA
"22","06733","007",730.664559665931,2022,NA,NA,NA,NA
"22","06736","001",394.759763557384,2022,NA,NA,NA,NA
"22","06748","004",1853.12200650686,2022,NA,NA,NA,NA
"22","06799","002",905.197573608289,2022,NA,NA,NA,NA
"22","06832","021",669.30296469637,2022,NA,NA,NA,NA
"22","06868","003",441.866431133632,2022,NA,NA,NA,NA
"22","06880","010",523.692141871871,2022,NA,NA,NA,NA
"22","06904","001",793.125797730087,2022,NA,NA,NA,NA
"22","06928","005",534.297389273698,2022,NA,NA,NA,NA
"22","06979","007",665.498861460023,2022,NA,NA,NA,NA
"22","06988","016",680.030304297359,2022,NA,NA,NA,NA
"22","07048","004",1122.13650755541,2022,15779.4263780551,NA,NA,NA
"22","07084","005",1880.59568318964,2022,NA,NA,NA,NA
"22","07087","006",2453.61696274927,2022,NA,NA,NA,NA
"22","07096","004",4740.28944405944,2022,NA,NA,NA,NA
"22","07099","015",460.250694293387,2022,NA,NA,NA,NA
"22","07117","017",2802.38086216495,2022,NA,NA,NA,NA
"22","07126","015",528.533116524762,2022,NA,NA,NA,NA
"22","07150","010",1653.84930819182,2022,NA,NA,NA,NA
"22","07153","005",1220.71987578899,2022,25748.5510165836,NA,NA,NA
"22","07174","014",654.510490828492,2022,NA,NA,NA,NA
"24","07222","008",815.271823546767,2022,NA,NA,NA,NA
"24","07252","005",1343.55109318391,2022,NA,NA,NA,NA
"24","07264","009",566.145438622516,2022,NA,NA,NA,NA
"24","07285","004",662.625131807603,2022,NA,NA,NA,NA
"24","07306","003",1050.51102991257,2022,NA,NA,NA,NA
"24","07336","008",563.481550990961,2022,NA,NA,NA,NA
"24","07345","001",407.31347181325,2022,NA,NA,NA,NA
"24","07345","012",504.415628595733,2022,NA,NA,NA,NA
"24","07378","010",512.766862898917,2022,NA,NA,NA,NA
"24","07387","015",567.273954242988,2022,NA,NA,NA,NA
"24","07396","003",520.378174339264,2022,9512.79077552515,NA,NA,NA
"24","07402","016",516.293384173587,2022,NA,NA,NA,NA
"24","07417","018",562.221655623998,2022,NA,NA,NA,NA
"24","07426","012",645.191406143564,2022,NA,NA,NA,NA
"24","07432","018",435.452875846582,2022,NA,NA,NA,NA
"24","07435","002",534.550900971788,2022,9020.19303043577,NA,NA,NA
"24","07444","010",1323.09422429176,2022,NA,NA,NA,NA
"24","07462","003",705.970778926549,2022,NA,NA,NA,NA
"24","07480","010",474.791424860524,2022,NA,NA,NA,NA
"24","07486","009",943.25416177463,2022,NA,NA,NA,NA
"24","07504","004",634.337936624753,2022,NA,NA,NA,NA
"24","07510","012",764.345735488494,2022,NA,NA,NA,NA
"24","07522","008",549.678856076303,2022,NA,NA,NA,NA
"24","07648","012",442.980796052166,2022,9343.76006546458,NA,NA,NA
"24","07654","003",572.727811843095,2022,NA,NA,NA,NA
"24","07663","001",517.222886917334,2022,NA,NA,NA,NA
"24","07681","002",220.867883568927,2022,NA,NA,NA,NA
"24","07681","011",143.017107666312,2022,NA,NA,NA,NA
"24","07702","006",416.516993247367,2022,NA,NA,NA,NA
"24","07705","004",2535.7024101405,2022,NA,NA,NA,NA
"24","07720","008",555.323802249592,2022,NA,NA,NA,NA
"24","07759","013",593.436110448652,2022,NA,NA,NA,NA
"24","07762","009",542.415186369162,2022,NA,NA,NA,NA
"24","07780","017",523.651172341603,2022,NA,NA,NA,NA
"24","07789","018",3043.91823571732,2022,NA,NA,NA,NA
"24","07795","026",1092.98260551317,2022,NA,NA,NA,NA
"24","07801","005",871.115487255558,2022,NA,NA,NA,NA
"24","07831","011",809.884372945976,2022,NA,NA,NA,NA
"24","07843","004",564.966392994162,2022,NA,NA,NA,NA
"24","07846","006",478.535135495231,2022,10093.7050292254,NA,NA,NA
"24","07864","006",724.361745847662,2022,NA,NA,NA,NA
"24","07873","004",713.687946572906,2022,NA,NA,NA,NA
"24","07882","006",817.850605036067,2022,NA,NA,NA,NA
"24","07882","016",635.680537158468,2022,NA,NA,NA,NA
"25","07888","013",770.508595093029,2022,NA,NA,NA,NA
"25","07921","002",744.038745871998,2022,NA,NA,NA,NA
"25","07924","023",383.13380016892,2022,NA,NA,NA,NA
"25","07927","002",222.852917694416,2022,NA,NA,NA,NA
"25","07957","007",1056.88314647715,2022,29723.6738805952,NA,NA,NA
"25","07960","001",1643.66906763698,2022,23113.1906573172,NA,NA,NA
"25","07975","006",425.169672441505,2022,8968.07139679652,NA,NA,NA
"25","08038","006",1046.16403844863,2022,NA,NA,NA,NA
"25","08041","004",1109.48005885734,2022,NA,NA,NA,NA
"25","08071","003",587.511558738965,2022,NA,NA,NA,NA
"25","08125","003",452.550540359169,2022,NA,NA,NA,NA
"25","08140","003",818.740685557061,2022,NA,NA,NA,NA
"25","08143","007",563.547307310994,2022,NA,NA,NA,NA
"25","08173","007",549.179107494718,2022,NA,NA,NA,NA
"25","08197","010",1155.13659291267,2022,NA,NA,NA,NA
"25","08224","010",442.811715999277,2022,37360.7746913403,NA,NA,NA
