"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_MA","M4B12A1_C1","M4B12A1_C1_GHIRO","M4B12A1_C2","M4B12A1_C3","M4B12A1_C4","M4B12A1_C5","M4B12A1_C6"
"580","03268012014","11","099","03268","012","014",1,1,2,NA,"99","03268",2,NA,1170
"581","03568010002","12","109","03568","010","002",1,1,1,NA,"99","03574",2,NA,6000
"582","03568010007","12","109","03568","010","007",1,1,1,NA,"99","03574",2,NA,6000
"583","03568010012","12","109","03568","010","012",1,1,1,NA,"99","03574",3,NA,2000
"584","03568010013","12","109","03568","010","013",1,1,1,NA,"99","03574",2,NA,3500
"585","03568010016","12","109","03568","010","016",1,1,1,NA,"99","03574",2,NA,11000
"586","03709011006","14","118","03709","011","006",1,1,1,NA,"99","03754",10,NA,2800
"587","03709011008","14","118","03709","011","008",1,1,1,NA,"99","03787",10,NA,5600000
"588","03709011009","14","118","03709","011","009",1,1,1,NA,"99","03787",10,NA,2000
"589","03709011010","14","118","03709","011","010",1,1,1,NA,"99","03787",10,NA,20000
"590","03751003004","14","119","03751","003","004",1,1,2,NA,"99","04126",2,NA,6000
"591","03751003011","14","119","03751","003","011",1,1,1,NA,"99","03754",1,NA,420
"592","03766005001","14","119","03766","005","001",1,1,2,NA,"99","04126",3,NA,20000
"593","03766005004","14","119","03766","005","004",1,1,2,NA,"99","04108",4,NA,2860
"594","03766005005","14","119","03766","005","005",1,1,2,NA,"99","04126",3,NA,7100
"595","03766005006","14","119","03766","005","006",1,1,2,NA,"99","03766",1,NA,2640
"596","03766005007","14","119","03766","005","007",1,1,2,NA,"99","03766",5,NA,1200
"597","03766005008","14","119","03766","005","008",1,1,2,NA,"99","03766",9,NA,1200
"598","03766005009","14","119","03766","005","009",1,1,2,NA,"99","03766",5,NA,2400
"599","03766005011","14","119","03766","005","011",1,1,1,NA,"99","03754",1,NA,600
"600","03766005013","14","119","03766","005","013",1,1,1,NA,"99","03754",1,NA,960
"601","03766005014","14","119","03766","005","014",1,1,1,NA,"99","03754",1,NA,1200
"602","03766005015","14","119","03766","005","015",1,1,1,NA,"99","03754",1,NA,960
"603","03859012001","14","121","03859","012","001",1,1,2,NA,"99","03859",1,NA,6000
"604","03859012002","14","121","03859","012","002",1,1,2,NA,"99","03859",1,NA,30000
"605","03859012003","14","121","03859","012","003",1,1,2,NA,"99","03859",1,NA,12000
"606","03859012005","14","121","03859","012","005",1,1,2,NA,"99","03859",1,NA,5000
"607","03859012006","14","121","03859","012","006",1,1,2,NA,"99","03859",1,NA,10000
"608","03859012007","14","121","03859","012","007",1,1,2,NA,"99","03859",1,NA,30000
"609","03859012010","14","121","03859","012","010",1,1,2,NA,"99","03859",1,NA,10000
"610","03859012011","14","121","03859","012","011",1,1,2,NA,"99","03859",1,NA,6000
"611","03859012012","14","121","03859","012","012",1,1,1,NA,"99","03652",1,NA,18000
"612","03859012013","14","121","03859","012","013",1,1,1,NA,"99","03652",1,NA,36000
"613","03859012014","14","121","03859","012","014",1,1,1,NA,"99","03658",1,NA,6000
"614","03859012014","14","121","03859","012","014",1,3,1,NA,"99","03652",1,1200,4800
"615","03859012015","14","121","03859","012","015",1,1,2,NA,"99","03652",1,NA,36000
"616","03859012017","14","121","03859","012","017",1,1,2,NA,"99","03859",1,NA,20000
"617","03859012019","14","121","03859","012","019",1,1,2,NA,"99","03859",1,NA,40000
"618","04180003001","14","126","04180","003","001",1,3,2,NA,"99","04180",2,NA,14500
"619","04180003002","14","126","04180","003","002",1,3,2,NA,"99","04180",3,NA,28200
"620","04180003003","14","126","04180","003","003",1,3,2,NA,"99","04180",2,NA,42000
"621","04180003004","14","126","04180","003","004",1,3,2,NA,"99","04180",3,NA,30550
"622","04180003005","14","126","04180","003","005",1,3,2,NA,"99","04180",3,NA,11250
"623","04180003006","14","126","04180","003","006",1,3,2,NA,"99","04180",4,NA,4500
"624","04180003007","14","126","04180","003","007",1,3,2,NA,"99","04180",2,NA,5000
"625","04180003008","14","126","04180","003","008",1,3,2,NA,"99","04180",3,NA,12600
"626","04180003009","14","126","04180","003","009",1,3,2,NA,"99","04180",4,NA,40000
"627","04180003010","14","126","04180","003","010",1,3,1,NA,"99","04180",3,NA,10200
"628","04180003011","14","126","04180","003","011",1,3,2,NA,"99","04180",4,NA,6600
"629","04180003012","14","126","04180","003","012",1,1,2,NA,"99","04180",5,NA,4800
"630","04180003013","14","126","04180","003","013",1,1,2,NA,"99","04180",5,NA,7200
"631","04180003015","14","126","04180","003","015",1,3,1,NA,"99","04180",4,NA,17600
"632","04399007002","15","136","04399","007","002",1,1,3,NA,"Nhà máy sắn Đông Cuông","04399",3,NA,1920
"633","04399007003","15","136","04399","007","003",1,1,3,NA,"Nhà máy sắn Đông Cuông","04399",1,NA,9500
"634","04672002014","15","140","04672","002","014",1,1,4,NA,NA,NA,NA,0,500
"635","04672002014","15","140","04672","002","014",1,3,4,NA,NA,NA,NA,0,1500
"636","05266008013","17","157","05266","008","013",1,1,1,NA,"99","05344",3,NA,10000
"637","05386005002","17","158","05386","005","002",1,1,1,NA,"99","05386",10,NA,1620
"638","05386005003","17","158","05386","005","003",1,1,1,NA,"99","05386",10,NA,760
"639","05386005013","17","158","05386","005","013",1,1,2,NA,"99","05386",10,NA,17500
"640","10771008002","30","293","10771","008","002",1,1,1,NA,"99","10771",1,NA,8100
"641","10771008003","30","293","10771","008","003",1,1,1,NA,"99","10771",1,NA,11700
"642","10771008005","30","293","10771","008","005",1,1,1,NA,"99","10507",1,NA,36000
"643","14392004014","37","372","14392","004","014",1,1,4,NA,NA,NA,NA,0,5250
"644","14950009004","38","386","14950","009","004",1,1,1,NA,"nhà máy sắn Bá Thước","14980",7,NA,47000
"645","15046006002","38","388","15046","006","002",1,1,1,NA,"99","14980",10,NA,30000
"646","16204003011","38","402","16204","003","011",1,1,1,NA,"Nhà máy SX tinh bột sắn Hoá Quỳ","16186",1,NA,5000
"647","16741010007","40","415","16741","010","007",1,1,4,NA,NA,NA,NA,0,2040
"648","16741010009","40","415","16741","010","009",1,1,4,NA,NA,NA,NA,0,900
"649","16741010011","40","415","16741","010","011",1,1,4,NA,NA,NA,NA,200,700
"650","16741010014","40","415","16741","010","014",1,1,4,NA,NA,NA,NA,100,1000
"651","16741010015","40","415","16741","010","015",1,1,4,NA,NA,NA,NA,500,1500
"652","16771012001","40","415","16771","012","001",1,1,4,NA,NA,NA,NA,0,510
"653","16771012009","40","415","16771","012","009",1,1,4,NA,NA,NA,NA,0,800
"654","16771012011","40","415","16771","012","011",1,1,4,NA,NA,NA,NA,0,700
"655","17797001013","40","428","17797","001","013",1,1,3,NA,"công ty cổ phần nông thủy sản Nghệ An","17713",1,NA,3700
"656","19114023011","44","455","19114","023","011",1,1,1,NA,"99","19195",2,NA,20000
"657","19117001001","44","455","19117","001","001",1,1,1,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN QUẢNG BÌNH","19114",7,NA,2310
"658","19117001002","44","455","19117","001","002",1,1,1,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN QUẢNG BÌNH","19114",10,NA,2310
"659","19117001003","44","455","19117","001","003",1,1,1,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN QUẢNG BÌNH","19114",8,NA,6930
"660","19117001004","44","455","19117","001","004",1,1,1,NA,"công ty cổ phần tinh bột sắn","19114",10,NA,3880
"661","19117001005","44","455","19117","001","005",1,1,1,NA,"công ty cổ phần tinh bột sắn Quảng Bình","19114",5,NA,24000
"662","19117001008","44","455","19117","001","008",1,1,1,NA,"công ty cổ phần tinh bột sắn Quảng Bình","19114",10,NA,11800
"663","19117001009","44","455","19117","001","009",1,1,1,NA,"công ty cổ phần tinh bột sắn quảng bình","19114",8,NA,4480
"664","19117001012","44","455","19117","001","012",1,1,1,NA,"công ty cổ phần tinh bột sắn quảng bình","19114",9,NA,11820
"665","19117001014","44","455","19117","001","014",1,1,1,NA,"công ty cổ phần tinh bột sắn Quảng Bình","19114",8,NA,2800
"666","19117001015","44","455","19117","001","015",1,1,1,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN QUẢNG BÌNH","19114",9,NA,924
"667","19156003001","44","455","19156","003","001",1,1,1,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN QUẢNG BÌNH","19114",5,NA,19500
"668","19468004001","45","465","19468","004","001",1,1,3,NA,"Nha may tin bôt săn Hương hóa","19471",6,NA,50000
"669","19468004002","45","465","19468","004","002",1,1,3,NA,"Nhà máy tin bột sắn Hương hóa","19471",7,NA,40000
"670","19468004003","45","465","19468","004","003",1,1,3,NA,"Nha may tin bôt săn Hương hoa","19471",6,NA,8000
"671","19468004004","45","465","19468","004","004",1,1,1,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",3,NA,11000
"672","19468004005","45","465","19468","004","005",1,1,1,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",3,NA,8500
"673","19468004006","45","465","19468","004","006",1,1,1,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",2,NA,12000
"674","19468004007","45","465","19468","004","007",1,1,1,NA,"nhà máy tinh bột sắn hướng hóa","19471",5,NA,20000
"675","19468004008","45","465","19468","004","008",1,1,1,NA,"99","19471",4,NA,7000
"676","19468004009","45","465","19468","004","009",1,1,1,NA,"nhà máy tinh bột sắn Hướng Hóa","19471",5,NA,12000
"677","19468004010","45","465","19468","004","010",1,1,1,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",5,NA,33000
"678","19468004011","45","465","19468","004","011",1,1,1,NA,"nhà máy tinh bột sắn hướng hóa","19471",5,NA,1e+05
"679","19468004012","45","465","19468","004","012",1,1,1,NA,"nhà máy tinh bột sắn hướng hóa","19471",10,NA,17000
"680","19468004013","45","465","19468","004","013",1,1,1,NA,"nhà mây tinh bột sắn hướng hóa","19471",5,NA,10000
"681","19468004014","45","465","19468","004","014",1,1,1,NA,"nhà máy tinh bột sắn hướng hóa","19471",5,NA,34000
"682","19480001001","45","465","19480","001","001",1,1,3,NA,"Nhà máy tính bột sắn Hướng Hóa","19471",15,NA,67000
"683","19480001002","45","465","19480","001","002",1,1,3,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",8,NA,27000
"684","19480001003","45","465","19480","001","003",1,1,3,NA,"nhà máy tinh bột sắn hướng hóa","19471",10,NA,590000
"685","19480001004","45","465","19480","001","004",1,1,3,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",6,NA,80000
"686","19480001005","45","465","19480","001","005",1,1,3,NA,"nhà máy tinh bột sắn hướng hóa","19471",5,NA,21000
"687","19480001006","45","465","19480","001","006",1,1,3,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",4,NA,22000
"688","19480001007","45","465","19480","001","007",1,1,1,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",15,NA,8500
"689","19480001008","45","465","19480","001","008",1,1,3,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",16,NA,50000
"690","19480001009","45","465","19480","001","009",1,1,3,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",15,NA,150000
"691","19480001010","45","465","19480","001","010",1,1,3,NA,"nhà máy tinh bột sắn hướng hóa","19471",7,NA,280000
"692","19480001011","45","465","19480","001","011",1,1,1,NA,"nhà máy tinh bột sắn hướng hóa","19471",4,NA,80
"693","19480001012","45","465","19480","001","012",1,1,3,NA,"nhà máy tinh bột sắn hướng hóa","19471",4,NA,220000
"694","19480001013","45","465","19480","001","013",1,1,1,NA,"nhà máy tinh bột sắn hướng hóa","19471",6,NA,350000
"695","19480001014","45","465","19480","001","014",1,1,3,NA,"Nhà máy tinh bột sắn Hướng Hóa","19471",3,NA,20000
"696","19480001015","45","465","19480","001","015",1,1,1,NA,"nhà máy tinh bột sắn hướng hóa","19471",10,NA,6e+05
"697","19603006008","45","468","19603","006","008",1,1,1,NA,"nha may chê biên săn An Thai","19600",2,NA,900
"698","19603006012","45","468","19603","006","012",1,1,1,NA,"nha may chê biên săn An Thai","19600",3,NA,2700
"699","19603006013","45","468","19603","006","013",1,1,1,NA,"nha may chê biên săn An Thái","19600",2,NA,900
"700","19603006015","45","468","19603","006","015",1,1,1,NA,"nha may chê biên sắn An Thái","19600",2,NA,1250
"701","20035001010","46","480","20035","001","010",1,1,1,NA,"99","20035",2,NA,3000
"702","20035001011","46","480","20035","001","011",1,1,1,NA,"99","20035",3,NA,4500
"703","20044003014","46","481","20044","003","014",1,1,4,NA,NA,NA,NA,0,700
"704","20488005011","49","505","20488","005","011",1,1,4,NA,NA,NA,NA,0,2000
"705","20488005012","49","505","20488","005","012",1,1,4,NA,NA,NA,NA,0,600
"706","20702002008","49","510","20702","002","008",1,1,1,NA,"99","20533",5,NA,15000
"707","20983010001","49","517","20983","010","001",1,1,1,NA,"99","20983",1,NA,2000
"708","21322006008","51","529","21322","006","008",1,1,3,NA,"nhà máy mì sơn hải","21319",15,NA,18000
"709","21322006009","51","529","21322","006","009",1,1,3,NA,"Nhà máy mì Sơn Hải","21319",15,NA,4500
"710","21652001003","52","543","21652","001","003",1,1,4,NA,NA,NA,NA,0,1600
"711","21661007007","52","543","21661","007","007",1,1,5,"0","99","21661",0,NA,0
"712","21661007008","52","543","21661","007","008",1,1,5,"0","99","21661",0,NA,0
"713","21661007011","52","543","21661","007","011",1,1,5,"0","99","21661",0,NA,0
"714","21751014009","52","545","21751","014","009",1,1,4,NA,NA,NA,NA,0,17200
"715","21787008001","52","546","21787","008","001",1,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",3,NA,13600
"716","21787008003","52","546","21787","008","003",1,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,8625
"717","21787008005","52","546","21787","008","005",1,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,10350
"718","21787008007","52","546","21787","008","007",1,1,1,NA,"công từ tính bột sắn nhiệt đồng tâm","21786",2,NA,5175
"719","21787008008","52","546","21787","008","008",1,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,34500
"720","21801001005","52","546","21801","001","005",1,1,1,NA,"99","21805",1,NA,9000
"721","21814012005","52","547","21814","012","005",1,1,1,NA,"99","21805",3,NA,3960
"722","21814012007","52","547","21814","012","007",1,1,1,NA,"99","21805",3,NA,8360
"723","21814012010","52","547","21814","012","010",1,1,1,NA,"99","21805",3,NA,6600
"724","21814012011","52","547","21814","012","011",1,1,1,NA,"99","21805",2,NA,11000
"725","21814012015","52","547","21814","012","015",1,1,1,NA,"99","21805",2,NA,3080
"726","22009008013","52","551","22009","008","013",1,1,2,NA,"99","21994",3,NA,21000
"727","22111024006","54","558","22111","024","006",1,1,3,NA,"Nhà máy chế biến tinh bột sắn Đồng xuân,tỉnh Phú Yên","22081",7,NA,6000
"728","22183005011","54","560","22183","005","011",1,1,1,NA,"công ty cổ phần tinh bột sắn FOCOCEV","22228",3,NA,14100
"729","22546013013","56","572","22546","013","013",1,1,1,NA,"99","22546",4,NA,4860
"730","23353005001","62","610","23353","005","001",1,1,2,NA,"nhà máy phương hoa","23371",5,NA,80000
"731","23353005002","62","610","23353","005","002",1,1,1,NA,"nhà máy phương hoa","23371",5,NA,80000
"732","23353005003","62","610","23353","005","003",1,1,2,NA,"nhà máy phương hoa","23371",5,NA,90000
"733","23353005004","62","610","23353","005","004",1,1,2,NA,"nhà máy phương hoa","23371",8,NA,90000
"734","23353005005","62","610","23353","005","005",1,1,2,NA,"nhà máy phương hoa","23371",6,NA,130000
"735","23353005006","62","610","23353","005","006",1,1,2,NA,"nhà máy phương hoa","23371",8,NA,1e+05
"736","23353005007","62","610","23353","005","007",1,1,2,NA,"nhà máy phương hoa","23371",6,NA,90000
"737","23353005010","62","610","23353","005","010",1,1,2,NA,"nhà máy phương hoa","23371",5,NA,80000
"738","23353005011","62","610","23353","005","011",1,1,2,NA,"nhà máy phương hoa","23371",5,NA,80000
"739","23353005012","62","610","23353","005","012",1,1,2,NA,"nhà máy phương hoa","23371",5,NA,70000
"740","23353005013","62","610","23353","005","013",1,1,2,NA,"nhà máy phương hoa","23371",5,NA,50000
"741","23353005014","62","610","23353","005","014",1,1,2,NA,"nhà máy phương hoa","23371",5,NA,90000
"742","23353005015","62","610","23353","005","015",1,1,2,NA,"nhà máy phương hoa","23371",5,NA,80000
"743","23392003001","62","611","23392","003","001",1,1,1,NA,"99","23377",4,NA,48000
"744","23392003003","62","611","23392","003","003",1,1,3,NA,"nhà máy tinh bột sắn ngọc hồi","23386",5,NA,30000
"745","23392003009","62","611","23392","003","009",1,1,3,NA,"nhà máy tính bột sắn ngọc hồi","23386",3,NA,7000
"746","23392003014","62","611","23392","003","014",1,1,1,NA,"99","23377",2,NA,22400
"747","23419007001","62","617","23419","007","001",1,1,1,NA,"99","23425",5,NA,39270
"748","23419007002","62","617","23419","007","002",1,1,1,NA,"99","23425",5,NA,39105
"749","23419007003","62","617","23419","007","003",1,1,1,NA,"99","23425",6,NA,39930
"750","23419007004","62","617","23419","007","004",1,1,1,NA,"99","23425",6,NA,35000
"751","23419007005","62","617","23419","007","005",1,1,1,NA,"99","23425",5,NA,39435
"752","23419007006","62","617","23419","007","006",1,1,1,NA,"99","23425",6,NA,32000
"753","23419007007","62","617","23419","007","007",1,1,1,NA,"99","23425",3,NA,39600
"754","23419007008","62","617","23419","007","008",1,1,1,NA,"99","23425",2,NA,31416
"755","23419007009","62","617","23419","007","009",1,1,1,NA,"99","23425",5,NA,25960
"756","23419007010","62","617","23419","007","010",1,1,1,NA,"99","23425",3,NA,33748
"757","23419007011","62","617","23419","007","011",1,1,1,NA,"99","23425",3,NA,7788
"758","23419007012","62","617","23419","007","012",1,1,1,NA,"99","23425",5,NA,26180
"759","23419007013","62","617","23419","007","013",1,1,1,NA,"99","23425",5,NA,26070
"760","23419007014","62","617","23419","007","014",1,1,1,NA,"99","23425",6,NA,36498
"761","23419007015","62","617","23419","007","015",1,1,1,NA,"99","23425",3,NA,26290
"762","23494008001","62","614","23494","008","001",1,1,2,NA,"công ty cổ phần Fococev Tây Nguyên","23488",6,NA,14950
"763","23494008002","62","614","23494","008","002",1,1,1,NA,"công ty cổ phần Fococev Tây Nguyên","23488",5,NA,20000
"764","23494008004","62","614","23494","008","004",1,1,1,NA,"công ty cổ phẩn fococev Tây nguyên","23488",4,NA,160000
"765","23494008005","62","614","23494","008","005",1,1,2,NA,"99","23494",7,NA,199200
"766","23494008006","62","614","23494","008","006",1,1,1,NA,"công ty cổ phần Fococev Tây Nguyên","23488",6,NA,12000
"767","23494008007","62","614","23494","008","007",1,1,1,NA,"công ty cổ phần Fococev Tây Nguyên","23488",6,NA,160000
"768","23494008009","62","614","23494","008","009",1,1,1,NA,"công tỷ cổ phần fococev Tây Nguyên","23488",5,NA,25000
"769","23494008010","62","614","23494","008","010",1,1,1,NA,"công tỷ cổ phần Fococev Tây Nguyên","23488",4,NA,35000
"770","23494008012","62","614","23494","008","012",1,1,1,NA,"99","23494",6,NA,56000
"771","23494008013","62","614","23494","008","013",1,1,1,NA,"công ty cổ phần Fococev Tây Nguyên","23488",3,NA,32000
"772","23494008015","62","614","23494","008","015",1,1,1,NA,"công ty cổ phần Fococev Tây Nguyên","23488",4,NA,20000
"773","23545002001","62","616","23545","002","001",1,1,1,NA,"công tý tinh bột sắn sa bình sa thầy","23545",6,NA,46500
"774","23545002005","62","616","23545","002","005",1,1,1,NA,"nhà máy tinh bột sắn sa bình","23545",6,NA,33000
"775","23545002010","62","616","23545","002","010",1,1,1,NA,"nhà máy tinh bột sắn kon tum","23545",10,NA,50000
"776","23545002012","62","616","23545","002","012",1,1,3,NA,"nhà máy tinh bột sắn sa bình sa thầy","23545",15,NA,396000
"777","23545002014","62","616","23545","002","014",1,1,1,NA,"nhà máy tinh bột sắn Kon Tum","23545",3,NA,55000
"778","23888002002","64","632","23888","002","002",1,1,1,NA,"99","23563",5,NA,80000
"779","23888002013","64","632","23888","002","013",1,1,1,NA,"99","23563",3,NA,70000
"780","23914002004","64","632","23914","002","004",1,1,1,NA,"cơ sở thứ mua Hồng Thọ","23887",3,NA,6000
"781","23926004010","64","632","23926","004","010",1,1,1,NA,"99","23563",4,NA,20000
"782","24223017007","66","646","24223","017","007",1,1,1,NA,"không biết","24265",2,NA,16000
"783","24487011009","66","653","24487","011","009",1,1,1,NA,"Nhà máy tinh bột sắn THANH BÌNH","24478",2,NA,24300
"784","24487011010","66","653","24487","011","010",1,1,1,NA,"nhà máy tinh bột sắn Thanh Bình","24478",3,NA,19260
"785","24487011011","66","653","24487","011","011",1,1,1,NA,"nhà máy tinh bột THANH BÌNH","24478",4,NA,15480
"786","24487011012","66","653","24487","011","012",1,1,1,NA,"nhà máy tinh bột sắn THANH BÌNH","24478",5,NA,19530
"787","24487011013","66","653","24487","011","013",1,1,1,NA,"nhà máy tinh bột THANH BÌNH","24478",3,NA,48600
"788","24487011014","66","653","24487","011","014",1,1,1,NA,"99","24478",3,NA,29100
"789","24487011015","66","653","24487","011","015",1,1,1,NA,"nhà máy tinh bột sắn THANH BÌNH","24478",3,NA,16380
"790","24709006009","67","664","24709","006","009",1,3,1,NA,"99","24706",6,NA,8000
"791","24709006014","67","664","24709","006","014",1,3,1,NA,"99","24706",6,NA,28000
"792","24709006015","67","664","24709","006","015",1,3,1,NA,"99","24706",5,NA,22000
"793","25489011004","72","705","25489","011","004",1,1,4,NA,NA,NA,NA,0,28800
"794","25609006002","72","708","25609","006","002",1,1,1,NA,"99","25597",10,NA,273000
"795","25609006014","72","708","25609","006","014",1,1,1,NA,"nhà máy Hữu Đức","25597",8,NA,16000
"796","26590013008","77","750","26590","013","008",1,3,4,NA,NA,NA,NA,500,22500
"797","32086012001","96","967","32086","012","001",1,1,4,NA,NA,NA,NA,0,400
"798","32245003001","96","973","32245","003","001",1,1,4,NA,NA,NA,NA,0,1050
"799","32245003002","96","973","32245","003","002",1,1,4,NA,NA,NA,NA,0,840
"800","32245003015","96","973","32245","003","015",1,1,4,NA,NA,NA,NA,0,21000
"801","00379009006","01","016","00379","009","006",4,3,4,"","","",NA,NA,3900
"802","00961009003","02","030","00961","009","003",4,3,2,"","99","00961",10,NA,1200
"803","01573004004","04","048","01573","004","004",4,1,2,"","nhà máy chế biến tinh bột sắn cao bằng","01696",1,NA,7000
"804","01573004007","04","048","01573","004","007",4,1,1,"","công ty cổ phần Khánh Hạ","01267",1,NA,2300
"805","01573004008","04","048","01573","004","008",4,1,1,"","Hợp tác xã Minh Phuơng","01573",1,NA,2860
"806","01573004011","04","048","01573","004","011",4,1,1,"","công ty Khánh Hạ","01267",1,NA,2700
"807","01573004013","04","048","01573","004","013",4,1,2,"","nhà máy chế biến tinh bột sắn cao bằng","01696",1,NA,6000
"808","03190001002","11","097","03190","001","002",4,1,4,"","","",NA,NA,750
"809","03201003001","11","097","03201","003","001",4,1,4,"","","",NA,NA,480
"810","03201003002","11","097","03201","003","002",4,1,4,"","","",NA,NA,1859
"811","03201003004","11","097","03201","003","004",4,1,4,"","","",NA,NA,3003
"812","03201003005","11","097","03201","003","005",4,1,4,"","","",NA,NA,360
"813","03201003007","11","097","03201","003","007",4,1,4,"","","",NA,NA,8400
"814","03201003010","11","097","03201","003","010",4,1,4,"","","",NA,NA,4100
"815","03201003012","11","097","03201","003","012",4,1,4,"","","",NA,NA,830
"816","03201003013","11","097","03201","003","013",4,1,4,"","","",NA,NA,2160
"817","03201003014","11","097","03201","003","014",4,1,4,"","","",NA,NA,1950
"818","03201003015","11","097","03201","003","015",4,1,4,"","","",NA,NA,5100
"819","03365002001","11","100","03365","002","001",4,1,3,"","99","03358",3,NA,21380
"820","03365002004","11","100","03365","002","004",4,3,2,"","99","03358",6,NA,20000
"821","03365002005","11","100","03365","002","005",4,1,3,"","99","03358",6,NA,13070
"822","03365002006","11","100","03365","002","006",4,1,3,"","99","03358",6,NA,7260
"823","03365002007","11","100","03365","002","007",4,3,2,"","99","03358",5,NA,30000
"824","03365002011","11","100","03365","002","011",4,1,3,"","99","03358",5,NA,13070
"825","03365002012","11","100","03365","002","012",4,3,2,"","99","03358",7,NA,14800
"826","03365002013","11","100","03365","002","013",4,1,3,"","99","03358",5,NA,8720
"827","03365002014","11","100","03365","002","014",4,3,2,"","99","03358",5,NA,8800
"828","03365002015","11","100","03365","002","015",4,1,3,"","99","03358",5,NA,7400
"829","03371001001","11","101","03371","001","001",4,1,2,"","99","03371",5,NA,6500
"830","03371001002","11","101","03371","001","002",4,1,1,"","99","03358",5,NA,25000
"831","03371001003","11","101","03371","001","003",4,1,1,"","99","03358",4,NA,23000
"832","03371001004","11","101","03371","001","004",4,1,1,"","99","03358",4,NA,25000
"833","03371001005","11","101","03371","001","005",4,1,1,"","99","03358",5,NA,35000
"834","03371001006","11","101","03371","001","006",4,1,1,"","99","03358",4,NA,20000
"835","03371001007","11","101","03371","001","007",4,1,1,"","99","03358",5,NA,18000
"836","03371001008","11","101","03371","001","008",4,1,1,"","99","03358",5,NA,4200
"837","03371001009","11","101","03371","001","009",4,1,1,"","99","03358",6,NA,17000
"838","03371001010","11","101","03371","001","010",4,1,1,"","99","03358",3,NA,10000
"839","03371001011","11","101","03371","001","011",4,1,1,"","99","03358",4,NA,3400
"840","03371001012","11","101","03371","001","012",4,1,1,"","99","03358",3,NA,3300
"841","03490017005","12","109","03490","017","005",4,1,2,"","99","03574",1,NA,2450
"842","03490017007","12","109","03490","017","007",4,1,1,"","99","03549",2,NA,12360
"843","03490017010","12","109","03490","017","010",4,1,1,"","99","03549",2,NA,14640
"844","03490017012","12","109","03490","017","012",4,1,1,"","không biết","03490",3,NA,1800
"845","03577010001","12","109","03577","010","001",4,1,1,"","99","03577",2,NA,1200
"846","03577010002","12","109","03577","010","002",4,1,1,"","không biết","03577",3,NA,2400
"847","03577010006","12","109","03577","010","006",4,1,1,"","99","03549",1,NA,2340
"848","03577010007","12","109","03577","010","007",4,1,1,"","99","03549",2,NA,1950
"849","03577010008","12","109","03577","010","008",4,1,1,"","99","03549",2,NA,650
"850","03577010009","12","109","03577","010","009",4,1,2,"","99","03549",2,NA,3120
"851","03577010011","12","109","03577","010","011",4,1,2,"","99","03574",1,NA,24480
"852","03577010013","12","109","03577","010","013",4,1,2,"","99","03574",1,NA,3996
"853","04171014006","14","126","04171","014","006",4,1,1,"","99","03721",10,NA,25200
"854","04171014007","14","126","04171","014","007",4,1,1,"","99","03721",5,NA,29000
"855","04171014008","14","126","04171","014","008",4,3,2,"","99","04171",5,NA,30000
"856","04171014009","14","126","04171","014","009",4,3,2,"","99","04171",2,NA,30060
"857","04171014010","14","126","04171","014","010",4,3,2,"","99","04171",1,NA,17640
"858","04171014011","14","126","04171","014","011",4,3,1,"","99","04171",2,NA,5400
"859","04171014013","14","126","04171","014","013",4,3,2,"","99","04171",3,NA,21600
"860","04171014015","14","126","04171","014","015",4,3,2,"","99","04171",5,NA,22000
"861","04195019007","14","126","04195","019","007",4,3,2,"","99","04195",2,NA,7200
"862","04195019009","14","126","04195","019","009",4,3,2,"","99","04195",5,NA,10000
"863","04195019012","14","126","04195","019","012",4,1,1,"","99","03721",4,NA,5000
"864","04195019013","14","126","04195","019","013",4,1,1,"","99","03721",4,NA,5100
"865","04780001013","15","141","04780","001","013",4,3,4,"","","",NA,NA,12000
"866","04852003002","17","150","04852","003","002",4,1,1,"","99","04876",10,NA,1800
"867","04855004006","17","150","04855","004","006",4,1,4,"","","",NA,NA,5000
"868","08041004011","25","230","08041","004","011",4,1,4,"","","",NA,NA,500
"869","08311006001","25","234","08311","006","001",4,1,2,"","99","08311",6,NA,12960
"870","08311006003","25","234","08311","006","003",4,1,2,"","99","08311",6,NA,7776
