"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_C0A","M4B12A1_C0B","M4B12A1_C0C","M4B12A1_C0D","M4B12A2_C1","M4B12A2_C1A","M4B12A2_C1A_GHIRO","M4B12A3_TENTR","M4B12A3_C2","M4B12A3_C3","M4B12A3_C4","M4B12A3_C5","M4B12A3_C6","M4B12A3_C6_GHIRO","M4B12A3_C7","M4B12A3_C8","M4B12A3_C91","M4B12A3_C92","M4B12A3_C93","M4B12A3_C94","M4B12A3_C95","M4B12A3_C10D","M4B12A3_C10M","M4B12A3_C11","M4B12A4_C1","M4B12A4_KD","M4B12A4_VD"
"1","01102006003","02","033","01102","006","003",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"2","01102006001","02","033","01102","006","001",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"3","01102006014","02","033","01102","006","014",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"4","01102006010","02","033","01102","006","010",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"5","01102006012","02","033","01102","006","012",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"6","01102006011","02","033","01102","006","011",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"7","01102006013","02","033","01102","006","013",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"8","01102006008","02","033","01102","006","008",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"9","01102006009","02","033","01102","006","009",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"10","01102006007","02","033","01102","006","007",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"11","01102006015","02","033","01102","006","015",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"12","01102006005","02","033","01102","006","005",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"13","01102006002","02","033","01102","006","002",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"14","01102006004","02","033","01102","006","004",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"15","01102006006","02","033","01102","006","006",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"16","01144006004","02","033","01144","006","004",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"17","01144006002","02","033","01144","006","002",3,2,2,2,1,1,NA,"","RUỘNG SẮN",1,1,"Sắn địa phương",1,6,"",20,2,2,1,1,2,1,25,8,"00050",NA,NA,NA
"18","01144006014","02","033","01144","006","014",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"19","01144006003","02","033","01144","006","003",3,2,2,2,1,1,NA,"","RUỘNG SẮN",1,1,"Giống địa phương",1,6,"",25,2,2,1,1,2,1,25,8,"00072",NA,NA,NA
"20","01144006008","02","033","01144","006","008",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"21","01144006010","02","033","01144","006","010",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"22","01144006015","02","033","01144","006","015",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"23","01144006006","02","033","01144","006","006",3,2,2,2,1,1,NA,"","NƯƠNG SẮN",1,1,"Sắn địa phương",1,6,"",25,2,2,1,1,2,1,25,8,"00077",NA,NA,NA
"24","01144006011","02","033","01144","006","011",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"25","01144006013","02","033","01144","006","013",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"26","01144006001","02","033","01144","006","001",3,2,2,2,1,1,NA,"","THỬA 1",1,1,"Giống địa phương",1,5,"",20,2,2,2,1,2,1,25,8,"00035",NA,NA,NA
"27","01144006012","02","033","01144","006","012",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"28","01144006009","02","033","01144","006","009",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"29","01144006007","02","033","01144","006","007",3,2,2,2,1,1,NA,"","RUỘNG SẮN",1,1,"Sắn địa phương",1,6,"",25,2,2,1,1,2,1,25,8,"00032",NA,NA,NA
"30","01228002002","02","035","01228","002","002",3,1,2,2,2,1,NA,"","NẶM NGOA",1,1,"sắn cao sản",2,6,"",2,2,1,1,1,1,1,16,8,"00052",NA,NA,NA
"31","01228002001","02","035","01228","002","001",3,2,2,2,1,1,NA,"","THÔN NẶM NGOA",1,1,"Sắn Chuối",1,6,"",20,2,2,1,1,1,1,16,8,"00056",NA,NA,NA
"32","01228002003","02","035","01228","002","003",3,1,2,2,2,1,NA,"","NẶM NGOA",1,1,"sắn lá tre",2,6,"",3,2,1,1,1,1,1,16,8,"00054",NA,NA,NA
"33","01290011003","04","042","01290","011","003",3,2,2,2,1,2,2,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"34","01290011004","04","042","01290","011","004",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"35","01290011007","04","042","01290","011","007",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"36","01290011016","04","042","01290","011","016",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"37","01618006005","04","049","01618","006","005",3,1,2,2,2,2,3,"chưa lấy mẫu","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"38","01618006011","04","049","01618","006","011",3,1,2,2,2,2,3,"chưa lấy","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"39","01618006013","04","049","01618","006","013",3,1,2,2,2,2,3,"chưa lấy mẫu","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"40","01618006008","04","049","01618","006","008",3,1,2,2,2,2,3,"chưa lấy mẫu","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"41","01618006012","04","049","01618","006","012",3,1,2,2,2,2,3,"chưa lấy mẫu","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"42","01618006007","04","049","01618","006","007",3,1,2,2,2,2,3,"không phải hộ mẫu","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"43","02092004009","06","065","02092","004","009",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"44","02221015004","08","072","02221","015","004",3,2,2,2,1,2,3,"chưa có dụng cụ","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"45","02422019005","08","074","02422","019","005",3,2,2,2,1,2,2,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"46","02605010003","08","076","02605","010","003",3,2,2,2,1,1,NA,"","ĐỒI NHÀ",1,1,"lá tre",1,6,"",5,2,1,1,1,2,1,10,8,"00126",NA,NA,NA
"47","02605010007","08","076","02605","010","007",3,2,2,2,1,1,NA,"","TRONG RỪNG",1,1,"sắn lá tre",2,6,"",3,2,1,1,1,2,2,10,8,"00902",NA,NA,NA
"48","02623007009","08","076","02623","007","009",3,1,2,2,2,1,NA,"","ĐỒI NHÀ",1,1,"sắn lá tre",1,6,"",5,2,1,1,1,1,1,7,8,"00118",NA,NA,NA
"49","02623007001","08","076","02623","007","001",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"50","02623007005","08","076","02623","007","005",3,2,2,2,1,1,NA,"","GẦN NHÀ",1,1,"sắn lai tre",2,6,"",1,2,1,2,1,2,2,7,8,"00119",NA,NA,NA
"51","03161006001","11","096","03161","006","001",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"52","03161006015","11","096","03161","006","015",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"53","03161006010","11","096","03161","006","010",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"54","03161006012","11","096","03161","006","012",3,1,NA,NA,NA,1,NA,"","M1",1,1,"Sẵn Thường",1,6,"",2,2,2,2,1,2,1,15,8,"215",NA,NA,NA
"55","03161006006","11","096","03161","006","006",3,1,2,2,2,1,NA,"","M1",1,1,"sắn thường",1,6,"",3,2,2,2,1,2,1,14,8,"00195",NA,NA,NA
"56","03161006011","11","096","03161","006","011",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"57","03161006003","11","096","03161","006","003",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"58","03161006014","11","096","03161","006","014",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"59","03161006013","11","096","03161","006","013",3,1,2,2,2,1,NA,"","M1",1,1,"sắn thường",1,6,"",3,2,2,2,1,2,1,16,8,"00198",NA,NA,NA
"60","03161006005","11","096","03161","006","005",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"61","03161006002","11","096","03161","006","002",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"62","03161006008","11","096","03161","006","008",3,1,2,2,2,1,NA,"","M1",1,1,"sắn thường",1,6,"",3,2,2,2,1,2,1,17,8,"00211",NA,NA,NA
"63","03161006004","11","096","03161","006","004",3,1,2,2,2,1,NA,"","M1",1,1,"sắn thuờng",1,6,"",4,2,1,2,1,2,1,17,8,"00213",NA,NA,NA
"64","03286010004","11","102","03286","010","004",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"65","03286010005","11","102","03286","010","005",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"66","03390005010","12","106","03390","005","010",3,2,2,2,1,1,NA,"","ĐỒI CÂY",1,1,"sắn ta",1,6,"",2,2,1,2,1,1,1,12,8,"00250",NA,NA,NA
"67","03469007011","12","107","03469","007","011",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"68","03469007014","12","107","03469","007","014",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"69","03469007015","12","107","03469","007","015",3,2,2,2,1,1,NA,"","CÁNH ĐỒNG NẬM LỌ",1,1,"giống sắn đỏ",99,6,"",1,2,1,1,1,1,1,8,8,"00247",NA,NA,NA
"70","03469007006","12","107","03469","007","006",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"71","03469007008","12","107","03469","007","008",3,2,2,2,1,1,NA,"","NẬM LỌ",1,1,"địa phương",1,6,"",10,2,2,2,1,2,1,8,8,"00274",NA,NA,NA
"72","03469007007","12","107","03469","007","007",3,2,2,2,1,1,NA,"","NẬM LỌ",1,1,"giống địa phương",1,6,"",10,2,2,1,1,2,1,7,8,"00263",NA,NA,NA
"73","03469007003","12","107","03469","007","003",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"74","03469007012","12","107","03469","007","012",3,2,2,2,1,1,NA,"","CÁNH ĐỒNG NẬM LỌ",1,1,"giống sắn đỏ",99,6,"",1,2,1,1,1,1,1,5,8,"00275",NA,NA,NA
"75","03469007002","12","107","03469","007","002",3,2,2,2,1,1,NA,"","NÂM LỌ",1,2,"địa phương",1,6,"",8,2,2,2,1,2,1,13,8,"00264",NA,NA,NA
"76","03469007010","12","107","03469","007","010",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"77","03526006015","12","108","03526","006","015",3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"sắn lai đỏ",1,6,"",8,2,1,1,1,1,1,18,8,"00265",NA,NA,NA
"78","03526006011","12","108","03526","006","011",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"79","03526006005","12","108","03526","006","005",3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"địa phương",1,6,"",4,2,2,2,2,2,2,10,8,"00288",NA,NA,NA
"80","03526006006","12","108","03526","006","006",3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"giống sắn lai đỏ",1,6,"",3,2,1,1,1,1,1,2,8,"00279",NA,NA,NA
"81","03526006012","12","108","03526","006","012",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"82","03526006004","12","108","03526","006","004",3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"lai đỏ",1,6,"",6,2,2,2,1,2,1,7,8,"00251",NA,NA,NA
"83","03526006013","12","108","03526","006","013",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"84","03526006014","12","108","03526","006","014",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"85","03526006009","12","108","03526","006","009",3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"sắn lai đỏ",2,6,"",2,2,1,1,1,1,1,13,8,"00257",NA,NA,NA
"86","03565003008","12","109","03565","003","008",3,2,2,2,1,1,NA,"","CĂNG HÁ",1,1,"giống địa phương",1,6,"",2,2,2,1,1,1,1,14,8,"00254",NA,NA,NA
"87","03565003012","12","109","03565","003","012",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"88","03565003013","12","109","03565","003","013",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"89","03565003009","12","109","03565","003","009",3,2,2,2,1,1,NA,"","CĂNG HÁ",1,1,"giống địa phương",2,6,"",1,1,2,1,1,1,1,11,8,"00241",NA,NA,NA
"90","03565003007","12","109","03565","003","007",3,2,2,2,1,1,NA,"","CĂNG HÁ",1,1,"giống địa phương",1,6,"",1,2,1,1,1,1,1,14,8,"00266",NA,NA,NA
"91","03565003011","12","109","03565","003","011",3,2,2,2,1,1,NA,"","1",1,1,"1",1,5,"",5,2,2,2,2,2,2,16,8,"00262",NA,NA,NA
"92","03565003014","12","109","03565","003","014",3,2,2,2,1,1,NA,"","1",1,1,"1",1,6,"",4,2,2,2,2,2,2,14,8,"00256",NA,NA,NA
"93","03634004005","12","110","03634","004","005",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"94","03634004004","12","110","03634","004","004",3,2,2,2,1,1,NA,"","NƯƠNG SẮN BẢN KHÌ",1,1,"Sắn đỏ ( Sắn tre)",2,6,"",20,2,1,1,1,2,1,15,8,"00270",NA,NA,NA
"95","03634004013","12","110","03634","004","013",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"96","03634004003","12","110","03634","004","003",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"97","03634004009","12","110","03634","004","009",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"98","03634004007","12","110","03634","004","007",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"99","03634004010","12","110","03634","004","010",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"100","03634004006","12","110","03634","004","006",3,2,2,2,1,1,NA,"","NƯƠNG SẮN BẢN KHÌ",1,1,"Sắn đỏ ( Sắn tre)",2,6,"",15,2,1,1,1,2,1,16,8,"00261",NA,NA,NA
"101","03634004014","12","110","03634","004","014",3,2,2,2,1,1,NA,"","NƯƠNG SẮN BẢN KHÌ",1,1,"Sắn đỏ ( Sắn tre)",2,6,"",15,2,1,1,1,2,1,16,8,"00272",NA,NA,NA
"102","03634004012","12","110","03634","004","012",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"103","03634004002","12","110","03634","004","002",3,2,2,2,1,1,NA,"","BẢN KHÌ",1,1,"sắn thường",1,7,"tự để giống",10,2,2,2,2,2,1,15,8,"00273",NA,NA,NA
"104","03634004008","12","110","03634","004","008",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"105","03634004011","12","110","03634","004","011",3,2,2,2,1,1,NA,"","NƯƠNG SẮN",1,1,"sắn trắng",1,6,"",5,2,2,1,1,1,1,11,8,"00267",NA,NA,NA
"106","03503005004","12","112","03503","005","004",3,2,2,2,1,1,NA,"","NẬM NÓ2",1,1,"địa phương",1,6,"",5,2,2,2,2,2,2,13,8,"00252",NA,NA,NA
"107","03503005010","12","112","03503","005","010",3,2,2,2,1,1,NA,"","NẬM NÓ",1,1,"Sắn địa phương",1,6,"",10,2,2,2,2,2,1,5,8,"00281",NA,NA,NA
"108","03503005014","12","112","03503","005","014",3,2,2,2,1,1,NA,"","NẬM NÓ II",1,1,"Địa phương",1,6,"",6,2,2,2,2,2,1,3,8,"00284",NA,NA,NA
"109","03503005009","12","112","03503","005","009",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"110","03503005015","12","112","03503","005","015",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"111","04222008005","14","126","04222","008","005",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"112","04058001002","14","128","04058","001","002",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"113","04058001005","14","128","04058","001","005",3,1,2,2,2,1,NA,"","SUỐI CỪM",1,1,"cao sản",2,6,"",5,2,1,2,1,1,1,15,8,"00335",NA,NA,NA
"114","04058001008","14","128","04058","001","008",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"115","04058001007","14","128","04058","001","007",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"116","04058001009","14","128","04058","001","009",3,1,2,2,2,1,NA,"","THÔNG NGÚP",1,1,"Sắn tăng sản",2,6,"",3,2,1,2,1,1,1,15,8,"00378",NA,NA,NA
"117","04058001004","14","128","04058","001","004",3,1,2,2,2,1,NA,"","THÔNG NGÚP",1,1,"sắn tăng sản",1,6,"",4,2,1,2,1,1,1,15,8,"00355",NA,NA,NA
"118","04058001001","14","128","04058","001","001",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"119","04058001003","14","128","04058","001","003",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"120","04058001010","14","128","04058","001","010",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"121","04058001015","14","128","04058","001","015",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"122","04058001014","14","128","04058","001","014",3,1,2,2,2,1,NA,"","THÔNG NGÚP",1,1,"Tăng sản",99,6,"",3,2,1,1,1,2,1,15,8,"00333",NA,NA,NA
"123","04058001006","14","128","04058","001","006",3,1,2,2,2,1,NA,"","THÔNG MÚT",1,1,"tăng sản",2,6,"",10,2,1,1,1,1,1,15,8,"00361",NA,NA,NA
"124","04058001011","14","128","04058","001","011",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"125","04058001012","14","128","04058","001","012",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"126","04345006007","15","135","04345","006","007",3,2,2,2,1,1,NA,"","VƯỜN ÔNG TÔNG",1,1,"sắn tre",1,6,"",0,2,2,2,1,2,2,14,8,"00386",NA,NA,NA
"127","04693013013","15","140","04693","013","013",3,2,2,2,1,1,NA,"","PÍN PÉ",1,1,"sén dù",1,5,"",12,2,2,2,2,2,2,5,8,"00393",NA,NA,NA
"128","04765007014","15","141","04765","007","014",3,2,2,2,1,2,3,"vụ năm nay đang trồng chưa thu hoạch","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"129","05272004012","17","157","05272","004","012",3,2,2,2,1,1,NA,"","ĐỒNG VƯỜN",1,1,"Sắn đỏ Địa phương",1,6,"",6,2,2,2,2,2,2,8,8,"00423",NA,NA,NA
"130","05272004006","17","157","05272","004","006",3,2,2,2,1,1,NA,"","ĐỒNG BỢI",1,1,"sắn đỏ địa phương",1,6,"",10,2,2,2,2,2,1,8,8,"00421",NA,NA,NA
"131","05320002004","17","157","05320","002","004",3,2,2,2,1,1,NA,"","ĐỒNG VƯỜN",1,1,"KM94",2,6,"",1,2,1,1,1,1,1,11,8,"00427",NA,NA,NA
"132","05320002003","17","157","05320","002","003",3,1,2,2,2,1,NA,"","ĐỒI KEO",1,1,"KM94",2,6,"",5,2,1,1,1,1,1,11,8,"00432",NA,NA,NA
"133","05344001002","17","157","05344","001","002",3,1,2,2,2,1,NA,"","ĐỒNG THẦU",1,1,"KM94",2,2,"",1,2,1,2,1,2,1,2,8,"00441",NA,NA,NA
"134","05344001015","17","157","05344","001","015",3,1,2,2,2,1,NA,"","ĐỒNG NHÀ",1,1,"KM94",2,2,"",1,2,1,1,1,1,1,2,8,"00443",NA,NA,NA
"135","05374001011","17","158","05374","001","011",3,2,2,1,2,1,NA,"","ĐÌNH",1,1,"sắn lại",2,2,"",3,2,1,1,1,1,1,17,8,"00447",NA,NA,NA
"136","05374001008","17","158","05374","001","008",3,2,2,1,2,1,NA,"","XÓM ĐÌNH",1,1,"sắn lai",2,2,"",5,2,1,1,1,1,1,16,8,"00451",NA,NA,NA
"137","05374001006","17","158","05374","001","006",3,2,2,1,2,1,NA,"","XÓM ĐÌNH",1,1,"sắn lai",1,5,"",5,2,1,1,1,1,1,15,8,"00450",NA,NA,NA
"138","05374001007","17","158","05374","001","007",3,2,2,1,2,1,NA,"","ĐÌNH",1,1,"sắn lai",2,2,"",5,2,1,1,1,1,1,15,8,"00439",NA,NA,NA
"139","05374001001","17","158","05374","001","001",3,1,2,2,2,1,NA,"","THỬA SỐ 1",1,1,"sắn lai",2,6,"",2,2,1,1,1,1,1,14,8,"00440",NA,NA,NA
"140","05599012010","19","167","05599","012","010",3,2,2,2,1,1,NA,"","CUA NHA",1,1,"Cao sản",2,6,"",2,2,1,2,1,2,1,17,8,"00454",NA,NA,NA
"141","05845013001","19","171","05845","013","001",3,2,2,2,1,1,NA,"","VƯỜN NHÀ",1,1,"sắn trắng",1,6,"",10,1,2,2,2,1,1,6,8,"00455",NA,NA,NA
"142","05917003007","19","173","05917","003","007",3,2,2,2,1,1,NA,"","sau nhà",1,1,"săn nếp",1,6,"",6,2,2,2,2,1,1,15,8,"00457",NA,NA,NA
"143","05917003009","19","173","05917","003","009",3,2,2,2,1,1,NA,"","GỐC GÁO",1,1,"Sắn lai",2,6,"",3,1,1,2,1,2,2,21,8,"00456",NA,NA,NA
"144","06010001008","20","180","06010","001","008",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"145","06010001007","20","180","06010","001","007",3,2,2,2,1,1,NA,"","KÉO PỰT",1,1,"sắn chuối",99,5,"",3,2,2,2,1,1,1,14,8,"00459",NA,NA,NA
"146","06010001013","20","180","06010","001","013",3,2,2,2,1,1,NA,"","KHUỔI Ỏ",1,1,"sắn chuối",1,6,"",3,2,2,2,1,2,1,14,8,"00470",NA,NA,NA
