"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_C0A","M4B12A1_C0B","M4B12A1_C0C","M4B12A1_C0D","M4B12A2_C1","M4B12A2_C1A","M4B12A2_C1A_GHIRO","M4B12A3_TENTR","M4B12A3_C2","M4B12A3_C3","M4B12A3_C4","M4B12A3_C5","M4B12A3_C6","M4B12A3_C6_GHIRO","M4B12A3_C7","M4B12A3_C8","M4B12A3_C91","M4B12A3_C92","M4B12A3_C93","M4B12A3_C94","M4B12A3_C95","M4B12A3_C10D","M4B12A3_C10M","M4B12A3_C11","M4B12A4_C1","M4B12A4_KD","M4B12A4_VD"
"334","23800013006","64","629","23800","013","006",3,1,2,2,2,1,NA,"","CÁNH ĐỒNG LÀNG JOLONG",1,1,"mỳ cao sản",1,6,"",1,2,1,1,1,1,1,4,8,"01058",NA,NA,NA
"335","23800013002","64","629","23800","013","002",3,1,2,2,2,1,NA,"","CÁNH ĐỒNG GLOM",3,1,"mỳ cao sản",1,6,"",6,2,1,1,1,1,1,6,8,"01017",NA,NA,NA
"336","23800013007","64","629","23800","013","007",3,1,2,2,2,1,NA,"","CÁNH ĐỒNG ANGUL",1,1,"mỳ cao sản",1,6,"",5,2,1,1,1,1,1,17,8,"01032",NA,NA,NA
"337","23800013003","64","629","23800","013","003",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"338","23824014013","64","630","23824","014","013",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"339","23824014001","64","630","23824","014","001",3,1,2,2,2,1,NA,"","M1",1,1,"k94",1,5,"",3,2,1,2,1,2,1,11,8,"01018",NA,NA,NA
"340","23824014005","64","630","23824","014","005",3,2,2,2,1,1,NA,"","M1",1,1,"giống địa phương",1,6,"",1,2,2,2,1,2,1,3,8,"01025",NA,NA,NA
"341","23824014011","64","630","23824","014","011",3,1,2,2,2,1,NA,"","M1",1,1,"k94",1,6,"",3,2,1,2,1,2,1,16,8,"01060",NA,NA,NA
"342","23824014010","64","630","23824","014","010",3,2,2,2,1,1,NA,"","M1",1,1,"k94",1,6,"",3,2,1,1,1,2,1,8,8,"01073",NA,NA,NA
"343","23824014007","64","630","23824","014","007",3,1,2,2,2,1,NA,"","M1",1,1,"k94",1,6,"",2,2,1,2,1,2,1,9,8,"01056",NA,NA,NA
"344","23824014015","64","630","23824","014","015",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"345","23824014004","64","630","23824","014","004",3,1,2,2,2,2,2,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"346","23845002011","64","630","23845","002","011",3,1,2,2,2,1,NA,"","TNANG",1,1,"mỳ cao sản",2,2,"",4,2,1,1,1,2,1,16,8,"01075",NA,NA,NA
"347","23845002009","64","630","23845","002","009",3,1,2,2,2,2,2,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"348","23845002015","64","630","23845","002","015",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"349","23845002007","64","630","23845","002","007",3,1,2,2,2,1,NA,"","1",1,1,"k94",1,6,"",3,2,1,1,1,2,1,7,8,"01048",NA,NA,NA
"350","23845002013","64","630","23845","002","013",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"351","24112006005","64","637","24112","006","005",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"352","24112006002","64","637","24112","006","002",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"353","24112006003","64","637","24112","006","003",3,1,2,2,2,1,NA,"","GẦN NÚI",1,2,"KM140",2,6,"",2,2,1,1,2,2,1,15,8,"01051",NA,NA,NA
"354","24112006008","64","637","24112","006","008",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"355","24112006010","64","637","24112","006","010",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"356","24112006001","64","637","24112","006","001",3,1,2,2,2,1,1,"","THỬA 2",2,1,"KM98.5",2,6,"",2,2,1,1,1,1,1,19,8,"01019",NA,NA,NA
"357","24112006004","64","637","24112","006","004",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"358","24112006006","64","637","24112","006","006",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"359","24112006007","64","637","24112","006","007",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"360","24112006011","64","637","24112","006","011",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"361","24112006015","64","637","24112","006","015",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"362","24112006012","64","637","24112","006","012",3,1,2,2,2,1,1,"","RUỘNG1",1,1,"KM94",1,6,"",2,2,1,1,1,2,2,20,8,"01065",NA,NA,NA
"363","24112006013","64","637","24112","006","013",3,1,2,2,2,1,1,"","RUỘNG 1",1,1,"KM98-5",1,6,"",3,2,2,2,2,2,2,20,8,"01066",NA,NA,NA
"364","24112006014","64","637","24112","006","014",3,1,2,2,2,1,1,"","RUỘNG 1",1,1,"KM 98-5",1,6,"",5,2,2,2,1,2,2,20,8,"01046",NA,NA,NA
"365","24115003008","64","637","24115","003","008",3,1,2,2,2,1,1,"","RUỘNG 1",1,1,"KM94",1,6,"",10,2,2,2,1,2,1,14,8,"01040",NA,NA,NA
"366","24115003014","64","637","24115","003","014",3,1,2,2,2,1,1,"","BUÔN JI",1,1,"KM94",99,6,"",2,2,1,2,1,1,1,14,8,"01021",NA,NA,NA
"367","24115003011","64","637","24115","003","011",3,1,2,2,2,1,1,"","BUÔN JI",1,1,"Cây xanh",2,6,"",6,2,2,1,2,1,1,14,8,"01078",NA,NA,NA
"368","24115003007","64","637","24115","003","007",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"369","24115003012","64","637","24115","003","012",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"370","24115003005","64","637","24115","003","005",3,1,2,2,2,1,NA,"","ĐẤT RẪY",2,1,"KM98_5",2,6,"",1,2,1,1,1,1,2,13,8,"01035",NA,NA,NA
"371","24115003006","64","637","24115","003","006",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"372","24115003004","64","637","24115","003","004",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"373","24115003009","64","637","24115","003","009",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"374","24115003015","64","637","24115","003","015",3,1,2,2,2,1,1,"","RUỘNG 1",1,2,"HN3",2,6,"",1,2,1,1,1,2,2,14,8,"01042",NA,NA,NA
"375","24115003002","64","637","24115","003","002",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"376","24115003001","64","637","24115","003","001",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"377","24115003013","64","637","24115","003","013",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"378","24115003003","64","637","24115","003","003",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"379","24060012009","64","638","24060","012","009",3,2,2,1,2,1,NA,"","RẪY MỲ",1,1,"km94",2,6,"",10,2,1,1,1,1,1,17,8,"01079",NA,NA,NA
"380","24060012012","64","638","24060","012","012",3,2,2,1,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"381","24060012008","64","638","24060","012","008",3,2,2,1,2,1,NA,"","SẮN TRÊN NƯƠNG",1,1,"KM94",1,6,"",7,2,1,1,1,1,1,16,8,"01050",NA,NA,NA
"382","24060012003","64","638","24060","012","003",3,2,2,2,1,1,1,"","RÃY TRÊN NÚI",1,1,"Cao sản",2,6,"",2,2,1,2,1,2,1,11,8,"01054",NA,NA,NA
"383","24060012013","64","638","24060","012","013",3,2,2,1,2,1,NA,"","RẪY NƯƠNG",1,1,"km94",2,6,"",8,2,1,1,1,1,1,17,8,"01063",NA,NA,NA
"384","24060012015","64","638","24060","012","015",3,1,2,2,2,1,NA,"","RÃY TRÊN NÚI",1,1,"Cao sản",2,5,"",2,2,1,1,1,1,1,14,8,"01077",NA,NA,NA
"385","23983012001","64","639","23983","012","001",3,1,2,2,2,1,NA,"","BRIÊNG",1,1,"cao sản",1,5,"",3,1,1,1,1,1,1,18,8,"01064",NA,NA,NA
"386","23983012004","64","639","23983","012","004",3,1,2,2,2,1,NA,"","B RIÊNG",1,1,"cao sản",1,5,"",4,2,1,1,1,1,1,15,8,"01041",NA,NA,NA
"387","23983012015","64","639","23983","012","015",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"388","23983012013","64","639","23983","012","013",3,1,2,2,2,1,NA,"","BRIÊNG",1,1,"cao sản",1,5,"",3,2,1,1,1,1,1,17,8,"01076",NA,NA,NA
"389","23983012008","64","639","23983","012","008",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"390","23983012006","64","639","23983","012","006",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"391","23983012002","64","639","23983","012","002",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"392","23983012003","64","639","23983","012","003",3,1,2,2,2,1,NA,"","BRIÊNG",1,1,"cao sản",1,3,"",1,2,1,1,1,1,1,15,8,"01044",NA,NA,NA
"393","23983012009","64","639","23983","012","009",3,1,2,2,2,1,NA,"","BRIÊNG",1,1,"cao sản",1,5,"",4,2,1,1,1,1,1,17,8,"01012",NA,NA,NA
"394","24221007007","66","646","24221","007","007",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"395","24221007009","66","646","24221","007","009",3,1,2,2,2,1,NA,"","THÔN 10",2,1,"KM54",2,5,"",2,2,1,1,1,1,1,15,8,"01089",NA,NA,NA
"396","24221007012","66","646","24221","007","012",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"397","24221007001","66","646","24221","007","001",3,1,2,2,2,1,NA,"","THÔN 10",1,1,"KM 54",2,5,"",2,2,1,1,1,1,1,1,8,"01096",NA,NA,NA
"398","24221007015","66","646","24221","007","015",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"399","24221007013","66","646","24221","007","013",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"400","24221007003","66","646","24221","007","003",3,1,2,2,2,1,NA,"","THÔN 10",1,1,"KM 54",2,6,"",2,2,1,1,1,1,1,15,8,"01082",NA,NA,NA
"401","24221007011","66","646","24221","007","011",3,1,2,2,2,1,NA,"","THÔN 10",1,1,"KM54",2,5,"",3,2,1,1,1,1,1,16,8,"01101",NA,NA,NA
"402","24221007002","66","646","24221","007","002",3,2,2,2,1,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"403","24221007006","66","646","24221","007","006",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"404","24221007010","66","646","24221","007","010",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"405","24221007005","66","646","24221","007","005",3,1,2,2,2,1,1,"","THÔN 10 IA R VÊ",1,1,"KM 54",2,6,"",3,2,1,1,1,1,1,16,8,"01086",NA,NA,NA
"406","24221007004","66","646","24221","007","004",3,1,2,2,2,2,1,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"407","25081019010","68","680","25081","019","010",3,2,2,2,1,2,3,"hộ không được chọn mẫu","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"408","25213022006","70","689","25213","022","006",3,1,2,2,2,2,3,"Không lấy mẫu lá","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"409","25498012002","72","705","25498","012","002",3,1,2,2,2,1,NA,"","THẠNH BÌNH",1,1,"HN2",99,6,"",0,1,1,1,1,2,1,7,8,"01104",1,NA,NA
"410","25537008015","72","706","25537","008","015",3,1,2,2,2,1,NA,"","A1",1,1,"05",2,6,"",3,1,1,1,1,1,1,16,8,"01123",1,NA,NA
"411","25537008002","72","706","25537","008","002",3,1,2,2,2,1,NA,"","A1",1,1,"HO 01",2,6,"",1,1,1,1,1,1,1,16,8,"01123",1,NA,NA
"412","25537008001","72","706","25537","008","001",3,1,2,2,2,1,NA,"","A1",1,1,"Thái MO",2,6,"",1,1,1,1,1,1,1,16,8,"01118",1,NA,NA
"413","25543026004","72","706","25543","026","004",3,1,2,2,2,1,NA,"","THỬA 1",1,1,"km140",2,5,"",2,1,1,1,1,1,1,7,8,"01130",1,NA,NA
"414","31855027001","95","956","31855","027","001",3,2,2,2,1,2,2,"","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"415","01189008001","02","034","01189","008","001",2,2,2,2,1,1,NA,NA,"MINH TÂN",1,1,"Giống địa phương",1,6,NA,12,2,2,1,1,1,1,14,5,"00068",NA,NA,NA
"416","01189008002","02","034","01189","008","002",2,2,2,2,1,1,NA,NA,"MINH TÂN",1,1,"giống địa phương",1,6,NA,1,2,2,1,2,1,1,12,5,"00042",NA,NA,NA
"417","01189008005","02","034","01189","008","005",2,2,2,2,1,1,NA,NA,"MINH TÂN",1,1,"địa phương",1,6,NA,1,2,2,2,1,1,1,6,5,"00045",NA,NA,NA
"418","01189008006","02","034","01189","008","006",2,2,2,2,1,1,NA,NA,"MINH TÂN",1,1,"sắn trắng",1,6,NA,10,2,1,2,1,2,1,19,5,"00051",NA,NA,NA
"419","01189008007","02","034","01189","008","007",2,2,2,2,1,1,NA,NA,"MINH TÂN",1,1,"sắn trắng",1,6,NA,5,2,2,1,1,1,1,9,5,"00041",NA,NA,NA
"420","01189008010","02","034","01189","008","010",2,2,2,2,1,1,NA,NA,"MINH TÂN",1,1,"địa phương",1,6,NA,10,2,2,2,1,1,1,8,5,"00039",NA,NA,NA
"421","01189008013","02","034","01189","008","013",2,2,2,2,1,1,NA,NA,"MINH TÂN",1,1,"địa phương",1,6,NA,6,2,2,1,1,1,1,5,5,"00064",NA,NA,NA
"422","01189008014","02","034","01189","008","014",2,2,2,2,1,1,NA,NA,"MINH TÂN",1,1,"địa phương",1,6,NA,5,2,2,1,1,1,1,10,5,"00071",NA,NA,NA
"423","01189008015","02","034","01189","008","015",2,2,2,2,1,1,NA,NA,"MINH TÂN",1,1,"địa phương",1,6,NA,5,2,2,2,1,1,1,20,5,"00067",NA,NA,NA
"424","01360004004","04","043","01360","004","004",2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","01360004007","04","043","01360","004","007",2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","01360004009","04","043","01360","004","009",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","01360004010","04","043","01360","004","010",2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","01360004011","04","043","01360","004","011",2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","01360004012","04","043","01360","004","012",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","01360004013","04","043","01360","004","013",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","01360004014","04","043","01360","004","014",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","01360004015","04","043","01360","004","015",2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","01360004016","04","043","01360","004","016",2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","01654014003","04","051","01654","014","003",2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","01858004012","06","060","01858","004","012",2,2,2,2,1,1,NA,NA,"NẶM SAM",1,1,"mì kè",1,6,NA,2,2,2,2,2,2,2,25,5,"00105",NA,NA,NA
"436","01933001002","06","061","01933","001","002",2,2,2,2,1,1,NA,NA,"NÀ KÈ",1,1,"sắn ta",1,6,NA,2,2,2,2,2,2,1,16,5,"00098",NA,NA,NA
"437","02059003011","06","064","02059","003","011",2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","02446001004","08","075","02446","001","004",2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","02446001009","08","075","02446","001","009",2,1,2,2,2,1,NA,NA,"ĐỒI NHÀ",1,1,"cao sản",2,6,NA,4,2,1,1,1,2,1,14,5,"00132",NA,NA,NA
"440","02452009005","08","075","02452","009","005",2,1,2,2,2,1,NA,NA,"VƯỜN NHÀ",1,1,"sắn trắng cao sản",2,5,NA,2,2,1,1,1,2,1,11,5,"00140",NA,NA,NA
"441","02452009007","08","075","02452","009","007",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","02452009009","08","075","02452","009","009",2,1,2,2,2,1,NA,NA,"ĐỒI NHÀ",1,1,"tăng sản",2,6,NA,3,2,1,1,1,2,1,14,5,"00123",NA,NA,NA
"443","02452009014","08","075","02452","009","014",2,1,2,2,2,1,NA,NA,"THÁI NINH",1,1,"sắn lá tre",1,6,NA,10,2,2,2,2,2,1,12,5,"00139",NA,NA,NA
"444","02452009016","08","075","02452","009","016",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","02464011010","08","075","02464","011","010",2,1,2,2,2,1,NA,NA,"THỬA 1",1,1,"sắn cao sản",99,6,NA,3,2,1,1,1,1,1,16,5,"00137",NA,NA,NA
"446","02683007003","10","082","02683","007","003",2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","02683007007","10","082","02683","007","007",2,2,2,2,1,2,3,"địa bàn không chọn lấy mẫu lá sắn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","02686007010","10","082","02686","007","010",2,1,2,2,2,1,NA,NA,"NGẢI TRỒ",1,1,"cao sản",2,5,NA,3,1,1,1,1,2,1,8,5,"00163",NA,NA,NA
"449","02686007012","10","082","02686","007","012",2,1,2,2,2,1,NA,NA,"NGẢI TRỒ",1,1,"cao sản",2,5,NA,2,2,1,1,2,2,1,9,5,"00178",NA,NA,NA
"450","02959010001","10","087","02959","010","001",2,1,2,2,2,1,NA,NA,"THỬA 1",1,1,"sắn lá tre",1,6,NA,9,2,2,1,1,2,1,5,5,"00149",NA,NA,NA
"451","02959010002","10","087","02959","010","002",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","02959010003","10","087","02959","010","003",2,1,2,2,2,1,NA,NA,"BẢN 1 A",1,1,"cao sản",2,5,NA,3,2,1,1,1,2,1,11,5,"00152",NA,NA,NA
"453","02959010006","10","087","02959","010","006",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","02959010011","10","087","02959","010","011",2,1,2,2,2,1,NA,NA,"THỬA 1",1,1,"lá tre",1,6,NA,8,2,2,1,1,1,1,8,5,"00182",NA,NA,NA
"455","02959010013","10","087","02959","010","013",2,1,2,2,2,1,NA,NA,"BẢN 1A",1,1,"sắn lai",2,6,NA,5,2,1,1,1,2,1,7,5,"00188",NA,NA,NA
"456","02959010014","10","087","02959","010","014",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","02959010015","10","087","02959","010","015",2,1,2,2,2,1,NA,NA,"BẢN 1A",1,1,"sắn cao sản",2,6,NA,5,2,1,1,1,2,1,9,5,"00175",NA,NA,NA
"458","02971014001","10","087","02971","014","001",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","02971014005","10","087","02971","014","005",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","03158003001","11","096","03158","003","001",2,1,NA,NA,NA,1,1,NA,"MẢNH 1",1,1,"sắn thường",1,6,NA,7,2,2,2,2,2,1,25,5,"224",NA,NA,NA
"461","03158003008","11","096","03158","003","008",2,2,2,2,1,1,2,NA,"MẢNH 1",1,1,"sắn thường",1,7,"của gia đình để từ vụ trước",9,2,2,2,2,2,1,25,5,"00219",NA,NA,NA
"462","03158003010","11","096","03158","003","010",2,1,2,2,2,1,2,NA,"M1",1,1,"sắn thường",1,6,NA,3,2,2,2,1,2,1,25,5,"00230",NA,NA,NA
"463","03158003012","11","096","03158","003","012",2,1,2,2,2,1,2,NA,"M1",1,1,"sắn thường",1,6,NA,3,2,2,2,1,2,1,25,5,"00204",NA,NA,NA
"464","03158003013","11","096","03158","003","013",2,1,2,2,2,1,2,NA,"M1",1,1,"sắn thường",1,6,NA,4,2,2,2,1,2,1,25,5,"00206",NA,NA,NA
"465","03158003015","11","096","03158","003","015",2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","03200005001","11","097","03200","005","001",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","03200005002","11","097","03200","005","002",2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","03200005003","11","097","03200","005","003",2,1,2,2,2,1,3,"không có lá sắn","Hồ chim 2",1,1,"giống địa phương",1,6,NA,3,2,2,1,1,2,1,17,5,"01150",NA,NA,NA
"469","03200005004","11","097","03200","005","004",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","03200005006","11","097","03200","005","006",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","03200005007","11","097","03200","005","007",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","03200005008","11","097","03200","005","008",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","03200005009","11","097","03200","005","009",2,1,2,2,2,1,NA,NA,"GÒ CAO",2,1,"giống 6 tháng",1,6,NA,2,2,1,2,1,2,1,14,5,"01149",NA,NA,NA
"474","03200005010","11","097","03200","005","010",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","03200005011","11","097","03200","005","011",2,1,2,2,2,1,NA,NA,"HỒ CHIM 2",1,1,"sắn địa phương",1,6,NA,2,2,2,2,1,2,1,6,5,"01148",NA,NA,NA
"476","03200005012","11","097","03200","005","012",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","03200005013","11","097","03200","005","013",2,1,2,2,2,1,1,NA,"HỒ CHIM 2",1,1,"sắn thường",1,6,NA,2,2,1,2,1,1,1,15,5,"01147",NA,NA,NA
"478","03200005014","11","097","03200","005","014",2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","03200005015","11","097","03200","005","015",2,1,2,2,2,1,NA,NA,"HỒ CHIM 2",1,1,"địa phương",1,6,NA,3,2,2,2,1,1,1,8,5,"01146",NA,NA,NA
