"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","timing","harvest_combine","harvest_strawbaler","harvest_manual","harvest_other","other_specify","n_year_harvest","dry_method","dry_other","n_year_dry","store_method","moisture","KYDIEUTRA","dry_mechan","hermetic"
"11566",11,97,3201,3,11,3201003011,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11567",11,97,3201,3,12,3201003012,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11568",11,97,3201,3,13,3201003013,2,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11569",11,97,3201,3,14,3201003014,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11570",11,97,3201,3,15,3201003015,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11571",11,99,3259,5,1,3259005001,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11572",11,99,3259,5,2,3259005002,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11573",11,99,3259,5,3,3259005003,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11574",11,99,3259,5,4,3259005004,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11575",11,99,3259,5,6,3259005006,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11576",11,99,3259,5,7,3259005007,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11577",11,99,3259,5,8,3259005008,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11578",11,99,3259,5,10,3259005010,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11579",11,99,3259,5,11,3259005011,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11580",11,99,3259,5,12,3259005012,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11581",11,99,3259,5,14,3259005014,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11582",11,99,3259,5,16,3259005016,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11583",11,99,3262,10,1,3262010001,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11584",11,99,3262,10,2,3262010002,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11585",11,99,3262,10,3,3262010003,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11586",11,99,3262,10,4,3262010004,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11587",11,99,3262,10,5,3262010005,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11588",11,99,3262,10,6,3262010006,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11589",11,99,3262,10,7,3262010007,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11590",11,99,3262,10,8,3262010008,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11591",11,99,3262,10,9,3262010009,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11592",11,99,3262,10,10,3262010010,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11593",11,99,3262,10,11,3262010011,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11594",11,99,3262,10,12,3262010012,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11595",11,99,3262,10,13,3262010013,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11596",11,99,3262,10,16,3262010016,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11597",11,99,3262,10,17,3262010017,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11598",11,102,3307,8,1,3307008001,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11599",11,102,3307,8,2,3307008002,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11600",11,102,3307,8,3,3307008003,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11601",11,102,3307,8,4,3307008004,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11602",11,102,3307,8,5,3307008005,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11603",11,102,3307,8,6,3307008006,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11604",11,102,3307,8,7,3307008007,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11605",11,102,3307,8,8,3307008008,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11606",11,102,3307,8,9,3307008009,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11607",11,102,3307,8,10,3307008010,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11608",11,102,3307,8,11,3307008011,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11609",11,102,3307,8,12,3307008012,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11610",11,102,3307,8,13,3307008013,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11611",11,102,3307,8,14,3307008014,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11612",11,102,3307,8,15,3307008015,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11613",11,100,3365,2,1,3365002001,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11614",11,100,3365,2,3,3365002003,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11615",11,100,3365,2,4,3365002004,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11616",11,100,3365,2,5,3365002005,1,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11617",11,100,3365,2,6,3365002006,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11618",11,100,3365,2,7,3365002007,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11619",11,100,3365,2,8,3365002008,1,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11620",11,100,3365,2,9,3365002009,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11621",11,100,3365,2,10,3365002010,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11622",11,100,3365,2,11,3365002011,1,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11623",11,100,3365,2,12,3365002012,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11624",11,100,3365,2,13,3365002013,1,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11625",11,100,3365,2,14,3365002014,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11626",11,100,3365,2,15,3365002015,1,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11627",11,101,3371,1,1,3371001001,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11628",11,101,3371,1,2,3371001002,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11629",11,101,3371,1,3,3371001003,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11630",11,101,3371,1,4,3371001004,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11631",11,101,3371,1,5,3371001005,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11632",11,101,3371,1,6,3371001006,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11633",11,101,3371,1,7,3371001007,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11634",11,101,3371,1,8,3371001008,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11635",11,101,3371,1,9,3371001009,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11636",11,101,3371,1,10,3371001010,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11637",11,101,3371,1,11,3371001011,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11638",11,101,3371,1,12,3371001012,2,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11639",11,101,3371,1,15,3371001015,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11640",12,106,3427,4,1,3427004001,3,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11641",12,106,3427,4,2,3427004002,1,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11642",12,106,3427,4,3,3427004003,2,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11643",12,106,3427,4,4,3427004004,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11644",12,106,3427,4,5,3427004005,1,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11645",12,106,3427,4,6,3427004006,3,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11646",12,106,3427,4,7,3427004007,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11647",12,106,3427,4,8,3427004008,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11648",12,106,3427,4,9,3427004009,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11649",12,106,3427,4,10,3427004010,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11650",12,106,3427,4,11,3427004011,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11651",12,106,3427,4,12,3427004012,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11652",12,106,3427,4,13,3427004013,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11653",12,106,3427,4,14,3427004014,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11654",12,106,3427,4,15,3427004015,1,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11655",12,108,3478,4,8,3478004008,2,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11656",12,112,3481,8,5,3481008005,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11657",12,112,3481,8,7,3481008007,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11658",12,108,3487,8,2,3487008002,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11659",12,108,3487,8,3,3487008003,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11660",12,108,3487,8,4,3487008004,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11661",12,108,3487,8,5,3487008005,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11662",12,108,3487,8,6,3487008006,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11663",12,108,3487,8,7,3487008007,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11664",12,108,3487,8,8,3487008008,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11665",12,108,3487,8,9,3487008009,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11666",12,108,3487,8,10,3487008010,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11667",12,108,3487,8,11,3487008011,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11668",12,108,3487,8,13,3487008013,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11669",12,108,3487,8,14,3487008014,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11670",12,108,3487,8,15,3487008015,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11671",12,109,3490,17,1,3490017001,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11672",12,109,3490,17,2,3490017002,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11673",12,109,3490,17,3,3490017003,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11674",12,109,3490,17,5,3490017005,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11675",12,109,3490,17,7,3490017007,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11676",12,109,3490,17,8,3490017008,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11677",12,109,3490,17,10,3490017010,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11678",12,109,3490,17,11,3490017011,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11679",12,109,3490,17,12,3490017012,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11680",12,109,3490,17,13,3490017013,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11681",12,108,3532,13,1,3532013001,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11682",12,108,3532,13,2,3532013002,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11683",12,108,3532,13,3,3532013003,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11684",12,108,3532,13,4,3532013004,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11685",12,108,3532,13,5,3532013005,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11686",12,108,3532,13,6,3532013006,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11687",12,108,3532,13,7,3532013007,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11688",12,108,3532,13,8,3532013008,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11689",12,108,3532,13,9,3532013009,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11690",12,108,3532,13,10,3532013010,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11691",12,108,3532,13,11,3532013011,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11692",12,108,3532,13,12,3532013012,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11693",12,108,3532,13,13,3532013013,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11694",12,108,3532,13,14,3532013014,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11695",12,108,3532,13,15,3532013015,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11696",12,109,3577,10,1,3577010001,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11697",12,109,3577,10,2,3577010002,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11698",12,109,3577,10,3,3577010003,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11699",12,109,3577,10,4,3577010004,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11700",12,109,3577,10,5,3577010005,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11701",12,109,3577,10,6,3577010006,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11702",12,109,3577,10,7,3577010007,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11703",12,109,3577,10,8,3577010008,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11704",12,109,3577,10,9,3577010009,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11705",12,109,3577,10,10,3577010010,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11706",12,109,3577,10,11,3577010011,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11707",12,109,3577,10,12,3577010012,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11708",12,109,3577,10,13,3577010013,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11709",12,109,3577,10,14,3577010014,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11710",12,109,3577,10,15,3577010015,3,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11711",12,111,3601,13,1,3601013001,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11712",12,111,3601,13,2,3601013002,2,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11713",12,111,3601,13,3,3601013003,2,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11714",12,111,3601,13,6,3601013006,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11715",12,111,3601,13,7,3601013007,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11716",12,111,3601,13,8,3601013008,2,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11717",12,111,3601,13,9,3601013009,2,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11718",12,111,3601,13,10,3601013010,2,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11719",12,111,3601,13,11,3601013011,2,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11720",12,111,3601,13,12,3601013012,3,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11721",12,111,3601,13,13,3601013013,3,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11722",12,111,3601,13,14,3601013014,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11723",12,111,3601,13,15,3601013015,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11724",12,111,3601,13,17,3601013017,2,0,0,1,0,NA,NA,3,NA,NA,2,1,4,0,0
"11725",14,118,3718,10,1,3718010001,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11726",14,118,3718,10,2,3718010002,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11727",14,118,3718,10,3,3718010003,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11728",14,118,3718,10,5,3718010005,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11729",14,118,3718,10,6,3718010006,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11730",14,118,3718,10,7,3718010007,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11731",14,118,3718,10,8,3718010008,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11732",14,118,3718,10,9,3718010009,3,1,0,0,0,NA,3,2,NA,NA,2,2,4,0,0
"11733",14,118,3718,10,10,3718010010,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11734",14,118,3718,10,11,3718010011,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11735",14,118,3718,10,12,3718010012,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11736",14,118,3718,10,13,3718010013,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11737",14,118,3718,10,14,3718010014,3,1,0,1,0,NA,5,2,NA,NA,2,2,4,0,0
"11738",14,118,3718,10,15,3718010015,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11739",14,120,3850,8,3,3850008003,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11740",14,120,3850,8,5,3850008005,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11741",14,120,3850,8,9,3850008009,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11742",14,120,3850,8,11,3850008011,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11743",14,120,3850,8,13,3850008013,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11744",14,128,3994,7,17,3994007017,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11745",14,128,3994,7,18,3994007018,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11746",14,128,3994,7,19,3994007019,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11747",14,128,3994,7,20,3994007020,2,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11748",14,128,3994,7,21,3994007021,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11749",14,128,3994,7,22,3994007022,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11750",14,128,3994,7,26,3994007026,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11751",14,128,3994,7,30,3994007030,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11752",14,123,4033,8,3,4033008003,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11753",14,123,4033,8,14,4033008014,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11754",14,128,4048,13,3,4048013003,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11755",14,128,4048,13,6,4048013006,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11756",14,128,4048,13,8,4048013008,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11757",14,128,4048,13,9,4048013009,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11758",14,128,4048,13,12,4048013012,2,0,0,1,0,NA,NA,1,NA,NA,2,1,4,0,0
"11759",14,126,4171,14,1,4171014001,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11760",14,126,4171,14,2,4171014002,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11761",14,126,4171,14,3,4171014003,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11762",14,126,4171,14,4,4171014004,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11763",14,126,4171,14,5,4171014005,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11764",14,126,4171,14,6,4171014006,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11765",14,126,4171,14,7,4171014007,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11766",14,126,4171,14,8,4171014008,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11767",14,126,4171,14,9,4171014009,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11768",14,126,4171,14,10,4171014010,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11769",14,126,4171,14,11,4171014011,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11770",14,126,4171,14,12,4171014012,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11771",14,126,4171,14,13,4171014013,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11772",14,126,4171,14,14,4171014014,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11773",14,126,4171,14,15,4171014015,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11774",14,126,4195,19,1,4195019001,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11775",14,126,4195,19,2,4195019002,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11776",14,126,4195,19,3,4195019003,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11777",14,126,4195,19,4,4195019004,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11778",14,126,4195,19,7,4195019007,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11779",14,126,4195,19,8,4195019008,3,0,0,1,0,NA,NA,1,NA,NA,2,2,4,0,0
"11780",14,126,4195,19,9,4195019009,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11781",14,126,4195,19,10,4195019010,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11782",14,126,4195,19,11,4195019011,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11783",14,126,4195,19,13,4195019013,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11784",14,126,4195,19,14,4195019014,3,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11785",15,135,4336,13,1,4336013001,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11786",15,135,4336,13,2,4336013002,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11787",15,135,4336,13,3,4336013003,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11788",15,135,4336,13,4,4336013004,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11789",15,135,4336,13,5,4336013005,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11790",15,135,4336,13,6,4336013006,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11791",15,135,4336,13,7,4336013007,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11792",15,135,4336,13,8,4336013008,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11793",15,135,4336,13,9,4336013009,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11794",15,135,4336,13,10,4336013010,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11795",15,135,4336,13,11,4336013011,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11796",15,135,4336,13,12,4336013012,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11797",15,135,4336,13,13,4336013013,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11798",15,135,4336,13,14,4336013014,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11799",15,135,4336,13,15,4336013015,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11800",15,136,4429,1,1,4429001001,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11801",15,136,4429,1,4,4429001004,3,1,0,0,0,NA,3,3,NA,NA,2,1,4,0,0
"11802",15,136,4429,1,5,4429001005,3,0,0,1,0,NA,NA,2,NA,NA,2,1,4,0,0
"11803",15,136,4429,1,6,4429001006,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11804",15,136,4429,1,7,4429001007,3,1,0,0,0,NA,3,2,NA,NA,2,1,4,0,0
"11805",15,136,4429,1,8,4429001008,1,1,0,0,0,NA,2,2,NA,NA,2,1,4,0,0
"11806",15,136,4429,1,9,4429001009,3,1,0,0,0,NA,3,2,NA,NA,2,1,4,0,0
"11807",15,136,4429,1,11,4429001011,2,1,0,0,0,NA,2,2,NA,NA,2,2,4,0,0
"11808",15,136,4429,1,13,4429001013,2,0,0,1,0,NA,NA,3,NA,NA,2,2,4,0,0
"11809",15,136,4429,1,14,4429001014,3,0,0,1,0,NA,NA,2,NA,NA,2,2,4,0,0
"11810",15,136,4429,1,15,4429001015,3,1,0,0,0,NA,2,2,NA,NA,2,2,4,0,0
"11811",15,136,4435,8,1,4435008001,3,1,0,0,0,NA,5,2,NA,NA,2,2,4,0,0
"11812",15,136,4435,8,2,4435008002,2,1,0,0,0,NA,3,2,NA,NA,2,2,4,0,0
"11813",15,136,4435,8,3,4435008003,2,1,0,0,0,NA,3,2,NA,NA,2,1,4,0,0
"11814",15,136,4435,8,4,4435008004,3,1,0,0,0,NA,4,2,NA,NA,2,2,4,0,0
"11815",15,136,4435,8,5,4435008005,3,1,0,0,0,NA,5,1,NA,NA,2,1,4,0,0
"11816",15,136,4435,8,6,4435008006,2,1,0,0,0,NA,2,2,NA,NA,2,2,4,0,0
"11817",15,136,4435,8,8,4435008008,1,1,0,0,0,NA,3,2,NA,NA,2,1,4,0,0
"11818",15,136,4435,8,9,4435008009,3,1,0,0,0,NA,5,2,NA,NA,2,2,4,0,0
"11819",15,136,4435,8,10,4435008010,3,1,0,0,0,NA,5,2,NA,NA,2,2,4,0,0
"11820",15,136,4435,8,11,4435008011,2,1,0,0,0,NA,5,3,NA,NA,2,1,4,0,0
"11821",15,136,4435,8,12,4435008012,2,1,0,0,0,NA,2,2,NA,NA,2,2,4,0,0
"11822",15,136,4435,8,13,4435008013,2,1,0,0,0,NA,3,2,NA,NA,2,2,4,0,0
