"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","timing","harvest_combine","harvest_strawbaler","harvest_manual","harvest_other","other_specify","n_year_harvest","dry_method","dry_other","n_year_dry","store_method","moisture","KYDIEUTRA","dry_mechan","hermetic"
"1273",26,252,9079,8,1,9079008001,2,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1274",26,252,9079,8,2,9079008002,2,1,0,0,0,NA,2,2,NA,NA,3,2,1,0,0
"1275",26,252,9079,8,3,9079008003,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1276",26,252,9079,8,6,9079008006,2,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1277",26,252,9079,8,7,9079008007,2,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1278",26,252,9079,8,8,9079008008,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1279",26,252,9079,8,9,9079008009,3,1,0,0,0,NA,3,2,NA,NA,2,1,1,0,0
"1280",26,252,9079,8,10,9079008010,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1281",26,252,9079,8,11,9079008011,3,1,0,0,0,NA,3,2,NA,NA,2,1,1,0,0
"1282",26,252,9079,8,14,9079008014,2,1,0,0,0,NA,4,2,NA,NA,3,2,1,0,0
"1283",26,252,9079,8,15,9079008015,3,1,0,0,0,NA,3,2,NA,NA,2,1,1,0,0
"1284",26,252,9112,9,6,9112009006,2,1,0,0,0,NA,4,2,NA,NA,3,2,1,0,0
"1285",26,252,9112,9,7,9112009007,2,1,0,0,0,NA,4,2,NA,NA,3,2,1,0,0
"1286",27,258,9220,7,7,9220007007,2,1,0,0,0,NA,3,1,NA,NA,2,1,1,0,0
"1287",27,259,9268,1,1,9268001001,3,1,0,0,0,NA,8,2,NA,NA,3,2,1,0,0
"1288",27,259,9268,1,2,9268001002,3,1,0,0,0,NA,6,2,NA,NA,3,2,1,0,0
"1289",27,259,9268,1,3,9268001003,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1290",27,259,9268,1,5,9268001005,3,1,0,0,0,NA,4,2,NA,NA,3,2,1,0,0
"1291",27,259,9268,1,6,9268001006,3,1,0,0,0,NA,3,2,NA,NA,2,2,1,0,0
"1292",27,259,9268,1,9,9268001009,3,1,0,0,0,NA,13,2,NA,NA,3,2,1,0,0
"1293",27,259,9268,1,10,9268001010,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1294",27,259,9268,1,12,9268001012,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1295",27,259,9268,1,13,9268001013,3,1,0,0,0,NA,4,2,NA,NA,3,1,1,0,0
"1296",27,259,9268,1,14,9268001014,3,1,0,0,0,NA,4,2,NA,NA,3,1,1,0,0
"1297",27,259,9301,15,1,9301015001,3,1,0,0,0,NA,3,2,NA,NA,2,2,1,0,0
"1298",27,259,9301,15,4,9301015004,3,1,0,0,0,NA,4,2,NA,NA,3,2,1,0,0
"1299",27,259,9301,15,5,9301015005,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1300",27,259,9301,15,6,9301015006,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1301",27,259,9301,15,9,9301015009,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1302",27,259,9301,15,10,9301015010,3,1,1,0,0,NA,8,2,NA,NA,3,2,1,0,0
"1303",27,259,9301,15,11,9301015011,3,1,0,0,0,NA,8,2,NA,NA,3,2,1,0,0
"1304",27,259,9301,15,13,9301015013,3,1,0,0,0,NA,4,2,NA,NA,3,1,1,0,0
"1305",27,259,9301,15,16,9301015016,3,1,0,0,0,NA,8,2,NA,NA,3,2,1,0,0
"1306",27,259,9304,1,1,9304001001,3,1,0,0,0,NA,5,2,NA,NA,3,1,1,0,0
"1307",27,259,9304,1,2,9304001002,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1308",27,259,9304,1,3,9304001003,3,1,0,0,0,NA,3,2,NA,NA,2,2,1,0,0
"1309",27,259,9304,1,4,9304001004,3,1,0,0,0,NA,5,2,NA,NA,3,2,1,0,0
"1310",27,259,9304,1,6,9304001006,3,1,0,0,0,NA,5,2,NA,NA,3,1,1,0,0
"1311",27,259,9304,1,8,9304001008,2,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1312",27,259,9304,1,11,9304001011,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1313",27,259,9304,1,14,9304001014,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1314",27,259,9304,1,15,9304001015,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1315",27,262,9445,15,1,9445015001,2,1,0,0,0,NA,12,2,NA,NA,3,2,1,0,0
"1316",27,262,9445,15,2,9445015002,2,1,0,0,0,NA,13,8,NA,NA,3,2,1,0,0
"1317",27,262,9445,15,4,9445015004,2,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1318",27,262,9445,15,6,9445015006,3,1,0,0,0,NA,10,2,NA,NA,2,1,1,0,0
"1319",27,262,9445,15,10,9445015010,3,1,0,0,0,NA,9,2,NA,NA,2,1,1,0,0
"1320",27,262,9445,15,12,9445015012,3,1,0,0,0,NA,7,2,NA,NA,2,2,1,0,0
"1321",27,262,9445,15,14,9445015014,3,1,0,0,0,NA,7,2,NA,NA,2,2,1,0,0
"1322",27,262,9448,7,1,9448007001,2,1,0,0,0,NA,10,3,NA,NA,3,2,1,0,0
"1323",27,262,9448,7,2,9448007002,2,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1324",27,262,9448,7,3,9448007003,2,1,0,0,0,NA,7,2,NA,NA,3,2,1,0,0
"1325",27,262,9448,7,4,9448007004,2,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1326",27,262,9448,7,6,9448007006,2,1,0,0,0,NA,9,2,NA,NA,2,1,1,0,0
"1327",27,262,9448,7,7,9448007007,3,1,0,0,0,NA,8,2,NA,NA,2,1,1,0,0
"1328",27,262,9448,7,8,9448007008,3,1,0,0,0,NA,5,2,NA,NA,2,1,1,0,0
"1329",27,262,9448,7,9,9448007009,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1330",27,262,9448,7,10,9448007010,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1331",27,262,9448,7,11,9448007011,3,1,0,0,0,NA,7,2,NA,NA,2,1,1,0,0
"1332",27,262,9448,7,12,9448007012,2,1,0,0,0,NA,10,3,NA,NA,3,2,1,0,0
"1333",27,262,9448,7,14,9448007014,3,1,0,0,0,NA,7,2,NA,NA,2,2,1,0,0
"1334",27,263,9493,10,1,9493010001,2,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1335",27,263,9493,10,2,9493010002,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1336",27,263,9493,10,5,9493010005,2,1,0,0,0,NA,8,2,NA,NA,2,2,1,0,0
"1337",27,263,9493,10,7,9493010007,2,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1338",27,263,9493,10,8,9493010008,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1339",27,263,9493,10,9,9493010009,2,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1340",27,263,9493,10,10,9493010010,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1341",27,263,9493,10,11,9493010011,3,1,0,0,0,NA,8,2,NA,NA,2,1,1,0,0
"1342",27,263,9493,10,12,9493010012,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1343",27,263,9493,10,13,9493010013,2,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1344",27,263,9493,10,15,9493010015,2,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1345",1,271,9640,10,2,9640010002,3,1,0,0,0,NA,5,2,NA,NA,3,2,1,0,0
"1346",1,271,9640,10,6,9640010006,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1347",1,271,9640,10,10,9640010010,2,1,0,0,0,NA,7,2,NA,NA,3,2,1,0,0
"1348",1,271,9640,10,11,9640010011,2,1,0,0,0,NA,7,2,NA,NA,3,2,1,0,0
"1349",1,271,9640,10,12,9640010012,2,1,0,0,0,NA,5,2,NA,NA,3,2,1,0,0
"1350",1,271,9640,10,13,9640010013,2,1,0,0,0,NA,8,2,NA,NA,3,2,1,0,0
"1351",1,273,9826,5,3,9826005003,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1352",1,275,9916,9,8,9916009008,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1353",1,275,9916,9,13,9916009013,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1354",1,275,9952,18,1,9952018001,2,1,0,0,0,NA,4,2,NA,NA,2,1,1,0,0
"1355",1,275,9952,18,2,9952018002,3,1,0,0,0,NA,2,2,NA,NA,2,1,1,0,0
"1356",1,275,9952,18,4,9952018004,3,1,0,0,0,NA,4,2,NA,NA,2,1,1,0,0
"1357",1,275,9952,18,5,9952018005,2,1,0,1,0,NA,4,2,NA,NA,2,1,1,0,0
"1358",1,275,9952,18,6,9952018006,3,1,0,1,0,NA,4,2,NA,NA,2,1,1,0,0
"1359",1,275,9952,18,8,9952018008,3,1,0,0,0,NA,3,2,NA,NA,2,1,1,0,0
"1360",1,275,9952,18,10,9952018010,3,1,0,0,0,NA,4,2,NA,NA,2,1,1,0,0
"1361",1,275,9952,18,11,9952018011,3,1,0,0,0,NA,4,2,NA,NA,2,1,1,0,0
"1362",1,275,9952,18,12,9952018012,3,1,0,0,0,NA,4,2,NA,NA,2,1,1,0,0
"1363",1,275,9952,18,13,9952018013,3,1,0,0,0,NA,4,2,NA,NA,2,1,1,0,0
"1364",1,275,9952,18,15,9952018015,3,1,0,0,0,NA,3,2,NA,NA,2,1,1,0,0
"1365",1,276,10006,18,1,10006018001,3,1,0,0,0,NA,2,1,NA,NA,3,1,1,0,0
"1366",1,276,10006,18,3,10006018003,3,1,0,0,0,NA,2,1,NA,NA,3,1,1,0,0
"1367",1,276,10006,18,5,10006018005,3,1,0,0,0,NA,3,3,NA,NA,2,1,1,0,0
"1368",1,276,10006,18,7,10006018007,3,1,0,0,0,NA,2,2,NA,NA,3,1,1,0,0
"1369",1,276,10006,18,10,10006018010,3,1,0,0,0,NA,2,2,NA,NA,3,1,1,0,0
"1370",1,276,10006,18,11,10006018011,3,1,0,0,0,NA,2,2,NA,NA,3,1,1,0,0
"1371",1,276,10006,18,13,10006018013,3,1,0,0,0,NA,2,3,NA,NA,3,1,1,0,0
"1372",1,280,10276,1,2,10276001002,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1373",1,280,10276,1,5,10276001005,2,1,0,0,0,NA,7,3,NA,NA,3,2,1,0,0
"1374",1,280,10276,1,13,10276001013,3,1,0,0,0,NA,5,2,NA,NA,3,2,1,0,0
"1375",1,280,10276,1,14,10276001014,2,1,0,0,0,NA,3,3,NA,NA,3,2,1,0,0
"1376",1,280,10276,1,15,10276001015,2,1,0,0,0,NA,5,2,NA,NA,3,2,1,0,0
"1377",1,280,10330,3,2,10330003002,3,1,0,0,0,NA,5,2,NA,NA,3,2,1,0,0
"1378",1,280,10330,3,4,10330003004,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1379",1,280,10330,3,6,10330003006,3,1,0,1,0,NA,5,2,NA,NA,2,2,1,0,0
"1380",1,280,10330,3,8,10330003008,2,1,0,0,0,NA,8,2,NA,NA,3,2,1,0,0
"1381",1,280,10330,3,12,10330003012,3,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1382",1,282,10480,11,1,10480011001,2,1,0,0,0,NA,7,2,NA,NA,2,2,1,0,0
"1383",1,282,10480,11,3,10480011003,2,1,0,0,0,NA,7,2,NA,NA,2,2,1,0,0
"1384",1,282,10480,11,4,10480011004,3,1,0,0,0,NA,7,2,NA,NA,2,2,1,0,0
"1385",1,282,10480,11,6,10480011006,3,1,0,0,0,NA,7,2,NA,NA,2,2,1,0,0
"1386",1,282,10480,11,8,10480011008,2,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1387",1,282,10480,11,9,10480011009,3,1,0,0,0,NA,5,2,NA,NA,3,1,1,0,0
"1388",1,282,10480,11,10,10480011010,2,1,0,0,0,NA,5,2,NA,NA,3,1,1,0,0
"1389",1,282,10480,11,11,10480011011,3,1,0,0,0,NA,5,2,NA,NA,1,1,1,0,0
"1390",1,282,10480,11,12,10480011012,3,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1391",1,282,10480,11,13,10480011013,3,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1392",1,282,10480,11,14,10480011014,3,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1393",1,282,10480,11,15,10480011015,3,1,0,0,0,NA,5,2,NA,NA,3,1,1,0,0
"1394",30,290,10576,5,2,10576005002,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1395",30,290,10576,5,4,10576005004,3,1,0,0,0,NA,7,2,NA,NA,3,1,1,0,0
"1396",30,290,10576,5,7,10576005007,3,1,0,0,0,NA,4,2,NA,NA,2,2,1,0,0
"1397",30,290,10576,5,8,10576005008,3,1,0,0,0,NA,4,2,NA,NA,2,2,1,0,0
"1398",30,290,10576,5,9,10576005009,3,1,0,0,0,NA,4,2,NA,NA,2,2,1,0,0
"1399",30,290,10576,5,15,10576005015,3,1,0,0,0,NA,4,2,NA,NA,2,2,1,0,0
"1400",30,290,10585,10,1,10585010001,3,1,0,0,0,NA,8,2,NA,NA,2,1,1,0,0
"1401",30,290,10585,10,3,10585010003,3,1,0,0,0,NA,10,2,NA,NA,2,1,1,0,0
"1402",30,290,10585,10,4,10585010004,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1403",30,290,10585,10,5,10585010005,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1404",30,290,10585,10,6,10585010006,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1405",30,290,10585,10,7,10585010007,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1406",30,290,10585,10,8,10585010008,3,1,0,0,0,NA,4,2,NA,NA,2,2,1,0,0
"1407",30,290,10585,10,9,10585010009,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1408",30,290,10585,10,11,10585010011,3,1,0,0,0,NA,4,2,NA,NA,2,2,1,0,0
"1409",30,291,10615,9,3,10615009003,2,1,0,0,0,NA,8,2,NA,NA,2,2,1,0,0
"1410",30,291,10615,9,6,10615009006,2,1,0,0,0,NA,5,3,NA,NA,3,2,1,0,0
"1411",30,291,10615,9,8,10615009008,2,1,0,0,0,NA,6,2,NA,NA,4,1,1,0,1
"1412",30,291,10615,9,9,10615009009,2,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1413",30,291,10615,9,10,10615009010,2,1,0,0,0,NA,5,2,NA,NA,2,1,1,0,0
"1414",30,291,10615,9,14,10615009014,3,1,0,0,0,NA,5,3,NA,NA,3,1,1,0,0
"1415",30,291,10615,9,16,10615009016,2,1,0,0,0,NA,8,2,NA,NA,2,1,1,0,0
"1416",30,288,10672,18,8,10672018008,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1417",30,288,10672,18,10,10672018010,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1418",30,288,10672,18,11,10672018011,3,1,0,0,0,NA,9,2,NA,NA,2,2,1,0,0
"1419",30,288,10672,18,12,10672018012,3,1,0,0,0,NA,8,2,NA,NA,2,2,1,0,0
"1420",30,288,10672,18,14,10672018014,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1421",30,292,10702,22,8,10702022008,3,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1422",30,292,10702,22,9,10702022009,3,1,0,0,0,NA,5,2,NA,NA,3,1,1,0,0
"1423",30,292,10702,22,16,10702022016,2,1,0,0,0,NA,5,2,NA,NA,2,1,1,0,0
"1424",30,293,10771,8,1,10771008001,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1425",30,293,10771,8,2,10771008002,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1426",30,293,10771,8,3,10771008003,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1427",30,293,10771,8,5,10771008005,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1428",30,293,10771,8,12,10771008012,2,1,0,0,0,NA,10,2,NA,NA,3,2,1,0,0
"1429",30,293,10783,15,11,10783015011,2,1,0,0,0,NA,10,2,NA,NA,3,1,1,0,0
"1430",30,288,10822,1,1,10822001001,3,1,0,0,0,NA,8,3,NA,NA,2,2,1,0,0
"1431",30,288,10822,1,2,10822001002,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1432",30,288,10822,1,6,10822001006,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1433",30,288,10822,1,9,10822001009,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1434",30,288,10822,1,10,10822001010,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1435",30,288,10822,1,11,10822001011,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1436",30,288,10822,1,13,10822001013,3,1,0,0,0,NA,5,2,NA,NA,3,2,1,0,0
"1437",30,288,10822,1,15,10822001015,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1438",30,296,10987,9,1,10987009001,2,1,0,1,0,NA,3,2,NA,NA,2,1,1,0,0
"1439",30,296,10987,9,2,10987009002,2,1,0,0,0,NA,4,2,NA,NA,2,1,1,0,0
"1440",30,296,10987,9,3,10987009003,3,1,0,0,0,NA,3,2,NA,NA,2,2,1,0,0
"1441",30,296,10987,9,4,10987009004,3,1,0,0,0,NA,3,2,NA,NA,2,1,1,0,0
"1442",30,296,10987,9,5,10987009005,3,1,0,0,0,NA,2,2,NA,NA,2,1,1,0,0
"1443",30,296,10987,9,7,10987009007,3,1,0,0,0,NA,2,2,NA,NA,2,1,1,0,0
"1444",30,296,10987,9,11,10987009011,2,1,0,0,0,NA,8,2,NA,NA,3,1,1,0,0
"1445",30,296,10987,9,14,10987009014,3,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1446",30,296,10987,9,15,10987009015,3,1,0,0,0,NA,10,2,NA,NA,3,1,1,0,0
"1447",30,297,11059,10,1,11059010001,3,1,0,0,0,NA,2,2,NA,NA,3,2,1,0,0
"1448",30,297,11059,10,2,11059010002,3,1,0,0,0,NA,2,2,NA,NA,3,2,1,0,0
"1449",30,297,11059,10,6,11059010006,3,1,0,0,0,NA,20,2,NA,NA,2,1,1,0,0
"1450",30,297,11059,10,11,11059010011,3,1,0,0,0,NA,4,2,NA,NA,3,2,1,0,0
"1451",30,297,11059,10,13,11059010013,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1452",30,297,11059,10,14,11059010014,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1453",30,297,11059,10,15,11059010015,3,1,0,0,0,NA,2,2,NA,NA,3,2,1,0,0
"1454",30,297,11065,7,2,11065007002,3,1,0,0,0,NA,2,2,NA,NA,3,2,1,0,0
"1455",30,297,11065,7,5,11065007005,3,1,0,0,0,NA,3,2,NA,NA,3,2,1,0,0
"1456",30,297,11065,7,8,11065007008,3,1,0,0,0,NA,4,2,NA,NA,3,2,1,0,0
"1457",30,297,11065,7,13,11065007013,3,1,0,0,0,NA,15,2,NA,NA,2,2,1,0,0
"1458",30,298,11074,1,17,11074001017,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1459",30,298,11074,1,22,11074001022,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1460",30,298,11074,1,25,11074001025,3,1,0,0,0,NA,5,2,NA,NA,2,1,1,0,0
"1461",30,298,11092,3,1,11092003001,2,1,0,0,0,NA,3,2,NA,NA,2,1,1,0,0
"1462",30,298,11092,3,6,11092003006,3,1,0,0,0,NA,5,2,NA,NA,3,2,1,0,0
"1463",30,298,11092,3,11,11092003011,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1464",30,300,11242,1,2,11242001002,2,0,1,0,0,NA,6,2,NA,NA,3,2,1,0,0
"1465",30,300,11242,1,4,11242001004,2,0,1,0,0,NA,8,2,NA,NA,3,2,1,0,0
"1466",30,300,11242,1,10,11242001010,2,1,0,0,0,NA,8,2,NA,NA,3,2,1,0,0
"1467",30,300,11242,1,15,11242001015,2,1,0,0,0,NA,4,2,NA,NA,3,2,1,0,0
"1468",31,311,11485,11,1,11485011001,3,1,0,0,0,NA,5,3,NA,NA,2,2,1,0,0
"1469",31,311,11485,11,2,11485011002,3,0,0,1,0,NA,NA,2,NA,NA,2,2,1,0,0
"1470",31,311,11485,11,3,11485011003,3,0,0,1,0,NA,NA,3,NA,NA,2,2,1,0,0
"1471",31,311,11485,11,6,11485011006,3,1,0,0,0,NA,3,3,NA,NA,2,2,1,0,0
"1472",31,311,11485,11,7,11485011007,3,1,0,0,0,NA,3,3,NA,NA,2,2,1,0,0
"1473",31,311,11485,11,8,11485011008,3,1,0,0,0,NA,8,3,NA,NA,2,2,1,0,0
"1474",31,311,11485,11,10,11485011010,3,1,0,0,0,NA,7,3,NA,NA,2,2,1,0,0
"1475",31,311,11485,11,11,11485011011,3,1,0,0,0,NA,5,3,NA,NA,2,2,1,0,0
"1476",31,311,11485,11,13,11485011013,3,1,0,0,0,NA,5,3,NA,NA,2,2,1,0,0
"1477",31,311,11485,11,14,11485011014,3,1,0,0,0,NA,5,3,NA,NA,2,2,1,0,0
"1478",31,311,11542,13,11,11542013011,3,1,0,0,0,NA,10,3,NA,NA,2,1,1,0,0
"1479",31,311,11542,13,13,11542013013,3,1,0,0,0,NA,8,3,NA,NA,2,2,1,0,0
"1480",31,313,11641,5,2,11641005002,3,1,0,0,0,NA,6,2,NA,NA,2,1,1,0,0
"1481",31,313,11641,5,3,11641005003,3,1,0,0,0,NA,4,2,NA,NA,2,1,1,0,0
"1482",31,313,11662,19,3,11662019003,3,1,0,0,0,NA,10,2,NA,NA,2,1,1,0,0
"1483",31,313,11662,19,4,11662019004,3,1,0,0,0,NA,7,2,NA,NA,2,1,1,0,0
"1484",31,313,11662,19,5,11662019005,3,0,0,1,0,NA,NA,2,NA,NA,2,1,1,0,0
"1485",31,313,11662,19,6,11662019006,3,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1486",31,313,11662,19,7,11662019007,3,1,0,0,0,NA,5,2,NA,NA,2,1,1,0,0
"1487",31,313,11662,19,8,11662019008,3,1,0,0,0,NA,6,2,NA,NA,2,1,1,0,0
"1488",31,313,11662,19,13,11662019013,3,1,0,0,0,NA,6,2,NA,NA,2,1,1,0,0
"1489",31,313,11662,19,14,11662019014,3,0,0,1,0,NA,NA,2,NA,NA,2,2,1,0,0
"1490",31,313,11662,19,15,11662019015,3,0,0,1,0,NA,NA,2,NA,NA,2,2,1,0,0
"1491",31,313,11665,1,1,11665001001,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
"1492",31,313,11665,1,3,11665001003,3,1,0,0,0,NA,15,2,NA,NA,2,2,1,0,0
"1493",31,313,11665,1,4,11665001004,3,0,0,1,0,NA,NA,2,NA,NA,2,1,1,0,0
"1494",31,313,11665,1,5,11665001005,3,1,0,0,0,NA,5,2,NA,NA,2,1,1,0,0
"1495",31,313,11665,1,6,11665001006,3,1,0,0,0,NA,4,2,NA,NA,2,1,1,0,0
"1496",31,313,11665,1,9,11665001009,3,1,0,0,0,NA,6,2,NA,NA,2,1,1,0,0
"1497",31,313,11665,1,15,11665001015,3,1,0,0,0,NA,6,2,NA,NA,2,1,1,0,0
"1498",31,314,11743,16,3,11743016003,1,1,0,1,0,NA,5,2,NA,NA,3,1,1,0,0
"1499",31,314,11743,16,7,11743016007,3,1,0,0,0,NA,5,2,NA,NA,2,1,1,0,0
"1500",31,314,11743,16,14,11743016014,2,0,0,1,0,NA,NA,3,NA,NA,3,1,1,0,0
"1501",31,316,11869,2,1,11869002001,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1502",31,316,11869,2,2,11869002002,3,1,0,0,0,NA,5,3,NA,NA,3,2,1,0,0
"1503",31,316,11869,2,3,11869002003,3,1,0,0,0,NA,6,2,NA,NA,3,2,1,0,0
"1504",31,316,11869,2,6,11869002006,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1505",31,316,11869,2,10,11869002010,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1506",31,316,11869,2,14,11869002014,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1507",31,316,11869,2,15,11869002015,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1508",31,316,11890,10,1,11890010001,3,1,0,0,0,NA,7,2,NA,NA,2,2,1,0,0
"1509",31,316,11890,10,2,11890010002,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1510",31,316,11890,10,3,11890010003,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1511",31,316,11890,10,4,11890010004,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1512",31,316,11890,10,7,11890010007,3,1,0,0,0,NA,7,2,NA,NA,2,2,1,0,0
"1513",31,316,11890,10,8,11890010008,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1514",31,316,11890,10,9,11890010009,3,1,0,0,0,NA,7,2,NA,NA,2,2,1,0,0
"1515",31,316,11890,10,11,11890010011,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1516",31,316,11890,10,12,11890010012,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1517",31,316,11890,10,13,11890010013,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1518",31,316,11890,10,15,11890010015,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1519",33,323,11956,14,1,11956014001,3,1,0,0,0,NA,5,2,NA,NA,3,1,1,0,0
"1520",33,323,11971,7,8,11971007008,2,1,0,0,0,NA,1,2,NA,NA,2,2,1,0,0
"1521",33,323,11971,7,9,11971007009,3,1,0,0,0,NA,5,2,NA,NA,2,2,1,0,0
"1522",33,323,11971,7,13,11971007013,2,0,0,1,0,NA,NA,2,NA,NA,2,2,1,0,0
"1523",33,327,12058,9,2,12058009002,2,1,0,0,0,NA,5,3,NA,NA,2,1,1,0,0
"1524",33,327,12058,9,7,12058009007,2,1,0,0,0,NA,5,2,NA,NA,3,2,1,0,0
"1525",33,327,12058,9,13,12058009013,2,1,0,0,0,NA,5,2,NA,NA,3,1,1,0,0
"1526",33,327,12058,9,14,12058009014,3,1,0,0,0,NA,6,2,NA,NA,2,2,1,0,0
"1527",33,329,12166,6,2,12166006002,2,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1528",33,329,12166,6,5,12166006005,3,1,0,0,0,NA,5,2,NA,NA,3,1,1,0,0
"1529",33,329,12166,6,8,12166006008,3,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1530",33,329,12166,6,10,12166006010,3,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1531",33,329,12166,6,12,12166006012,2,1,0,0,0,NA,6,2,NA,NA,3,1,1,0,0
"1532",33,329,12169,4,2,12169004002,3,1,0,0,0,NA,12,2,NA,NA,3,2,1,0,0
"1533",33,329,12169,4,3,12169004003,3,1,0,0,0,NA,10,2,NA,NA,2,2,1,0,0
