"IDHO","REGION","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","EXPR1","EXPR2","EXPR3","EXPR4","EXPR6","EXPR5","M4B111_C6","M4B111_C7","M4B111_C8","M4B111_C9","M4B111_C10","M4B111_C11","M4B111_C121","M4B111_C122","M4B111_C123","M4B111_C124","M4B111_C125","M4B111_C13","M4B111_C14","M4B112_C1","M4B113_C1","M4B113_C2","M4B113_C3","M4B113_C4","M4B113_C5","M4B113_C6","M4B113_C7","M4B113_C8","M4B113_C9","M4B113_C101","M4B113_C102","M4B113_C103","M4B113_C104","M4B113_C105","M4B113_C106","M4B113_C111","M4B113_C112","M4B113_C113","M4B113_C114","M4B113_C115","M4B113_C116","M4B113_C117","M4B113_C117GHIRO","M4B113_C121","M4B113_C122","M4B113_C123","M4B113_C124","M4B113_C125","M4B113_C131","M4B113_C132","M4B113_C133","M4B113_C134","M4B113_C135","M4B113_C14N","M4B113_C14T","M4B113_C16","KINHDO","VIDO","SEASON","WT45","ttnt","wt45","Province_name"
"21358004006",3,"51","531","21358","004","006",4,51,531,21358,4,6,4,1,2,15,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21358004007",3,"51","531","21358","004","007",4,51,531,21358,4,7,4,1,2,14,1,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21358004008",3,"51","531","21358","004","008",4,51,531,21358,4,8,4,1,2,15,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21358004009",3,"51","531","21358","004","009",4,51,531,21358,4,9,4,1,2,15,1,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21358004010",3,"51","531","21358","004","010",4,51,531,21358,4,10,4,1,2,15,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21358004011",3,"51","531","21358","004","011",4,51,531,21358,4,11,4,1,2,14,1,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21358004015",3,"51","531","21358","004","015",4,51,531,21358,4,15,4,4,2,10,2,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21373006001",3,"51","532","21373","006","001",7,51,532,21373,6,1,7,1,2,3,3,1,10,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006002",3,"51","532","21373","006","002",7,51,532,21373,6,2,7,1,2,3,2,1,6,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006003",3,"51","532","21373","006","003",7,51,532,21373,6,3,7,1,3,4,3,1,10,2,2,1,2,2,5,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006004",3,"51","532","21373","006","004",7,51,532,21373,6,4,7,1,2,2,3,1,10,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006005",3,"51","532","21373","006","005",7,51,532,21373,6,5,7,1,2,3,2,1,5,2,2,1,2,2,5,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006006",3,"51","532","21373","006","006",7,51,532,21373,6,6,7,1,2,4,2,1,6,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006007",3,"51","532","21373","006","007",7,51,532,21373,6,7,7,1,2,3,2,1,5,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006008",3,"51","532","21373","006","008",7,51,532,21373,6,8,7,1,2,4,2,1,5,2,2,1,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006009",3,"51","532","21373","006","009",7,51,532,21373,6,9,7,1,0,NA,3,1,10,2,2,1,2,2,4,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006010",3,"51","532","21373","006","010",7,51,532,21373,6,10,7,1,2,3,3,1,10,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006012",3,"51","532","21373","006","012",7,51,532,21373,6,12,7,1,2,3,2,1,5,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006013",3,"51","532","21373","006","013",7,51,532,21373,6,13,7,1,2,3,2,1,5,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006014",3,"51","532","21373","006","014",7,51,532,21373,6,14,7,1,2,3,3,1,5,2,2,1,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21373006015",3,"51","532","21373","006","015",7,51,532,21373,6,15,7,1,2,3,3,2,10,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,474,2,474,"Tinh Quang Ngai"
"21379020001",3,"51","532","21379","020","001",11,51,532,21379,20,1,11,1,3,5,2,1,5,2,1,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21379020002",3,"51","532","21379","020","002",11,51,532,21379,20,2,11,1,3,3,2,1,5,2,1,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21379020003",3,"51","532","21379","020","003",11,51,532,21379,20,3,11,1,3,4,2,1,5,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21379020004",3,"51","532","21379","020","004",11,51,532,21379,20,4,11,1,3,3,2,1,5,2,1,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21379020007",3,"51","532","21379","020","007",11,51,532,21379,20,7,11,1,2,2,3,1,3,2,2,1,2,2,5,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21379020011",3,"51","532","21379","020","011",11,51,532,21379,20,11,11,1,2,2,3,1,5,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21379020012",3,"51","532","21379","020","012",11,51,532,21379,20,12,11,1,3,2,3,1,5,2,2,1,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21379020014",3,"51","532","21379","020","014",11,51,532,21379,20,14,11,1,2,2,3,1,3,2,2,1,2,2,5,5,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21379020015",3,"51","532","21379","020","015",11,51,532,21379,20,15,11,1,3,2,3,1,4,2,2,1,2,2,5,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21379020016",3,"51","532","21379","020","016",11,51,532,21379,20,16,11,1,3,4,2,1,4,2,1,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21379020017",3,"51","532","21379","020","017",11,51,532,21379,20,17,11,1,3,2,3,1,3,2,2,1,2,2,5,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,480,2,480,"Tinh Quang Ngai"
"21409008001",3,"51","533","21409","008","001",8,51,533,21409,8,1,8,1,2,2,2,1,3,2,2,1,2,2,4,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,479,2,479,"Tinh Quang Ngai"
"21409008003",3,"51","533","21409","008","003",8,51,533,21409,8,3,8,1,2,2,2,1,2,2,2,1,2,2,4,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,479,2,479,"Tinh Quang Ngai"
"21409008004",3,"51","533","21409","008","004",8,51,533,21409,8,4,8,1,1,3,2,1,4,2,2,1,2,2,5,5,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,479,2,479,"Tinh Quang Ngai"
"21409008006",3,"51","533","21409","008","006",8,51,533,21409,8,6,8,1,1,3,2,1,4,2,2,1,2,2,5,5,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,479,2,479,"Tinh Quang Ngai"
"21409008009",3,"51","533","21409","008","009",8,51,533,21409,8,9,8,1,2,1,2,1,4,2,2,1,2,2,4,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,479,2,479,"Tinh Quang Ngai"
"21409008011",3,"51","533","21409","008","011",8,51,533,21409,8,11,8,1,2,3,2,1,4,2,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,479,2,479,"Tinh Quang Ngai"
"21409008012",3,"51","533","21409","008","012",8,51,533,21409,8,12,8,1,2,2,2,1,2,2,2,1,2,2,4,5,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,479,2,479,"Tinh Quang Ngai"
"21409008013",3,"51","533","21409","008","013",8,51,533,21409,8,13,8,1,2,2,2,1,2,2,2,1,2,2,4,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,479,2,479,"Tinh Quang Ngai"
"21409008015",3,"51","533","21409","008","015",8,51,533,21409,8,15,8,1,1,3,2,1,4,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,479,2,479,"Tinh Quang Ngai"
"21415004001",3,"51","533","21415","004","001",5,51,533,21415,4,1,5,1,3,5,2,1,4,1,2,1,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004002",3,"51","533","21415","004","002",5,51,533,21415,4,2,5,1,3,1,1,1,4,2,2,1,2,2,4,5,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004003",3,"51","533","21415","004","003",5,51,533,21415,4,3,5,1,1,2,1,1,4,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004004",3,"51","533","21415","004","004",5,51,533,21415,4,4,5,1,1,7,1,1,4,2,2,1,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004005",3,"51","533","21415","004","005",5,51,533,21415,4,5,5,1,2,3,2,1,4,2,2,1,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004007",3,"51","533","21415","004","007",5,51,533,21415,4,7,5,1,1,3,2,1,4,2,2,1,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004008",3,"51","533","21415","004","008",5,51,533,21415,4,8,5,1,2,10,1,1,5,2,2,1,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004009",3,"51","533","21415","004","009",5,51,533,21415,4,9,5,1,1,2,1,1,4,2,2,1,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004010",3,"51","533","21415","004","010",5,51,533,21415,4,10,5,1,1,4,1,1,4,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004012",3,"51","533","21415","004","012",5,51,533,21415,4,12,5,1,2,2,2,1,4,2,2,1,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004013",3,"51","533","21415","004","013",5,51,533,21415,4,13,5,1,1,5,1,1,4,2,2,1,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004014",3,"51","533","21415","004","014",5,51,533,21415,4,14,5,1,1,3,1,1,4,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21415004015",3,"51","533","21415","004","015",5,51,533,21415,4,15,5,1,2,5,2,1,3,2,2,1,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,473,2,473,"Tinh Quang Ngai"
"21439006002",3,"51","534","21439","006","002",10,51,534,21439,6,2,10,1,2,7,2,1,3,2,2,1,2,2,5,5,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,589,1,589,"Tinh Quang Ngai"
"21439006008",3,"51","534","21439","006","008",10,51,534,21439,6,8,10,1,2,8,2,1,3,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,589,1,589,"Tinh Quang Ngai"
"21439006010",3,"51","534","21439","006","010",10,51,534,21439,6,10,10,1,1,9,1,1,4,2,2,1,2,2,5,5,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,589,1,589,"Tinh Quang Ngai"
"21439006011",3,"51","534","21439","006","011",10,51,534,21439,6,11,10,1,1,8,2,1,3,2,2,1,2,2,5,5,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,589,1,589,"Tinh Quang Ngai"
"21442014002",3,"51","534","21442","014","002",11,51,534,21442,14,2,11,1,2,6,2,1,3,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,465,2,465,"Tinh Quang Ngai"
"21442014003",3,"51","534","21442","014","003",11,51,534,21442,14,3,11,1,1,8,2,1,4,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,465,2,465,"Tinh Quang Ngai"
"21442014006",3,"51","534","21442","014","006",11,51,534,21442,14,6,11,1,2,6,2,1,4,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,465,2,465,"Tinh Quang Ngai"
"21442014007",3,"51","534","21442","014","007",11,51,534,21442,14,7,11,1,1,6,2,1,4,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,465,2,465,"Tinh Quang Ngai"
"21442014008",3,"51","534","21442","014","008",11,51,534,21442,14,8,11,1,1,6,2,1,2,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,465,2,465,"Tinh Quang Ngai"
"21442014009",3,"51","534","21442","014","009",11,51,534,21442,14,9,11,1,1,6,2,1,4,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,465,2,465,"Tinh Quang Ngai"
"21442014010",3,"51","534","21442","014","010",11,51,534,21442,14,10,11,1,2,7,2,1,3,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,465,2,465,"Tinh Quang Ngai"
"21442014011",3,"51","534","21442","014","011",11,51,534,21442,14,11,11,1,1,8,2,1,3,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,465,2,465,"Tinh Quang Ngai"
"21445015001",3,"51","534","21445","015","001",2,51,534,21445,15,1,2,1,1,5,1,1,4,2,2,1,2,2,5,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,406,2,406,"Tinh Quang Ngai"
"21445015002",3,"51","534","21445","015","002",2,51,534,21445,15,2,2,1,1,6,1,1,4,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,406,2,406,"Tinh Quang Ngai"
