"MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","KYDIEUTRA","wt45","water_source","other_source","laser","pipe","STT","stage","n_day","reason","sink_feet","count","n_drydown"
42,446,18739,4,6,18739004006,1,606,1,NA,2,NA,0,0,3,3,5,3,3
42,446,18739,4,6,18739004006,1,606,1,NA,2,NA,1,5,15,1,3,3,3
42,446,18739,4,6,18739004006,1,606,1,NA,2,NA,2,17,10,1,2,3,3
42,446,18739,4,8,18739004008,1,606,1,NA,2,NA,0,0,3,3,5,3,3
42,446,18739,4,8,18739004008,1,606,1,NA,2,NA,1,5,15,1,3,3,3
42,446,18739,4,8,18739004008,1,606,1,NA,2,NA,2,17,10,1,2,3,3
42,446,18739,4,9,18739004009,1,606,1,NA,2,NA,0,0,3,3,5,3,3
42,446,18739,4,9,18739004009,1,606,1,NA,2,NA,1,5,15,1,2,3,3
42,446,18739,4,9,18739004009,1,606,1,NA,2,NA,2,17,10,1,1,3,3
42,446,18739,4,10,18739004010,1,606,1,NA,2,NA,0,0,3,3,5,3,3
42,446,18739,4,10,18739004010,1,606,1,NA,2,NA,1,5,15,1,3,3,3
42,446,18739,4,10,18739004010,1,606,1,NA,2,NA,2,17,10,1,2,3,3
42,446,18739,4,11,18739004011,1,606,1,NA,2,NA,0,0,3,2,5,3,3
42,446,18739,4,11,18739004011,1,606,1,NA,2,NA,1,5,2,1,2,3,3
42,446,18739,4,11,18739004011,1,606,1,NA,2,NA,2,17,10,1,1,3,3
42,446,18739,4,13,18739004013,1,606,1,NA,2,NA,0,0,3,2,5,3,3
42,446,18739,4,13,18739004013,1,606,1,NA,2,NA,1,5,15,1,2,3,3
42,446,18739,4,13,18739004013,1,606,1,NA,2,NA,2,17,10,1,1,3,3
42,446,18739,4,14,18739004014,1,606,1,NA,2,NA,0,0,3,2,5,3,3
42,446,18739,4,14,18739004014,1,606,1,NA,2,NA,1,5,15,1,2,3,3
42,446,18739,4,14,18739004014,1,606,1,NA,2,NA,2,17,10,1,1,3,3
42,446,18739,4,15,18739004015,1,606,1,NA,2,NA,0,0,3,2,5,3,3
42,446,18739,4,15,18739004015,1,606,1,NA,2,NA,1,5,15,1,2,3,3
42,446,18739,4,15,18739004015,1,606,1,NA,2,NA,2,17,10,1,1,3,3
42,447,18769,2,1,18769002001,1,586,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
42,447,18769,2,2,18769002002,1,586,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
42,447,18769,2,3,18769002003,1,586,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
42,447,18769,2,4,18769002004,1,586,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
42,447,18769,2,6,18769002006,1,586,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
42,447,18769,2,7,18769002007,1,586,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
42,447,18769,2,9,18769002009,1,586,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
42,447,18769,2,10,18769002010,1,586,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
42,447,18769,2,11,18769002011,1,586,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
42,447,18769,2,12,18769002012,1,586,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
42,447,18769,2,14,18769002014,1,586,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
44,454,19024,9,2,19024009002,1,468,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,454,19024,9,3,19024009003,1,468,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,454,19024,9,4,19024009004,1,468,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
44,454,19024,9,8,19024009008,1,468,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
44,454,19024,9,10,19024009010,1,468,1,NA,2,NA,0,7,7,1,3,2,2
44,454,19024,9,10,19024009010,1,468,1,NA,2,NA,1,17,7,1,3,2,2
44,454,19024,9,11,19024009011,1,468,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
44,454,19024,9,13,19024009013,1,468,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,454,19024,9,14,19024009014,1,468,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,454,19024,9,15,19024009015,1,468,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,458,19084,3,1,19084003001,1,446,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,458,19084,3,5,19084003005,1,446,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,458,19084,3,6,19084003006,1,446,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,458,19084,3,8,19084003008,1,446,1,NA,2,NA,1,3,5,4,99,2,0
44,458,19084,3,8,19084003008,1,446,1,NA,2,NA,2,8,7,5,99,2,0
44,458,19084,3,9,19084003009,1,446,1,NA,2,NA,1,1,7,4,99,2,0
44,458,19084,3,9,19084003009,1,446,1,NA,2,NA,2,7,5,4,99,2,0
44,458,19084,3,11,19084003011,1,446,1,NA,2,NA,1,2,5,4,99,1,0
44,458,19084,3,12,19084003012,1,446,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,458,19084,3,13,19084003013,1,446,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,458,19084,3,14,19084003014,1,446,1,NA,99,NA,1,NA,NA,NA,NA,1,0
44,458,19084,3,15,19084003015,1,446,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,455,19117,1,4,19117001004,1,462,1,NA,2,NA,0,1,6,1,12,1,1
44,455,19117,1,8,19117001008,1,462,3,NA,2,2,NA,NA,NA,NA,NA,1,0
44,455,19117,1,9,19117001009,1,462,1,NA,2,NA,0,1,5,1,12,1,1
44,455,19117,1,12,19117001012,1,462,1,NA,2,NA,0,1,6,1,12,1,1
44,455,19117,1,14,19117001014,1,462,3,NA,2,2,NA,NA,NA,NA,NA,1,0
44,455,19156,3,1,19156003001,1,355,1,NA,2,NA,0,1,6,1,12,1,1
44,455,19156,3,2,19156003002,1,355,1,NA,2,NA,0,2,4,1,12,1,1
44,455,19156,3,3,19156003003,1,355,1,NA,2,NA,0,1,5,1,10,1,1
44,455,19156,3,4,19156003004,1,355,1,NA,2,NA,0,2,5,1,13,1,1
44,455,19156,3,6,19156003006,1,355,1,NA,2,NA,0,1,6,1,12,1,1
44,455,19156,3,7,19156003007,1,355,1,NA,2,NA,0,1,6,1,12,1,1
44,455,19156,3,8,19156003008,1,355,1,NA,2,NA,0,1,6,1,12,1,1
44,455,19156,3,9,19156003009,1,355,1,NA,2,NA,0,1,5,1,12,1,1
44,455,19156,3,11,19156003011,1,355,3,NA,2,2,0,4,2,6,2,1,1
44,455,19156,3,12,19156003012,1,355,3,NA,2,2,NA,NA,NA,NA,NA,1,0
44,455,19156,3,13,19156003013,1,355,3,NA,2,2,NA,NA,NA,NA,NA,1,0
44,455,19156,3,14,19156003014,1,355,3,NA,2,2,NA,NA,NA,NA,NA,1,0
44,455,19156,3,15,19156003015,1,355,3,NA,2,2,NA,NA,NA,NA,NA,1,0
44,457,19303,11,1,19303011001,1,420,1,NA,2,NA,0,4,15,3,25,2,2
44,457,19303,11,1,19303011001,1,420,1,NA,2,NA,1,18,20,3,20,2,2
44,457,19303,11,2,19303011002,1,420,1,NA,1,NA,0,1,13,1,20,2,2
44,457,19303,11,2,19303011002,1,420,1,NA,1,NA,1,17,25,3,25,2,2
44,457,19303,11,4,19303011004,1,420,1,NA,2,NA,0,0,12,3,25,2,2
44,457,19303,11,4,19303011004,1,420,1,NA,2,NA,1,17,16,3,20,2,2
44,457,19303,11,7,19303011007,1,420,1,NA,2,NA,0,0,13,1,20,2,2
44,457,19303,11,7,19303011007,1,420,1,NA,2,NA,1,18,25,3,30,2,2
44,457,19303,11,12,19303011012,1,420,1,NA,2,NA,0,0,15,3,30,2,2
44,457,19303,11,12,19303011012,1,420,1,NA,2,NA,1,18,20,3,25,2,2
44,457,19303,11,13,19303011013,1,420,1,NA,2,NA,0,0,13,3,20,2,2
44,457,19303,11,13,19303011013,1,420,1,NA,2,NA,1,18,25,3,30,2,2
44,457,19303,11,14,19303011014,1,420,1,NA,2,NA,0,0,11,1,20,2,2
44,457,19303,11,14,19303011014,1,420,1,NA,2,NA,1,17,18,3,25,2,2
44,457,19321,3,3,19321003003,1,442,1,NA,2,NA,0,0,5,1,1,2,2
44,457,19321,3,3,19321003003,1,442,1,NA,2,NA,1,18,1,2,2,2,2
44,457,19321,3,7,19321003007,1,442,1,NA,2,NA,0,0,2,2,2,2,2
44,457,19321,3,7,19321003007,1,442,1,NA,2,NA,1,18,7,2,3,2,2
44,457,19321,3,8,19321003008,1,442,1,NA,2,NA,0,0,5,2,1,2,2
44,457,19321,3,8,19321003008,1,442,1,NA,2,NA,1,18,10,2,2,2,2
44,457,19321,3,9,19321003009,1,442,1,NA,2,NA,0,0,6,2,2,2,2
44,457,19321,3,9,19321003009,1,442,1,NA,2,NA,1,18,12,2,3,2,2
44,457,19321,3,10,19321003010,1,442,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
44,457,19321,3,12,19321003012,1,442,1,NA,2,NA,0,0,5,2,1,2,2
44,457,19321,3,12,19321003012,1,442,1,NA,2,NA,1,18,10,2,3,2,2
44,457,19321,3,14,19321003014,1,442,1,NA,2,NA,0,0,5,2,2,2,2
44,457,19321,3,14,19321003014,1,442,1,NA,2,NA,1,18,15,2,3,2,2
44,457,19321,3,15,19321003015,1,442,1,NA,2,NA,0,0,3,2,2,2,2
44,457,19321,3,15,19321003015,1,442,1,NA,2,NA,1,18,15,2,3,2,2
45,464,19363,12,9,19363012009,1,383,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
45,465,19468,4,5,19468004005,1,312,5,"nước khe suối tự chảy",2,NA,1,NA,NA,NA,NA,1,0
45,465,19468,4,6,19468004006,1,312,5,"Nước khe suối tự chảy",2,NA,1,NA,NA,NA,NA,1,0
45,465,19468,4,8,19468004008,1,312,5,"nước có sẵn ở ruộng",2,NA,NA,NA,NA,NA,NA,1,0
45,465,19468,4,10,19468004010,1,312,5,"nước có sẵn ở ruộng",2,NA,NA,NA,NA,NA,NA,1,0
45,465,19480,1,3,19480001003,1,362,5,"Không có",2,NA,NA,NA,NA,NA,NA,1,0
45,465,19480,1,6,19480001006,1,362,5,"nước có sẵn",2,NA,NA,NA,NA,NA,NA,1,0
45,468,19603,6,1,19603006001,1,296,1,NA,2,NA,0,3,3,4,4,1,1
45,468,19603,6,3,19603006003,1,296,1,NA,99,NA,0,0,7,2,10,3,3
45,468,19603,6,3,19603006003,1,296,1,NA,99,NA,1,4,3,2,10,3,3
45,468,19603,6,3,19603006003,1,296,1,NA,99,NA,2,6,3,2,10,3,3
45,468,19603,6,4,19603006004,1,296,1,NA,99,NA,0,1,7,2,10,3,3
45,468,19603,6,4,19603006004,1,296,1,NA,99,NA,1,7,3,2,10,3,3
45,468,19603,6,4,19603006004,1,296,1,NA,99,NA,2,13,3,2,10,3,3
45,468,19603,6,6,19603006006,1,296,1,NA,2,NA,0,9,3,5,2,1,1
45,468,19603,6,7,19603006007,1,296,1,NA,2,NA,0,11,3,4,4,1,1
45,468,19603,6,8,19603006008,1,296,1,NA,2,NA,0,7,4,4,2,2,2
45,468,19603,6,8,19603006008,1,296,1,NA,2,NA,1,13,5,7,1,2,2
45,468,19603,6,9,19603006009,1,296,1,NA,99,NA,0,1,5,2,12,3,3
45,468,19603,6,9,19603006009,1,296,1,NA,99,NA,1,7,3,2,10,3,3
45,468,19603,6,9,19603006009,1,296,1,NA,99,NA,2,11,3,2,10,3,3
45,468,19603,6,11,19603006011,1,296,1,NA,2,NA,0,5,5,5,3,2,2
45,468,19603,6,11,19603006011,1,296,1,NA,2,NA,1,5,3,99,1,2,2
45,468,19603,6,12,19603006012,1,296,1,NA,2,NA,0,3,3,4,3,2,2
45,468,19603,6,12,19603006012,1,296,1,NA,2,NA,1,7,5,4,1,2,2
45,468,19603,6,13,19603006013,1,296,1,NA,2,NA,0,2,3,6,3,2,2
45,468,19603,6,13,19603006013,1,296,1,NA,2,NA,1,9,5,6,1,2,2
45,468,19603,6,15,19603006015,1,296,1,NA,99,NA,0,5,5,4,4,2,2
45,468,19603,6,15,19603006015,1,296,1,NA,99,NA,1,5,6,4,3,2,2
45,469,19627,4,9,19627004009,1,283,1,NA,2,NA,0,5,2,1,7,2,2
45,469,19627,4,9,19627004009,1,283,1,NA,2,NA,1,0,2,3,6,2,2
45,470,19711,1,2,19711001002,1,278,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
45,470,19711,1,3,19711001003,1,278,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
45,470,19711,1,4,19711001004,1,278,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
45,470,19711,1,5,19711001005,1,278,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
45,470,19711,1,6,19711001006,1,278,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
45,470,19711,1,7,19711001007,1,278,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
45,470,19711,1,8,19711001008,1,278,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
45,470,19711,1,9,19711001009,1,278,1,NA,2,NA,0,18,0,2,0,1,1
45,470,19711,1,10,19711001010,1,278,1,NA,2,NA,0,17,10,2,0,1,1
45,470,19711,1,11,19711001011,1,278,1,NA,2,NA,0,17,10,2,0,1,1
45,470,19711,1,12,19711001012,1,278,1,NA,2,NA,0,18,10,2,0,1,1
45,470,19711,1,13,19711001013,1,278,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
45,470,19711,1,15,19711001015,1,278,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
45,470,19726,4,3,19726004003,1,284,1,NA,2,NA,0,3,5,99,1,2,2
45,470,19726,4,3,19726004003,1,284,1,NA,2,NA,1,18,9,7,0,2,2
45,470,19726,4,7,19726004007,1,284,1,NA,2,NA,0,18,10,2,25,1,1
45,470,19726,4,9,19726004009,1,284,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
45,470,19726,4,10,19726004010,1,284,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
45,470,19726,4,11,19726004011,1,284,1,NA,2,NA,0,3,5,99,1,2,2
45,470,19726,4,11,19726004011,1,284,1,NA,2,NA,1,18,9,99,0,2,2
45,470,19726,4,12,19726004012,1,284,1,NA,2,NA,0,3,5,2,0,2,2
45,470,19726,4,12,19726004012,1,284,1,NA,2,NA,1,18,10,2,0,2,2
45,470,19726,4,15,19726004015,1,284,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
46,476,19843,6,2,19843006002,1,484,1,NA,2,NA,0,1,5,3,5,3,3
46,476,19843,6,2,19843006002,1,484,1,NA,2,NA,1,3,3,2,5,3,3
46,476,19843,6,2,19843006002,1,484,1,NA,2,NA,2,10,5,2,2,3,3
46,476,19843,6,6,19843006006,1,484,1,NA,2,NA,0,1,3,1,10,2,2
46,476,19843,6,6,19843006006,1,484,1,NA,2,NA,1,18,5,1,5,2,2
46,476,19843,6,7,19843006007,1,484,1,NA,2,NA,0,1,3,2,10,2,2
46,476,19843,6,7,19843006007,1,484,1,NA,2,NA,1,18,5,1,5,2,2
46,476,19843,6,9,19843006009,1,484,1,NA,99,NA,0,1,3,1,10,2,2
46,476,19843,6,9,19843006009,1,484,1,NA,99,NA,1,18,4,1,5,2,2
46,476,19843,6,11,19843006011,1,484,1,NA,2,NA,0,0,8,2,20,2,2
46,476,19843,6,11,19843006011,1,484,1,NA,2,NA,1,16,10,2,5,2,2
46,476,19843,6,14,19843006014,1,484,1,NA,2,NA,0,0,10,2,22,2,2
46,476,19843,6,14,19843006014,1,484,1,NA,2,NA,1,16,12,2,4,2,2
46,476,19843,6,15,19843006015,1,484,1,NA,2,NA,0,0,7,1,20,2,2
46,476,19843,6,15,19843006015,1,484,1,NA,2,NA,1,16,12,2,4,2,2
46,474,19906,13,2,19906013002,1,545,1,NA,1,NA,NA,NA,NA,NA,NA,1,0
46,474,19906,13,5,19906013005,1,545,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
46,474,19906,13,7,19906013007,1,545,1,NA,1,NA,NA,NA,NA,NA,NA,1,0
46,474,19906,13,12,19906013012,1,545,1,NA,1,NA,NA,NA,NA,NA,NA,1,0
46,478,19933,3,1,19933003001,1,504,1,NA,2,NA,0,0,3,1,4,2,2
46,478,19933,3,1,19933003001,1,504,1,NA,2,NA,1,18,7,1,1,2,2
46,478,19933,3,2,19933003002,1,504,1,NA,2,NA,0,0,3,1,3,2,2
46,478,19933,3,2,19933003002,1,504,1,NA,2,NA,1,16,7,1,1,2,2
46,478,19933,3,3,19933003003,1,504,1,NA,2,NA,0,0,3,4,4,2,2
46,478,19933,3,3,19933003003,1,504,1,NA,2,NA,1,16,6,4,1,2,2
46,478,19933,3,5,19933003005,1,504,1,NA,2,NA,0,0,3,1,3,2,2
46,478,19933,3,5,19933003005,1,504,1,NA,2,NA,1,16,5,1,2,2,2
46,478,19933,3,7,19933003007,1,504,1,NA,2,NA,0,0,3,2,5,2,2
46,478,19933,3,7,19933003007,1,504,1,NA,2,NA,1,17,7,3,3,2,2
46,478,19933,3,8,19933003008,1,504,1,NA,2,NA,0,0,5,1,4,2,2
46,478,19933,3,8,19933003008,1,504,1,NA,2,NA,1,17,10,1,2,2,2
46,478,19933,3,9,19933003009,1,504,1,NA,2,NA,0,1,5,1,5,2,2
46,478,19933,3,9,19933003009,1,504,1,NA,2,NA,1,17,7,1,2,2,2
46,478,19933,3,12,19933003012,1,504,1,NA,2,NA,0,1,3,1,8,2,2
46,478,19933,3,12,19933003012,1,504,1,NA,2,NA,1,18,5,1,4,2,2
46,478,19933,3,13,19933003013,1,504,1,NA,2,NA,0,0,3,1,7,2,2
46,478,19933,3,13,19933003013,1,504,1,NA,2,NA,1,18,5,1,3,2,2
46,478,19933,3,14,19933003014,1,504,1,NA,2,NA,0,1,3,2,7,2,2
46,478,19933,3,14,19933003014,1,504,1,NA,2,NA,1,17,5,2,3,2,2
46,480,20017,3,1,20017003001,1,370,1,NA,2,NA,0,0,3,1,10,3,3
46,480,20017,3,1,20017003001,1,370,1,NA,2,NA,1,5,2,4,99,3,3
46,480,20017,3,1,20017003001,1,370,1,NA,2,NA,2,18,5,3,2,3,3
46,480,20017,3,3,20017003003,1,370,1,NA,2,NA,0,0,5,1,10,3,3
46,480,20017,3,3,20017003003,1,370,1,NA,2,NA,1,7,3,4,5,3,3
46,480,20017,3,3,20017003003,1,370,1,NA,2,NA,2,18,5,1,2,3,3
46,480,20017,3,5,20017003005,1,370,1,NA,99,NA,0,0,4,1,10,3,3
46,480,20017,3,5,20017003005,1,370,1,NA,99,NA,1,9,3,4,5,3,3
46,480,20017,3,5,20017003005,1,370,1,NA,99,NA,2,18,5,1,2,3,3
46,480,20017,3,6,20017003006,1,370,1,NA,2,NA,0,0,3,1,10,4,4
46,480,20017,3,6,20017003006,1,370,1,NA,2,NA,1,5,2,3,5,4,4
46,480,20017,3,6,20017003006,1,370,1,NA,2,NA,2,9,4,3,5,4,4
46,480,20017,3,6,20017003006,1,370,1,NA,2,NA,3,18,5,1,2,4,4
46,480,20017,3,7,20017003007,1,370,1,NA,2,NA,0,0,4,1,10,3,3
46,480,20017,3,7,20017003007,1,370,1,NA,2,NA,1,9,2,4,5,3,3
46,480,20017,3,7,20017003007,1,370,1,NA,2,NA,2,18,5,1,2,3,3
46,480,20017,3,8,20017003008,1,370,1,NA,2,NA,0,0,2,2,10,4,4
46,480,20017,3,8,20017003008,1,370,1,NA,2,NA,1,5,1,2,5,4,4
46,480,20017,3,8,20017003008,1,370,1,NA,2,NA,2,8,1,3,5,4,4
46,480,20017,3,8,20017003008,1,370,1,NA,2,NA,3,18,3,2,5,4,4
46,480,20017,3,10,20017003010,1,370,1,NA,2,NA,0,0,3,2,10,3,3
46,480,20017,3,10,20017003010,1,370,1,NA,2,NA,1,12,1,99,20,3,3
46,480,20017,3,10,20017003010,1,370,1,NA,2,NA,2,18,2,2,10,3,3
46,480,20017,3,11,20017003011,1,370,1,NA,2,NA,0,0,3,1,15,2,2
46,480,20017,3,11,20017003011,1,370,1,NA,2,NA,1,0,3,2,15,2,2
46,480,20017,3,12,20017003012,1,370,1,NA,2,NA,0,0,3,1,15,2,2
46,480,20017,3,12,20017003012,1,370,1,NA,2,NA,1,18,3,2,10,2,2
46,480,20017,3,13,20017003013,1,370,1,NA,2,NA,0,0,4,2,15,3,3
46,480,20017,3,13,20017003013,1,370,1,NA,2,NA,1,6,1,1,10,3,3
46,480,20017,3,13,20017003013,1,370,1,NA,2,NA,2,18,3,2,15,3,3
46,480,20017,3,14,20017003014,1,370,1,NA,2,NA,0,0,3,2,20,2,2
46,480,20017,3,14,20017003014,1,370,1,NA,2,NA,1,18,4,2,15,2,2
46,481,20044,3,6,20044003006,1,352,4,NA,2,2,1,NA,NA,NA,NA,1,0
46,481,20044,3,7,20044003007,1,352,4,NA,2,2,NA,NA,NA,NA,NA,1,0
46,481,20044,3,8,20044003008,1,352,5,"từ khe suối",2,NA,0,1,10,7,0,3,3
46,481,20044,3,8,20044003008,1,352,5,"từ khe suối",2,NA,1,2,10,7,0,3,3
46,481,20044,3,8,20044003008,1,352,5,"từ khe suối",2,NA,3,2,5,7,0,3,3
46,481,20044,3,9,20044003009,1,352,3,NA,2,2,NA,NA,NA,NA,NA,1,0
46,481,20044,3,10,20044003010,1,352,3,NA,2,2,NA,NA,NA,NA,NA,1,0
46,481,20044,3,12,20044003012,1,352,4,NA,2,2,NA,NA,NA,NA,NA,1,0
46,481,20044,3,13,20044003013,1,352,3,NA,2,2,NA,NA,NA,NA,NA,1,0
46,481,20044,3,14,20044003014,1,352,4,NA,2,2,NA,NA,NA,NA,NA,1,0
48,497,20317,5,7,20317005007,1,661,1,NA,99,NA,NA,NA,NA,NA,NA,1,0
49,502,20356,11,4,20356011004,1,468,1,NA,2,NA,0,1,2,2,5,3,3
49,502,20356,11,4,20356011004,1,468,1,NA,2,NA,1,12,3,1,4,3,3
49,502,20356,11,4,20356011004,1,468,1,NA,2,NA,2,18,5,1,5,3,3
49,502,20356,11,6,20356011006,1,468,1,NA,99,NA,0,1,2,4,4,3,3
49,502,20356,11,6,20356011006,1,468,1,NA,99,NA,1,6,3,4,4,3,3
49,502,20356,11,6,20356011006,1,468,1,NA,99,NA,2,10,3,4,4,3,3
49,502,20356,11,9,20356011009,1,468,5,"nước mưa",2,NA,0,2,5,1,10,4,4
49,502,20356,11,9,20356011009,1,468,5,"nước mưa",2,NA,1,5,5,1,10,4,4
49,502,20356,11,9,20356011009,1,468,5,"nước mưa",2,NA,2,9,5,1,15,4,4
49,502,20356,11,9,20356011009,1,468,5,"nước mưa",2,NA,3,15,5,1,15,4,4
49,502,20356,11,11,20356011011,1,468,5,"nước mưa",99,NA,0,2,5,2,10,4,4
49,502,20356,11,11,20356011011,1,468,5,"nước mưa",99,NA,1,5,5,2,10,4,4
49,502,20356,11,11,20356011011,1,468,5,"nước mưa",99,NA,2,7,5,2,15,4,4
49,502,20356,11,11,20356011011,1,468,5,"nước mưa",99,NA,3,15,5,2,15,4,4
49,502,20356,11,12,20356011012,1,468,5,"nước mưa",2,NA,0,2,5,3,15,5,5
49,502,20356,11,12,20356011012,1,468,5,"nước mưa",2,NA,1,5,5,3,15,5,5
49,502,20356,11,12,20356011012,1,468,5,"nước mưa",2,NA,2,7,5,3,15,5,5
49,502,20356,11,12,20356011012,1,468,5,"nước mưa",2,NA,3,11,5,3,15,5,5
49,502,20356,11,12,20356011012,1,468,5,"nước mưa",2,NA,4,15,5,3,15,5,5
49,502,20356,11,14,20356011014,1,468,5,"nước mưa",2,NA,0,2,5,1,10,4,4
49,502,20356,11,14,20356011014,1,468,5,"nước mưa",2,NA,1,5,5,1,10,4,4
49,502,20356,11,14,20356011014,1,468,5,"nước mưa",2,NA,2,9,5,1,15,4,4
49,502,20356,11,14,20356011014,1,468,5,"nước mưa",2,NA,3,15,5,1,15,4,4
49,502,20356,11,15,20356011015,1,468,4,NA,2,2,0,2,5,3,10,4,4
49,502,20356,11,15,20356011015,1,468,4,NA,2,2,1,10,3,7,10,4,4
49,502,20356,11,15,20356011015,1,468,4,NA,2,2,2,9,5,99,15,4,4
49,502,20356,11,15,20356011015,1,468,4,NA,2,2,3,15,15,3,15,4,4
49,518,20364,1,5,20364001005,1,469,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
49,518,20364,1,6,20364001006,1,469,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
49,518,20364,1,7,20364001007,1,469,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
49,518,20364,1,8,20364001008,1,469,1,NA,2,NA,0,4,4,5,3,2,2
49,518,20364,1,8,20364001008,1,469,1,NA,2,NA,1,8,3,5,2,2,2
49,518,20364,1,11,20364001011,1,469,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
49,518,20364,1,13,20364001013,1,469,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
49,518,20364,1,14,20364001014,1,469,1,NA,2,NA,0,8,20,3,0,1,1
49,518,20364,1,15,20364001015,1,469,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
49,502,20389,11,7,20389011007,1,582,1,NA,99,NA,0,1,3,1,4,3,3
49,502,20389,11,7,20389011007,1,582,1,NA,99,NA,1,10,4,2,3,3,3
49,502,20389,11,7,20389011007,1,582,1,NA,99,NA,2,17,5,1,5,3,3
49,502,20389,11,8,20389011008,1,582,1,NA,99,NA,0,0,3,2,3,3,3
49,502,20389,11,8,20389011008,1,582,1,NA,99,NA,1,8,4,2,4,3,3
49,502,20389,11,8,20389011008,1,582,1,NA,99,NA,2,18,5,1,5,3,3
49,505,20488,5,1,20488005001,1,660,5,"nước suối",2,NA,0,12,10,6,0,2,2
49,505,20488,5,1,20488005001,1,660,5,"nước suối",2,NA,1,15,9,6,0,2,2
49,505,20488,5,2,20488005002,1,660,5,"nước khe",2,NA,1,NA,NA,NA,NA,1,0
49,505,20488,5,4,20488005004,1,660,5,"nước khe",2,NA,1,15,10,6,0,1,1
49,505,20488,5,5,20488005005,1,660,5,"nước suối",2,NA,1,NA,NA,NA,NA,1,0
49,505,20488,5,6,20488005006,1,660,5,"nước suối",2,NA,0,10,10,6,0,2,2
49,505,20488,5,6,20488005006,1,660,5,"nước suối",2,NA,1,15,5,6,0,2,2
49,505,20488,5,8,20488005008,1,660,5,"nước suối",2,NA,0,11,10,6,1,2,2
49,505,20488,5,8,20488005008,1,660,5,"nước suối",2,NA,1,15,5,6,0,2,2
49,505,20488,5,9,20488005009,1,660,5,"nước suối",2,NA,0,14,12,6,0,2,2
49,505,20488,5,9,20488005009,1,660,5,"nước suối",2,NA,1,15,5,6,0,2,2
49,505,20488,5,11,20488005011,1,660,5,"nước suối, khe",2,NA,0,12,10,6,0,2,2
49,505,20488,5,11,20488005011,1,660,5,"nước suối, khe",2,NA,1,15,10,6,0,2,2
49,505,20488,5,12,20488005012,1,660,5,"nước suối",2,NA,1,13,10,6,0,2,2
49,505,20488,5,12,20488005012,1,660,5,"nước suối",2,NA,2,15,8,6,0,2,2
49,505,20488,5,13,20488005013,1,660,5,"nước suối",2,NA,1,12,10,6,0,2,2
49,505,20488,5,13,20488005013,1,660,5,"nước suối",2,NA,2,14,8,6,0,2,2
49,505,20488,5,14,20488005014,1,660,5,"nước suối",2,NA,1,14,8,6,0,1,1
49,505,20488,5,15,20488005015,1,660,5,"nước suối",2,NA,0,12,10,6,99,2,2
49,505,20488,5,15,20488005015,1,660,5,"nước suối",2,NA,1,15,7,6,0,2,2
49,506,20518,19,2,20518019002,1,592,1,NA,2,NA,0,2,5,5,2,2,2
