"MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","KYDIEUTRA","wt45","water_source","other_source","laser","pipe","STT","stage","n_day","reason","sink_feet","count","n_drydown"
1,16,400,11,6,400011006,1,1172,1,NA,99,NA,0,3,8,6,99,2,2
1,16,400,11,6,400011006,1,1172,1,NA,99,NA,1,7,9,6,99,2,2
1,16,400,11,8,400011008,1,1172,1,NA,99,NA,0,4,8,6,99,2,2
1,16,400,11,8,400011008,1,1172,1,NA,99,NA,1,6,10,6,99,2,2
1,16,400,11,12,400011012,1,1172,1,NA,99,NA,0,17,7,1,1,1,1
1,16,415,3,3,415003003,1,1120,1,NA,99,NA,0,17,10,1,1,1,1
1,16,415,3,5,415003005,1,1120,4,NA,99,2,0,4,10,6,99,2,2
1,16,415,3,5,415003005,1,1120,4,NA,99,2,1,6,15,6,99,2,2
1,16,415,3,6,415003006,1,1120,1,NA,99,NA,0,7,10,6,99,2,2
1,16,415,3,6,415003006,1,1120,1,NA,99,NA,1,6,12,6,99,2,2
1,16,415,3,7,415003007,1,1120,1,NA,99,NA,0,4,10,6,99,2,2
1,16,415,3,7,415003007,1,1120,1,NA,99,NA,1,6,12,6,99,2,2
1,16,415,3,9,415003009,1,1120,1,NA,99,NA,0,16,7,1,1,1,1
1,16,415,3,14,415003014,1,1120,1,NA,99,NA,0,2,10,6,99,2,2
1,16,415,3,14,415003014,1,1120,1,NA,99,NA,1,5,12,6,99,2,2
1,16,415,3,15,415003015,1,1120,1,NA,99,NA,0,17,7,1,1,1,1
1,16,415,3,17,415003017,1,1120,1,NA,99,NA,0,17,7,1,1,1,1
2,27,811,7,3,811007003,1,344,4,NA,2,2,NA,NA,NA,NA,NA,1,0
2,27,811,7,4,811007004,1,344,4,NA,2,2,0,6,8,6,10,1,1
2,27,811,7,5,811007005,1,344,3,NA,99,2,NA,NA,NA,NA,NA,1,0
2,27,811,7,7,811007007,1,344,3,NA,2,2,NA,NA,NA,NA,NA,1,0
2,27,811,7,10,811007010,1,344,3,NA,99,2,NA,NA,NA,NA,NA,1,0
2,27,811,7,11,811007011,1,344,4,NA,2,2,NA,NA,NA,NA,NA,1,0
2,27,811,7,12,811007012,1,344,4,NA,2,2,NA,NA,NA,NA,NA,1,0
2,27,811,7,13,811007013,1,344,4,NA,99,2,NA,NA,NA,NA,NA,1,0
2,27,811,7,14,811007014,1,344,4,NA,99,2,NA,NA,NA,NA,NA,1,0
2,27,811,7,15,811007015,1,344,3,NA,99,2,NA,NA,NA,NA,NA,1,0
2,27,811,7,16,811007016,1,344,3,NA,99,2,NA,NA,NA,NA,NA,1,0
2,31,1006,7,1,1006007001,1,482,5,"nguồn",2,NA,0,4,2,6,3,2,2
2,31,1006,7,1,1006007001,1,482,5,"nguồn",2,NA,1,3,0,99,99,2,2
2,31,1006,7,2,1006007002,1,482,5,"nước nguồn",2,NA,0,1,2,6,99,1,1
2,31,1006,7,3,1006007003,1,482,5,"nguồn",99,NA,0,2,1,99,1,1,1
2,31,1006,7,4,1006007004,1,482,5,"nước nguồn",2,NA,0,2,1,6,1,1,1
2,31,1006,7,5,1006007005,1,482,5,"nguồn",99,NA,0,4,2,6,2,1,1
2,31,1006,7,6,1006007006,1,482,5,"nước nguồn",99,NA,0,2,2,99,3,1,1
2,31,1006,7,8,1006007008,1,482,5,"nước nguồn",2,NA,0,4,1,6,2,1,1
2,31,1006,7,9,1006007009,1,482,5,"nước nguồn",99,NA,0,2,1,6,1,1,1
2,31,1006,7,11,1006007011,1,482,5,"nguồn",99,NA,0,4,2,99,2,1,1
2,31,1006,7,12,1006007012,1,482,5,"nguồn",99,NA,0,3,1,6,2,1,1
2,31,1006,7,13,1006007013,1,482,5,"nguồn",99,NA,0,3,1,6,2,1,1
2,31,1006,7,15,1006007015,1,482,5,"nước nguồn",2,NA,0,3,2,6,2,2,2
2,31,1006,7,15,1006007015,1,482,5,"nước nguồn",2,NA,1,7,1,6,3,2,2
2,32,1057,1,1,1057001001,1,412,5,"nước khe",99,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,2,1057001002,1,412,5,"nước khe",99,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,3,1057001003,1,412,5,"nước khe",99,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,4,1057001004,1,412,5,"nước khe",99,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,5,1057001005,1,412,5,"nước khe",99,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,6,1057001006,1,412,5,"nước khe",99,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,7,1057001007,1,412,5,"nước tự nhiên",2,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,8,1057001008,1,412,5,"nước khe",99,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,9,1057001009,1,412,5,"tự túc",2,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,10,1057001010,1,412,4,NA,99,2,NA,NA,NA,NA,NA,1,0
2,32,1057,1,11,1057001011,1,412,5,"nước nguồi",99,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,12,1057001012,1,412,5,"nước nguồn tự nhiên",2,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,13,1057001013,1,412,5,"nước tự nhiên",99,NA,NA,NA,NA,NA,NA,1,0
2,32,1057,1,14,1057001014,1,412,4,NA,99,2,NA,NA,NA,NA,NA,1,0
2,32,1057,1,15,1057001015,1,412,3,NA,99,2,NA,NA,NA,NA,NA,1,0
2,34,1171,4,2,1171004002,1,320,4,NA,2,2,0,1,6,6,2,1,1
2,34,1171,4,13,1171004013,1,320,4,NA,2,2,0,7,2,6,99,1,1
2,34,1171,4,15,1171004015,1,320,4,NA,2,2,0,11,2,6,99,2,2
2,34,1171,4,15,1171004015,1,320,4,NA,2,2,1,11,4,6,99,2,2
2,34,1186,11,1,1186011001,1,389,4,NA,99,2,NA,NA,NA,NA,NA,1,0
2,34,1186,11,2,1186011002,1,389,4,NA,2,2,0,7,2,5,2,1,1
2,34,1186,11,3,1186011003,1,389,3,NA,99,2,NA,NA,NA,NA,NA,1,0
2,34,1186,11,5,1186011005,1,389,2,NA,2,NA,0,2,2,99,2,1,1
2,34,1186,11,6,1186011006,1,389,4,NA,2,2,NA,NA,NA,NA,NA,1,0
2,34,1186,11,9,1186011009,1,389,4,NA,2,2,0,3,2,6,2,1,1
2,34,1186,11,10,1186011010,1,389,2,NA,99,NA,NA,NA,NA,NA,NA,1,0
2,34,1186,11,11,1186011011,1,389,3,NA,99,2,NA,NA,NA,NA,NA,1,0
2,34,1186,11,12,1186011012,1,389,4,NA,99,2,NA,NA,NA,NA,NA,1,0
2,34,1186,11,13,1186011013,1,389,3,NA,2,2,NA,NA,NA,NA,NA,1,0
2,34,1186,11,14,1186011014,1,389,2,NA,2,NA,0,4,1,6,1,1,1
2,34,1186,11,15,1186011015,1,389,2,NA,2,NA,0,2,1,6,1,1,1
2,34,1186,11,16,1186011016,1,389,3,NA,99,2,NA,NA,NA,NA,NA,1,0
4,42,1318,9,1,1318009001,1,297,4,NA,2,2,0,9,6,1,2,1,1
4,42,1318,9,2,1318009002,1,297,4,NA,2,2,0,9,7,1,2,1,1
4,42,1318,9,3,1318009003,1,297,4,NA,2,2,0,9,7,1,3,1,1
4,42,1318,9,4,1318009004,1,297,4,NA,2,2,0,16,10,1,3,1,1
4,42,1318,9,5,1318009005,1,297,4,NA,2,2,0,14,8,1,4,1,1
4,42,1318,9,6,1318009006,1,297,4,NA,2,2,0,15,9,1,4,1,1
4,42,1318,9,7,1318009007,1,297,4,NA,2,2,0,16,12,1,3,1,1
4,42,1318,9,9,1318009009,1,297,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,42,1318,9,10,1318009010,1,297,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,42,1318,9,11,1318009011,1,297,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,42,1318,9,12,1318009012,1,297,4,NA,2,2,0,16,5,1,8,1,1
4,42,1318,9,13,1318009013,1,297,4,NA,2,2,0,17,5,1,3,1,1
4,42,1318,9,14,1318009014,1,297,4,NA,2,2,0,9,5,1,4,1,1
4,42,1318,9,15,1318009015,1,297,4,NA,2,2,0,17,7,1,5,1,1
4,43,1321,11,2,1321011002,1,253,5,"nước chảy tự nhiên qua hệ thống kênh mương thủy lợi",2,NA,0,9,2,6,3,2,2
4,43,1321,11,2,1321011002,1,253,5,"nước chảy tự nhiên qua hệ thống kênh mương thủy lợi",2,NA,1,17,6,1,0,2,2
4,43,1321,11,3,1321011003,1,253,5,"nước chạy tự nhiên bằng mương thủy lợi",2,NA,0,6,1,6,10,3,3
4,43,1321,11,3,1321011003,1,253,5,"nước chạy tự nhiên bằng mương thủy lợi",2,NA,1,11,1,6,10,3,3
4,43,1321,11,3,1321011003,1,253,5,"nước chạy tự nhiên bằng mương thủy lợi",2,NA,3,17,5,1,0,3,3
4,43,1321,11,4,1321011004,1,253,5,"nước chảy tự nhiên qua hệ thống mương",2,NA,0,5,2,6,5,2,2
4,43,1321,11,4,1321011004,1,253,5,"nước chảy tự nhiên qua hệ thống mương",2,NA,1,17,5,1,0,2,2
4,43,1321,11,6,1321011006,1,253,4,NA,2,2,0,5,5,6,3,1,1
4,43,1321,11,7,1321011007,1,253,4,NA,99,2,NA,NA,NA,NA,NA,1,0
4,43,1321,11,8,1321011008,1,253,4,NA,99,2,NA,NA,NA,NA,NA,1,0
4,43,1321,11,9,1321011009,1,253,4,NA,99,2,NA,NA,NA,NA,NA,1,0
4,43,1321,11,10,1321011010,1,253,4,NA,99,2,NA,NA,NA,NA,NA,1,0
4,43,1321,11,11,1321011011,1,253,4,NA,99,2,NA,NA,NA,NA,NA,1,0
4,43,1321,11,13,1321011013,1,253,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,1,1498004001,1,292,4,NA,2,2,0,9,3,6,2,3,3
4,47,1498,4,1,1498004001,1,292,4,NA,2,2,1,10,3,6,2,3,3
4,47,1498,4,1,1498004001,1,292,4,NA,2,2,2,12,3,6,2,3,3
4,47,1498,4,2,1498004002,1,292,4,NA,2,2,0,5,3,6,2,3,3
4,47,1498,4,2,1498004002,1,292,4,NA,2,2,1,7,3,6,99,3,3
4,47,1498,4,2,1498004002,1,292,4,NA,2,2,2,4,3,6,99,3,3
4,47,1498,4,3,1498004003,1,292,3,NA,2,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,4,1498004004,1,292,3,NA,99,2,0,7,3,6,2,3,3
4,47,1498,4,4,1498004004,1,292,3,NA,99,2,1,12,3,6,2,3,3
4,47,1498,4,4,1498004004,1,292,3,NA,99,2,2,13,3,6,2,3,3
4,47,1498,4,5,1498004005,1,292,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,6,1498004006,1,292,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,7,1498004007,1,292,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,8,1498004008,1,292,4,NA,99,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,9,1498004009,1,292,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,10,1498004010,1,292,4,NA,99,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,11,1498004011,1,292,4,NA,99,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,12,1498004012,1,292,4,NA,2,2,0,6,3,6,3,3,3
4,47,1498,4,12,1498004012,1,292,4,NA,2,2,1,7,3,6,3,3,3
4,47,1498,4,12,1498004012,1,292,4,NA,2,2,2,9,3,6,3,3,3
4,47,1498,4,13,1498004013,1,292,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,14,1498004014,1,292,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,47,1498,4,16,1498004016,1,292,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,48,1537,4,1,1537004001,1,246,4,NA,99,2,0,16,7,1,2,1,1
4,48,1537,4,2,1537004002,1,246,4,NA,99,2,0,17,6,1,2,1,1
4,48,1537,4,3,1537004003,1,246,4,NA,99,2,0,17,7,1,2,1,1
4,48,1537,4,5,1537004005,1,246,4,NA,2,2,0,17,5,1,3,1,1
4,48,1537,4,6,1537004006,1,246,4,NA,2,2,0,17,5,1,1,1,1
4,48,1537,4,10,1537004010,1,246,4,NA,2,2,0,17,5,1,1,1,1
4,48,1537,4,11,1537004011,1,246,4,NA,99,2,0,17,7,1,2,1,1
4,48,1537,4,13,1537004013,1,246,4,NA,99,2,0,16,6,1,3,1,1
4,48,1537,4,14,1537004014,1,246,5,"nuớc suối",2,NA,1,NA,NA,NA,NA,1,0
4,48,1537,4,15,1537004015,1,246,4,NA,99,2,0,16,6,1,2,1,1
4,51,1666,3,1,1666003001,1,293,5,"Nước khe suối",2,NA,0,2,2,1,4,3,3
4,51,1666,3,1,1666003001,1,293,5,"Nước khe suối",2,NA,1,5,3,1,3,3,3
4,51,1666,3,1,1666003001,1,293,5,"Nước khe suối",2,NA,2,18,3,1,2,3,3
4,51,1666,3,2,1666003002,1,293,4,NA,2,2,1,NA,NA,NA,NA,1,0
4,51,1666,3,3,1666003003,1,293,1,NA,2,NA,0,4,4,1,5,2,2
4,51,1666,3,3,1666003003,1,293,1,NA,2,NA,1,11,4,1,3,2,2
4,51,1666,3,4,1666003004,1,293,5,"nước khe suối",2,NA,0,8,6,1,6,2,2
4,51,1666,3,4,1666003004,1,293,5,"nước khe suối",2,NA,1,15,10,1,3,2,2
4,51,1666,3,5,1666003005,1,293,5,"Nước khe suối",2,NA,0,8,3,1,3,2,2
4,51,1666,3,5,1666003005,1,293,5,"Nước khe suối",2,NA,1,5,2,1,3,2,2
4,51,1666,3,6,1666003006,1,293,5,"nước mương",2,NA,1,NA,NA,NA,NA,1,0
4,51,1666,3,7,1666003007,1,293,4,NA,2,2,0,3,3,1,5,2,2
4,51,1666,3,7,1666003007,1,293,4,NA,2,2,1,9,4,1,5,2,2
4,51,1666,3,8,1666003008,1,293,5,"nước khe suối",2,NA,0,6,5,3,5,2,2
4,51,1666,3,8,1666003008,1,293,5,"nước khe suối",2,NA,1,14,10,3,3,2,2
4,51,1666,3,9,1666003009,1,293,5,"nước khe suối",2,NA,0,2,3,1,4,3,3
4,51,1666,3,9,1666003009,1,293,5,"nước khe suối",2,NA,1,2,3,1,3,3,3
4,51,1666,3,9,1666003009,1,293,5,"nước khe suối",2,NA,2,9,4,1,2,3,3
4,51,1666,3,10,1666003010,1,293,5,"Khe",2,NA,1,4,2,1,1,1,1
4,51,1666,3,11,1666003011,1,293,4,NA,2,2,0,6,4,1,4,2,2
4,51,1666,3,11,1666003011,1,293,4,NA,2,2,1,10,5,1,4,2,2
4,51,1666,3,13,1666003013,1,293,5,"nước suối",2,NA,1,6,7,99,10,3,3
4,51,1666,3,13,1666003013,1,293,5,"nước suối",2,NA,2,6,7,7,5,3,3
4,51,1666,3,13,1666003013,1,293,5,"nước suối",2,NA,3,12,15,7,5,3,3
4,51,1666,3,14,1666003014,1,293,4,NA,2,2,0,9,5,1,5,1,1
4,51,1666,3,15,1666003015,1,293,5,"nước khe suối",2,NA,0,6,5,1,6,2,2
4,51,1666,3,15,1666003015,1,293,5,"nước khe suối",2,NA,1,13,10,1,3,2,2
4,51,1699,4,1,1699004001,1,458,5,"Nước mưa",2,NA,0,8,3,1,4,3,3
4,51,1699,4,1,1699004001,1,458,5,"Nước mưa",2,NA,1,5,3,1,3,3,3
4,51,1699,4,1,1699004001,1,458,5,"Nước mưa",2,NA,2,8,4,1,3,3,3
4,51,1699,4,2,1699004002,1,458,4,NA,2,2,1,NA,NA,NA,NA,1,0
4,51,1699,4,4,1699004004,1,458,5,"Nước mưa",2,NA,0,2,4,7,2,4,4
4,51,1699,4,4,1699004004,1,458,5,"Nước mưa",2,NA,1,6,3,7,3,4,4
4,51,1699,4,4,1699004004,1,458,5,"Nước mưa",2,NA,2,9,3,99,3,4,4
4,51,1699,4,4,1699004004,1,458,5,"Nước mưa",2,NA,3,15,8,7,2,4,4
4,51,1699,4,5,1699004005,1,458,5,"Nước mưa",2,NA,0,2,3,1,3,3,3
4,51,1699,4,5,1699004005,1,458,5,"Nước mưa",2,NA,1,5,3,1,3,3,3
4,51,1699,4,5,1699004005,1,458,5,"Nước mưa",2,NA,2,8,4,1,3,3,3
4,51,1699,4,6,1699004006,1,458,3,NA,2,2,1,NA,NA,NA,NA,1,0
4,51,1699,4,7,1699004007,1,458,5,"Nước mưa",2,NA,0,1,3,99,5,3,3
4,51,1699,4,7,1699004007,1,458,5,"Nước mưa",2,NA,1,7,5,99,2,3,3
4,51,1699,4,7,1699004007,1,458,5,"Nước mưa",2,NA,2,12,3,99,4,3,3
4,51,1699,4,8,1699004008,1,458,5,"nước mưa",2,NA,0,6,5,6,5,3,3
4,51,1699,4,8,1699004008,1,458,5,"nước mưa",2,NA,1,8,5,6,4,3,3
4,51,1699,4,8,1699004008,1,458,5,"nước mưa",2,NA,2,16,7,6,3,3,3
4,51,1699,4,9,1699004009,1,458,5,"Nước khe suối",2,NA,0,4,2,1,5,3,3
4,51,1699,4,9,1699004009,1,458,5,"Nước khe suối",2,NA,1,9,2,1,3,3,3
4,51,1699,4,9,1699004009,1,458,5,"Nước khe suối",2,NA,2,17,3,1,3,3,3
4,51,1699,4,10,1699004010,1,458,4,NA,2,2,1,NA,NA,NA,NA,1,0
4,51,1699,4,13,1699004013,1,458,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,40,1705,13,1,1705013001,1,262,1,NA,2,NA,0,7,7,1,1,2,2
4,40,1705,13,1,1705013001,1,262,1,NA,2,NA,1,16,7,1,1,2,2
4,40,1705,13,2,1705013002,1,262,3,NA,2,2,0,7,7,1,1,2,2
4,40,1705,13,2,1705013002,1,262,3,NA,2,2,1,16,7,1,1,2,2
4,40,1705,13,3,1705013003,1,262,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
4,40,1705,13,4,1705013004,1,262,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
4,40,1705,13,5,1705013005,1,262,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
4,40,1705,13,7,1705013007,1,262,4,NA,2,2,NA,NA,NA,NA,NA,1,0
4,40,1705,13,8,1705013008,1,262,1,NA,2,NA,0,7,7,1,1,2,2
4,40,1705,13,8,1705013008,1,262,1,NA,2,NA,1,16,7,1,1,2,2
4,40,1705,13,9,1705013009,1,262,1,NA,2,NA,0,9,7,1,1,2,2
4,40,1705,13,9,1705013009,1,262,1,NA,2,NA,1,16,7,1,1,2,2
4,40,1705,13,12,1705013012,1,262,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
4,40,1705,13,13,1705013013,1,262,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
4,40,1705,13,14,1705013014,1,262,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
4,40,1705,13,15,1705013015,1,262,1,NA,2,NA,0,7,7,1,1,2,2
4,40,1705,13,15,1705013015,1,262,1,NA,2,NA,1,16,7,1,1,2,2
4,52,1726,7,5,1726007005,1,295,5,"khó sử dụng",2,NA,1,NA,NA,NA,NA,1,0
6,58,1849,5,1,1849005001,1,153,5,"kênh mương",99,NA,0,1,7,1,7,2,2
6,58,1849,5,1,1849005001,1,153,5,"kênh mương",99,NA,1,16,10,1,6,2,2
6,58,1849,5,2,1849005002,1,153,5,"kênh mương",2,NA,0,1,7,1,7,2,2
6,58,1849,5,2,1849005002,1,153,5,"kênh mương",2,NA,1,16,10,1,99,2,2
6,58,1849,5,4,1849005004,1,153,5,"kênh mương",99,NA,0,1,7,1,7,2,2
6,58,1849,5,4,1849005004,1,153,5,"kênh mương",99,NA,1,15,10,1,5,2,2
6,58,1849,5,5,1849005005,1,153,5,"kênh mương",2,NA,0,1,7,1,7,2,2
6,58,1849,5,5,1849005005,1,153,5,"kênh mương",2,NA,1,16,10,1,8,2,2
6,58,1849,5,6,1849005006,1,153,4,NA,2,2,0,5,8,2,5,2,2
6,58,1849,5,6,1849005006,1,153,4,NA,2,2,1,15,15,2,0,2,2
6,58,1849,5,7,1849005007,1,153,4,NA,2,2,0,3,10,1,3,2,2
6,58,1849,5,7,1849005007,1,153,4,NA,2,2,1,15,15,1,0,2,2
6,58,1849,5,9,1849005009,1,153,4,NA,2,2,0,6,10,1,4,2,2
6,58,1849,5,9,1849005009,1,153,4,NA,2,2,1,17,15,1,0,2,2
6,58,1849,5,10,1849005010,1,153,4,NA,99,2,0,3,10,2,2,2,2
6,58,1849,5,10,1849005010,1,153,4,NA,99,2,1,17,15,2,0,2,2
6,58,1849,5,12,1849005012,1,153,5,"sông suối",2,NA,NA,NA,NA,NA,NA,1,0
6,58,1849,5,13,1849005013,1,153,4,NA,2,2,NA,NA,NA,NA,NA,1,0
6,61,1912,7,1,1912007001,1,156,5,"mương tự chảy",2,NA,0,5,7,1,40,2,2
6,61,1912,7,1,1912007001,1,156,5,"mương tự chảy",2,NA,1,17,20,1,40,2,2
6,61,1912,7,2,1912007002,1,156,5,"mương tự chảy",2,NA,0,5,7,1,20,2,2
6,61,1912,7,2,1912007002,1,156,5,"mương tự chảy",2,NA,1,17,15,1,2,2,2
6,61,1912,7,3,1912007003,1,156,5,"mương tự chảy",2,NA,0,5,7,1,15,2,2
6,61,1912,7,3,1912007003,1,156,5,"mương tự chảy",2,NA,1,17,20,1,3,2,2
6,61,1912,7,4,1912007004,1,156,4,NA,2,2,0,17,20,5,0,1,1
6,61,1912,7,5,1912007005,1,156,5,"mương tự chảy",2,NA,0,5,7,1,20,2,2
6,61,1912,7,5,1912007005,1,156,5,"mương tự chảy",2,NA,1,17,20,1,2,2,2
6,61,1912,7,6,1912007006,1,156,3,NA,2,2,0,17,20,1,1,1,1
6,61,1912,7,7,1912007007,1,156,5,"mương tự chảy",2,NA,0,17,18,1,3,1,1
6,61,1912,7,8,1912007008,1,156,5,"mương tự chảy",2,NA,0,5,7,1,2,2,2
6,61,1912,7,8,1912007008,1,156,5,"mương tự chảy",2,NA,1,17,20,1,2,2,2
6,61,1912,7,9,1912007009,1,156,3,NA,99,2,0,3,4,1,99,2,2
6,61,1912,7,9,1912007009,1,156,3,NA,99,2,1,15,15,1,99,2,2
6,61,1912,7,10,1912007010,1,156,3,NA,2,2,0,3,5,1,99,2,2
6,61,1912,7,10,1912007010,1,156,3,NA,2,2,1,13,20,1,99,2,2
6,61,1912,7,11,1912007011,1,156,3,NA,2,2,0,1,6,1,99,2,2
6,61,1912,7,11,1912007011,1,156,3,NA,2,2,1,13,20,1,99,2,2
6,61,1912,7,12,1912007012,1,156,3,NA,2,2,0,3,6,1,99,2,2
6,61,1912,7,12,1912007012,1,156,3,NA,2,2,1,16,20,1,99,2,2
6,61,1912,7,13,1912007013,1,156,5,"mương tự chảy",2,NA,0,17,15,1,2,1,1
6,61,1912,7,15,1912007015,1,156,5,"mương tự chảy",1,NA,0,5,6,1,20,2,2
6,61,1912,7,15,1912007015,1,156,5,"mương tự chảy",1,NA,1,17,16,1,2,2,2
6,64,2035,3,1,2035003001,1,102,5,"nguồn tự chảy",99,NA,0,18,18,1,1,1,1
6,64,2035,3,2,2035003002,1,102,5,"nguồn tự chảy",99,NA,0,18,20,1,2,1,1
6,64,2035,3,4,2035003004,1,102,5,"nước khe suối",99,NA,0,17,15,1,3,1,1
6,64,2035,3,6,2035003006,1,102,5,"nước khe suối",99,NA,0,17,10,1,2,1,1
6,64,2035,3,13,2035003013,1,102,5,"nước khe suối",99,NA,0,8,20,1,5,1,1
6,64,2044,3,3,2044003003,1,153,1,NA,2,NA,0,5,7,1,0,2,2
6,64,2044,3,3,2044003003,1,153,1,NA,2,NA,1,18,15,1,0,2,2
6,64,2044,3,6,2044003006,1,153,1,NA,2,NA,0,4,7,1,0,2,2
6,64,2044,3,6,2044003006,1,153,1,NA,2,NA,1,18,15,1,0,2,2
6,64,2044,3,7,2044003007,1,153,1,NA,99,NA,0,5,7,1,0,2,2
6,64,2044,3,7,2044003007,1,153,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2044,3,9,2044003009,1,153,1,NA,99,NA,0,4,7,1,0,2,2
6,64,2044,3,9,2044003009,1,153,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2044,3,10,2044003010,1,153,1,NA,99,NA,0,3,7,1,0,2,2
6,64,2044,3,10,2044003010,1,153,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2044,3,11,2044003011,1,153,1,NA,99,NA,0,5,7,1,0,2,2
6,64,2044,3,11,2044003011,1,153,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2044,3,12,2044003012,1,153,1,NA,2,NA,0,3,7,1,0,2,2
6,64,2044,3,12,2044003012,1,153,1,NA,2,NA,1,18,15,1,0,2,2
6,64,2044,3,14,2044003014,1,153,1,NA,99,NA,0,4,7,1,0,2,2
6,64,2044,3,14,2044003014,1,153,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2047,4,1,2047004001,1,162,1,NA,2,NA,0,3,7,1,0,2,2
6,64,2047,4,1,2047004001,1,162,1,NA,2,NA,1,18,15,1,0,2,2
6,64,2047,4,2,2047004002,1,162,1,NA,99,NA,0,3,7,1,0,2,2
6,64,2047,4,2,2047004002,1,162,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2047,4,3,2047004003,1,162,1,NA,2,NA,0,3,7,1,0,2,2
6,64,2047,4,3,2047004003,1,162,1,NA,2,NA,1,18,15,1,0,2,2
6,64,2047,4,4,2047004004,1,162,1,NA,1,NA,0,3,7,1,0,2,2
6,64,2047,4,4,2047004004,1,162,1,NA,1,NA,1,18,15,1,0,2,2
6,64,2047,4,5,2047004005,1,162,1,NA,99,NA,0,3,7,1,0,2,2
6,64,2047,4,5,2047004005,1,162,1,NA,99,NA,1,17,15,1,0,2,2
6,64,2047,4,6,2047004006,1,162,1,NA,2,NA,0,3,7,1,0,2,2
6,64,2047,4,6,2047004006,1,162,1,NA,2,NA,1,18,15,1,0,2,2
6,64,2047,4,7,2047004007,1,162,1,NA,99,NA,0,3,7,1,0,2,2
6,64,2047,4,7,2047004007,1,162,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2047,4,8,2047004008,1,162,1,NA,2,NA,0,14,7,2,0,2,2
6,64,2047,4,8,2047004008,1,162,1,NA,2,NA,1,17,20,2,0,2,2
6,64,2047,4,9,2047004009,1,162,1,NA,99,NA,0,3,7,1,0,2,2
6,64,2047,4,9,2047004009,1,162,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2047,4,10,2047004010,1,162,1,NA,99,NA,0,3,7,1,0,2,2
6,64,2047,4,10,2047004010,1,162,1,NA,99,NA,1,17,15,1,0,2,2
6,64,2047,4,11,2047004011,1,162,1,NA,99,NA,0,3,7,1,0,2,2
6,64,2047,4,11,2047004011,1,162,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2047,4,12,2047004012,1,162,1,NA,2,NA,0,2,7,1,0,2,2
6,64,2047,4,12,2047004012,1,162,1,NA,2,NA,1,18,15,1,0,2,2
6,64,2047,4,13,2047004013,1,162,1,NA,99,NA,0,3,7,1,0,2,2
6,64,2047,4,13,2047004013,1,162,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2047,4,14,2047004014,1,162,1,NA,99,NA,0,3,7,1,0,2,2
6,64,2047,4,14,2047004014,1,162,1,NA,99,NA,1,18,15,1,0,2,2
6,64,2047,4,15,2047004015,1,162,1,NA,2,NA,0,3,7,1,0,2,2
6,64,2047,4,15,2047004015,1,162,1,NA,2,NA,1,18,15,1,0,2,2
6,66,2173,5,1,2173005001,1,161,4,NA,99,2,0,3,5,1,20,2,2
