"IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B11_MA","M4B11_C3","M4B11_C3AD","M4B11_C3AM","M4B11_C3AY","M4B11_C3B","M4B11_C4","M4B11_C5","wt45"
"04090005009","14","124","04090","005","009",12,6,2400,2,2,2022,1,1300,8400,469
"04090005010","14","124","04090","005","010",12,6,2400,2,2,2022,1,1300,8500,469
"04090005011","14","124","04090","005","011",12,6,2200,2,2,2022,1,1300,8500,469
"04090005012","14","124","04090","005","012",12,6,2600,4,2,2022,1,1500,9750,469
"04090005013","14","124","04090","005","013",12,6,2000,3,2,2022,1,1100,7150,469
"04090005014","14","124","04090","005","014",12,6,2400,4,2,2022,1,1320,8600,469
"04090005015","14","124","04090","005","015",12,6,1200,2,2,2022,1,700,4550,469
"04135016002","14","125","04135","016","002",6,6,1600,15,2,2022,NA,800,8000,477
"04135016003","14","125","04135","016","003",6,6,400,15,2,2022,NA,180,1800,477
"04135016006","14","125","04135","016","006",6,6,1200,15,2,2022,NA,720,7200,477
"04135016007","14","125","04135","016","007",6,6,1400,14,2,2022,NA,800,8000,477
"04135016008","14","125","04135","016","008",6,6,800,15,2,2022,NA,400,4000,477
"04135016010","14","125","04135","016","010",6,6,5000,15,2,2022,NA,3200,32000,477
"04135016011","14","125","04135","016","011",6,6,800,10,2,2022,NA,480,4800,477
"04135016013","14","125","04135","016","013",6,6,500,4,2,2022,NA,320,3200,477
"04135016015","14","125","04135","016","015",6,6,500,3,2,2022,NA,320,3200,477
"04171014001","14","126","04171","014","001",5,6,7700,10,2,2022,NA,4250,34000,585
"04171014002","14","126","04171","014","002",5,6,6700,10,2,2022,NA,3800,30400,585
"04171014003","14","126","04171","014","003",5,6,3600,10,2,2022,NA,1750,14000,585
"04171014004","14","126","04171","014","004",5,6,6700,10,2,2022,NA,3750,30000,585
"04171014005","14","126","04171","014","005",5,6,5000,11,2,2022,NA,3000,24000,585
"04171014006","14","126","04171","014","006",5,6,3800,10,2,2022,NA,2000,16000,585
"04171014007","14","126","04171","014","007",5,6,7000,12,2,2022,NA,4500,36000,585
"04171014008","14","126","04171","014","008",5,6,5000,4,2,2022,NA,5100,40800,585
"04171014009","14","126","04171","014","009",5,6,2000,3,2,2022,NA,900,7200,585
"04171014010","14","126","04171","014","010",5,6,2900,3,2,2022,NA,720,5760,585
"04171014011","14","126","04171","014","011",5,6,4300,5,2,2022,NA,1120,8960,585
"04171014012","14","126","04171","014","012",5,6,6000,6,2,2022,NA,3600,28800,585
"04171014013","14","126","04171","014","013",5,6,3000,10,2,2022,NA,1250,10000,585
"04171014014","14","126","04171","014","014",5,6,5000,10,2,2022,NA,1750,14000,585
"04171014015","14","126","04171","014","015",5,6,3200,10,2,2022,NA,1200,9600,585
"04189003001","14","126","04189","003","001",7,6,2920,15,2,2022,NA,765,6120,468
"04189003002","14","126","04189","003","002",7,6,6830,13,2,2022,NA,2250,18000,468
"04189003003","14","126","04189","003","003",7,6,2160,15,2,2022,NA,540,4320,468
"04189003004","14","126","04189","003","004",7,6,2500,15,2,2022,NA,900,7200,468
"04189003005","14","126","04189","003","005",7,6,1600,15,2,2022,NA,945,7560,468
"04189003006","14","126","04189","003","006",7,6,3600,15,2,2022,NA,1386,11088,468
"04189003008","14","126","04189","003","008",7,6,3600,12,2,2022,NA,1280,10240,468
"04189003009","14","126","04189","003","009",7,6,2200,12,2,2022,NA,800,6400,468
"04189003010","14","126","04189","003","010",7,6,2660,13,2,2022,NA,1080,8640,468
"04189003011","14","126","04189","003","011",7,6,2500,13,2,2022,NA,900,7200,468
"04189003012","14","126","04189","003","012",7,6,3700,7,2,2022,NA,1250,10000,468
"04189003013","14","126","04189","003","013",7,6,1000,15,2,2022,NA,650,5200,468
"04189003014","14","126","04189","003","014",7,6,2800,15,2,2022,NA,1620,12960,468
"04189003015","14","126","04189","003","015",7,6,1000,17,2,2022,NA,450,3600,468
"04195019001","14","126","04195","019","001",9,6,3200,25,6,2021,NA,1800,16200,450
"04195019002","14","126","04195","019","002",9,6,5200,25,6,2021,NA,2930,26370,450
"04195019003","14","126","04195","019","003",9,6,3130,25,6,2021,NA,1750,15750,450
"04195019004","14","126","04195","019","004",9,6,1650,19,6,2021,NA,900,8100,450
"04195019005","14","126","04195","019","005",9,6,2200,22,6,2021,NA,1250,11250,450
"04195019006","14","126","04195","019","006",9,6,3100,20,6,2021,NA,1700,15300,450
"04195019007","14","126","04195","019","007",9,6,2300,22,6,2021,NA,1300,11700,450
"04195019008","14","126","04195","019","008",9,6,2400,13,6,2021,NA,1350,12150,450
"04195019009","14","126","04195","019","009",9,6,7500,15,6,2021,NA,4500,40500,450
"04195019010","14","126","04195","019","010",9,6,6000,13,6,2021,NA,3600,32400,450
"04195019011","14","126","04195","019","011",9,6,800,20,6,2021,NA,450,4050,450
"04195019012","14","126","04195","019","012",9,6,1890,21,6,2021,NA,1100,9900,450
"04195019013","14","126","04195","019","013",9,6,4000,21,6,2021,NA,2240,20160,450
"04195019014","14","126","04195","019","014",9,6,8000,19,6,2021,NA,5200,46800,450
"04195019015","14","126","04195","019","015",9,6,2000,20,6,2021,NA,1125,10125,450
"04231013002","14","127","04231","013","002",4,6,1700,20,2,2022,NA,850,7650,432
"04246001001","14","127","04246","001","001",3,5,5300,15,4,2021,NA,1200,9600,609
"04246001002","14","127","04246","001","002",3,5,15000,17,4,2021,NA,2700,21600,609
"04246001003","14","127","04246","001","003",3,5,5500,9,4,2021,NA,900,7200,609
"04246001004","14","127","04246","001","004",3,5,18000,10,4,2021,NA,4000,32000,609
"04246001005","14","127","04246","001","005",3,5,10000,8,4,2021,NA,1800,16200,609
"04246001006","14","127","04246","001","006",3,5,15000,15,4,2021,NA,2200,17600,609
"04246001007","14","127","04246","001","007",3,5,25000,10,4,2021,NA,1500,12000,609
"04246001008","14","127","04246","001","008",3,1,4000,NA,NA,NA,NA,1800,21600,609
"04246001009","14","127","04246","001","009",3,5,7000,20,4,2021,NA,1500,12000,609
"04246001010","14","127","04246","001","010",3,5,20000,15,4,2021,NA,1800,14400,609
"04246001011","14","127","04246","001","011",3,5,15000,20,4,2021,NA,3000,24000,609
"04246001012","14","127","04246","001","012",3,5,100,20,4,2021,NA,50,400,609
"04246001013","14","127","04246","001","013",3,5,11000,16,4,2021,NA,1600,13000,609
"04246001014","14","127","04246","001","014",3,5,10000,15,4,2021,NA,1350,10800,609
"04246001015","14","127","04246","001","015",3,5,10000,15,4,2021,NA,1350,11000,609
"04288005001","15","133","04288","005","001",10,2,700,15,1,2022,NA,400,2800,246
"04288005001","15","133","04288","005","001",10,4,700,20,5,2022,NA,350,2450,246
"04288005002","15","133","04288","005","002",10,1,1600,NA,NA,2022,NA,880,7040,246
"04288005003","15","133","04288","005","003",10,1,2000,NA,NA,2022,NA,1300,9100,246
"04288005004","15","133","04288","005","004",10,2,2200,20,1,2022,NA,800,6400,246
"04288005004","15","133","04288","005","004",10,4,2200,25,5,2022,NA,700,5600,246
"04288005005","15","133","04288","005","005",10,2,1500,20,1,2022,1,900,6300,246
"04288005005","15","133","04288","005","005",10,4,1500,25,5,2022,NA,800,5600,246
"04288005006","15","133","04288","005","006",10,1,5600,NA,NA,2022,NA,2000,14000,246
"04288005007","15","133","04288","005","007",10,1,1400,NA,NA,2022,NA,800,5600,246
"04288005008","15","133","04288","005","008",10,1,5600,NA,NA,NA,NA,2940,24580,246
"04288005008","15","133","04288","005","008",10,6,400,20,5,2022,NA,200,2000,246
"04288005009","15","133","04288","005","009",10,1,1600,NA,NA,NA,NA,960,6720,246
"04288005010","15","133","04288","005","010",10,2,1500,15,1,2022,NA,800,5600,246
"04288005010","15","133","04288","005","010",10,4,1500,20,5,2022,NA,700,4900,246
"04288005011","15","133","04288","005","011",10,1,5900,NA,NA,NA,NA,3420,27360,246
"04288005011","15","133","04288","005","011",10,6,500,20,5,2022,NA,250,2500,246
"04288005012","15","133","04288","005","012",10,1,6000,NA,NA,2022,NA,3200,22400,246
"04288005013","15","133","04288","005","013",10,1,3900,NA,NA,NA,NA,2260,18080,246
"04288005013","15","133","04288","005","013",10,6,100,20,5,2022,NA,50,500,246
"04288005014","15","133","04288","005","014",10,2,1600,15,1,2022,NA,1100,7700,246
"04288005014","15","133","04288","005","014",10,4,1600,19,5,2022,NA,900,6300,246
"04288005015","15","133","04288","005","015",10,1,1400,NA,NA,NA,NA,800,5600,246
"04300002001","15","133","04300","002","001",5,2,300,25,1,2021,NA,150,1050,290
"04300002001","15","133","04300","002","001",5,4,300,15,6,2021,NA,130,910,290
"04300002002","15","133","04300","002","002",5,2,2000,4,2,2021,NA,1000,7000,290
"04300002002","15","133","04300","002","002",5,4,1800,10,6,2021,NA,900,6300,290
"04300002002","15","133","04300","002","002",5,6,200,10,6,2021,NA,50,500,290
"04300002003","15","133","04300","002","003",5,2,1200,4,2,2021,NA,650,4550,290
"04300002003","15","133","04300","002","003",5,4,1000,12,6,2021,NA,500,3500,290
"04300002003","15","133","04300","002","003",5,6,200,12,6,2021,NA,60,600,290
"04300002004","15","133","04300","002","004",5,1,3200,NA,NA,2022,NA,1790,12530,290
"04300002005","15","133","04300","002","005",5,2,2000,3,2,2021,NA,1200,10800,290
"04300002005","15","133","04300","002","005",5,4,2000,15,6,2021,NA,900,6300,290
"04300002006","15","133","04300","002","006",5,2,1880,28,1,2021,NA,1000,7000,290
"04300002006","15","133","04300","002","006",5,4,1880,10,5,2021,NA,850,5950,290
"04300002007","15","133","04300","002","007",5,2,1000,25,1,2021,NA,560,3920,290
"04300002007","15","133","04300","002","007",5,4,1000,15,6,2021,NA,480,3360,290
"04300002008","15","133","04300","002","008",5,2,2000,3,2,2021,NA,900,6300,290
"04300002008","15","133","04300","002","008",5,4,1600,8,6,2021,NA,700,4900,290
"04300002008","15","133","04300","002","008",5,6,400,8,6,2021,NA,150,1500,290
"04300002009","15","133","04300","002","009",5,1,1940,NA,NA,NA,NA,1067,7469,290
"04300002009","15","133","04300","002","009",5,6,300,25,1,2021,NA,150,1500,290
"04300002010","15","133","04300","002","010",5,2,800,9,2,2021,NA,400,2800,290
"04300002010","15","133","04300","002","010",5,4,800,9,6,2021,NA,350,2450,290
"04300002011","15","133","04300","002","011",5,2,800,25,1,2021,NA,460,3220,290
"04300002011","15","133","04300","002","011",5,4,800,10,6,2021,NA,400,2800,290
"04300002012","15","133","04300","002","012",5,2,1700,26,1,2021,NA,960,6720,290
"04300002012","15","133","04300","002","012",5,4,1700,16,6,2021,NA,850,5950,290
"04300002012","15","133","04300","002","012",5,6,600,26,1,2021,NA,250,1875,290
"04300002013","15","133","04300","002","013",5,2,500,5,2,2021,NA,250,1750,290
"04300002013","15","133","04300","002","013",5,4,400,18,6,2021,NA,200,1400,290
"04300002013","15","133","04300","002","013",5,6,100,20,6,2021,NA,50,500,290
"04300002014","15","133","04300","002","014",5,1,6000,NA,NA,NA,NA,3420,23940,290
"04300002014","15","133","04300","002","014",5,6,600,26,1,2021,NA,250,2500,290
"04300002015","15","133","04300","002","015",5,2,1000,28,1,2021,NA,600,4200,290
"04300002015","15","133","04300","002","015",5,4,1000,8,6,2021,NA,550,3850,290
"04303006007","15","135","04303","006","007",9,1,2880,NA,NA,2022,NA,1480,10361,574
"04303006013","15","135","04303","006","013",9,2,1800,15,12,2021,1,954,6678,574
"04303006013","15","135","04303","006","013",9,4,1800,20,5,2021,1,860,6450,574
"04318008001","15","135","04318","008","001",6,2,2160,23,12,2021,1,1210,8470,349
"04318008001","15","135","04318","008","001",6,4,1440,20,5,2021,1,810,6480,349
"04318008001","15","135","04318","008","001",6,6,720,17,6,2021,NA,280,3920,349
"04318008002","15","135","04318","008","002",6,2,1080,25,1,2022,NA,570,3990,349
"04318008002","15","135","04318","008","002",6,4,1080,2,7,2021,NA,525,3937,349
"04318008003","15","135","04318","008","003",6,2,1080,20,12,2021,1,580,4060,349
"04318008003","15","135","04318","008","003",6,4,1080,25,5,2021,1,530,3975,349
"04318008003","15","135","04318","008","003",6,6,720,20,12,2021,1,350,3150,349
"04318008004","15","135","04318","008","004",6,2,1440,23,12,2021,1,750,5250,349
"04318008004","15","135","04318","008","004",6,4,1080,28,5,2021,1,525,3937,349
"04318008004","15","135","04318","008","004",6,6,360,25,5,2021,1,170,1530,349
"04318008005","15","135","04318","008","005",6,2,1620,25,12,2021,1,850,5950,349
"04318008005","15","135","04318","008","005",6,4,1620,26,5,2021,1,790,5925,349
"04318008006","15","135","04318","008","006",6,2,864,15,1,2022,1,480,3360,349
"04318008006","15","135","04318","008","006",6,4,864,18,6,2021,1,432,3240,349
"04318008007","15","135","04318","008","007",6,2,1000,20,2,2022,1,555,3885,349
"04318008007","15","135","04318","008","007",6,4,1000,15,6,2021,1,500,3750,349
"04318008008","15","135","04318","008","008",6,2,2520,15,1,2022,1,1470,10290,349
"04318008008","15","135","04318","008","008",6,4,2520,20,6,2021,1,1260,9450,349
"04318008009","15","135","04318","008","009",6,4,1440,20,5,2021,1,710,5325,349
"04318008009","15","135","04318","008","009",6,6,360,20,5,2021,1,165,1485,349
"04318008010","15","135","04318","008","010",6,2,1080,16,1,2022,1,630,4410,349
"04318008010","15","135","04318","008","010",6,4,1080,12,6,2021,1,540,4050,349
"04318008011","15","135","04318","008","011",6,2,1080,23,12,2021,1,570,3990,349
"04318008011","15","135","04318","008","011",6,4,1080,20,5,2021,1,530,3975,349
"04318008011","15","135","04318","008","011",6,6,720,20,12,2021,1,310,2790,349
"04318008012","15","135","04318","008","012",6,2,2592,23,12,2021,1,1445,10115,349
"04318008012","15","135","04318","008","012",6,4,2592,20,5,2021,1,1370,10960,349
"04318008013","15","135","04318","008","013",6,2,1296,23,12,2021,1,735,5145,349
"04318008013","15","135","04318","008","013",6,4,1296,28,5,2021,1,710,5680,349
"04318008014","15","135","04318","008","014",6,2,2160,20,1,2022,NA,1110,7770,349
"04318008014","15","135","04318","008","014",6,4,2160,2,7,2021,NA,1060,7950,349
"04318008016","15","135","04318","008","016",6,2,1800,21,1,2022,NA,950,6650,349
"04318008016","15","135","04318","008","016",6,4,1800,1,7,2021,NA,900,6750,349
"04336006010","15","135","04336","006","010",2,2,1080,10,1,2021,1,610,4270,387
"04336006010","15","135","04336","006","010",2,4,1080,20,5,2021,1,540,4050,387
"04336006011","15","135","04336","006","011",2,2,300,16,1,2021,1,200,1400,387
"04336006011","15","135","04336","006","011",2,4,320,25,5,2021,1,190,1425,387
"04336006012","15","135","04336","006","012",2,2,720,16,1,2021,1,400,2800,387
"04336006012","15","135","04336","006","012",2,4,720,25,5,2021,1,380,2850,387
"04336006013","15","135","04336","006","013",2,2,720,3,12,2020,1,370,2590,387
"04366004001","15","135","04366","004","001",10,2,1080,20,1,2022,NA,590,3835,378
"04366004001","15","135","04366","004","001",10,4,1080,20,7,2021,NA,570,3990,378
"04366004002","15","135","04366","004","002",10,2,720,20,1,2022,NA,390,2535,378
"04366004002","15","135","04366","004","002",10,4,720,18,7,2021,NA,370,2590,378
"04366004003","15","135","04366","004","003",10,2,1080,20,1,2022,NA,580,3770,378
"04366004003","15","135","04366","004","003",10,4,1080,18,7,2021,NA,530,3710,378
"04366004004","15","135","04366","004","004",10,2,500,17,12,2021,1,260,1820,378
"04366004004","15","135","04366","004","004",10,4,500,18,5,2022,1,240,1800,378
"04366004006","15","135","04366","004","006",10,2,1080,15,12,2021,1,560,3920,378
"04366004006","15","135","04366","004","006",10,4,1080,28,5,2022,1,516,3870,378
"04366004007","15","135","04366","004","007",10,1,720,NA,NA,NA,NA,390,2652,378
"04366004008","15","135","04366","004","008",10,1,400,NA,NA,2021,NA,220,1496,378
"04366004009","15","135","04366","004","009",10,1,720,NA,NA,2021,NA,395,2650,378
"04366004011","15","135","04366","004","011",10,2,360,15,12,2021,1,190,1330,378
"04366004011","15","135","04366","004","011",10,4,360,12,5,2022,1,170,1275,378
"04366004012","15","135","04366","004","012",10,2,1800,13,12,2021,1,940,6580,378
"04366004012","15","135","04366","004","012",10,4,1800,17,5,2022,1,850,6375,378
"04366004013","15","135","04366","004","013",10,2,1440,22,12,2021,1,748,5236,378
"04366004013","15","135","04366","004","013",10,4,1440,24,5,2022,1,690,5175,378
"04366004013","15","135","04366","004","013",10,6,360,18,12,2021,1,165,1485,378
"04366004014","15","135","04366","004","014",10,2,1800,20,1,2022,NA,960,6240,378
"04366004014","15","135","04366","004","014",10,4,2520,14,7,2021,NA,1280,8960,378
"04366004015","15","135","04366","004","015",10,2,2160,11,1,2022,1,1200,7800,378
"04366004015","15","135","04366","004","015",10,4,2160,14,5,2021,1,1000,7000,378
"04378004001","15","136","04378","004","001",7,2,1800,10,1,2022,NA,1000,7000,520
"04378004001","15","136","04378","004","001",7,4,1800,15,6,2021,NA,900,7200,520
"04378004002","15","136","04378","004","002",7,2,432,11,1,2022,NA,280,1960,520
"04378004002","15","136","04378","004","002",7,4,432,15,6,2021,NA,216,1728,520
"04378004003","15","136","04378","004","003",7,2,1512,4,2,2022,NA,800,5600,520
"04378004003","15","136","04378","004","003",7,4,1512,2,7,2021,NA,750,6000,520
"04378004003","15","136","04378","004","003",7,6,220,12,7,2021,NA,100,900,520
"04378004004","15","136","04378","004","004",7,2,1152,2,2,2022,NA,600,4200,520
"04378004004","15","136","04378","004","004",7,4,1152,1,7,2021,NA,550,4400,520
"04378004004","15","136","04378","004","004",7,6,200,4,7,2021,NA,100,900,520
"04378004005","15","136","04378","004","005",7,2,1440,4,2,2022,NA,650,4550,520
"04378004005","15","136","04378","004","005",7,4,1440,12,7,2021,NA,580,4640,520
"04378004006","15","136","04378","004","006",7,2,1440,20,1,2022,NA,800,5600,520
"04378004006","15","136","04378","004","006",7,4,1440,15,6,2021,NA,760,6080,520
"04378004007","15","136","04378","004","007",7,2,1080,10,1,2022,NA,600,4200,520
"04378004007","15","136","04378","004","007",7,4,1080,15,6,2021,NA,450,3600,520
"04378004007","15","136","04378","004","007",7,6,360,15,6,2021,NA,160,1600,520
"04378004008","15","136","04378","004","008",7,2,1080,21,1,2022,NA,560,3920,520
"04378004008","15","136","04378","004","008",7,4,1080,15,6,2021,NA,400,3200,520
"04378004009","15","136","04378","004","009",7,2,1080,18,1,2022,NA,570,3990,520
"04378004009","15","136","04378","004","009",7,4,1080,8,6,2021,NA,520,4160,520
"04378004010","15","136","04378","004","010",7,2,936,18,1,2022,NA,440,3080,520
"04378004010","15","136","04378","004","010",7,4,720,10,6,2021,NA,320,2560,520
"04378004010","15","136","04378","004","010",7,6,216,10,6,2021,NA,100,900,520
"04378004011","15","136","04378","004","011",7,2,360,18,1,2022,NA,180,1260,520
"04378004011","15","136","04378","004","011",7,4,360,15,6,2021,NA,160,1280,520
